epoch_idx,fps,policy_entropy,value_loss,clip_fraction,approx_kl_divergence,frames,P01:episode_rewards,policy_loss,PMM:episode_rewards,episode_length,P09:episode_rewards,explained_variance,grad_norm,advantage_norm
40,255,1.3343255653977395,0.009652291945531032,0.191650390625,0.0026468152974643997,409600,122.5,-0.001296903945330996,150.75,359.0,225.0,-1.825392246246338e-08,0.05455247989369437,15.968717747926712
41,255,1.3261767022311688,0.009452094468724682,0.1833251953125,0.0026138045669085843,419840,75.0,-0.0012361520695776563,153.75,364.32,227.5000000000002,-5.960464477539063e-09,0.05419845198998535,15.9687175989151
42,254,1.293183907866478,0.009803903439023997,0.1552734375,0.002589269287460638,430080,125.0,-0.0013086900908092503,161.5,359.35,250.0,-8.568167686462402e-09,0.04820929593496333,15.968717807531357
43,254,1.3052906930446624,0.010600357555267692,0.15146484375,0.0023867157772968993,440320,125.0,-0.0009571775430231355,151.75,353.32,225.0,-5.960464477539063e-09,0.049647605008300275,15.968717730045318
44,254,1.368381178379059,0.01034121665325074,0.15234375,0.0024073668064090725,450560,125.0,-0.0010073277349874842,159.5,358.46,227.5000000000002,-1.825392246246338e-08,0.052465210891894945,15.968717956542969
45,254,1.4052681423723699,0.012390951991983456,0.145166015625,0.002348089321731095,460800,125.0,-0.0007967266265040962,185.0,360.25,250.0,1.4901161193847657e-09,0.05136215233781237,15.968717741966248
46,254,1.36022696942091,0.014558667066739871,0.1534912109375,0.0021517658338268573,471040,125.0,-0.0014359530239744344,206.5,365.16,252.50000000000023,-4.8428773880004884e-09,0.053696507546921665,15.968717896938324
47,254,1.310801837593317,0.012721874396083877,0.168017578125,0.0024533221380750093,481280,125.0,-0.001590351966660819,219.75,365.28,277.5000000000002,2.7939677238464355e-08,0.05334434973649351,15.968717813491821
48,254,1.2310536287724971,0.011263265169509396,0.1494140625,0.002249048022747502,491520,125.0,-0.0011649000800389331,221.5,368.83,277.5000000000002,-6.7055225372314455e-09,0.050765269246809866,15.96871793270111
49,254,1.176972783356905,0.011614014162114472,0.1123291015625,0.0019231475889426974,501760,125.0,-0.0011445817162893945,206.0,380.19,275.0,-1.6391277313232423e-08,0.04692790589213803,15.968717920780183
50,254,1.1236629135906697,0.009857937975846198,0.145361328125,0.0019474947310698099,512000,125.0,-0.0010960009947666549,190.5,387.99,250.0,-4.470348358154297e-09,0.04752533198537122,15.968717616796493
51,254,1.2175416566431523,0.01071922410519619,0.12587890625,0.002126752341192173,522240,125.0,-0.0004887245355348569,183.75,386.88,250.0,-1.1920928955078126e-08,0.04878589341879234,15.968717712163926
52,254,1.225978008657694,0.01083990806073416,0.1851318359375,0.0029016315817443684,532480,125.0,-0.0016217100215726531,188.5,387.9,250.0,-1.7881393432617187e-08,0.05257785435532286,15.968717765808105
53,254,1.302134271711111,0.009663156718488608,0.14052734375,0.002156079476856121,542720,125.0,-0.0008337652208865621,181.0,385.55,250.0,-2.6077032089233397e-09,0.0491850679277601,15.96871777176857
54,254,1.4210866212844848,0.01107805763313081,0.1447998046875,0.0020915708919574173,552960,125.0,-0.0006744449456164148,182.75,379.78,275.0,-1.2665987014770507e-08,0.054312499534464875,15.968717765808105
55,254,1.3825072959065436,0.010477880180405918,0.188427734375,0.0026886774205877374,563200,50.0,-0.0010239560549962334,176.0,371.69,275.0,-1.7508864402770997e-08,0.057095958641797076,15.968718045949936
56,254,1.3083138160407544,0.007247420792555204,0.1843505859375,0.002629018281442086,573440,50.0,-0.0013180680070945527,163.75,368.75,275.0,1.080334186553955e-08,0.05101433267531415,15.96871777176857
57,254,1.308211688697338,0.006151899351107204,0.1921875,0.002534559951402571,583680,50.0,-0.0010961416825011837,141.5,360.93,250.0,-1.862645149230957e-09,0.05105979760849649,15.968715924024583
58,254,1.3468460865318774,0.006569273416516808,0.239111328125,0.0029360627083747206,593920,25.0,-0.001239982275365037,122.0,358.3,177.50000000000023,-1.4528632164001465e-08,0.05468804083708062,15.968716484308242
59,254,1.335391391068697,0.007965033742652849,0.1769287109375,0.0025774742004500695,604160,25.0,-0.0008329086245794315,107.5,354.45,175.0,-7.078051567077636e-09,0.05236479779882797,15.968717414140702
60,254,1.326590785384178,0.007972140789161131,0.18056640625,0.0022625639033321933,614400,50.0,-0.0013402196673268918,115.25,350.03,150.0,-1.4901161193847657e-09,0.052375393805133376,15.96871750354767
61,254,1.3186883941292762,0.007427881519288348,0.1764892578125,0.002122760507535304,624640,50.0,-0.000925906371412566,132.25,360.83,150.0,-9.685754776000977e-09,0.05233966560140306,15.968717873096466
62,254,1.3230666011571883,0.00873406696832717,0.206884765625,0.002578781952809095,634880,75.0,-0.0013338105047296267,142.5,364.24,150.0,7.450580596923829e-10,0.05409447113998628,15.968717694282532
63,254,1.3134087964892387,0.006236148847528966,0.17548828125,0.0021614261076820184,645120,50.0,-0.0008059630952629959,138.0,366.59,150.0,-9.313225746154785e-09,0.051372079789852185,15.968717557191848
64,254,1.2797398410737515,0.00688699905458634,0.1626708984375,0.002319137573647367,655360,50.0,-0.0006327353898086585,120.25,361.22,150.0,3.7252902984619143e-10,0.051666526235164024,15.968717533349992
65,254,1.2036808229982854,0.006103024395179091,0.1946044921875,0.0028392842193312616,665600,47.50000000000001,-0.0012317784035985823,115.75,360.75,150.0,0.0,0.04561169755395617,15.968717217445374
66,254,1.2193010449409485,0.007179122460729559,0.1737548828125,0.00246101788061992,675840,50.0,-0.0012620519701158628,116.75,362.61,150.0,-1.4901161193847657e-09,0.04570800873367789,15.968717765808105
67,254,1.2697349883615971,0.007300645305122089,0.204638671875,0.002550390993427776,686080,50.0,-0.0007974153908435255,125.5,373.46,150.0,6.332993507385254e-09,0.050713049830605136,15.968716788291932
68,254,1.2598628662526608,0.007919419324161936,0.1588623046875,0.0023206443386243336,696320,50.0,-0.0010286540342349325,145.25,376.97,152.50000000000023,-2.644956111907959e-08,0.047684625995360594,15.968717533349992
69,254,1.2152319088578225,0.007219465325579222,0.1740478515625,0.002512366033215585,706560,50.0,-0.0013027135802985868,136.75,373.93,150.0,9.685754776000977e-09,0.05032345751851101,15.968717777729035
70,253,1.2538912639021873,0.005542936060737702,0.21279296875,0.002824911252440643,716800,50.0,-0.0006821537594078108,124.5,361.71,150.0,-4.470348358154297e-09,0.04755271334152884,15.96871629357338
71,253,1.3435127824544906,0.00562446399511316,0.1814453125,0.0024675828738850215,727040,47.50000000000001,-0.0007520870021835435,99.75,354.2,125.0,4.8428773880004884e-09,0.04780574903018624,15.968717050552367
72,253,1.406900243461132,0.0053558195398807126,0.2263671875,0.002983843415006504,737280,25.0,-0.0010384759028966074,85.5,340.22,125.0,-1.7508864402770997e-08,0.04935105612653431,15.968717056512833
73,254,1.537718902528286,0.005460773509327055,0.2416015625,0.003548809210332138,747520,25.0,-0.0012739100809994852,73.5,327.23,150.0,1.1175870895385742e-09,0.04994187067286983,15.96871691942215
74,254,1.5492247924208642,0.003541024337945231,0.282666015625,0.004278214408458325,757760,0.0,-0.0007832211376808118,63.75,317.19,150.0,-1.1548399925231934e-08,0.049005223036361095,15.968672955036164
75,253,1.5045304372906685,0.003260370797568157,0.283984375,0.004101063561574847,768000,0.0,-0.0014045967094716617,53.75,310.77,125.0,-5.215406417846679e-09,0.046708442389317144,15.968707793951035
76,253,1.4662367060780526,0.003435187614013557,0.2076171875,0.003040614869178171,778240,0.0,-0.0011323152426484739,42.0,304.7,75.0,2.1979212760925294e-08,0.0469029077684293,15.968715190887451
77,253,1.4873303554952144,0.0036643357328216553,0.2501708984375,0.003341107028495571,788480,0.0,-0.0012729793146718294,43.0,304.2,100.0,-3.7252902984619143e-10,0.04685072004302036,15.968716377019883
78,253,1.4775516510009765,0.003450538013996152,0.19326171875,0.003792221884191349,798720,0.0,-0.000620378883286321,44.75,304.46,100.0,-1.2293457984924316e-08,0.0476231091028985,15.968710488080978
79,253,1.6906264320015907,0.005239235063913839,0.3140625,0.004034234847676998,808960,0.0,-0.001604808914999012,56.75,306.31,102.50000000000021,7.82310962677002e-09,0.052461503934280895,15.968716996908189
80,253,1.6722392462193967,0.008446039900263713,0.2096923828125,0.0027838930326424816,819200,0.0,-0.0010012034563260386,80.25,309.93,175.0,2.2724270820617674e-08,0.05325472152735341,15.968717730045318
81,253,1.6270945578813554,0.009901591812376865,0.1914306640625,0.002637190616599128,829440,0.0,-0.0013127123293088516,120.0,323.41,250.0,-1.3411045074462891e-08,0.05744692327932519,15.96871771812439
82,253,1.4751907877624035,0.00609054309907151,0.2368896484375,0.0033450850064468797,839680,22.500000000000007,-0.0017657941763900454,121.0,324.75,250.0,-1.5273690223693846e-08,0.04609190566728659,15.968717247247696
83,253,1.336199901252985,0.005071674303383134,0.2200439453125,0.003799039604348309,849920,0.0,-0.0011312864586216164,115.25,324.45,252.50000000000023,-5.960464477539063e-09,0.04205788342250483,15.96871521472931
84,253,1.2720787271857261,0.004960770534574976,0.166162109375,0.0025970030210174856,860160,0.0,-0.0011293898649455513,76.5,309.7,130.00000000000043,-1.7508864402770997e-08,0.03945059289825726,15.96871685385704
85,253,1.4017092801630497,0.005098463864055702,0.20927734375,0.00302191136974983,870400,0.0,-0.0013175210122426506,84.0,311.16,200.0,-1.6763806343078613e-08,0.0469850174885358,15.96871652007103
86,253,1.3559985287487506,0.0038845903093545076,0.21806640625,0.0029982044575831424,880640,0.0,-0.0009508694780379301,70.75,305.18,150.0,-2.2351741790771484e-09,0.04068950568390661,15.968702763319016
87,253,1.386658528447151,0.005467785470771957,0.2428955078125,0.003133206095594687,890880,0.0,-0.000762656263759709,64.5,302.64,150.0,-7.82310962677002e-09,0.048740253188218584,15.968709552288056
88,253,1.4927125222980977,0.009462936983254622,0.1741943359375,0.002205641108605505,901120,0.0,-0.0010399568069260567,91.0,308.42,177.50000000000023,-9.313225746154785e-09,0.05451789591251498,15.968717789649963
89,253,1.448884028941393,0.010667776991158461,0.20771484375,0.002684179141294862,911360,0.0,-0.0009079023482627235,137.0,319.68,277.5000000000002,2.421438694000244e-08,0.0545910256856057,15.968717557191848
90,253,1.4229222491383553,0.011828831493039616,0.1501953125,0.002336408848589144,921600,25.0,-0.0010028076609160052,183.25,331.28,452.50000000000017,5.587935447692871e-09,0.05204885258097578,15.968717938661575
91,252,1.4433650985360145,0.011331747911390267,0.161279296875,0.0021691460103625106,931840,50.0,-0.0013406637786829378,194.75,334.28,452.50000000000017,-1.4901161193847656e-08,0.05445045999954852,15.968717849254608
92,252,1.4195397034287454,0.011159863733701059,0.180126953125,0.0022731796590193198,942080,25.0,-0.0008119073925627162,189.0,331.25,427.5000000000002,7.078051567077636e-09,0.05244251153325119,15.968717688322068
93,252,1.3139257296919822,0.016336920644971543,0.11845703125,0.0015400482421625838,952320,50.0,-0.0009306240066507598,216.25,342.32,380.00000000000045,-9.313225746154785e-09,0.05432821781014334,15.968717920780183
94,252,1.2947582393884658,0.014022186743386556,0.1499755859375,0.0018129420012655828,962560,72.50000000000001,-0.0010544648888753728,218.75,343.05,325.0,-4.097819328308106e-09,0.05366467689030159,15.968718111515045
95,252,1.2614252716302872,0.014143118829815648,0.144873046875,0.00194668647592664,972800,100.0,-0.0014921054629667197,233.75,349.77,325.0,-2.1979212760925294e-08,0.047846503294646466,15.968717885017394
96,252,1.144379399716854,0.014879213056701701,0.1080810546875,0.001544900516284997,983040,122.5,-0.001014358244719915,238.5,351.43,327.5000000000002,2.6077032089233397e-09,0.045040920393352786,15.968717920780183
97,252,1.243624821305275,0.01319816446484765,0.133544921875,0.001931341993991964,993280,122.5,-0.0010204918227827875,238.25,351.35,355.00000000000045,-3.3900141716003417e-08,0.04438417666230763,15.96871783733368
98,252,1.292404017597437,0.013394362035614903,0.124658203125,0.0015909269182657227,1003520,125.0,-0.000979536329032271,245.5,364.42,355.00000000000045,1.9744038581848144e-08,0.047039542870451846,15.968717914819717
99,252,1.2124956458806992,0.012748504737828625,0.0943603515625,0.0014626087758756513,1013760,125.0,-0.00028812657001253683,232.0,363.15,350.0,-1.30385160446167e-08,0.04672001894416621,15.968717896938324
100,252,1.3085380785167218,0.013567360521119554,0.1680419921875,0.002384770319648055,1024000,125.0,-0.0009880153269477888,239.0,371.76,350.0,-1.6763806343078613e-08,0.0522260145179159,15.968717920780183
101,252,1.3787296064198018,0.014032176813634578,0.1300537109375,0.0018423118983378118,1034240,100.0,-0.001104941171070095,240.75,368.22,435.00000000000085,7.82310962677002e-09,0.05503683952402081,15.968717831373215
102,252,1.3208653926849365,0.014487842658127192,0.167236328125,0.002177227321567443,1044480,122.5,-0.0012687585807725555,244.75,364.62,380.00000000000045,-3.7252902984619143e-10,0.05282142544723989,15.968717944622039
103,251,1.3143633164465427,0.015075061668176204,0.124462890625,0.0021000242218178755,1054720,125.0,-0.0009138210582023021,256.75,359.82,525.0,1.862645149230957e-08,0.04924340284387,15.968717962503433
104,251,1.1968704380095005,0.01461007581674494,0.0891357421875,0.0013802202215345005,1064960,150.0,-0.00047246453104889954,260.0,357.89,500.0,-1.825392246246338e-08,0.04549010829174072,15.968717855215072
105,251,1.1814978301525116,0.015500267391325906,0.1239501953125,0.0015521964585616388,1075200,125.0,-0.0011245227276958758,257.5,351.99,377.5000000000002,-2.0489096641540527e-08,0.05116451803973317,15.968718004226684
106,251,1.282695648819208,0.01609594504989218,0.13154296875,0.0018753678929613216,1085440,147.5,-0.00143219414021587,266.0,348.98,500.0,5.215406417846679e-09,0.05290000403685392,15.968717956542969
107,251,1.2764057151973247,0.01329301556397695,0.1526611328125,0.0019563049905912066,1095680,125.0,-0.0010155629635846708,260.75,346.97,387.5000000000011,-1.2293457984924316e-08,0.05529960090738054,15.96871801018715
108,251,1.2270426116883755,0.014423767525295261,0.138330078125,0.0017476141848014493,1105920,125.0,-0.0015217514752293936,250.0,343.58,500.0,-4.097819328308106e-09,0.055698094820579414,15.968717974424361
109,251,1.2368050001561641,0.014173475813004188,0.1535400390625,0.0018671328954155797,1116160,100.0,-0.0014290429808170302,230.25,340.57,405.00000000000045,-3.166496753692627e-08,0.05456629672700514,15.968717896938324
110,251,1.2969195246696472,0.013924445440352429,0.1567626953125,0.0017898762119557432,1126400,97.5,-0.0013303553449077298,241.5,347.48,455.0000000000004,-2.4959444999694825e-08,0.057381207925979505,15.968717914819717
111,251,1.363507544249296,0.015295906335813925,0.1293212890625,0.0017239427576612343,1136640,100.0,-0.0010975477212923578,244.0,349.99,405.00000000000045,1.862645149230957e-09,0.05358427706433962,15.968717920780183
112,251,1.4088575854897498,0.012806359137175604,0.1687744140625,0.001983832929282414,1146880,75.0,-0.0007724595136096469,237.75,348.51,402.5000000000002,1.862645149230957e-09,0.05515394073935407,15.968717765808105
113,251,1.4681436076760292,0.014456285483356623,0.158984375,0.002242064636736529,1157120,75.0,-0.0011513967459904962,242.0,351.36,427.5000000000002,-1.4156103134155273e-08,0.05587689360702184,15.96871789097786
114,251,1.4534398183226585,0.013021597267652396,0.193701171875,0.002202461275226142,1167360,100.0,-0.0015263346405845369,235.5,349.55,402.5000000000002,-8.940696716308593e-09,0.060272594927186715,15.968717855215072
115,251,1.449784305691719,0.015908281411248025,0.1313232421875,0.001688626149314132,1177600,125.0,-0.0011763712427637074,241.0,349.48,400.0,1.9371509552001954e-08,0.054349694682856366,15.968718004226684
116,251,1.4814916595816612,0.013683852624672,0.1882080078125,0.002330667436757494,1187840,125.0,-0.001491127365079592,247.0,351.5,377.5000000000002,-5.960464477539063e-09,0.053854280951185864,15.968718034029006
117,250,1.4981685265898705,0.016284438059665264,0.172119140625,0.001987110086315624,1198080,125.0,-0.0015662942118069624,251.5,342.58,400.0,-6.7055225372314455e-09,0.057776349182395534,15.968717849254608
118,250,1.446466413140297,0.01503258307784563,0.1397216796875,0.0016854846761134468,1208320,125.0,-0.0013041307873209007,259.0,341.13,400.0,-3.3527612686157227e-09,0.0581397630646444,15.96871787905693
119,250,1.3343160927295685,0.014434019376130891,0.1654541015625,0.0019486737294570843,1218560,125.0,-0.0008401375140238088,259.75,346.53,410.00000000000085,6.7055225372314455e-09,0.05762333252752747,15.968717807531357
120,250,1.2907715797424317,0.012511197358253411,0.1891845703125,0.002284404913780236,1228800,125.0,-0.0015002459742390784,266.75,358.29,502.5000000000002,-1.825392246246338e-08,0.05553721812612535,15.968717855215072
121,250,1.2363344676792623,0.013920639297430171,0.1007080078125,0.0014405869463644193,1239040,125.0,-0.0010075347039673944,276.25,370.37,550.0,-1.080334186553955e-08,0.04617246490494935,15.96871775984764
122,250,1.1948127701878548,0.012650951236719266,0.1448974609375,0.001933757359944366,1249280,125.0,-0.0009437705433811061,271.25,384.47,552.5000000000002,-1.1548399925231934e-08,0.052499475837618284,15.968717980384827
123,250,1.2055954955518247,0.012218256144115003,0.1374267578125,0.0016232280876295135,1259520,125.0,-0.0011623812060861383,259.5,385.22,550.0,-7.450580596923828e-09,0.0487991871854987,15.968717682361603
124,250,1.0192769926041365,0.012167157189105637,0.090185546875,0.001414317574599977,1269760,125.0,-0.0008457848380203359,256.75,387.82,525.0,-1.3411045074462891e-08,0.04523546620854303,15.968717992305756
125,250,0.9991634048521518,0.010701203067583265,0.09921875,0.0014481345603343243,1280000,125.0,-0.0006206498910614755,243.75,401.61,525.0,3.725290298461914e-09,0.04251731521222419,15.96871766448021
126,250,1.0302660070359706,0.011288396131567425,0.1301513671875,0.0018792217686012691,1290240,125.0,-0.0013227266554167727,231.5,395.49,525.0,-3.7252902984619143e-10,0.04312528356694998,15.968717736005782
127,250,1.1967274643480779,0.012524095695698633,0.1444091796875,0.0019689514274318755,1300480,125.0,-0.0003862781035422813,224.0,390.02,360.0000000000009,-1.4528632164001465e-08,0.05310426110245466,15.968717694282532
128,250,1.2828057810664177,0.011716174365028564,0.14267578125,0.0015882993672285295,1310720,100.0,-0.0008341742992342916,219.75,382.73,337.500000000001,1.0430812835693359e-08,0.05265407568263743,15.968717563152314
129,250,1.2793546706438064,0.012534618407880772,0.1839111328125,0.0022476398783965123,1320960,100.0,-0.0013230871689302148,211.75,362.2,302.5000000000002,1.9744038581848144e-08,0.05532874387875354,15.968717849254608
130,250,1.2785828769207002,0.01218466819235573,0.16806640625,0.002115526062823392,1331200,72.50000000000001,-0.00085931970825186,218.75,363.44,450.0,7.82310962677002e-09,0.05216704900493659,15.968717283010482
131,250,1.2590689681470395,0.013654782598314342,0.118701171875,0.001664935344541618,1341440,50.0,-0.0008330388402100653,224.75,363.19,500.0,-3.054738044738769e-08,0.046522252236363006,15.96871782541275
132,250,1.2998119615018369,0.012009349013897008,0.1630859375,0.0018517886397972916,1351680,97.5,-0.0008614399535872508,251.25,367.71,525.0,4.8428773880004884e-09,0.054567571864462094,15.968717676401138
133,250,1.246357538551092,0.012993187556276098,0.1189453125,0.0015872931720025464,1361920,100.0,-0.0010369427855039248,256.5,367.8,525.0,1.4901161193847657e-09,0.04630218937673639,15.968717908859253
134,250,1.2289716251194478,0.014392885236884468,0.1545654296875,0.0019911479864845203,1372160,100.0,-0.00107814784932998,262.5,366.91,502.5000000000002,-2.0116567611694337e-08,0.05083955750270076,15.968717694282532
135,250,1.227846311032772,0.01673541863419814,0.1433837890625,0.0017838261847998639,1382400,100.0,-0.0011978756127064116,272.25,360.12,525.0,1.9371509552001954e-08,0.057102405321505414,15.968718081712723
136,250,1.2338271871209145,0.013108872763405088,0.158837890625,0.0020777501858901815,1392640,100.0,-0.0012332244834396989,273.25,360.65,502.5000000000002,-6.7055225372314455e-09,0.05701447368430649,15.96871787905693
137,250,1.2059841766953467,0.008778017717486365,0.172412109375,0.0022508731713458017,1402880,75.0,-0.0012395154630212347,250.5,357.86,500.0,-2.0116567611694337e-08,0.049629018865210685,15.968717807531357
138,250,1.1836316026747227,0.012501118450745707,0.17724609375,0.0019322146935309092,1413120,72.50000000000001,-0.0013721122479182668,240.25,360.84,502.5000000000002,-3.725290298461914e-09,0.054262540151710524,15.968717741966248
