advantage_norm,P09:episode_rewards,policy_loss,fps,episode_length,PMM:episode_rewards,policy_entropy,frames,explained_variance,grad_norm,value_loss,epoch_idx,P01:episode_rewards,clip_fraction,approx_kl_divergence
15.968715631961823,125.0,0.050764324205852064,193,562.9375,35.9375,0.24988265669324933,10240,-0.6576240994036198,2659112126.282135,3328491052.9051175,1,0.0,0.226708984375,6977544.159384923
15.968701547384262,125.0,9.321625111624598e-06,190,389.4117647058824,57.84313725490196,1.4290382273495197,20480,1.4901161193847657e-09,0.052262081052029306,0.0038525155704790316,2,0.0,0.3573974609375,0.007335154059956039
15.968710917234421,125.0,-0.0005778760631073964,204,353.8953488372093,56.104651162790695,1.584285718202591,30720,-4.470348358154297e-09,0.0453580668980378,0.0034574489951097577,3,0.0,0.301416015625,0.0066994512498922635
15.968712389469147,150.0,-0.0010204986145254224,211,308.1,65.0,1.701263715326786,40960,9.685754776000977e-09,0.049607055742075974,0.0050580592968017864,4,0.0,0.3537353515625,0.006693341698110089
15.968717652559281,175.0,-0.0012387548562401208,215,309.7,77.25,1.7501030340790749,51200,-1.080334186553955e-08,0.050386670683127466,0.006931584239191579,5,0.0,0.2785400390625,0.00408921539444691
15.968717241287232,175.0,-0.0016135311230755177,219,314.5,94.25,1.6835807941854,61440,-1.30385160446167e-08,0.052630829609204365,0.007127414872229565,6,0.0,0.274267578125,0.004100913035472331
15.968717259168624,200.0,-0.0016865589466760866,218,317.59,111.75,1.610665526986122,71680,-1.1175870895385742e-09,0.04975285132200257,0.0070349898113818195,7,0.0,0.2392333984375,0.0034006437158950577
15.968715858459472,202.50000000000023,-0.0017515987063234206,220,320.05,124.5,1.6181431859731674,81920,-7.450580596923828e-09,0.0519050305318325,0.00789748677435682,8,25.0,0.2953857421875,0.0044596909874883295
15.96871766448021,227.5000000000002,-0.0013783923885057447,221,319.21,121.25,1.6422301955521106,92160,-1.6391277313232423e-08,0.04990920306731593,0.0074339898767902925,9,25.0,0.278759765625,0.004255970293411337
15.968717867136002,250.0,-0.0012612801616342039,221,323.43,140.5,1.6312689311802386,102400,-9.313225746154785e-09,0.05239483717221153,0.010825293308880646,10,25.0,0.2307861328125,0.00313390632534265
15.968717801570893,302.5000000000002,-0.0013515981918317266,222,330.58,152.0,1.6596845120191575,112640,5.960464477539063e-09,0.054236176690947956,0.009740919386968017,11,47.50000000000001,0.2275146484375,0.003210533648280034
15.968716752529144,325.0,-0.0016071956186351599,221,336.55,166.5,1.73467882797122,122880,-1.862645149230957e-09,0.05237399186260081,0.008794752715073174,12,50.0,0.2708251953125,0.0037707884985366037
15.968717813491821,330.0000000000004,-0.001834326485550264,222,343.28,185.5,1.6665527805685998,133120,1.2665987014770507e-08,0.05587015345813808,0.012342320541210938,13,50.0,0.236572265625,0.0033961670757207685
15.968574559688568,330.0000000000004,0.03128092927490798,224,376.96,181.25,0.2884843988544674,143360,-0.003537769615650177,149824513601.1878,338531693121.675,14,47.50000000000001,0.2362548828125,1251450711284.3665
15.968283486366271,330.0000000000004,0.0016366239871786093,225,393.63,152.5,0.44968250263482334,153600,-3.837049007415772e-08,0.04297287828748232,0.003267880419186575,15,0.0,0.1117431640625,0.005756281330710778
15.968713444471359,275.0,0.0017878502359963023,225,393.3,123.25,1.0855917021632195,163840,6.7055225372314455e-09,0.08782764397944791,0.006208911930843897,16,0.0,0.2234130859375,0.00983092182996188
15.96871246099472,227.5000000000002,0.0004175171834503999,226,374.19,100.75,1.4470417313277721,174080,-1.0058283805847169e-08,0.07586074036090831,0.006830983538253577,17,0.0,0.2709716796875,0.005605094262864441
15.968708968162536,227.5000000000002,-0.00011604052306211088,226,328.74,111.5,1.6614407740533352,184320,-7.82310962677002e-09,0.08030352082086376,0.005623551897119228,18,0.0,0.2967041015625,0.006027297498303596
15.968717062473297,402.5000000000002,-0.0011190676097612596,226,328.77,143.0,1.6948382966220379,194560,2.9802322387695314e-09,0.05437807080782895,0.009391795532411606,19,0.0,0.2655029296875,0.0046541428654563784
15.968717747926712,400.0,-0.0013862185143807438,225,328.16,145.75,1.6592364855110646,204800,-4.097819328308106e-09,0.05296776152189442,0.009883074185927399,20,0.0,0.2696533203125,0.003929115403502692
15.9687175989151,405.00000000000045,-0.0011281769599008839,225,336.21,173.25,1.6760706998407842,215040,4.097819328308106e-09,0.0506296259277038,0.00880273919665342,21,25.0,0.23583984375,0.0037710504214771845
15.968717867136002,332.5000000000006,-0.0009697312281787163,226,345.34,196.25,1.674089602380991,225280,1.1175870895385742e-08,0.05332590325081388,0.012997526675462723,22,50.0,0.1696533203125,0.0023607736016174386
15.968717795610427,302.5000000000002,-0.0014001683066453552,227,343.97,197.75,1.693643943965435,235520,-1.1920928955078126e-08,0.054248645811256026,0.010414876041522803,23,50.0,0.2189697265625,0.002890926909913105
15.968717813491821,300.0,-0.002230362736736424,227,346.11,192.0,1.6561534903943538,245760,-3.7252902984619143e-10,0.054784758688587766,0.009870901667090948,24,50.0,0.3055419921875,0.0042351177106638715
15.968717753887177,325.0,-0.0011866920372995081,227,346.73,196.75,1.691955965012312,256000,-6.7055225372314455e-09,0.05619981347404364,0.011848690588522004,25,50.0,0.2255859375,0.003040242044551178
15.968717646598815,430.0000000000004,-0.001735569831362227,227,349.79,203.0,1.651548594236374,266240,-1.1175870895385742e-08,0.052324298218750974,0.009249781343987707,26,50.0,0.2546875,0.003944661961429574
15.96871782541275,525.0,-0.00160804933111649,227,354.44,226.5,1.6043036684393883,276480,4.470348358154297e-09,0.0530170666115866,0.01303821718902327,27,50.0,0.192578125,0.0028551539375911263
15.96871777176857,527.5000000000002,-0.0014409525578230387,228,354.52,249.25,1.603975535929203,286720,1.9371509552001954e-08,0.05442477263106488,0.012564791564363987,28,50.0,0.2209228515625,0.0031963046181999744
15.968717736005782,550.0,-0.001110018698818749,228,354.16,249.75,1.5355205543339252,296960,-1.825392246246338e-08,0.048395705369604816,0.012897018759394996,29,72.50000000000001,0.1580810546875,0.0022818518169060555
15.968717861175538,500.0,-0.0009259933955036104,228,352.15,245.75,1.3710935406386853,307200,6.7055225372314455e-09,0.044938632422703496,0.013108361244667322,30,97.5,0.1392578125,0.002086752801574221
15.968717968463897,400.0,-0.0011443759172834688,228,353.89,252.5,1.4052800230681897,317440,-3.7252902984619143e-10,0.04771459277214259,0.01559074857214,31,125.0,0.138671875,0.0022508567352758748
15.968717831373215,407.5000000000006,-0.0010116775200003758,228,361.35,273.5,1.471449649333954,327680,0.0,0.05006376756581887,0.013267145087593236,32,150.0,0.1715087890625,0.0025182518299061486
15.968717807531357,377.5000000000002,-0.0015098822681466118,228,359.46,257.0,1.5444717690348626,337920,-2.2351741790771484e-09,0.05031015662928752,0.012459441233841063,33,150.0,0.1991943359375,0.0028950607587375997
15.96871771812439,352.5000000000002,-0.0015168542704486754,228,360.64,243.5,1.5427877560257912,348160,-3.7252902984619143e-10,0.050965138406641464,0.012290991572081111,34,125.0,0.192919921875,0.003056194312580374
15.968717509508133,327.5000000000002,-0.0013907002194173401,229,360.81,220.5,1.59300966411829,358400,-8.195638656616212e-09,0.05094521419235062,0.009358941056143521,35,75.0,0.2134765625,0.002883579505328271
15.968717849254608,302.5000000000002,-0.001036376875708811,229,358.08,214.25,1.5352180071175099,368640,0.0,0.049835241962361096,0.012029250175692141,36,75.0,0.1549560546875,0.0024954062325605263
15.968717658519745,402.5000000000002,-0.001538669769797707,229,354.18,208.25,1.5768738657236099,378880,-5.960464477539063e-09,0.051919212201266454,0.011802637742948718,37,50.0,0.1988525390625,0.002708599123826616
15.96871777176857,430.0000000000004,-0.0006126372922153678,229,357.23,217.5,1.5782595932483674,389120,0.0,0.05245153496018005,0.011148503794538555,38,50.0,0.18525390625,0.0024933415751661413
