grad_norm,policy_entropy,fps,advantage_norm,frames,P09:episode_rewards,P01:episode_rewards,epoch_idx,explained_variance,policy_loss,PMM:episode_rewards,episode_length,value_loss
4.000254734867914,1.2853985407948494,1022,2.1100636144727467,8000,3.0,0.0,1,-1.691150786280632,-0.023384899357333778,1.0434782608695652,164.7391304347826,0.11498897407262121
0.20268459465318395,1.3756401801109315,1018,0.929412929750979,16000,2.299999999999997,0.0,2,-0.12521982669830323,0.00164146913215518,0.9693877551020408,163.76530612244898,0.009861569602426243
0.2595600579045407,1.3777404916286469,921,1.1126237125694751,24000,3.0,0.0,3,-0.13419718027114869,0.0020609307679114864,0.98,166.9,0.012801874353026505
0.2845791051250275,1.3625203549861908,887,1.2656216040998698,32000,3.0,0.0,4,-0.08553814589977264,-0.002526588373948471,1.2,176.3,0.014444660152839787
0.34069267543384574,1.3730525171756744,873,1.3007209360599519,40000,3.0,0.0,5,-0.06509343564510345,0.0008265246445080265,1.3,179.44,0.015016236200463027
0.4008222716997477,1.3750024020671845,866,1.216451138854027,48000,3.0,0.0,6,0.00217704713344574,0.0028817976656137032,1.19,175.17,0.0142149213423545
0.934112885931617,1.3578276056051255,859,1.5866004118323327,56000,3.0,0.0,7,0.17734615743160248,0.0035063261596951635,1.14,173.55,0.037036839334177785
0.3959048582035495,1.3702108669281006,856,1.3049578008055687,64000,4.0,0.0,8,0.4308630412817001,-0.004291306826489745,1.32,181.01,0.012892602448846446
0.6584098776598002,1.337863005399704,853,1.4293075907230377,72000,3.0,0.0,9,0.35623800873756406,-0.00963219904777361,1.2,174.12,0.02221058835362783
0.31674743830013974,1.3607752180099488,849,1.0785373026132583,80000,3.0,0.0,10,0.37656636893749235,-0.0008867560233920813,1.03,165.86,0.009147941955598071
0.3438589743597998,1.369945036172867,847,1.0718161173164844,88000,2.1000000000000085,0.0,11,0.4762041699886322,-0.0005235693574923061,0.9,160.77,0.008989007838536053
0.4720368484719898,1.3690572273731232,846,1.4172450250387192,96000,3.1000000000000085,0.0,12,0.6287531346082688,-0.003332312448328594,1.34,178.12,0.014477334399707616
0.43049238165387166,1.3721657395362854,845,1.4249361065030097,104000,4.0,0.0,13,0.693601758480072,-0.0005471291497815401,1.66,193.7,0.01441947016865015
0.4044200984369518,1.357656365633011,844,1.323812049627304,112000,5.0,0.0,14,0.7117296785116196,-0.0017549600057827775,1.91,205.02,0.01241875336272642
0.34410900378948556,1.375726317167282,842,1.085405611693859,120000,4.1000000000000085,0.0,15,0.8151873087882996,-0.0005842245108215138,1.72,195.79,0.008598590280744247
0.3836158751445056,1.370579262971878,841,1.2876324343681336,128000,4.0,0.0,16,0.8341807997226716,-0.0020688499316747766,1.51,189.85,0.011626330809085629
0.36326172641272514,1.3540774524211883,841,1.1382274264097214,136000,4.1000000000000085,0.0,17,0.8759385097026825,-0.0025000346076558344,1.77,200.83,0.009342649045865983
0.34316887637746873,1.3567845737934112,838,1.066145659983158,144000,5.0,0.0,18,0.8691001683473587,-0.00022509487956995144,1.84,201.59,0.008153839213773608
0.5144853264468684,1.3654595386981965,838,1.317255515754223,152000,5.0,0.0,19,0.8375889670848846,-0.005211262423254084,2.02,205.83,0.013960547904716805
0.3312920835039482,1.3535822451114654,838,1.059402664899826,160000,5.0,0.0,20,0.8808850711584091,-0.0038997279083923786,2.27,214.53,0.00816680381190963
0.3979207238518142,1.339792103767395,839,1.1692242535948754,168000,7.1000000000000085,0.0,21,0.8889420992136001,-0.004697879779487266,2.55,222.76,0.00985471513820812
0.2641620372275205,1.3474980354309083,840,0.9400372901558876,176000,7.1000000000000085,0.0,22,0.9266955083608628,-0.0004156134552886215,2.26,210.15,0.006382399300928227
0.4558518205554627,1.3449839651584625,840,1.0958779394626617,184000,7.1000000000000085,0.0,23,0.8651166599988938,0.0011492300932877697,2.27,212.27,0.014422700157738291
0.28098298402329275,1.3607830131053924,840,0.8847800090909004,192000,6.1000000000000085,0.0,24,0.9365996420383453,-0.0009743206010898576,1.99,201.16,0.005888338072691113
0.2731568379947373,1.3374558103084564,840,0.949287406206131,200000,6.1000000000000085,0.0,25,0.9393893951177597,-0.002387234430061653,2.21,209.59,0.006418409545440227
0.24661979361220002,1.3404572010040283,841,0.7969054552912712,208000,5.0,0.0,26,0.9562955230474472,-0.0011519790749298408,2.18,211.19,0.004735989734181203
0.25422252948504087,1.3331744027137757,841,0.9090208077430725,216000,5.0,0.0,27,0.9356960290670395,-0.0014705763294477947,1.98,205.9,0.006198036388377659
0.18606577132932312,1.3345987260341645,841,0.6319880568981171,224000,5.0,0.0,28,0.9670201677083969,-0.00019678477765410206,1.91,202.47,0.0029846028244355696
0.1646307474053536,1.3332029604911804,841,0.5634129291772842,232000,5.0,0.0,29,0.9783859121799469,-0.0008847753031295724,1.8,197.77,0.0023117273714160546
0.21527637993206336,1.3451390182971954,841,0.7670703676342964,240000,5.0,0.0,30,0.9526307582855225,-0.0014994091057451441,1.67,192.07,0.0046977155373315324
0.19221148261047624,1.3516350591182709,841,0.5913154605031014,248000,5.0,0.0,31,0.9713274329900742,-0.0006239416234166129,1.94,200.56,0.0029126831755274907
0.21860528518171854,1.3540732288360595,841,0.7603520706295968,256000,5.0,0.0,32,0.9444922196865082,-0.0009464439992734697,1.95,201.63,0.0048773669023648835
0.22665034652906527,1.3550235092639924,841,0.830377636551857,264000,5.0,0.0,33,0.949811246395111,-0.0009668151006917469,2.01,207.36,0.005346081787429284
0.15668996474775335,1.3499272048473359,840,0.574719210267067,272000,5.0,0.0,34,0.9703595530986786,-0.0006106624603853561,1.94,203.02,0.0024591060733655467
0.18618347292287912,1.3533009028434753,840,0.671105377972126,280000,5.0,0.0,35,0.9444223761558532,-0.0013335255124547985,1.56,185.3,0.0036899748105497566
0.20400429359873418,1.3657922542095184,840,0.7326636159420014,288000,5.0,0.0,36,0.9461466830968857,0.0005094300101336557,1.82,196.84,0.0043588264944264665
0.23894270655007369,1.3478319990634917,840,0.8756742770969868,296000,5.0,0.0,37,0.9464164197444915,-0.0024016546698112508,1.89,198.53,0.005792725439241622
0.2701785243641361,1.3588376724720002,841,1.0031607419252395,304000,7.0,0.0,38,0.9163421100378036,-0.00015225081704556943,2.33,213.21,0.007321927247103304
0.17614858157614058,1.3287702524662017,841,0.6922922758758068,312000,9.0,0.0,39,0.9611859804391861,-0.0010051658036536537,2.88,232.83,0.003916847605432849
0.21007118186592108,1.3454541087150573,841,0.7155983297526837,320000,9.0,0.0,40,0.9606087988615036,-0.0011876655847299843,2.67,225.39,0.004203760947566479
0.16658224892793413,1.3499534499645234,841,0.61302979439497,328000,9.0,0.0,41,0.9705897253751755,-0.001867921925149858,2.41,213.52,0.003144528016273398
0.1700432312428577,1.3543986690044403,841,0.6565643256902695,336000,6.1000000000000085,0.0,42,0.9690344369411469,6.583414513443131e-05,1.97,198.95,0.003462081444449723
0.17677559418185698,1.360587511062622,842,0.634703496992588,344000,5.0,0.0,43,0.971119487285614,-0.0005092445072477858,1.79,194.44,0.003165360496204812
0.18458792693594542,1.3598746073246002,842,0.676672232747078,352000,5.0,0.0,44,0.964411215186119,-0.0009307422797428444,1.89,198.62,0.0036026373668573797
