explained_variance,grad_norm,episode_length,policy_entropy,fps,PMM:episode_rewards,value_loss,policy_loss,advantage_norm,frames,P09:episode_rewards,P01:episode_rewards,epoch_idx
-1.3723100817203522,17.58733516674062,168.97619047619048,1.306127583682537,231,1.0476190476190477,0.8498232639776506,-0.0982382116554072,4.333508083596826,8000,2.8999999999999986,0.0,1
-0.6927636379003524,0.16980844500738793,184.6144578313253,1.3834651875495911,233,1.4096385542168675,0.010685563136476048,0.0009133174654562026,1.030439859777689,16000,4.0,0.0,2
-1.2019376367330552,0.11483641569437612,191.34,1.3827057456970215,238,1.55,0.00797839649037087,0.00012480636913096533,0.8922253152728081,24000,4.0,0.0,3
-0.34458612561225893,0.11761025953768732,188.45,1.3839043247699738,243,1.47,0.008322067881581461,0.0010432677822245751,0.8560925108380616,32000,4.0,0.0,4
-0.26135157167911527,0.1113989224842624,176.33,1.3847394871711731,247,1.2,0.007738350652061854,-0.000781079902080819,0.8137763076275587,40000,3.0,0.0,5
-0.5643757402896881,0.1385836690475641,166.34,1.3829555857181548,249,0.97,0.008855933314716822,0.002478384729474783,0.8741589424014091,48000,2.1000000000000085,0.0,6
-0.16969318091869354,0.13725181242121848,176.45,1.38401571393013,250,1.19,0.009487356783229189,-0.0012057914875913411,0.9909623048081994,56000,4.0,0.0,7
-0.36843246698379517,0.1649661743842595,189.47,1.3823081266880035,252,1.51,0.010383751170811592,0.00038931190880248323,1.0254060946404935,64000,4.0,0.0,8
-0.378136174082756,0.1399196181476496,190.36,1.3778678202629089,252,1.56,0.008231566353988456,-8.368773676920683e-05,0.8766710049286485,72000,4.0,0.0,9
-0.3433568412065506,0.15033877061919243,175.74,1.3817218542099,253,1.22,0.0084922184318566,0.00012763753067702055,0.8962313351780176,80000,3.0,0.0,10
-0.48478283762931823,0.11894943997500089,171.35,1.3823746132850647,252,1.13,0.007058316008096881,0.001385669992887415,0.7992917996272445,88000,3.0,0.0,11
-0.278774231672287,0.16039676193857186,177.27,1.3811908769607544,255,1.28,0.008994966835234663,-0.0005851110340154265,0.937703511454165,96000,3.0,0.0,12
-0.05605068325996399,0.15470413000613184,179.04,1.3798128724098206,256,1.28,0.0072846461063454625,0.00015778036031406374,0.8830669903755188,104000,3.0,0.0,13
-0.39890717566013334,0.145619708765394,175.72,1.3829482614994049,258,1.2,0.006999119172323844,-2.403725291515002e-05,0.8268692513555288,112000,3.0,0.0,14
-0.5429764693975448,0.1449774848391807,175.86,1.3765098702907563,257,1.26,0.006854881195140479,-8.233367931097746e-05,0.8330477356910706,120000,3.0,0.0,15
-0.4343933689594269,0.17110875815967258,177.79,1.3806229496002198,256,1.37,0.007686138336284784,0.0009162072212166094,0.890058386772871,128000,3.0,0.0,16
-0.3603847628831863,0.15802584476963263,168.86,1.384807505607605,256,1.14,0.006501567111554323,-0.0010444736172212287,0.8115373563021422,136000,3.0,0.0,17
-0.5312895464897156,0.14353443225329238,171.2,1.3824978601932525,257,1.17,0.005809612125958665,5.601673910859972e-05,0.7870066414028406,144000,3.0,0.0,18
-0.6472082668542862,0.1756098492942035,176.35,1.3814202761650085,256,1.28,0.007526891305169556,-0.0005535434848570731,0.8818121352791786,152000,3.0,0.0,19
0.04833749771118164,0.18280236526264315,177.14,1.3782077097892762,257,1.29,0.007854148331971374,0.0006588892568834126,0.9748300305008888,160000,3.0,0.0,20
-0.15935398757457733,0.17500562721749705,190.02,1.3802815759181977,257,1.61,0.006083182337242761,-0.0006515992536151316,0.8186992331594228,168000,4.0,0.0,21
