advantage_norm,clip_fraction,grad_norm,episode_length,epoch_idx,fps,policy_entropy,policy_loss,approx_kl_divergence,value_loss,P09:episode_rewards,explained_variance,frames,P01:episode_rewards,PMM:episode_rewards
15.968718612194062,0.2852783203125,374.1515066849841,370.375,1,171,1.5563204570673406,0.022381028671225066,0.8206388585667816,49.70160818455624,367.5,0.01874166764318943,10240,125.0,263.5416666666667
15.96871879696846,0.1878173828125,0.4824291046914991,375.5192307692308,2,169,1.6854842461645603,-0.0009870537316601258,0.00254871410186297,0.032655283983331174,422.49999999999994,-3.725290298461914e-09,20480,125.0,286.0576923076923
15.968718409538269,0.1212646484375,0.33716670271803306,371.679012345679,3,176,1.7614133521914481,-0.0015437124704476446,0.0019699967824379884,0.027608838584274053,525.0,6.332993507385254e-09,30720,125.0,280.55555555555554
15.96871839761734,0.0385986328125,0.1826829206261579,365.24,4,181,1.7779861643910408,-0.0012844547054555733,0.0007925519472962606,0.02583267171285115,477.5000000000002,6.7055225372314455e-09,40960,100.0,265.25
15.968718481063842,0.031005859375,0.10449811461869915,355.33,5,182,1.7462099179625512,-0.0018476162404112983,0.0008239402904592907,0.02579032761277631,525.0,-1.0430812835693359e-08,51200,75.0,257.0
15.968718457221986,0.0339599609375,0.10783927495188401,354.58,6,183,1.7310651272535325,-0.0010052096447907388,0.0006916451629763287,0.02774492583121173,527.5000000000002,-2.384185791015625e-08,61440,75.0,257.75
15.968718236684799,0.011669921875,0.09208631868557834,348.61,7,184,1.779812528938055,-0.0008416295120696304,0.00038057943547116225,0.021150456336908974,527.5000000000002,-1.3411045074462891e-08,71680,50.0,237.5
15.968717813491821,0.001025390625,0.06942489350128048,344.23,8,185,1.782008533924818,-0.0005934439552220284,0.00018419991761859934,0.016053185645432677,525.0,-8.195638656616212e-09,81920,50.0,207.75
15.968717813491821,0.0031494140625,0.07011578883419596,327.61,9,186,1.778522727638483,-0.0009466988400163246,0.0002688369538219604,0.016145005243015476,300.0,1.6391277313232423e-08,92160,25.0,145.75
15.968718141317368,0.0,0.06707994150945534,326.61,10,186,1.7811130218207836,-0.0005378386991651496,0.00018452581485099983,0.021158034840482287,302.5000000000002,1.4901161193847657e-09,102400,25.0,148.0
15.96871812939644,0.0,0.05940963788142717,326.87,11,188,1.7760239467024803,-0.0005993952294375049,0.00021572957552926653,0.02172664526151493,277.5000000000002,8.568167686462402e-09,112640,25.0,156.75
15.968718105554581,0.005224609375,0.06429854078632834,331.81,12,188,1.7866500981152058,-0.0005514923723239917,0.00018018914423123533,0.020876074396073818,375.0,-1.6391277313232423e-08,122880,25.0,180.75
15.968718045949936,0.0,0.05927963483391492,332.35,13,187,1.788825485110283,-0.00033926521209650675,0.00010284875956685368,0.01918438913562568,280.00000000000045,-2.3469328880310058e-08,133120,50.0,177.25
15.968717980384827,0.0,0.05344112740228041,328.47,14,187,1.7871747881174087,-0.0004891419728664914,0.00010057005616630477,0.015460176586930174,275.0,1.4901161193847657e-09,143360,25.0,148.0
15.968717950582505,0.0,0.05526290797369593,325.84,15,187,1.7848873063921928,-0.000599735770811094,0.0001526570730357335,0.012949643060710513,252.50000000000023,-3.427267074584961e-08,153600,0.0,127.5
15.968718045949936,0.0,0.055899787930855226,325.47,16,187,1.7879140697419644,-0.0007229108079627622,0.00015714477862331931,0.01887208051048219,252.50000000000023,-2.0861625671386717e-08,163840,0.0,123.25
15.968717885017394,0.0,0.056006127046973594,327.17,17,188,1.7865417882800103,-0.00047061940804269395,0.00011936071995606312,0.01723244840541156,402.5000000000002,-7.450580596923828e-09,174080,22.500000000000007,145.25
15.968718165159226,0.0,0.058308065079152524,331.66,18,188,1.773812324553728,-0.000759617890798836,0.00015638621235538607,0.02132300127414055,402.5000000000002,0.0,184320,25.0,163.0
15.96871821284294,0.0,0.05703932062900215,339.66,19,188,1.7816535726189613,-0.0006835139867689577,0.00016164447685289572,0.02146581700362731,427.5000000000002,-1.564621925354004e-08,194560,47.50000000000001,177.5
15.968718320131302,0.0,0.053730718151747126,343.99,20,189,1.776666446775198,-0.0005990815219774958,0.00013646084860141627,0.022146158386021852,427.5000000000002,-2.6077032089233397e-09,204800,50.0,190.5
15.968718206882476,0.0,0.05704177055670172,344.21,21,189,1.7687228605151177,-0.0006689059438940604,0.00013957815575942333,0.024424555280711503,382.5000000000007,-5.215406417846679e-09,215040,25.0,194.75
15.968718141317368,0.0,0.056458861202525135,337.13,22,189,1.7621266804635525,-0.0006150407758468646,0.00012342933216604734,0.023646605835529043,405.00000000000045,-1.1175870895385742e-09,225280,50.0,197.5
15.96871811747551,0.0,0.053713880776861754,329.93,23,189,1.7621611475944519,-0.00042167523097305095,0.00011878857847325008,0.020740064803976565,355.00000000000045,2.2351741790771484e-09,235520,25.0,185.75
