P01:episode_rewards,grad_norm,episode_length,P09:episode_rewards,approx_kl_divergence,fps,PMM:episode_rewards,clip_fraction,policy_entropy,value_loss,frames,policy_loss,advantage_norm,explained_variance,epoch_idx
0.0,0.05326807809005056,327.19,310.00000000000085,7.367145519368012e-05,196,152.0,0.0,1.7858057357370853,0.01698849777749274,2754560,-0.00042121519436477683,15.968718081712723,-7.450580596923828e-09,269
25.0,0.05881342783112865,331.26,405.00000000000045,9.564251174332128e-05,196,173.25,0.00107421875,1.7864224076271058,0.021713166573317722,2764800,-0.0005403057501098373,15.968718177080154,-8.195638656616212e-09,270
25.0,0.05132425439358148,336.88,477.5000000000002,5.3646903657877945e-05,196,185.75,0.0,1.779612521827221,0.022867526108166204,2775040,-0.00031905601608741565,15.968718260526657,5.587935447692871e-09,271
25.0,0.05915898549247769,335.23,475.0,8.661029837249145e-05,196,176.0,0.0,1.7824492685496807,0.017859576706541702,2785280,-0.0004516834889727761,15.968717992305756,-9.313225746154785e-09,272
25.0,0.05763849329364108,332.27,312.5000000000011,7.404046019505728e-05,196,163.0,0.0,1.779639507830143,0.016113555296033154,2795520,-0.0004088706642505713,15.96871789097786,-4.470348358154297e-09,273
25.0,0.054549586104040704,327.16,252.50000000000023,5.54909088188893e-05,196,152.0,0.0,1.7845648273825645,0.0214682162826648,2805760,-0.0002735786747507518,15.968718022108078,-2.3096799850463868e-08,274
25.0,0.05528781908449666,326.11,250.0,9.786144978676247e-05,196,141.5,0.0,1.7832070991396904,0.016630379724665544,2816000,-0.0005021691733418266,15.96871787905693,-6.332993507385254e-09,275
25.0,0.055114742551469906,334.48,300.0,5.394542575656303e-05,196,169.5,0.0,1.7875745497643947,0.02084640359680634,2826240,-0.00028786421462427824,15.968718236684799,-1.1920928955078126e-08,276
25.0,0.05532707033654939,338.86,400.0,5.754465952634291e-05,196,174.75,0.0,1.7857781060039997,0.02177337871689815,2836480,-0.0003484873741399497,15.968718236684799,-7.078051567077636e-09,277
50.0,0.052539445895771655,344.26,437.500000000001,7.770520549978954e-05,196,199.25,0.0,1.7836200781166553,0.021486448461655528,2846720,-0.00043028489963035097,15.968718254566193,-1.862645149230957e-08,278
50.0,0.05879871160778542,340.71,402.5000000000002,0.0001233007682584386,196,196.5,0.00126953125,1.7800022929906845,0.02059953022398986,2856960,-0.0007354402929195203,15.968718099594117,-1.4901161193847657e-09,279
50.0,0.052450373149813975,333.7,375.0,7.046270407338185e-05,197,190.0,0.0,1.7794862292706966,0.022582978825084865,2867200,-0.0003768567752558738,15.96871822476387,-4.32133674621582e-08,280
50.0,0.05565118291841499,327.96,330.0000000000004,7.320054999127024e-05,197,174.5,0.0,1.7802290126681328,0.020355123124318197,2877440,-0.00041432969810557553,15.968718141317368,-1.2293457984924316e-08,281
25.0,0.057180609788926626,328.53,430.0000000000004,8.773453947164e-05,197,180.5,0.0,1.782471516728401,0.021141933265607805,2887680,-0.000492512980781612,15.96871821284294,1.825392246246338e-08,282
47.50000000000001,0.05635716698599229,342.35,502.5000000000002,7.728604065384558e-05,197,199.5,0.0,1.7823150411248208,0.021970868876087478,2897920,-0.0003998310239694547,15.968718183040618,-1.30385160446167e-08,283
25.0,0.05796847645571557,345.87,550.0,7.215677266678711e-05,197,207.25,0.0,1.784756775200367,0.02184615638689138,2908160,-0.000363626792022842,15.968718153238296,-7.82310962677002e-09,284
47.50000000000001,0.05675896381389493,347.55,410.00000000000085,7.963943391402495e-05,197,202.25,0.0,1.7828241668641567,0.021835035560070538,2918400,-0.0004301746252167504,15.968718034029006,-4.8428773880004884e-09,285
25.0,0.0545811849536106,338.68,400.0,6.825760343165399e-05,197,185.25,0.0,1.7803729861974715,0.01924927801010199,2928640,-0.0004094675718079088,15.968717992305756,7.078051567077636e-09,286
25.0,0.058619787947187044,338.12,355.00000000000045,7.853790214937817e-05,197,182.25,0.0,1.766258791834116,0.022844890144187956,2938880,-0.000515564587112749,15.968718141317368,6.332993507385254e-09,287
25.0,0.05736592210604563,342.12,405.00000000000045,8.53656835017702e-05,197,189.75,0.0,1.77705292776227,0.02108066905057058,2949120,-0.00041735613567652765,15.968718314170838,-3.762543201446533e-08,288
50.0,0.05371163169650724,345.43,452.50000000000017,8.036187945350547e-05,197,196.5,0.0,1.7762124098837375,0.02076598564744927,2959360,-0.0004138454060012009,15.968718153238296,-2.2351741790771484e-08,289
47.50000000000001,0.051830733591332626,343.44,452.50000000000017,4.1812948575081776e-05,197,194.0,0.0,1.7782212644815445,0.020911656506359576,2969600,-0.00025911547745636197,15.968718159198762,-2.16066837310791e-08,290
25.0,0.05488567942902064,340.52,402.5000000000002,7.149623931650418e-05,197,177.25,0.0,1.779367121309042,0.017151781602296978,2979840,-0.00034555757592897863,15.968717920780183,3.7252902984619143e-10,291
25.0,0.05219390609866777,330.57,300.0,6.668083978986772e-05,197,145.25,0.0,1.7704980477690697,0.01973109461250715,2990080,-0.00047397669550264254,15.968718075752259,5.215406417846679e-09,292
25.0,0.05588486436423203,337.32,350.0,6.386900175812116e-05,197,169.25,0.0,1.7631864704191684,0.02465004564728588,3000320,-0.00033549347426742315,15.968718373775483,-1.0430812835693359e-08,293
50.0,0.057063522961988244,343.31,477.5000000000002,7.905461112578394e-05,197,211.75,0.0,1.7651982501149177,0.028528114996151998,3010560,-0.0004526283079030691,15.968718564510345,-2.123415470123291e-08,294
50.0,0.05553820835611497,345.31,500.0,5.373378581676747e-05,197,227.25,0.0,1.767884834855795,0.025709695013938473,3020800,-0.0002338427642825991,15.968718314170838,-1.0058283805847169e-08,295
50.0,0.05632405226349364,348.03,500.0,5.1739595935273995e-05,197,227.5,0.0,1.7776034399867058,0.022222434618743136,3031040,-0.00029350107070058584,15.96871812939644,-5.960464477539063e-09,296
50.0,0.057226298375502874,338.43,430.0000000000004,0.00010420480717954206,197,200.75,0.0009765625,1.7788396038115024,0.020630233371048235,3041280,-0.0006187171700730687,15.96871801018715,-3.3527612686157227e-09,297
50.0,0.0575911071619719,336.73,325.0,7.321316422217449e-05,197,185.5,0.0,1.7863517880439759,0.0206328401574865,3051520,-0.0004427287418366177,15.968718093633651,7.078051567077636e-09,298
50.0,0.055113287935325925,337.75,325.0,7.588435815124584e-05,197,181.25,0.0,1.7841604381799698,0.022318169797654264,3061760,-0.00037845784518140133,15.968718105554581,-1.4901161193847656e-08,299
50.0,0.05640025525238723,341.31,327.5000000000002,6.244477004422322e-05,197,184.25,0.0,1.7850231260061264,0.020866212487453593,3072000,-0.00037794537311128804,15.968718045949936,-2.9802322387695314e-09,300
50.0,0.05500039317866691,341.5,450.0,5.7859528490489255e-05,197,192.0,0.0,1.7848055183887481,0.02037306464044377,3082240,-0.00030978152208263057,15.968718087673187,2.0116567611694337e-08,301
50.0,0.057292221900183106,335.95,350.0,7.381919517399638e-05,197,180.75,0.0,1.780119464546442,0.02190724685497116,3092480,-0.0004739622072520433,15.96871821284294,1.3411045074462891e-08,302
50.0,0.055452416367910186,341.35,452.50000000000017,8.176683437239873e-05,197,196.75,0.0,1.7816374555230141,0.02234001889300998,3102720,-0.0004534891981165856,15.968718135356903,3.3527612686157227e-09,303
50.0,0.05683396106105372,346.42,452.50000000000017,7.4615736128969e-05,197,202.75,0.0,1.7792839579284192,0.021024015962029807,3112960,-0.000512347909170785,15.968718057870865,-4.470348358154297e-09,304
47.50000000000001,0.05498419236988543,341.2,350.0,7.917165221691392e-05,197,180.75,0.0,1.7814824260771274,0.018473944545257838,3123200,-0.0003547329288267065,15.968718045949936,-1.1175870895385742e-09,305
25.0,0.056100266400362774,328.88,275.0,5.749281105487114e-05,197,157.75,0.0,1.786427065730095,0.01939898226992227,3133440,-0.0003389517161849653,15.968718087673187,7.450580596923829e-10,306
25.0,0.05602594266108296,323.71,250.0,5.443995502574239e-05,197,149.0,0.0,1.7880336098372935,0.01964424694306217,3143680,-0.0003234797390177846,15.96871812939644,-1.564621925354004e-08,307
25.0,0.05725304905610944,327.19,252.50000000000023,6.689219508864142e-05,197,154.75,0.0,1.7872478388249875,0.01796262106799986,3153920,-0.00038239636960497593,15.968717747926712,-1.564621925354004e-08,308
25.0,0.052645431052939506,329.81,252.50000000000023,4.457303878315777e-05,197,148.25,0.0,1.7832066163420677,0.016959154803771526,3164160,-0.0002645078933710465,15.968718022108078,-1.862645149230957e-09,309
25.0,0.05658618460975614,331.61,250.0,4.496110037628398e-05,197,140.0,0.0,1.7852497100830078,0.01971312996756751,3174400,-0.00021661058999598027,15.968717944622039,-4.097819328308106e-09,310
25.0,0.057796757227180265,334.76,252.50000000000023,5.5402135789250906e-05,197,142.5,0.0,1.7878779612481595,0.018789400265086444,3184640,-0.00029488793034033735,15.968718075752259,-1.1175870895385742e-09,311
25.0,0.05461328667729741,334.75,250.0,4.215609801461184e-05,197,138.5,0.0,1.786891095340252,0.01669330305303447,3194880,-0.00022402737031370634,15.968718057870865,-3.203749656677246e-08,312
25.0,0.05608956387267892,332.28,252.50000000000023,7.914943618185788e-05,197,140.25,0.0,1.788554048538208,0.01594089148857165,3205120,-0.00045922317513031886,15.968717920780183,1.6763806343078613e-08,313
25.0,0.05529358726706004,322.65,252.50000000000023,4.4701793275336855e-05,197,134.0,0.0,1.7890147320926189,0.01577288068656344,3215360,-0.00022668767169307103,15.968717974424361,-3.3527612686157227e-09,314
25.0,0.05790161642329831,323.31,252.50000000000023,9.441698794745434e-05,197,141.75,0.0,1.787255761772394,0.01735017141327262,3225600,-0.000583479348824767,15.968717956542969,-5.215406417846679e-09,315
25.0,0.052909930133164085,326.2,275.0,4.366393658505885e-05,197,149.0,0.0,1.7793210409581661,0.020401552732801066,3235840,-0.0002498583420674549,15.968718075752259,8.568167686462402e-09,316
50.0,0.05543077632767092,334.01,275.0,5.484201359244878e-05,197,156.5,0.0,1.7773683972656726,0.02159165376360761,3246080,-0.0003299972289823927,15.968718165159226,-5.960464477539063e-09,317
50.0,0.057975688745487974,338.04,327.5000000000002,9.2544066907152e-05,197,169.0,0.0,1.776901826262474,0.023632711049867795,3256320,-0.0005773619777755812,15.968718266487121,6.7055225372314455e-09,318
50.0,0.05629877756630568,343.48,377.5000000000002,8.288028339666908e-05,197,191.0,0.0,1.7759755410254001,0.02226398385828361,3266560,-0.000506364956163452,15.968718200922012,-5.960464477539063e-09,319
50.0,0.05880543247350719,343.38,377.5000000000002,8.199832405964003e-05,197,200.5,0.0,1.7738584615290165,0.025614618259714915,3276800,-0.0004398302462504944,15.96871838569641,1.1175870895385742e-09,320
50.0,0.05441964488490688,345.85,400.0,7.516292650890932e-05,197,208.0,0.0,1.7822206906974316,0.021962118201190605,3287040,-0.0004197735259367619,15.968718105554581,7.450580596923828e-09,321
50.0,0.056015260021422764,346.02,377.5000000000002,5.996982407410201e-05,197,206.75,0.0,1.7888497069478035,0.02254648855596315,3297280,-0.00031428007350768893,15.968718123435973,-3.650784492492676e-08,322
50.0,0.05436695471312817,341.93,355.00000000000045,4.18854834653537e-05,197,190.0,0.0,1.7885041683912277,0.020831596312928014,3307520,-0.00021166752576391447,15.968718135356903,-3.054738044738769e-08,323
50.0,0.0583046030029931,339.38,327.5000000000002,9.184628253198213e-05,197,172.5,0.0,1.7852659769356252,0.018370887797209433,3317760,-0.0005769151412096107,15.968717855215072,-1.1920928955078126e-08,324
25.0,0.057384095712933646,335.01,352.5000000000002,4.965860576344738e-05,197,173.25,0.0,1.7786262556910515,0.021452637217589655,3328000,-0.0003118284777883673,15.968718415498733,1.0058283805847169e-08,325
25.0,0.05369415811699098,333.98,327.5000000000002,6.789013777428466e-05,197,170.0,0.0,1.7858327873051167,0.01752916331170127,3338240,-0.0003541986035997979,15.968718087673187,7.82310962677002e-09,326
47.50000000000001,0.05411067596195376,330.12,277.5000000000002,6.374751833586601e-05,197,163.25,0.0,1.7831037536263465,0.02353328851168044,3348480,-0.0003673125767818419,15.968718260526657,-1.1548399925231934e-08,327
47.50000000000001,0.05815497023690802,334.17,277.5000000000002,6.957718493367792e-05,197,161.0,0.0,1.781644669920206,0.019614016762352547,3358720,-0.0004150852026214125,15.96871811747551,2.3469328880310058e-08,328
25.0,0.05767643903034412,338.21,325.0,7.791959246610247e-05,197,168.75,0.0,1.7869891859591007,0.019253593709436245,3368960,-0.0004311715743824607,15.968718016147614,-2.9802322387695314e-09,329
25.0,0.05609725468353842,341.9,380.00000000000045,6.353413848305677e-05,197,180.25,0.0,1.7881284281611443,0.019462712804670445,3379200,-0.00041823711690085473,15.968718135356903,-8.568167686462402e-09,330
25.0,0.05784857466505546,342.71,380.00000000000045,7.031680968161425e-05,197,184.5,0.0,1.7881712056696415,0.023221047973493114,3389440,-0.00038664182920911117,15.968718105554581,7.450580596923829e-10,331
50.0,0.056614631998561774,338.03,425.0,6.568482414053279e-05,197,181.0,0.0,1.785366053134203,0.01748557898972649,3399680,-0.0004305092956201406,15.968717992305756,3.7252902984619143e-10,332
50.0,0.05767777868712616,336.49,327.5000000000002,8.468906911325291e-05,197,186.75,0.0,1.7806505270302295,0.024145779706304892,3409920,-0.0005187400616705418,15.968718248605729,1.4156103134155273e-08,333
47.50000000000001,0.056018502684302196,330.25,300.0,5.592262898712619e-05,197,171.25,0.0,1.7824363850057126,0.019647679600166158,3420160,-0.0003283449561422458,15.968718004226684,-1.1548399925231934e-08,334
50.0,0.05486994353747208,336.35,525.0,4.479720676933141e-05,197,202.0,0.0,1.7768673598766327,0.023721935076173394,3430400,-0.00032276350029860625,15.968718165159226,1.3411045074462891e-08,335
25.0,0.05445066711348754,334.37,477.5000000000002,6.17397684180787e-05,197,188.0,0.0,1.785265725106001,0.019304079812718554,3440640,-0.00032489611039636656,15.96871799826622,3.725290298461914e-09,336
25.0,0.05533571486312768,333.29,350.0,5.487784818547503e-05,197,173.25,0.0,1.7882594101130962,0.01866509363753721,3450880,-0.00032369391701649877,15.968718028068542,-1.7136335372924803e-08,337
25.0,0.05610927708931677,331.72,277.5000000000002,6.896758005012771e-05,197,157.75,0.0,1.7881470039486884,0.01862413813942112,3461120,-0.00041182220411428716,15.968717885017394,-3.799796104431152e-08,338
25.0,0.05589351995676715,328.69,275.0,5.286407239459834e-05,197,151.5,0.0,1.7845422066748142,0.022129896027036012,3471360,-0.0003165922753396444,15.968718063831329,8.568167686462402e-09,339
25.0,0.055599548807673094,334.03,327.5000000000002,5.456857336039178e-05,197,177.5,0.0,1.7868302531540394,0.020473345956997947,3481600,-0.00030211691155273,15.968718147277832,9.313225746154785e-09,340
25.0,0.05656119128922406,333.8,350.0,5.3973860233824664e-05,197,170.75,0.0,1.7857038401067258,0.01991088378126733,3491840,-0.00036416215407371056,15.9687180519104,-3.091990947723389e-08,341
50.0,0.05389789331198983,337.48,452.50000000000017,3.959533636876955e-05,197,194.5,0.0,1.7852810487151145,0.022777414624579252,3502080,-0.00020401696838234784,15.968718367815018,9.313225746154785e-09,342
47.50000000000001,0.057603979809063365,342.49,427.5000000000002,7.523681846244301e-05,197,192.5,0.0,1.785250824689865,0.020080211712047456,3512320,-0.0004919309587421595,15.96871812939644,3.7252902984619143e-10,343
25.0,0.054273396413366294,343.07,430.0000000000004,5.3528663397983675e-05,197,199.75,0.0,1.7839761681854724,0.02322145063371863,3522560,-0.00028687546946457585,15.968718165159226,-9.685754776000977e-09,344
25.0,0.05766011053344404,338.04,380.00000000000045,6.948745426740288e-05,197,192.0,0.0,1.7883857689797877,0.019233069286565298,3532800,-0.0004441338187461952,15.968718004226684,-4.097819328308106e-09,345
25.0,0.052259895950917734,324.13,300.0,4.823352020522087e-05,197,159.5,0.0,1.7888345792889595,0.015355604453361593,3543040,-0.0002559814805863425,15.968717855215072,-2.2351741790771484e-09,346
25.0,0.054109473353683504,324.15,307.5000000000006,4.383974956017056e-05,197,150.75,0.0,1.786977655440569,0.018316353185218757,3553280,-0.00027291796668578173,15.968718004226684,-1.6763806343078613e-08,347
25.0,0.054562532250374066,324.84,277.5000000000002,6.049252814328554e-05,197,140.0,0.0,1.7892720267176627,0.01837946146260947,3563520,-0.00033202935701410753,15.96871801018715,2.2724270820617674e-08,348
0.0,0.053560666298044526,327.27,300.0,6.775470281814578e-05,197,144.0,0.0,1.7884964123368263,0.016766636027023198,3573760,-0.00041305230843136087,15.96871783733368,-6.7055225372314455e-09,349
22.500000000000007,0.058563703905309995,327.93,252.50000000000023,6.819543698104447e-05,197,145.75,0.0,1.7903261050581931,0.019557272127713077,3584000,-0.0004433620459167287,15.968718028068542,-1.564621925354004e-08,350
25.0,0.055162136702104195,335.04,275.0,6.917492888902643e-05,197,158.25,0.0,1.7906858272850514,0.018795923778088763,3594240,-0.0004152157202042872,15.968717938661575,1.1920928955078126e-08,351
25.0,0.056179543181276013,332.68,305.00000000000045,8.269585852067607e-05,197,157.75,0.0,1.7856133460998536,0.017367123253643514,3604480,-0.000559763413912151,15.968718028068542,-3.01748514175415e-08,352
25.0,0.05396698560407555,335.32,385.00000000000085,6.56249470587511e-05,197,173.75,0.0,1.7818155601620673,0.0199600041116355,3614720,-0.00038037567064748147,15.96871801018715,-1.5273690223693846e-08,353
25.0,0.05705059553906515,330.57,330.0000000000004,8.296170217292342e-05,197,153.75,0.0,1.7831041663885117,0.01514715083030751,3624960,-0.0005249068601187901,15.968717902898788,-7.450580596923829e-10,354
25.0,0.05456190273811621,336.97,302.5000000000002,6.478199914639049e-05,197,163.0,0.0,1.7879035338759421,0.019366631816956213,3635200,-0.0004174871915893164,15.96871799826622,-2.8312206268310546e-08,355
25.0,0.05802057090446362,333.29,302.5000000000002,5.582871663030175e-05,197,156.0,0.0,1.7909802131354808,0.020500565029215066,3645440,-0.00032479120200150645,15.968718099594117,-3.241002559661865e-08,356
25.0,0.057381652315251795,333.49,405.00000000000045,6.446961859243316e-05,197,174.0,0.0,1.78949903473258,0.022647341468837113,3655680,-0.0004549872515781317,15.968718105554581,1.080334186553955e-08,357
25.0,0.05825035324814419,334.09,450.0,5.959696662625191e-05,197,191.25,0.0,1.7815327316522598,0.01900510267878417,3665920,-0.00040968701541714835,15.968717950582505,-5.960464477539063e-09,358
25.0,0.055811482588208415,333.8,475.0,6.533156654811023e-05,197,206.75,0.0,1.78353653550148,0.023416327816084957,3676160,-0.00036592031974578274,15.968718189001084,-9.685754776000977e-09,359
50.0,0.0596766433538581,344.56,452.50000000000017,7.05320262255782e-05,197,214.0,0.0,1.7810213543474673,0.02234068936377298,3686400,-0.0004694852554166573,15.968718266487121,2.6077032089233397e-09,360
50.0,0.05416404924539597,345.05,450.0,4.328007061467076e-05,197,204.25,0.0,1.7806421160697936,0.020611416149768046,3696640,-0.0002288656043674564,15.968718057870865,-6.7055225372314455e-09,361
50.0,0.05651650953978362,342.39,452.50000000000017,6.208985762814478e-05,197,202.75,0.0007080078125,1.7849488787353038,0.020728874954511412,3706880,-0.00036902856554661413,15.96871811747551,2.6077032089233397e-09,362
47.50000000000001,0.0547629843596789,340.84,477.5000000000002,3.3677089943240365e-05,197,205.0,0.0,1.785834912955761,0.023855695969541558,3717120,-0.00018825642582669387,15.968718284368515,-1.30385160446167e-08,363
47.50000000000001,0.055580075426331164,339.01,525.0,6.514049637722508e-05,197,215.25,0.0,1.7848407655954361,0.023017147899372502,3727360,-0.0004395005955302622,15.968718236684799,-9.313225746154785e-09,364
50.0,0.05374893960875449,341.66,527.5000000000002,5.3908873587005245e-05,197,221.25,0.0,1.7814124546945096,0.021165633524651638,3737600,-0.00031633437938580753,15.968718236684799,-7.450580596923829e-10,365
50.0,0.053308264949291605,349.67,480.00000000000045,3.9155350088826425e-05,197,223.5,0.0,1.7793062970042228,0.024239591421792283,3747840,-0.0002484383287082892,15.968718248605729,-2.9429793357849122e-08,366
47.50000000000001,0.059612180102801025,352.72,452.50000000000017,6.64410781611835e-05,197,219.5,0.0,1.7808390006422996,0.023717204394051804,3758080,-0.0003956853390263859,15.968718022108078,-1.0430812835693359e-08,367
25.0,0.05968964584113443,357.9,425.0,7.909601378131015e-05,197,216.0,0.0,1.784363154321909,0.022292016277788207,3768320,-0.0004435313203430269,15.968718338012696,1.899898052215576e-08,368
25.0,0.0605418120395398,347.44,377.5000000000002,7.421348021416919e-05,197,191.0,0.0,1.7869805246591568,0.01949129371496383,3778560,-0.0005197937543925946,15.96871817111969,-1.0058283805847169e-08,369
25.0,0.057641271620716125,347.51,375.0,4.08199635614892e-05,197,184.25,0.0013671875,1.7875429749488831,0.020693081428180448,3788800,-0.00031057756968948523,15.968717968463897,2.6077032089233397e-09,370
25.0,0.05737169040247399,338.22,300.0,5.472723830326487e-05,197,160.75,0.0,1.7867712549865247,0.018786451127380133,3799040,-0.000304081235844933,15.968718099594117,2.2351741790771484e-09,371
25.0,0.052963166775560275,331.91,300.0,3.6463374156525674e-05,197,161.0,0.0,1.7890301153063775,0.019347946642665193,3809280,-0.00021392834023572504,15.968718016147614,8.195638656616212e-09,372
25.0,0.0577315503953539,324.01,277.5000000000002,3.8809447351439984e-05,197,148.0,0.0,1.7895420394837855,0.017716000878135674,3819520,-0.00022320834559650394,15.968717896938324,-4.470348358154297e-09,373
25.0,0.06081842169794331,326.44,275.0,5.6358677778156616e-05,197,149.0,0.0,1.7877617232501506,0.019538777082925663,3829760,-0.0004173098357568961,15.96871821284294,-2.8312206268310546e-08,374
25.0,0.05657963344159291,325.79,250.0,6.226143348886382e-05,197,140.25,0.0,1.7854698188602924,0.017487461533164605,3840000,-0.0004360916449513752,15.968717896938324,-1.1548399925231934e-08,375
50.0,0.053142370958566346,330.24,277.5000000000002,3.529496393190889e-05,197,156.5,0.0,1.7834053583443166,0.022287346032680944,3850240,-0.000190322846538038,15.968718218803406,1.564621925354004e-08,376
50.0,0.054848877073680205,328.89,300.0,4.561845853254809e-05,197,156.0,0.0,1.7848324932157993,0.018259601169847883,3860480,-0.00027980417016806316,15.968718028068542,3.725290298461914e-09,377
50.0,0.05520450387934904,330.12,327.5000000000002,5.3663895015709784e-05,197,169.75,0.0,1.7852982871234417,0.02254964900785126,3870720,-0.0003460184789219056,15.96871821284294,-3.427267074584961e-08,378
50.0,0.05511391171283285,329.41,300.0,5.255162858670559e-05,197,159.75,0.0,1.7822251230478288,0.020674125367077068,3880960,-0.0003639387847215403,15.968718177080154,-7.450580596923829e-10,379
50.0,0.05464673341479211,329.67,275.0,8.373778215151618e-05,197,161.75,0.0,1.7832669451832772,0.019405009149340912,3891200,-0.0005804123327834531,15.968717950582505,-3.427267074584961e-08,380
50.0,0.05749242163081164,334.15,275.0,5.3919170964888964e-05,197,157.25,0.0,1.7774492517113685,0.02160037134308368,3901440,-0.00036810397741646737,15.968718177080154,-6.332993507385254e-09,381
50.0,0.057102932115777216,334.07,275.0,6.668974134083072e-05,197,161.0,0.0,1.7799406126141548,0.019355206401087344,3911680,-0.00034314547629037405,15.968718045949936,1.4156103134155273e-08,382
25.0,0.05531289133123988,335.15,302.5000000000002,7.222548280001461e-05,197,168.5,0.0,1.7822046436369419,0.018338219926226883,3921920,-0.0005123344169987831,15.968717980384827,-1.564621925354004e-08,383
25.0,0.059463626175301945,335.6,330.0000000000004,8.701000668356328e-05,197,178.0,0.0008056640625,1.776010912656784,0.02501172961201519,3932160,-0.0006135766121587949,15.96871822476387,-8.195638656616212e-09,384
25.0,0.05722854777179458,349.41,525.0,5.1670889660382356e-05,197,212.0,0.0,1.7694396749138832,0.025657498108921574,3942400,-0.00035936767926614266,15.968718242645263,-1.4156103134155273e-08,385
50.0,0.05250379343284546,351.98,435.00000000000085,4.632337998744518e-05,197,221.25,0.0,1.7615062817931175,0.024863847717642783,3952640,-0.0003177765502186958,15.96871846318245,-2.644956111907959e-08,386
75.0,0.05707973237920684,351.98,380.00000000000045,3.4852280260899704e-05,197,224.75,0.0,1.7651986472308636,0.026660505356267093,3962880,-0.00017783483199309557,15.968718439340591,-3.241002559661865e-08,387
75.0,0.055583498607734615,348.84,380.00000000000045,6.82317212209682e-05,197,222.5,0.0,1.769681091606617,0.02550960091757588,3973120,-0.0004429397697094828,15.968718308210374,-3.3527612686157227e-09,388
72.50000000000001,0.05751867323334873,345.11,425.0,4.3573696603083076e-05,197,221.5,0.0,1.7726128056645394,0.026280150207458063,3983360,-0.0002822184094839031,15.96871834397316,-1.4901161193847656e-08,389
50.0,0.05624490003137237,345.46,402.5000000000002,3.875906562305076e-05,197,221.75,0.0,1.7765001781284808,0.02397388849640265,3993600,-0.00021873988953302614,15.968718373775483,-5.960464477539063e-09,390
50.0,0.059161821641439793,346.76,500.0,4.826018611261418e-05,197,224.25,0.0,1.7760451383888722,0.025245040660956876,4003840,-0.0002993771959154401,15.968718427419663,-8.195638656616212e-09,391
50.0,0.05524927291968616,348.08,500.0,5.454744773665254e-05,197,222.5,0.0,1.7795909240841865,0.02178869915951509,4014080,-0.00032739693378971426,15.968718159198762,-1.7508864402770997e-08,392
50.0,0.0554729511551035,350.0,525.0,3.956774685871522e-05,197,226.0,0.0,1.785591521859169,0.019159641794976777,4024320,-0.00023618718714715214,15.968718111515045,-2.7567148208618165e-08,393
25.0,0.056983911657405975,346.11,502.5000000000002,5.8765937796501076e-05,197,212.25,0.0,1.7816850915551186,0.021137435405398718,4034560,-0.0003994181955931708,15.9687180519104,1.3783574104309083e-08,394
25.0,0.050829354723805766,333.71,432.5000000000006,4.905241649293402e-05,197,177.0,0.0,1.7769356586039067,0.016282819943444337,4044800,-0.00034234732192999217,15.968717867136002,-4.470348358154297e-08,395
25.0,0.055028218382015284,324.4,277.5000000000002,5.796386572032297e-05,197,143.25,0.0,1.7777384728193284,0.01757362716161879,4055040,-0.00035391610763326755,15.96871801018715,-2.3469328880310058e-08,396
25.0,0.05419467188755197,323.54,277.5000000000002,4.458963849289788e-05,197,138.25,0.0,1.7827187731862069,0.018730422575026752,4065280,-0.00023156154456955847,15.968718081712723,-5.215406417846679e-09,397
25.0,0.05777585501917144,334.0,300.0,3.18349153134001e-05,197,158.0,0.0,1.786937852203846,0.02183536711963825,4075520,-0.0001473939191782847,15.968718218803406,-1.3783574104309083e-08,398
25.0,0.05465169783504895,339.65,425.0,5.125414347793011e-05,197,176.0,0.0,1.7898728765547276,0.0185911025328096,4085760,-0.000341300638501707,15.968718069791795,-7.450580596923828e-09,399
50.0,0.05780735010210018,341.38,380.00000000000045,4.5355420071935273e-05,197,186.0,0.0,1.7875303626060486,0.023050519573735072,4096000,-0.00030340319717652163,15.968718159198762,-4.097819328308106e-09,400
50.0,0.055753622752739374,336.08,357.5000000000007,4.732745771258706e-05,197,180.75,0.0,1.7822703540325164,0.020153506664792077,4106240,-0.00037061974690004716,15.968718141317368,3.3527612686157227e-09,401
50.0,0.05697357953353448,331.7,335.00000000000085,9.288917172716183e-05,197,186.0,0.0,1.7855699218809604,0.022881830832920967,4116480,-0.0005553765440708958,15.968718183040618,2.4959444999694825e-08,402
50.0,0.05797402081155972,335.75,452.50000000000017,6.257844016683833e-05,197,196.0,0.0,1.7881826400756835,0.02316830610507168,4126720,-0.00043614942933345446,15.968718206882476,-5.587935447692871e-09,403
50.0,0.05551819621317757,340.42,455.0000000000004,5.21251136256673e-05,197,205.5,0.0,1.786465660482645,0.023034099506912754,4136960,-0.00035858439332514536,15.968718111515045,-2.0116567611694337e-08,404
25.0,0.058056721562892696,343.18,327.5000000000002,7.509646656256308e-05,197,192.75,0.0,1.7833437271416188,0.01942618276516441,4147200,-0.0005546422960833297,15.968718045949936,-6.332993507385254e-09,405
47.50000000000001,0.05558192672972356,340.53,325.0,5.06991749150032e-05,197,184.25,0.0,1.7850801065564155,0.023526573542039842,4157440,-0.00031344502058345826,15.968718296289444,-2.6077032089233397e-09,406
50.0,0.055030881092545614,339.0,325.0,5.065837359539138e-05,197,187.5,0.0,1.7859958931803703,0.02178101796307601,4167680,-0.00031532898065051996,15.968718165159226,-1.4901161193847657e-09,407
