P01:episode_rewards,grad_norm,episode_length,P09:episode_rewards,approx_kl_divergence,fps,PMM:episode_rewards,clip_fraction,policy_entropy,value_loss,frames,policy_loss,advantage_norm,explained_variance,epoch_idx
50.0,0.05208810339363433,335.35,455.0000000000004,0.0001125826363548299,195,195.75,0.0,1.7845265313982963,0.016385091774282046,481280,-0.0004977969294486684,15.968717980384827,-1.4901161193847656e-08,47
25.0,0.05863123333957585,320.81,352.5000000000002,0.0001729093416587446,194,160.75,0.0010498046875,1.7748417854309082,0.01972397684585303,491520,-0.0008788575825747103,15.968718093633651,-8.940696716308593e-09,48
25.0,0.0565364415957866,318.68,275.0,0.00014582550064794474,194,146.0,0.0,1.7756169393658638,0.022015622226172128,501760,-0.0005506648213668086,15.968718260526657,1.7136335372924803e-08,49
50.0,0.05789285575715286,326.17,355.00000000000045,0.00022529501841148659,194,170.25,0.0,1.7828850701451302,0.020801106584258378,512000,-0.0011670567895635032,15.968717896938324,-2.0861625671386717e-08,50
25.0,0.05549998848641552,325.8,327.5000000000002,0.0002042511856629403,194,164.5,0.0,1.789678406715393,0.016427699083578773,522240,-0.0007864900897402549,15.96871793270111,-1.4901161193847656e-08,51
25.0,0.0569725373122603,330.73,327.5000000000002,0.0001543367139277052,194,167.0,0.0,1.7888377845287322,0.02011917348136194,532480,-0.0007335366051847813,15.968718194961548,1.862645149230957e-09,52
25.0,0.0527784645588821,327.95,277.5000000000002,8.617836033693038e-05,194,149.25,0.0,1.7891004078090191,0.02092786964494735,542720,-0.00034938466451421845,15.968718111515045,-1.5273690223693846e-08,53
50.0,0.05819506019306782,331.19,300.0,0.00012941567762334572,194,160.5,0.0,1.7870992347598076,0.018679888537735678,552960,-0.0006356760610287893,15.968718099594117,-6.332993507385254e-09,54
50.0,0.05462267967153924,331.33,477.5000000000002,8.897629631388071e-05,194,180.25,0.0,1.7862147010862828,0.021671832218999043,563200,-0.0003648604888439877,15.968717992305756,-1.7136335372924803e-08,55
25.0,0.05175989153682044,334.01,477.5000000000002,6.918679370429003e-05,194,183.5,0.0,1.7852587535977364,0.020160728553310036,573440,-0.00029191779904067514,15.968717968463897,-9.313225746154785e-09,56
47.50000000000001,0.05630244822764643,337.63,502.5000000000002,0.00010924298205132743,194,190.0,0.0,1.7807341806590558,0.021850213353172877,583680,-0.0004713587204605574,15.968718230724335,1.2665987014770507e-08,57
47.50000000000001,0.05707055723024207,336.15,357.5000000000007,0.0001411882883861182,194,186.75,0.0,1.7851347669959068,0.02217987432668451,593920,-0.0006078368314774707,15.968718242645263,4.8428773880004884e-09,58
47.50000000000001,0.0531632511459202,338.77,452.50000000000017,0.00010336351969506553,194,194.5,0.0,1.7822286039590836,0.021782487124437467,604160,-0.00048778943164506927,15.96871829032898,-3.3527612686157227e-09,59
25.0,0.05285707386201845,341.55,480.00000000000045,8.228618534236176e-05,194,201.5,0.0,1.7797866873443127,0.023280343145597727,614400,-0.0003349306080053793,15.968718153238296,-2.1979212760925294e-08,60
25.0,0.05792460393517873,338.78,452.50000000000017,9.4716426056074e-05,194,185.75,0.0,1.784413443505764,0.021098171043558978,624640,-0.00044905065133207247,15.968718135356903,1.1175870895385742e-09,61
25.0,0.05667717150913952,341.83,405.00000000000045,0.0001287099053122631,194,179.25,0.0,1.7833747789263725,0.01824208936741343,634880,-0.0005709127270165481,15.968718022108078,8.568167686462402e-09,62
50.0,0.054029461980334925,342.03,377.5000000000002,0.0001475472292590041,194,182.75,0.0,1.7805084228515624,0.02097638199920766,645120,-0.000654680906154681,15.96871812939644,-2.5331974029541015e-08,63
47.50000000000001,0.05363415815562563,338.72,327.5000000000002,0.0001655116636072762,194,173.0,0.0,1.7678176172077655,0.020717245215200818,655360,-0.0008175372942787363,15.968718034029006,-2.3096799850463868e-08,64
50.0,0.05798418011168989,342.86,327.5000000000002,0.00015218323173051828,194,188.75,0.0,1.7599304102361202,0.024769207130884752,665600,-0.00044546405915752986,15.968718314170838,5.960464477539063e-09,65
47.50000000000001,0.05491775094073361,343.3,327.5000000000002,0.00011861693167247722,194,190.0,0.0,1.7838936857879162,0.020595028265961445,675840,-0.0004958531204465544,15.968718045949936,-1.080334186553955e-08,66
50.0,0.05489156541638294,344.95,350.0,0.0001319277058513535,194,192.25,0.0,1.7860721357166767,0.020123991882428527,686080,-0.0005947746327365167,15.96871817111969,1.1175870895385742e-09,67
50.0,0.054243644336222904,346.91,425.0,0.0001320535028558112,194,201.75,0.0,1.784988072514534,0.024811057152692228,696320,-0.0005668463360052556,15.968718254566193,1.4901161193847657e-09,68
25.0,0.055545900499978595,344.6,425.0,8.763230158290725e-05,194,193.5,0.0,1.7874579824507237,0.019077111227670685,706560,-0.0003679731957163312,15.968718242645263,-2.384185791015625e-08,69
25.0,0.055586032995519355,341.46,402.5000000000002,0.00010605999131367838,194,178.25,0.0,1.7857729963958264,0.01374359334440669,716800,-0.0004480073504964821,15.968717896938324,-3.3527612686157227e-08,70
25.0,0.05535637426194491,337.68,275.0,0.00013611831017321663,194,145.75,0.0,1.7879772990942002,0.01831905499129789,727040,-0.0006063547612939147,15.968717908859253,-1.6391277313232423e-08,71
25.0,0.056033799208815495,333.36,275.0,8.159430050529437e-05,194,141.75,0.0,1.7855622962117195,0.01796102361404337,737280,-0.00033860401817946694,15.968717944622039,-3.7252902984619143e-10,72
25.0,0.05585702230752191,334.34,275.0,0.00010006170600762587,194,149.0,0.0,1.7869355909526348,0.017701277002925054,747520,-0.0004110404031962389,15.968717974424361,-1.1175870895385742e-08,73
50.0,0.05838265035526373,328.38,275.0,9.549821808469971e-05,194,157.25,0.0,1.7875647038221358,0.022510299770510757,757760,-0.0004143482517974917,15.96871822476387,1.3783574104309083e-08,74
25.0,0.057890119418392096,330.19,275.0,8.587532050476909e-05,195,155.75,0.0,1.7841243147850037,0.016398365289205685,768000,-0.00037789022881042913,15.968717980384827,-2.0489096641540527e-08,75
25.0,0.05538461740350322,327.42,275.0,0.00013750868925264115,195,151.75,0.0,1.781497699022293,0.019856338141835295,778240,-0.0007093776399415219,15.968718105554581,4.470348358154297e-09,76
25.0,0.06058019072151054,328.79,275.0,0.00015003978607115443,195,148.5,0.0,1.7798442527651788,0.019387189083499835,788480,-0.0006715137853461784,15.968718063831329,1.6391277313232423e-08,77
25.0,0.055808617904203106,326.25,402.5000000000002,0.00012376410394558944,195,168.5,0.0,1.7844149574637413,0.020913350087357684,798720,-0.0004529511719738366,15.968718141317368,-1.862645149230957e-08,78
25.0,0.05553781762480044,329.75,335.00000000000085,8.716586954129468e-05,195,168.5,0.0,1.785825750976801,0.018310124456183983,808960,-0.00041498076661810045,15.96871793270111,-2.0489096641540527e-08,79
25.0,0.05703140246133105,333.73,477.5000000000002,6.920973245829742e-05,195,189.25,0.0,1.7835519842803478,0.018923841731157152,819200,-0.00024186877126339824,15.968718028068542,6.332993507385254e-09,80
25.0,0.05784375976376861,334.61,427.5000000000002,0.00013061742753315287,195,176.0,0.0,1.785282600671053,0.02034412122447975,829440,-0.0005702555754396599,15.968718218803406,-4.097819328308106e-09,81
50.0,0.05381557485069054,329.96,427.5000000000002,0.00012358048518326114,195,176.5,0.0,1.77799801081419,0.017108984926017,839680,-0.0005921854954067385,15.968717873096466,1.4528632164001465e-08,82
47.50000000000001,0.055410300573195556,330.39,332.5000000000006,0.00011378057484066063,195,164.0,0.0,1.7817417711019516,0.01915114692237694,849920,-0.00046810570565867236,15.968718075752259,-9.685754776000977e-09,83
25.0,0.05656211655005281,328.56,300.0,0.00011066984041825378,195,154.0,0.0,1.7844251945614815,0.0190467545267893,860160,-0.0004492894680879544,15.968718093633651,-1.9744038581848144e-08,84
0.0,0.05302068401433217,328.62,277.5000000000002,6.952001985762734e-05,195,143.25,0.0,1.7855287440121175,0.0173067591196741,870400,-0.0003227829623938305,15.968718069791795,-2.3096799850463868e-08,85
25.0,0.05572287715675993,328.13,300.0,0.00014518508425291897,195,154.25,0.0009765625,1.773969689756632,0.021256942878244443,880640,-0.0007663115233299322,15.968718045949936,-1.5273690223693846e-08,86
25.0,0.05704453125921605,335.5,430.0000000000004,0.00016598637840630203,195,173.0,0.0,1.776995376497507,0.02112439132470172,890880,-0.0006459415832068771,15.968718069791795,1.080334186553955e-08,87
22.500000000000007,0.05919150067240455,340.33,430.0000000000004,0.00010315215588789784,195,181.75,0.0,1.7867240130901336,0.018261017667828127,901120,-0.00046813254955395677,15.968718028068542,-1.4901161193847656e-08,88
22.500000000000007,0.05587230965006788,341.83,380.00000000000045,0.00011379391006833827,195,177.75,0.0,1.771790949255228,0.019550244629499502,911360,-0.0005747754079493461,15.968718075752259,4.470348358154297e-09,89
25.0,0.05422952287903843,340.57,330.0000000000004,0.00013788089016166793,195,177.0,0.0,1.7596750572323798,0.022879570306395182,921600,-0.0006302030549704795,15.968718123435973,-3.091990947723389e-08,90
50.0,0.05627949745899926,339.13,380.00000000000045,0.00017457162616452138,195,194.25,0.0,1.7742951795458795,0.02568031642585993,931840,-0.0006701013906422304,15.968718403577805,-2.421438694000244e-08,91
50.0,0.05492063911959415,341.14,427.5000000000002,0.00012266643663618736,195,199.5,0.0,1.7785842321813106,0.02026803300832398,942080,-0.0006065892577680643,15.968718147277832,8.195638656616212e-09,92
50.0,0.05527824673016122,342.71,425.0,8.70289199571772e-05,195,199.75,0.0,1.7783773340284825,0.021236574285285314,952320,-0.00035241545374447013,15.968718284368515,-5.587935447692871e-09,93
50.0,0.05633439344425486,336.8,400.0,8.330899669637404e-05,195,179.25,0.0,1.7801171600818635,0.021893609780818224,962560,-0.00040274144812428857,15.968718254566193,8.195638656616212e-09,94
50.0,0.06001204847730964,340.35,430.0000000000004,0.00017093243836256987,195,195.25,0.0,1.7800451822578907,0.021860622020903976,972800,-0.000856387396925129,15.968718266487121,2.5331974029541015e-08,95
50.0,0.05629239331057963,331.72,350.0,0.00012367420596817169,195,176.0,0.0,1.7831988729536534,0.019058433888130822,983040,-0.0005546821801544865,15.96871812939644,-3.3527612686157227e-09,96
25.0,0.054735361887206437,330.31,327.5000000000002,0.000123771773444048,195,167.75,0.0,1.7815683856606483,0.02011528393777553,993280,-0.0005888911975489464,15.968718189001084,-2.0489096641540527e-08,97
25.0,0.055980537686058617,328.72,275.0,6.820871785677696e-05,195,159.25,0.0,1.77937358468771,0.023585157381603494,1003520,-0.00027902450929104814,15.968718272447585,-3.986060619354248e-08,98
25.0,0.055798845192463406,336.75,350.0,0.00013699914357268028,196,182.0,0.0,1.773855996876955,0.023043053137371317,1013760,-0.0006593901296582771,15.968718314170838,-2.6077032089233397e-09,99
47.50000000000001,0.05519308662510989,340.78,402.5000000000002,8.266633512619138e-05,195,194.5,0.0,1.7810136705636979,0.02146834604500327,1024000,-0.0003089946254476672,15.96871811747551,7.82310962677002e-09,100
25.0,0.05311727980275442,338.02,505.00000000000045,8.151995829965841e-05,196,196.5,0.0,1.7829109735786914,0.020600667703547515,1034240,-0.00039119727262004744,15.968718022108078,9.685754776000977e-09,101
47.50000000000001,0.05605226217867337,340.16,477.5000000000002,0.0001280824910779188,196,201.25,0.0,1.7854700706899167,0.022538674346287736,1044480,-0.0006663808031589724,15.968718302249908,-1.862645149230957e-09,102
25.0,0.05460010125228645,339.69,452.50000000000017,0.00013338053416944717,196,199.0,0.0,1.7823317639529705,0.02158146636211313,1054720,-0.0005756645641668001,15.968718159198762,6.332993507385254e-09,103
25.0,0.05557979031059507,343.81,452.50000000000017,0.00014284843564347228,196,192.25,0.0,1.785997848212719,0.018602337111951785,1064960,-0.000652826937221107,15.968718022108078,-2.3469328880310058e-08,104
22.500000000000007,0.052356266369144144,333.67,402.5000000000002,0.00012161073327234817,196,164.5,0.0,1.7865529738366603,0.018119623500388114,1075200,-0.0005232157704085693,15.968717885017394,-1.7881393432617187e-08,105
22.500000000000007,0.05691005613150111,333.07,452.50000000000017,0.000143450512664689,196,166.0,0.0,1.7776567094027995,0.017769942534505388,1085440,-0.0007675070895857061,15.968718039989472,-6.7055225372314455e-09,106
25.0,0.05619020567892681,332.28,427.5000000000002,0.00014157090492723513,196,168.0,0.0,1.7718587249517441,0.01924389197374694,1095680,-0.0006431753790820949,15.968718099594117,7.450580596923828e-09,107
47.50000000000001,0.053647293243224994,329.08,330.0000000000004,9.58567683763789e-05,196,174.0,0.0,1.7739591501653194,0.025744137450237757,1105920,-0.00035295871439302575,15.968718308210374,-4.8428773880004884e-09,108
50.0,0.05312357407662567,328.87,325.0,6.811605739898141e-05,196,183.5,0.0,1.7801966205239297,0.024004603701177983,1116160,-0.00030685781939610024,15.96871834397316,-5.587935447692871e-09,109
25.0,0.05818525224552755,332.2,377.5000000000002,0.00016642223768172925,196,190.25,0.00302734375,1.7805419951677321,0.020269674487644808,1126400,-0.0008081719865003833,15.968718105554581,-1.5273690223693846e-08,110
25.0,0.05655185817017534,341.54,525.0,0.00016362629007318218,196,204.75,0.0,1.786260077357292,0.021708546887384727,1136640,-0.0008159966582752531,15.968718236684799,-4.470348358154297e-09,111
25.0,0.05714321983456433,339.29,502.5000000000002,0.00013532784588097258,196,186.75,0.001025390625,1.7825986713171005,0.018113514775177465,1146880,-0.0006437583690058091,15.968718028068542,6.7055225372314455e-09,112
25.0,0.054370341336890546,339.24,525.0,0.00013303551611194565,196,189.5,0.0,1.7786902651190757,0.0233595754369162,1157120,-0.0006690148868074175,15.968718236684799,-2.0861625671386717e-08,113
50.0,0.058144528737222666,344.94,525.0,0.00013353592010698634,196,200.75,0.0,1.7820480555295943,0.022987420845311135,1167360,-0.0005935450582910562,15.968718320131302,1.2665987014770507e-08,114
25.0,0.05471142157820833,343.64,525.0,8.898700081338973e-05,196,196.25,0.0,1.7863947339355946,0.018008764789556153,1177600,-0.0003813927509327186,15.968717986345291,-2.2724270820617674e-08,115
25.0,0.055521260340246535,345.74,352.5000000000002,9.376817527062542e-05,196,181.0,0.0,1.7884160108864307,0.019079822377534583,1187840,-0.0004426730225532083,15.968718063831329,-3.799796104431152e-08,116
25.0,0.05700885672275054,335.96,352.5000000000002,8.850948876322206e-05,196,165.75,0.0,1.7885399140417575,0.021121448517078534,1198080,-0.0003591826814954402,15.96871817111969,-6.332993507385254e-09,117
50.0,0.05844616911027365,337.58,327.5000000000002,9.045078881335656e-05,196,168.75,0.0,1.7849311523139477,0.018860105346539056,1208320,-0.00045005971333011985,15.968717920780183,-2.0116567611694337e-08,118
25.0,0.05589147874441107,335.82,385.00000000000085,0.0001060205035029682,196,166.25,0.0,1.7829173423349858,0.017473484604852273,1218560,-0.0004972044269379694,15.96871793270111,-5.587935447692871e-09,119
25.0,0.05363388139097194,333.38,300.0,0.00011498332407136047,196,152.0,0.0,1.784546710550785,0.017392648343229667,1228800,-0.0004967026787198847,15.968717980384827,-5.215406417846679e-09,120
25.0,0.05692197159500327,333.93,300.0,9.389305390996582e-05,196,154.25,0.0,1.7848006561398506,0.02310870112851262,1239040,-0.00048735482414485887,15.968718147277832,-4.0233135223388675e-08,121
47.50000000000001,0.05512479947586091,333.19,275.0,0.00010697219691913062,196,159.5,0.0,1.778918819129467,0.01995792072120821,1249280,-0.0005533146126253996,15.968718087673187,-2.9429793357849122e-08,122
25.0,0.054359289915084076,330.89,300.0,0.00010143175840466867,196,163.25,0.0,1.7757923759520053,0.01793169060983928,1259520,-0.00048656974286132026,15.968718081712723,-2.9802322387695314e-09,123
25.0,0.05597315095863966,330.64,300.0,0.00014174971758684762,196,162.25,0.0009033203125,1.7724909581243993,0.01898193398665171,1269760,-0.000628598526964197,15.968718069791795,1.564621925354004e-08,124
25.0,0.05618395108643119,334.14,477.5000000000002,9.801326909837371e-05,196,175.25,0.0,1.7797460228204727,0.020445387743529865,1280000,-0.0003748328517758637,15.968718063831329,1.3783574104309083e-08,125
25.0,0.05638366349754986,337.68,452.50000000000017,9.346316648581877e-05,196,184.75,0.0,1.7853989914059638,0.020499914971878752,1290240,-0.0004335327663284261,15.968717926740647,-8.940696716308593e-09,126
25.0,0.053204364338785545,336.8,450.0,8.291894064793581e-05,196,183.25,0.0,1.7812545448541641,0.01832801697019022,1300480,-0.00045894509694335286,15.968718034029006,2.7194619178771972e-08,127
25.0,0.05456153494377984,338.29,402.5000000000002,6.530435624902964e-05,196,183.25,0.0,1.7867095053195954,0.022665712505113334,1310720,-0.00024012940120883287,15.968718183040618,-8.568167686462402e-09,128
25.0,0.05308057649238469,336.7,402.5000000000002,0.00010298544271662991,196,183.25,0.0,1.7850311420857907,0.024038537737214937,1320960,-0.0005308176831022137,15.968718308210374,-1.4528632164001465e-08,129
25.0,0.05511876584305947,336.42,355.00000000000045,7.665417025846111e-05,196,181.5,0.0,1.7832665838301183,0.017075996471976395,1331200,-0.0003528914601702127,15.968718034029006,-1.3783574104309083e-08,130
47.50000000000001,0.052668398974656104,333.69,425.0,9.659169289228941e-05,196,179.75,0.0,1.7808839790523052,0.02300553284585476,1341440,-0.00041231592986150644,15.968718159198762,-1.6391277313232423e-08,131
25.0,0.05625597791740929,335.66,427.5000000000002,0.0001369734559993674,196,178.5,0.0,1.7815562158823013,0.020416114971158094,1351680,-0.0006879083637613803,15.96871821284294,1.4528632164001465e-08,132
50.0,0.05652739770982686,342.09,452.50000000000017,0.00010890022372507246,196,200.25,0.0,1.778327041864395,0.020452997842221522,1361920,-0.0004801809931450407,15.968718093633651,1.4901161193847657e-09,133
25.0,0.058791435581720085,340.8,452.50000000000017,0.00011286716701661704,196,197.25,0.0,1.7720010809600353,0.02195313478296157,1372160,-0.0005561691414186498,15.968718034029006,-2.644956111907959e-08,134
50.0,0.056165658399833854,339.54,450.0,0.00011440884805224982,196,200.5,0.0,1.7712607286870479,0.02317225029109977,1382400,-0.0005408419645391404,15.968718439340591,3.7252902984619143e-10,135
25.0,0.05622651046149463,335.33,330.0000000000004,0.00010851304400922856,196,178.5,0.0,1.7775367669761182,0.018127976155665238,1392640,-0.00044670108254649674,15.968718063831329,7.450580596923828e-09,136
25.0,0.05594479105185984,333.3,300.0,0.0001007743190887922,196,163.75,0.0,1.7786079488694668,0.021345595587627032,1402880,-0.0005280153953208355,15.968718194961548,-5.215406417846679e-09,137
47.50000000000001,0.053844321109930315,335.95,277.5000000000002,5.835152470385907e-05,196,172.25,0.0,1.7730378106236457,0.025436717714183033,1413120,-0.0002603454398922622,15.968718415498733,-1.1920928955078126e-08,138
47.50000000000001,0.059643020910256736,341.17,402.5000000000002,0.00013327901114017492,196,197.25,0.0009033203125,1.7855732232332229,0.021519860471016727,1423360,-0.0005940553382970393,15.968718284368515,-1.9371509552001954e-08,139
