frames,policy_entropy,policy_loss,grad_norm,advantage_norm,explained_variance,PMM:episode_rewards,P09:episode_rewards,epoch_idx,value_loss,episode_length,P01:episode_rewards,fps
2896000,1.38087482213974,0.0002600419207010418,0.15130497893738107,1.1501956028491258,-0.0016147786378860475,1.23,3.0,362,0.011969749313020656,175.98,0.0,219
2904000,1.3718876659870147,0.0015830932649987517,0.1734596578344377,1.2000445904955268,-0.002758074402809143,1.31,3.0,363,0.013404287081039001,178.59,0.0,219
2912000,1.3732465851306914,0.00044840712449513377,0.184759223270539,1.264444139301777,-0.0024770265817642212,1.35,3.0,364,0.014835688531493361,176.87,0.0,219
2920000,1.3817738115787506,0.001127559628803283,0.12577711177988393,0.8383422636799515,-0.009025020003318786,1.07,3.0,365,0.008377559967680099,167.6,0.0,218
2928000,1.3819624173641205,0.0009546419675461947,0.17859658039154222,1.2330097391456365,-0.002074931263923645,0.97,2.1000000000000085,366,0.013829841506294542,165.32,0.0,218
2936000,1.380503089427948,0.00033784269005991517,0.18407239399696956,1.1969184568151832,-0.001857881546020508,1.3,3.0,367,0.013939125709821382,178.66,0.0,218
2944000,1.3796162271499635,0.0006923116458347067,0.1621474453569345,1.219078440926969,-0.0020882362127304078,1.46,4.0,368,0.013405201201312594,183.97,0.0,218
2952000,1.3780177891254426,0.0023960378172341733,0.2148763796554582,1.5780634278804064,-0.00024429917335510253,1.7,4.0,369,0.01985118458602301,195.71,0.0,218
2960000,1.3834656751155854,-0.0025801176606910304,0.15476443715760899,1.1054865456931293,-0.04241478800773621,1.83,4.0,370,0.011476744562294243,200.67,0.0,218
2968000,1.3711878430843354,0.0024978516437113283,0.16068243753503264,1.0160872405488044,-0.014159408807754516,1.2,3.0,371,0.01099141559034024,176.56,0.0,218
2976000,1.3733567297458649,0.001749593901913613,0.17943092011495193,1.2646200711280107,-0.004021378755569458,1.32,4.0,372,0.013771880805834372,183.28,0.0,218
2984000,1.3769268810749054,0.0004349296070904529,0.18085209831296192,1.2209130097180605,-0.0022737449407577515,1.44,5.0,373,0.013420727932552836,186.65,0.0,218
2992000,1.3839490592479706,0.0006299641351506579,0.20179193942784007,1.442917795330286,-0.001445620059967041,1.47,3.1000000000000085,374,0.017190964536275714,187.7,0.0,217
3000000,1.3822917187213897,0.0015809466619975865,0.17770660217127973,1.30561779987067,-0.002039734125137329,1.72,4.1000000000000085,375,0.014591259551198164,195.62,0.0,217
3008000,1.376209168434143,-0.0018832367891445756,0.16424261369155602,1.1954036642611028,-0.0024333059787750243,1.48,3.1000000000000085,376,0.012510373025270383,185.54,0.0,217
3016000,1.3749344265460968,0.0002747813826499623,0.16433836254034306,1.1589616777747869,-0.0030525767803192137,1.23,3.1000000000000085,377,0.0123396515458262,177.27,0.0,217
3024000,1.3744235587120057,0.0018578821694245561,0.17772483728107374,1.260725407898426,-0.0021665507555007936,1.22,4.0,378,0.014325808819012308,176.97,0.0,217
3032000,1.3802270948886872,0.00029342140187509357,0.19293102936605058,1.3233199175819754,-0.001473069190979004,1.51,4.1000000000000085,379,0.014761091238906374,184.4,0.0,217
3040000,1.3781053555011749,0.0030743693542899563,0.16038771871477253,1.0232060626521706,-0.018807651996612548,1.41,3.1000000000000085,380,0.011418373945957683,179.66,0.0,217
3048000,1.3817740321159362,-0.0015673674352001399,0.17552974713036268,1.3196755631268025,-0.0044502681493759156,1.25,3.0,381,0.0146196749655428,179.14,0.0,217
3056000,1.3815349006652833,0.0019979909394169226,0.18772213205372512,1.3187752851843835,-0.003771975040435791,1.43,3.0,382,0.015459818266838283,184.57,0.0,217
3064000,1.3786171078681946,-0.0005310126265976579,0.18827237569759459,1.3988506086543202,-0.0012092828750610352,1.61,4.0,383,0.016396590664353426,188.67,0.0,217
3072000,1.377811337709427,0.001737172673456371,0.1694550674147532,1.2127149546146392,-0.002585931420326233,1.77,4.0,384,0.013533662977065432,197.57,0.0,216
3080000,1.3769454860687256,0.001979622507933527,0.19226620336378974,1.1966817681491375,-0.004465199708938598,1.5,4.0,385,0.013540238907630738,187.82,0.0,216
3088000,1.377904977798462,0.0016534596774727107,0.17928727384633258,1.2439097945392132,-0.002757306694984436,1.41,4.0,386,0.01434088436421007,183.9,0.0,216
3096000,1.3763637626171112,0.0007849694159813226,0.17457316072056378,1.1441323327831925,-0.0033650612831115723,1.27,4.0,387,0.012427361733452926,179.13,0.0,216
3104000,1.3817348730564118,0.0017733820770081366,0.20079657390557912,1.3495624604076146,-0.0016341865062713622,1.48,4.0,388,0.015520194637410896,186.75,0.0,216
3112000,1.3842872595787048,0.0012617971585132182,0.1790009020314548,1.2323274009674787,-0.0037886357307434083,1.53,4.0,389,0.013310914327912543,187.0,0.0,216
3120000,1.3836262953281402,0.0010114084044471382,0.19749716100184717,1.3690837500616908,-0.0005478018522262573,1.32,4.0,390,0.016102939940319628,179.82,0.0,215
3128000,1.375256587266922,-0.00039473572105634956,0.16416638981546425,1.1756562011316418,-0.0016610610485076904,1.32,4.0,391,0.012922552076888678,180.77,0.0,215
3136000,1.3771393966674805,0.0006623763265088201,0.18763711894716387,1.2444508968293666,-0.0009606111049652099,1.36,4.0,392,0.014113690681497246,182.17,0.0,215
3144000,1.3811342084407807,0.0008975763263879343,0.17971007009045928,1.2749449107795954,-0.0027351635694503784,1.41,4.0,393,0.014888411097599601,183.59,0.0,215
3152000,1.3835348093509674,0.0030414824742183554,0.17273725835977108,1.2247879678383469,-0.002631946802139282,1.49,4.0,394,0.014087228555290494,185.96,0.0,215
3160000,1.383501080274582,-0.000524941286421381,0.15203679151131072,1.1173118933290243,-0.0033186012506484985,1.42,3.0,395,0.012281667246588768,181.47,0.0,215
3168000,1.3830459773540498,0.0007678143843077123,0.17639722288247137,1.2345043006539345,-0.0017936950922012329,1.36,3.0,396,0.01428146878150983,179.85,0.0,215
3176000,1.3829936814308166,0.0006218827376142144,0.18323643169700926,1.2960352760925888,-0.002239688038825989,1.42,3.0,397,0.015711932407884887,184.11,0.0,214
3184000,1.3806798720359803,-0.0008309723477577791,0.1780862619184772,1.1854889614880084,-0.006534023880958557,1.42,3.1000000000000085,398,0.013177891934801664,186.01,0.0,214
3192000,1.3811206352710723,0.0032061053020879626,0.19586435456445386,1.3164601019397377,-0.000522075891494751,1.53,4.0,399,0.015632631587395737,190.16,0.0,214
3200000,1.3828519797325134,-0.001648268587887287,0.1525122992148796,0.9935304262116551,-0.005455347299575805,1.43,4.0,400,0.010495636717432717,184.43,0.0,214
3208000,1.381812846660614,0.003293334528570995,0.19593186361177445,1.3756298969686032,-0.0014578527212142944,1.35,3.1000000000000085,401,0.01642336443226668,179.37,0.0,214
3216000,1.380910999774933,0.0027622898915433325,0.166859880027401,1.1851776021160185,-0.008245348930358887,1.37,4.0,402,0.013360765272600474,181.71,0.0,214
3224000,1.3756775617599488,-0.0009978516469709576,0.19165016238645266,1.3418358963727952,-0.001915047764778137,1.54,4.0,403,0.015092284792335703,188.85,0.0,213
3232000,1.36070867061615,-0.0006811995088355615,0.17165841720005823,1.162946927845478,-0.0033666831254959106,1.42,3.1000000000000085,404,0.012745115111738415,178.97,0.0,213
3240000,1.3728055763244629,0.0016880732972640545,0.17278240941291526,1.1057181577011943,-0.0030397260189056396,1.09,2.0,405,0.012131483483080956,166.44,0.0,213
3248000,1.3822171664237977,0.001635202456091065,0.1854371075109576,1.3095388209819794,-0.0005681747198104858,1.1,3.0,406,0.014997831107102684,168.88,0.0,213
3256000,1.3782386469841004,0.0020432281160901768,0.20790151789625683,1.450868495181203,-0.00044378519058227536,1.52,4.0,407,0.017823480116530847,186.24,0.0,213
3264000,1.3640684235095977,0.0002343085312168114,0.1924218599859739,1.3766780500859022,0.00019205570220947265,1.79,5.0,408,0.016412485011660465,197.44,0.0,213
3272000,1.3782507824897765,-0.0008487293100915849,0.18594437105061146,1.1852708093449473,-0.003161199688911438,1.8,5.0,409,0.013389870639057335,197.49,0.0,213
3280000,1.3844595491886138,0.0013777342686080373,0.15828583770001944,1.1556620193459093,-0.00555263340473175,1.4,5.0,410,0.012190587809282078,184.2,0.0,213
3288000,1.384556587934494,0.0029324321006424727,0.19057993347326946,1.3618883303552867,-0.0020251047611236574,1.28,3.0,411,0.01607688946332928,178.59,0.0,213
3296000,1.3813391542434692,-0.0002028559288010001,0.18446979776681544,1.2285325957462192,-0.002544627785682678,1.35,3.0,412,0.013693086562898315,180.0,0.0,212
3304000,1.377688729763031,-0.0016430705203674735,0.17103173308623965,1.2632046672701835,-0.001221853494644165,1.4,3.0,413,0.014317856140623917,182.06,0.0,212
3312000,1.381682003736496,0.0009493249008664861,0.16438010869218908,1.187535406127572,-0.0036590439081192016,1.46,3.0,414,0.01328319349625417,183.7,0.0,212
3320000,1.3724246716499329,0.0018792152998503297,0.1607675146563796,1.1104326288029551,-0.0011396670341491698,1.31,3.0,415,0.011936635566557925,177.75,0.0,212
3328000,1.3695979964733125,-0.0017685785703361035,0.12985769008441367,0.8309536802768708,-0.010973095893859863,0.98,2.0,416,0.00805979416217042,164.21,0.0,212
3336000,1.3789722526073456,0.0013759495469275861,0.1647652507149295,1.1144462269544602,-0.0027486711740493776,0.94,2.0,417,0.011917367148344056,161.31,0.0,212
3344000,1.3812976741790772,0.0025100023479899393,0.16749462587667835,1.1993284762464465,-0.002453850507736206,1.05,3.0,418,0.013317291127414137,167.08,0.0,212
3352000,1.3801154470443726,-0.000796234846347943,0.18728994048549372,1.2527666757255793,-0.0022249066829681395,1.45,4.0,419,0.015003532440096024,186.21,0.0,212
3360000,1.3812175154685975,-0.00014237225172109903,0.14910327502476858,1.0757088100351393,-0.004448690414428711,1.58,4.0,420,0.011098732338400624,189.19,0.0,212
3368000,1.382235724925995,0.0004540916497353464,0.16916405924508607,1.181311297118664,-0.0009651160240173339,1.24,3.0,421,0.013068162382196533,173.84,0.0,212
3376000,1.3829188394546508,0.001644873401382938,0.1743955340160478,1.1696694601885975,-0.001966046690940857,1.25,3.0,422,0.012987312080904303,175.93,0.0,212
3384000,1.3820039546489715,0.001379919338505715,0.16567365372796428,1.1871256951242686,-0.0009464526176452637,1.31,3.0,423,0.012687603831382148,180.6,0.0,212
3392000,1.3837071561813354,0.001003280599543359,0.16444348932121422,1.0983463155850768,-0.002203548550605774,1.18,3.0,424,0.011857734318746226,175.46,0.0,212
3400000,1.3783358037471771,0.0005876520648598671,0.1730892436935699,1.2630541375279427,-0.0005555933713912964,1.18,3.1000000000000085,425,0.014719078911266479,172.72,0.0,211
3408000,1.3815812075138092,0.0009903713909443469,0.19020925451702506,1.2752195913344622,-0.0001751023530960083,1.35,4.0,426,0.014903594402903763,179.54,0.0,211
3416000,1.3814467918872833,-0.0009630400786409155,0.16077264410934095,1.1583566039800643,-0.0006344258785247803,1.44,4.0,427,0.012527483170342748,184.2,0.0,211
3424000,1.3802826297283173,0.0035015546705108136,0.18958137213826798,1.3175469873100518,0.0007655322551727295,1.35,4.0,428,0.01557705046099727,181.8,0.0,211
3432000,1.3748484671115875,0.0011301838140934705,0.15015871551144622,1.014629123788327,-0.00440437912940979,1.12,3.0,429,0.010930534641689747,172.91,0.0,211
3440000,1.3767944169044495,-0.0006409917282871901,0.18061383155814603,1.2119742979854344,-0.000709189772605896,1.25,3.0,430,0.01346601404451576,177.78,0.0,211
3448000,1.3694743394851685,-0.00023569254321046174,0.14911840246359617,1.1498326013609768,-0.00035760462284088133,1.44,4.0,431,0.011940185675011889,184.77,0.0,211
3456000,1.3773910236358642,0.0005850427108816803,0.1642515753780733,1.1911249838769435,-0.0006299859285354614,1.41,3.0,432,0.012698249296518043,182.45,0.0,211
3464000,1.376422528028488,0.00074871700069707,0.2016125955109591,1.4443195590004325,-0.0009475398063659668,1.53,4.0,433,0.017898018632668027,188.22,0.0,210
3472000,1.3695046949386596,0.0017265781946480274,0.15319322697605003,1.0776206642016768,-0.004543274641036987,1.45,3.1000000000000085,434,0.011579834988333459,185.2,0.0,210
3480000,1.3808819496631621,0.0001724835886852816,0.15989897354443572,1.260307696349919,-0.0051957577466964725,1.19,3.0,435,0.013903050514491042,172.05,0.0,210
3488000,1.3829060506820678,-0.0006604325899388641,0.18661644261530289,1.2903684582561255,-0.003868148922920227,1.42,4.0,436,0.014612437672703892,183.0,0.0,210
3496000,1.3817337262630462,0.0024644939531572162,0.1687796413778379,1.145731394123286,-0.0028635674715042116,1.44,4.0,437,0.012829217566095395,185.29,0.0,210
3504000,1.3805982756614685,-0.0017460360005497931,0.16683339227969182,1.2290664970874787,-0.0008953851461410522,1.32,3.0,438,0.013566410997409548,181.28,0.0,210
3512000,1.383157958984375,0.0018621366335719357,0.15187570139988582,1.0452056269720196,-0.0015437346696853638,1.21,3.0,439,0.0112124477767793,177.28,0.0,210
3520000,1.3854134953022004,0.003972611664794385,0.18204939033668438,1.1864022383466364,-0.0035042619705200197,1.03,3.0,440,0.01391102402060369,169.44,0.0,210
3528000,1.3844513034820556,-0.000941449148231186,0.15300646342263605,1.1520476064831018,-0.0021731370687484743,1.31,4.0,441,0.012156969851403118,179.41,0.0,209
3536000,1.3797946059703827,-0.0001957425894215703,0.14113151847234462,1.0305571782961487,-0.0034810835123062133,1.29,3.0,442,0.010688295586810455,178.88,0.0,209
3544000,1.3811262559890747,0.0032904733053874223,0.17182431750063856,1.1569305712729692,-0.002204471826553345,1.11,3.0,443,0.01251996567054448,172.48,0.0,209
3552000,1.3770359349250794,-0.0012356640957295894,0.15398183445990632,1.1061701374873518,-0.0005089855194091797,1.14,3.0,444,0.011637424561286025,172.47,0.0,209
3560000,1.3642288613319398,0.0013166995206847787,0.18448942700389317,1.2507347276061773,-0.0006597322225570678,1.07,3.0,445,0.014020289754371333,170.23,0.0,209
3568000,1.3681910479068755,-0.000790352092590183,0.15602520098585873,1.1811181720718742,-0.01366915464401245,1.29,4.0,446,0.012554127799887738,179.47,0.0,209
3576000,1.3713529634475707,0.0036294650100171565,0.21046089970023238,1.4046922674030065,-0.0025439202785491944,1.49,5.0,447,0.017071268433028308,188.11,0.0,209
3584000,1.3714119625091552,-0.0018636074976529926,0.17251239509695895,1.216695399545133,-0.003638099431991577,1.46,4.0,448,0.01424606278790634,187.92,0.0,208
3592000,1.37525874376297,-1.0769104119390249e-05,0.15899757310569596,1.0744245376437902,-0.00421405017375946,1.35,3.0,449,0.011563669473216577,181.63,0.0,208
3600000,1.379080661535263,0.002380349833838409,0.1600391834156141,1.085893653035164,-0.003251779079437256,0.98,3.0,450,0.011917969382739101,166.77,0.0,208
3608000,1.3723746597766877,-0.0012035547953564674,0.13201757076209533,0.9329944003373385,-0.003368268609046936,0.97,3.0,451,0.009182566375052374,165.19,0.0,208
3616000,1.3738125026226045,0.0012837482476606966,0.16485834651859854,1.2242565735429525,-0.002962455153465271,1.19,3.0,452,0.013643042880203212,171.36,0.0,208
3624000,1.376791843175888,-0.0012481532560195774,0.14063220401595947,1.1191063369065524,-0.002978963851928711,1.27,3.0,453,0.011293089182527184,176.94,0.0,208
3632000,1.3728985810279846,0.0017647859314456583,0.1563506948320137,1.134037129804492,-0.013200352191925049,1.15,3.0,454,0.012805504935386125,174.9,0.0,208
3640000,1.3782322895526886,-0.002337374598137103,0.1621902244556035,1.1758634535968304,-0.004804388284683227,1.38,4.0,455,0.01263952441573565,185.87,0.0,208
3648000,1.38307461977005,0.003691590541275218,0.18644595804259198,1.2878585658222437,-0.007515193223953247,1.56,4.0,456,0.014905653746391181,194.21,0.0,208
3656000,1.3777926349639893,-0.0009479884227039292,0.19317146939155727,1.4694302809238433,-0.0024350452423095702,1.54,4.0,457,0.017739213673121413,191.48,0.0,208
3664000,1.374682103395462,0.0020776018057949842,0.15829060953130594,1.0941586747393013,-0.002822001576423645,1.49,4.0,458,0.012334056969293669,187.09,0.0,208
3672000,1.3820675134658813,0.0019251383238952258,0.173413274004898,1.20385488640517,-0.0047537416219711305,1.19,3.0,459,0.013230340826858082,172.97,0.0,208
3680000,1.3812946283817291,0.0010454699263209477,0.16606990398162505,1.1880494616553188,-0.003576362729072571,1.26,3.0,460,0.013482444229002794,177.0,0.0,207
3688000,1.3788079988956452,0.0013098170002922415,0.15429696045524988,1.163658676147461,-0.0018715554475784303,1.25,3.0,461,0.012690215473194258,177.42,0.0,207
3696000,1.373372539281845,-0.0009091080917278305,0.16401407425916822,1.1237781246379017,-0.001457451581954956,1.28,4.0,462,0.011992931453751226,177.79,0.0,207
3704000,1.3785156881809235,0.0029284972441382708,0.18245494492978384,1.2285121038928628,-0.0007926714420318603,1.49,4.0,463,0.01479396565917341,187.61,0.0,207
3712000,1.3794275164604186,0.0011418019258417188,0.1694931817196548,1.2334314657002687,-0.003343498110771179,1.36,4.0,464,0.013767046336433851,181.95,0.0,207
3720000,1.3775800144672394,0.0006052818450552877,0.1756037344646963,1.2765816571563482,-0.0013795769214630126,1.48,4.0,465,0.015010829241437023,185.75,0.0,207
3728000,1.373163081407547,0.0027957702259300277,0.17851621345489005,1.3199395181983709,-0.00031234264373779296,1.46,3.0,466,0.015549256483554928,184.31,0.0,207
3736000,1.3748846971988677,-0.0021209028461089473,0.17702515446556547,1.2465419096127153,0.0003256469964981079,1.48,4.0,467,0.013658210525536561,187.61,0.0,207
3744000,1.3756994891166687,-0.0003873188275611028,0.14070071467538617,1.0821491744928062,-0.0031173217296600344,1.45,4.0,468,0.01148114738365166,186.49,0.0,206
3752000,1.3746100282669067,0.001087393430643715,0.1657294866097202,1.1990943820029498,-0.0014051842689514161,1.09,3.0,469,0.013342027088128816,171.04,0.0,206
3760000,1.3826470148563386,0.0006051393918460235,0.17480807929987882,1.2906649716570973,-0.00035353481769561767,1.4,4.1000000000000085,470,0.01480705282299823,182.18,0.0,206
3768000,1.3780780577659606,0.0020473815739387646,0.18315129177581052,1.2655444277822971,-0.0003289246559143066,1.76,4.1000000000000085,471,0.015041328335955768,197.49,0.0,206
3776000,1.3746554601192473,0.0005010347841016482,0.14564319593382044,1.1137841619178652,-0.000898638367652893,1.39,4.0,472,0.011753846777983199,182.81,0.0,206
3784000,1.3631572198867798,-0.0010274538793601095,0.16542705670724508,1.055427127983421,-0.003339911699295044,1.03,2.1000000000000085,473,0.011222793582555823,166.34,0.0,206
3792000,1.3817935645580293,0.0007176956359762699,0.15935238952781827,1.13991728303954,-0.015605778694152831,1.09,3.0,474,0.012541988213083641,170.69,0.0,206
3800000,1.381595482826233,0.002778041536803357,0.14928289744394108,1.0737133434042334,-0.005085599422454834,1.18,3.0,475,0.01139767319737075,176.58,0.0,206
3808000,1.3820017969608307,-0.00035383862326852976,0.16600867043622206,1.2514579886570574,-0.0013653361797332764,1.25,3.0,476,0.013878990784014604,176.75,0.0,206
3816000,1.3828226149082183,-1.2995324213989079e-05,0.1804724444604079,1.254428442325443,-0.0028352510929107668,1.47,3.0,477,0.014696634772294602,184.24,0.0,206
3824000,1.3773230910301208,0.0002811735263094306,0.17203931471960462,1.1857354072481394,-0.003837445378303528,1.34,3.0,478,0.01335298569749284,179.27,0.0,206
3832000,1.3778818500041963,0.0029184261173941196,0.1526938648273571,1.1348060388490557,-0.008625991344451904,1.22,3.0,479,0.013122555559098146,175.14,0.0,206
3840000,1.383072428703308,0.0012670679460279643,0.17256879645898432,1.2547899596393108,-0.004750308990478516,1.36,3.0,480,0.014125733542368835,180.73,0.0,206
3848000,1.379177702665329,-0.001223954029555898,0.16598060155238487,1.213343074247241,-0.0038090640306472777,1.4,3.0,481,0.013153571316870512,182.65,0.0,206
3856000,1.3834537780284881,0.0010529901494737714,0.17812408789061293,1.2156773350760341,-0.004352741837501526,1.35,3.0,482,0.013797936867217687,180.1,0.0,206
3864000,1.3815153861045837,0.003959449423709884,0.18364789866682255,1.3244436983391643,-0.0018108737468719481,1.3,3.0,483,0.015721296186729888,177.31,0.0,205
3872000,1.3726662719249725,-0.0026667686621658503,0.19571866373766397,1.408419176787138,-0.0015810251235961914,1.6,4.0,484,0.01688781563338125,189.86,0.0,205
3880000,1.38268789768219,0.0016629655845463275,0.18165568174729751,1.2554644311591983,-0.005430307984352112,1.88,5.0,485,0.015074021373229697,200.47,0.0,205
3888000,1.3798589074611665,0.0029553710506297647,0.16776419973349999,1.106581095010042,-0.005044134855270385,1.49,4.0,486,0.012400394234573469,184.46,0.0,205
3896000,1.3783014178276063,0.001497599263675511,0.14505314641855288,0.9907385570369661,-0.005567317008972168,1.07,3.0,487,0.01032234710990906,168.8,0.0,205
3904000,1.3814362370967865,-0.0013193284068256617,0.1797185209506246,1.201485571525991,-0.007029141187667847,1.1,3.0,488,0.013717115749304867,169.91,0.0,205
3912000,1.3783540093898774,0.0016461575485300273,0.17237209706861173,1.1991246469132602,-0.003274663686752319,1.32,3.0,489,0.013760165751009482,176.04,0.0,205
3920000,1.3682092034816742,0.0009627222083508968,0.1614789340283767,1.0989595889300108,-0.0026083976030349732,1.17,3.0,490,0.01183615735899366,170.87,0.0,205
3928000,1.3646709620952606,0.0005521988146938384,0.12411198074318026,0.869730756431818,-0.0048064935207366944,0.95,2.0,491,0.008405476319503578,163.58,0.0,205
3936000,1.3848540306091308,0.0007524276268668472,0.1620036070867519,1.191071051955223,-0.0012747794389724731,1.08,3.0,492,0.012927109482297965,169.69,0.0,205
3944000,1.3843779373168945,-0.0005136312355170958,0.13504481214624708,1.1405936979129911,-0.005311593413352966,1.22,3.0,493,0.011888050702109467,177.8,0.0,205
3952000,1.3807967352867125,0.002367604713072069,0.16656753191312965,1.1984825047105552,-0.0034024226665496826,1.23,3.0,494,0.01330931465859976,178.77,0.0,205
3960000,1.3814984548091889,-0.0002720726223196834,0.16261878291243267,1.1435590991005302,-0.002890084385871887,1.37,3.1000000000000085,495,0.012330980933711544,185.65,0.0,205
3968000,1.3822783207893372,0.0007065866397169884,0.12453713430256386,0.9165557702444493,-0.0013054269552230835,1.21,4.0,496,0.009121382277207886,180.17,0.0,205
3976000,1.384685776233673,0.002694979194784537,0.1654954513639312,1.2329657058604062,-0.004409682750701904,1.11,3.1000000000000085,497,0.013544691634597256,174.12,0.0,205
3984000,1.3832271158695222,-0.0003504272425197996,0.16418666610732147,1.2411033163964749,-0.0021380096673965453,1.34,3.0,498,0.013038323259343088,181.08,0.0,205
3992000,1.3755434560775757,0.0023801565707981353,0.19795319065627845,1.4922497031092643,-0.0015642249584197998,1.58,4.0,499,0.017984108261589426,191.5,0.0,205
4000000,1.3751977348327638,-0.0015407994820270687,0.14722430346031287,1.155066600739956,-0.00904225468635559,1.59,5.0,500,0.01242802991875351,191.88,0.0,205
4008000,1.3626913297176362,0.0013224879739573226,0.18549041333048116,1.341952050998807,-0.002138758897781372,1.45,4.0,501,0.016699627487978434,186.23,0.0,205
4016000,1.3593595516681671,0.002224389681359753,0.2041218084453255,1.5009255155175925,-0.0018839544057846068,1.74,5.0,502,0.018702238880941878,196.47,0.0,205
4024000,1.3489100408554078,-0.0016165885727968997,0.1764632818232592,1.3246951822936535,-0.003067195415496826,1.98,5.0,503,0.015089131849636032,204.69,0.0,205
4032000,1.3561208462715149,0.00036371886846609414,0.20413700833744083,1.5595359668135642,-0.00037573516368865967,2.09,5.0,504,0.019591321884363425,207.59,0.0,205
4040000,1.360918802022934,2.1284213289618492e-05,0.15349189264140134,1.1085700565576553,-0.003312382698059082,2.14,5.0,505,0.011675004949993309,210.63,0.0,205
4048000,1.3729658496379853,0.00010414660349397309,0.18107376031437789,1.3967368092387915,-0.002124027609825134,1.99,5.0,506,0.016632105646813215,204.34,0.0,205
4056000,1.369213981628418,-0.0005426781909773126,0.17871552523152226,1.271911252066493,-0.004102023243904114,1.65,4.0,507,0.014577302292282183,191.85,0.0,205
4064000,1.3785944211483,0.0008134504018016741,0.1630548479062611,1.1711529336124658,-0.0036687415838241575,1.43,4.0,508,0.013431304280693439,186.46,0.0,205
4072000,1.3724325239658355,0.0003340005921199918,0.19456838912152027,1.4153900281339884,-0.002434019446372986,1.34,4.0,509,0.016690554713413804,183.56,0.0,205
4080000,1.37308980345726,-8.28024656220805e-05,0.163996517587602,1.2658428581804038,-0.00192821204662323,1.73,5.0,510,0.0142510326507454,198.45,0.0,205
4088000,1.38013587474823,0.0022630240506259724,0.1562021675481776,1.1037926203943789,-0.004287313222885131,1.5,4.0,511,0.012020465558189244,189.12,0.0,205
4096000,1.3724014103412627,0.0006803873510216363,0.16060746380966065,1.1292476498894393,-0.001203020215034485,1.1,3.0,512,0.01242423858197526,172.47,0.0,205
4104000,1.3820828187465668,0.001206213926197961,0.15017494208464133,1.0858625138923526,-0.003231647610664368,1.11,2.1000000000000085,513,0.0118106127441024,170.67,0.0,204
4112000,1.3804272329807281,0.002659819594118744,0.17731259790275578,1.2576410028338432,-0.011549831628799438,1.17,3.0,514,0.015006058807583713,173.03,0.0,204
4120000,1.3807756531238555,-0.002475741192465648,0.16695964253517429,1.1647182267159224,-0.0050895649194717405,1.18,3.0,515,0.012447443294208825,176.11,0.0,204
4128000,1.3806262063980101,-0.0003690544603159651,0.16563589060716136,1.2105965495854616,-0.0019937664270401,1.52,4.0,516,0.014154901910078479,189.29,0.0,204
4136000,1.3842837071418763,-0.00019104853156022726,0.1342552850279005,0.945277504567057,-0.0027810651063919067,1.26,4.0,517,0.009436985658635422,175.85,0.0,204
4144000,1.379251458644867,0.0007455191574990749,0.14066350028192867,1.038016989454627,-0.0027928388118743895,0.9,2.1000000000000085,518,0.010770834228242165,162.9,0.0,204
4152000,1.3787554836273193,0.0023682178580202162,0.1830107662985281,1.2378677630238235,-0.005568608641624451,1.15,3.0,519,0.01407903045934745,174.35,0.0,204
4160000,1.3827180218696595,0.0030675042839720845,0.18014492137746457,1.2397477315738796,-0.002373230457305908,1.43,3.0,520,0.014575811401336979,187.21,0.0,204
4168000,1.3841947758197783,0.00023104317311663182,0.16723651855926888,1.2802027244865894,-0.0030147606134414673,1.46,4.0,521,0.014637844842654886,186.9,0.0,204
4176000,1.3840394020080566,0.000204370025312528,0.16859976406398636,1.2509740071371198,-0.00425620436668396,1.56,4.0,522,0.013907185383591241,189.21,0.0,204
4184000,1.3833657574653626,-0.0012288432545028627,0.16222793774222477,1.2799074373021722,-0.0023924779891967775,1.84,4.1000000000000085,523,0.014129010459655547,197.5,0.0,203
4192000,1.3842307579517366,0.004439308621222153,0.1730473212335098,1.2473989878967404,-0.005475329756736755,1.69,4.1000000000000085,524,0.013936969774576938,193.03,0.0,203
4200000,1.3757215738296509,0.0017260198818985373,0.19130773123565845,1.4336018432676791,-0.0026565337181091307,1.61,4.0,525,0.01744636390640153,192.86,0.0,203
4208000,1.366465300321579,-0.0028357452270574867,0.18919220475297963,1.4573889831453561,-0.002178797721862793,1.97,5.0,526,0.017390994132874767,201.64,0.0,203
4216000,1.3675814437866212,-0.0025848971016239376,0.17429264448644408,1.2591032793745398,-0.001081162691116333,2.15,5.0,527,0.01421848028927343,209.99,0.0,203
4224000,1.3671695542335511,0.0015177919575944544,0.15229761572373537,1.1192867063544691,-0.0031000524759292603,1.48,4.0,528,0.012089774425558062,188.3,0.0,203
4232000,1.3648164010047912,-0.0006998208083678037,0.1578720941720543,1.1661272751912475,-0.0035044467449188233,1.26,3.1000000000000085,529,0.01296524557216344,177.68,0.0,203
4240000,1.3767765438556672,0.0024804068368393926,0.1840503698533501,1.3310221257805823,-0.002905704975128174,1.53,4.1000000000000085,530,0.015592637307981931,187.82,0.0,203
4248000,1.3832821643352509,0.00046001241775229574,0.19660104984070068,1.4159782649949193,-0.0016925865411758423,1.7,5.0,531,0.017453337774932152,193.63,0.0,203
4256000,1.3714060413837432,-0.0016069291993335356,0.19100779341307514,1.3974888974428177,-0.001318589448928833,1.95,5.1000000000000085,532,0.01670775600138313,200.84,0.0,203
