episode_length,fps,policy_entropy,epoch_idx,policy_loss,value_loss,advantage_norm,P09:episode_rewards,frames,explained_variance,PMM:episode_rewards,grad_norm,P01:episode_rewards
222.98,218,1.3221478390693664,62,-0.002309465956350323,0.0135623797820881,1.3540686395764352,5.0,496000,0.8358190977573394,2.62,0.3358934746293022,0.0
225.64,218,1.313806222677231,63,-0.004488764307461679,0.013866135838907213,1.3702118918299675,6.0,504000,0.8570856118202209,2.6,0.3355520602674678,0.0
237.97,218,1.3022057688236237,64,0.0004976018777233548,0.010673389552393928,1.216276133954525,6.0,512000,0.8847592431306839,2.98,0.2765457686703586,0.0
256.99,219,1.3259847521781922,65,-0.0022782014138647355,0.008637605115654878,1.089285384118557,8.0,520000,0.9097371536493302,3.62,0.2529965476712863,0.0
271.44,218,1.3250166416168212,66,-0.001309906878857987,0.005197826134972275,0.8221886056661606,9.0,528000,0.9542893034219742,3.94,0.18564738536390782,0.0
262.89,218,1.3183924901485442,67,-0.0003225703051430173,0.008766172727337106,1.0795793291926383,8.100000000000009,536000,0.9018378865718841,3.65,0.24326707068014464,0.0
245.0,218,1.3132282269001008,68,-0.0030179142339329702,0.012511268943781033,1.3101118966937064,8.0,544000,0.8677730399370194,3.16,0.32563274437817363,0.0
236.64,218,1.3140191853046417,69,-0.0012430274300277233,0.008255434341263026,1.0669543755054474,8.0,552000,0.9204899215698242,3.05,0.25799413635167023,0.0
242.27,218,1.327652643918991,70,-0.0019709424680331724,0.008595550035825,1.0966690662503242,9.0,560000,0.8997593766450882,3.29,0.2606558663412201,0.0
257.39,218,1.3229557013511657,71,0.0003612512245308608,0.00862221868825145,1.1048075184226036,9.0,568000,0.8974064803123474,3.68,0.24020577719903996,0.0
258.58,219,1.318509932756424,72,-0.0032213235764174896,0.008283901285612955,1.080811418890953,9.0,576000,0.9289989483356476,3.72,0.26925663829545615,0.0
255.12,218,1.3122994077205659,73,-4.319752333685756e-05,0.010055982841877267,1.171079100072384,9.0,584000,0.8925281620025635,3.56,0.285330573962346,0.0
245.93,218,1.3245129191875458,74,-0.0023133244400378315,0.006052071037702262,0.9034532150626182,8.0,592000,0.9406635683774948,3.28,0.20848638755402085,0.0
248.7,218,1.3206987357139588,75,-0.00016609667742159217,0.009017401267192327,1.1209594497084618,8.100000000000009,600000,0.8955371952056885,3.34,0.2658003072837363,0.0
251.37,218,1.3211192286014557,76,-0.002698884634592105,0.011364321548026055,1.2717056900262833,9.0,608000,0.8928381615877151,3.53,0.307573286723326,0.0
255.93,218,1.330878279209137,77,-0.00032805539158289323,0.008038356434553862,1.075200745165348,9.100000000000009,616000,0.9182771641016007,3.68,0.25754029367565834,0.0
256.21,217,1.3100059854984283,78,-0.004223720505833626,0.008505498144077138,1.1031539666652679,9.0,624000,0.8994921672344208,3.68,0.2815558398437592,0.0
238.0,217,1.2931865787506103,79,-0.0005802007811143994,0.012206004683393985,1.3330953139066697,9.0,632000,0.8804973465204239,3.19,0.33813744918829103,0.0
239.44,217,1.2937368500232695,80,-0.0030771822074893863,0.010173745669890195,1.2155745667219162,9.0,640000,0.8965828973054886,3.27,0.3072335954588741,0.0
255.39,217,1.2873074638843536,81,-0.004182773459542659,0.008676207152893767,1.1226458913087844,9.100000000000009,648000,0.9105014210939407,3.84,0.2821025740428193,0.0
256.5,217,1.3175371670722962,82,0.0009587202646071092,0.0072778925334569065,1.0052707180380822,9.0,656000,0.9228048473596573,3.71,0.24074152913498426,0.0
262.11,217,1.294936090707779,83,-0.0070521011944947535,0.011818897579796612,1.3188993233442305,9.0,664000,0.8881480884552002,3.97,0.33975595619626603,0.0
252.57,217,1.264656058549881,84,-0.0006402970048657153,0.011337135913781821,1.2857874304056167,9.0,672000,0.8860985565185547,3.64,0.32190105954106124,0.0
265.63,217,1.283050400018692,85,-0.004995599911999307,0.014325039687100798,1.410104165673256,10.0,680000,0.8421057486534118,4.09,0.4092641902579765,0.0
285.35,217,1.2845178055763244,86,-0.0027975416448316535,0.010291826203465462,1.220710152387619,9.100000000000009,688000,0.8816915345191956,4.52,0.32099811499954195,0.0
293.67,217,1.263272864818573,87,-0.004397850506356917,0.013547554458491505,1.4132775330543519,10.100000000000009,696000,0.8561705607175827,4.89,0.3604939703276123,0.0
282.61,217,1.2424887561798095,88,-0.004284485214739107,0.011152696292847396,1.2972564452886581,9.100000000000009,704000,0.894665801525116,4.59,0.33824381605592685,0.0
280.78,217,1.2534383916854859,89,-0.0030978877149755134,0.013603454392869025,1.4218702203035354,10.0,712000,0.8688509428501129,4.63,0.37678038790274715,0.0
278.14,217,1.2233510673046113,90,-0.004116699112055358,0.014190054137725384,1.4431588065624237,10.0,720000,0.8554508531093598,4.7,0.38875203144796444,0.0
283.6,217,1.2282916152477263,91,-0.0025218664278509094,0.013576158280484378,1.4327986228466034,11.100000000000009,728000,0.8580317360162735,4.81,0.3653745330002876,0.0
301.92,217,1.2308100652694702,92,-0.005545642548240721,0.014122228189371526,1.453333504796028,12.100000000000009,736000,0.8634424620866775,5.41,0.3904124221549437,1.0
306.21,217,1.2784450733661652,93,-0.002635596834006719,0.0165716312173754,1.5621027517318726,13.0,744000,0.8532190012931824,5.56,0.415059483006346,1.0
304.21,217,1.2555425548553467,94,-0.0030555526656098663,0.01480309881735593,1.4851878428459167,13.0,752000,0.8285690099000931,5.59,0.4008234730472142,1.0
304.11,216,1.1854766288399696,95,-0.005091347473789937,0.02288618034683168,1.7099408692121505,13.0,760000,0.7766166162490845,5.69,0.5449824424971951,1.0
302.59,217,1.2475532150268556,96,-0.003159349584602751,0.017334106918424366,1.6259359526634216,13.0,768000,0.8428711640834808,5.93,0.4632494989029264,1.0
293.07,217,1.2634414994716645,97,-0.0050207678484730425,0.013582471925765276,1.4285091710090638,12.0,776000,0.8739643770456315,5.46,0.38054637471795777,1.0
303.05,217,1.2647550559043885,98,-0.0003542524657677859,0.013992281383834779,1.441956463456154,12.0,784000,0.8260386514663697,5.69,0.37868165782411745,1.0
319.06,217,1.2508271789550782,99,-0.0030951154237845915,0.014803453648928553,1.4787672066688538,11.100000000000009,792000,0.8516703158617019,5.86,0.38066283920068505,1.0
324.77,217,1.2590629637241364,100,-0.002531321003334597,0.01433826721739024,1.4798155754804612,11.0,800000,0.8427498811483383,5.79,0.3912484038136092,1.0
334.6,217,1.22983358502388,101,-0.006159159086819272,0.016855729066301138,1.583536404967308,11.0,808000,0.8300486993789673,6.03,0.43958539318614,1.0
347.88,217,1.1872639775276184,102,-0.00456691591112758,0.014964584037661552,1.4986886209249497,12.0,816000,0.8235655808448792,6.62,0.4004869577724131,2.0
353.7,216,1.2160458207130431,103,-0.0019947945974126925,0.016573384520597756,1.5775752389431,13.0,824000,0.8317651629447937,7.12,0.41172383053356404,2.0
355.62,216,1.2388177263736724,104,-0.0041233073460171,0.013616214655339718,1.434495832324028,13.0,832000,0.853390724658966,7.18,0.3974753820228906,2.0
360.67,216,1.2254640328884125,105,-0.005007940217619761,0.017533391499891877,1.6411854672431945,13.0,840000,0.8052203756570816,7.48,0.4747218196008568,3.0
372.0,216,1.24371111035347,106,-0.004165523578412831,0.017913509239442647,1.6477087926864624,13.0,848000,0.8091090148687363,7.83,0.4355893200925596,3.0
366.35,215,1.222115250825882,107,-0.0070576914184493945,0.01725066648796201,1.604452949166298,12.0,856000,0.8131629115343094,7.61,0.4431820424075878,3.0
376.24,215,1.190682828426361,108,-0.00426874264725484,0.014312639231793583,1.4643655323982239,12.100000000000009,864000,0.8333507639169693,7.88,0.4211374817516387,4.0
378.41,216,1.2119950938224793,109,-0.003918619783362374,0.016536155664362014,1.5679284560680389,13.0,872000,0.8138824498653412,8.02,0.42003558512651656,3.0
368.22,216,1.2304974174499512,110,-0.0021470810964819976,0.014407205695752054,1.4703180438280106,13.0,880000,0.8496328157186508,7.8,0.3829747922368588,3.0
376.55,215,1.226330326795578,111,-0.003244160980830202,0.015698732160963118,1.5455686175823211,14.0,888000,0.826995684504509,8.12,0.40920513987835405,3.0
380.87,215,1.1960301172733308,112,-0.013898461995413527,0.01835230956785381,1.6625739902257919,14.100000000000009,896000,0.8205530029535294,8.36,0.47124695838134406,3.0
392.78,215,1.167701907157898,113,-0.004783671069890261,0.022152757942676543,1.8245891112089156,16.0,904000,0.7551971000432968,8.65,0.5163818472377757,3.0
394.35,215,1.1948118090629578,114,-0.0034683611372020094,0.017035042350180447,1.6109276109933852,16.0,912000,0.8204025161266327,8.86,0.4415655885327891,3.0
395.01,215,1.2203309428691864,115,-0.004148111392278224,0.01606087730266154,1.5506915259361267,15.100000000000009,920000,0.841906675696373,8.62,0.3991801633552652,3.0
389.41,215,1.2219862282276153,116,-0.0016810061311116442,0.017884167726151645,1.6597652995586396,15.0,928000,0.8062819343805313,8.36,0.4553123559881312,3.0
391.05,215,1.2054484498500824,117,-0.001199336974241305,0.014682684878353029,1.4918035054206848,14.100000000000009,936000,0.8335242241621017,8.4,0.4062984752655472,3.0
386.51,215,1.2064468896389007,118,-0.004693363584810868,0.019776550238020718,1.7195794129371642,14.0,944000,0.7930895352363586,8.15,0.46161388164249567,3.0
388.59,215,1.2126098561286927,119,-0.00431027443453786,0.018341986713930964,1.6555085253715516,14.0,952000,0.7919081908464431,8.38,0.4619386221437788,4.0
395.56,215,1.2018314862251283,120,-0.008540754535206361,0.020220719701610504,1.7491931080818177,15.0,960000,0.7812603360414505,8.82,0.4908490930206852,4.0
407.87,215,1.2163817501068115,121,-0.004674352791626007,0.019269906524568794,1.7110397458076476,15.0,968000,0.808995178937912,9.32,0.48922996405767555,4.0
418.33,215,1.1601505127549172,122,-0.008367566448869183,0.040261716884560886,1.8719776040315628,17.0,976000,0.7342156225442886,9.7,0.6791288284154264,4.0
420.86,216,1.2066716623306275,123,-0.004367362856282852,0.020541212665848435,1.7694255596399306,17.0,984000,0.7975542205572128,9.82,0.4960155600958721,4.0
428.55,216,1.1745315349102021,124,-0.006419283954892307,0.02151513216551393,1.7874768799543381,17.0,992000,0.7926255470514297,10.01,0.5270887106756591,4.9
444.44,216,1.1864513897895812,125,-0.004833021177473711,0.02032121494412422,1.756274908185005,17.0,1000000,0.7950651079416275,10.53,0.4629534081697407,5.0
435.18,216,1.1333684360980987,126,-0.005768077926186379,0.01813141840044409,1.6649245196580886,16.0,1008000,0.7962147629261017,10.05,0.4369364620816234,5.0
424.46,216,1.1806004285812377,127,-0.0034754023351706563,0.019366589160636067,1.7224103176593781,16.0,1016000,0.7995843416452408,10.02,0.47785680390524976,4.9
431.15,216,1.1610790801048279,128,-0.0038243168995541056,0.02208361379802227,1.845400834083557,16.0,1024000,0.7715224415063858,10.41,0.5216956365420878,5.0
437.07,216,1.1705584084987641,129,-0.004469545594474766,0.020909982537850737,1.7854664957523345,17.0,1032000,0.7943362748622894,10.82,0.4801722859572799,5.0
429.17,216,1.179595023393631,130,-0.00883723890176043,0.022943464634008707,1.852793144583702,17.10000000000001,1040000,0.7783221250772476,10.69,0.5186035048659151,5.0
441.05,216,1.1756241881847382,131,-0.005085589599912055,0.02537171879783273,1.8840043181180954,17.10000000000001,1048000,0.7618525463342667,11.18,0.5403378162861775,5.0
442.04,216,1.1879446589946747,132,-0.00571057354192817,0.016575342062860727,1.5859002548456191,17.10000000000001,1056000,0.8249135166406631,11.15,0.434370634030708,5.0
443.22,216,1.1646210002899169,133,-0.004498513363942038,0.023571512792259455,1.8623943942785264,17.0,1064000,0.7573774147033692,11.03,0.534443388713931,5.0
430.07,216,1.1698689502477646,134,-0.0030894290446303787,0.0215707592247054,1.8101644092798232,16.10000000000001,1072000,0.7424538087844849,10.55,0.4992907679834861,5.9
442.01,216,1.1736783540248872,135,-0.006822099160635844,0.02171904010232538,1.8150810205936432,16.10000000000001,1080000,0.7297976332902908,10.78,0.5264511282088462,5.9
449.9,216,1.1703414607048035,136,-0.005731172809610143,0.019874000865966083,1.7364381510019302,16.10000000000001,1088000,0.7763444143533706,10.66,0.5059347453538959,5.9
452.17,216,1.1562179052829742,137,-0.0035251358337700365,0.020660487986169755,1.7733155643939973,16.10000000000001,1096000,0.7754036122560501,10.79,0.5091664670306522,5.9
468.38,216,1.155148561000824,138,-0.007267304323177086,0.019151160835754126,1.7036289656162262,17.0,1104000,0.7881196397542953,11.14,0.4964709214006391,6.0
484.23,216,1.1809705591201782,139,-0.004997743307612836,0.021900891275145114,1.8245769345760345,17.10000000000001,1112000,0.7600572752952576,11.64,0.5082663971787167,6.0
496.56,216,1.178687196969986,140,-0.005956890493980609,0.02179137086030096,1.8212986427545548,18.0,1120000,0.7404209631681442,12.02,0.5175331219784092,6.9
488.24,216,1.161384596824646,141,-0.005139031832222827,0.018648101841099562,1.6871669965982437,18.0,1128000,0.8050813698768615,11.71,0.48406678571776746,6.9
477.72,217,1.0716890153707936,142,-0.011141082912181445,0.02503790145739913,1.870267162322998,16.10000000000001,1136000,0.6877618652582168,11.24,0.6202509078389705,6.0
475.32,216,1.1715851247310638,143,-0.0035319298959802835,0.017899143248796462,1.6475961446762084,16.10000000000001,1144000,0.8173397147655487,11.1,0.44603332075940877,6.0
463.91,216,1.1603713047504425,144,-0.005399109266581945,0.022217398141510785,1.8431706500053406,16.0,1152000,0.7912579917907715,11.03,0.5166001333951475,6.0
450.24,217,1.1750807607173919,145,-0.0036557421123143284,0.021881605023518203,1.8073761284351348,16.0,1160000,0.7802609533071518,10.75,0.5095385245161786,6.0
452.8,217,1.1408086562156676,146,-0.011894742787408177,0.021882149456068874,1.8194281113147737,16.0,1168000,0.7560563051700592,10.63,0.5402826458138098,6.0
461.66,217,1.162654470205307,147,-0.004912837158772163,0.019758873460814355,1.7314704102277756,17.0,1176000,0.7896932852268219,11.06,0.50813595075007,6.0
469.15,217,1.1999870669841766,148,-0.004052896247449098,0.021012528096325696,1.779266362786293,17.0,1184000,0.788384570479393,11.4,0.4862615203775414,6.9
473.3,217,1.1919125950336455,149,-0.005257003220613114,0.021105158417485656,1.8057962799072265,17.0,1192000,0.7913731235265732,11.43,0.5481764940934015,6.0
483.47,217,1.1374220216274262,150,-0.005682590422802605,0.02327640667092055,1.8737023854255677,18.0,1200000,0.7519762241840362,11.57,0.5502579819115696,6.0
482.13,218,1.1269576054811479,151,-0.0035393725999165325,0.02070229739882052,1.7701195192337036,18.0,1208000,0.7955732989311218,11.77,0.5235600756046793,6.0
483.09,218,1.1536433959007264,152,-0.002637288968544453,0.019274609461426735,1.7148565953969956,19.0,1216000,0.7994168132543564,11.99,0.5057313947011061,6.0
487.39,217,1.152338401079178,153,-0.005169529746926855,0.01892515260260552,1.700025376677513,19.0,1224000,0.7874494206905365,12.43,0.5099776194644082,6.0
494.81,218,1.1206717932224273,154,-0.00860694990027696,0.024400293421931566,1.9282682931423187,19.0,1232000,0.7469510918855667,12.74,0.5908091921585868,6.9
498.97,218,1.1364016461372375,155,-0.006724764039827278,0.021351408511400223,1.7911086666584015,19.0,1240000,0.7861686491966248,12.91,0.5355223719587502,7.0
503.1,218,1.0644706976413727,156,-0.012447159326984546,0.024709086995571852,1.9324692940711976,19.0,1248000,0.7724168527126313,13.1,0.6070985555095665,7.0
518.3,218,1.0758077116310596,157,-0.01118058806634508,0.0235400657588616,1.8870075589418411,19.10000000000001,1256000,0.7614067500829697,13.38,0.5643735945092009,7.0
462.42,218,0.9694196359813213,158,-0.004369503992202226,0.019408318067435176,1.6822053682804108,19.0,1264000,0.7688732540607452,10.97,0.517306559068033,3.0
469.97,218,1.1130324691534041,159,-0.003203578626271337,0.024276941032148898,1.9164250826835632,19.0,1272000,0.7655829685926437,11.32,0.5847654469483505,3.0
473.18,218,1.1670449542999268,160,-0.005876716461498291,0.022788590313866736,1.8643113005161285,19.10000000000001,1280000,0.776063933968544,11.58,0.5001853474666998,3.0
487.82,218,1.1204068732261658,161,-0.004352720074821264,0.02391523877158761,1.9056243205070496,20.10000000000001,1288000,0.7666679126024246,12.48,0.5193445850845672,3.0
492.74,218,1.1226869267225266,162,-0.005232412423938512,0.025691539677791298,1.9755378127098084,20.0,1296000,0.7284991508722305,12.4,0.5855076476681245,3.0
487.01,218,1.1200223726034164,163,-0.005167547415476292,0.02291686047334224,1.8756559735536575,20.0,1304000,0.7437064808607101,12.31,0.5434854150471129,3.0
526.89,218,1.1361818528175354,164,-0.01062535419361666,0.022903529275208712,1.8685514342784881,20.10000000000001,1312000,0.7796131211519242,13.57,0.5550545880348576,5.9
558.53,218,1.1602470302581787,165,-0.003125550183613086,0.02159468737896532,1.808093260526657,21.0,1320000,0.7945302909612656,14.63,0.5369638700587921,8.0
547.89,218,1.1181691509485245,166,-0.006681308568222449,0.02319481210783124,1.8769047445058822,20.0,1328000,0.7833966052532196,14.08,0.5713676366445974,8.0
538.24,218,1.1382272934913635,167,-0.0032272187546186614,0.025902682803571223,1.988124920129776,18.10000000000001,1336000,0.7141755139827728,13.31,0.5555444020199556,7.0
540.76,218,1.1450205051898956,168,-0.009729483010305557,0.02895276891067624,2.0845156693458557,18.10000000000001,1344000,0.7405735778808594,13.45,0.6073216738177538,7.0
542.69,218,1.1562902987003327,169,-0.002730297354310096,0.025980280647054314,1.9831563556194305,20.0,1352000,0.7234672325849533,13.66,0.5749153363553354,7.0
550.4,218,1.1023965686559678,170,-0.007931153081590309,0.026978035685606302,2.0227152585983275,20.10000000000001,1360000,0.7067583703994751,13.89,0.6239087529319999,8.0
552.69,219,1.1244896310567856,171,-0.009276971340877935,0.025127864656969905,1.9328616046905518,21.0,1368000,0.7518281406164169,14.21,0.598169905191273,8.0
559.5,219,1.1331461316347122,172,-0.00952384921576595,0.027308018933981656,2.0335311925411226,21.0,1376000,0.7322699022293091,14.24,0.5971906683604898,8.0
570.85,219,1.1251255565881728,173,-0.00772475274396129,0.02722531312145293,2.0502192831039427,21.0,1384000,0.715420839190483,14.65,0.5538656099768199,8.0
