PMM:episode_rewards,policy_entropy,clip_fraction,P09:episode_rewards,advantage_norm,grad_norm,P01:episode_rewards,episode_length,value_loss,policy_loss,approx_kl_divergence,explained_variance,fps,frames,epoch_idx
317.25,1.745093695819378,0.138427734375,600.0,15.968719279766082,3.03223073081171,125.0,385.72,0.17048726512584836,-0.005767983129771892,0.002263282497665658,0.69750323779881,230,112640,11
311.75,1.7318695805966855,0.1353271484375,600.0,15.96871938109398,2.502813046458824,125.0,383.53,0.11615414442494512,-0.006316401547883288,0.002164892585347205,0.7500773806124925,230,122880,12
325.75,1.7251865230500698,0.1404541015625,600.0,15.968719398975372,1.9744769471933545,150.0,390.95,0.10696900463663042,-0.0068915275689505505,0.0021783803293376944,0.82754194624722,231,133120,13
315.25,1.7155338436365128,0.1333740234375,575.0,15.96871936917305,2.342642509395253,150.0,386.48,0.12133922774810343,-0.0072390668756270315,0.0021151323847564654,0.7606571421027184,232,143360,14
345.5,1.7119339175522328,0.1462890625,577.5000000000002,15.968719059228897,2.8658497718985636,200.0,391.67,0.14721865698229522,-0.006737530212012644,0.002284803428915776,0.806712331995368,233,153600,15
366.25,1.694293699413538,0.169384765625,625.0,15.968719273805618,2.3383059990530284,200.0,385.14,0.1366203368641436,-0.007121334873954765,0.002675943981285285,0.8480609193444252,233,163840,16
382.0,1.698705393821001,0.1639404296875,652.5000000000002,15.968719410896302,2.52039650821028,222.5,384.58,0.1376477601006627,-0.007591064847292728,0.002451890492125461,0.8623938035219908,234,174080,17
385.5,1.7026124097406865,0.1484130859375,652.5000000000002,15.968719267845154,2.309622759636851,197.5,381.49,0.1571692948229611,-0.006922885881249385,0.0023049552490423102,0.8033772747963667,234,184320,18
397.25,1.7045542560517788,0.116796875,652.5000000000002,15.968719351291657,2.3178001931736696,197.5,392.47,0.13793730987235903,-0.007418772112578154,0.0018703651994658997,0.7543116502463818,234,194560,19
356.75,1.6994127802550794,0.1281494140625,625.0,15.968719232082368,2.0885351819276936,175.0,388.35,0.12122974297963082,-0.007476202504039975,0.0020243069817072945,0.7874910704791546,234,204800,20
358.5,1.713145612180233,0.11962890625,625.0,15.968719244003296,1.9137574455032649,175.0,394.26,0.12109279315918683,-0.007824907617032296,0.0019013841830886023,0.8206747062504292,234,215040,21
348.25,1.7274673260748385,0.1259765625,627.5000000000002,15.968719106912612,1.961643311032222,175.0,393.37,0.13260037174914033,-0.007888140637078322,0.002047607721692931,0.8033713418990374,234,225280,22
363.5,1.7139251500368118,0.1445556640625,650.0,15.96871907711029,2.1028185663046353,197.5,404.29,0.11647686483338475,-0.008494703394535463,0.0022657324202557637,0.8565642956644297,234,235520,23
388.25,1.689100407809019,0.113330078125,650.0,15.968719202280045,2.5352840971518864,222.5,408.49,0.13874797604512423,-0.00781406250098371,0.001863606318557106,0.864917529001832,234,245760,24
413.75,1.6826153516769409,0.163623046875,677.5000000000002,15.968719410896302,1.8855297430078959,225.0,418.49,0.11036525336094201,-0.009404677058773814,0.002560862261316602,0.8727270655333996,234,256000,25
416.75,1.694723756611347,0.145654296875,652.5000000000002,15.968719357252121,2.3208826924536536,250.0,416.79,0.11853398899547755,-0.009032917211879977,0.0022256668362732115,0.850731972977519,235,266240,26
416.75,1.7221364922821523,0.1318115234375,675.0,15.968719279766082,2.023850136083337,225.0,409.78,0.15734788991976528,-0.00915942167666799,0.0020476856119560397,0.8270555384457111,235,276480,27
410.5,1.7358609043061732,0.1129638671875,650.0,15.968719339370727,2.151443968046684,222.5,408.26,0.16941079488024116,-0.008964794968778732,0.0018412364329381287,0.7946031227707863,235,286720,28
390.25,1.7214505881071092,0.1138671875,627.5000000000002,15.968719184398651,2.2208488130833155,150.0,396.36,0.16263001919724046,-0.007904445126769133,0.001886446528976924,0.7697968799620867,235,296960,29
406.75,1.6992985263466835,0.1347412109375,650.0,15.96871936917305,2.072920357878032,172.5,401.69,0.12553554142359644,-0.009250366741616745,0.0021756358744372097,0.8048839788883925,235,307200,30
407.0,1.6848769687116145,0.14814453125,627.5000000000002,15.968719178438187,1.8806232794367594,200.0,407.84,0.10273620539810509,-0.010769001436347025,0.002327000718514991,0.8744114063680172,235,317440,31
414.5,1.6841888956725597,0.1595703125,650.0,15.96871930360794,2.023511006873109,200.0,407.66,0.11965395479928702,-0.010617669748171465,0.002503390880952179,0.849392132461071,235,327680,32
449.5,1.6967834584414958,0.13974609375,675.0,15.96871920824051,1.860679475769595,225.0,420.26,0.09988907549995929,-0.010852812605298823,0.0022551964573725132,0.8279030565172434,235,337920,33
439.0,1.700711739808321,0.1267578125,675.0,15.968719094991684,2.302373924792054,250.0,421.36,0.14832720211707057,-0.010136393623179174,0.0021183488113823232,0.8336660988628865,236,348160,34
445.5,1.6686191216111184,0.172802734375,677.5000000000002,15.968719238042832,1.853189619003733,250.0,426.34,0.10019814886618406,-0.011932200295632356,0.0027924205033744687,0.887939965352416,236,358400,35
447.0,1.6714373983442783,0.14609375,675.0,15.968719327449799,2.0459735000877943,250.0,435.29,0.1339167560916394,-0.011531982762244297,0.002437596284665086,0.8668783474713564,236,368640,36
417.0,1.6879576735198498,0.1331298828125,677.5000000000002,15.968719184398651,2.2828066528917224,250.0,425.63,0.14897796863224358,-0.009895667748060078,0.0022217960995251996,0.8554473102092743,236,378880,37
417.25,1.7027018532156943,0.135302734375,700.0,15.968719172477723,2.3471753813084257,222.5,422.88,0.18772664754651486,-0.008385542308678851,0.0022344027207512494,0.7860907256603241,236,389120,38
435.25,1.6887869544327259,0.1342041015625,725.0,15.968719321489335,2.1343708963167445,222.5,425.34,0.10553872392047196,-0.011212303385036648,0.0022031314190602107,0.9036191508173943,236,399360,39
453.25,1.6827587887644768,0.149755859375,725.0,15.968719273805618,1.925503249688558,222.5,433.09,0.11802758655976504,-0.011930291565386142,0.0024406887518128684,0.9092192154377698,236,409600,40
500.5,1.66408059746027,0.17666015625,750.0,15.968719309568405,1.8672098675492408,225.0,445.91,0.11267468032892794,-0.011356800139765255,0.002896031473619934,0.9048293400555849,237,419840,41
551.25,1.6804099060595035,0.164111328125,777.5000000000002,15.968719267845154,1.8924186942086005,250.0,466.38,0.13733560340479017,-0.012140211294172332,0.0026939253981257396,0.9065962083637714,237,430080,42
550.75,1.6652289733290673,0.1548828125,775.0,15.968719291687012,2.2086851766657896,272.5,464.64,0.15498368362896145,-0.011317992118711118,0.0024950400501441905,0.8613609317690134,237,440320,43
528.75,1.6925437182188035,0.1535400390625,752.5000000000002,15.968719244003296,1.8625298023360077,247.5,458.94,0.13245497026946396,-0.010650461023760726,0.0025063003920425854,0.8805657625198364,237,450560,44
532.5,1.6973597504198552,0.133447265625,752.5000000000002,15.968719333410263,2.0333068727533785,250.0,452.58,0.13884999370202422,-0.011396608537324937,0.0022338736974464495,0.8939067270606756,237,460800,45
508.5,1.6881020702421665,0.15458984375,750.0,15.968719005584717,1.6155418781556512,275.0,445.48,0.09896533074788749,-0.013255623973964247,0.0025477794093606817,0.9088749971240759,237,471040,46
509.75,1.7067687943577767,0.1308837890625,725.0,15.96871930360794,1.983920654150521,275.0,455.91,0.1501532842637971,-0.011260077014594572,0.0021700281687120106,0.8618229601532221,237,481280,47
510.25,1.688248483836651,0.15166015625,750.0,15.968719363212585,1.895289823649361,250.0,448.37,0.15602972605265678,-0.011406332778278738,0.002454282782719321,0.8541599370539188,237,491520,48
484.5,1.67999612018466,0.1537353515625,750.0,15.968719297647477,1.9410340541717837,250.0,443.37,0.16896395538933576,-0.010567009510123172,0.0024292455161233793,0.818973233550787,237,501760,49
498.25,1.676524218916893,0.1637451171875,775.0,15.968719220161438,1.7318899742540546,250.0,455.92,0.09269818735774607,-0.013176640024539665,0.0026142423862896558,0.9166688993573189,237,512000,50
503.25,1.6953933872282505,0.174853515625,777.5000000000002,15.968719285726547,1.6951657762517969,250.0,449.11,0.10973186423070729,-0.012480830258118658,0.0027134295861517945,0.8902457650750876,237,522240,51
536.0,1.6828853495419025,0.1725341796875,827.5000000000002,15.968719297647477,1.7659880942370325,275.0,462.63,0.11552719252649694,-0.012853005601937185,0.002697836063385086,0.909527775272727,237,532480,52
543.25,1.68296861872077,0.1492919921875,827.5000000000002,15.968719178438187,1.889684763723776,275.0,476.45,0.15726076420396568,-0.01106212896775105,0.0022950504570193207,0.8762134786695241,237,542720,53
552.5,1.6849038809537888,0.151806640625,800.0,15.968719166517257,1.776862981661063,275.0,480.54,0.12244483940303326,-0.012983598255959804,0.00259867869821197,0.8851289290934801,237,552960,54
533.5,1.7007254645228387,0.1334716796875,800.0,15.968719244003296,1.7486803522358656,275.0,475.56,0.13609854008536787,-0.01241456899952027,0.002214648487131686,0.8690490949898958,237,563200,55
517.75,1.6998456597328186,0.1416259765625,775.0,15.968719148635865,1.9535592975746343,272.5,476.02,0.13240521533880384,-0.011414220922233653,0.0023594395423063657,0.8990440405905247,237,573440,56
537.5,1.6661330692470073,0.1509521484375,777.5000000000002,15.968719452619553,2.043039791999579,275.0,464.28,0.1232223776401952,-0.012180549138793139,0.0023884638583698036,0.9063424866646528,237,583680,57
513.0,1.6744434177875518,0.134228515625,752.5000000000002,15.968719285726547,2.2556330952254102,275.0,457.63,0.18153747897595168,-0.010001869098050519,0.002143205784455256,0.8626589801162481,237,593920,58
517.5,1.6835695318877697,0.1470947265625,777.5000000000002,15.968719291687012,1.950276768723445,275.0,463.41,0.11522340604569763,-0.013196768270427128,0.002559365097545489,0.9111759390681982,237,604160,59
525.5,1.6619631566107274,0.1795654296875,777.5000000000002,15.968719285726547,1.7439094278864027,275.0,462.48,0.08537637272384017,-0.012837651225709124,0.002887688012106423,0.9457498822361231,237,614400,60
522.0,1.6792413681745528,0.1341552734375,775.0,15.968719351291657,1.9737492725645367,275.0,458.15,0.16532605048269033,-0.011970836210093695,0.002243429781129058,0.8987337559461593,237,624640,61
527.0,1.6730919428169728,0.159814453125,775.0,15.968719387054444,2.0843107394712725,275.0,463.49,0.1022600322496146,-0.012232980097905966,0.0025101347055400355,0.9138899277895689,237,634880,62
554.75,1.6624006867408752,0.1646484375,800.0,15.968719273805618,1.8268188189453656,300.0,466.69,0.14280415701214225,-0.01208197754349385,0.0025093082066408564,0.9163162626326085,237,645120,63
557.5,1.667060574144125,0.1616455078125,800.0,15.968719327449799,1.8706558602497125,300.0,460.84,0.14875605097040534,-0.012646236078580841,0.0025664188476415342,0.909844046458602,237,655360,64
567.25,1.6901447765529156,0.141845703125,775.0,15.968719166517257,1.8219623107371306,322.5,459.03,0.10126637427601963,-0.012842364885727875,0.0022047411084034187,0.9219832427799701,237,665600,65
604.5,1.6728284120559693,0.1454345703125,777.5000000000002,15.968719345331191,1.9946754637216277,300.0,459.39,0.25489197892602533,-0.012977972705994035,0.0022664867683036996,0.8636325921863317,237,675840,66
619.0,1.6861116357147694,0.1528564453125,800.0,15.968719297647477,2.1481639216355637,322.5,467.22,0.17017425056546925,-0.011685035863047233,0.002540247686295355,0.8913902141153812,237,686080,67
623.5,1.6755800895392894,0.1415283203125,800.0,15.968719214200974,2.1116373414509395,325.0,470.89,0.20284668472595513,-0.011695385024722782,0.002224390187462022,0.8523150783032178,237,696320,68
640.75,1.6796377390623092,0.157763671875,800.0,15.9687191426754,1.8327410756840632,322.5,472.44,0.1198297506896779,-0.012300231035260368,0.002543559308287817,0.9032706193625927,237,706560,69
601.0,1.6808782324194909,0.15244140625,800.0,15.968719273805618,1.9020379606195192,300.0,471.03,0.12829073842149227,-0.012525043469941011,0.002563286589293353,0.8988033078610898,237,716800,70
602.0,1.6775648087263106,0.1441650390625,800.0,15.968719339370727,1.7372255993117176,322.5,471.62,0.11811015701387077,-0.013476642726891442,0.00237937551628447,0.9098550926893949,237,727040,71
592.5,1.6832548633217812,0.15048828125,775.0,15.968719226121902,1.7789800436587289,325.0,464.78,0.14151198344770818,-0.01298126825131476,0.0023892888925050237,0.8987487282603979,236,737280,72
589.5,1.688383163511753,0.135107421875,775.0,15.968719321489335,1.6102732459388378,325.0,474.0,0.1393404068192467,-0.012505475089710671,0.002113687287919984,0.8978458561003209,236,747520,73
606.0,1.6793889425694943,0.162158203125,777.5000000000002,15.96871936917305,1.6711951736408075,347.5,484.5,0.11424945327453315,-0.013651850396126975,0.0026387133563506022,0.9114626109600067,236,757760,74
617.25,1.682528118789196,0.13388671875,855.0000000000005,15.96871919631958,1.8670287570562543,372.5,499.6,0.1805354652926326,-0.011895726006332551,0.002302874599320446,0.8663085833191871,236,768000,75
634.25,1.6777012333273889,0.14892578125,902.5000000000001,15.968719309568405,1.8547979250908952,372.5,500.42,0.15525169945321976,-0.012482972634461475,0.002315423266509541,0.8858644586056471,236,778240,76
652.25,1.6732819974422455,0.1488525390625,925.0,15.968719345331191,1.9155279862093628,370.0,507.52,0.14179831319488584,-0.011896676931064576,0.0023898634609852997,0.908948041126132,236,788480,77
668.5,1.6623563654720783,0.1510498046875,855.0000000000005,15.968719178438187,1.7025016871767822,375.0,516.86,0.07335307656321674,-0.013303908240777674,0.0023852226933971494,0.9593686476349831,236,798720,78
670.75,1.6837801478803158,0.1541259765625,827.5000000000002,15.968719214200974,1.7661576551081624,400.0,521.85,0.2867673846427351,-0.012594630159219378,0.0024668955745258507,0.8626702073961496,236,808960,79
705.5,1.6699456743896008,0.141943359375,825.0,15.968719315528869,2.119645629788292,425.0,513.07,0.1633863171329722,-0.012390592963129166,0.002228077552422597,0.9276478152722121,236,819200,80
711.0,1.67251296043396,0.13359375,825.0,15.968719375133514,1.935043477924068,422.5,514.88,0.14408491030335427,-0.011576563597918721,0.0023046942912631737,0.9246125005185604,236,829440,81
695.75,1.6739789359271526,0.154833984375,802.5000000000002,15.968719178438187,2.0688097870091338,400.0,522.74,0.14939206039998681,-0.012863448873031303,0.0024649390481957796,0.9099241722375154,236,839680,82
657.0,1.6702117398381233,0.1598388671875,800.0,15.968719333410263,2.0391515712474484,347.5,505.28,0.1956760891713202,-0.01127681436119019,0.002542714135666175,0.8917726952582598,236,849920,83
621.5,1.6766380742192268,0.162890625,800.0,15.968719166517257,1.9351113151688246,300.0,497.83,0.14846071864012628,-0.013809973948082189,0.0024988644435328068,0.9089950777590274,236,860160,84
612.75,1.6615181021392345,0.1584228515625,800.0,15.968719363212585,1.9344697774548743,322.5,502.19,0.16665310547687112,-0.013239678197351168,0.002538926909767595,0.9050457451492548,236,870400,85
612.25,1.6695949010550977,0.16533203125,800.0,15.968719375133514,1.8086090916644983,322.5,503.08,0.1357293885666877,-0.012646149077045265,0.00256350359391067,0.9181380782276392,236,880640,86
705.5,1.6800775192677975,0.157275390625,827.5000000000002,15.968719255924224,2.0717497609336326,350.0,512.07,0.45677950538229195,-0.011160804350220132,0.0023895134533180196,0.8232144970446825,236,890880,87
714.0,1.6667241424322128,0.1185546875,827.5000000000002,15.968719244003296,2.0561944076181056,350.0,515.4,0.2448480715509504,-0.009464481012764736,0.0018443844016249814,0.8509997971355915,236,901120,88
710.75,1.6541181087493897,0.1502685546875,825.0,15.968719136714935,1.9643194186543593,350.0,516.35,0.1013030961388722,-0.012156934299855492,0.002327860717764796,0.9398259233683348,236,911360,89
733.25,1.6630075097084045,0.151220703125,850.0,15.968719255924224,1.8768979982303335,350.0,528.61,0.11116465737577527,-0.013049550449068192,0.0024906779366123096,0.9372563485056162,236,921600,90
742.5,1.6603382498025894,0.1490966796875,850.0,15.968719184398651,1.9179981946119955,397.5,532.25,0.1292200844734907,-0.01227261813255609,0.002332204594722815,0.922297653183341,236,931840,91
712.75,1.6724443323910236,0.172705078125,852.5000000000002,15.968719226121902,1.7420910029392158,400.0,535.71,0.1177536801667884,-0.013177446770714595,0.002807895943397265,0.9298925586044788,236,942080,92
715.25,1.6842342980206013,0.1295654296875,852.5000000000002,15.968719267845154,2.0955374256454427,375.0,539.67,0.39385134894400836,-0.011506252385152039,0.0020289661843892995,0.8521914035081863,236,952320,93
784.5,1.673378537595272,0.1414306640625,875.0,15.968719154596329,2.2165009984578856,400.0,548.17,0.4612260503927246,-0.01185043888835935,0.0023134278886462597,0.8125392276793718,236,962560,94
764.75,1.6485679045319557,0.14072265625,852.5000000000002,15.968719267845154,1.907991265397492,375.0,544.92,0.14130761628039182,-0.01315686274538166,0.0022701940318259834,0.9376478303223849,236,972800,95
741.5,1.6657162584364413,0.153759765625,850.0,15.968719327449799,1.892812914375082,375.0,546.05,0.14358573593199253,-0.011997066072217422,0.00255985458729844,0.9410878743976354,236,983040,96
715.0,1.6583819903433323,0.1454345703125,825.0,15.96871913075447,1.8969856835344856,375.0,540.86,0.1348851547576487,-0.011674108481383883,0.0022478001303742187,0.932586258277297,236,993280,97
823.75,1.6863760404288768,0.10791015625,905.0000000000003,15.968719226121902,2.4809760217909997,372.5,545.08,0.986225794069469,-0.010604368767235427,0.0017031042011811525,0.6889005560427904,235,1003520,98
818.5,1.689742875099182,0.1264404296875,1002.5000000000002,15.968719238042832,2.2984415424197597,397.5,548.26,0.5065243243006989,-0.009859797399985836,0.0019726667372995743,0.8280797012150287,235,1013760,99
850.5,1.683771787583828,0.1357666015625,1045.0000000000016,15.968719124794006,2.203825128543115,397.5,549.29,0.5245954083511606,-0.010359635164786597,0.002246191147526445,0.8535088296979666,235,1024000,100
857.0,1.6799379922449589,0.16474609375,1232.5000000000007,15.96871920824051,2.1540696106055512,400.0,538.3,0.3320678988471627,-0.011784686759347096,0.0023792336133968248,0.8806651659309864,235,1034240,101
863.25,1.6912935547530652,0.156005859375,1052.5000000000023,15.968719148635865,1.9214659159041532,372.5,541.9,0.17371134397108107,-0.011711154608565266,0.0023729602890856026,0.9123345609754324,235,1044480,102
770.0,1.6790134988725185,0.1439453125,1000.0,15.968719428777694,1.910254697823019,400.0,547.22,0.15443629757501184,-0.012569387624535012,0.0023296733789951,0.9226327713578939,235,1054720,103
771.75,1.6727490462362766,0.1332763671875,977.5000000000002,15.968719291687012,2.2617100771136918,400.0,549.76,0.49123713742010294,-0.010246637135060155,0.002137712280728319,0.8542516343295574,235,1064960,104
785.0,1.6692850023508072,0.1328857421875,977.5000000000002,15.968719273805618,1.7274364985301482,400.0,552.11,0.11823173193261027,-0.013636802519613411,0.0020726101731273383,0.9421221870929003,235,1075200,105
884.5,1.6727207392454146,0.1232666015625,1232.5000000000007,15.968719393014908,2.6510735120768705,422.5,564.36,0.9897875109687447,-0.010601184078041115,0.0018836500799014437,0.7823741253465414,235,1085440,106
883.0,1.6798321947455406,0.1231689453125,1232.5000000000007,15.96871926188469,2.0297831681824574,425.0,562.04,0.15809452724643053,-0.012240832930547185,0.002016437703685206,0.9061344940215349,235,1095680,107
900.75,1.678478854894638,0.1320556640625,1302.5000000000002,15.968719321489335,2.5287351718144024,400.0,550.79,0.5483929632464424,-0.01148156534836744,0.0021460197112108618,0.829707782715559,235,1105920,108
963.5,1.6693607203662395,0.145458984375,3650.0,15.968719327449799,2.2595337908871307,400.0,558.2,0.43213079394772647,-0.010565082410903415,0.002368894031815504,0.8315709490329027,235,1116160,109
880.5,1.6731358245015144,0.1521728515625,977.5000000000002,15.968719053268433,1.8831489579076426,400.0,555.47,0.1218733634101227,-0.012983938786783255,0.002566834045433367,0.9425612095743418,235,1126400,110
829.25,1.680227978527546,0.1373291015625,830.0000000000005,15.968719238042832,1.9246833332511961,397.5,546.97,0.48663180763833225,-0.01083770209515933,0.002099785008636284,0.8608396489173173,235,1136640,111
809.25,1.674317578226328,0.135009765625,885.0000000000008,15.968719112873078,2.2436707572826142,397.5,543.18,0.4919172634370625,-0.011416005597857293,0.0021022716279620103,0.8489789523184299,236,1146880,112
880.25,1.6668639391660691,0.1470703125,980.0000000000005,15.968719166517257,2.1173095530121104,400.0,566.78,0.2923651072778739,-0.012811103376952815,0.0022903444673378205,0.9169987734407187,236,1157120,113
852.0,1.655451998859644,0.1470703125,867.5000000000015,15.968719315528869,1.984675421256775,425.0,568.16,0.3395076953340322,-0.012582706885768857,0.002716582484572725,0.871408561989665,236,1167360,114
928.5,1.6483328856527806,0.122509765625,1052.5000000000023,15.968719160556793,2.8166748224061173,425.0,565.86,0.7197682018624618,-0.011325947484510834,0.0019264911576218145,0.8294136967509985,236,1177600,115
953.75,1.6633723668754101,0.1416015625,1302.5000000000002,15.968719297647477,1.9089287816024068,450.0,573.26,0.13649952256819234,-0.013951196169000469,0.0023542441847954,0.940221705660224,236,1187840,116
1042.0,1.6509371474385262,0.1192626953125,1567.5000000000205,15.968719136714935,2.394169063379991,450.0,573.18,0.5825624981196598,-0.011183580599026754,0.00203392037119587,0.8522420436143875,236,1198080,117
1084.5,1.6701736159622669,0.1294677734375,3782.5000000000027,15.96871913075447,2.7675313127171615,475.0,580.05,0.6952677709981799,-0.011172853279276751,0.00203412128267957,0.8357657626271248,235,1208320,118
1102.75,1.665674064308405,0.1464599609375,4075.0,15.968719148635865,2.1294243575069673,475.0,574.25,0.35077643089462074,-0.010892604156833841,0.0024698686867171255,0.8814529065042734,235,1218560,119
1087.75,1.6434550270438195,0.1609619140625,1690.0000000000227,15.968719285726547,2.0894459762487374,497.5,574.48,0.314629650558345,-0.012258209405263187,0.0026165498663775514,0.9179987661540508,235,1228800,120
1207.5,1.6505895361304284,0.12451171875,4075.0,15.968719232082368,4.347327084401334,525.0,587.99,1.0859204890439287,-0.00939403535812744,0.0019361377318890152,0.7612347703427076,235,1239040,121
1346.5,1.6445753946900368,0.118896484375,4077.5000000000005,15.96871930360794,2.785238248856541,525.0,594.82,0.8294958664337173,-0.0119516000704607,0.0020379613760954677,0.8379263456910848,235,1249280,122
1248.75,1.672173161059618,0.135791015625,4075.0,15.968719297647477,1.9546829002445159,500.0,595.3,0.2858893555821851,-0.013314510402778978,0.002179989934109308,0.8896480541676283,235,1259520,123
1227.5,1.6732558019459247,0.1186279296875,4052.5,15.968719351291657,2.3737285088766904,495.0,587.64,0.4136185681913048,-0.009780819131265162,0.0017772500012600337,0.8721944816410542,235,1269760,124
1235.0,1.6641526475548745,0.148876953125,4027.5000000000005,15.968719309568405,1.978613361100518,497.5,595.85,0.2975714588072151,-0.012142268670504563,0.0022703028955223447,0.9090539913624525,235,1280000,125
1267.0,1.6616083949804306,0.130517578125,4052.5,15.96871930360794,2.696780823591065,497.5,601.31,0.48194906511344016,-0.010136072318346123,0.002135128868849604,0.8524260934442282,235,1290240,126
1134.5,1.6671713232994079,0.112890625,3735.000000000001,15.968719226121902,2.8104057738681125,475.0,595.12,0.6698016043286771,-0.009836331677433918,0.0018023766987769814,0.8130792614072562,235,1300480,127
1217.0,1.6380751833319664,0.13544921875,4102.5,15.968719053268433,2.694282514422569,472.5,601.76,0.9123293097363785,-0.011212515120132594,0.002102439221414755,0.7883220259100199,235,1310720,128
1239.0,1.6424293875694276,0.1296630859375,4102.5,15.968719244003296,1.9009734939118892,475.0,616.44,0.3320933300885372,-0.011460927659936716,0.0024184437332909078,0.9195848267525435,235,1320960,129
1296.0,1.6389735586941243,0.13037109375,4152.5,15.968719279766082,3.0558189572317227,472.5,628.13,0.5498612490249798,-0.010928847466857405,0.0021035249732452355,0.85479786247015,235,1331200,130
1287.25,1.6477898702025413,0.1643310546875,4152.5,15.968719083070756,2.178175923834625,450.0,625.99,0.34140830085380003,-0.011929328517726389,0.0026827852108457085,0.8948744870722294,235,1341440,131
1424.75,1.641056840866804,0.130859375,4232.500000000001,15.968719255924224,3.2007859024699363,472.5,635.42,1.194271660503,-0.009005504191372892,0.0019008082165558834,0.7585001938045025,235,1351680,132
1407.25,1.6338825277984141,0.1310546875,4202.5,15.968719279766082,3.541639961120829,475.0,632.29,0.6373746359255165,-0.009908678351712297,0.002219274477159013,0.8389140065759421,235,1361920,133
1507.5,1.621931266784668,0.1432861328125,4232.500000000001,15.968719267845154,5.414841896204616,497.5,637.29,1.1031593288877048,-0.008988829595364223,0.0020959044457075616,0.7799824055284261,235,1372160,134
1536.25,1.6360882610082625,0.1297119140625,4342.500000000002,15.968719178438187,4.33613191474876,500.0,642.81,0.8683014881331473,-0.009368702025676611,0.0020270966594526712,0.8299793567508459,235,1382400,135
1718.0,1.6356420531868934,0.13173828125,4557.500000000001,15.96871926188469,2.743687198871887,672.5,658.88,0.4614366656867787,-0.010928082697500941,0.0023877218796545616,0.907435467466712,235,1392640,136
1779.75,1.63863892480731,0.1278564453125,4575.0,15.968719279766082,3.985575388828785,650.0,659.28,0.8556426296010613,-0.009644792037579463,0.002064359376618423,0.8255947235971689,235,1402880,137
1740.5,1.6425535351037979,0.11220703125,4575.0,15.968719315528869,3.575227649462749,547.5,653.73,0.9171138579957188,-0.009364388267931645,0.0021326473119760046,0.800584115833044,235,1413120,138
1898.5,1.6424059875309467,0.105712890625,4575.0,15.968719232082368,4.805673629696391,697.5,677.93,1.3539656756562182,-0.009268993601290276,0.0017325629584550705,0.8090302083641291,235,1423360,139
1918.0,1.640036091208458,0.148095703125,4580.0,15.968719226121902,3.1139533526555896,697.5,691.54,0.48392493958817795,-0.011612025686190464,0.0021992410411942943,0.8878721352666616,235,1433600,140
1809.0,1.6472549721598626,0.114501953125,4575.0,15.968719309568405,4.669171147726881,722.5,681.66,1.088215456076432,-0.00993732543756778,0.0018055937818988357,0.8125572960823775,234,1443840,141
1760.75,1.6545368775725364,0.1237060546875,4575.0,15.9687191426754,2.6242659446954724,500.0,673.01,0.35387644032016397,-0.009745902285794727,0.0019902631387597636,0.8743039350956678,234,1454080,142
1770.0,1.6501942992210388,0.1163818359375,4577.5,15.968719202280045,3.5820260149911247,450.0,676.88,1.0429021982708946,-0.009601014483996551,0.0018109513150878285,0.8196981977671385,234,1464320,143
