frames,approx_kl_divergence,policy_entropy,PMM:episode_rewards,epoch_idx,explained_variance,fps,P01:episode_rewards,value_loss,grad_norm,P09:episode_rewards,clip_fraction,episode_length,policy_loss,advantage_norm
327680,0.002490915545581629,1.6642781428992748,151.0,32,-1.899898052215576e-08,421,25.0,0.010644964466337115,0.05391178924097351,300.0,0.199853515625,325.92,-0.001405748419711017,15.968717795610427
337920,0.003128959348839544,1.6509173847734928,155.25,33,-8.940696716308593e-09,421,25.0,0.006939094891276909,0.05398981954589769,300.0,0.2337646484375,330.61,-0.001005022644676501,15.968717050552367
348160,0.0040498193725682086,1.670913153886795,121.75,34,-1.3411045074462891e-08,421,0.0,0.0054348606359051034,0.049181061316462195,250.0,0.2703857421875,324.38,-0.0011308416360407136,15.96870352625847
358400,0.0034342647326866425,1.6736255146563053,102.5,35,2.6077032089233397e-09,421,0.0,0.00619550413948673,0.051358769877465474,200.0,0.26259765625,313.4,-0.0015441416944668163,15.968717455863953
368640,0.0033973872833485074,1.7202353380620479,113.25,36,-1.862645149230957e-09,422,22.500000000000007,0.008508111798255414,0.052745620808155966,200.0,0.2444580078125,312.57,-0.0012164662839495577,15.968717366456985
378880,0.0034193158839684657,1.7237969689071178,133.75,37,-2.9802322387695314e-09,422,25.0,0.008184736513067037,0.0508249462140696,302.5000000000002,0.2502685546875,324.19,-0.0012816570822906214,15.968717634677887
389120,0.0029624343070508985,1.7028496503829955,166.0,38,-1.2665987014770507e-08,422,25.0,0.010202496730562416,0.052827050910214314,327.5000000000002,0.229296875,338.2,-0.0018188812409789534,15.968717449903489
399360,0.003431178095411269,1.6781690381467342,157.75,39,-6.332993507385254e-09,422,25.0,0.008445617911684166,0.05432381884972513,325.0,0.25126953125,336.94,-0.0013674305977474433,15.968717390298844
409600,0.00321670658632911,1.645239243656397,143.75,40,-8.195638656616212e-09,422,25.0,0.007505974635887469,0.05183336992819566,250.0,0.2457763671875,327.38,-0.0007890116443377337,15.968716937303544
419840,0.003503413311773329,1.6697419084608556,132.25,41,1.4901161193847657e-09,423,25.0,0.008389970633288613,0.05406362020757881,227.5000000000002,0.282421875,317.41,-0.0015409041152452119,15.968717658519745
430080,0.0030372488746479576,1.636748767644167,131.5,42,4.470348358154297e-09,422,25.0,0.009402201020202483,0.05265790098589681,250.0,0.2236083984375,320.3,-0.001218392074224539,15.968717420101166
440320,0.0025863717843833457,1.5861748039722443,154.75,43,-2.644956111907959e-08,423,25.0,0.011087951550143771,0.0539212094823861,325.0,0.2030029296875,331.47,-0.0011411329345719424,15.968717741966248
450560,0.002617677917328365,1.5902242556214332,169.5,44,-5.587935447692871e-09,423,25.0,0.011581529324394069,0.05332256185226382,325.0,0.1794921875,337.08,-0.0015598203179251868,15.968717789649963
460800,0.002726939810509066,1.5995775200426579,195.25,45,2.2351741790771484e-09,423,50.0,0.011864260094080236,0.05756175182411407,350.0,0.209912109375,342.63,-0.0013246975428046425,15.968717843294144
471040,0.00297690431974047,1.5790386572480202,220.25,46,2.1979212760925294e-08,423,50.0,0.012232034906264743,0.0579945995748334,477.5000000000002,0.2504150390625,340.2,-0.0018104773451341316,15.968717962503433
481280,0.0023723407998772926,1.6264544419944287,241.25,47,-1.7881393432617187e-08,423,75.0,0.013602518397965469,0.05592389989354964,575.0,0.178466796875,340.44,-0.0011620109558862167,15.968717843294144
491520,0.0029241796971064106,1.684205784648657,250.0,48,-7.078051567077636e-09,424,75.0,0.010921121264982504,0.05515995126216798,577.5000000000002,0.2067626953125,347.16,-0.0011692399260937237,15.96871777176857
501760,0.00323554782953579,1.6808794774115086,237.0,49,7.078051567077636e-09,424,72.50000000000001,0.011594031263393844,0.05673959252507786,507.5000000000006,0.238671875,353.93,-0.0011689954699249938,15.96871770620346
512000,0.002644371424514702,1.620597878843546,250.25,50,-1.0058283805847169e-08,424,72.50000000000001,0.014580338157247751,0.05583018185652531,575.0,0.1956787109375,367.92,-0.0015623098086507525,15.968717944622039
522240,0.0024364295094528644,1.578945429623127,251.5,51,8.568167686462402e-09,424,75.0,0.013960597157711164,0.05477361928552321,505.00000000000045,0.1809326171875,367.08,-0.0011305070322123357,15.968717753887177
532480,0.0025623512359629784,1.6144972987473012,273.5,52,6.332993507385254e-09,424,100.0,0.013344291262183106,0.05561060580177023,552.5000000000002,0.203466796875,368.51,-0.0016493438615725609,15.96871777176857
542720,0.0027444069626199052,1.6906292915344239,244.5,53,-1.1175870895385742e-09,424,100.0,0.011692476699499821,0.054931637309697114,425.0,0.205615234375,357.08,-0.001250525302020833,15.968717551231384
552960,0.0024316705358444326,1.6330177396535874,230.5,54,-1.6391277313232423e-08,424,100.0,0.012297377415961819,0.052765992813009054,375.0,0.19033203125,356.54,-0.0012794606107490835,15.96871777176857
563200,0.003248692822990051,1.601867002248764,207.0,55,-2.6822090148925782e-08,424,72.50000000000001,0.008909077612770488,0.05276883826527563,375.0,0.2630126953125,347.5,-0.0017065555606677663,15.968717747926712
573440,0.0034387483534601415,1.6326308257877826,206.25,56,-9.685754776000977e-09,424,50.0,0.011587263106775936,0.05323059357592298,430.0000000000004,0.2255126953125,344.9,-0.0017819732263888,15.968717831373215
583680,0.0029736062533686435,1.585047010332346,187.5,57,-2.2724270820617674e-08,424,50.0,0.00980888237063482,0.05231868523457499,375.0,0.213818359375,340.02,-0.0015835492784390226,15.968717843294144
593920,0.0027666472268776943,1.6216265104711056,193.75,58,1.601874828338623e-08,424,50.0,0.010134687027311884,0.05229252116198503,352.5000000000002,0.219580078125,343.17,-0.0015156453060626517,15.96871787905693
604160,0.003757435039824486,1.6351671047508716,167.75,59,-4.470348358154297e-09,423,47.50000000000001,0.007600321016434463,0.05075666062849278,252.50000000000023,0.2739501953125,338.96,-0.001222009869889007,15.96871754527092
614400,0.0030765338583080394,1.7170321501791477,170.25,60,1.1920928955078126e-08,421,25.0,0.00986939323356637,0.05619866690812816,325.0,0.23779296875,336.16,-0.0010978534439345822,15.968717563152314
624640,0.0026192055447609164,1.6916864700615406,159.25,61,3.3527612686157227e-09,421,25.0,0.009040323105364224,0.054791429375425214,302.5000000000002,0.1961669921875,331.56,-0.0005258658915408887,15.96871777176857
634880,0.003240095007521404,1.618134155869484,178.25,62,-2.458691596984863e-08,421,25.0,0.008762981268773729,0.05402773549776681,452.50000000000017,0.2560302734375,336.67,-0.0014875856701110023,15.968717795610427
645120,0.003520548496351239,1.6545523896813392,159.0,63,-2.3096799850463868e-08,421,25.0,0.007125993154261323,0.049766932201210055,325.0,0.2823974609375,333.4,-0.00211059373759781,15.968716609477998
655360,0.003348939593263367,1.6291195400059224,141.5,64,-8.195638656616212e-09,420,22.500000000000007,0.006681004043706196,0.04749416695804794,302.5000000000002,0.2281005859375,328.71,-0.0015114288849872536,15.968715178966523
665600,0.0038412523342230996,1.6443595424294473,128.0,65,-2.9802322387695314e-09,420,0.0,0.008259798247127036,0.053001522463363225,252.50000000000023,0.2976806640625,325.4,-0.0020615330209693638,15.968717497587203
675840,0.0037276606083850084,1.6111353844404221,144.75,66,-1.862645149230957e-09,419,0.0,0.008782453870026075,0.05209793558248382,430.0000000000004,0.267333984375,328.29,-0.001704246633016737,15.968717283010482
686080,0.00337350840988222,1.6210804477334022,149.75,67,3.7252902984619143e-10,416,0.0,0.007656606245109288,0.05249271945477778,290.0000000000013,0.2662109375,330.59,-0.0017284307774389162,15.968717736005782
696320,0.0031582358052219205,1.6950801469385623,159.75,68,7.078051567077636e-09,413,22.500000000000007,0.008513033711278695,0.0529533932678267,477.5000000000002,0.2632568359375,329.46,-0.0012151190559961833,15.968717843294144
706560,0.0029006104075278926,1.7329786218702794,152.0,69,2.0861625671386717e-08,410,22.500000000000007,0.010556222357263324,0.05328435373377075,277.5000000000002,0.230712890625,327.74,-0.0007520191677031108,15.96871782541275
716800,0.0029229735918079314,1.7338487826287747,175.75,70,2.2351741790771484e-09,405,47.50000000000001,0.011665981918849867,0.05688529097697017,402.5000000000002,0.2201171875,333.08,-0.0011064052865549455,15.968717801570893
727040,0.0030265705550391432,1.6917614474892617,201.75,71,1.0430812835693359e-08,394,50.0,0.012398400786332786,0.05558215523766188,402.5000000000002,0.24384765625,337.95,-0.0015914946092379979,15.968717670440673
737280,0.002430958677871331,1.6059331387281417,241.5,72,3.7252902984619143e-10,382,75.0,0.014383550125421607,0.05256476542207863,500.0,0.1787109375,347.88,-0.0007856200238165912,15.968717813491821
747520,0.0022395640574814023,1.6148114927113055,274.25,73,-1.2665987014770507e-08,372,122.5,0.01297855610755505,0.0530133716282048,527.5000000000002,0.177099609375,360.36,-0.0008031670535274315,15.968717795610427
757760,0.0021743448666256882,1.6491360500454904,294.0,74,-2.6822090148925782e-08,362,150.0,0.01399414873940259,0.05556567099124182,527.5000000000002,0.1559814453125,375.33,-0.00132058034723741,15.968717795610427
768000,0.002960199438331301,1.6729175195097923,295.5,75,1.2665987014770507e-08,353,125.0,0.01315580187656451,0.05413051011119961,550.0,0.2286865234375,379.53,-0.00137571909071994,15.968717694282532
778240,0.003424203308804863,1.6973916344344615,283.5,76,-1.1175870895385742e-08,344,75.0,0.010877573503057647,0.05546409015072038,575.0,0.2498046875,374.28,-0.001220725317762117,15.968717634677887
788480,0.003446889975009526,1.7328536160290242,242.75,77,-5.587935447692871e-09,337,72.50000000000001,0.009333287764457054,0.05442570282678365,552.5000000000002,0.2908935546875,364.68,-0.0017084137489291606,15.968717795610427
798720,0.0032010359660603173,1.720334991812706,214.0,78,-6.332993507385254e-09,331,50.0,0.010177240800476283,0.054770463440146556,550.0,0.255859375,353.85,-0.0015740750281111105,15.968717926740647
808960,0.002678080729992871,1.7106411799788475,187.75,79,-7.078051567077636e-09,325,25.0,0.01152451481029857,0.054518471457010186,377.5000000000002,0.2166015625,351.26,-0.0014337592238007346,15.96871775984764
819200,0.0023192956839807265,1.6824269711971283,194.75,80,7.450580596923828e-09,319,50.0,0.010810400075934012,0.051207137734029795,430.0000000000004,0.160888671875,346.77,-0.0008304009432322345,15.968717688322068
829440,0.0034395836548583246,1.7220628827810287,202.0,81,8.568167686462402e-09,316,47.50000000000001,0.010086479516326107,0.053509287546331365,380.00000000000045,0.2521484375,352.04,-0.0014993785829574336,15.968716764450074
839680,0.002726839346348697,1.6758955106139184,173.25,82,-6.332993507385254e-09,312,25.0,0.008621781077090418,0.05008323897004666,325.0,0.2245361328125,340.48,-0.001561177784606116,15.968717813491821
849920,0.00310595888596481,1.6191254936158657,151.25,83,-1.9371509552001954e-08,309,25.0,0.0069659608937399755,0.04695328551319829,302.5000000000002,0.205419921875,335.57,-0.001329924318997655,15.9687175989151
860160,0.003119984110963969,1.4602533556520938,128.0,84,1.862645149230957e-08,306,22.500000000000007,0.006423398178685602,0.040288258387426015,275.0,0.2244873046875,329.74,-0.0019214647767512361,15.968717235326768
870400,0.00211145871297731,1.471897642314434,133.0,85,-2.2351741790771484e-09,304,22.500000000000007,0.00858890812505706,0.042386429457706265,300.0,0.1650634765625,334.62,-0.00046771125780651344,15.968717575073242
880640,0.0033069167135295176,1.6050748340785503,137.0,86,7.078051567077636e-09,301,0.0,0.0065356662312979095,0.04842006708382277,305.00000000000045,0.2591796875,337.13,-0.0015302013987820828,15.96871726512909
890880,0.003768307192461862,1.568933480978012,142.0,87,-1.3411045074462891e-08,299,25.0,0.0045840056637644015,0.04597159953303766,377.5000000000002,0.3121337890625,333.54,-0.001945744370459579,15.968716871738433
901120,0.0035339165938466977,1.5777113549411297,104.25,88,-1.7136335372924803e-08,297,0.0,0.004155082370506591,0.04635066890523859,200.0,0.284912109375,320.62,-0.0008051326243730727,15.968685668706893
911360,0.003920073608605889,1.656704768538475,81.5,89,5.587935447692871e-09,294,0.0,0.005839317311802006,0.05154743595332546,152.50000000000023,0.2994140625,312.78,-0.0010298020555637778,15.968717277050018
921600,0.004051806638130984,1.6695555657148362,72.5,90,-5.215406417846679e-09,291,0.0,0.005299215077262787,0.049225462503074066,150.0,0.2925537109375,314.97,-0.0011907934054761426,15.968699151277542
931840,0.0034426450245291563,1.7111803092062474,80.0,91,-3.725290298461914e-09,289,0.0,0.0061274591167375545,0.05443564277203591,150.0,0.2703369140625,314.88,-0.0007881815763539635,15.968717241287232
942080,0.002990719174647438,1.780204612761736,96.25,92,-7.450580596923828e-09,287,0.0,0.007248531289087623,0.05462525592990318,202.50000000000023,0.2288818359375,317.58,-0.0008414017720497213,15.968716406822205
952320,0.002800457984631066,1.723611767590046,140.0,93,-2.0861625671386717e-08,286,22.500000000000007,0.011128161900342094,0.05598227480431869,302.5000000000002,0.22939453125,330.77,-0.0013167561119189486,15.968717849254608
962560,0.0025011221421664233,1.672182684391737,160.25,94,3.7252902984619143e-10,284,25.0,0.008756279073531914,0.05176965468779802,325.0,0.2174560546875,343.93,-0.0015094293841684703,15.968717700242996
972800,0.0030313911218854627,1.677130576968193,185.75,95,8.568167686462402e-09,282,25.0,0.010365123748852057,0.05435978759353409,327.5000000000002,0.2487548828125,349.67,-0.0010706371547712478,15.968717855215072
983040,0.002855201400581109,1.7132656767964363,189.75,96,-7.078051567077636e-09,280,50.0,0.008615978684861147,0.05187208126271529,377.5000000000002,0.2452392578125,350.98,-0.0014570800707588206,15.968717622756959
993280,0.003021073098375382,1.7414241559803485,164.25,97,2.421438694000244e-08,279,50.0,0.008093243144230655,0.05489736730638776,300.0,0.237939453125,338.58,-0.0006394994576112367,15.968717420101166
1003520,0.003137651203905989,1.7299015648663043,150.0,98,-1.862645149230957e-09,277,50.0,0.00880075965251308,0.05107866963008837,252.50000000000023,0.2501220703125,332.9,-0.001322522533519077,15.968717873096466
1013760,0.002861988188033138,1.7548387847840785,160.25,99,3.3527612686157227e-09,275,50.0,0.009492576823981835,0.0543558043190832,300.0,0.2426513671875,344.86,-0.0013485910851159133,15.968717116117478
1024000,0.0031497975351271633,1.737349134683609,155.5,100,-1.1175870895385742e-08,274,50.0,0.00791436324030883,0.05250947250979434,300.0,0.245068359375,340.59,-0.0013766812407993712,15.968717050552367
1034240,0.003378849495902614,1.6869020573794842,154.0,101,4.097819328308106e-09,272,50.0,0.008936203026678413,0.05227921416320126,277.5000000000002,0.256005859375,344.21,-0.0016824646128952736,15.96871775984764
1044480,0.003110801963589438,1.6629373237490654,143.75,102,-1.4901161193847657e-09,271,47.50000000000001,0.007623097003215662,0.051474314147289466,280.00000000000045,0.22587890625,332.89,-0.0013003439402382356,15.9687175989151
1054720,0.0024865521544370495,1.6089144729077816,170.75,103,-1.1548399925231934e-08,270,47.50000000000001,0.011170005355961622,0.05183052244134499,402.5000000000002,0.2009033203125,342.82,-0.0009636552847950952,15.96871775984764
1064960,0.002844392546376184,1.638052224367857,175.25,104,6.332993507385254e-09,268,50.0,0.00908921360878594,0.055551236962986264,427.5000000000002,0.2509765625,341.16,-0.0016028065259888536,15.968717777729035
1075200,0.0026730468873211065,1.6618504911661147,206.25,105,1.1920928955078126e-08,267,50.0,0.011577250527625437,0.05443745263496308,475.0,0.2113525390625,347.49,-0.001142934879317181,15.968717783689499
1085440,0.0024360165210111973,1.6712614238262176,214.75,106,4.097819328308106e-09,266,50.0,0.01392415533773601,0.056052008242934145,402.5000000000002,0.18876953125,348.94,-0.0011503537334647262,15.968717789649963
1095680,0.0026526517399247497,1.621914777904749,230.75,107,1.0430812835693359e-08,264,50.0,0.013086312024097425,0.05444945637605155,400.0,0.223193359375,350.52,-0.00118302088631026,15.96871793270111
1105920,0.002554579166587345,1.6472004301846028,233.25,108,1.601874828338623e-08,263,122.5,0.013667387080204207,0.06007301488989303,350.0,0.223486328125,348.03,-0.0016595367067566257,15.96871793270111
1116160,0.001912455242297284,1.6119816616177558,243.0,109,-1.1175870895385742e-08,261,100.0,0.0157092870620545,0.0565007904674118,352.5000000000002,0.1568115234375,343.42,-0.0010994976284564473,15.968717962503433
1126400,0.0027296075524304796,1.6501403585076333,251.75,110,-1.6763806343078613e-08,260,97.5,0.014321312587708235,0.057379777568520474,352.5000000000002,0.230322265625,342.4,-0.0012846302019170253,15.968717926740647
1136640,0.002481862021886627,1.6482552289962769,269.25,111,-1.3411045074462891e-08,259,75.0,0.01409680707147345,0.05402963697584349,525.0,0.2133544921875,341.25,-0.0017100559278333094,15.968717914819717
1146880,0.002414580714554404,1.6761889897286892,273.0,112,-2.9802322387695314e-09,258,147.5,0.015178587310947478,0.05730433920750104,525.0,0.2127197265625,343.8,-0.0015161668437940535,15.968717873096466
1157120,0.00273777464435625,1.7012977235019207,271.0,113,-1.5273690223693846e-08,257,125.0,0.012841356797434856,0.05624609119868037,550.0,0.229248046875,348.34,-0.0016048943121859337,15.9687175989151
1167360,0.0023265903111109763,1.6804603032767773,269.0,114,-2.3469328880310058e-08,256,125.0,0.01285763903579209,0.05742869728244289,525.0,0.225537109375,350.83,-0.0021027223843702813,15.96871787905693
1177600,0.0022770116542119466,1.6758258037269116,266.75,115,-1.862645149230957e-08,255,125.0,0.01258077438978944,0.05494614840753644,525.0,0.1976806640625,357.56,-0.0010915759045019512,15.968717765808105
1187840,0.0023132696253469476,1.6647323094308377,263.25,116,0.0,253,125.0,0.013926373324648012,0.05813126049679542,477.5000000000002,0.205859375,356.73,-0.0009717853557958733,15.968717676401138
1198080,0.002398554678779874,1.6802947252988816,267.25,117,-2.5331974029541015e-08,252,125.0,0.01596405747986864,0.05778043619911623,452.50000000000017,0.2149169921875,354.86,-0.0013531368334952277,15.96871793270111
1208320,0.0021367076951548823,1.678653258085251,289.25,118,3.725290298461914e-09,251,150.0,0.014133772342756857,0.05599072983137663,552.5000000000002,0.197119140625,357.3,-0.0010763127531390638,15.968717896938324
1218560,0.0024222480122602975,1.661514337360859,292.5,119,0.0,250,100.0,0.011572605030960404,0.05682785600476259,577.5000000000002,0.2351806640625,360.11,-0.0008986528180685127,15.96871775984764
1228800,0.0024850593672510967,1.6725792326033115,277.75,120,-1.1175870895385742e-09,249,75.0,0.010519787277735304,0.05232723131479659,577.5000000000002,0.21064453125,363.99,-0.001415533472027164,15.968718045949936
1239040,0.002702263343371669,1.62350517436862,239.5,121,-2.6077032089233397e-09,249,50.0,0.010917845981020946,0.055682829881932724,575.0,0.24697265625,360.03,-0.001515749107056763,15.968717789649963
1249280,0.00281863053367033,1.5518359817564487,236.0,122,3.7252902984619143e-10,248,50.0,0.012053853474208153,0.04917065756782818,527.5000000000002,0.20244140625,356.65,-0.0013227948780695441,15.968717896938324
1259520,0.002535780633979812,1.6309280909597874,227.75,123,-2.0116567611694337e-08,247,50.0,0.008760011976119132,0.05251764165865337,500.0,0.2153564453125,353.79,-0.0010643876004905906,15.968717658519745
1269760,0.003445801194237674,1.6499585174024105,220.5,124,-2.123415470123291e-08,246,50.0,0.009272034674654605,0.05410100534455052,500.0,0.2661376953125,361.74,-0.0012880386799224651,15.968716657161712
1280000,0.0025263776667372893,1.6333878807723523,179.0,125,-1.1548399925231934e-08,245,50.0,0.006973734120401786,0.052467380844584154,325.0,0.204150390625,354.92,-0.00047684664132248146,15.968717640638351
1290240,0.0035727068280948515,1.6164409592747688,139.0,126,-4.470348358154297e-09,244,50.0,0.006042250076234268,0.05057076576143797,250.0,0.2982177734375,344.44,-0.0016888026708329561,15.96871742606163
1300480,0.003526435540868533,1.6173177525401115,106.75,127,8.195638656616212e-09,244,0.0,0.005093875520253732,0.04759742219741407,177.50000000000023,0.290478515625,328.46,-0.0016535392787773162,15.96871183514595
1310720,0.0028256800233066315,1.6029355384409427,99.0,128,-5.215406417846679e-09,243,0.0,0.0054981668712002826,0.049001862697085063,177.50000000000023,0.2471923828125,323.7,-0.0012129358736274298,15.968716979026794
1320960,0.002521769147381292,1.5226907052099705,96.25,129,-2.2724270820617674e-08,243,0.0,0.0068475016326658535,0.049938729599211744,200.0,0.2294921875,323.39,-0.0014900421232596273,15.968715286254882
1331200,0.0034061931863561767,1.5172223553061486,94.75,130,9.313225746154785e-09,242,0.0,0.00571337652336581,0.048029956466866655,177.50000000000023,0.2463623046875,326.5,-0.0010518628325371538,15.968715757131577
1341440,0.0031069541514312958,1.5653350107371806,94.0,131,1.1175870895385742e-09,241,0.0,0.00482438225212718,0.049484767812113625,175.0,0.2527099609375,326.38,-0.001292006715812022,15.968716996908189
1351680,0.0048419735824523965,1.524265357851982,68.5,132,7.450580596923828e-09,240,0.0,0.002785124337967915,0.04437563637275216,150.0,0.3241455078125,313.58,-0.000751236480937223,15.968688559532165
1361920,0.0027945721801074797,1.5380139015614986,54.5,133,2.0116567611694337e-08,240,0.0,0.0030327173377742156,0.047275194669175034,125.0,0.218017578125,302.39,-0.00029640351494890637,15.968704515695572
1372160,0.003122902288913565,1.5413617804646491,45.5,134,-1.4901161193847656e-08,239,0.0,0.003752427221962318,0.04558724545413438,100.0,0.240478515625,298.26,-0.0008492291628499516,15.968694305419922
1382400,0.003209302475528375,1.5405853718519211,60.0,135,7.078051567077636e-09,238,0.0,0.004319530128108795,0.04769237681265591,102.50000000000021,0.3036865234375,300.4,-0.001190310305901221,15.96871131658554
1392640,0.0034257603154088656,1.5476371183991433,56.75,136,-3.3527612686157227e-09,238,0.0,0.002754563880586147,0.046899432020058744,100.0,0.2713134765625,298.07,-0.00102121307500056,15.965730392932892
