advantage_norm,episode_length,fps,epoch_idx,grad_norm,policy_entropy,policy_loss,value_loss,frames,P09:episode_rewards,explained_variance,PMM:episode_rewards,P01:episode_rewards
1.6396006529778242,166.8372093023256,253,1,1.3811752090237197,1.3466105645895003,-0.010211066026677144,0.06034288314584046,8000,3.0,-1.1431697076559066,1.0930232558139534,0.0
1.1548223804682494,173.45652173913044,163,2,0.22983661771062042,1.376375218629837,0.0018236374476964556,0.012645864292508122,16000,3.0,-0.10811975717544556,1.173913043478261,0.0
1.0811364473029972,173.36,180,3,0.22816934431462532,1.383009067773819,-0.0008352035222924315,0.011360452037661162,24000,3.0,-0.1271730649471283,1.12,0.0
1.1091851237788797,171.21,185,4,0.23781616236035613,1.3759682154655457,0.003447550311757368,0.012109264556693233,32000,3.0,-0.2019873046875,1.08,0.0
1.5817205008864403,183.14,187,5,0.5256740139266546,1.3626423341035843,0.0026627785421442242,0.028792907319148072,40000,4.0,-0.025293173789978026,1.43,0.0
1.190761911571026,183.3,191,6,0.27289063246609735,1.378345433473587,0.002484378768131137,0.012861998792177474,48000,4.0,-0.003500469923019409,1.45,0.0
1.1842305067181587,175.86,194,7,0.280936237999957,1.3807635581493378,-1.29230588208884e-05,0.012202934179076691,56000,3.0,0.0857396113872528,1.25,0.0
1.4238510861992837,182.21,200,8,0.40089702263919513,1.37988032579422,0.002681899270028225,0.01638381817683694,64000,3.0,0.28951223731040954,1.41,0.0
1.5579822319746017,202.74,201,9,0.47923383132521186,1.351107884645462,-0.005855938734603114,0.017952427066629754,72000,4.0,0.4625460296869278,1.88,0.0
1.2127444317936897,204.7,203,10,0.36689187691985475,1.378628693819046,-0.0055776590242021485,0.011530230969947297,80000,4.1000000000000085,0.6098564732074737,1.89,0.0
1.3418500152230264,182.92,204,11,0.37589223314049086,1.3726800358295441,-0.0036232217639917508,0.013231925396830775,88000,3.0,0.6827474594116211,1.35,0.0
1.2150080245733261,183.33,204,12,0.3252000845138099,1.3751116240024566,-0.0019583801069529725,0.01075880880409386,96000,4.0,0.625762842297554,1.4,0.0
1.449728717505932,186.25,206,13,0.3866436928357032,1.361881626844406,-0.0027512944041518496,0.015263795737409965,104000,4.0,0.6724311071634292,1.49,0.0
1.410466742813587,193.06,207,14,0.39476964299514206,1.3616627252101898,-0.002063292835955508,0.014617548338137568,112000,4.0,0.7802484756708146,1.64,0.0
1.3021353435516358,200.58,208,15,0.41913850618517245,1.3522311329841614,-0.005099757637945004,0.012289370994549244,120000,5.0,0.8054525697231293,1.84,0.0
1.212237881422043,212.03,209,16,0.3783184835947789,1.3349158251285553,-0.0026627468748483805,0.010272132725222037,128000,8.0,0.8637877416610718,2.29,0.0
1.0236642372608185,207.0,209,17,0.3079364278256502,1.336185669898987,-0.001748431118321605,0.00761589098139666,136000,8.0,0.9063896721601487,2.19,0.0
0.908171571046114,204.39,209,18,0.28135972443189966,1.3263193619251252,-0.001084891768405214,0.0061005595690221525,144000,6.1000000000000085,0.9290805560350418,2.07,0.0
1.1254512426257133,208.61,211,19,0.35612473408023676,1.3361360716819763,-0.0007893785857595503,0.00920794743928127,152000,6.0,0.8915532207489014,2.15,0.0
0.8289957931637764,205.84,211,20,0.21397388874790665,1.3360735011100768,-0.001675750491776853,0.005218670945905615,160000,5.1000000000000085,0.9439704120159149,2.03,0.0
1.1118754559755326,215.97,212,21,0.306906218357538,1.3526113712787629,-0.002050638014334254,0.009220467778504826,168000,5.0,0.8948132675886155,2.29,0.0
