#{"t_start": 1542653484.996637, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,300,6.957761
3.0,250,10.19917
3.0,268,13.329214
2.0,224,15.668806
0.0,129,17.489774
2.0,221,20.040325
2.0,183,22.407721
1.0,173,24.513706
3.0,232,27.563602
1.0,155,29.529132
1.0,171,31.557257
0.0,129,33.276798
0.0,127,34.766534
1.0,175,36.97834
1.0,155,38.676426
2.0,204,41.13814
2.0,203,43.819254
1.0,175,45.90199
1.0,157,47.80943
1.0,173,49.868711
2.0,204,52.141163
6.0,379,56.829458
2.0,217,59.576756
1.0,155,61.477693
3.0,271,64.79212
1.0,175,67.000401
5.0,330,71.19619
1.0,156,73.290942
1.0,157,75.320627
1.0,157,77.084163
1.0,173,79.263981
0.0,129,80.687935
0.0,127,82.08807
1.0,173,84.351077
0.0,127,85.798438
4.0,328,90.034093
10.0,457,96.317225
0.0,129,97.770664
0.0,129,99.151909
2.0,200,101.52405
0.0,129,102.980191
0.0,127,104.410753
0.0,129,105.870696
0.0,129,107.396851
0.0,129,108.907228
5.0,350,113.359483
0.0,129,114.89648
5.0,352,119.391734
0.0,129,120.593255
1.0,172,122.883911
0.0,127,124.343301
0.0,129,126.006048
4.0,324,130.106066
0.0,129,131.65764
5.0,350,136.044311
0.0,129,137.531473
1.0,173,139.512648
0.0,129,140.89217
0.0,127,142.505335
2.0,198,144.912586
0.0,129,146.292175
0.0,127,147.688312
2.0,200,150.209011
5.0,350,154.584135
5.0,350,159.042831
2.0,198,161.21879
0.0,125,162.754094
2.0,200,164.829889
4.0,297,168.633282
0.0,129,170.195395
2.0,202,172.365975
0.0,125,173.692368
5.0,352,178.13432
0.0,127,179.437016
0.0,129,180.85553
0.0,127,182.238745
0.0,129,183.849261
4.0,297,187.511177
1.0,153,189.39592
9.0,402,194.99046
0.0,127,196.380027
0.0,127,197.976171
0.0,127,199.517297
0.0,127,201.187104
2.0,202,203.143771
0.0,129,204.47366
5.0,350,209.201354
0.0,127,210.925465
0.0,125,212.346736
4.0,319,216.380095
4.0,297,219.626501
10.0,452,225.595844
0.0,129,227.478233
2.0,202,230.220399
0.0,125,231.933416
2.0,200,234.423651
0.0,127,235.602637
6.0,394,240.946027
1.0,156,242.653312
0.0,127,244.052256
0.0,125,245.737136
0.0,129,247.102512
5.0,350,250.902678
0.0,127,252.308454
0.0,129,254.049867
4.0,297,257.496619
0.0,129,259.326598
4.0,299,263.101282
3.0,248,266.196001
3.0,248,269.373887
6.0,419,274.86807
5.0,346,278.887794
1.0,157,280.627511
3.0,248,283.490801
0.0,127,285.104593
0.0,127,286.777865
0.0,129,288.263059
1.0,173,290.362091
0.0,129,291.999019
1.0,153,293.9778
0.0,127,295.472201
2.0,202,297.770404
0.0,125,299.258199
3.0,250,302.218938
0.0,127,303.448972
0.0,129,305.075981
5.0,350,309.031548
6.0,379,314.177486
0.0,129,315.824196
0.0,127,317.268274
0.0,129,318.964791
0.0,129,320.267912
0.0,125,321.830886
0.0,125,323.453881
0.0,129,324.981431
5.0,350,329.281965
0.0,129,330.793692
9.0,404,335.879722
2.0,208,337.992019
0.0,127,339.61361
0.0,129,340.844666
2.0,200,343.331731
0.0,127,344.717575
0.0,129,345.969629
6.0,399,350.714967
2.0,203,352.9648
10.0,454,358.453357
6.0,380,363.232286
2.0,220,365.779597
0.0,127,367.362545
11.0,484,373.344275
2.0,225,375.950925
0.0,129,377.240405
1.0,157,379.19279
2.0,187,381.203959
4.0,296,384.826117
2.0,226,387.456916
3.0,254,390.840802
1.0,173,392.846309
2.0,202,395.579667
0.0,127,397.060203
0.0,127,398.317952
2.0,198,400.592737
0.0,129,402.428467
2.0,202,404.571618
0.0,129,406.044645
1.0,176,408.098646
2.0,201,410.447056
1.0,153,412.214706
0.0,129,413.476434
3.0,251,416.517416
1.0,177,418.44095
2.0,198,420.958001
1.0,176,422.978834
7.0,432,427.895967
2.0,183,429.852871
0.0,125,431.071367
5.0,350,435.02434
2.0,182,437.097039
9.0,404,441.877571
5.0,350,446.146132
2.0,200,448.278568
6.0,397,452.656151
1.0,175,454.474753
2.0,200,456.809879
2.0,205,459.055021
10.0,452,464.774958
0.0,125,466.070305
4.0,297,469.29059
2.0,227,471.724432
2.0,204,473.664945
5.0,343,477.494927
0.0,127,478.696841
1.0,155,480.597082
4.0,303,484.029644
0.0,125,485.437863
7.0,272,488.598067
1.0,154,490.525493
5.0,350,494.561166
3.0,220,496.829176
2.0,204,499.195528
4.0,307,502.519824
2.0,202,504.904615
7.0,425,509.246579
1.0,178,510.894068
6.0,360,514.79728
0.0,129,516.197162
3.0,248,518.63571
6.0,403,522.970221
2.0,227,525.32802
3.0,233,527.578042
6.0,372,531.649822
2.0,181,533.497203
5.0,326,537.371051
2.0,203,539.470346
0.0,129,540.937685
6.0,399,545.833004
5.0,326,549.313277
5.0,344,552.576474
0.0,129,553.697768
9.0,507,559.004759
8.0,399,563.427814
10.0,429,568.081615
10.0,501,573.38517
2.0,202,575.341155
2.0,202,577.589537
4.0,261,580.389941
3.0,234,582.870506
3.0,235,585.218466
9.0,316,588.471504
8.0,426,592.466028
6.0,366,595.966864
5.0,307,598.990439
8.0,428,603.641003
9.0,333,606.899156
0.0,129,607.902487
8.0,447,611.986335
7.0,403,615.465129
9.0,382,619.384994
12.0,449,623.809524
8.0,419,627.887719
0.0,129,629.259072
3.0,248,631.586254
6.0,378,635.365552
7.0,350,639.454261
6.0,336,642.741185
5.0,311,645.847109
9.0,508,651.123253
5.0,315,653.829824
5.0,310,656.839287
3.0,275,659.515614
17.0,504,665.177776
6.0,382,668.684885
5.0,332,671.942481
2.0,202,673.856137
4.0,297,677.018314
0.0,129,678.174335
2.0,202,679.967335
2.0,201,681.970719
12.0,528,687.711132
10.0,524,693.070424
8.0,398,697.645242
12.0,516,703.072555
2.0,202,705.22543
8.0,455,709.37935
3.0,230,711.893463
2.0,192,714.086971
7.0,425,718.61258
11.0,497,723.363036
3.0,218,725.424067
9.0,488,730.096564
2.0,186,731.885013
4.0,280,734.560686
6.0,358,738.300151
9.0,331,741.874442
10.0,498,746.703688
11.0,565,751.998227
11.0,536,757.337697
8.0,436,761.763008
9.0,462,766.030009
10.0,603,772.078619
8.0,474,776.535015
6.0,362,779.998883
5.0,313,782.868737
9.0,365,786.433279
13.0,369,789.744337
12.0,448,793.83725
6.0,332,796.946064
13.0,663,802.877311
15.0,584,808.542428
14.0,610,814.411989
10.0,490,819.074545
13.0,487,823.897497
31.0,820,832.14666
15.0,647,838.602475
18.0,685,845.192225
13.0,630,850.867841
8.0,469,855.032199
17.0,492,859.177349
14.0,590,864.548218
11.0,426,868.529802
10.0,525,873.774833
4.0,244,876.22348
15.0,641,882.161553
16.0,714,889.056963
13.0,545,894.454755
15.0,656,901.272709
11.0,397,904.534594
17.0,684,911.032055
14.0,573,916.18455
10.0,475,920.544052
19.0,621,926.376398
13.0,598,932.029264
7.0,354,935.542979
14.0,560,940.6228
12.0,496,945.038259
15.0,456,949.177305
28.0,643,954.792275
22.0,560,959.862944
12.0,562,965.289668
15.0,668,971.238814
9.0,512,975.452314
27.0,792,982.593915
20.0,489,987.256521
13.0,467,991.397062
19.0,662,997.461625
22.0,748,1004.536669
17.0,585,1009.775221
22.0,608,1015.304925
17.0,645,1020.856874
15.0,531,1026.001508
21.0,748,1032.903995
20.0,563,1037.467058
16.0,744,1043.557717
11.0,552,1048.603171
17.0,743,1055.073607
19.0,566,1060.157089
21.0,730,1066.22664
9.0,469,1071.067987
26.0,712,1077.383225
25.0,918,1085.607613
16.0,624,1091.246118
19.0,432,1095.186578
17.0,759,1102.393383
12.0,578,1107.889642
23.0,696,1114.069409
33.0,972,1122.481298
20.0,632,1127.869896
27.0,560,1132.725852
32.0,851,1140.31634
28.0,924,1148.25973
19.0,561,1152.968049
13.0,554,1158.437801
23.0,684,1164.673832
16.0,719,1170.678952
20.0,784,1177.517269
21.0,555,1182.102605
29.0,1095,1191.622434
21.0,803,1198.90273
22.0,689,1205.047716
26.0,711,1210.912543
28.0,879,1218.808417
25.0,817,1226.522881
25.0,884,1233.922756
21.0,741,1239.973692
18.0,715,1245.930562
21.0,853,1253.708395
24.0,738,1259.931263
22.0,644,1266.085843
34.0,950,1273.81416
17.0,730,1280.124466
37.0,881,1287.648507
39.0,963,1295.884214
16.0,570,1300.886261
34.0,1071,1310.551277
14.0,620,1315.856596
19.0,773,1322.201374
31.0,1037,1331.931714
22.0,647,1337.384854
20.0,840,1344.607997
32.0,866,1352.222259
26.0,576,1357.075643
31.0,1131,1366.039567
12.0,572,1371.394282
21.0,889,1378.339931
15.0,578,1383.296749
19.0,660,1389.667905
36.0,880,1397.723235
44.0,1028,1406.51247
31.0,997,1415.34168
20.0,760,1421.795939
30.0,920,1429.394975
11.0,493,1433.542912
27.0,850,1440.079373
32.0,961,1448.323656
48.0,1005,1456.790818
25.0,932,1465.068028
64.0,1068,1474.446365
33.0,870,1481.90384
41.0,1071,1491.362652
32.0,852,1498.731402
35.0,877,1505.942871
35.0,701,1511.422741
16.0,590,1516.177748
47.0,1091,1525.779864
32.0,958,1534.222111
52.0,1339,1546.716728
72.0,1244,1556.801691
26.0,639,1561.844457
36.0,1041,1570.991939
47.0,1151,1581.054415
59.0,1211,1591.202339
66.0,1343,1602.323066
50.0,1041,1611.790321
52.0,1281,1622.8531
14.0,504,1627.624635
51.0,1261,1638.771362
48.0,1126,1648.261833
50.0,1302,1659.194952
41.0,1108,1669.224807
43.0,847,1676.501423
52.0,1179,1686.229971
75.0,1391,1697.547158
33.0,813,1704.208483
61.0,1365,1715.979078
24.0,745,1722.153265
16.0,539,1727.069221
17.0,680,1733.969653
12.0,595,1739.415637
39.0,1005,1747.524756
45.0,1081,1756.146385
33.0,937,1764.757612
54.0,1271,1775.678848
51.0,1112,1784.48859
4.0,277,1787.853793
71.0,1205,1797.923007
33.0,897,1806.122427
15.0,609,1810.947131
49.0,1336,1821.893341
48.0,1242,1832.433957
46.0,1100,1842.014568
78.0,1469,1853.932459
23.0,750,1859.777476
35.0,796,1866.302911
54.0,1244,1876.11445
29.0,930,1883.395182
67.0,1431,1895.010927
27.0,776,1901.402673
35.0,1244,1911.855279
50.0,910,1919.287574
65.0,1297,1931.620847
29.0,525,1936.158209
48.0,1185,1946.822524
46.0,1023,1956.300243
37.0,1096,1965.096055
108.0,1673,1978.630636
80.0,1264,1990.167441
26.0,771,1996.966345
1.0,155,1998.78901
28.0,800,2006.136783
50.0,1088,2014.818982
15.0,531,2020.146204
27.0,801,2027.529298
11.0,542,2033.241528
0.0,125,2034.462204
53.0,1148,2044.082222
31.0,759,2050.377861
42.0,1157,2060.084337
31.0,487,2064.076613
78.0,1338,2075.466112
31.0,704,2081.247247
45.0,1092,2090.33998
62.0,1070,2099.52964
69.0,1000,2107.623724
52.0,1076,2116.382773
21.0,729,2123.608883
71.0,1136,2133.558207
9.0,408,2137.977634
89.0,1421,2150.378704
38.0,1110,2159.162426
62.0,1061,2167.143916
55.0,1176,2177.769341
46.0,1047,2188.331683
21.0,777,2195.437866
67.0,1454,2209.211062
15.0,525,2214.433627
59.0,1303,2225.95458
2.0,188,2227.846281
64.0,1436,2239.040648
50.0,1042,2247.486488
103.0,1342,2258.878598
36.0,1083,2267.656175
5.0,348,2271.053135
254.0,1687,2284.982387
59.0,1234,2295.432073
37.0,864,2302.201763
96.0,1442,2314.425628
103.0,1595,2329.051467
56.0,997,2337.682902
88.0,1560,2350.781274
42.0,851,2358.121327
72.0,1284,2370.581022
104.0,1471,2382.806516
84.0,1319,2393.419325
69.0,1294,2403.896267
56.0,1019,2412.257559
10.0,434,2416.265745
105.0,1498,2428.388644
39.0,699,2433.861505
82.0,1431,2445.300209
77.0,1373,2456.601086
75.0,1312,2467.229219
72.0,1412,2478.563628
66.0,1310,2489.417393
88.0,1558,2501.985752
2.0,200,2504.334287
2.0,184,2506.518033
35.0,997,2514.873912
78.0,1438,2526.626009
120.0,1410,2537.768428
149.0,1788,2552.379763
116.0,1626,2565.248326
101.0,1475,2577.270948
62.0,1374,2588.155577
92.0,1426,2600.550289
160.0,1883,2616.757019
59.0,1280,2626.518539
101.0,1710,2640.900039
35.0,682,2646.177489
99.0,1446,2657.914061
71.0,1405,2669.775698
99.0,1417,2681.416061
93.0,1118,2690.091567
87.0,1548,2703.166347
