episode_length,P09:episode_rewards,approx_kl_divergence,fps,value_loss,policy_entropy,advantage_norm,frames,policy_loss,explained_variance,clip_fraction,grad_norm,P01:episode_rewards,epoch_idx,PMM:episode_rewards
341.6296296296296,340.0000000000002,3358936.200158757,437,1110088586.842035,1.181133937410857,15.968717819452285,10240,0.037515042357699716,-1.1580250397324563,0.4361083984375,956107313.5355295,15.000000000000002,1,150.92592592592592
342.58620689655174,365.0000000000002,0.0028153057157851435,353,0.010922999907052144,1.4795106939971447,15.968717801570893,20480,-0.0008223962686315645,-1.3411045074462891e-08,0.1916015625,0.07536587209985088,17.500000000000004,2,177.1551724137931
344.6931818181818,314.9999999999999,0.003482610404032016,385,0.010969804113847204,1.4738069541752339,15.968717801570893,30720,-0.0017167028690892039,4.470348358154297e-09,0.228857421875,0.048677755776966834,25.0,3,183.8068181818182
352.65,455.0000000000004,0.0027130639872837035,397,0.01341307864349801,1.430474890768528,15.968717789649963,40960,-0.0009179900989693124,-3.7252902984619143e-10,0.188623046875,0.052628738837561174,75.0,4,224.0
352.37,410.00000000000085,0.0021760115345500707,410,0.016005355144443456,1.4964238286018372,15.968717843294144,51200,-0.0008926113601773977,2.458691596984863e-08,0.1475341796875,0.05407455727929302,97.5,5,243.75
359.65,500.0,0.002955290062192262,415,0.015950712739140727,1.5230973914265633,15.968717974424361,61440,-0.0018598790735268266,3.7252902984619143e-10,0.1865478515625,0.05716363931195325,172.5,6,275.75
356.22,377.5000000000002,0.0025678714009927718,423,0.015388768631964922,1.4199484266340732,15.968718111515045,71680,-0.000996883311017882,8.940696716308593e-09,0.1490234375,0.05000839914565901,175.0,7,278.75
360.65,402.5000000000002,0.0026512841023077272,430,0.014912399456079584,1.4476744741201402,15.968717753887177,81920,-0.001078112845425494,-2.2351741790771484e-09,0.178173828125,0.055663050025675606,172.5,8,290.5
355.27,602.5000000000002,0.002620029728939244,436,0.014943968293664511,1.474890948086977,15.96871787905693,92160,-0.001377299864179804,-8.195638656616212e-09,0.173828125,0.055473353761602985,150.0,9,293.25
348.88,532.5000000000007,0.0021805864069278868,436,0.015672511034063065,1.4267978243529797,15.96871799826622,102400,-0.00080900591747195,-1.564621925354004e-08,0.126123046875,0.052495831440588336,122.5,10,285.25
345.72,432.5000000000006,0.003028216218825719,436,0.013448254175273178,1.4616986699402332,15.968717741966248,112640,-0.0019432053184573305,-1.825392246246338e-08,0.2149169921875,0.05608667923593284,100.0,11,268.25
340.27,432.5000000000006,0.0022557929611501494,439,0.012419069901079638,1.4616070047020913,15.96871771812439,122880,-0.0009254119635443203,4.097819328308106e-09,0.1479736328125,0.05014966484921981,97.5,12,252.5
336.95,327.5000000000002,0.0027620571003922124,440,0.011326220442424529,1.512889052927494,15.968717795610427,133120,-0.0009689399772469187,1.3783574104309083e-08,0.1627685546875,0.05371514564040403,50.0,13,223.75
337.02,325.0,0.0030934123821907632,443,0.011492856957374897,1.498230043798685,15.968717747926712,143360,-0.0012370131618808955,4.8428773880004884e-09,0.1877685546875,0.05432802906570029,50.0,14,204.25
330.45,325.0,0.0033127440823477626,442,0.008143438212573528,1.4754883490502835,15.968717539310456,153600,-0.001549274417993729,-7.078051567077636e-09,0.2271728515625,0.05159051510623541,50.0,15,184.0
324.89,325.0,0.0031415393819543167,441,0.008134056874769157,1.443067006021738,15.968717640638351,163840,-0.0016767138287832495,1.2665987014770507e-08,0.207666015625,0.05006602108735734,25.0,16,164.25
323.62,302.5000000000002,0.003286116140179729,443,0.009111449269126127,1.439586691558361,15.96871525645256,174080,-0.0016229942815698451,-2.570450305938721e-08,0.224853515625,0.05313371913811502,25.0,17,156.75
318.33,252.50000000000023,0.002482295377933497,442,0.010332881893396007,1.4631038628518582,15.96871691942215,184320,-0.0011229930096305907,-5.587935447692871e-09,0.1703857421875,0.052109876810240485,25.0,18,137.5
323.68,300.0,0.0036339542470614104,442,0.007546488317689182,1.5000266499817372,15.968716967105866,194560,-0.001426510100645828,2.2724270820617674e-08,0.26064453125,0.05181670449861546,22.500000000000007,19,150.5
327.65,375.0,0.002772305804705866,444,0.01077852168946265,1.5336130738258362,15.968717795610427,204800,-0.0011797534782090225,-1.1548399925231934e-08,0.1927978515625,0.05057543629932154,25.0,20,159.0
337.7,430.0000000000004,0.0031898729234455915,445,0.009520985013296013,1.5355901263654232,15.968717670440673,215040,-0.0017743568525474985,-1.1175870895385742e-08,0.237939453125,0.051125444353177965,25.0,21,179.25
337.47,375.0,0.003307576071455287,444,0.007980897962534072,1.5067620277404785,15.968717646598815,225280,-0.0016333724961441476,1.4156103134155273e-08,0.231689453125,0.04935102160549111,25.0,22,171.5
328.9,275.0,0.003307604226449712,444,0.00793104981767101,1.5673590078949928,15.968717634677887,235520,-0.0017313371696218382,2.421438694000244e-08,0.2564453125,0.053715401205903124,25.0,23,145.5
323.81,250.0,0.004090439016545133,445,0.007328387593770458,1.6649443462491036,15.96871750354767,245760,-0.0012646859177039005,4.470348358154297e-09,0.2466552734375,0.052262251742300335,25.0,24,128.5
319.14,202.50000000000023,0.004050637147378211,445,0.006139158791029331,1.6883218571543694,15.968717473745347,256000,-0.0010923709560302086,1.3783574104309083e-08,0.274560546875,0.05054298293113587,25.0,25,109.25
317.26,177.50000000000023,0.00417424610479884,445,0.006357067814769834,1.7313285745680331,15.968717378377914,266240,-0.000914554245537147,1.564621925354004e-08,0.2902587890625,0.05154061792099277,25.0,26,108.75
321.63,202.50000000000023,0.004117714539188455,445,0.007499148494525798,1.7675408355891704,15.968716871738433,276480,-0.0015826908635062863,2.2351741790771484e-09,0.25810546875,0.05119269151431403,25.0,27,112.75
328.18,275.0,0.003053906693821773,445,0.008883358691491594,1.7574466340243817,15.968717622756959,286720,-0.001589732231150265,3.725290298461914e-09,0.251611328125,0.05358024466489704,25.0,28,137.25
335.97,380.00000000000045,0.003504218583839247,445,0.008816862782259705,1.7350930176675319,15.968717896938324,296960,-0.0016558309860556619,-1.4528632164001465e-08,0.254833984375,0.05349458159134757,25.0,29,153.0
349.53,427.5000000000002,0.0031280284564218163,445,0.01228627836680971,1.6632133223116399,15.968718039989472,307200,-0.0016355124440451617,-1.0058283805847169e-08,0.2337890625,0.05591145525826925,50.0,30,182.25
