frames,episode_length,advantage_norm,fps,PMM:episode_rewards,epoch_idx,grad_norm,explained_variance,policy_entropy,policy_loss,P09:episode_rewards,P01:episode_rewards,value_loss
280000,211.61,0.698799612224102,883,2.28,35,0.17750718573575575,0.9587813431024551,1.3526628351211547,-0.00043859085351868996,6.200000000000017,0.0,0.004248315538279712
288000,203.11,0.8122214499115944,883,2.03,36,0.20244527967606668,0.9368798816204071,1.3683780181407927,-0.0002637672248238232,5.0,0.0,0.0055932737616240045
296000,188.65,0.7377408847212792,884,1.53,37,0.1941426322833253,0.9393661653995514,1.3665835523605347,5.9980848454870284e-05,5.0,0.0,0.004338940744346474
304000,195.0,0.6985880890488625,884,1.74,38,0.17142448234175006,0.9537207609415055,1.3584888315200805,-0.0015403201500885188,5.0,0.0,0.0039996284127119
312000,197.98,0.673843210786581,885,1.85,39,0.1807786016877916,0.9660873115062714,1.328188850879669,-0.0017742495390120894,5.0,0.0,0.0036258448901935482
320000,215.49,0.7930449271202087,885,2.36,40,0.20004947481801472,0.9484354329109191,1.3600570607185363,-0.0005187678355105163,5.300000000000026,0.0,0.005151311146037187
328000,219.73,0.7934743568301201,886,2.54,41,0.2321256790586547,0.9322380018234253,1.3570000541210174,-0.0033265962547739036,8.100000000000009,0.0,0.005428951282810885
336000,208.24,0.6829036284983158,886,2.18,42,0.1872559170586336,0.9645045346021652,1.3567810869216919,-0.0013850414889020612,6.200000000000017,0.0,0.0040808367481804456
344000,207.51,0.6889996729791165,886,2.06,43,0.1857448633822969,0.9678796821832657,1.3496465754508973,-0.00043682930234353987,6.0,0.0,0.0038682355065247976
352000,209.58,1.03461920440197,887,2.06,44,0.28665142636943,0.9035048425197602,1.3699659538269042,0.00016043642302975057,6.0,0.0,0.00861015202535782
360000,203.72,0.7633297842741013,887,1.89,45,0.20860418598585384,0.9531720107793809,1.3647029602527618,-0.0006192469072993844,5.1000000000000085,0.0,0.004755121396156028
368000,202.62,0.81754304677248,887,1.93,46,0.20553545999023837,0.9472919446229935,1.3532387590408326,-0.0017042135739757213,5.0,0.0,0.005317788786487654
376000,212.08,0.7285983222723007,888,2.25,47,0.1812459019633237,0.9564219164848328,1.3574109256267548,1.9174892659066246e-05,5.1000000000000085,0.0,0.004132873880444095
384000,217.92,0.8005872544646263,888,2.47,48,0.19631312738799878,0.9388121634721756,1.3531970107555389,-0.0005896088184090331,8.0,0.0,0.005034113048459403
392000,217.39,1.0983663561940193,889,2.55,49,0.2770193490064129,0.8993051415681839,1.3612063336372375,-0.0009064490388846025,9.0,0.0,0.008963033189647831
400000,207.98,0.9599133229255676,889,2.21,50,0.22791294627916345,0.9010156291723251,1.3643396067619324,-0.0016312327861669473,6.1000000000000085,0.0,0.006867997848894447
408000,195.32,1.1076796171069145,889,1.82,51,0.3089968834270074,0.8775955271720887,1.362919853925705,-0.002714388455497101,5.0,0.0,0.008972752268891781
416000,196.53,0.8150115483999252,890,1.85,52,0.21624332587164233,0.9441451436281204,1.3466418814659118,0.000679038100206526,5.0,0.0,0.005360934057971462
424000,201.78,0.9986626526713371,890,2.05,53,0.27176853881179125,0.906702281832695,1.3655884289741516,-0.001964760517294053,5.0,0.0,0.007503877191338688
432000,201.71,0.8909730371832848,890,2.02,54,0.2160692266628282,0.9335577815771103,1.355307343006134,0.0003844216512516141,5.0,0.0,0.006184694639523513
440000,201.13,0.8769600573182106,890,1.96,55,0.23791241531892002,0.9395788902044296,1.3494039499759674,-0.00026277734388713725,5.0,0.0,0.006407536279584747
448000,211.81,1.1122127768397332,891,2.28,56,0.29469946849032186,0.8737654614448548,1.3336475837230681,-0.0032191070259432308,6.0,0.0,0.009454615993308834
456000,224.84,1.1423662585020065,891,2.69,57,0.30857221209519553,0.8780039149522781,1.3287496840953827,-0.0019137332640821114,7.1000000000000085,0.0,0.009479202175862156
464000,223.88,0.799601611495018,892,2.62,58,0.2334653720981497,0.9524365872144699,1.322591495513916,-0.0022233864822192115,7.1000000000000085,0.0,0.007078921491629444
472000,222.36,0.9049019089341164,892,2.53,59,0.22581186285572422,0.9342093241214752,1.3513776004314422,8.698992518475279e-05,6.0,0.0,0.006227770779514685
480000,227.06,0.8786759814620018,892,2.62,60,0.21839682878423233,0.9409539467096328,1.3445862281322478,-0.0008749408318180941,6.0,0.0,0.005983285174588673
488000,230.18,0.8561378613114357,892,2.68,61,0.2246406549868759,0.9392170494794846,1.3498054122924805,-0.0016007548948255134,6.0,0.0,0.00568993293796666
496000,231.56,1.0512535679340362,893,2.79,62,0.27248407969317195,0.9220433890819549,1.3447132480144501,-0.00133172401052434,6.1000000000000085,0.0,0.00795765558257699
504000,227.95,0.9163544443249703,893,2.66,63,0.24910443559549977,0.943503411412239,1.3369991505146026,-0.0008144182211253792,6.0,0.0,0.006610269185621291
512000,239.28,0.8340397521853447,893,2.98,64,0.20746268902281245,0.9472072607278824,1.3417001521587373,-0.0009284330668742768,7.1000000000000085,0.0,0.005201381425722502
520000,234.01,1.0252465564012527,893,2.84,65,0.2481975070445286,0.8910069125890732,1.3359813129901885,-0.0014347117938450537,7.1000000000000085,0.0,0.007370235020061955
528000,236.51,1.1613058656454087,894,2.93,66,0.31616582904796603,0.8798785996437073,1.3264708983898164,-0.002031444205204025,7.0,0.0,0.009918815467390232
536000,228.35,0.9388350972533226,894,2.68,67,0.24915667422925772,0.9411640644073487,1.3387942981719971,-0.00014017000707099213,6.1000000000000085,0.0,0.006347826116252691
544000,231.25,1.153846471309662,895,2.77,68,0.3114760283928359,0.8621745479106903,1.3396487987041474,-3.3191866823472086e-05,6.1000000000000085,0.0,0.01052669883123599
552000,237.64,1.3028946673870088,895,3.03,69,0.35149242553526916,0.8501403522491455,1.340511872768402,-0.0017193828980089166,8.0,0.0,0.012564875578973442
560000,234.03,0.9907386553287506,895,2.92,70,0.26060085287126905,0.9229215329885483,1.3378453278541564,-0.0008218918745114933,7.1000000000000085,0.0,0.007149473520112224
568000,232.06,1.033436899781227,895,2.75,71,0.2726507333231978,0.9099199497699737,1.3259540295600891,-0.0013078749986016192,5.0,0.0,0.007661944084102288
576000,222.33,1.0747230127453804,895,2.51,72,0.2599391782173164,0.8831004875898362,1.3320245909690858,-0.0011484879613271914,6.0,0.0,0.008705798626760953
584000,207.02,0.8504938817024231,895,2.17,73,0.20955993879238616,0.9335861945152283,1.348677748441696,2.5023178895935416e-05,6.0,0.0,0.005575570779619739
592000,217.84,0.8226440799236298,896,2.51,74,0.21547892035185395,0.9496699851751328,1.3468368971347808,-0.0019219461068860255,8.100000000000009,0.0,0.005326716062263585
600000,233.8,1.0001500371098517,896,2.91,75,0.23489440277681342,0.904704117178917,1.3374999451637268,-0.00045566876855446026,9.0,0.0,0.007367043840931728
608000,242.52,1.137237024605274,896,3.07,76,0.28390784299134225,0.9075649380683899,1.3355279433727265,-0.0019289603121796972,9.0,0.0,0.009008419156307354
616000,231.76,1.2422189617156982,896,2.77,77,0.3101827337096326,0.8577053552865982,1.3443288707733154,-0.001458251772564836,6.0,0.0,0.01047457045991905
624000,222.4,1.1282282584905625,896,2.64,78,0.2930176929012951,0.907072879076004,1.3314620053768158,-0.0020282579807098956,5.1000000000000085,0.0,0.008878428031457587
632000,225.33,0.9326273542642594,896,2.64,79,0.22733773935032225,0.9304107904434205,1.3345741760730743,-0.001249557676492259,6.0,0.0,0.006227583965519443
640000,232.62,1.2337140107154847,896,2.97,80,0.31501654891996306,0.8950881063938141,1.3010179090499878,-0.002189563158317469,7.0,0.0,0.010278504051966593
648000,239.59,1.1724255093932152,897,3.24,81,0.3069135392254208,0.8924396604299545,1.307650465965271,-0.0016495750297326594,7.1000000000000085,0.0,0.009703277796506881
656000,242.88,1.0375481322407722,897,3.49,82,0.2650891157321375,0.9281707227230072,1.31380175948143,-0.0010404162036138586,9.0,0.0,0.007243945158552379
664000,244.27,1.0420370233058929,897,3.44,83,0.25796071068430104,0.9220718079805375,1.3280383837223053,-0.0006903170089935884,9.0,0.0,0.007621684910263866
672000,246.28,1.0144786217808723,897,3.57,84,0.2568350002946541,0.93114002764225,1.3182297456264496,-0.0022408217081101613,9.0,0.0,0.007121583158150316
680000,250.96,1.0937526980042458,898,3.61,85,0.27268294448339403,0.9024330919981003,1.3012645077705383,-0.0024483060487546027,9.0,0.0,0.008301831365097314
688000,251.81,1.088936151266098,898,3.77,86,0.28368308921067764,0.9112355899810791,1.2682946574687959,-0.0025725830916780977,9.0,0.0,0.008411888617556542
696000,251.01,1.2176332485675812,898,3.77,87,0.31284645716357207,0.8926494812965393,1.285141578912735,-0.0005852240024250932,9.0,0.0,0.010232382355025039
704000,259.08,1.1501081275939942,898,4.08,88,0.2888705322068172,0.8968938565254212,1.3146050012111663,-0.0016370735531381797,10.0,0.0,0.009115706532029436
712000,260.89,1.0756267553567886,898,3.98,89,0.2738597379319186,0.9129519879817962,1.3001149034500121,-0.001758103041938739,9.0,0.0,0.007948706392198801
720000,265.64,1.162036818563938,898,3.89,90,0.29241940889026335,0.8999550801515579,1.3179734921455384,-0.001275408837100258,9.0,0.0,0.009427063673501834
728000,268.39,1.3028617930412292,898,3.95,91,0.32608650061413175,0.8841867631673813,1.2939326322078706,-0.003764415074256249,9.0,0.0,0.01157471765531227
736000,281.04,1.3190699535608292,899,4.45,92,0.3187117534119771,0.8713141882419586,1.286272234916687,-0.002081666896992829,9.0,0.0,0.01188287119846791
744000,295.08,1.3392551547288896,899,5.11,93,0.3456513094137687,0.865013672709465,1.2690676605701448,-0.006408042154289433,11.100000000000009,0.0,0.012579100474249571
752000,273.81,1.3022754138708115,899,4.71,94,0.34368185666275475,0.8794134175777435,1.2859980571269989,-0.0015805720647767885,11.0,0.0,0.011555408593267202
760000,272.74,1.2896346795558928,899,4.51,95,0.3537591842512399,0.8425253027677536,1.2636779141426087,-0.00314754199993331,11.0,0.0,0.012402497909497469
768000,272.22,1.3452601182460784,899,4.46,96,0.3339856017491145,0.8492516016960144,1.2795797562599183,-0.0021564989810576663,11.0,0.0,0.012498290236108005
776000,286.67,1.3537936663627625,900,4.69,97,0.396059110262612,0.8716293936967849,1.2834291815757752,-0.002476400851737708,10.0,1.0,0.012387095266021789
784000,297.93,1.5003950083255768,900,5.3,98,0.4421677279503426,0.8374415206909179,1.2570899248123169,-0.003109410812612623,10.100000000000009,1.0,0.015212038329336793
792000,311.45,1.410009600520134,900,5.77,99,0.38371465445833375,0.8461287331581115,1.267370947599411,-0.004954737830848899,10.100000000000009,2.0,0.013279632558114826
800000,307.84,1.5520352929830552,901,5.74,100,0.44347378380536456,0.8142756116390228,1.2484798800945283,-0.003471190150594339,10.0,2.0,0.016026999121531844
808000,320.81,1.4356205546855927,901,6.11,101,0.3931164519084793,0.8367901080846787,1.2614642512798309,-0.0012476410705130547,11.0,3.0,0.0137641586875543
816000,325.8,1.3830849903821945,901,6.27,102,0.3713758628246841,0.8672575044631958,1.2721919453144073,-0.0015018600516486912,11.0,3.0,0.013063434474170209
824000,323.6,1.422406803369522,901,6.24,103,0.37510808706695054,0.8371219205856323,1.2781085681915283,-0.003651297406759113,11.0,2.0,0.01357695043552667
832000,326.39,1.4695872896909714,902,6.24,104,0.3932725874324207,0.8337770128250122,1.2611005592346192,-0.0019071055835229345,11.0,2.0,0.014279009676538407
840000,331.95,1.6600317662954331,902,6.43,105,0.41116510841852255,0.8120238012075425,1.255761901140213,-0.003385927682684269,11.0,2.9000000000000004,0.01846038647927344
848000,338.13,1.4915045380592347,902,6.5,106,0.43051508800015886,0.8223183137178421,1.244048821926117,-0.0027601246887934395,11.0,3.0,0.014795637838542462
856000,356.57,1.3785934031009675,903,6.87,107,0.3723366697439998,0.8602719348669052,1.2316821694374085,-0.006205491486471146,11.100000000000009,3.0,0.01270187453366816
864000,343.49,1.753675213456154,903,6.54,108,0.6620220209492395,0.7206354200839996,1.1414304384589196,-0.006354015243268805,11.0,3.0,0.02847432766808197
872000,349.01,1.614607549905777,903,6.6,109,0.45382873007633157,0.7856271994113923,1.2298004841804504,-0.003909590728289914,11.0,3.0,0.017260599667206406
880000,346.22,1.7098559176921844,904,6.71,110,0.48121277311587574,0.7881933212280273,1.24598464012146,-0.0031391772365896033,11.0,3.0,0.019642970347777008
888000,344.26,1.5793919306993485,904,6.6,111,0.4521215966072935,0.805123735666275,1.2339046967029572,-0.002595587495598011,11.0,3.0,0.016354366205632687
896000,361.05,1.5843212473392487,904,6.94,112,0.45942292317938666,0.8257586812973022,1.2323608636856078,-0.005305502931587398,11.0,3.0,0.016760847703553735
904000,377.91,1.659898806810379,904,7.57,113,0.47390792211214205,0.7967545127868653,1.2116883981227875,-0.00522089672536822,12.0,3.9000000000000004,0.018524935985915363
912000,377.62,1.609222731590271,904,7.76,114,0.48380193065131233,0.8112269699573517,1.203918160200119,-0.0029082670079151286,11.100000000000009,4.0,0.017323427838273345
920000,370.57,1.6207983827590942,905,7.78,115,0.4498059353444346,0.8009222203493118,1.1978518080711364,-0.0048773855158651715,11.0,4.0,0.01745809701271355
928000,367.32,1.708895046710968,905,7.94,116,0.5149715013797654,0.7955010402202606,1.2089044201374053,-0.006925489607092459,12.0,4.0,0.019794249781407414
936000,368.6,1.8926167851686477,905,8.0,117,0.5985784671319725,0.7277572882175446,1.139853112101555,-0.011391656622290611,12.0,4.0,0.024447394362650813
944000,382.04,1.6445400655269622,906,8.58,118,0.4475017810285234,0.7969533264636993,1.2023365986347199,-0.0026773642210173422,12.100000000000009,4.0,0.017993772272020578
952000,386.72,1.492310838699341,906,8.62,119,0.3971523497535452,0.8355437815189362,1.2391821575164794,-0.0008919480623444542,13.0,4.0,0.014826749877538532
960000,402.75,1.8092942255735398,906,8.87,120,0.5107133922912583,0.7786049962043762,1.2260373878479003,-0.0038045272044837475,13.0,4.9,0.021674320166930557
968000,408.09,1.7383021318912506,907,9.05,121,0.5062475643603649,0.7929144579172135,1.211956912279129,-0.0066716114088194445,13.200000000000017,5.0,0.020082301222719253
976000,419.74,1.8712434184551239,907,9.47,122,0.5339079073365657,0.7647406035661697,1.1892766726017,-0.007770323286531493,15.0,5.0,0.02286176881287247
984000,408.04,2.0251952785253526,907,9.06,123,0.8523119133840774,0.5664976328611374,1.0948690086603166,-0.008568898260127753,15.0,5.0,0.032931427811272444
992000,408.13,1.7925696909427642,907,8.98,124,0.5169843701039327,0.7492925894260406,1.157365825176239,-0.010787204039515927,15.0,4.0,0.022382075069472193
1000000,407.51,1.7160289192199707,908,8.98,125,0.5047343874773526,0.7826028907299042,1.1424576890468598,-0.004858319506165571,15.0,3.9000000000000004,0.019442977402359247
1008000,417.34,1.7120670938491822,908,9.44,126,0.48979163936320275,0.7942429864406586,1.1768878173828126,-0.007207492438610643,15.0,4.0,0.019633105602115394
1016000,405.07,1.6321691763401032,908,9.2,127,0.49684390523606076,0.8297792625427246,1.198327957391739,-0.00591044969696668,15.0,4.0,0.017679609870538116
1024000,422.71,1.8243712866306305,909,10.22,128,0.5418620010262886,0.7392209482192993,1.1779006850719451,-0.00529517519637011,15.100000000000009,5.0,0.021998053947463632
1032000,426.42,1.7173905837535859,909,10.61,129,0.4582263903434442,0.7785282480716705,1.1937899518013,-0.002228303638403304,16.0,6.0,0.019655788047239185
1040000,433.09,1.867074568271637,909,10.98,130,0.5749018630235487,0.6996970731019974,1.1074939237535,-0.004078070328687317,17.0,6.0,0.025494420477189125
1048000,414.17,1.6110370272397996,909,10.19,131,0.4555237526552437,0.7860954642295838,1.2256514465808868,-7.499531354824285e-05,15.100000000000009,5.0,0.01694851055275649
1056000,412.02,1.797148334980011,910,9.89,132,0.5328979636720542,0.7144634968042374,1.1574680438637734,-0.006969667248195037,15.0,5.0,0.021973897782154382
1064000,403.02,1.7946444267034531,910,9.52,133,0.5173518302961427,0.7779476088285446,1.1903076088428497,-0.005860225875458127,14.100000000000009,5.0,0.021470769559964537
1072000,401.51,1.695950629711151,910,9.51,134,0.49993992335026327,0.7846783006191254,1.1615749824047088,-0.002331402189010987,15.0,5.0,0.019149146107956767
1080000,406.9,1.7801696848869324,910,9.66,135,0.5186660070026198,0.7802746623754502,1.1961627423763275,-0.008777939730098296,15.100000000000009,5.0,0.021039173840545117
1088000,415.57,1.7231316685676574,910,10.21,136,0.508251817905484,0.7803168034553528,1.1940745902061463,-0.004519832308287733,16.0,5.0,0.019939594850875438
1096000,425.9,1.760208964943886,910,10.55,137,0.48259555878732124,0.7793123471736908,1.2060743105411529,-0.002473993587118457,16.0,6.0,0.020308896200731397
1104000,430.89,1.8450616800785065,911,10.85,138,0.5700596264801588,0.7201210987567902,1.1648305404186248,-0.0069815114187076685,17.0,6.0,0.022765826941467823
1112000,447.57,1.7161172729730607,911,11.17,139,0.5055063357229258,0.7962825232744217,1.1876673340797423,-0.001619845573877683,18.0,6.0,0.019339832640253008
1120000,446.77,1.7673744052648543,911,11.14,140,0.4942666980474621,0.7682135903835297,1.199300228357315,-0.0048001643497264015,18.0,6.0,0.02070364914368838
1128000,450.66,1.6605187332630158,911,11.07,141,0.458955062874147,0.8013171982765198,1.2138263380527496,-0.00012628814845811576,18.0,6.0,0.0183792136143893
1136000,450.03,1.6606178122758866,911,11.01,142,0.4586123659610113,0.8044116801023483,1.1978060686588288,-0.0047708292119205,17.0,6.0,0.018337066869717093
1144000,459.58,1.7302425849437713,912,11.46,143,0.5238366026605926,0.7978015720844269,1.1800856113433837,-0.005603411429037805,18.0,6.0,0.01973894765134901
1152000,465.96,1.8155264109373093,912,11.58,144,0.5234048108323405,0.788371375799179,1.177503707408905,-0.005938660861866083,18.0,6.0,0.02181376808322966
1160000,472.09,1.7116165536642074,912,11.75,145,0.4934059313008099,0.793669450879097,1.1753155303001404,-0.0019538254893268457,18.0,6.0,0.019455166119150817
1168000,484.24,1.889036910533905,912,12.0,146,0.5822641414465908,0.7570344370603561,1.1594732987880707,-0.011950602977594826,18.0,7.0,0.023569394117221237
1176000,491.52,1.8627397882938386,912,12.06,147,0.5891435083339597,0.7524672394990921,1.183354333639145,-0.006056287453975529,17.10000000000001,7.0,0.023072518901899458
1184000,502.31,1.9680373692512512,912,12.2,148,0.7317360191272689,0.661348689198494,1.1107914426922798,-0.018542160101933405,18.0,7.0,0.029376798886805774
1192000,487.88,1.9298690009117125,912,11.46,149,0.6355653912491218,0.699223507642746,1.1237265056371688,-0.00557611775235273,17.0,5.9,0.02466960364021361
1200000,481.47,1.939513578414917,913,11.69,150,0.5631329979724823,0.7564993453025818,1.1476888585090637,-0.006621432605024893,18.0,5.9,0.024959662919864057
1208000,476.33,1.6769023108482362,913,11.5,151,0.5168993827978521,0.7763818579912186,1.1127380487322807,-0.005500010135219782,18.0,6.0,0.0201716197328642
1216000,455.03,1.6017854714393616,913,10.68,152,0.44040145342469883,0.814313650727272,1.197130514383316,-0.0025312134021078236,17.10000000000001,4.0,0.01693833001423627
1224000,442.5,1.8939014917612076,913,10.44,153,0.5831662912513479,0.7367581671476364,1.1673277503252029,-0.0037665983237093314,17.0,4.0,0.024075970547273756
1232000,463.87,2.0504871547222137,913,11.62,154,0.6318976295475696,0.7243758523464203,1.1208585917949676,-0.006677350850077346,21.0,5.0,0.027646481823176146
1240000,482.91,1.8986554169654846,914,12.72,155,0.5791119073981238,0.7536047255992889,1.133888727426529,-0.012006242647912587,22.0,6.0,0.023849536292254926
1248000,480.28,1.6370257371664048,914,12.32,156,0.47505593820923925,0.822528167963028,1.186477541923523,-0.004551208743359894,21.0,5.0,0.017637771409936248
1256000,482.14,1.8247812104225158,914,12.52,157,0.5709678044289028,0.7779237735271454,1.1230272418260574,-0.008286025606503244,20.10000000000001,6.0,0.02196925863623619
1264000,500.13,1.887273524403572,914,13.48,158,0.5973048415448075,0.7479568469524384,1.115370080471039,-0.011951133407419547,21.0,7.0,0.02374269258696586
1272000,508.12,1.819899230003357,914,13.67,159,0.5733138608701525,0.7582912462949752,1.1390921640396119,-0.003920729736564681,21.0,7.0,0.0220177303487435
1280000,496.53,1.8705545872449876,915,12.57,160,0.5730563900733936,0.7440673398971558,1.1277314698696137,-0.007563701978360768,18.0,6.0,0.023365685264579952
1288000,493.17,1.9897532784938812,915,12.24,161,0.590785346261365,0.7474249625205993,1.1247541111707688,-0.0023287195700686424,18.0,6.0,0.026059717321768403
1296000,501.45,1.9203774398565292,915,12.76,162,0.5658548522642524,0.7473261779546738,1.1233151507377626,-0.011328113628260326,18.10000000000001,7.0,0.024585391236469148
1304000,509.33,1.8835187208652497,915,12.76,163,0.5492203779172568,0.7419062048196793,1.1164488196372986,-0.005148584037524415,19.0,7.0,0.02336386835202575
1312000,510.08,1.9968707585334777,915,13.02,164,0.6501074285774919,0.7180287420749665,1.1142192322015763,-0.005634978560265153,19.10000000000001,6.9,0.027126226937398315
1320000,518.97,2.111330360174179,916,13.49,165,0.6232019953567335,0.7148097252845764,1.1242000114917756,-0.0051295210150419735,20.0,6.9,0.02960431294515729
1328000,530.64,1.824694609642029,916,14.3,166,0.533826488536998,0.789889155626297,1.133371480703354,-0.00982164723565802,21.0,7.0,0.022045948412269353
1336000,544.21,1.8500426787137985,916,14.95,167,0.5711720844110569,0.7466464787721634,1.1251215237379073,-0.003022934200707823,21.0,8.0,0.022482259152457117
1344000,545.07,2.0535310804843903,916,14.84,168,0.6504591872233689,0.7316247659921646,1.1408672195672989,-0.008699102742248215,22.0,8.0,0.02778161531779915
1352000,539.27,1.9351035290956498,916,14.7,169,0.5565716790575452,0.7748751538991928,1.1498577177524567,-0.004479444546741433,21.10000000000001,9.0,0.024962144708260893
1360000,542.51,1.900672607421875,917,14.98,170,0.5930579862499483,0.73766960978508,1.1626610147953034,-0.0015593201312003658,22.0,9.0,0.023547187140211465
1368000,549.88,2.022956939339638,917,15.39,171,0.6329879806317602,0.7343543016910553,1.0407134997844696,-0.008473920576798265,23.0,9.0,0.02715278821066022
1376000,547.44,1.9912304639816285,917,15.31,172,0.6311746414384485,0.7425133675336838,1.1095507687330246,-0.004214327031259017,23.10000000000001,9.0,0.025851774588227273
1384000,556.99,2.008180685043335,917,15.73,173,0.6251951691595291,0.7341808819770813,1.0954212835431099,-0.010969113186001777,24.0,9.0,0.026986312195658682
