frames,policy_entropy,approx_kl_divergence,explained_variance,epoch_idx,episode_length,policy_loss,fps,grad_norm,clip_fraction,value_loss,P01:episode_rewards,P09:episode_rewards,advantage_norm,PMM:episode_rewards
286720,1.6584884874522685,0.003656900533854923,1.1175870895385742e-08,28,315.01,-0.0013690470979781822,415,0.05444973149566181,0.2845458984375,0.007464552645365075,0.0,250.0,15.96871742606163,116.75
296960,1.6596519708633424,0.002639006584274739,7.450580596923829e-10,29,316.1,-0.0010319263357814635,415,0.05051919126976033,0.1805419921875,0.008041985970703536,0.0,250.0,15.968717670440673,116.0
307200,1.6405315771698952,0.0032997372018144233,-1.9371509552001954e-08,30,322.98,-0.00127462495220243,415,0.05347606886814158,0.2260986328125,0.009377967335603898,25.0,252.50000000000023,15.968717610836029,137.75
317440,1.6349912106990814,0.003237664989751465,1.080334186553955e-08,31,333.92,-0.0023358923936029896,415,0.05668936949578448,0.2646240234375,0.010423550230098045,25.0,327.5000000000002,15.968717628717423,162.25
327680,1.5330174148082734,0.002597377912900356,4.8428773880004884e-09,32,343.62,-0.0017507969507278176,416,0.05299945983697858,0.175048828125,0.01386781585024437,47.50000000000001,325.0,15.968717783689499,187.25
337920,1.4944271467626096,0.0024865750214303262,1.1175870895385742e-09,33,343.59,-0.0009530455372441793,416,0.051781527389039406,0.17685546875,0.013073266830906505,50.0,357.5000000000007,15.968717849254608,219.5
348160,1.4875703237950801,0.0029112779587194383,-2.9802322387695314e-09,34,343.95,-0.001817552448483184,416,0.05623630579029197,0.2134521484375,0.01257962827639858,75.0,355.00000000000045,15.968717741966248,236.0
358400,1.4982007823884487,0.0025486556424226593,2.0861625671386717e-08,35,347.7,-0.0017016731391777285,417,0.05012268430764276,0.20009765625,0.01184201072610449,122.5,477.5000000000002,15.96871787905693,250.0
368640,1.5394867062568665,0.003257222559409456,1.2293457984924316e-08,36,341.72,-0.0014340687444928334,417,0.0543058513539432,0.2475830078125,0.010429094342543976,50.0,405.00000000000045,15.96871758699417,222.25
378880,1.5658031210303307,0.003023209033074181,-1.0058283805847169e-08,37,344.54,-0.0013905495361541398,418,0.053408714585060246,0.1991943359375,0.012057809840007394,50.0,452.50000000000017,15.968717831373215,221.25
389120,1.5762033343315125,0.00382270079915088,7.82310962677002e-09,38,333.72,-0.001723518135258928,418,0.054135980331238585,0.2579833984375,0.008608337175905945,50.0,452.50000000000017,15.968717330694199,202.5
399360,1.561025868356228,0.004436843100904753,-7.078051567077636e-09,39,327.43,-0.001333887056898675,419,0.04990105510325201,0.2898681640625,0.00557114393300111,25.0,450.0,15.968714386224747,169.75
409600,1.6425806723535061,0.0037070530287522272,1.6763806343078613e-08,40,314.51,-0.0013999361774040154,418,0.05028463381808122,0.264697265625,0.005735549858502509,0.0,255.00000000000043,15.968715578317642,117.75
419840,1.629864977300167,0.0027614263008217677,-3.7252902984619143e-10,41,307.78,-0.0011591908036280075,419,0.04906852557414122,0.2210205078125,0.007033707606751705,0.0,175.0,15.968717581033706,93.5
430080,1.6318634815514088,0.0035088611700984985,9.313225746154785e-09,42,308.11,-0.0014442961859458593,418,0.05172862442722177,0.2805419921875,0.006381366918844833,0.0,180.00000000000045,15.96871092915535,104.5
440320,1.6232935339212418,0.0033118923257120514,2.6077032089233397e-09,43,303.94,-0.001462991818334558,418,0.0484596844006966,0.2652587890625,0.005012877157753337,0.0,175.0,15.968707579374314,95.0
450560,1.6090743884444236,0.0038845418098276243,7.450580596923828e-09,44,304.39,-0.0014234822054277174,417,0.04853382660983123,0.2793701171875,0.004893965129966205,0.0,150.0,15.968714755773544,84.75
460800,1.5477619402110576,0.0033739013350157165,-8.568167686462402e-09,45,303.69,-0.0016196944310649997,418,0.04558944717243165,0.2675048828125,0.006212735083363441,0.0,150.0,15.968717259168624,86.25
471040,1.500195610523224,0.0037785429292398476,2.384185791015625e-08,46,303.5,-0.0006738834594216314,418,0.04600973166057987,0.28076171875,0.004386395806062637,0.0,175.0,15.96869278550148,92.25
481280,1.476201517879963,0.00339719084618082,7.82310962677002e-09,47,299.62,-0.001085631741079851,418,0.04461154821234274,0.235546875,0.0029778973323702383,0.0,175.0,15.968583297729491,86.25
491520,1.5507131487131118,0.004379991997154775,1.862645149230957e-09,48,296.43,-0.000447801287555194,418,0.046353513070811515,0.275244140625,0.004085323900910254,0.0,125.0,15.968699634075165,61.75
501760,1.6159403875470162,0.0038901237704067173,-1.30385160446167e-08,49,299.83,-0.0005359668364690151,418,0.0488760645254971,0.24306640625,0.004853215690129175,0.0,127.50000000000021,15.9684583902359,58.75
512000,1.6842528358101845,0.004794791984568292,1.0058283805847169e-08,50,303.83,-0.0006397442513843999,418,0.04997178966350667,0.2620361328125,0.0045359514851497805,0.0,127.50000000000021,15.968716591596603,64.5
522240,1.667608167976141,0.004631575215853445,1.899898052215576e-08,51,306.8,-0.0014927561802323907,418,0.04828865207775109,0.3013427734375,0.005204302623681656,0.0,152.50000000000023,15.968691974878311,72.0
532480,1.679140791296959,0.004275914109302903,4.470348358154297e-09,52,304.37,-0.001438084045003052,418,0.04738766437133836,0.2990234375,0.00471118852970136,0.0,125.0,15.968679171800613,68.0
542720,1.7371259175240994,0.003410132313683789,-2.3469328880310058e-08,53,309.75,-0.0015432851148943882,418,0.051457617364817944,0.2608154296875,0.007313574897943908,0.0,175.0,15.968717277050018,85.5
552960,1.7250549420714378,0.0036298989515330506,-3.3527612686157227e-09,54,317.77,-0.001314524397821515,417,0.05236036139102087,0.2833984375,0.008849923576849505,25.0,225.0,15.968717294931412,113.75
563200,1.7447270795702934,0.004141884947330254,-1.0058283805847169e-08,55,320.41,-0.0009206716036715079,418,0.05264071733465301,0.29619140625,0.007072784956380929,25.0,250.0,15.968717378377914,132.5
573440,1.771569300442934,0.0037745267355603573,-7.078051567077636e-09,56,319.04,-0.001563076744787395,418,0.054638575306762235,0.287646484375,0.008439308232209442,22.500000000000007,252.50000000000023,15.968717652559281,132.25
583680,1.7511389434337616,0.003324145912779386,3.054738044738769e-08,57,316.96,-0.0016611961073067505,418,0.05487262524175164,0.2798095703125,0.007834728457987694,25.0,250.0,15.968717622756959,124.5
593920,1.6142964586615562,0.0032687726183610265,1.1548399925231934e-08,58,321.7,-0.0014294614928076043,417,0.05254606181942891,0.2629150390625,0.008093754994115443,25.0,252.50000000000023,15.968717688322068,124.0
604160,1.6412704549729824,0.003862769484976525,-3.7252902984619143e-10,59,321.7,-0.001150618564861361,415,0.04926433416001817,0.2990478515625,0.005535629027542654,25.0,250.0,15.968713402748108,122.5
614400,1.72579026222229,0.003149276153521896,-2.16066837310791e-08,60,322.98,-0.0009474996521021239,415,0.05156068140914962,0.2447998046875,0.007177920920184988,0.0,275.0,15.968717455863953,123.5
624640,1.6723934300243855,0.0032337158336758877,3.725290298461914e-09,61,324.85,-0.0011945458929403685,415,0.051514679784339754,0.248779296875,0.008925149107926699,0.0,310.00000000000085,15.968717849254608,140.25
634880,1.653371824324131,0.0030666840693811537,-2.6077032089233397e-09,62,334.97,-0.0016316732187988236,415,0.055288384426632156,0.2489013671875,0.011158226700717932,25.0,402.5000000000002,15.968717694282532,166.75
645120,1.6120237097144128,0.003356399355504891,-3.3527612686157227e-09,63,338.6,-0.001817825287434971,415,0.05268827416681874,0.256298828125,0.00827054653527739,50.0,382.5000000000007,15.968717896938324,181.0
655360,1.6463648118078709,0.0033313037547657133,2.0489096641540527e-08,64,332.94,-0.0009538955178868491,415,0.04833649178757566,0.1909912109375,0.006472333851849044,25.0,330.0000000000004,15.968716931343078,161.5
665600,1.7281929120421409,0.0037670263044674358,7.82310962677002e-09,65,327.92,-0.0018302822412806564,414,0.05256450573201939,0.2770263671875,0.008741575393560196,25.0,302.5000000000002,15.968717437982558,149.25
675840,1.7007863208651544,0.004473694070850342,9.313225746154785e-09,66,323.09,-0.001745480932004284,411,0.0494042706526638,0.306640625,0.006600235823680123,25.0,252.50000000000023,15.968717473745347,127.75
686080,1.6505578294396401,0.002912230682352401,3.7252902984619143e-10,67,321.11,-0.0010956383928714785,409,0.05008557977691917,0.20234375,0.006366028464666229,25.0,227.5000000000002,15.968715238571168,119.5
696320,1.648074845224619,0.003007858404481567,-1.601874828338623e-08,68,317.04,-0.0010861758375540376,406,0.053509740578646825,0.2204833984375,0.009308380904258229,25.0,200.0,15.968717795610427,113.75
706560,1.6479441091418265,0.00262497752685249,2.6077032089233397e-09,69,325.36,-0.001190645421593217,402,0.05280001698586393,0.1970703125,0.009954475726408419,25.0,275.0,15.968717670440673,147.5
716800,1.5382282719016076,0.0025028479043044173,-2.4959444999694825e-08,70,335.72,-0.001265878673439147,395,0.05465598291763392,0.19658203125,0.011739992826551315,50.0,355.00000000000045,15.968717813491821,184.25
727040,1.5397003136575222,0.002208125074790246,9.313225746154785e-09,71,346.85,-0.0005354076936782803,382,0.05455128534146102,0.1845703125,0.011775774371926673,50.0,405.00000000000045,15.96871771812439,210.0
737280,1.5508166700601578,0.00302996223991272,-2.2724270820617674e-08,72,348.33,-0.0015510283381445333,371,0.051027678225816074,0.2607177734375,0.007790422745347314,50.0,377.5000000000002,15.96871775984764,192.5
747520,1.6329862155020236,0.003312941461126684,-4.8428773880004884e-09,73,340.96,-0.001901633358647814,362,0.051178323242120474,0.28310546875,0.0074362837473927355,47.50000000000001,350.0,15.968717455863953,166.25
757760,1.6186947703361512,0.003520755637828188,-5.587935447692871e-09,74,325.7,-0.0012991191644687206,354,0.05040081984656527,0.2855712890625,0.0063452790704786825,0.0,225.0,15.968716722726821,122.25
768000,1.6453048847615719,0.0037715149139103234,3.725290298461914e-09,75,318.85,-0.0014133256358036307,346,0.04672573618126928,0.2358154296875,0.006799820923833977,0.0,202.50000000000023,15.968717592954636,115.75
778240,1.6482809364795685,0.0031195584774422968,-1.6391277313232423e-08,76,319.95,-0.0012902345708425856,337,0.052237162907398514,0.251025390625,0.008621967476483406,25.0,200.0,15.9687175989151,117.0
788480,1.6565386041998864,0.0028406178205614197,1.7881393432617187e-08,77,324.46,-0.0009463633788982407,330,0.048503594043876316,0.2076904296875,0.008617149262681778,25.0,227.5000000000002,15.968717396259308,133.25
798720,1.6990240179002285,0.0033189208054295706,-2.9429793357849122e-08,78,329.11,-0.0014137096382910385,324,0.05384403883722981,0.2702880859375,0.008468023771456501,25.0,250.0,15.968717682361603,142.0
808960,1.6589986570179462,0.002232794134783944,-5.215406417846679e-09,79,343.63,-0.0008624637084722053,319,0.05163573418111757,0.1645263671875,0.010857032014428114,25.0,385.00000000000085,15.968717616796493,175.75
819200,1.6972203314304353,0.002422795925963328,2.644956111907959e-08,80,343.08,-0.00131314757745713,314,0.055663557792824434,0.2120361328125,0.008978366508199543,25.0,387.5000000000011,15.968717592954636,174.5
829440,1.6932062320411205,0.002776560151880858,-1.862645149230957e-08,81,341.0,-0.0011976501966273645,311,0.052561624165804455,0.230078125,0.0071529689408635026,47.50000000000001,387.5000000000011,15.968717277050018,172.75
839680,1.6663880407810212,0.003791394450468033,1.2665987014770507e-08,82,331.68,-0.001100682051765034,308,0.050223373286655805,0.2790771484375,0.006315949036888924,25.0,477.5000000000002,15.968717670440673,150.25
849920,1.6961324281990529,0.0026130708519872315,4.8428773880004884e-09,83,330.36,-0.0016345738296877244,305,0.05239299594829431,0.2316162109375,0.00916868929307384,25.0,362.5000000000011,15.968717783689499,146.0
860160,1.648003239184618,0.0026505784659548227,-2.123415470123291e-08,84,331.89,-0.0010692555606510723,302,0.04922424124364038,0.2113525390625,0.007680739576790075,25.0,452.50000000000017,15.96871737241745,151.25
870400,1.66986390799284,0.0021620862196755296,4.097819328308106e-09,85,336.98,-0.0006314213384030154,299,0.0510325077398033,0.1861572265625,0.010235867230949224,25.0,480.00000000000045,15.968717765808105,171.75
880640,1.605368508398533,0.002875227815633252,3.725290298461914e-09,86,347.65,-0.0015791708119650139,297,0.05287207213058446,0.2273681640625,0.008868970515504771,25.0,502.5000000000002,15.968717575073242,189.25
890880,1.620909021794796,0.0031347120646046276,1.7508864402770997e-08,87,343.89,-0.0009115229222516064,294,0.05335878148131521,0.2373291015625,0.0063869200769659075,25.0,450.0,15.968716740608215,173.5
901120,1.6641179956495762,0.0032392919150879607,7.82310962677002e-09,88,336.96,-0.0015404850040795282,292,0.05095811142174238,0.25595703125,0.00903291059125877,25.0,280.00000000000045,15.968715929985047,144.25
911360,1.6565840907394886,0.0030484733588536984,4.097819328308106e-09,89,331.22,-0.0013408137449005153,289,0.05315312005655041,0.239892578125,0.00823400414877824,25.0,275.0,15.968708699941635,138.25
921600,1.6379845894873142,0.002501050222087997,-7.450580596923829e-10,90,330.34,-0.0008215452577132965,287,0.05442343169383057,0.2030029296875,0.010683964763666154,25.0,277.5000000000002,15.968717736005782,152.25
931840,1.566198533028364,0.0027718107516079725,-2.384185791015625e-08,91,336.25,-0.001568393862544326,285,0.04886919450326492,0.20732421875,0.009804181927756872,50.0,352.5000000000002,15.968717849254608,180.25
942080,1.5073464535176755,0.0024393692126409407,1.1920928955078126e-08,92,349.38,-0.0013728549791267141,284,0.05049216295524778,0.1915283203125,0.01094015224261966,50.0,475.0,15.968717926740647,205.5
952320,1.5747886069118977,0.002529170943967074,7.450580596923828e-09,93,350.51,-0.000532916881275014,282,0.05067366943449381,0.199365234375,0.010319315023298258,47.50000000000001,360.0000000000009,15.968717610836029,199.0
962560,1.5814812906086444,0.002497546995323319,-1.4528632164001465e-08,94,354.54,-0.0008321620418428211,280,0.04781387367426167,0.1917724609375,0.009066114546749304,47.50000000000001,377.5000000000002,15.968717736005782,199.5
972800,1.4712162263691426,0.0026682308102635942,9.685754776000977e-09,95,342.14,-0.0006214186978468206,278,0.04396574467134514,0.20146484375,0.006413920264913031,25.0,375.0,15.968717557191848,177.75
983040,1.4752415478229524,0.002766973380175841,3.7252902984619143e-10,96,337.9,-0.0011678621100145391,277,0.04291333325914203,0.186962890625,0.006958751348611259,0.0,375.0,15.968716925382614,149.75
993280,1.4229374937713146,0.002807138306263823,-1.1175870895385742e-08,97,330.36,-0.001097615705748467,275,0.040438962976593405,0.203564453125,0.006637166528892635,0.0,277.5000000000002,15.968713241815568,131.5
1003520,1.540456521511078,0.003159105184317923,7.82310962677002e-09,98,329.29,-0.0014620577228924958,273,0.04435954551570537,0.2312255859375,0.0073954945046352805,0.0,252.50000000000023,15.968717390298844,123.25
1013760,1.6405298016965388,0.0029257003283646556,-7.450580596923828e-09,99,323.69,-0.0006545203472342109,272,0.052070787699724175,0.262353515625,0.005787224732728191,0.0,250.0,15.968716740608215,118.75
1024000,1.6905356138944625,0.004063947930785616,5.215406417846679e-09,100,313.14,-0.0013990674924571067,270,0.04611839405083289,0.304541015625,0.003787211022640946,0.0,227.5000000000002,15.968705195188523,97.0
1034240,1.7466496653854846,0.004403190752123009,-2.3096799850463868e-08,101,299.47,-0.0016168131471204106,269,0.04871964897804795,0.3390380859375,0.004577300729488342,0.0,150.0,15.968716692924499,70.25
1044480,1.7526759572327137,0.00304069259282187,-1.862645149230957e-08,102,302.72,-0.0017022197862388566,267,0.05191007026325921,0.2838134765625,0.007275924416654788,0.0,225.0,15.968716955184936,90.75
1054720,1.7469792425632478,0.0036594219371636426,-1.1175870895385742e-09,103,306.27,-0.0011369583608029643,266,0.051735279603666195,0.3151611328125,0.005361146622271917,0.0,252.50000000000023,15.968715989589692,103.0
1064960,1.776214027404785,0.0033447532448690255,4.470348358154297e-09,104,311.81,-0.00202267726399441,265,0.05244993069538455,0.2888427734375,0.008749001098112785,22.500000000000007,300.0,15.968717801570893,127.25
1075200,1.766325856000185,0.003071054142446883,1.2293457984924316e-08,105,310.7,-0.001434458237417857,263,0.04955536419154505,0.27265625,0.005339585464025731,25.0,227.5000000000002,15.968704044818878,105.5
1085440,1.6662393800914288,0.004270141096458247,-2.458691596984863e-08,106,312.25,-0.001644417719762714,262,0.04506626448052151,0.3152099609375,0.004252717032005959,0.0,252.50000000000023,15.968698871135711,105.0
1095680,1.7413796022534371,0.004922923608432939,2.0861625671386717e-08,107,310.36,-0.0013942084959126077,261,0.04937083120789603,0.3126708984375,0.006281937849979613,0.0,152.50000000000023,15.968716442584991,81.5
1105920,1.7425431303679944,0.002540664068430942,-2.9802322387695314e-09,108,319.4,-0.0012376117243547923,260,0.056573747942976794,0.2175537109375,0.013045057505951262,0.0,325.0,15.968717813491821,127.75
1116160,1.7243390165269374,0.0028118478974420214,-7.82310962677002e-09,109,329.54,-0.002123860560459434,259,0.05680423976336341,0.24716796875,0.0129974160270649,22.500000000000007,327.5000000000002,15.96871777176857,164.75
1126400,1.749957063049078,0.002334515449808805,1.5273690223693846e-08,110,340.82,-0.001214477600660757,257,0.05448891771607115,0.2282470703125,0.010519925295375288,50.0,452.50000000000017,15.96871777176857,214.25
1136640,1.720484921336174,0.0031263781714699233,-2.0116567611694337e-08,111,344.31,-0.0010939365583908511,257,0.052357756415204626,0.2625732421875,0.008763013556381339,47.50000000000001,382.5000000000007,15.968717551231384,208.5
1146880,1.6716898672282696,0.0026183695103100036,1.2293457984924316e-08,112,344.19,-0.0015216857926134252,255,0.05095039381421038,0.2439453125,0.008927800476703851,25.0,335.00000000000085,15.968717628717423,193.75
1157120,1.6780729420483111,0.002290110688261393,-8.940696716308593e-09,113,347.16,-0.0008202339929994195,254,0.05278720063158745,0.2029052734375,0.010938368599090609,25.0,325.0,15.968717926740647,179.75
1167360,1.6371132485568523,0.002249802610754159,-6.7055225372314455e-09,114,356.79,-0.0008118318306514994,253,0.05178958160914767,0.1855712890625,0.010644949978450313,47.50000000000001,327.5000000000002,15.968717753887177,194.0
1177600,1.6464409582316875,0.002549374535408333,-1.6391277313232423e-08,115,354.68,-0.0008540392449503997,252,0.05509687402816351,0.2218505859375,0.009298328242039133,50.0,327.5000000000002,15.968717563152314,188.75
1187840,1.638529922068119,0.0023163666892628497,-1.30385160446167e-08,116,361.41,-0.0010789492738695118,251,0.05513783684671445,0.2073486328125,0.012588089233031497,50.0,355.00000000000045,15.968717819452285,206.75
1198080,1.6022734567523003,0.002387427122664576,-7.078051567077636e-09,117,358.56,-0.0015678668623877456,250,0.05532977310496336,0.20107421875,0.012412476059034816,72.50000000000001,502.5000000000002,15.968717741966248,220.5
1208320,1.6001756832003593,0.002200538170745858,-7.450580596923829e-10,118,356.8,-0.0010396542158559896,250,0.05728524116167506,0.1819091796875,0.014386943459248869,75.0,502.5000000000002,15.968717843294144,238.25
1218560,1.6018477946519851,0.001645895790289842,-1.1548399925231934e-08,119,360.43,-0.0010798703933687648,248,0.05460459882808603,0.1428466796875,0.013879475838621147,100.0,527.5000000000002,15.968717980384827,266.75
1228800,1.6097319193184376,0.0031084665472008053,2.458691596984863e-08,120,361.89,-0.0017131015585619025,248,0.05879068171844111,0.2600341796875,0.013493275629298297,125.0,482.5000000000007,15.968717807531357,266.75
1239040,1.5945759393274783,0.0020013197686921556,9.685754776000977e-09,121,362.32,-0.0016016947043681284,247,0.04893339491093332,0.160009765625,0.012991920521017164,125.0,550.0,15.968717867136002,270.75
1249280,1.5736937381327152,0.002047191930535064,-1.1175870895385742e-09,122,359.73,-0.0012694898345216644,246,0.05305351622758081,0.173486328125,0.012816229520831257,125.0,577.5000000000002,15.968717926740647,276.25
1259520,1.5792034909129142,0.002293303607461894,1.3411045074462891e-08,123,363.4,-0.0013822657623677515,245,0.05618018242078319,0.180908203125,0.013909624713414814,125.0,600.0,15.96871777176857,279.75
1269760,1.612306722998619,0.002328961430362142,-1.1548399925231934e-08,124,357.23,-0.0014505084945994895,244,0.05733178992852382,0.217236328125,0.01289841370889917,122.5,575.0,15.968717885017394,267.25
1280000,1.5351228542625903,0.0021098537816698127,1.2293457984924316e-08,125,355.41,-0.0012931533059600043,243,0.05138940538514288,0.1717041015625,0.013648406250285915,97.5,575.0,15.968717992305756,272.25
1290240,1.5763800621032715,0.002643572552801743,-4.8428773880004884e-09,126,352.41,-0.0012590664711751743,242,0.05683717560325806,0.2308349609375,0.013378994888989837,75.0,575.0,15.968717682361603,269.75
1300480,1.678630680590868,0.0024707526494125885,-2.6077032089233397e-09,127,360.39,-0.0016037940171372612,241,0.05511753027763849,0.226123046875,0.014082959471852518,125.0,575.0,15.968717807531357,285.25
1310720,1.722302683442831,0.002246028627837404,-2.8312206268310546e-08,128,361.52,-0.0007310860044526634,241,0.05351258846496548,0.1919677734375,0.012598106657969765,125.0,552.5000000000002,15.96871775984764,274.25
1320960,1.734586025029421,0.002088737505721383,-2.9802322387695312e-08,129,365.43,-0.0014099754822382237,240,0.055580505225059196,0.2006103515625,0.011290756761445664,122.5,575.0,15.968717938661575,265.25
1331200,1.7338252365589142,0.0023086442577806565,3.3527612686157227e-09,130,362.16,-0.0010001096576161216,239,0.05508198781332095,0.217333984375,0.010816459418856538,100.0,525.0,15.968717831373215,243.5
1341440,1.7300737418234349,0.002500387603527088,1.2665987014770507e-08,131,356.44,-0.0009624999380321242,238,0.05496660293255913,0.2248291015625,0.010802533316018525,75.0,525.0,15.96871782541275,236.0
1351680,1.7025197483599186,0.002302815236657807,-3.3527612686157227e-09,132,348.1,-0.0011374699581210735,238,0.05336514395810712,0.1924072265625,0.01203945908782771,50.0,380.00000000000045,15.968717902898788,211.0
1361920,1.7448174580931664,0.0026403386860465615,-1.080334186553955e-08,133,338.31,-0.0014608620993385557,237,0.05614724206144615,0.240087890625,0.009864749737971579,50.0,352.5000000000002,15.96871754527092,196.0
1372160,1.728648667782545,0.0026178776725146236,7.078051567077636e-09,134,325.32,-0.0013679369621968362,236,0.052708334925654146,0.2398193359375,0.00719274839667321,25.0,275.0,15.968708395957947,154.0
1382400,1.7123153388500214,0.0027443505969131365,4.8428773880004884e-09,135,321.36,-0.0009391667728777975,236,0.05111674925529354,0.2703125,0.006321946694635016,22.500000000000007,275.0,15.968717241287232,144.25
1392640,1.67361346706748,0.0028468003210491586,2.16066837310791e-08,136,310.94,-0.0016290472332912032,235,0.050318545560695205,0.2813232421875,0.005750436082416854,22.500000000000007,225.0,15.968717688322068,110.25
1402880,1.706040933728218,0.0029634945842872185,-3.203749656677246e-08,137,317.04,-0.00185020823701052,234,0.05462230584554086,0.276904296875,0.009022101124719484,25.0,265.00000000000125,15.968717712163926,133.75
