approx_kl_divergence,episode_length,fps,P09:episode_rewards,epoch_idx,frames,policy_entropy,advantage_norm,P01:episode_rewards,grad_norm,explained_variance,PMM:episode_rewards,clip_fraction,policy_loss,value_loss
229709.4217901589,337.1923076923077,268,250.0,1,10240,0.31516031998033894,15.96871817111969,137.5,189885277.03562063,-6.746088728681206,191.34615384615384,0.247900390625,0.05675615806976566,100026854.37932712
0.004482848285897489,354.76363636363635,250,250.0,2,20480,0.6705937709659338,15.96871782541275,150.0,0.09885785851316732,2.6077032089233397e-09,192.72727272727272,0.09267578125,0.0014179109919496113,0.01156260940770153
0.003226163321551212,361.0705882352941,249,250.0,3,30720,0.780113335326314,15.968718034029006,135.0,0.0752908729484553,1.3783574104309083e-08,193.23529411764707,0.104150390625,0.0009676562396634836,0.010959404018649366
0.002494496964362725,361.73,247,252.50000000000023,4,40960,0.9135722398757935,15.968717896938324,125.0,0.053491196069783344,8.195638656616212e-09,187.5,0.096875,8.251562103396281e-05,0.010785006605146918
0.003336566552388831,370.51,246,315.00000000000125,5,51200,1.0254377212375403,15.96871742606163,125.0,0.04426555380677802,1.3783574104309083e-08,199.75,0.1233642578125,-0.0006466205057222396,0.009907900609505305
0.0026891750891081755,362.77,244,315.00000000000125,6,61440,1.0620683547109366,15.968717628717423,122.5,0.04018574117204018,-2.2351741790771484e-09,190.0,0.1128173828125,-0.00019611915122368372,0.008953815611494064
0.002242173935866276,360.73,245,300.0,7,71680,1.045264932885766,15.96871766448021,97.5,0.04030817309225002,1.862645149230957e-08,180.5,0.1123046875,-0.0003683351678773761,0.009936614631442353
0.003044445819352859,364.94,244,255.00000000000043,8,81920,1.1596412539482117,15.968717908859253,75.0,0.04386782454714886,-7.078051567077636e-09,178.75,0.16318359375,-0.0014793791277043055,0.008739409584813984
0.0031234900175036275,368.72,243,430.0000000000004,9,92160,1.1667203582823276,15.968717557191848,75.0,0.048303432390258104,1.1175870895385742e-09,184.25,0.1889404296875,-0.0007352789609285538,0.009106624860214652
0.003036455220581047,363.19,243,430.0000000000004,10,102400,1.2808086469769477,15.968717485666275,50.0,0.05022661237595096,-6.7055225372314455e-09,179.25,0.212158203125,-0.001277349657175364,0.007486991217228933
0.003085616707585359,353.87,243,475.0,11,112640,1.3293124593794345,15.968717610836029,25.0,0.05748128869732512,7.82310962677002e-09,168.5,0.222314453125,-0.001171794766196399,0.007478730846560211
0.0026664324926599647,340.21,242,430.0000000000004,12,122880,1.2635841190814971,15.968717855215072,25.0,0.050798027586046776,-2.6077032089233397e-09,158.25,0.16806640625,-0.0010122117295395584,0.009036782795737964
0.0019439280246615453,346.35,242,450.0,13,133120,1.242520945519209,15.968717688322068,50.0,0.050798304037162775,-8.568167686462402e-09,158.0,0.1236328125,-0.0005649961181916297,0.009719015057999058
0.0023419864449579107,360.4,242,475.0,14,143360,1.1997406095266343,15.968717527389526,50.0,0.05005962272835439,-9.313225746154785e-09,183.0,0.14072265625,-0.0009082705597393215,0.008495160577331263
0.0023244618786975478,368.95,241,475.0,15,153600,1.0430141370743513,15.968717676401138,72.50000000000001,0.0421865264539937,1.7136335372924803e-08,200.25,0.1287109375,-0.001236587575112935,0.00923469421613845
0.0014439251667084819,369.89,241,475.0,16,163840,0.9007147502154111,15.968717652559281,97.5,0.03850589378892848,1.4156103134155273e-08,205.25,0.0835693359375,-0.00032995791334542444,0.010236118112879921
