avg_q_retraced,avg_q_selected,fps,advantage_norm,q_loss,PMM:episode_rewards,explained_variance,policy_entropy,epoch_idx,policy_gradient_bias_correction,policy_gradient_loss,P01:episode_rewards,policy_loss,rollout_prob_std,frames,model_prob_std,episode_length,grad_norm,P09:episode_rewards
-0.005424058670178056,-0.005561871609340112,401,0.04294198012600343,8.364463971399043e-05,0.0,-8.848485215504963,2.189118440945943,1,0.0,0.0001035327319565719,0.0,0.0001035327319565719,0.00821263554195563,7200,0.00821263591448466,0,0.032909078215467166,0.0
-0.003332233203885456,-0.00384809832709531,223,0.035291082318872215,0.0001210828071028421,0.0,-13.80638149579366,2.1903377215067548,2,0.0,0.00030995068190501723,0.0,0.00030995068190501723,0.008013783240069945,14400,0.008013783325441181,0,0.048289561544620614,0.0
-0.00024415580677062586,-0.00017956638936690675,274,0.016747051353255906,1.2802126578511282e-05,0.0,-18.3713280359904,2.19697155157725,3,0.0,-2.1279432833883522e-05,0.0,-2.1279432833883522e-05,0.0020478486044642826,21600,0.0020478486626719435,0,0.0025612603060780055,0.0
-0.0003921659493547243,-0.0004837496499627984,308,0.01912380987778306,6.7188632764706805e-06,0.0,-8.960288953781127,2.196951961517334,4,0.0,5.1942773219100975e-05,0.0,5.1942773219100975e-05,0.002490395528730005,28800,0.0024903955946986873,0,0.001818412889690356,0.0
0.0005335673343021578,0.0005564938521426181,330,0.008882618850717942,2.139602313870152e-06,0.0,-11.22237032254537,2.197138532002767,5,0.0,-2.4117531453763755e-05,0.0,-2.4117531453763755e-05,0.00114685520529747,36000,0.0011468552188792576,0,0.0007538962572486271,0.0
0.00038139654067587494,0.0003790312465450067,348,0.013185911889498433,3.0569773116440047e-06,0.0,-8.411068518956503,2.1970868825912477,6,0.0,-1.051430516175363e-05,0.0,-1.051430516175363e-05,0.0016424011012228827,43200,0.0016424011361474793,3325.1666666666665,0.001077345509868069,0.0
0.0006509892659475251,0.0006414776493329555,362,0.008693398721516133,4.5853717684470515e-06,0.0,-9.149012136459351,2.1971657514572143,7,0.0,-1.3730959521277934e-05,0.0,-1.3730959521277934e-05,0.0008734304535513123,50400,0.0008734305117589732,3325.1666666666665,0.0010438209434120423,0.0
0.00037877850239359154,0.0003649556429991208,374,0.009129877186690767,3.614762024047498e-06,0.0,-12.542107280095419,2.197124401728312,8,0.0,1.3449076883868353e-06,0.0,1.3449076883868353e-06,0.0012682351070300987,57600,0.0012682350992690773,3325.1666666666665,0.0013631967975888462,0.0
0.0006037222371863512,0.0005801789891847875,384,0.008402095704029004,1.2958959672459968e-06,0.0,-8.92877753575643,2.197177457809448,9,0.0,-5.120678080553868e-06,0.0,-5.120678080553868e-06,0.0009499586701470738,64800,0.000949958639102988,3325.1666666666665,0.0005209739269822118,0.0
0.0008359339476252596,0.000834639842408554,392,0.005890815728344023,8.962672178351265e-07,0.0,-12.127296574910481,2.1971912225087484,10,0.0,-1.5903833961298612e-05,0.0,-1.5903833961298612e-05,0.0007114997167567102,72000,0.0007114997283982423,3325.1666666666665,0.00039958249611401987,0.0
