P01:episode_rewards,clip_fraction,fps,policy_entropy,grad_norm,policy_loss,value_loss,advantage_norm,episode_length,explained_variance,frames,P09:episode_rewards,epoch_idx,PMM:episode_rewards,approx_kl_divergence
25.0,0.0,194,1.7643030181527137,0.05608468738946372,-0.0003407856638659723,0.023615748307202013,15.96871812939644,348.62,-2.6077032089233397e-09,2478080,375.0,242,207.25,7.187979030689461e-05
25.0,0.0,194,1.7732785120606422,0.0548753398869148,-0.0003077347711951006,0.022779969323892146,15.968718284368515,340.44,-1.7508864402770997e-08,2488320,375.0,243,192.0,7.075024557359199e-05
25.0,0.0,194,1.777605351805687,0.05493809395889926,-0.00026122161816601876,0.02304571936838329,15.968718200922012,343.6,5.960464477539063e-09,2498560,450.0,244,204.5,6.024088465679256e-05
25.0,0.0,194,1.781528764218092,0.05685845115270995,-0.000502316885831533,0.02208252113487106,15.968718391656875,342.03,-2.458691596984863e-08,2508800,450.0,245,198.0,9.383015170172371e-05
50.0,0.0,194,1.7815608121454716,0.05522271953328691,-0.0005463976987812203,0.023295186110772192,15.968718326091766,346.34,8.195638656616212e-09,2519040,500.0,246,209.75,9.489767699299989e-05
50.0,0.0,194,1.7766600102186203,0.05901918744449839,-0.0004903718621790176,0.02146419706114102,15.968718242645263,342.15,3.7252902984619143e-10,2529280,382.5000000000007,247,194.5,9.072215548577844e-05
50.0,0.0,194,1.7839889802038669,0.053459004683307124,-0.0003755327672706699,0.01925786091887858,15.968718045949936,336.49,-4.097819328308106e-09,2539520,325.0,248,179.5,7.968773480335756e-05
25.0,0.0,194,1.7854239247739314,0.05719922939927737,-0.00041202064894605426,0.021381670323899017,15.968718165159226,335.46,-5.587935447692871e-09,2549760,335.00000000000085,249,177.75,7.06157943564989e-05
25.0,0.0,194,1.7809300109744073,0.05855602786851094,-0.00047566612010996323,0.0160304637363879,15.968717867136002,331.44,-2.16066837310791e-08,2560000,302.5000000000002,250,155.25,8.441847242703914e-05
25.0,0.0,194,1.7813554853200912,0.05933583633726976,-0.0005508569738594815,0.023398705571889878,15.96871839761734,340.28,-1.1920928955078126e-08,2570240,427.5000000000002,251,187.25,0.00010666766817273299
22.500000000000007,0.0,194,1.787157791107893,0.05584686236639295,-0.0004648639231163543,0.02115351534448564,15.96871812939644,339.06,-1.4528632164001465e-08,2580480,425.0,252,182.75,8.43004843078532e-05
25.0,0.0,194,1.7869980856776237,0.056265151727262555,-0.00047370249340019657,0.0205258394300472,15.968718189001084,341.23,2.2351741790771484e-09,2590720,425.0,253,188.0,8.732506056201572e-05
25.0,0.0,194,1.7867240324616431,0.05720677622700365,-0.0005965203963569365,0.0202578683529282,15.968718218803406,340.56,-1.4528632164001465e-08,2600960,400.0,254,179.25,0.00010149728896333699
47.50000000000001,0.0,194,1.7769344680011272,0.05771836379583393,-0.00047988909645937385,0.022900103364372627,15.968718153238296,339.56,-3.01748514175415e-08,2611200,325.0,255,175.75,9.333866309830796e-05
47.50000000000001,0.0,194,1.7766838051378726,0.056081792590882126,-0.00043243586987955495,0.023577701265458016,15.968718242645263,345.41,-1.0430812835693359e-08,2621440,377.5000000000002,256,189.75,7.304221202373285e-05
50.0,0.0,194,1.769517683237791,0.05651723583268449,-0.000544153305600048,0.026139319292269647,15.968718457221986,345.44,-4.470348358154297e-09,2631680,400.0,257,203.25,9.527640495150535e-05
50.0,0.00068359375,194,1.7744955442845822,0.05664951476711133,-0.00041523950094415343,0.022366776887793094,15.968718177080154,347.84,-3.725290298461914e-09,2641920,425.0,258,216.25,7.347739606373693e-05
50.0,0.0,194,1.7814698755741118,0.056029969903486534,-0.00042373498472443317,0.023154070076998323,15.968718165159226,347.48,-2.644956111907959e-08,2652160,452.50000000000017,259,220.75,7.940516267721521e-05
47.50000000000001,0.0,195,1.787070681899786,0.05650880811694624,-0.0006623319488426205,0.023057006840826944,15.968718254566193,345.75,5.960464477539063e-09,2662400,427.5000000000002,260,205.75,0.00011297360714905836
25.0,0.0,195,1.7881292708218097,0.05564178693748928,-0.0006061643289285712,0.019531000527786092,15.968717938661575,342.4,-2.7939677238464355e-08,2672640,352.5000000000002,261,186.0,0.00011495080434134052
25.0,0.0,195,1.790466769784689,0.05263979565472902,-0.0003331388455990236,0.020577275988762266,15.968718147277832,334.47,5.960464477539063e-09,2682880,305.00000000000045,262,170.5,6.302320853244226e-05
25.0,0.0,195,1.7883853226900102,0.055976514147752884,-0.00046168247536115814,0.01595752053835895,15.96871787905693,327.53,1.2293457984924316e-08,2693120,300.0,263,157.0,7.210660329084461e-05
25.0,0.0,195,1.7849305242300033,0.056943162589548034,-0.0003562787741429929,0.018204161216272042,15.968717908859253,322.53,-1.1548399925231934e-08,2703360,275.0,264,147.0,6.903862719056519e-05
25.0,0.0,195,1.78656023517251,0.05786911804341771,-0.00043877640264327055,0.01970859720458975,15.968718206882476,325.19,-1.4528632164001465e-08,2713600,300.0,265,150.0,7.425130860685413e-05
25.0,0.0,195,1.7813671052455902,0.05610735857480198,-0.0005284941496938699,0.01913299074221868,15.968718087673187,325.86,-8.568167686462402e-09,2723840,275.0,266,142.5,8.960266675472894e-05
25.0,0.0,195,1.7802578531205655,0.05651639825534031,-0.0005740297750890022,0.02175061535963323,15.968718159198762,331.87,1.30385160446167e-08,2734080,300.0,267,167.75,9.881639726145863e-05
25.0,0.0,195,1.7826675102114677,0.056511901864766755,-0.0006828243804193335,0.019534412113716825,15.96871793270111,333.9,-3.7252902984619143e-10,2744320,300.0,268,161.5,0.00011855106886358158
25.0,0.0,195,1.784161825478077,0.057504125635844214,-0.0004287126903363969,0.018907589389709756,15.968718016147614,334.45,-3.7252902984619143e-10,2754560,302.5000000000002,269,165.5,7.484670776563007e-05
25.0,0.0,195,1.7844009414315223,0.05372207998722035,-0.0004003481317340629,0.017188971514406147,15.968717813491821,333.11,-9.685754776000977e-09,2764800,327.5000000000002,270,164.75,6.325507005549014e-05
22.500000000000007,0.0,195,1.7858290456235408,0.05839385170838052,-0.0005363038064388093,0.01874948733311612,15.968717944622039,332.41,-7.450580596923829e-10,2775040,305.00000000000045,271,157.75,9.116264097190907e-05
25.0,0.0010498046875,195,1.7856375858187676,0.05701375411414409,-0.0006293850601650774,0.02118382236803882,15.96871801018715,335.15,-3.091990947723389e-08,2785280,475.0,272,177.25,0.00011193407044043368
25.0,0.0,195,1.780664249509573,0.05447888814478965,-0.0004743996945762774,0.019759098038775846,15.96871801018715,332.9,7.450580596923828e-09,2795520,327.5000000000002,273,161.75,7.543554998381551e-05
25.0,0.0,195,1.7719094529747963,0.0577513865856353,-0.0004209649236145196,0.025282410433283074,15.968718415498733,340.55,-1.0430812835693359e-08,2805760,382.5000000000007,274,190.5,7.485830373425984e-05
47.50000000000001,0.0,195,1.7716383010149002,0.05632774923221504,-0.0003519333291478688,0.02284882672247477,15.96871834397316,348.03,-3.725290298461914e-09,2816000,375.0,275,192.0,7.387296001297728e-05
50.0,0.0,195,1.7786708280444146,0.0563262821517627,-0.00034746710443869235,0.01847747554129455,15.968718045949936,347.61,1.1548399925231934e-08,2826240,375.0,276,184.75,6.428995491640777e-05
47.50000000000001,0.0,195,1.7789090394973754,0.0538275182827608,-0.00045474178514268713,0.02286800427827984,15.968718242645263,352.87,-1.2293457984924316e-08,2836480,375.0,277,189.75,8.151958384754465e-05
50.0,0.0,195,1.7858756549656392,0.05352359379062603,-0.00018698847707128153,0.020144355029333382,15.968718194961548,348.8,-5.587935447692871e-09,2846720,380.00000000000045,278,193.75,4.223930867492953e-05
25.0,0.0,195,1.7894460394978524,0.057061128144600216,-0.0003398359716811683,0.018769032845739275,15.968718165159226,349.52,-1.4901161193847657e-09,2856960,380.00000000000045,279,188.25,6.849390190275529e-05
25.0,0.0,195,1.7849927321076393,0.055950138155613026,-0.0005791649791717646,0.018321792501956223,15.96871787905693,336.48,-1.4528632164001465e-08,2867200,352.5000000000002,280,166.5,9.038565728989312e-05
25.0,0.0,195,1.7814977660775184,0.05564301611932719,-0.0004472252261621179,0.0232295260328101,15.968718236684799,334.16,8.568167686462402e-09,2877440,350.0,281,166.5,8.046592138732933e-05
50.0,0.0,195,1.7796631641685963,0.05308528874362428,-0.00024870041488611605,0.021454334404552355,15.968718057870865,334.97,-4.470348358154297e-09,2887680,352.5000000000002,282,179.75,5.854038016721575e-05
50.0,0.0,195,1.7802465103566647,0.05663098883032749,-0.00045435988395183815,0.021887118159793318,15.968718075752259,337.47,-2.0861625671386717e-08,2897920,382.5000000000007,283,195.0,7.711448207707861e-05
50.0,0.0,195,1.7814582474529743,0.05505485400589209,-0.00041251463130720367,0.02434058056678623,15.968718415498733,333.97,-8.195638656616212e-09,2908160,375.0,284,184.25,7.979139838081295e-05
25.0,0.0,195,1.7876373372972012,0.05389387981889658,-0.00023951829425641335,0.019036152737680823,15.968718034029006,333.49,-1.4901161193847656e-08,2918400,375.0,285,181.25,4.838591808828951e-05
25.0,0.0,195,1.790231753140688,0.05793670147479475,-0.00047036917703735526,0.017259105810080656,15.968718022108078,331.36,-2.123415470123291e-08,2928640,330.0000000000004,286,163.75,7.981412238748931e-05
25.0,0.0,195,1.7841065242886542,0.05697622614478015,-0.0005585374463407788,0.023237179830903187,15.968718308210374,337.32,0.0,2938880,327.5000000000002,287,166.75,8.626468663095466e-05
25.0,0.0,195,1.785422134399414,0.05443468073651718,-0.0003241480651922757,0.01709184439678211,15.968718099594117,330.21,2.0116567611694337e-08,2949120,302.5000000000002,288,156.25,7.102585121234739e-05
25.0,0.0,195,1.7881901912391185,0.054480556015694605,-0.00046450429945252834,0.017644696203933562,15.968717980384827,338.58,-1.6763806343078613e-08,2959360,430.0000000000004,289,175.0,8.11111535234943e-05
0.0,0.0,195,1.7858211427927018,0.058296580133907906,-0.00048789533466333526,0.015046629244170617,15.968717896938324,327.9,-2.8312206268310546e-08,2969600,452.50000000000017,290,151.0,8.35677403721924e-05
0.0,0.0,195,1.7880088858306409,0.05136720199644409,-0.00021726052400481422,0.021082166890846566,15.96871817111969,337.91,-1.7136335372924803e-08,2979840,427.5000000000002,291,157.0,4.283474044770585e-05
25.0,0.0,195,1.7872099041938783,0.057201759852539134,-0.0005357460177037865,0.020001034362940116,15.96871799826622,340.53,-1.0430812835693359e-08,2990080,452.50000000000017,292,179.25,9.281366186435492e-05
25.0,0.0,195,1.7874425940215588,0.0579399338855557,-0.0004055192017403897,0.01633978182799183,15.968717986345291,342.24,-3.054738044738769e-08,3000320,430.0000000000004,293,183.0,6.879636297885128e-05
25.0,0.0,195,1.7877295739948749,0.0551574494078896,-0.0003391519025171874,0.018688605396891943,15.968718028068542,334.28,9.313225746154785e-09,3010560,327.5000000000002,294,165.5,6.54533554685699e-05
25.0,0.0,195,1.7887945115566253,0.05825657287914978,-0.00047224642330547797,0.021252252644626424,15.968718135356903,335.44,1.1175870895385742e-09,3020800,355.00000000000045,295,169.25,7.991703101328795e-05
25.0,0.0,195,1.7878242202103138,0.05680038395016673,-0.0004488346410653321,0.02063958399812691,15.968718075752259,333.8,-1.7508864402770997e-08,3031040,302.5000000000002,296,159.5,7.496291660178401e-05
50.0,0.0,195,1.783329076319933,0.05716429591422458,-0.0005990220870444318,0.020590530775371006,15.968717992305756,340.56,-1.30385160446167e-08,3041280,325.0,297,178.5,9.575454044119525e-05
50.0,0.0,195,1.7807237088680268,0.05928196308940083,-0.0005453332370962017,0.021156962134409697,15.968718189001084,332.68,-2.9429793357849122e-08,3051520,300.0,298,159.75,0.00010002453750423967
50.0,0.0,195,1.7893146336078645,0.054873057191229334,-0.0003219611004169565,0.02095812436309643,15.968718141317368,337.25,-9.313225746154785e-09,3061760,327.5000000000002,299,175.5,6.705907284008106e-05
50.0,0.0,195,1.7899613119661808,0.05840603684415224,-0.00028221676893736003,0.018688213417772204,15.968717843294144,333.89,7.82310962677002e-09,3072000,327.5000000000002,300,171.0,4.960869025047998e-05
47.50000000000001,0.0,195,1.7886988699436188,0.058360491885624144,-0.0006243109051865759,0.017812541587045417,15.968717974424361,330.81,-2.9802322387695314e-09,3082240,280.00000000000045,301,162.75,9.23064487336589e-05
25.0,0.0,195,1.7844903282821178,0.05481675308679753,-0.00035508783148543446,0.019436102564213797,15.968718141317368,326.56,-8.195638656616212e-09,3092480,275.0,302,142.0,5.955385993150486e-05
25.0,0.0,195,1.7804077804088592,0.05254394909000006,-0.0002701601159060374,0.023094837338430808,15.968718355894088,335.6,1.1548399925231934e-08,3102720,300.0,303,152.5,5.0722963292049175e-05
25.0,0.0,195,1.784621674567461,0.05530709840610017,-0.0003693652965012006,0.022242109637591056,15.968718111515045,341.89,-7.450580596923828e-09,3112960,325.0,304,172.25,6.684736249038537e-05
25.0,0.0,195,1.7812298581004142,0.054111420256328965,-0.00020286311828385806,0.019533697990118525,15.968718099594117,341.31,-3.7252902984619143e-10,3123200,325.0,305,185.0,4.2491738257854904e-05
25.0,0.0,195,1.7850817374885082,0.05607536389616337,-0.00029817500981152987,0.01980286673642695,15.968717956542969,339.22,-1.564621925354004e-08,3133440,325.0,306,181.5,5.667500412744886e-05
22.500000000000007,0.0,195,1.7800167083740235,0.055553715449003525,-0.00038421983845182694,0.02195992866763845,15.968718183040618,344.69,-1.9371509552001954e-08,3143680,427.5000000000002,307,193.0,6.0543544369551226e-05
22.500000000000007,0.0,195,1.7756207846105099,0.05479380388416496,-0.00036048813271918336,0.023008920717984438,15.968718218803406,344.77,-8.940696716308593e-09,3153920,380.00000000000045,308,190.0,6.08691164991626e-05
25.0,0.0,195,1.7813933245837688,0.05534024312871242,-0.00031955330377968493,0.022416217028512618,15.968718218803406,342.73,-2.2351741790771484e-09,3164160,352.5000000000002,309,184.5,5.73658545905964e-05
50.0,0.0,195,1.7808862172067166,0.054579810939586006,-0.0002258930486277677,0.025407996331341564,15.96871838569641,349.81,-3.166496753692627e-08,3174400,427.5000000000002,310,208.5,4.4274486983297834e-05
50.0,0.0,195,1.771694041788578,0.05704058331876279,-0.0005210804703892791,0.025535989628406242,15.968718320131302,349.78,-2.3469328880310058e-08,3184640,425.0,311,209.0,7.72594364596202e-05
50.0,0.0,195,1.7781370647251606,0.05752483773275378,-0.00034350607966189274,0.022432086558546872,15.968718314170838,354.46,-2.421438694000244e-08,3194880,427.5000000000002,312,218.0,6.474589297580379e-05
50.0,0.0,195,1.7792197965085506,0.0567722634898854,-0.0005743101413827389,0.024043822148814797,15.968718218803406,345.68,-2.6077032089233397e-09,3205120,375.0,313,203.75,8.80314751238842e-05
50.0,0.0,195,1.7772739343345165,0.05513152878262016,-0.0003786723955272464,0.0237758751551155,15.968718093633651,348.61,-1.2293457984924316e-08,3215360,375.0,314,203.5,6.607524089812245e-05
25.0,0.0,195,1.7778389692306518,0.056008166661576445,-0.0003365622742421692,0.020639840367948636,15.96871812939644,342.97,2.570450305938721e-08,3225600,375.0,315,189.25,5.8269244468789336e-05
25.0,0.0,195,1.772929248213768,0.05587435274803663,-0.0004065145920321811,0.025822381576290354,15.96871838569641,342.69,-1.564621925354004e-08,3235840,390.0000000000013,316,202.0,6.53672512736847e-05
47.50000000000001,0.0,195,1.7634387895464898,0.059616973361378646,-0.000568201852729544,0.027251817448996008,15.968718433380127,347.64,-4.8428773880004884e-09,3246080,530.0000000000005,317,228.25,8.759564833056288e-05
50.0,0.002587890625,195,1.7688927575945854,0.05776656417913647,-0.0005009558321035001,0.026745062216650694,15.968718373775483,349.93,-1.080334186553955e-08,3256320,577.5000000000002,318,260.25,8.681910602099663e-05
75.0,0.0,195,1.7832641206681727,0.05473388221481923,-0.00032828330222400837,0.02304167656111531,15.968718236684799,350.34,-1.0058283805847169e-08,3266560,577.5000000000002,319,264.5,6.303741287201347e-05
50.0,0.0,195,1.7840964406728745,0.05786346527353827,-0.0004607600227245712,0.022508165932958946,15.968718153238296,344.79,2.9802322387695314e-09,3276800,575.0,320,244.0,6.940469231899726e-05
50.0,0.0,195,1.7822214141488075,0.057266242692132485,-0.00041304797487100585,0.023930472452775575,15.968718147277832,341.29,-6.332993507385254e-09,3287040,525.0,321,224.25,7.611137867939988e-05
50.0,0.0,195,1.7811465486884117,0.05412693179992458,-0.0002641160483108251,0.019350713398307563,15.968718081712723,332.25,-1.3411045074462891e-08,3297280,425.0,322,192.25,4.632221115734581e-05
50.0,0.0,195,1.7819756761193275,0.058117920969044015,-0.0003890482238602999,0.022988385785720312,15.968718165159226,333.12,-1.0430812835693359e-08,3307520,402.5000000000002,323,186.0,6.713001327915969e-05
50.0,0.0025390625,195,1.7781076349318028,0.05720651288667664,-0.000509685938959592,0.02307907835347578,15.968718373775483,333.89,5.960464477539063e-09,3317760,407.5000000000006,324,189.75,7.901982711651101e-05
50.0,0.0,195,1.788078884035349,0.0585192938880882,-0.0003514082112815231,0.019306259934091942,15.968718057870865,339.6,5.960464477539063e-09,3328000,502.5000000000002,325,194.25,6.435869011625072e-05
50.0,0.0,195,1.7843895494937896,0.056503369158679526,-0.00031586092536599607,0.023508315157960168,15.968718433380127,340.94,-2.1979212760925294e-08,3338240,500.0,326,196.75,4.7939667243479533e-05
50.0,0.0,195,1.775379540771246,0.05725509704335506,-0.0005593892823526403,0.02198272215027828,15.96871821284294,339.87,-2.0489096641540527e-08,3348480,432.5000000000006,327,193.75,8.369927153442091e-05
50.0,0.0,195,1.7788039110600948,0.054812679186605914,-0.00045476322884496767,0.02174525862792507,15.968718153238296,340.11,-1.1175870895385742e-09,3358720,427.5000000000002,328,195.0,7.646213718714989e-05
50.0,0.0,195,1.784307885915041,0.05436132325398545,-0.00032654360293236093,0.020696597459027542,15.968718016147614,340.51,1.2665987014770507e-08,3368960,502.5000000000002,329,207.75,5.3518755458892286e-05
50.0,0.0,195,1.783190257102251,0.05594489197841242,-0.0004850105608056765,0.018328372490941547,15.968718135356903,334.62,-2.1979212760925294e-08,3379200,350.0,330,180.5,7.728813959833048e-05
25.0,0.0,195,1.7823021687567233,0.0546006830153908,-0.00023625672947673592,0.01752092780661769,15.968717980384827,328.89,2.7567148208618165e-08,3389440,300.0,331,157.0,4.512564671204089e-05
25.0,0.0,195,1.7822472862899303,0.056192049732288606,-0.0005267459542665165,0.024701971327885985,15.968718284368515,336.8,2.2351741790771484e-09,3399680,302.5000000000002,332,166.0,8.368736686144018e-05
25.0,0.0,195,1.7743011243641376,0.05459020553238965,-0.00019986530824098737,0.01768850969092455,15.96871787905693,341.45,-1.899898052215576e-08,3409920,427.5000000000002,333,183.25,3.3042294288776473e-05
25.0,0.0,195,1.7775781393051147,0.055534076118998035,-0.00023925006626086543,0.0214125622267602,15.96871811747551,348.0,-5.215406417846679e-09,3420160,450.0,334,202.5,4.3491633246439675e-05
50.0,0.0,195,1.7793841168284417,0.05673555229718517,-0.00048334838502341884,0.02528653933259193,15.96871829032898,349.6,-2.7567148208618165e-08,3430400,427.5000000000002,335,204.5,7.920379873667116e-05
25.0,0.0,195,1.7744374483823777,0.05701400153210438,-0.0004752326658490347,0.02063724657637067,15.968718099594117,343.69,1.7508864402770997e-08,3440640,452.50000000000017,336,204.25,7.042854139092115e-05
25.0,0.0,195,1.7744532197713851,0.05913443034845781,-0.0005598332068984746,0.020770340139279142,15.968718063831329,340.84,-1.1548399925231934e-08,3450880,350.0,337,191.75,0.00010205279512902621
25.0,0.00107421875,195,1.779565718024969,0.05867918920362673,-0.0007488230063245283,0.01948435932281427,15.968718135356903,336.85,-1.4528632164001465e-08,3461120,302.5000000000002,338,172.25,0.0001070123887341623
25.0,0.0,196,1.7750629618763925,0.058220945482369876,-0.00042237643756379837,0.020426815358223393,15.968718111515045,333.23,-7.450580596923828e-09,3471360,277.5000000000002,339,158.25,6.802494131887826e-05
50.0,0.0,196,1.7774880900979042,0.05780300916131444,-0.0004943704097968293,0.02196081955335103,15.968718177080154,330.39,-7.078051567077636e-09,3481600,252.50000000000023,340,157.0,7.313204005328089e-05
50.0,0.0,196,1.7777132637798787,0.05502756146744645,-0.00017756202287273483,0.021395625075092538,15.96871812939644,331.38,-6.332993507385254e-09,3491840,352.5000000000002,341,184.0,4.1820312248042055e-05
47.50000000000001,0.0,196,1.780384638160467,0.05715993105498144,-0.00021113683687872252,0.020352318690856918,15.968717986345291,331.93,-1.1175870895385742e-09,3502080,450.0,342,189.0,3.4202278259609645e-05
50.0,0.0,196,1.7790562123060227,0.054852803233784594,-0.00041582508092687933,0.02062870080117136,15.968718016147614,333.54,-9.313225746154785e-09,3512320,450.0,343,195.25,6.558433382872764e-05
50.0,0.0,196,1.7787784352898597,0.05658522927364883,-0.00026380869967397303,0.025200906797545032,15.968718338012696,341.54,2.2351741790771484e-09,3522560,450.0,344,200.75,5.714650506352115e-05
47.50000000000001,0.0,196,1.7843955010175705,0.061249141688384245,-0.0005837702279677615,0.021837773075094446,15.968718266487121,348.7,-1.080334186553955e-08,3532800,452.50000000000017,345,203.5,8.889627171750902e-05
47.50000000000001,0.0,196,1.7831975802779199,0.05285247862282597,-0.00023727584011794532,0.02212241323722992,15.968718248605729,359.04,1.4901161193847657e-09,3543040,577.5000000000002,346,221.25,4.0687531315697356e-05
47.50000000000001,0.0,196,1.7770231626927853,0.05288598104440686,-0.00029862072769901713,0.02309607764473185,15.968718123435973,356.0,2.2351741790771484e-08,3553280,550.0,347,220.5,4.909847081631113e-05
50.0,0.0,196,1.781675720959902,0.05378509320181468,-0.0002451570369885303,0.02374423011788167,15.968718457221986,347.45,-1.6391277313232423e-08,3563520,480.00000000000045,348,212.75,4.8365498946534305e-05
47.50000000000001,0.0,196,1.787415338307619,0.056195160234454165,-0.00040660465892869977,0.01907553845376242,15.968718105554581,338.61,-8.568167686462402e-09,3573760,400.0,349,191.0,6.207421862600704e-05
25.0,0.0,196,1.787776979058981,0.055961796836891765,-0.00035333450869075024,0.02181232960720081,15.968718194961548,339.87,-8.940696716308593e-09,3584000,427.5000000000002,350,198.0,6.259934321342086e-05
25.0,0.0,196,1.7850139021873475,0.06223708212207889,-0.0005803937379823765,0.019045653170906007,15.968718105554581,342.38,-1.9744038581848144e-08,3594240,402.5000000000002,351,191.0,8.605278058944066e-05
25.0,0.0,196,1.7814112581312656,0.055687633959653,-0.0004312902376113925,0.019731807001517155,15.968717986345291,338.18,-1.564621925354004e-08,3604480,427.5000000000002,352,194.75,6.90318013358393e-05
25.0,0.0,196,1.7767057292163373,0.05395691941192384,-0.00035448917005851397,0.020582724327687173,15.968718057870865,331.06,4.8428773880004884e-09,3614720,375.0,353,167.75,4.4578913353277015e-05
25.0,0.0,196,1.7711158335208892,0.0563980781598194,-0.0003330183450088953,0.021421058964915574,15.968718063831329,327.42,-1.30385160446167e-08,3624960,400.0,354,175.0,5.4324349945211735e-05
25.0,0.0,196,1.771841973811388,0.05125282434563404,-0.00016438669390481664,0.019970365866902283,15.968718034029006,331.94,7.450580596923829e-10,3635200,350.0,355,171.5,3.6009745817144886e-05
50.0,0.00205078125,196,1.7764966197311878,0.06003849512307271,-0.0007033104397123679,0.02263809845317155,15.96871812939644,335.0,-2.2351741790771484e-08,3645440,352.5000000000002,356,184.75,9.676443729240702e-05
50.0,0.0,196,1.763753306865692,0.054725772552877826,-0.00040978632168844344,0.0208001718565356,15.968718028068542,336.29,1.7508864402770997e-08,3655680,350.0,357,179.5,6.736660504778059e-05
50.0,0.0,196,1.7807431653141976,0.05685754579471236,-0.00040220483315351886,0.02073278099996969,15.968718183040618,336.58,-6.7055225372314455e-09,3665920,350.0,358,183.0,6.881990941085548e-05
50.0,0.0,196,1.7768862783908843,0.054108890851385295,-0.00024000189623620826,0.021214743607561103,15.968718200922012,335.49,-3.4645199775695803e-08,3676160,425.0,359,183.25,3.7756438020997154e-05
50.0,0.0,196,1.760648913681507,0.056267076057013164,-0.0004061974941578228,0.016290209098951892,15.968717986345291,336.21,1.30385160446167e-08,3686400,425.0,360,172.25,6.092985794179384e-05
50.0,0.0,196,1.767589134722948,0.05544880074551741,-0.00044981159298913554,0.01918188195559196,15.968718165159226,337.63,-8.195638656616212e-09,3696640,425.0,361,172.75,7.941914258680072e-05
50.0,0.0,196,1.7764529064297676,0.053927935673679615,-0.00029087875664117745,0.019248868853901514,15.968717986345291,335.45,-2.868473529815674e-08,3706880,302.5000000000002,362,156.25,5.448181848528577e-05
50.0,0.0,196,1.781015121936798,0.054559119545784227,-0.00022276732925092803,0.020358115757699125,15.968718260526657,334.67,7.078051567077636e-09,3717120,325.0,363,159.5,3.8973859985613756e-05
50.0,0.0,196,1.783329715579748,0.056681155616248625,-0.00042692724855442066,0.02306727078394033,15.968718111515045,335.86,2.0489096641540527e-08,3727360,332.5000000000006,364,183.25,6.783155474101576e-05
25.0,0.0,196,1.7834721103310585,0.05709628713154515,-0.0004080010015059088,0.020238533403608018,15.968718248605729,339.75,-5.587935447692871e-09,3737600,475.0,365,187.75,6.885996522036919e-05
25.0,0.0,196,1.7881703667342663,0.054556952371684585,-0.0002909562816057587,0.019288903422420844,15.96871811747551,344.43,1.4901161193847656e-08,3747840,500.0,366,190.5,4.3002910552480955e-05
25.0,0.0,196,1.788226169347763,0.054446273360506316,-0.00029017959568591325,0.019528238898783457,15.968718284368515,347.0,1.080334186553955e-08,3758080,432.5000000000006,367,189.0,4.918093368759813e-05
50.0,0.0,196,1.783848824352026,0.05753528307006296,-0.0004852888207096839,0.023501901677809654,15.968718206882476,338.16,-1.5273690223693846e-08,3768320,402.5000000000002,368,179.5,7.119033852056588e-05
50.0,0.0,196,1.7787462279200554,0.054733480032410596,-0.0002457339751344989,0.020666642833384687,15.968718147277832,335.52,-2.9802322387695314e-09,3778560,355.00000000000045,369,179.25,4.003017767111317e-05
50.0,0.0,196,1.7781909480690956,0.056598204433348655,-0.00029243675926409195,0.02350171997095458,15.968718373775483,343.82,-2.2724270820617674e-08,3788800,407.5000000000006,370,193.75,5.132340318354522e-05
25.0,0.0,196,1.7839668080210687,0.05640432867896026,-0.0002613055577967316,0.018706244611530566,15.968718016147614,340.05,3.7252902984619143e-10,3799040,430.0000000000004,371,183.5,4.504714386666109e-05
25.0,0.0,196,1.781764493137598,0.05247130505945349,-0.00029469124019669833,0.023672959880786947,15.968718296289444,338.73,-1.3783574104309083e-08,3809280,475.0,372,189.75,4.2571799590795935e-05
25.0,0.0,196,1.7804870828986168,0.057761614883265734,-0.00048480627992830705,0.020404430729104205,15.968718039989472,335.26,5.215406417846679e-09,3819520,335.00000000000085,373,178.5,7.781617343169956e-05
50.0,0.0,196,1.7852713853120803,0.053110036593431054,-0.0003166076352499658,0.023446588433580474,15.968718296289444,342.2,-2.868473529815674e-08,3829760,550.0,374,208.25,4.996198171358657e-05
50.0,0.0,196,1.7890431992709637,0.059002317837324104,-0.00027777796058217066,0.021602385252481326,15.968718379735947,340.7,-4.097819328308106e-09,3840000,327.5000000000002,375,185.25,5.0791539813488386e-05
50.0,0.0011962890625,196,1.7899623349308968,0.05842162348829212,-0.0006180218739245902,0.020344772437238135,15.968718189001084,340.7,-2.1979212760925294e-08,3850240,480.00000000000045,376,202.25,8.856911700734215e-05
47.50000000000001,0.0,196,1.7877604901790618,0.05512493269853339,-0.00030366380997293163,0.020044941909145565,15.968718063831329,333.23,-1.2665987014770507e-08,3860480,377.5000000000002,377,176.25,5.0377803890100384e-05
25.0,0.0,196,1.7850063391029836,0.055559318183034015,-0.0005068474780273391,0.01763859555940144,15.9687180519104,334.49,-2.421438694000244e-08,3870720,480.00000000000045,378,180.75,7.93625827244071e-05
25.0,0.0,196,1.7865028470754623,0.05623106981112584,-0.0003506319462758256,0.02107852981062024,15.968717980384827,339.26,-7.82310962677002e-09,3880960,475.0,379,174.25,5.4112626481739315e-05
25.0,0.0,196,1.7842389166355133,0.05497800956005705,-0.0003591390324800159,0.017864257055043707,15.968717992305756,343.28,6.332993507385254e-09,3891200,480.00000000000045,380,174.75,5.775216835104402e-05
