P01:episode_rewards,clip_fraction,fps,policy_entropy,grad_norm,policy_loss,value_loss,advantage_norm,episode_length,explained_variance,frames,P09:episode_rewards,epoch_idx,PMM:episode_rewards,approx_kl_divergence
25.0,0.001513671875,194,1.7803672671318054,0.05855384063109834,-0.0007992464597919025,0.021239009758573957,15.968718338012696,333.17,8.940696716308593e-09,143360,302.5000000000002,14,168.5,0.00016241191909589504
47.50000000000001,0.0,194,1.773168285191059,0.05355100424272915,-0.0002765942375845043,0.019697816320694984,15.96871801018715,332.65,-1.4901161193847656e-08,153600,402.5000000000002,15,182.0,0.00010177954143841816
25.0,0.0,194,1.7732769928872585,0.0562737408890322,-0.0007650864103197818,0.019063696151715704,15.968718099594117,331.46,0.0,163840,402.5000000000002,16,178.25,0.000163167451231061
25.0,0.001171875,194,1.7654577299952507,0.05818682553292499,-0.0010052407218609006,0.016615192008612212,15.968717986345291,332.6,-1.1548399925231934e-08,174080,425.0,17,181.25,0.00023487139782005784
25.0,0.0,194,1.781567631661892,0.054145860513245256,-0.0004258888013282558,0.018340050565893763,15.968717801570893,328.39,-1.4901161193847657e-09,184320,327.5000000000002,18,150.5,0.00011359032762072729
50.0,0.0,195,1.782493133097887,0.055201521031087816,-0.0006038819923560368,0.026136869739275426,15.968718427419663,335.02,5.215406417846679e-09,194560,325.0,19,168.5,0.0001400463904019489
50.0,0.0,195,1.7817041374742986,0.055849601016782956,-0.0005263769844532362,0.023193645785795525,15.96871833205223,343.87,-1.0430812835693359e-08,204800,352.5000000000002,20,191.0,0.00011630394853874293
50.0,0.0,194,1.7802415490150452,0.05861854881912716,-0.0007318312265852001,0.02109784297645092,15.968718093633651,349.41,-1.1175870895385742e-08,215040,350.0,21,204.25,0.00014898669010392495
50.0,0.0,194,1.7759758420288563,0.05752070481577502,-0.0005388326389947906,0.0256572091660928,15.968718194961548,341.63,-4.097819328308106e-09,225280,350.0,22,198.0,0.000144551403315063
47.50000000000001,0.0,194,1.7831660382449628,0.055381255217420954,-0.0005402797514761914,0.022017953835893424,15.968718260526657,337.48,-2.0116567611694337e-08,235520,350.0,23,192.75,0.00012704233087408313
50.0,0.0,195,1.77822829708457,0.05581601562727735,-0.0003901027186657302,0.025963101524394006,15.968718540668487,344.43,2.0861625671386717e-08,245760,430.0000000000004,24,223.25,8.523769814505755e-05
50.0,0.0,194,1.7769655868411065,0.054732381252912764,-0.0005663570642354898,0.022229203273309395,15.968718206882476,345.01,-4.470348358154297e-09,256000,452.50000000000017,25,216.5,0.00012384304081223264
50.0,0.0,194,1.7538357645273208,0.053951634072954745,-0.00051991554464621,0.025460024073254317,15.968718302249908,349.88,-1.080334186553955e-08,266240,452.50000000000017,26,217.0,0.00012811206224299098
50.0,0.0,194,1.774605756253004,0.05336380530106224,-0.0006315004144198611,0.022172560170292854,15.968718260526657,349.22,-3.129243850708008e-08,276480,450.0,27,217.25,0.00017775033690554666
50.0,0.0,194,1.7816982038319111,0.05614359295394442,-0.0004912120035442058,0.026600286178290845,15.968718391656875,347.22,-1.3783574104309083e-08,286720,425.0,28,208.5,0.00011840592700771425
50.0,0.0,194,1.7877577550709247,0.055729987605737254,-0.00041527653929733787,0.018221047226688825,15.968718135356903,347.48,-1.862645149230957e-09,296960,427.5000000000002,29,206.0,0.00010085345204373653
50.0,0.0,194,1.7809598557651043,0.059957209379779566,-0.0006987524859141559,0.02100949620071333,15.968718183040618,340.5,-2.644956111907959e-08,307200,475.0,30,197.25,0.00015326250843941124
47.50000000000001,0.0,194,1.77543368563056,0.05624951463107469,-0.0005183723094887682,0.016933777093072422,15.96871799826622,338.14,2.6077032089233397e-09,317440,405.00000000000045,31,179.0,0.00014098067887000632
47.50000000000001,0.0,194,1.7744928054511546,0.05527957239832713,-0.0004970600759406807,0.018260030928649938,15.968718034029006,334.1,-1.7508864402770997e-08,327680,400.0,32,169.0,0.0001232809523507683
22.500000000000007,0.0,194,1.78044009283185,0.055789377960246356,-0.0005118823832162889,0.020591882552253082,15.96871799826622,334.08,0.0,337920,325.0,33,163.0,0.00011258270700604811
25.0,0.0,194,1.77947104498744,0.05305513767895688,-0.00040957918245112526,0.020856145187281072,15.968717956542969,332.25,-7.078051567077636e-09,348160,277.5000000000002,34,159.75,0.00010887946439908092
25.0,0.0,194,1.7783813662827015,0.05693063769969864,-0.0008856828488205792,0.02244406511017587,15.96871817111969,341.69,-8.940696716308593e-09,358400,327.5000000000002,35,179.5,0.0001940690674352652
25.0,0.0,194,1.780967827141285,0.056119979946757756,-0.0005189294806768885,0.016822862475237343,15.968717968463897,338.01,-2.7939677238464355e-08,368640,300.0,36,168.25,0.00012894360096922243
25.0,0.0,194,1.7857060708105563,0.05790520543414833,-0.0007160047520301305,0.012877212135936133,15.96871783733368,322.21,-2.123415470123291e-08,378880,300.0,37,139.0,0.00017694367621068352
22.500000000000007,0.0,194,1.7890777342021464,0.05593848864982911,-0.0005635637669911375,0.018381608012714424,15.968718022108078,314.77,1.4901161193847656e-08,389120,275.0,38,124.75,0.00011598989057226561
22.500000000000007,0.0,194,1.7877282164990902,0.056451186406045385,-0.0004204100008792011,0.018813817499903962,15.968718087673187,315.23,1.4528632164001465e-08,399360,252.50000000000023,39,119.75,0.0001046862798464332
25.0,0.0,194,1.7839649222791194,0.05340105403407586,-0.00036235623374523127,0.022257421372341924,15.968718123435973,332.49,-2.3096799850463868e-08,409600,302.5000000000002,40,155.75,9.21847016538635e-05
47.50000000000001,0.0,194,1.7840678505599499,0.055195482999776856,-0.0005983529656077736,0.020767668972257524,15.968718087673187,339.71,-1.3783574104309083e-08,419840,350.0,41,175.25,0.0001423159650663308
50.0,0.0,193,1.7809091307222844,0.0577512332105433,-0.0005224193002504763,0.016705489848391153,15.968717950582505,337.9,2.384185791015625e-08,430080,280.00000000000045,42,169.0,0.0001354693382129568
25.0,0.0,193,1.7836043268442154,0.052367363207231524,-0.00044239527705940417,0.01723872897273395,15.968718004226684,329.65,3.7252902984619143e-10,440320,275.0,43,157.0,9.721293694049393e-05
25.0,0.0,193,1.7782461315393447,0.05465460607546833,-0.0006401873150025494,0.018194978145766073,15.96871801018715,322.11,-1.0430812835693359e-08,450560,230.0000000000004,44,137.5,0.00014440621785709594
47.50000000000001,0.0,193,1.7752000115811826,0.05558683057933137,-0.00046634334394184406,0.02199124134494923,15.968718189001084,329.65,-1.899898052215576e-08,460800,430.0000000000004,45,169.25,0.00010567102829490693
50.0,0.0,193,1.7832222700119018,0.05540445929847595,-0.0004642665749997832,0.02063302432652563,15.968718075752259,336.2,-5.587935447692871e-09,471040,475.0,46,190.25,0.00012725673628111167
50.0,0.0,193,1.783274530619383,0.057724017302448805,-0.0005819929927383782,0.02347546877572313,15.968718159198762,335.76,-1.564621925354004e-08,481280,452.50000000000017,47,188.0,0.00013376324588705303
50.0,0.0,194,1.7812595546245575,0.05721442825671532,-0.0002928046829765663,0.02171931854391005,15.968718159198762,342.54,-1.080334186553955e-08,491520,450.0,48,199.5,7.28570607829937e-05
25.0,0.0,193,1.7834231793880462,0.05626758057804767,-0.0007492889049899532,0.01674056566262152,15.968718034029006,334.79,-4.470348358154297e-09,501760,400.0,49,182.0,0.00015551793197445817
25.0,0.0,193,1.7869319684803486,0.05646319428361357,-0.000566406965299393,0.01920470538025256,15.9687180519104,330.61,-1.7508864402770997e-08,512000,405.00000000000045,50,174.25,0.0001288735932813978
25.0,0.0,193,1.7852533966302873,0.05629843206004276,-0.0006540763406519545,0.020740541027043945,15.968718075752259,333.95,-1.3411045074462891e-08,522240,457.5000000000006,51,175.75,0.000138045589297775
25.0,0.0,194,1.7834813684225082,0.053370493785699614,-0.00023698123477515763,0.022618381190113723,15.96871822476387,338.25,-8.195638656616212e-09,532480,475.0,52,179.75,6.528026616763327e-05
25.0,0.0,194,1.7831942066550255,0.055570728735662434,-0.0002046749123110203,0.020953003034810534,15.968718022108078,344.59,-7.450580596923829e-10,542720,475.0,53,193.25,6.356742606463683e-05
25.0,0.0,194,1.7819078236818313,0.05212504031591085,-0.00032796726045489775,0.018647322387550958,15.968718141317368,345.79,-1.4528632164001465e-08,552960,407.5000000000006,54,187.0,7.605796210228278e-05
50.0,0.0,194,1.7802579917013646,0.05560020151945767,-0.00045573173356387996,0.02363297753036022,15.96871822476387,345.55,1.4528632164001465e-08,563200,405.00000000000045,55,190.25,0.0001094399020444392
50.0,0.0,194,1.786310564726591,0.05359998109545724,-0.00044065904821763977,0.02139268444152549,15.96871801018715,346.76,-4.8428773880004884e-09,573440,450.0,56,193.5,0.00010733293804214839
75.0,0.0,193,1.7610772535204888,0.0585504302554572,-0.0006583872247574619,0.025674046110361816,15.968718391656875,339.77,-2.7194619178771972e-08,583680,325.0,57,190.0,0.00012538850811552038
50.0,0.0,193,1.7636393062770366,0.05439525962401972,-0.0005086670411401428,0.020192856225185095,15.96871801018715,341.8,-2.2351741790771484e-09,593920,302.5000000000002,58,179.5,0.00011539235619935084
47.50000000000001,0.0,193,1.7702386535704135,0.05415333575865191,-0.0001708447547571268,0.021265093961847014,15.968718028068542,338.89,-3.7252902984619143e-10,604160,325.0,59,173.75,6.253039803887362e-05
25.0,0.0,193,1.778046378493309,0.05974616409827318,-0.0005854978289789869,0.021347431623144075,15.968718242645263,342.93,-1.564621925354004e-08,614400,407.5000000000006,60,184.5,0.00014024221543742498
50.0,0.0,193,1.7814037553966044,0.054320067255946326,-0.0005589788699580823,0.023074189832550475,15.968718254566193,339.79,-3.129243850708008e-08,624640,475.0,61,191.75,0.00013123993753012543
50.0,0.0,193,1.7874574340879916,0.05622594921257427,-0.0004696912600138603,0.019227298712939954,15.968718153238296,341.8,-9.685754776000977e-09,634880,405.00000000000045,62,190.5,0.00010749389954227695
50.0,0.0,193,1.7903886511921883,0.05435385543156633,-0.0004509590355155524,0.020024108816869557,15.968718075752259,333.7,-1.7881393432617187e-08,645120,300.0,63,170.25,9.019177967122261e-05
50.0,0.0,193,1.787465714663267,0.054422130049382664,-0.00042573042410367636,0.022228396954596975,15.968718105554581,337.27,-1.564621925354004e-08,655360,305.00000000000045,64,170.25,0.000112926735446095
50.0,0.0,193,1.785721605271101,0.05730741597883141,-0.0007876744090026478,0.0200319258205127,15.968718189001084,334.98,3.3527612686157227e-09,665600,305.00000000000045,65,175.0,0.00015073265785581214
50.0,0.0,193,1.7882281057536602,0.056661185311623584,-0.0003892919352438184,0.020694952533813194,15.968718272447585,335.89,2.9802322387695314e-09,675840,350.0,66,178.75,0.00010338143467940597
25.0,0.0,193,1.787724681943655,0.05532433334123643,-0.00034545094531495123,0.020339477047673426,15.9687180519104,335.97,-4.8428773880004884e-09,686080,427.5000000000002,67,188.0,8.864656422389317e-05
25.0,0.0,193,1.782378899306059,0.05624808402646568,-0.0005365615877963136,0.02359146227245219,15.968718093633651,333.93,-2.7939677238464355e-08,696320,357.5000000000007,68,181.75,0.00011982431210313393
50.0,0.0,193,1.7845677353441716,0.0564728964047845,-0.0006106908378569643,0.023561869192053563,15.968718284368515,340.11,3.3527612686157227e-09,706560,452.50000000000017,69,204.0,0.0001293455635634544
25.0,0.0,193,1.7809034712612628,0.05358488877766776,-0.0002829881188517902,0.023443125313497147,15.968718361854553,342.71,-3.129243850708008e-08,716800,477.5000000000002,70,207.25,7.824427868121652e-05
25.0,0.0,193,1.7833138905465602,0.05493235716037117,-0.0007358828581345734,0.019240952827385627,15.968718057870865,343.1,-9.685754776000977e-09,727040,505.00000000000045,71,212.0,0.00015768819625687768
25.0,0.0,193,1.7860066652297975,0.05733450043888626,-0.00047043844115250976,0.019290470478881615,15.968718016147614,337.93,1.564621925354004e-08,737280,427.5000000000002,72,190.0,0.00010038512748611339
25.0,0.0,193,1.786057958751917,0.05681057079553616,-0.000571861870776047,0.02235343162610661,15.968718123435973,337.02,-1.1175870895385742e-09,747520,350.0,73,169.25,0.00013097008376057319
47.50000000000001,0.0,193,1.7789813697338104,0.056040666553734395,-0.00037278704839991403,0.026324083819054066,15.968718409538269,349.56,-2.4959444999694825e-08,757760,350.0,74,183.25,9.10641605361917e-05
50.0,0.0,193,1.7816864162683488,0.056759377535402535,-0.0007376155279416707,0.02453773422748782,15.968718457221986,353.66,-3.7252902984619143e-10,768000,430.0000000000004,75,215.0,0.00015657444148793332
72.50000000000001,0.0,193,1.7750770963728428,0.05278699260752877,-0.000333811791097105,0.02110119291464798,15.968718165159226,353.54,-9.313225746154785e-09,778240,477.5000000000002,76,225.5,6.81660605266643e-05
47.50000000000001,0.0,193,1.7730904296040535,0.059118692135561826,-0.0009766268212842988,0.020140113757224753,15.968718093633651,350.54,-4.8428773880004884e-09,788480,500.0,77,223.5,0.00021768153492729425
25.0,0.0,193,1.7868147574365139,0.0584127875092087,-0.00043848796012753156,0.021822977403644472,15.968717980384827,340.17,9.685754776000977e-09,798720,430.0000000000004,78,191.75,9.950810179830683e-05
25.0,0.0,193,1.7823714219033717,0.056623852829885114,-0.0005427783644336159,0.021435226569883524,15.968718105554581,336.99,-2.2351741790771484e-08,808960,450.0,79,185.0,0.00011887066339717478
25.0,0.0,193,1.7789716236293316,0.057260988858383044,-0.0006665831828286173,0.021982131310505793,15.968718177080154,336.39,4.8428773880004884e-09,819200,400.0,80,182.75,0.00014611237732609084
25.0,0.0,193,1.7807009115815162,0.05532389717606252,-0.0008083324348262977,0.01962213307269849,15.968718236684799,338.38,-1.4901161193847657e-09,829440,405.00000000000045,81,183.25,0.00016378813951938297
25.0,0.0,193,1.7834182530641556,0.057214515340929084,-0.0006162379348097601,0.01834677048609592,15.968718016147614,344.94,8.940696716308593e-09,839680,525.0,82,193.5,0.00015012144745050194
25.0,0.0,193,1.7876396209001542,0.05445447234108741,-0.00045445146970450877,0.014820863933709915,15.96871783733368,340.61,-7.078051567077636e-09,849920,527.5000000000002,83,176.25,9.72000035996956e-05
25.0,0.0,193,1.7814004980027676,0.055667376583560094,-0.00036814787272305695,0.021778432541759686,15.968718153238296,341.73,-2.384185791015625e-08,860160,452.50000000000017,84,172.5,8.554163184690822e-05
22.500000000000007,0.0,193,1.7773022696375846,0.05647992858186722,-0.0008000230161997024,0.0223265110864304,15.968718135356903,330.7,-3.01748514175415e-08,870400,327.5000000000002,85,154.0,0.00016272574094884363
47.50000000000001,0.0,193,1.7806972317397594,0.05772146798379375,-0.00040531550657760815,0.024841239338275044,15.968718326091766,348.17,-1.2665987014770507e-08,880640,552.5000000000002,86,213.5,9.992256117685727e-05
25.0,0.0,193,1.784284444898367,0.0540093770857028,-0.00046591970440204025,0.02059262354450766,15.9687180519104,344.0,-3.2782554626464846e-08,890880,552.5000000000002,87,210.75,0.00010579050043908466
25.0,0.0,193,1.7821885131299495,0.054654918945246336,-0.00034744652621157004,0.017326608212897554,15.968717956542969,344.56,-1.6391277313232423e-08,901120,527.5000000000002,88,208.5,7.718469240369785e-05
25.0,0.0,193,1.7845123365521431,0.05782515162367881,-0.0006075835703086341,0.01999992216587998,15.968718034029006,338.08,-7.82310962677002e-09,911360,402.5000000000002,89,179.25,0.00013191352628876273
25.0,0.0,193,1.7835980720818043,0.05530385294610084,-0.0005262246209895238,0.022565650381147863,15.968718177080154,339.28,6.332993507385254e-09,921600,400.0,90,176.5,0.00011818449528391283
47.50000000000001,0.0,193,1.778652446717024,0.05608830002214264,-0.0005820232458063401,0.020543668678146786,15.968718016147614,347.27,-8.568167686462402e-09,931840,355.00000000000045,91,176.0,0.00010987911620397028
50.0,0.0,193,1.778972501307726,0.05384145467882419,-0.000278292033544858,0.024098311242414638,15.968718260526657,352.03,-6.7055225372314455e-09,942080,427.5000000000002,92,197.75,8.025711393706558e-05
72.50000000000001,0.0,193,1.7818003311753272,0.05965698058718255,-0.0007742022171441931,0.029176294233184307,15.968718510866164,360.83,7.078051567077636e-09,952320,427.5000000000002,93,218.5,0.00015424376915778025
50.0,0.0,193,1.782797396183014,0.055221459980781054,-0.0006169730018882547,0.02137607214244781,15.968718081712723,354.01,2.0861625671386717e-08,962560,525.0,94,234.5,0.00013801156116528547
50.0,0.0,193,1.7770654775202275,0.05731795876917641,-0.0006730526352839661,0.02107368075521663,15.968718069791795,349.77,-1.0058283805847169e-08,972800,527.5000000000002,95,234.0,0.00013404323222339088
47.50000000000001,0.0,193,1.773119071125984,0.05475989723576182,-0.0003329015071358299,0.02199231780541595,15.968718165159226,348.32,1.30385160446167e-08,983040,527.5000000000002,96,223.25,7.910728016513602e-05
25.0,0.0,193,1.7757803104817866,0.057222210081980196,-0.0002939716541732196,0.020088139604195022,15.968717926740647,341.39,-8.940696716308593e-09,993280,407.5000000000006,97,190.25,6.329683646040251e-05
25.0,0.0025146484375,193,1.7768806643784045,0.05658862048387705,-0.0006892552803037689,0.020840457099257036,15.968718045949936,336.92,2.9802322387695314e-09,1003520,327.5000000000002,98,177.5,0.00014710737878118608
25.0,0.0,193,1.7829187661409378,0.054802856867775876,-0.00033491310132376383,0.021735757545684464,15.968717956542969,333.19,7.450580596923829e-10,1013760,332.5000000000006,99,177.0,9.06464089309722e-05
25.0,0.0,193,1.7850235484540462,0.05523358920247935,-0.0005230362534348387,0.02072349240334006,15.968718206882476,332.83,-1.564621925354004e-08,1024000,327.5000000000002,100,177.0,9.826677881186185e-05
47.50000000000001,0.0,193,1.7781051620841026,0.058898056744080975,-0.0007734015247478965,0.01647694795683492,15.968717968463897,333.56,1.825392246246338e-08,1034240,425.0,101,174.0,0.00016083241633140232
25.0,0.0,193,1.7697207666933537,0.056615616850554384,-0.0005179104537091916,0.016859940107678995,15.968717908859253,326.8,1.080334186553955e-08,1044480,300.0,102,147.75,0.00011147354344203109
25.0,0.0,193,1.770970556885004,0.05698905284067961,-0.0005180180676688905,0.019008492823923008,15.968717944622039,323.44,1.1175870895385742e-09,1054720,277.5000000000002,103,142.75,0.00010588252960452849
25.0,0.0,193,1.7814793348312379,0.05455385921401198,-0.0004324496594563243,0.019419784104684368,15.968718028068542,324.66,6.7055225372314455e-09,1064960,350.0,104,155.75,0.00010267838393289708
25.0,0.0,193,1.7843714408576488,0.05557805010795638,-0.0005903858502279036,0.016536195825028698,15.968717849254608,324.52,8.568167686462402e-09,1075200,350.0,105,152.25,0.00012373249526476116
25.0,0.0,193,1.7841146193444728,0.05850091058877199,-0.0007363111995800864,0.020839480397989975,15.968718200922012,333.57,-2.9429793357849122e-08,1085440,365.0000000000013,106,165.25,0.00015370379097063848
25.0,0.0,193,1.7856041975319386,0.05695761835924993,-0.0003997224022896262,0.023633834373322317,15.96871833205223,338.58,-1.2665987014770507e-08,1095680,410.00000000000085,107,174.0,9.316589719468026e-05
25.0,0.0,193,1.7791920103132726,0.056334022431286934,-0.0008209705694753211,0.02511937477393076,15.96871829032898,346.49,-1.825392246246338e-08,1105920,410.00000000000085,108,200.25,0.00016874699602951183
72.50000000000001,0.0,193,1.78279879540205,0.05695734809055415,-0.0005846296291565523,0.024433108273660763,15.968718320131302,353.83,8.195638656616212e-09,1116160,525.0,109,236.25,0.00011372521451598061
50.0,0.0,193,1.7852863147854805,0.058151836363297,-0.0006190889725985471,0.019162487861467525,15.968718034029006,343.74,1.2665987014770507e-08,1126400,380.00000000000045,110,207.75,0.00014345134356119615
50.0,0.0,193,1.7830232925713063,0.05419253674822455,-0.00039076106459106085,0.02273567612282932,15.96871822476387,339.79,-1.1920928955078126e-08,1136640,380.00000000000045,111,197.5,7.956148382568529e-05
50.0,0.0016357421875,193,1.7838538572192193,0.0583837595714193,-0.0008537882680684561,0.02282276137266308,15.968718093633651,333.78,-3.688037395477295e-08,1146880,335.00000000000085,112,182.0,0.00017960475094813688
50.0,0.0,193,1.7821165949106217,0.05527162028968343,-0.00041415610376134283,0.018857863717130385,15.96871801018715,337.54,-9.313225746154785e-09,1157120,332.5000000000006,113,180.5,0.0001027783859552045
25.0,0.0,193,1.7800087220966816,0.05539760425453,-0.0004155030310357688,0.01975239652383607,15.968718045949936,332.29,-4.8428773880004884e-09,1167360,325.0,114,166.25,8.390060652310182e-05
25.0,0.0,193,1.7816868260502816,0.052886600537009186,-0.0003019213367224438,0.017851576139219106,15.968718039989472,324.3,-1.2665987014770507e-08,1177600,325.0,115,151.0,7.229783027611348e-05
25.0,0.0,193,1.7797023095190525,0.057751908585671995,-0.0005743753393289807,0.021604107393068263,15.96871817111969,321.65,-2.3096799850463868e-08,1187840,357.5000000000007,116,165.5,0.00011678497213214456
25.0,0.0,193,1.779267919063568,0.057478363923808604,-0.000629206475787214,0.017543840060534423,15.968718075752259,327.03,-2.5331974029541015e-08,1198080,452.50000000000017,117,175.25,0.00013373974974388857
25.0,0.0,193,1.7831227101385594,0.052303046822504376,-0.0003382852366485167,0.021992981983930803,15.968718189001084,334.76,-2.2351741790771484e-08,1208320,475.0,118,183.75,8.776258012161975e-05
25.0,0.0,193,1.7787918798625468,0.057068431586469084,-0.00037630442748195494,0.021231421118136494,15.96871812939644,337.64,-1.6763806343078613e-08,1218560,427.5000000000002,119,180.0,7.910301900064809e-05
25.0,0.0,193,1.7831718526780604,0.05667020488809869,-0.0005501658702087298,0.017604615524760447,15.968718111515045,332.79,-7.078051567077636e-09,1228800,427.5000000000002,120,174.5,0.00011368440843781969
25.0,0.0,193,1.78144296631217,0.058499262859581035,-0.00045346447695919777,0.02119414429180324,15.968718105554581,328.44,-2.9802322387695314e-09,1239040,400.0,121,177.75,0.00010566159277125564
25.0,0.0,193,1.7837221957743168,0.055113008661414734,-0.0003312474949780153,0.021647741546621545,15.968718135356903,330.28,-8.568167686462402e-09,1249280,402.5000000000002,122,180.75,6.894213743731114e-05
25.0,0.0,193,1.7818770848214627,0.05574520046983707,-0.00042536311557341835,0.020090499025536702,15.968718111515045,335.83,-3.3527612686157227e-09,1259520,402.5000000000002,123,187.0,8.63620757741046e-05
25.0,0.0,193,1.7748622126877307,0.05468811737804517,-0.0006290871566307033,0.019741305796196686,15.968718069791795,340.53,-8.195638656616212e-09,1269760,425.0,124,184.75,0.00013942489847433847
25.0,0.0,193,1.7829988420009613,0.05757264510257189,-0.0006732642752467655,0.019250160414958372,15.968718141317368,337.6,-3.7252902984619143e-10,1280000,355.00000000000045,125,173.5,0.00013994830716939076
25.0,0.0,193,1.7834851533174514,0.055820607887116847,-0.00035423658409854396,0.017860687646316365,15.968717908859253,334.81,-2.16066837310791e-08,1290240,300.0,126,167.75,7.084655507298976e-05
25.0,0.0,193,1.7828077398240567,0.05403472912684008,-0.00036881897030980324,0.018213704126537777,15.968717974424361,328.48,3.725290298461914e-09,1300480,275.0,127,149.0,9.251111220702768e-05
25.0,0.0,193,1.7817114353179933,0.05468629946519201,-0.0005137090200150851,0.020628698951622938,15.96871799826622,334.15,-4.470348358154297e-09,1310720,302.5000000000002,128,163.0,0.00010341249589829182
25.0,0.0,193,1.7840350434184074,0.05678281829240299,-0.0007181876646427555,0.020762678325991147,15.968718177080154,335.99,7.450580596923828e-09,1320960,335.00000000000085,129,171.25,0.00015766459544117595
25.0,0.0,193,1.7851738341152668,0.058113397401178025,-0.0003888790488417726,0.02067492120550014,15.968718081712723,341.17,5.215406417846679e-09,1331200,357.5000000000007,130,180.5,8.130418700735831e-05
25.0,0.0,193,1.781258298456669,0.05749691483830618,-0.00048704622422519607,0.02083908095373772,15.968718039989472,339.5,1.0058283805847169e-08,1341440,425.0,131,190.25,0.0001086587040619591
25.0,0.0,193,1.781677319854498,0.05650848794837045,-0.0004534268564384547,0.018667819927213714,15.968718200922012,334.11,-3.5017728805541994e-08,1351680,350.0,132,171.25,9.827460467963789e-05
25.0,0.0,193,1.783596508949995,0.052656558529596595,-0.0003011757700733142,0.021107514403411187,15.968718248605729,333.77,-2.6077032089233397e-09,1361920,350.0,133,175.25,5.7366712533202247e-05
47.50000000000001,0.0,193,1.7821769542992114,0.05538777322681774,-0.00046547394304070623,0.021160364378010853,15.968718087673187,338.14,-3.203749656677246e-08,1372160,350.0,134,184.5,8.620676464232702e-05
25.0,0.0,193,1.7793276347219944,0.05515507482314712,-0.0007414028666971717,0.021844862709986045,15.968718075752259,333.57,-1.1548399925231934e-08,1382400,355.00000000000045,135,187.25,0.0001511170307860965
25.0,0.0,193,1.7806109197437763,0.056289476308549455,-0.00047866729291854424,0.014509049482876435,15.968717807531357,333.28,6.332993507385254e-09,1392640,350.0,136,174.5,9.48654461467413e-05
25.0,0.0,193,1.7857099659740925,0.057440563960401425,-0.00043877884672838263,0.01992295603849925,15.968718034029006,329.59,7.078051567077636e-09,1402880,327.5000000000002,137,168.0,9.910858888169116e-05
25.0,0.0,193,1.7877810679376125,0.05537372462708914,-0.0005102583330881316,0.021709917619591578,15.968718177080154,330.17,-2.2351741790771484e-08,1413120,275.0,138,156.0,0.00010848369766236488
25.0,0.0,193,1.7825454004108905,0.058485345545798116,-0.0007108290908945491,0.016115230062860066,15.968717914819717,332.54,-1.862645149230957e-09,1423360,357.5000000000007,139,172.25,0.0001294017634236866
