grad_norm,advantage_norm,value_loss,policy_loss,approx_kl_divergence,P01:episode_rewards,clip_fraction,explained_variance,policy_entropy,P09:episode_rewards,fps,epoch_idx,frames,PMM:episode_rewards,episode_length
641590261.5883492,15.968715745210648,388296368.51874876,0.03524791337924853,100126.84312795263,0.0,0.2040771484375,-0.5965654764324426,0.1468625013338391,157.49999999999994,246,1,10240,71.875,407.625
0.09542582559833432,15.96871754527092,0.007105725887686276,0.002537281904005795,0.009632214218908076,0.0,0.0911865234375,-1.30385160446167e-08,0.3561084526591003,187.50000000000017,232,2,20480,105.0,596.3666666666667
0.0785101337913398,15.96871766448021,0.01182342469401192,0.0013513411318854195,0.0035591109128517927,0.0,0.07978515625,-1.1548399925231934e-08,0.6496934775263071,425.0,241,3,30720,179.41176470588235,577.0
0.03913418632824622,15.968717628717423,0.009021200299685006,0.00014202098536770792,0.004024574871380082,17.500000000000004,0.1134765625,-6.332993507385254e-09,0.9027316316962242,454.9999999999997,240,4,40960,192.30769230769232,520.7948717948718
0.029449690267281326,15.968717497587203,0.0070670301764039324,-0.0003042089127120562,0.0031527664379837005,25.0,0.1327880859375,4.470348358154297e-09,0.9670553989708424,435.00000000000085,243,5,51200,187.25,484.39
0.03287657197934348,15.968717521429062,0.0071090428300522035,-0.0002055869612377137,0.003241335465884276,25.0,0.1263427734375,3.3527612686157227e-09,0.9903341766446829,525.0,246,6,61440,191.25,406.61
0.03612220424128796,15.968717533349992,0.006827112244309319,-0.0006776579903089441,0.002812935372821812,25.0,0.1612548828125,2.0116567611694337e-08,1.0768081448972224,377.5000000000002,248,7,71680,149.0,375.23
0.037365233614487695,15.968717944622039,0.008691721088689519,-0.0003702724272443447,0.002913792811136773,25.0,0.1371337890625,1.825392246246338e-08,1.0982027869671582,425.0,249,8,81920,149.0,373.26
0.03516725597161166,15.968717843294144,0.009954864480823744,-0.0008011755482584704,0.0025297332005152382,25.0,0.1134033203125,-4.097819328308106e-09,1.0611698493361472,525.0,251,9,92160,192.0,385.76
0.03757223718311732,15.968716561794281,0.006109955191450922,-0.0008276494241727051,0.004293449572463715,25.0,0.176806640625,-9.685754776000977e-09,1.1976843394339085,502.5000000000002,252,10,102400,180.25,373.31
0.04168867731068074,15.968717509508133,0.006608910742943408,-0.0007007259893725859,0.0036506380299442752,22.500000000000007,0.20556640625,-1.862645149230957e-08,1.2847225964069366,500.0,255,11,112640,167.25,358.73
0.04132825215639487,15.968717795610427,0.009442164872598368,-0.0001730089381453581,0.002966135241513257,0.0,0.1443603515625,1.4901161193847657e-09,1.2319979645311832,380.00000000000045,256,12,122880,141.75,340.04
0.03664621426075761,15.968717402219772,0.00651048142867694,-0.0007329444411880104,0.0027186882550466864,22.500000000000007,0.1381591796875,8.568167686462402e-09,1.2559878394007682,425.0,258,13,133120,143.25,336.5
0.040520105641087704,15.968717652559281,0.010374021283860202,-0.0009116484343394404,0.004505028556803836,25.0,0.152783203125,-6.332993507385254e-09,1.2195922903716565,475.0,259,14,143360,171.0,350.34
0.04349952932489023,15.968717712163926,0.010848930611973628,-0.0008999662757560145,0.0028331397037959505,25.0,0.1560302734375,1.862645149230957e-09,1.2785564370453357,475.0,260,15,153600,204.5,357.35
0.04176947613604998,15.968717557191848,0.008639884894728311,-0.0008663907392474357,0.003292800527503914,25.0,0.1734130859375,-8.195638656616212e-09,1.1581756629049778,475.0,261,16,163840,191.75,359.19
0.041636708888731055,15.968717753887177,0.0102731252913145,-0.0008150913781719282,0.0023716232847220907,25.0,0.12275390625,-5.960464477539063e-09,1.146939093992114,475.0,261,17,174080,201.75,358.21
0.04314143154333176,15.968717736005782,0.009560808048263425,-0.001067035476444289,0.0027304007261136575,25.0,0.1692138671875,-1.899898052215576e-08,1.30867138504982,477.5000000000002,263,18,184320,195.75,359.04
0.046515476072652676,15.968717515468597,0.008442788706634018,-0.0005032760276662884,0.0028548002333536717,47.50000000000001,0.1687255859375,2.9802322387695314e-09,1.3578924059867858,452.50000000000017,264,19,194560,190.75,359.48
0.03974544529240548,15.96871799826622,0.00644805865977105,-0.0015093893660377943,0.0034485940597960506,25.0,0.1883544921875,8.940696716308593e-09,1.26909069865942,450.0,265,20,204800,175.25,354.15
0.04686621065252672,15.968717736005782,0.009131321669156024,-0.0008173954483936541,0.002373176666674226,25.0,0.159375,2.6822090148925782e-08,1.2335036911070347,425.0,265,21,215040,155.5,349.25
0.03970941729640855,15.96871749162674,0.0073436709973066176,-0.0010834610162419266,0.002724606590379608,25.0,0.153466796875,7.450580596923828e-09,1.1328118748962879,402.5000000000002,266,22,225280,148.0,343.95
0.04069566957951904,15.968716967105866,0.005185120799228571,-0.0007566649499494815,0.002751073650563285,25.0,0.1468017578125,3.3527612686157227e-09,1.199932659417391,180.00000000000045,267,23,235520,122.5,335.81
0.04728766648351697,15.968717229366302,0.006079707191929629,-0.0008438393742835615,0.0035629216860115775,25.0,0.2173095703125,9.313225746154785e-09,1.26768434420228,152.50000000000023,267,24,245760,108.25,327.83
0.05117703250892054,15.96871750354767,0.006086653212196325,-0.0013566427580371965,0.0038687669834189366,25.0,0.2312744140625,-2.2351741790771484e-08,1.3040221631526947,127.50000000000021,267,25,256000,76.75,310.9
0.04899994802922208,15.968717747926712,0.008490603202290004,-0.001108931136332103,0.002400352796303196,25.0,0.149658203125,-3.725290298461914e-09,1.2914245754480362,152.50000000000023,268,26,266240,98.5,315.88
0.05131487646028391,15.968717747926712,0.007655757195743717,-0.0015975957368937089,0.0028068430025768977,25.0,0.1960693359375,8.940696716308593e-09,1.304085622727871,175.0,269,27,276480,108.5,318.42
0.04752405028485931,15.968717974424361,0.007522683263778163,-0.0015034545253001853,0.00282553308329625,25.0,0.2072265625,-1.3411045074462891e-08,1.3565998665988446,175.0,269,28,286720,117.75,320.41
0.050687758886310455,15.968717533349992,0.006428334358861321,-0.001265761681861477,0.0029683192301645177,25.0,0.1984619140625,-1.9371509552001954e-08,1.3029652267694474,175.0,269,29,296960,102.25,318.06
0.05023790439520689,15.968696624040604,0.004283871124769689,-0.001335038006072864,0.003724424097345036,25.0,0.2677001953125,-2.384185791015625e-08,1.334754728525877,152.50000000000023,269,30,307200,83.0,310.53
0.04878719042602846,15.96850934624672,0.0041923002350083395,-0.001436964470121893,0.003826034602116124,25.0,0.285107421875,4.097819328308106e-09,1.4135913498699666,125.0,270,31,317440,61.25,299.04
0.047954413455832914,15.968717700242996,0.005683336381662229,-0.0009420222821063362,0.0031023543622779926,25.0,0.207958984375,1.1920928955078126e-08,1.4283397868275642,125.0,271,32,327680,58.5,298.05
0.048624861913945716,15.96871708035469,0.004263874871384132,-0.0014041028218343854,0.0035765354936444283,0.0,0.2389404296875,4.097819328308106e-09,1.438237577676773,125.0,270,33,337920,61.25,301.45
0.0488629938345375,15.968717813491821,0.005435550839320058,-0.0016659486998833017,0.003076348975378096,0.0,0.2363037109375,1.0430812835693359e-08,1.4316493704915048,127.50000000000021,271,34,348160,65.0,306.51
0.04894431831388006,15.968716555833817,0.004104879899102798,-0.0011008360874257051,0.003032972516697896,0.0,0.205078125,-1.862645149230957e-09,1.424883982539177,125.0,271,35,358400,58.75,299.0
0.047634521369113725,15.96868239045143,0.003935917099683195,-0.00045148596800572707,0.0031788626485194983,22.500000000000007,0.191845703125,-5.587935447692871e-09,1.45967106372118,125.0,271,36,368640,58.75,296.77
0.04703647530279056,15.968714141845703,0.003740688031268746,-0.0009449705761653604,0.0033353733841465782,0.0,0.2473388671875,3.3527612686157227e-09,1.425866037607193,125.0,271,37,378880,52.0,290.06
0.048288916716184224,15.968703371286392,0.0030139367861238497,-0.0007464941729267594,0.005747344530300324,0.0,0.3263427734375,2.2351741790771484e-09,1.5361291609704495,100.0,271,38,389120,45.5,292.16
0.04710156886397489,15.968717461824417,0.005580557427765598,-0.001452150917975814,0.003368976572767224,0.0,0.2174072265625,-2.0861625671386717e-08,1.508835782110691,100.0,271,39,399360,50.25,293.08
0.05153248948921849,15.968717789649963,0.006473154291234096,-0.0006037813087459654,0.0030459447199120858,0.0,0.19423828125,-1.6391277313232423e-08,1.5389857351779939,127.50000000000021,271,40,409600,70.5,301.7
0.04865770199771432,15.968714290857315,0.006659795249538547,-0.0014339771345476039,0.0036792930752653774,25.0,0.2248779296875,1.0058283805847169e-08,1.5517572060227394,177.50000000000023,272,41,419840,89.75,306.41
0.05027934334640268,15.968713879585266,0.004264756736870367,-0.0015257337494404056,0.004221299095888753,0.0,0.2913330078125,-1.30385160446167e-08,1.4516398437321185,175.0,273,42,430080,82.5,304.97
0.04379890497360535,15.968708795309066,0.0036022757285763874,-0.0013485894844052382,0.0032413446592215677,0.0,0.20205078125,2.0861625671386717e-08,1.4484745480120182,150.0,273,43,440320,60.75,298.41
0.04604483036205206,15.968709659576415,0.003459100504944601,-0.0015959774354996625,0.0038251888608556326,0.0,0.284326171875,-1.1548399925231934e-08,1.4517639517784118,100.0,273,44,450560,47.0,290.2
0.047086510431774,15.96871247291565,0.004581724584512869,-0.0009899246986606158,0.003496429747451657,0.0,0.2431396484375,-2.6077032089233397e-09,1.365968818962574,100.0,273,45,460800,49.5,290.84
0.051307190394663325,15.968717414140702,0.0053784700868163785,-0.0014399075829715003,0.0036225987642751535,0.0,0.2463134765625,1.1175870895385742e-09,1.392716071009636,125.0,273,46,471040,53.75,294.8
0.04181566001261448,15.968716418743133,0.004194320833539678,-0.0011111135252576787,0.0026117975605643553,0.0,0.2,1.4901161193847657e-09,1.313118352741003,127.50000000000021,274,47,481280,60.5,297.81
0.05028849618168085,15.968715757131577,0.005879154705189649,-0.0005762914024671772,0.0027216202430736303,25.0,0.170947265625,1.862645149230957e-09,1.4217900827527046,125.0,274,48,491520,64.5,299.83
0.05361904180574807,15.968717271089554,0.005909274358464245,-0.0014314142375951634,0.0044944285394649345,25.0,0.2954833984375,-1.1920928955078126e-08,1.5490952633321284,150.0,275,49,501760,75.5,302.14
0.05152591062950512,15.968716990947723,0.00581542957785075,-0.0011368618019332644,0.0032149212881449783,25.0,0.233935546875,1.0058283805847169e-08,1.5661528281867505,150.0,275,50,512000,87.0,305.88
0.05241484810842556,15.96871521472931,0.006708624572729605,-0.0013190298355766571,0.003241545003277224,25.0,0.2363525390625,2.9802322387695314e-09,1.5738320246338844,152.50000000000023,275,51,522240,96.75,307.55
0.04959414945809755,15.968713772296905,0.004709202886141383,-0.0006721980316797271,0.0029570405556569312,25.0,0.214501953125,-1.080334186553955e-08,1.52634182497859,125.0,276,52,532480,74.5,300.96
0.04522184972478345,15.968711179494857,0.004549475632353505,-0.0017262548361031804,0.0030685028286256966,0.0,0.238427734375,7.078051567077636e-09,1.4153404459357262,125.0,276,53,542720,68.0,296.98
0.0491209371879145,15.968715906143188,0.004346441621964914,-0.0015131531261431519,0.003528794442675576,0.0,0.2492919921875,5.960464477539063e-09,1.3609499759972095,125.0,276,54,552960,55.25,294.04
0.044182439245687995,15.968713521957397,0.004764965878695193,-0.000721683599113021,0.002183685073327979,0.0,0.140087890625,-8.940696716308593e-09,1.3177405700087548,125.0,277,55,563200,58.75,296.35
0.03888852829163958,15.968638604879379,0.002525868851642299,-0.0002926131921412889,0.0023047535921378428,0.0,0.14326171875,-1.2293457984924316e-08,1.2119386181235314,125.0,276,56,573440,49.75,291.57
0.03767536962382635,15.968711626529693,0.0032793887518664635,-0.000859619756374741,0.00302296981104746,0.0,0.19404296875,-2.6077032089233397e-09,1.219327674806118,100.0,277,57,583680,43.25,289.22
0.04497745554250054,15.968712311983108,0.00468662584022681,-0.0009881284531729762,0.0037874344849569753,0.0,0.2266845703125,-1.4901161193847657e-09,1.3785978533327579,75.0,277,58,593920,40.75,287.71
0.046797180947652686,15.968717277050018,0.006076727863296582,-0.000965875001566019,0.003016410464067576,0.0,0.2265625,5.215406417846679e-09,1.4828277826309204,127.50000000000021,277,59,604160,55.75,292.62
0.05032923590520462,15.968717408180236,0.00541312735504107,-0.0007762872955936473,0.003435533665992807,0.0,0.2236572265625,1.1175870895385742e-09,1.4919615007936955,150.0,277,60,614400,66.0,295.43
0.04967666247899204,15.968717455863953,0.005986501953429979,-0.0014329749661555979,0.0040211572460179925,22.500000000000007,0.2739501953125,7.450580596923829e-10,1.4997289523482322,175.0,277,61,624640,81.25,299.32
