explained_variance,P01:episode_rewards,P09:episode_rewards,episode_length,advantage_norm,policy_loss,epoch_idx,PMM:episode_rewards,policy_entropy,value_loss,approx_kl_divergence,grad_norm,clip_fraction,fps,frames
-2.0116567611694337e-08,150.0,375.0,348.93,15.968717873096466,-0.0014700624902616254,29,259.75,1.3892619222402574,0.017387844951008445,0.0025778198508703554,0.06028247183970402,0.164501953125,283,296960
1.1175870895385742e-09,150.0,377.5000000000002,343.87,15.968717944622039,-0.0012746531458105892,30,262.25,1.4185127802193165,0.016944321116898208,0.002074368334942278,0.0582511323689862,0.136376953125,283,307200
8.568167686462402e-09,150.0,400.0,345.0,15.968717920780183,-0.0009809385010157712,31,268.0,1.3277756817638875,0.014745176423457452,0.0016960124169031587,0.05206348407694196,0.1042236328125,283,317440
-1.1175870895385742e-09,100.0,375.0,342.33,15.968717694282532,-0.0006581461304449477,32,237.75,1.271521444618702,0.01069281659219996,0.0019218928938585123,0.04925864060829684,0.1260986328125,283,327680
-8.195638656616212e-09,75.0,327.5000000000002,340.24,15.968717843294144,-0.0012164158557425252,33,207.0,1.2592764146625997,0.011988967583238263,0.001968061831803425,0.04993993186581874,0.144482421875,284,337920
-1.2293457984924316e-08,72.50000000000001,302.5000000000002,341.73,15.96871782541275,-0.001366225179299363,34,206.25,1.319599062204361,0.014556996276951395,0.0020543977837633063,0.05452806913479753,0.1439453125,284,348160
3.725290298461914e-09,50.0,300.0,335.3,15.96871783733368,-0.0009490142605500296,35,198.0,1.3365977942943572,0.011329486005706713,0.0021076832119433673,0.05717340196627051,0.1747314453125,284,358400
-8.195638656616212e-09,50.0,300.0,337.05,15.968717908859253,-0.0014940887023840333,36,195.25,1.3243841998279096,0.010530212284356822,0.0023499894927908826,0.05652762084512837,0.1763427734375,284,368640
-8.940696716308593e-09,50.0,275.0,334.22,15.968717813491821,-0.0018986837516422384,37,167.75,1.2817635163664818,0.010684857584419661,0.0027907815898515764,0.058620695147500235,0.2114501953125,284,378880
5.587935447692871e-09,50.0,275.0,343.28,15.968717741966248,-0.0011592746988753789,38,169.0,1.2404431216418743,0.011454863596736687,0.0020223501273335387,0.05015166497095552,0.1394287109375,284,389120
-1.7508864402770997e-08,50.0,277.5000000000002,348.39,15.968717616796493,-0.0010228221144643612,39,171.25,1.2000360198318958,0.008168195126836508,0.0024680831699726014,0.0465513834635089,0.1410400390625,284,399360
-5.215406417846679e-09,25.0,250.0,346.31,15.968717712163926,-0.0013300367871124763,40,154.25,1.1916746839880943,0.008228403243811045,0.002458568854004284,0.044524294721370705,0.1591064453125,284,409600
-1.5273690223693846e-08,25.0,250.0,345.48,15.968717712163926,-0.0009128880545176798,41,158.25,1.2094430565834045,0.011314659964955353,0.0020200694078880586,0.05026281790928159,0.130517578125,283,419840
7.82310962677002e-09,25.0,252.50000000000023,343.88,15.968717902898788,-0.0006707689302857034,42,155.75,1.2159869991242886,0.010379790021397639,0.0018649360942220028,0.047381293468504955,0.1171875,284,430080
-1.1920928955078126e-08,25.0,275.0,348.6,15.968717640638351,-0.0008355232093890663,43,169.0,1.2219662249088288,0.010381043912275345,0.0021943631392789876,0.05440344941594204,0.1412353515625,284,440320
-8.195638656616212e-09,25.0,250.0,340.02,15.968717002868653,-0.0007200091833510669,44,148.25,1.1752868726849557,0.00755090736619195,0.002259591605394462,0.048492432960720325,0.14580078125,284,450560
4.470348358154297e-09,25.0,250.0,333.15,15.968717652559281,-0.000593931004186743,45,119.25,1.166719564050436,0.006474048632026097,0.0021276186898319337,0.049055947159283006,0.1427734375,284,460800
7.450580596923828e-09,25.0,177.50000000000023,327.35,15.96871746778488,-0.0011182390615431359,46,95.75,1.1848661951720714,0.006890116572958504,0.002534770183427781,0.05329641628236489,0.18271484375,284,471040
7.450580596923829e-10,25.0,175.0,325.98,15.96871737241745,-0.0011785562099248636,47,94.25,1.2432358145713807,0.0068399621910884886,0.0027876623398128686,0.05278589508212041,0.2059326171875,284,481280
1.862645149230957e-09,25.0,175.0,318.95,15.968712294101715,-0.0007359257411735598,48,84.75,1.2527876399457454,0.005797961280026698,0.002897567637029397,0.04984731160583399,0.2037109375,284,491520
-7.450580596923829e-10,25.0,175.0,313.38,15.968717485666275,-0.0014282314379670425,49,88.0,1.3034600026905536,0.007090631418759585,0.0028218050428179707,0.050511999347244894,0.1955322265625,284,501760
1.862645149230957e-09,0.0,200.0,310.03,15.968717360496521,-0.0012180131881905254,50,93.5,1.2785157911479472,0.005422112334963458,0.003084290963033709,0.047005505686635085,0.246044921875,284,512000
-2.6077032089233397e-09,0.0,200.0,311.81,15.9687171459198,-0.0007059246803692076,51,99.5,1.3058812700212001,0.0074914613285500305,0.0026157101801231875,0.055908441508602955,0.195068359375,285,522240
2.9802322387695314e-09,0.0,250.0,317.44,15.968717581033706,-0.00021766996760561597,52,110.5,1.3649715766310693,0.008316416742627553,0.002266277287100138,0.05090227540466511,0.1433837890625,285,532480
-1.2665987014770507e-08,25.0,227.5000000000002,318.98,15.968717086315156,-0.0011070730852225097,53,104.75,1.392176204919815,0.006303128676154302,0.003472778858701986,0.05370862993971524,0.240380859375,285,542720
1.862645149230957e-09,25.0,225.0,317.99,15.968716484308242,-0.0014360237342771142,54,99.25,1.3803037703037262,0.004746297786039122,0.003970407678048104,0.04498352755194539,0.2328369140625,285,552960
-7.450580596923828e-09,0.0,150.0,309.43,15.96869803071022,-0.0015237283410897361,55,74.0,1.3899814769625665,0.004185258588216811,0.003375303680820707,0.043766875884647324,0.2360595703125,285,563200
-1.4901161193847657e-09,0.0,125.0,304.59,15.968716531991959,3.0993123800726607e-06,56,57.0,1.5025183036923409,0.0039731062741793725,0.0038136649491093523,0.04743664115457877,0.1958251953125,285,573440
-5.960464477539063e-09,0.0,125.0,304.43,15.968712091445923,-0.0014983718370785936,57,60.0,1.6228811495006084,0.0058473320910820805,0.004332613852761824,0.054570979305735914,0.291552734375,285,583680
-2.7567148208618165e-08,0.0,152.50000000000023,309.27,15.968714243173599,-0.001565089034193079,58,71.25,1.6390513353049756,0.00633783386975324,0.003361197889057621,0.05354798295992126,0.2672607421875,286,593920
-2.9802322387695314e-09,0.0,177.50000000000023,311.43,15.968717658519745,-0.002084131025912939,59,92.25,1.6108921937644483,0.007149613645015052,0.004088183015551294,0.05480887130774033,0.293798828125,285,604160
2.2351741790771484e-09,0.0,200.0,316.92,15.968717259168624,-0.0010593142244033516,60,105.75,1.5648254208266734,0.008019779633468716,0.0027583023020497422,0.05397827063521171,0.1961181640625,285,614400
-8.940696716308593e-09,25.0,250.0,325.09,15.968717861175538,-0.0014924572707968764,61,131.5,1.5184403412044047,0.010770731894808705,0.002978275061025215,0.05589082689859294,0.2162353515625,285,624640
-1.4901161193847656e-08,25.0,250.0,332.36,15.968717628717423,-0.001169131165079307,62,134.5,1.5010464414954185,0.006553835915474338,0.0026233256096929837,0.0545959643662622,0.208740234375,286,634880
-8.195638656616212e-09,25.0,227.5000000000002,331.76,15.968717104196548,-0.0013095527396217222,63,126.5,1.4994137093424798,0.006587209696499485,0.0030437340253740785,0.052611974669132075,0.230712890625,286,645120
1.4528632164001465e-08,0.0,200.0,323.61,15.968717318773269,-0.0007529713067924604,64,97.0,1.4709657110273837,0.006071331395150992,0.003058007802059137,0.05504063404087086,0.248388671875,286,655360
-1.3783574104309083e-08,0.0,200.0,317.94,15.968708086013795,-0.0014194018276612042,65,83.75,1.5160747416317464,0.005518560167440967,0.002664070882872238,0.04982268043880042,0.209130859375,286,665600
-1.3783574104309083e-08,0.0,177.50000000000023,311.44,15.968717110157012,-0.0011980874820437747,66,79.0,1.5041714392602443,0.005219252213964865,0.003105433575012739,0.05006048802642845,0.2410400390625,286,675840
5.587935447692871e-09,0.0,175.0,306.44,15.968707090616226,-0.0012759622808516725,67,71.25,1.4680585868656635,0.002884022932879304,0.0031972747550014446,0.049061061278450634,0.219189453125,286,686080
2.2351741790771484e-08,0.0,100.0,296.92,15.96869728565216,-0.0010996468299708795,68,48.75,1.4628355570137501,0.0022905740473645243,0.0037600734869329246,0.0467893918004447,0.257958984375,285,696320
-1.1175870895385742e-09,0.0,100.0,294.81,15.968714535236359,-0.0010213154982920969,69,41.0,1.4639514818787576,0.004038323136978761,0.0025605869562582485,0.05058210963263869,0.2411865234375,285,706560
-3.725290298461914e-09,0.0,100.0,298.19,15.968717330694199,-0.0009539965931253391,70,51.5,1.4652328096330165,0.004843960086282096,0.0029254226651119096,0.05080964752736518,0.2461669921875,285,716800
-7.078051567077636e-09,0.0,125.0,303.21,15.968702220916748,-0.0010500731979846023,71,61.0,1.4462125681340694,0.003812116794999554,0.003838236829960806,0.049221265678984286,0.284228515625,285,727040
7.450580596923828e-09,0.0,125.0,307.17,15.968687200546265,-0.001086847873739316,72,61.5,1.4450584314763546,0.0045618630500547045,0.003555503194323251,0.05420008437530044,0.2783935546875,285,737280
-3.3527612686157227e-09,0.0,102.50000000000021,305.95,15.968706917762756,-0.0007247882373121684,73,54.5,1.4175356775522232,0.0038718473166483138,0.002629849430672948,0.04950878748757351,0.17392578125,285,747520
-9.685754776000977e-09,0.0,125.0,309.47,15.968715167045593,-0.0009496117578237318,74,57.5,1.3762752786278725,0.004497524946032172,0.0033833607167991888,0.04927651951838618,0.244775390625,285,757760
-1.4156103134155273e-08,0.0,125.0,307.52,15.968716835975647,-0.0010758425261883531,75,55.5,1.3539573781192302,0.0038820739734546804,0.0021640764549161417,0.04862876922883373,0.1927734375,285,768000
-2.7567148208618165e-08,0.0,125.0,313.09,15.968717539310456,-0.0006916064703545999,76,66.75,1.3497639000415802,0.006488591704510327,0.0023467000954383367,0.05466425132505141,0.159814453125,285,778240
3.3527612686157227e-09,25.0,125.0,312.39,15.968714958429336,-0.000675731595401885,77,68.5,1.3001128517091274,0.0040733055215923745,0.00222575699697245,0.0487045037893573,0.1705322265625,285,788480
3.725290298461914e-09,25.0,125.0,320.64,15.968716776371002,-0.0009092255380892311,78,77.25,1.2870184563100338,0.005889415431283851,0.0022557620123507148,0.046077573128133445,0.1642578125,285,798720
-2.123415470123291e-08,25.0,125.0,331.33,15.968717765808105,-0.0012971127231139689,79,87.5,1.2355642959475517,0.008187588166765635,0.002186141472498093,0.0489402602428051,0.166015625,285,808960
3.7252902984619143e-10,25.0,150.0,344.1,15.968717700242996,-0.0007136248619644903,80,102.5,1.2807177789509296,0.007007573310875159,0.002134675560296273,0.048391114164946764,0.1650634765625,285,819200
1.9744038581848144e-08,50.0,150.0,350.45,15.968717712163926,-0.000906936155661242,81,114.5,1.3400747343897819,0.006632081558018399,0.0025712215148359975,0.04974549842553995,0.192919921875,286,829440
-1.2665987014770507e-08,50.0,150.0,349.62,15.968717461824417,-0.0005522387331438949,82,108.75,1.357233990728855,0.007101042698559467,0.002341717889891015,0.05536658778182111,0.1981201171875,286,839680
2.6077032089233397e-09,50.0,150.0,342.4,15.9687175989151,-0.0007177831368608168,83,98.75,1.3717915162444114,0.007008263657917268,0.0024866677862178223,0.04842393793686184,0.16416015625,286,849920
-2.1979212760925294e-08,25.0,150.0,344.03,15.968717223405838,-0.0011838183956569992,84,103.75,1.3827765502035618,0.006250817159980215,0.0033066861702309323,0.05236810001265939,0.2363525390625,286,860160
1.3411045074462891e-08,25.0,150.0,338.81,15.968717694282532,-0.0016829557545861463,85,102.5,1.300306897610426,0.0071925008038761,0.0027482950882358635,0.051257648430769076,0.197216796875,286,870400
7.078051567077636e-09,25.0,150.0,345.88,15.968717437982558,-0.001226030292309588,86,110.0,1.2208910010755063,0.00748411362637853,0.002378802687383086,0.04995368707346542,0.1737060546875,286,880640
-1.4901161193847656e-08,25.0,150.0,352.84,15.96871750354767,-0.0015793345282872906,87,120.5,1.2376556158065797,0.007927210061598088,0.002462094101679213,0.05069665831372834,0.1749755859375,286,890880
1.1920928955078126e-08,50.0,150.0,369.51,15.968717634677887,-0.0014506092302326579,88,147.5,1.235742212086916,0.007791545117834175,0.0026569439763079574,0.054265905540075134,0.2183349609375,286,901120
-5.960464477539063e-09,75.0,150.0,373.33,15.968717736005782,-0.0009050754997588228,89,151.5,1.279219114035368,0.007798087792070874,0.002497133604430246,0.04997280118379268,0.199755859375,286,911360
1.4901161193847657e-09,72.50000000000001,150.0,371.81,15.968717807531357,-0.0006872833877423545,90,153.25,1.260243521630764,0.006729752853425452,0.002440052701945206,0.045892081199114296,0.1694580078125,286,921600
4.8428773880004884e-09,50.0,150.0,360.86,15.968717813491821,-0.0012064204162015812,91,136.0,1.240992544591427,0.00812082850607112,0.00233634737741113,0.050947349762173876,0.1952392578125,286,931840
-7.82310962677002e-09,50.0,150.0,366.53,15.968715888261794,-0.0014455694639764261,92,147.25,1.196782547980547,0.008139268382194587,0.0025902486090053855,0.04627813505729149,0.1916015625,286,942080
2.2351741790771484e-09,75.0,150.0,363.04,15.968717807531357,-0.0009915949252899737,93,136.25,1.2301962032914162,0.00792022760033433,0.002461033330263973,0.04522308309871291,0.167626953125,286,952320
-8.940696716308593e-09,75.0,150.0,361.21,15.968715184926987,-0.0016371404657547829,94,133.5,1.284217108786106,0.0073705228179960615,0.00262001922028503,0.05200348921917445,0.22109375,286,962560
-2.421438694000244e-08,50.0,150.0,350.57,15.968717628717423,-0.001012300936054089,95,111.75,1.251551265269518,0.0072669693186981025,0.0023863560548875286,0.047899236574554596,0.1677734375,286,972800
-5.215406417846679e-09,50.0,150.0,341.1,15.968717551231384,-0.0007708032233495032,96,115.0,1.2439028762280941,0.007064061707569636,0.002679664154352679,0.04616224123936445,0.1875244140625,286,983040
1.7136335372924803e-08,50.0,150.0,350.54,15.968717682361603,-0.0003103705766989151,97,132.75,1.3402838185429573,0.008126176169025712,0.002258996598607155,0.049862431345744015,0.144287109375,286,993280
-2.9802322387695314e-09,50.0,175.0,354.29,15.968716436624527,-0.0012190875051601325,98,147.5,1.3952421970665454,0.00743529617900549,0.0027614512641775946,0.052507485862134426,0.231005859375,287,1003520
-5.960464477539063e-09,50.0,177.50000000000023,348.87,15.96871789097786,-0.0018491451781301293,99,140.5,1.399810030311346,0.0076303299076244,0.003899388519693048,0.04948962725750654,0.2760986328125,287,1013760
-7.078051567077636e-09,47.50000000000001,250.0,353.23,15.968718028068542,-0.0010514124434848782,100,145.25,1.3953969419002532,0.007913042804284487,0.001882061939610935,0.04854413628601588,0.1256103515625,287,1024000
-9.685754776000977e-09,47.50000000000001,200.0,356.25,15.968717652559281,-0.0006821587830927456,101,134.0,1.291522777080536,0.009020494780270383,0.0018634426071912457,0.04868261242985559,0.142236328125,287,1034240
-3.7252902984619143e-10,50.0,250.0,364.03,15.9687175989151,-0.0011674602945277001,102,150.0,1.2201774008572102,0.008982636979635573,0.0019018663079293674,0.044091563056194175,0.1399658203125,287,1044480
-1.7508864402770997e-08,50.0,250.0,383.79,15.968717700242996,-0.0006160679433378391,103,159.25,1.2104957953095437,0.0073094393408609905,0.001985791902232492,0.045179795570278236,0.1395751953125,287,1054720
-9.685754776000977e-09,50.0,250.0,386.56,15.968717688322068,-0.0013395266265433746,104,166.5,1.2136611923575402,0.00820692689921998,0.002240355920079651,0.04815540323175959,0.18544921875,287,1064960
-3.725290298461914e-09,50.0,202.50000000000023,388.91,15.968717342615127,-0.0011515110280015505,105,152.75,1.1751696690917015,0.008002003310639338,0.002312858739423973,0.04873990116914638,0.198974609375,287,1075200
-3.3527612686157227e-09,50.0,225.0,396.95,15.968717110157012,-0.0007409679808915825,106,167.25,1.120480027794838,0.008735466958114557,0.0024758739497769966,0.048577446143682444,0.1843994140625,287,1085440
-1.1920928955078126e-08,72.50000000000001,225.0,388.73,15.968717730045318,-0.0006003620168485213,107,169.5,1.0645770631730556,0.00824525194193484,0.0022543254277422875,0.03877977934038644,0.1173828125,287,1095680
-4.8428773880004884e-09,50.0,252.50000000000023,377.52,15.968717789649963,-0.0006448525229643565,108,177.5,1.1082300327718257,0.009336738869023975,0.0021297361189681397,0.043845718691552446,0.1536865234375,287,1105920
-1.899898052215576e-08,75.0,480.00000000000045,369.35,15.968717831373215,-0.0008361909731320338,109,189.0,1.148389319330454,0.010503941209026379,0.0018077739839952756,0.04499028960314592,0.140478515625,287,1116160
4.470348358154297e-09,75.0,275.0,362.6,15.96871766448021,-0.00045749121891276446,110,183.5,1.2155145153403282,0.009864055331763665,0.0019954808562260952,0.04611558068369538,0.1484130859375,287,1126400
1.1175870895385742e-09,75.0,275.0,361.12,15.968717801570893,-0.0009506551723461598,111,185.25,1.1866824381053447,0.01141483341343701,0.002361726753321136,0.051465192329642404,0.15810546875,287,1136640
-8.195638656616212e-09,125.0,275.0,368.34,15.968717616796493,-0.0006952196705242386,112,197.25,1.2245713859796523,0.011788988284297374,0.0020163015115379325,0.048446075248692606,0.135400390625,287,1146880
7.82310962677002e-09,125.0,277.5000000000002,369.94,15.968717950582505,-0.0011931325814657611,113,200.25,1.2012649029493332,0.011306498954218114,0.0022292472142055432,0.050709984221399426,0.162890625,287,1157120
-1.30385160446167e-08,100.0,275.0,373.18,15.968717914819717,-0.0008348555747943465,114,193.0,1.2143977232277394,0.008295882528182119,0.0021655391683680137,0.0493229120720225,0.17978515625,287,1167360
0.0,75.0,250.0,364.21,15.968717616796493,-0.0013385793321504026,115,163.25,1.2569475255906581,0.0073857051122104165,0.0025474004606252263,0.05222205275511334,0.2108154296875,287,1177600
0.0,50.0,177.50000000000023,343.71,15.968717646598815,-0.0009322898491518572,116,113.25,1.297331230342388,0.005743189645727398,0.0027069217340226714,0.04986290283237863,0.2252197265625,287,1187840
-1.564621925354004e-08,50.0,152.50000000000023,330.03,15.968717008829117,-0.0015291005234757903,117,104.0,1.2192829944193364,0.008175701446180027,0.0022060132820001855,0.055154704431883375,0.19912109375,287,1198080
7.82310962677002e-09,50.0,150.0,327.2,15.96871777176857,-0.0008747205210966058,118,110.25,1.1854026414453984,0.0077508948482318376,0.0018992371910704798,0.048634006798847024,0.140966796875,287,1208320
-1.1175870895385742e-08,50.0,150.0,341.2,15.968717682361603,-0.0007252557523315772,119,124.5,1.1717494659125804,0.007736031425793044,0.0018627809330979516,0.04925167451924726,0.159326171875,287,1218560
-1.4901161193847656e-08,50.0,150.0,348.38,15.968717616796493,-0.0009904966624162625,120,129.0,1.1481903508305549,0.007827298667325521,0.0018433382835610246,0.04982577664529701,0.1501953125,287,1228800
8.195638656616212e-09,50.0,150.0,351.47,15.968717461824417,-0.0008758200026932172,121,136.0,1.1814562536776065,0.007994755609797722,0.0023520573957739543,0.05044964013205468,0.1762939453125,287,1239040
-1.5273690223693846e-08,50.0,150.0,342.23,15.96871746778488,-0.0009746742243805784,122,121.0,1.2299825124442578,0.006747971504501038,0.0018772076270693106,0.05028113583398229,0.1626220703125,287,1249280
-1.564621925354004e-08,50.0,150.0,332.55,15.968717414140702,-0.0016957795065536629,123,109.0,1.2626204259693623,0.006196882567201101,0.003074389754064555,0.04972011094817911,0.2496337890625,287,1259520
-2.123415470123291e-08,47.50000000000001,150.0,333.23,15.968717533349992,-0.0008161989699146943,124,102.0,1.3215482912957668,0.006832038892389392,0.002585788628255159,0.05079041496747934,0.217626953125,287,1269760
-1.4156103134155273e-08,25.0,175.0,335.47,15.968715316057205,-0.0006577918975381181,125,114.0,1.401350310444832,0.00805955493425845,0.0027473370484244696,0.05029211730362644,0.1987060546875,287,1280000
1.601874828338623e-08,50.0,227.5000000000002,342.71,15.968717986345291,-0.0006371877650963142,126,146.5,1.3858884789049626,0.01098077267233748,0.0020525722987258634,0.05277124322805663,0.17919921875,287,1290240
1.4528632164001465e-08,25.0,252.50000000000023,343.32,15.968717730045318,-0.0012606439686351223,127,160.75,1.4179859198629856,0.009613119350433408,0.0022222616550720887,0.0494101135801445,0.171728515625,287,1300480
-3.7252902984619143e-10,50.0,250.0,343.02,15.968717873096466,-0.0007370281626208452,128,162.0,1.3167582333087922,0.009560999428504146,0.0021237086122198436,0.04833193549635257,0.1762451171875,287,1310720
3.725290298461914e-09,50.0,250.0,341.23,15.96871775984764,-0.0005128931992658181,129,158.25,1.3775017149746418,0.01029952319440781,0.0020157329051585294,0.04725142498771164,0.11650390625,287,1320960
-5.960464477539063e-09,50.0,250.0,336.53,15.96871771812439,-0.0012955317808518885,130,146.5,1.4239414550364018,0.009314244643428537,0.0026232626340970456,0.054297434979969285,0.213330078125,287,1331200
-2.123415470123291e-08,25.0,250.0,321.41,15.968717515468597,-0.0015945455139444674,131,122.0,1.4317887365818023,0.006895961502459613,0.002529255182810175,0.0516394851374255,0.221630859375,287,1341440
-8.195638656616212e-09,25.0,202.50000000000023,318.44,15.968717592954636,-0.0009125072676397395,132,106.75,1.3595228724181652,0.006945494617411896,0.0018224945354603506,0.049173195429289066,0.1497802734375,287,1351680
2.9802322387695314e-09,25.0,175.0,315.19,15.968717992305756,-0.0005068897462479072,133,96.75,1.4154659725725651,0.0073716702790989075,0.0022624947068010217,0.04954255806738832,0.161376953125,287,1361920
-1.1175870895385742e-08,25.0,200.0,327.6,15.968717777729035,-0.0018087208161887247,134,114.0,1.3551083035767078,0.009510375142781413,0.0025998525170905394,0.05288674813475539,0.2226318359375,287,1372160
-5.960464477539063e-09,25.0,225.0,338.33,15.968717777729035,-0.00043034043483203277,135,141.25,1.4334566466510297,0.00933372019608214,0.0021333464665389103,0.04916734533038207,0.1372802734375,287,1382400
1.2665987014770507e-08,50.0,275.0,345.68,15.968717807531357,-0.0007189121424744371,136,157.5,1.4428863875567912,0.011910397873725742,0.0023309693288183554,0.051932673906716464,0.17490234375,287,1392640
3.725290298461914e-09,50.0,275.0,347.49,15.968717783689499,-0.0013547296613978688,137,172.0,1.4992959201335907,0.01072892744505225,0.00233516310122468,0.04740132555372828,0.160791015625,287,1402880
2.9802322387695314e-09,75.0,252.50000000000023,346.53,15.968717849254608,-0.0014072804304305464,138,174.5,1.5144273884594441,0.011046397577956668,0.002649225015420598,0.055982156388794425,0.2185302734375,287,1413120
-1.4156103134155273e-08,100.0,250.0,352.08,15.968717724084854,-0.001146812546357978,139,181.75,1.4577118277549743,0.012701110054331366,0.0020472614575169244,0.05145048465147388,0.1584228515625,287,1423360
