epoch_idx,explained_variance,approx_kl_divergence,grad_norm,policy_entropy,P01:episode_rewards,episode_length,frames,PMM:episode_rewards,policy_loss,clip_fraction,fps,value_loss,advantage_norm,P09:episode_rewards
30,9.313225746154785e-09,0.00014439012997975454,0.05788045540522653,1.7860513903200625,50.0,336.62,307200,183.5,-0.0006566967191247386,0.0,196,0.01769257012929302,15.96871801018715,477.5000000000002
31,2.9802322387695314e-09,8.421903457467295e-05,0.051859821886264555,1.7823326222598552,47.50000000000001,336.59,317440,165.5,-0.00032452685300086157,0.0,197,0.01763301619212143,15.968717920780183,402.5000000000002
32,-4.0233135223388675e-08,0.00013684605035066966,0.05538206138144165,1.7788683347404004,25.0,333.92,327680,154.75,-0.0005859087086719228,0.0,197,0.016164274681068493,15.968717962503433,310.00000000000085
33,-2.16066837310791e-08,0.0001262316711653,0.05459534057586298,1.7807560376822948,25.0,335.63,337920,172.5,-0.0005291727429721504,0.0,197,0.021332300326321274,15.968718069791795,425.0
34,7.450580596923828e-09,0.00010428842244181169,0.054293843498755504,1.7834356762468815,25.0,331.6,348160,166.75,-0.0004268067043085466,0.0,197,0.01770841027610004,15.96871789097786,425.0
35,7.078051567077636e-09,0.0001805388419711562,0.058582477837261795,1.7848193600773812,25.0,329.28,358400,163.0,-0.000788590477714024,0.0,197,0.02001567827828694,15.968718039989472,327.5000000000002
36,0.0,7.560288723027498e-05,0.056117484653595694,1.782728808373213,25.0,323.95,368640,152.0,-0.00025917714046954645,0.0,197,0.01932858309301082,15.968718141317368,300.0
37,-4.470348358154297e-09,0.00010018854614095574,0.05517920377416462,1.7847235158085824,25.0,326.12,378880,147.5,-0.00042198098308290357,0.0,197,0.018241327299620025,15.968717962503433,277.5000000000002
38,-1.9371509552001954e-08,9.487453946217528e-05,0.055359966206348685,1.7841390408575535,25.0,327.95,389120,154.5,-0.00044736067684425507,0.0,197,0.02252112874703016,15.968718349933624,300.0
39,-1.2665987014770507e-08,0.00014623780096485462,0.05579690469275035,1.7845329910516738,25.0,332.61,399360,175.5,-0.0006455900491346255,0.0029296875,198,0.021025034561171198,15.968718308210374,335.00000000000085
40,5.215406417846679e-09,0.00013156225739159312,0.05415342147766781,1.7808811664581299,25.0,333.86,409600,177.5,-0.000611996936640935,0.0,198,0.017794973838317674,15.968717956542969,425.0
41,-1.2665987014770507e-08,0.00011103239262801878,0.05588921151820856,1.7786393351852894,25.0,332.55,419840,178.5,-0.00048022477931226605,0.0,198,0.020802138700673822,15.968718200922012,402.5000000000002
42,-1.1920928955078126e-08,0.00012441260932050113,0.05968974123186425,1.7811986267566682,25.0,327.45,430080,163.75,-0.00047245563291653525,0.0,198,0.0202896725415485,15.968718153238296,327.5000000000002
43,-1.4901161193847656e-08,0.00011590149281346385,0.058950434102803984,1.7845538787543773,25.0,337.07,440320,189.75,-0.0005164219859580043,0.0,198,0.019234026735648512,15.968718105554581,400.0
44,1.601874828338623e-08,0.00010261950179817348,0.05606961986578864,1.7843962073326112,25.0,339.49,450560,183.0,-0.0004823840208700858,0.0,198,0.02016245088598225,15.968718206882476,377.5000000000002
45,-2.123415470123291e-08,0.0001502027494005631,0.05696015309877204,1.782798270881176,25.0,340.81,460800,186.0,-0.0006395902604708681,0.0,198,0.021687196954735553,15.968718004226684,427.5000000000002
46,-1.2665987014770507e-08,6.032882161086661e-05,0.055693707651506705,1.7853330835700034,25.0,339.01,471040,171.25,-0.0002310427156771766,0.0,199,0.01854634539631661,15.968718022108078,305.00000000000045
47,-3.3527612686157227e-09,0.00017993858571792033,0.06010154232192812,1.7723191864788532,25.0,327.64,481280,145.5,-0.0010069395761092893,0.0027099609375,198,0.019823909117258155,15.968718183040618,252.50000000000023
48,-1.1920928955078126e-08,0.00014031696914997837,0.055567236360405683,1.776537213474512,25.0,328.74,491520,154.0,-0.0005399210262112319,0.0,198,0.020529678167076782,15.968718147277832,275.0
49,1.862645149230957e-09,0.00012940505760621334,0.055373510326942176,1.7825706474483014,25.0,341.33,501760,172.75,-0.0005853782689882791,0.0,198,0.020550280323368496,15.968718135356903,302.5000000000002
50,1.4901161193847657e-09,0.00013957441887164635,0.05876695634087601,1.7795129030942918,47.50000000000001,338.87,512000,178.25,-0.0006136787669674959,0.0,198,0.018948369940335396,15.968718022108078,325.0
51,0.0,0.00014334156810278387,0.058881207672045646,1.7893967375159263,25.0,334.4,522240,162.0,-0.0006664564845777932,0.0,198,0.017805153876543044,15.968718087673187,300.0
52,-3.688037395477295e-08,0.0001416159141108153,0.055623196943662856,1.7889927886426449,25.0,323.91,532480,143.75,-0.0006367202429828466,0.0,198,0.01645506998465862,15.968717843294144,275.0
53,-2.7939677238464355e-08,0.00011042865009276426,0.053175309870488144,1.7823897562921047,25.0,321.87,542720,144.75,-0.0004935453987854998,0.0,198,0.019465633790241556,15.968718039989472,252.50000000000023
54,2.0489096641540527e-08,9.26235092972405e-05,0.05228769855887273,1.7749353908002377,25.0,323.02,552960,153.75,-0.0005065024510258809,0.0,199,0.02162186466739513,15.96871812939644,287.5000000000011
55,2.0116567611694337e-08,0.00015782903215324495,0.05970652427904011,1.7620127208530902,25.0,330.22,563200,184.25,-0.0006706085376208648,0.0,199,0.02395789865986444,15.96871838569641,482.5000000000007
56,1.0058283805847169e-08,0.0001001191735504392,0.0542025776758636,1.7719324059784411,47.50000000000001,338.98,573440,207.5,-0.00048654340498615055,0.0,199,0.02390238443913404,15.968718099594117,550.0
57,1.4901161193847657e-09,0.00012286403269641256,0.0557423286063532,1.773756755143404,50.0,342.93,583680,221.75,-0.0005753228368121199,0.0,199,0.023727907036663963,15.968718022108078,550.0
58,6.332993507385254e-09,9.768836831618444e-05,0.05144987584387537,1.7783059783279895,50.0,344.07,593920,222.75,-0.00038094498231657783,0.0,199,0.026282376365270466,15.968718433380127,525.0
59,-5.215406417846679e-09,9.016460355510958e-05,0.05403716276686308,1.7718371063470841,50.0,347.69,604160,228.75,-0.0003495867596939206,0.0,199,0.021918217022903263,15.968718183040618,525.0
60,-1.1175870895385742e-09,0.00011713356978724221,0.056502025682239554,1.7710150003433227,50.0,345.23,614400,220.25,-0.0005379170746891759,0.0,199,0.024635291140293704,15.96871822476387,502.5000000000002
61,-1.3411045074462891e-08,9.771765668205034e-05,0.055783430244028945,1.7665696524083614,50.0,348.21,624640,214.75,-0.0004824917243240634,0.0,199,0.02440133414347656,15.968718278408051,427.5000000000002
62,4.470348358154297e-09,0.00013513806056781875,0.05627863165750063,1.767187736928463,50.0,345.12,634880,204.75,-0.00048630998153385006,0.0,199,0.021137337348773145,15.96871801018715,430.0000000000004
63,-1.0058283805847169e-08,0.0001263243732910979,0.05457748140314067,1.782577819377184,25.0,340.11,645120,188.25,-0.0005471084215969313,0.0,199,0.018204777690698393,15.968717896938324,352.5000000000002
64,-2.7567148208618165e-08,0.00013467112364784484,0.05806695181826661,1.7837614297866822,25.0,337.19,655360,180.75,-0.0006024493872246239,0.0,200,0.018421489544562065,15.968718099594117,425.0
65,-1.4528632164001465e-08,0.00015836556308670424,0.05514603065447902,1.783990131318569,25.0,335.46,665600,178.75,-0.0007335797505220399,0.0,200,0.022401675081346183,15.968718200922012,475.0
66,-7.82310962677002e-09,7.700991607890728e-05,0.05536576341197502,1.7829610213637352,47.50000000000001,336.59,675840,176.5,-0.00028339912360024754,0.0,200,0.018653646649909206,15.968718069791795,400.0
67,-1.1175870895385742e-09,0.00010265226019257057,0.05327139332058928,1.785305231809616,25.0,334.59,686080,159.5,-0.00046884707589924803,0.0,200,0.015669106849236412,15.968718093633651,300.0
68,1.1548399925231934e-08,0.00010850857121056379,0.055007424918003554,1.7857013635337353,25.0,334.94,696320,159.25,-0.00044121365099272227,0.0,200,0.019865346886217595,15.968718123435973,307.5000000000006
69,-1.0430812835693359e-08,0.0001365510289289773,0.05695713676343765,1.779178972542286,25.0,333.6,706560,160.5,-0.000682081039303739,0.0,200,0.018823207085370088,15.968718230724335,325.0
70,1.6763806343078613e-08,0.00010885440726795536,0.053673191170411014,1.7818076133728027,25.0,331.48,716800,168.25,-0.0004040419891680358,0.0,200,0.019259896129369736,15.968718034029006,330.0000000000004
71,7.450580596923829e-10,0.00024355649273104517,0.05890425380612836,1.7794468365609646,25.0,328.84,727040,156.75,-0.0011837526100862306,0.0,200,0.02170931518485304,15.968718147277832,325.0
72,-1.0058283805847169e-08,0.00010573937483577822,0.056557934461470526,1.7740003690123558,50.0,332.87,737280,164.25,-0.0005271113270282513,0.0,200,0.020216410199645908,15.968717986345291,277.5000000000002
73,4.097819328308106e-09,0.00012937469996892047,0.05431486293274938,1.77702444344759,25.0,329.24,747520,164.75,-0.0005323144629073795,0.0,200,0.020701029148767702,15.96871799826622,277.5000000000002
74,2.0861625671386717e-08,0.00010453705816289016,0.0551629392230029,1.7805975310504436,47.50000000000001,335.07,757760,182.25,-0.0004341174633736955,0.0,200,0.02293718882719986,15.96871833205223,325.0
75,-2.123415470123291e-08,0.00013075172925454127,0.05513200945070712,1.7798720568418502,25.0,333.43,768000,186.0,-0.0006370683971908875,0.0,200,0.021314799712854438,15.968718177080154,327.5000000000002
76,1.9744038581848144e-08,9.42980392872883e-05,0.057413818549863084,1.782852377742529,25.0,335.92,778240,189.75,-0.00030001884661032816,0.0,200,0.021688691631425172,15.968718153238296,427.5000000000002
77,-8.568167686462402e-09,0.00010977127746945037,0.05569684112687806,1.7852501772344112,25.0,336.57,788480,175.5,-0.0005088219906610903,0.0,200,0.018002439182600936,15.968718099594117,352.5000000000002
78,8.568167686462402e-09,0.00012905098589879315,0.05578821657541807,1.776708211004734,25.0,335.71,798720,160.0,-0.0006274322549870703,0.0012939453125,200,0.01914307855477091,15.968718141317368,325.0
79,-7.450580596923828e-09,0.0001304819444619909,0.056969645003279015,1.7761294901371003,25.0,336.04,808960,161.75,-0.000563602982674638,0.0,200,0.019570418879447972,15.968718260526657,325.0
80,-3.5017728805541994e-08,9.638749836771154e-05,0.057200234286879426,1.770068845152855,25.0,344.67,819200,181.5,-0.00044872820217278786,0.0,200,0.026044931169599293,15.968718260526657,350.0
81,-6.332993507385254e-09,0.00016332350438119647,0.057216850907322224,1.7768432401120662,47.50000000000001,349.88,829440,211.0,-0.0007065380734275096,0.0,200,0.023090637565474026,15.96871822476387,452.50000000000017
82,-1.3783574104309083e-08,0.00015107112994456885,0.05455634015389462,1.7780024155974388,50.0,344.41,839680,201.75,-0.0006690756772513851,0.0,200,0.019312030053697526,15.968717992305756,475.0
83,1.4901161193847656e-08,8.55002583282527e-05,0.05554220167838684,1.7800603486597537,50.0,339.48,849920,195.25,-0.0003994875583885005,0.0,200,0.022980942815775052,15.968718153238296,425.0
84,-1.3783574104309083e-08,7.05837810212273e-05,0.05393986613441591,1.7734242700040341,25.0,333.53,860160,172.75,-0.00031451400282094254,0.0,200,0.021296904428163545,15.968718230724335,327.5000000000002
85,-4.097819328308106e-09,0.00015600804339577223,0.057217649134245804,1.7728518329560756,50.0,342.16,870400,199.0,-0.0007229746472148691,0.0,200,0.025053353531984613,15.968718135356903,377.5000000000002
86,1.1548399925231934e-08,9.654070389100155e-05,0.05233184768332767,1.763820433616638,50.0,344.76,880640,210.75,-0.00047346354513138066,0.0,200,0.027101039001718164,15.968718355894088,402.5000000000002
87,-3.7252902984619143e-10,0.0001272672865059832,0.059243379158093926,1.7632225774228574,75.0,350.76,890880,232.25,-0.0005006183360819705,0.0,200,0.024419597984524442,15.968718254566193,505.00000000000045
88,-9.685754776000977e-09,0.00010481149968750713,0.05739801760213824,1.777712333202362,50.0,347.88,901120,230.75,-0.00043616068178380373,0.0,200,0.02377902343578171,15.968718218803406,500.0
89,-1.6391277313232423e-08,7.057033514605849e-05,0.05463067539040042,1.7756507135927677,75.0,345.05,911360,230.5,-0.00029981740080984307,0.0,200,0.02664337487076409,15.968718421459197,500.0
90,-2.123415470123291e-08,0.00014220640143989272,0.056816013516348705,1.7752467222511767,50.0,343.26,921600,218.5,-0.000608698222640669,0.0,200,0.0229063625971321,15.968718409538269,450.0
91,-1.862645149230957e-09,6.81487446563267e-05,0.05583696144258532,1.7865993976593018,72.50000000000001,342.39,931840,226.25,-0.00027319308792357334,0.0,200,0.02114640301442705,15.968718218803406,525.0
92,-1.080334186553955e-08,8.186460215675595e-05,0.051388531696379025,1.775634090602398,50.0,337.1,942080,202.5,-0.00039018559036776426,0.0,200,0.021303598195663652,15.968718057870865,457.5000000000006
93,-2.2351741790771484e-08,0.0001380156376200148,0.05727039416493655,1.769971914589405,50.0,338.53,952320,195.0,-0.000658233834838029,0.0,200,0.02474879565415904,15.968718320131302,402.5000000000002
94,-1.1920928955078126e-08,0.0001727081992431323,0.05876226306069665,1.7710851021111012,50.0,337.91,962560,186.0,-0.0007005596653471002,0.0,200,0.02045116060762666,15.968718087673187,355.00000000000045
95,-5.960464477539063e-09,9.141981897879959e-05,0.055157205101760864,1.7763011805713176,50.0,339.46,972800,194.0,-0.00042827883444260804,0.0,200,0.024928734404966235,15.96871829032898,357.5000000000007
96,1.564621925354004e-08,9.793840973735258e-05,0.052344356683536666,1.781795635074377,25.0,336.73,983040,189.75,-0.0004266477462806506,0.0,200,0.02153902307327371,15.968718087673187,357.5000000000007
97,5.215406417846679e-09,0.00010358936743237734,0.05406535561039778,1.7867963932454587,47.50000000000001,341.49,993280,198.75,-0.00044563750489032825,0.0,200,0.021801615972071885,15.968718266487121,450.0
98,7.450580596923829e-10,9.2858130731166e-05,0.05320081528825613,1.7828916668891908,25.0,336.07,1003520,178.5,-0.0003974320934503339,0.0,200,0.01991929305368103,15.968718075752259,302.5000000000002
99,5.215406417846679e-09,7.83384921337671e-05,0.054160226310945636,1.7779025204479695,25.0,335.57,1013760,167.0,-0.0003732637109351344,0.0,200,0.017173635351355188,15.968718230724335,300.0
100,-2.6077032089233397e-09,0.00013067465151515024,0.05818060161625592,1.7837530620396138,25.0,327.5,1024000,150.5,-0.0005028214001868037,0.0,200,0.019169568008510395,15.968718028068542,275.0
101,-5.587935447692871e-09,8.066693300570193e-05,0.05776850678792565,1.790453728288412,25.0,325.26,1034240,146.5,-0.0003760672017961042,0.0,200,0.019557549414457753,15.968718087673187,275.0
102,-1.2293457984924316e-08,0.00010031988284247007,0.05714567676842467,1.7897436656057835,25.0,329.0,1044480,155.75,-0.00043564558618527374,0.0,200,0.021747781813610347,15.968718236684799,300.0
103,7.450580596923829e-10,0.00014288213173969667,0.055699579817592416,1.7878084026277066,25.0,330.99,1054720,160.75,-0.0007638357161340537,0.0,200,0.018559744325466455,15.968718022108078,300.0
104,1.825392246246338e-08,7.894852590411006e-05,0.05393035319008279,1.7858670808374881,25.0,334.68,1064960,175.5,-0.0003288347717898432,0.0,200,0.020061462308513002,15.968718099594117,320.0000000000017
105,2.570450305938721e-08,9.737532043025965e-05,0.05371774826008284,1.7871251598000526,25.0,328.91,1075200,168.0,-0.00042430529902048875,0.0,200,0.019187544594751672,15.968718111515045,302.5000000000002
106,6.7055225372314455e-09,7.708392408325437e-05,0.05583812587940525,1.7877199485898019,50.0,334.81,1085440,180.75,-0.00032088683583424426,0.0,200,0.022927924210671337,15.968718194961548,402.5000000000002
107,-1.3411045074462891e-08,8.158918405420934e-05,0.055783509072044934,1.787274458259344,50.0,339.08,1095680,191.0,-0.0004021638407721184,0.0,200,0.021902369061717764,15.96871812939644,425.0
108,-1.4901161193847656e-08,0.0001148888884543453,0.053201647406148876,1.7849339462816716,50.0,340.06,1105920,193.0,-0.0004728122214146424,0.0,200,0.019413988609449005,15.968718016147614,475.0
109,-2.7567148208618165e-08,9.618769886747814e-05,0.05634834206294946,1.788754153251648,25.0,324.62,1116160,153.0,-0.0003940165091989911,0.0,200,0.014586479333229364,15.96871787905693,325.0
110,7.450580596923828e-09,6.247517581057239e-05,0.05447520155103201,1.788166944682598,25.0,324.09,1126400,140.5,-0.00025134696297754997,0.0,200,0.016426203382434324,15.96871787905693,300.0
111,1.080334186553955e-08,0.00013538049632444427,0.05726457913914287,1.7875536561012269,0.0,317.58,1136640,126.5,-0.0006534785399708199,0.0,200,0.01844794374628691,15.968718105554581,275.0
112,-1.1175870895385742e-09,6.701942697731055e-05,0.053826346633029785,1.7861107729375363,25.0,324.47,1146880,144.0,-0.0002795532993332017,0.0,200,0.01623617210716475,15.968717873096466,275.0
113,-2.1979212760925294e-08,0.00014058044995515217,0.05489622506585379,1.7882055826485157,25.0,325.09,1157120,156.0,-0.0006807658006437123,0.0,200,0.020174814836354926,15.968718218803406,275.0
114,-2.9802322387695314e-09,0.000147096849469186,0.058609885457015974,1.7905285745859145,47.50000000000001,330.06,1167360,166.0,-0.0006429038867281633,0.0,200,0.021100204734830187,15.968718206882476,275.0
115,-9.685754776000977e-09,8.378844449019596e-05,0.05741697285954421,1.7887158662080764,50.0,338.66,1177600,183.25,-0.00042055039702972865,0.0,200,0.021207899780711158,15.968718057870865,425.0
116,-1.9744038581848144e-08,6.222432248197407e-05,0.0516848066683747,1.7832529157400132,50.0,345.75,1187840,190.5,-0.0002684366404537286,0.0,200,0.02313697256904561,15.968718260526657,425.0
117,-1.1175870895385742e-09,9.224394585309881e-05,0.05451687681669366,1.7860792249441146,50.0,347.45,1198080,194.5,-0.00041362328702234665,0.0,200,0.021118862062576228,15.968718200922012,430.0000000000004
118,-8.940696716308593e-09,0.0001132309582924762,0.05776760736945187,1.7804594688117503,50.0,350.11,1208320,207.25,-0.0005672985749697546,0.0,200,0.02325676190375816,15.968718284368515,575.0
119,-2.570450305938721e-08,0.0001066710126963244,0.055500720490957424,1.7807125009596347,25.0,350.39,1218560,196.25,-0.0004786550728567818,0.0,200,0.019889046106254683,15.968718057870865,575.0
120,-2.3096799850463868e-08,0.0001956726311469481,0.0589632586349359,1.778425757586956,47.50000000000001,347.57,1228800,192.75,-0.0009517488957499154,0.0,200,0.02017596691439394,15.968718135356903,437.500000000001
121,-1.862645149230957e-09,8.20521651768047e-05,0.058972075535869015,1.7831073865294456,47.50000000000001,347.79,1239040,197.0,-0.0003893253193382407,0.0,200,0.026385214028414337,15.968718326091766,425.0
122,5.587935447692871e-09,9.183180177210203e-05,0.0546182389788122,1.7765044786036015,47.50000000000001,343.04,1249280,200.25,-0.00039936257526278495,0.0,200,0.023414635506924242,15.968718189001084,425.0
123,-1.601874828338623e-08,8.864028346682318e-05,0.05720073636094995,1.7698252253234386,50.0,336.64,1259520,209.5,-0.00039974210349100756,0.0,200,0.02187614963913802,15.968718016147614,480.00000000000045
124,-1.1548399925231934e-08,8.025803621869443e-05,0.05536133259541457,1.7770773753523827,50.0,330.27,1269760,183.0,-0.0003459744268184295,0.0,200,0.024784485291456805,15.968718230724335,302.5000000000002
125,4.097819328308106e-09,0.00012207505509209682,0.0574125950491823,1.7761409059166908,47.50000000000001,329.55,1280000,178.0,-0.0005882855744857807,0.0,200,0.021465534606250003,15.968718260526657,300.0
126,-2.6077032089233397e-09,0.00011236330960500141,0.057019202926913336,1.7814574033021926,25.0,339.03,1290240,192.5,-0.0004976690805051475,0.0,200,0.02154695461940719,15.968718075752259,450.0
127,-3.91155481338501e-08,7.950375663412501e-05,0.05617136395062365,1.7829161465168,25.0,340.24,1300480,189.0,-0.0003661210372229107,0.0,200,0.01969306838873308,15.968718105554581,452.50000000000017
128,-9.685754776000977e-09,9.275961971368928e-05,0.0574118474459389,1.7858325131237507,25.0,340.82,1310720,186.0,-0.00038481128176499625,0.0,200,0.021673243545228614,15.968718248605729,452.50000000000017
129,-1.0058283805847169e-08,0.00010709021044057465,0.05683184278493255,1.7881076596677303,25.0,334.56,1320960,164.25,-0.0005324349567672471,0.0,200,0.017961577206733637,15.968718069791795,352.5000000000002
130,2.0116567611694337e-08,8.605096964018344e-05,0.05422134270580239,1.7893206462264062,25.0,336.68,1331200,174.0,-0.00038197004469111564,0.0,200,0.01748330508999061,15.968718004226684,407.5000000000006
131,-6.332993507385254e-09,7.4318191464684e-05,0.053891694859284286,1.7886351190507412,25.0,333.12,1341440,159.0,-0.0003423059533815831,0.0,200,0.019997505593346433,15.968718045949936,375.0
132,-3.725290298461914e-09,8.249629479273324e-05,0.05295445238942452,1.7798063278198242,25.0,334.5,1351680,162.0,-0.0004486646657824167,0.0,200,0.01739403615210904,15.968717885017394,375.0
133,5.587935447692871e-09,0.00012628776267824547,0.05768034069119987,1.7804181471467018,25.0,330.01,1361920,153.25,-0.0006073113883758197,0.0,200,0.019860078080091624,15.968718016147614,302.5000000000002
134,-9.313225746154785e-09,0.00012640035487905267,0.05588018260805262,1.7817031256854534,25.0,334.26,1372160,164.0,-0.0006629819385125302,0.0,200,0.018845993615104816,15.968718045949936,305.00000000000045
135,-2.1979212760925294e-08,0.00013360912874897933,0.05725141022718409,1.7877724044024945,25.0,331.46,1382400,165.75,-0.0006328618179395562,0.0,200,0.018516688712406904,15.968718159198762,357.5000000000007
136,-7.078051567077636e-09,7.849336066101387e-05,0.05765027004721986,1.7800924584269524,25.0,331.19,1392640,165.75,-0.0003560842807928566,0.0,200,0.016706322313984855,15.968717944622039,432.5000000000006
137,-1.4901161193847657e-09,8.999238923017572e-05,0.055987634013409206,1.7797715865075587,25.0,330.91,1402880,157.75,-0.000439118944996153,0.0,200,0.019210264852154067,15.968718123435973,402.5000000000002
138,2.2351741790771484e-08,0.00010807260649610128,0.05959668923794505,1.7883786775171757,25.0,328.68,1413120,149.0,-0.00048189416756940775,0.0,200,0.018289435838232747,15.968718242645263,250.0
139,8.568167686462402e-09,0.00012880559425738626,0.055191379050291214,1.7851661793887614,25.0,325.46,1423360,145.25,-0.0006529665020934772,0.0,200,0.01810162065521581,15.968717908859253,275.0
140,-3.7252902984619143e-10,0.00013432808286246712,0.05780176083451177,1.785339418053627,25.0,318.83,1433600,144.25,-0.0006883110960188788,0.0,200,0.019225442851893603,15.968718135356903,275.0
