episode_length,epoch_idx,policy_entropy,PMM:episode_rewards,explained_variance,grad_norm,value_loss,P01:episode_rewards,approx_kl_divergence,advantage_norm,policy_loss,clip_fraction,frames,P09:episode_rewards,fps
334.35,22,1.6108158886432649,213.0,4.470348358154297e-09,0.05206339350043776,0.010496616807904502,50.0,0.0032493237578052002,15.968717575073242,-0.001865714936866425,0.2161376953125,225280,500.0,236
329.19,23,1.6197439715266229,186.25,-7.450580596923828e-09,0.05289574455350828,0.007149047402072029,25.0,0.004179438025266791,15.9687175989151,-0.001642969970816921,0.2794189453125,235520,475.0,237
326.18,24,1.6240932635962964,158.75,-1.5273690223693846e-08,0.0518213706708475,0.007038411987429072,25.0,0.004110993495120852,15.9687156021595,-0.0008222586671763566,0.232470703125,245760,402.5000000000002,238
320.3,25,1.5300256565213204,116.75,-1.3411045074462891e-08,0.05113240856600178,0.005548135040328361,0.0,0.0030186681254349423,15.968717354536057,-0.0007402184608508832,0.2136962890625,256000,250.0,238
317.29,26,1.5220455534756183,103.0,-1.4156103134155273e-08,0.0466421555034693,0.005579229894362925,0.0,0.004244617743415802,15.968716782331466,-0.0018389852681139018,0.2896728515625,266240,202.50000000000023,238
314.61,27,1.501002886891365,93.75,-2.1979212760925294e-08,0.04755247157916069,0.006076629292874713,0.0,0.003235554172664479,15.968717026710511,-0.0008864603321853792,0.2009765625,276480,152.50000000000023,239
315.38,28,1.540466296672821,103.0,3.7252902984619143e-10,0.04944879708489815,0.00710873502157483,0.0,0.002402662761113561,15.968716830015182,-0.0004511180643021362,0.1716064453125,286720,175.0,239
324.15,29,1.57320661470294,125.75,9.685754776000977e-09,0.04855635517541636,0.00657246444654902,0.0,0.0033142635674153096,15.968717056512833,-0.0016173750991583802,0.217626953125,296960,227.5000000000002,240
321.04,30,1.5671244144439698,120.75,2.6077032089233397e-09,0.050850490264155244,0.007656197337928461,0.0,0.0029502701330784476,15.968717408180236,-0.002150929136041668,0.2330078125,307200,225.0,240
324.28,31,1.5859443500638009,130.5,-2.2351741790771484e-09,0.046237214870233884,0.005155728826593986,25.0,0.004915532159134273,15.968717008829117,-0.0014190431567840279,0.2737548828125,317440,227.5000000000002,240
319.19,32,1.6294545136392116,110.0,1.4901161193847657e-09,0.04979078245825095,0.006911997217048338,0.0,0.004143811369704054,15.968717074394226,-0.0018222362628875998,0.2844482421875,327680,177.50000000000023,240
325.84,33,1.6080607451498508,124.5,-1.4901161193847657e-09,0.0498557859876181,0.008918485463709658,22.500000000000007,0.004215338212043207,15.96871721148491,-0.0015568340135359905,0.270654296875,337920,252.50000000000023,241
329.93,34,1.6006359852850438,136.0,1.30385160446167e-08,0.049350856569591144,0.00823854465961631,25.0,0.003722456758487169,15.968717151880265,-0.0016495205491082743,0.2467041015625,348160,277.5000000000002,241
328.87,35,1.5868582144379615,138.0,7.450580596923829e-10,0.047736813784534836,0.00662747926735392,25.0,0.003067763580349947,15.968717581033706,-0.0009165934316115454,0.2130859375,358400,300.0,241
320.4,36,1.583118387311697,129.25,-1.7881393432617187e-08,0.046211524542888155,0.005312757610087893,0.0,0.00432940847848613,15.968678849935532,-0.0017210041682119482,0.29189453125,368640,277.5000000000002,241
310.62,37,1.624411967396736,95.5,-1.4901161193847657e-09,0.048496037254201506,0.005143755840323649,0.0,0.004813698437988023,15.968696147203445,-0.0013922001235187054,0.2952880859375,378880,180.00000000000045,242
311.8,38,1.6396162390708924,103.0,-1.4901161193847657e-09,0.047852389171658176,0.005992570040763212,0.0,0.004425736874907216,15.968714010715484,-0.0018548929954704362,0.316845703125,389120,177.50000000000023,242
316.15,39,1.6671000234782696,103.25,-1.1175870895385742e-08,0.04932857919352294,0.007301207828948009,25.0,0.004283008502784469,15.968717533349992,-0.0015909858972008805,0.262939453125,399360,175.0,242
322.02,40,1.6966749601066113,118.5,1.1548399925231934e-08,0.0513160802917519,0.006861897686030715,25.0,0.0037874994754474754,15.96871775984764,-0.0015374567650724203,0.2670654296875,409600,202.50000000000023,242
320.01,41,1.7015407010912895,111.0,1.1548399925231934e-08,0.049553838675166814,0.0064066327639920925,25.0,0.003415872953800658,15.968717533349992,-0.0015022189603769221,0.263671875,419840,200.0,242
327.99,42,1.66903640255332,141.5,1.080334186553955e-08,0.05636889877689877,0.010741963865802973,25.0,0.003327585189117599,15.968717855215072,-0.0012411809100740356,0.2484130859375,430080,275.0,242
332.12,43,1.6434590503573419,166.25,1.564621925354004e-08,0.050616702999198473,0.009187533612839615,25.0,0.0029359442443137596,15.968717741966248,-0.0015611074668413494,0.219970703125,440320,405.00000000000045,242
333.34,44,1.6820510558784008,179.5,2.9802322387695314e-09,0.04953708084078102,0.006543661691194557,25.0,0.0038359107122914794,15.968716490268708,-0.0012511328975961078,0.2615966796875,450560,427.5000000000002,243
312.4,45,1.682828189432621,119.5,-3.7252902984619143e-10,0.04767399396508447,0.004232709639525112,25.0,0.0048980579595365725,15.968714493513108,-0.0016713389893993735,0.3371337890625,460800,302.5000000000002,243
303.68,46,1.6558997377753257,94.75,9.685754776000977e-09,0.048188477140023916,0.004849107250993257,0.0,0.0037576772004399572,15.968717002868653,-0.0013305593281984329,0.3007568359375,471040,225.0,243
304.6,47,1.625168090313673,78.0,1.1175870895385742e-09,0.05311206753580007,0.007170817807855201,0.0,0.0032210801532301047,15.96871771812439,-0.0012472215759771644,0.2398681640625,481280,150.0,243
326.44,48,1.6195911295711993,127.25,2.5331974029541015e-08,0.052259459471132176,0.010212954848248046,0.0,0.002399879569315999,15.968717795610427,-0.0008839481248287484,0.16640625,491520,252.50000000000023,243
340.15,49,1.6271055780351162,168.25,-6.7055225372314455e-09,0.050980895410188895,0.011154144231477403,50.0,0.0027300448047299143,15.9687175989151,-0.001265828698342375,0.197265625,501760,357.5000000000007,243
354.14,50,1.6508613340556622,204.5,-1.3411045074462891e-08,0.05439838353792794,0.010152768666557677,50.0,0.002543831339812641,15.96871766448021,-0.0010771312343422323,0.203125,512000,477.5000000000002,243
348.42,51,1.669836313277483,200.5,-2.2351741790771484e-08,0.055882045298635594,0.009585185235005155,47.50000000000001,0.0032332049947854102,15.968714612722398,-0.0010329124677809886,0.2572509765625,522240,475.0,243
339.93,52,1.6606767505407334,179.75,-4.097819328308106e-09,0.05443010269975943,0.010422428103811398,25.0,0.0034953666899355086,15.968717777729035,-0.001686214033543365,0.2648681640625,532480,402.5000000000002,244
343.91,53,1.651811284571886,213.75,-8.568167686462402e-09,0.05802187860051602,0.012631272414000704,50.0,0.0031992941058945233,15.968717813491821,-0.002105941173795145,0.2566650390625,542720,527.5000000000002,244
339.75,54,1.6361548595130444,217.25,-8.568167686462402e-09,0.05634087103311318,0.010512188855500426,50.0,0.0029327897287657833,15.968717557191848,-0.0012811268567020305,0.2294189453125,552960,550.0,244
344.49,55,1.6871080793440343,227.25,-3.3527612686157227e-09,0.05463437809720838,0.011714473320171236,72.50000000000001,0.003136731473796317,15.968717682361603,-0.0017427150003641145,0.2376708984375,563200,527.5000000000002,244
343.68,56,1.7248393140733242,215.25,-3.725290298461914e-09,0.054942529452256715,0.010108602740001516,72.50000000000001,0.0030873070819552595,15.968717646598815,-0.001158274134650128,0.21142578125,573440,430.0000000000004,244
336.2,57,1.715903990715742,178.0,-1.4156103134155273e-08,0.05354644077976247,0.008166335168971273,50.0,0.0029801858944892958,15.968717646598815,-0.0012317454675212502,0.22421875,583680,350.0,244
338.06,58,1.701513984054327,173.25,-5.215406417846679e-09,0.05415752039209558,0.009338236416442668,25.0,0.002354121168605161,15.96871754527092,-0.0008678979884280125,0.200537109375,593920,352.5000000000002,244
333.77,59,1.7598759204149246,152.75,-1.4528632164001465e-08,0.053532717074670166,0.009463570298390778,25.0,0.0037783127779221102,15.96871750354767,-0.0017061979837308173,0.2582275390625,604160,302.5000000000002,244
328.41,60,1.7694726303219794,146.0,4.097819328308106e-09,0.05207331836449086,0.005754453747510979,25.0,0.003685916059862393,15.968714720010757,-0.001014246016711695,0.27802734375,614400,280.00000000000045,244
322.55,61,1.7718534581363201,142.5,-1.4901161193847657e-09,0.05395273365001628,0.00875097246716905,25.0,0.0037847888651413087,15.968717634677887,-0.0022194471992406763,0.3144775390625,624640,280.00000000000045,244
321.17,62,1.7676320500671863,143.0,-8.195638656616212e-09,0.055698179324510155,0.009163052824078477,25.0,0.003006828287857388,15.968717658519745,-0.0015422317752381786,0.241748046875,634880,277.5000000000002,244
332.36,63,1.7519636400043965,181.25,-7.82310962677002e-09,0.0566326773646703,0.011576205839810427,47.50000000000001,0.0025079313246806124,15.968717819452285,-0.0011282872590527404,0.2199951171875,645120,345.0000000000017,244
332.38,64,1.7137371711432934,177.0,2.6077032089233397e-09,0.05396800831716109,0.007324209497767242,25.0,0.003168124897297275,15.968715184926987,-0.0013712269188545178,0.2552978515625,655360,302.5000000000002,244
318.87,65,1.682840284705162,141.0,-1.6391277313232423e-08,0.04892522922424815,0.004615175428951091,22.500000000000007,0.003761114456995074,15.968711453676224,-0.0014013087358762278,0.2904541015625,665600,277.5000000000002,244
303.35,66,1.6322515562176705,84.5,-1.825392246246338e-08,0.048880970552525896,0.005374480416253391,0.0,0.0030618774209870024,15.96871725320816,-0.0014768531160370912,0.25283203125,675840,175.0,245
305.44,67,1.6736236214637756,82.5,2.9802322387695314e-09,0.0492279842833495,0.006458356955022282,0.0,0.0030833691781197103,15.968716436624527,-0.0013289729424286634,0.2328857421875,686080,175.0,245
308.87,68,1.709695029258728,93.25,-1.1548399925231934e-08,0.05132226364273279,0.005987317151061688,0.0,0.0039218093402951125,15.96871452331543,-0.0016234499402344228,0.2605712890625,696320,200.0,245
306.39,69,1.7042451053857803,90.75,1.3411045074462891e-08,0.050453216365713316,0.00495121071817266,0.0,0.0033815643665207062,15.968716126680373,-0.0013746897326200268,0.263427734375,706560,200.0,245
297.64,70,1.6400345586240292,73.0,-1.1548399925231934e-08,0.047236687617845025,0.003262598690054119,0.0,0.004169026771648987,15.968712550401687,-0.0005594536458374932,0.29169921875,716800,150.0,245
297.99,71,1.655121573060751,66.75,2.9802322387695314e-09,0.05038935008306226,0.005696017327244363,0.0,0.0033310661641962726,15.968715643882751,-0.001295707406825386,0.23876953125,727040,150.0,245
298.96,72,1.6267652742564678,66.75,-8.195638656616212e-09,0.051709911284566035,0.0059099269081343666,0.0,0.0035492968842618213,15.968717437982558,-0.001620033196741133,0.2955078125,737280,150.0,245
308.34,73,1.6504769541323185,101.5,5.960464477539063e-09,0.050273330546508364,0.009162616668618284,0.0,0.0031361904823370423,15.968717700242996,-0.0011827980713860597,0.2146728515625,747520,227.5000000000002,245
318.16,74,1.67024030610919,132.25,1.0430812835693359e-08,0.055453179636847684,0.010719590344524476,25.0,0.002983313953120614,15.968717682361603,-0.00169869503188238,0.2351318359375,757760,250.0,245
326.02,75,1.6077798500657081,166.5,-5.587935447692871e-09,0.0540649569866158,0.009214586059897556,50.0,0.0026658925479779326,15.968717873096466,-0.0014993502383731539,0.2121826171875,768000,275.0,245
332.25,76,1.522138950228691,187.5,-1.3783574104309083e-08,0.05273164496232373,0.011918866680207429,50.0,0.002690363599799639,15.968717896938324,-0.001135916222119704,0.2129638671875,778240,277.5000000000002,245
329.43,77,1.520125226676464,170.75,-2.2351741790771484e-09,0.04882171660440683,0.008293403259449406,50.0,0.0032900208783189556,15.968717473745347,-0.00129929873655783,0.22265625,788480,275.0,245
326.05,78,1.5779842130839825,153.75,8.195638656616212e-09,0.04819967484291498,0.007952709626988509,50.0,0.00286850091516726,15.968717563152314,-0.0009335004571767059,0.1873291015625,798720,275.0,245
318.55,79,1.6116438813507556,121.25,-1.5273690223693846e-08,0.052346959399690265,0.006534124265454011,25.0,0.0035204453022060988,15.968717604875565,-0.0016579746716161026,0.2993408203125,808960,225.0,245
314.89,80,1.5294954657554627,118.75,-9.685754776000977e-09,0.04983364025811456,0.008193392165276236,25.0,0.002971625949447798,15.968717366456985,-0.0011383873970771674,0.217919921875,819200,227.5000000000002,245
318.54,81,1.586762261390686,122.75,1.9744038581848144e-08,0.04979852114463176,0.007942293887663255,25.0,0.0026733474434081474,15.968717765808105,-0.0007023451384156942,0.1927490234375,829440,250.0,245
318.94,82,1.607172866165638,130.25,-2.3469328880310058e-08,0.05448855737228294,0.007361790471713902,25.0,0.003091810652381355,15.968715542554856,-0.0007663870812393725,0.261083984375,839680,250.0,245
317.42,83,1.5216482333838939,124.5,5.587935447692871e-09,0.04845292550345727,0.007364457105302336,25.0,0.00275307401432201,15.968717294931412,-0.0010829309310793178,0.2288818359375,849920,250.0,245
317.53,84,1.534764713793993,124.5,-7.450580596923829e-10,0.046864133068053204,0.007716573416689698,25.0,0.0026471698388277785,15.96871652007103,-0.001444775655545527,0.2050537109375,860160,252.50000000000023,245
312.8,85,1.4895849123597145,110.75,-4.470348358154297e-09,0.044424262590300925,0.005285244107199105,25.0,0.0031647030398289644,15.968717116117478,-0.0012218866744660773,0.22841796875,870400,225.0,245
305.39,86,1.5454507388174534,96.25,-1.1175870895385742e-08,0.04487665884923549,0.004815850719074177,22.500000000000007,0.0038044392838969543,15.968713772296905,-0.00104013652598951,0.2651123046875,880640,175.0,245
298.49,87,1.4928763896226882,75.5,1.3411045074462891e-08,0.03903150743455941,0.004257167008772456,0.0,0.0032739587382366155,15.968703812360763,-0.0013768470147624613,0.228369140625,890880,175.0,244
299.86,88,1.4799736581742764,66.5,6.332993507385254e-09,0.03844585044110656,0.00412517988815182,0.0,0.0033401686182685355,15.968709218502045,-0.001508097193800495,0.2317138671875,901120,175.0,244
294.8,89,1.499659065157175,49.25,-5.587935447692871e-09,0.04179195152970603,0.0026286693930968495,0.0,0.003909856443567605,15.968668603897095,-0.0014474992278337595,0.29189453125,911360,100.0,244
293.63,90,1.6177914530038833,43.75,-3.7252902984619143e-10,0.048228748409622546,0.003173808726727856,0.0,0.004066240081141359,15.968592035770417,-0.00130275172778056,0.3481689453125,921600,100.0,244
295.55,91,1.6294914565980434,44.25,1.0058283805847169e-08,0.04794666956564596,0.0036912791843098703,0.0,0.004054703946417248,15.968684649467468,-0.0009561926402966492,0.2913330078125,931840,100.0,244
297.45,92,1.6314693614840508,50.25,-5.215406417846679e-09,0.047218984686959266,0.0029364365566355135,0.0,0.003100205283419655,15.96869735121727,-0.0006878053187392652,0.2494873046875,942080,100.0,244
297.72,93,1.710507732629776,61.75,-1.080334186553955e-08,0.04703164178523908,0.0051848446883106195,0.0,0.0042133500320233,15.968715435266494,-0.0016162576583155896,0.2709716796875,952320,125.0,245
305.56,94,1.7082530006766319,78.0,7.078051567077636e-09,0.05315362283029144,0.007522972291553742,0.0,0.0029506813941225117,15.96871758699417,-0.0009097426445805468,0.24501953125,962560,152.50000000000023,245
314.63,95,1.6752066262066365,109.75,3.3527612686157227e-09,0.05203126632824606,0.007346221190528013,22.500000000000007,0.0030916428595560317,15.96871754527092,-0.0016706283156963763,0.28369140625,972800,202.50000000000023,245
316.4,96,1.6626118890941144,112.5,-7.450580596923828e-09,0.049386970767526336,0.004538167251642111,25.0,0.004092486175468935,15.968681806325913,-0.001427233937647543,0.33056640625,983040,225.0,245
309.75,97,1.655313104391098,99.25,2.1979212760925294e-08,0.05142921068106064,0.00433621054072546,0.0,0.003652457582518309,15.968711447715759,-0.0010118339399923571,0.3102294921875,993280,225.0,245
305.99,98,1.6931816995143891,83.5,-4.097819328308106e-09,0.04909538469700804,0.006296187805776299,0.0,0.003273796700545972,15.968716233968735,-0.0014949307740607764,0.28232421875,1003520,177.50000000000023,245
311.13,99,1.685419572889805,100.5,-1.2293457984924316e-08,0.05214529171295126,0.00642498347824585,25.0,0.0033104920896903423,15.968717485666275,-0.0009748099568241741,0.279248046875,1013760,252.50000000000023,245
321.14,100,1.714284748584032,129.25,-2.2351741790771484e-09,0.05339724528271177,0.00888635681121741,25.0,0.003084085996277963,15.968717730045318,-0.0007202530308859423,0.2642333984375,1024000,302.5000000000002,245
331.71,101,1.7570651546120644,149.25,1.2665987014770507e-08,0.056003037685736154,0.01026722910191893,25.0,0.002793873676569092,15.968717658519745,-0.0011976379504631041,0.237451171875,1034240,327.5000000000002,245
342.39,102,1.7281778462231159,171.5,-7.078051567077636e-09,0.0572267879446479,0.01003817271994194,25.0,0.002621761813787771,15.968717831373215,-0.0010317365147784585,0.2097900390625,1044480,357.5000000000007,245
345.35,103,1.7221795365214347,181.75,5.960464477539063e-09,0.052762583368006225,0.009436070489027771,50.0,0.0031224499628478954,15.968717819452285,-0.0013113976616295985,0.2556640625,1054720,425.0,245
351.86,104,1.7197653472423553,188.5,6.7055225372314455e-09,0.05378348300298942,0.009876346746750642,50.0,0.002424447379985395,15.968717700242996,-0.0010183759386563906,0.210595703125,1064960,425.0,245
345.33,105,1.7576049827039242,177.5,-4.470348358154297e-09,0.05575984608940147,0.01004812902529011,47.50000000000001,0.003060732651147191,15.968717563152314,-0.0014155042175843847,0.25185546875,1075200,375.0,245
344.82,106,1.7605334885418416,176.0,8.940696716308593e-09,0.05406781606168648,0.010065359145846742,50.0,0.0027835644606284404,15.968717443943024,-0.0015364158643933479,0.243017578125,1085440,350.0,245
342.76,107,1.733236087858677,171.75,1.0430812835693359e-08,0.0535409376005845,0.009289507496214355,25.0,0.0033764201499820955,15.96871783733368,-0.002168639182309562,0.2875,1095680,352.5000000000002,245
339.93,108,1.701503236591816,164.5,-9.313225746154785e-09,0.05131679174831331,0.006532758213870693,25.0,0.0032742874219252372,15.968716764450074,-0.0010662081804184709,0.2869140625,1105920,375.0,245
331.99,109,1.6708849377930164,137.75,-7.450580596923829e-10,0.04997489869295536,0.006874333325544058,0.0,0.003102925564735415,15.968712800741196,-0.0017962192701816092,0.2528564453125,1116160,302.5000000000002,245
329.57,110,1.6212231613695622,135.0,-4.8428773880004884e-09,0.0518224062258119,0.008155332299429574,0.0,0.0027425409361057974,15.96871766448021,-0.00141839212137711,0.21953125,1126400,302.5000000000002,245
324.27,111,1.6043432176113128,129.75,-3.3527612686157227e-09,0.04895983811127026,0.006370253369732381,25.0,0.002977141747646783,15.968717700242996,-0.0011610205707256681,0.2343017578125,1136640,227.5000000000002,245
316.95,112,1.5508246712386609,108.25,3.7252902984619143e-10,0.04469751823307586,0.004213642708475618,0.0,0.0031022366856063854,15.968713647127151,-0.0006742358658812009,0.23818359375,1146880,202.50000000000023,245
313.53,113,1.6205558761954308,93.75,-1.080334186553955e-08,0.052077999922139316,0.007218897215625475,0.0,0.003318369437874935,15.968717139959335,-0.0016271371210677898,0.289453125,1157120,177.50000000000023,245
313.34,114,1.5599259629845619,88.25,1.9371509552001954e-08,0.05172688520391382,0.006928219777344679,0.0,0.0026712526768505997,15.96871080994606,-0.0012639488391869235,0.22783203125,1167360,175.0,245
319.5,115,1.547052116692066,105.75,1.564621925354004e-08,0.04989411345370423,0.006772233761967073,0.0,0.0025568304046487355,15.968717539310456,-0.001423100784813869,0.2373046875,1177600,225.0,245
317.6,116,1.5339428432285787,104.25,-1.0058283805847169e-08,0.04993261911783975,0.006058382347322322,0.0,0.0031438804419508413,15.968717056512833,-0.0010002110509958583,0.2219970703125,1187840,200.0,245
317.27,117,1.614915383607149,117.75,2.6077032089233397e-09,0.0550038232255904,0.011168408422417998,22.500000000000007,0.002948010033856008,15.968717533349992,-0.0014478772693109932,0.2500732421875,1198080,227.5000000000002,245
325.17,118,1.6444307066500188,153.75,-2.9802322387695314e-09,0.05590512089958399,0.011452877684496343,25.0,0.0024979743767062244,15.968717843294144,-0.0009805649853660725,0.21884765625,1208320,275.0,245
326.81,119,1.630618466436863,170.0,1.2665987014770507e-08,0.05719334235257245,0.011104606355002034,25.0,0.0022612887566083374,15.96871783733368,-0.0009239016399078537,0.189990234375,1218560,275.0,245
335.91,120,1.5804176717996596,180.5,2.2351741790771484e-09,0.051501951833251916,0.006745272028483384,25.0,0.003286108627111162,15.968715488910675,-0.0019571327480662148,0.29482421875,1228800,300.0,245
327.09,121,1.5669123642146587,147.25,-5.587935447692871e-09,0.049208009293625336,0.0066258776566144205,25.0,0.0034821943972758616,15.968717330694199,-0.0017688290499791037,0.27939453125,1239040,277.5000000000002,245
320.56,122,1.5665383458137512,111.0,-7.078051567077636e-09,0.04895113247650729,0.0057411769324971825,0.0,0.0032093933535406903,15.96871674656868,-0.0006880348941194825,0.231787109375,1249280,202.50000000000023,245
311.68,123,1.5947260089218616,94.5,1.2293457984924316e-08,0.049962139799330715,0.00693715582601726,0.0,0.0025050932020121764,15.968717670440673,-0.0010942244629404741,0.199755859375,1259520,177.50000000000023,245
315.97,124,1.5803061515092849,98.0,7.078051567077636e-09,0.051410672666273784,0.00703738634038018,0.0,0.0031342685559820893,15.968717551231384,-0.0017914832998940256,0.2776123046875,1269760,225.0,245
320.76,125,1.5862510628998279,107.5,1.1175870895385742e-08,0.050907500325196975,0.005813455197858275,25.0,0.0026395250562728733,15.968716847896577,-0.0009169840814138297,0.2494140625,1280000,225.0,245
314.77,126,1.5991834327578545,92.75,-9.313225746154785e-09,0.050113301528154616,0.004916181403163478,0.0,0.0030284423201464962,15.968713104724884,-0.0012808960636903066,0.265380859375,1290240,200.0,245
310.96,127,1.6401059545576573,92.25,1.6391277313232423e-08,0.0497668818428914,0.006800194991228636,0.0,0.0029257206093234343,15.96871754527092,-0.0011878152865392622,0.2512451171875,1300480,200.0,245
314.98,128,1.6791278891265393,101.25,-1.3411045074462891e-08,0.0539836790823162,0.008037179715983455,0.0,0.0024340223576018614,15.96867557168007,-0.0005677855020621792,0.2055908203125,1310720,202.50000000000023,245
322.96,129,1.722750409692526,130.0,0.0,0.05204825563388567,0.008590510573321808,22.500000000000007,0.0030209008316774088,15.968717807531357,-0.0011397172725992276,0.2560791015625,1320960,277.5000000000002,245
330.54,130,1.7217966258525848,152.5,-1.7508864402770997e-08,0.051657255810454626,0.00970541428650904,25.0,0.0023406996527285174,15.968717968463897,-0.0010211978424194967,0.20322265625,1331200,302.5000000000002,245
335.61,131,1.6900768831372261,163.25,-6.332993507385254e-09,0.056885175690366704,0.00867008421355422,25.0,0.0038372398549199717,15.968717724084854,-0.0015474778578209226,0.3154541015625,1341440,302.5000000000002,245
341.88,132,1.681665962934494,167.0,-1.7136335372924803e-08,0.05545769827386493,0.010672658190014773,25.0,0.0030719167817437666,15.968717938661575,-0.0013882303737773327,0.240869140625,1351680,302.5000000000002,245
346.85,133,1.7009436756372451,182.25,-2.0116567611694337e-08,0.05727934025940068,0.01082885791802255,25.0,0.002401113724363313,15.968717640638351,-0.0014634240935265553,0.2185302734375,1361920,377.5000000000002,245
352.0,134,1.7172847993671894,217.75,-8.940696716308593e-09,0.05887632889591284,0.01349945140100317,50.0,0.002137008897432224,15.96871789097786,-0.0005816182445414597,0.1957763671875,1372160,500.0,245
357.66,135,1.6687391564249991,256.75,1.1548399925231934e-08,0.05400434704133898,0.013969219256250654,75.0,0.0025846465746738544,15.968717885017394,-0.0015002714717411436,0.2198974609375,1382400,575.0,245
357.34,136,1.612810307741165,261.5,-5.587935447692871e-09,0.054402182968928806,0.013199048610113095,100.0,0.002393560370774139,15.968717747926712,-0.0011825656343717127,0.229345703125,1392640,575.0,245
350.3,137,1.5805197678506375,249.5,-1.601874828338623e-08,0.05395639935621406,0.011937010178735363,100.0,0.0021775207162363585,15.96871758699417,-0.0010663150816981215,0.199951171875,1402880,530.0000000000005,245
