frames,epoch_idx,policy_loss,avg_q_selected,fps,policy_entropy,P09:episode_rewards,PMM:episode_rewards,advantage_norm,q_loss,explained_variance,policy_gradient_loss,rollout_prob_std,model_prob_std,episode_length,grad_norm,policy_gradient_bias_correction,P01:episode_rewards,avg_q_retraced
259200,36,3.5752171291512478e-06,-1.6741803139369298e-05,375,2.1965128552030637,0.0,0.0,0.02614484485761582,4.666221750109868e-05,-14.850086319574286,7.596073861330011e-07,0.010123673045943693,0.0041786103756733676,3324.5,0.0008369188236007204,2.815609781775054e-06,0.0,-1.8479090496629566e-05
266400,37,-2.8583653349932718e-06,0.00017712553594048498,373,2.1963747893628622,0.0,0.0,0.004906588222111746,3.5556672568034854e-07,-4.598625796371036,-4.7633093794883865e-06,0.008245789352360937,0.004564555485285671,3324.5,0.00017791747969860973,1.9049440411578187e-06,0.0,0.00018601316795047027
273600,38,-4.727955900547285e-06,0.00023168173015504194,372,2.1963857130209603,0.0,0.0,0.003962055918814185,2.581662603147219e-07,-5.1349181003608395,-5.064217971325419e-06,0.006790734641327863,0.004534693396676126,3324.5,0.00014464180054577725,3.3626210605644044e-07,0.0,0.00022907230673144878
280800,39,-3.2573626667916266e-06,0.00023928870040046082,371,2.19634837933003,0.0,0.0,0.004916676221785434,3.476592671387945e-07,-4.081221804079555,-4.638455018144734e-06,0.009621091437551917,0.004636140802786464,3324.535714285714,0.00017544713556572742,1.3810923474919274e-06,0.0,0.00024044167044802095
288000,40,-5.4926550416433245e-05,0.0002563583433240704,371,2.1959796087704007,0.0,0.0,0.009020991736176676,1.1868249725646678e-05,-14.782232346113712,-5.596852960802752e-05,0.008579441579613125,0.0054061028614477615,3324.535714285714,0.0003529961295947744,1.0419806084225431e-06,0.0,0.00023563162335304492
295200,41,-2.618505658022384e-06,0.00016517497378680716,370,2.195381405028717,0.0,0.0,0.0037937949000775846,2.4924078389529965e-07,-6.273395074629595,-2.8629206956847782e-06,0.008477957429747445,0.006688017543256233,3324.535714285714,0.00015891258431577273,2.4441509326642855e-07,0.0,0.00016454969745571062
302400,42,-7.02568536012081e-06,0.00035029660113106837,369,2.1953901579613406,0.0,0.0,0.0040025594238627315,2.4164781982198515e-07,-2.9850294619065423,-6.876781095108885e-06,0.00728663977792378,0.00666399262472248,3324.535714285714,0.00013843275300515703,-1.489042554210235e-07,0.0,0.0003465629670049073
309600,43,-5.894717028349121e-06,0.0002645737066828472,369,2.195400548955751,0.0,0.0,0.0044456212723623986,2.80131011057468e-07,-3.4822605139750338,-5.57405833651129e-06,0.008377997585228598,0.006642953296550475,3324.535714285714,0.00015551444436257762,-3.206587082294461e-07,0.0,0.00025705876860633396
316800,44,-2.3343162981931433e-06,0.00018843443147394063,369,2.1953698701157345,0.0,0.0,0.004752307412728807,3.2157561218256e-07,-4.63478465858519,-2.7300206535570724e-06,0.008610632713537647,0.006699724795810002,3324.535714285714,0.00016352469466197637,3.9570433312809126e-07,0.0,0.00017565453090311224
324000,45,-0.00010094459622594501,0.00016887971182602505,368,2.194507979466801,0.0,0.0,0.015033496286708949,2.347835345945449e-05,-19.132867778553848,-0.00010196479729706599,0.008242412594402032,0.008024673194528395,3324.40625,0.0004159940173633107,1.020200711006235e-06,0.0,0.0001318846119104617
331200,46,6.041818051242608e-05,0.00027313525230268274,367,2.1936982630800315,0.0,0.0,0.010213452556502215,1.4192934730588001e-05,-9.236084759184134,5.378724840863627e-05,0.010223390778585797,0.009188125968809737,3324.40625,0.0003716516798802539,6.6309298672866295e-06,0.0,0.0003025617593129816
338400,47,-1.0654488306519694e-05,0.0005256076783096808,367,2.1928973255081785,0.0,0.0,0.0038937252809733364,2.443406623537078e-07,-3.5626666707060637,-1.1339076322307679e-05,0.010352950188615878,0.010258896679225716,3324.40625,0.00015425336635008384,6.84588000678802e-07,0.0,0.0005193068426634122
345600,48,-1.1453678260012103e-05,0.0005088880674307205,366,2.193038363784709,0.0,0.0,0.004595198334347477,3.0599699361390726e-07,-2.889510447332468,-1.0520223219918118e-05,0.01261844567235106,0.010073590908845069,3324.40625,0.0001636168090595764,-9.334550165337151e-07,0.0,0.0004986726827852305
352800,49,-5.6898080344000124e-06,0.00041857897122681795,366,2.193292300373158,0.0,0.0,0.0038581771893419384,2.2331301492952655e-07,-3.5346187711463717,-7.483421264454317e-06,0.008577866516804086,0.009745585518093318,3324.40625,0.00014255417561072974,1.7936132287415172e-06,0.0,0.0004206194267843636
360000,50,-6.581220336227395e-06,0.00031488710808952466,365,2.1933284585059636,0.0,0.0,0.004620063491618364,2.929235326775367e-07,-2.944792368440401,-6.989164527223658e-06,0.009413591926281769,0.009697277173695585,3324.67,0.00016027717140834619,4.0794419827002174e-07,0.0,0.0003080916005063998
367200,51,-5.538387440202948e-06,0.00023981814306956971,364,2.1931939485274925,0.0,0.0,0.003521436099217103,1.8818778633548983e-07,-4.179097370052779,-5.691014176182581e-06,0.008941587820610958,0.009862150846285717,3324.67,0.00012601475426128207,1.5262675117679002e-07,0.0,0.00023709402599580344
374400,52,1.307434815031691e-06,-7.261038534256695e-05,364,2.1932404864307435,0.0,0.0,0.003421981982278845,1.7559695341953653e-07,-4.148692147131004,1.599480755801089e-06,0.009219944622009136,0.009797713100459305,3324.67,0.00012036248681468878,-2.920459419946613e-07,0.0,-7.67324400245733e-05
381600,53,-2.324378864061926e-06,8.910282927001304e-05,364,2.193176252879794,0.0,0.0,0.00356658778138577,1.855080106544491e-07,-3.0406776735328496,-2.563495834058655e-06,0.00875351174010171,0.009875260902280431,3324.67,0.0001295356930407834,2.3911696557501196e-07,0.0,7.975114415736634e-05
388800,54,1.3572549592356216e-07,-4.434607726352173e-05,363,2.1933694396069443,0.0,0.0,0.003807417394381008,2.0697288782624067e-07,-3.2864345761589586,1.6118724487237986e-07,0.00933540926655513,0.009627208786932798,3324.67,0.00013165909817797528,-2.5461736518360935e-08,0.0,-4.1784511635636356e-05
396000,55,6.864966495394434e-07,-2.8085967255494307e-05,363,2.193391130443603,0.0,0.0,0.003723028557424042,2.078722664666329e-07,-4.203137441339001,3.546601850043122e-07,0.008453575692733346,0.009595131060335214,3324.67,0.00012316166552502959,3.3183645961269605e-07,0.0,-2.952037136115344e-05
403200,56,-4.5063477779369174e-05,0.0001968142798249039,362,2.191934659774341,0.0,0.0,0.008519657333792624,1.0185588121303722e-05,-4.513878857802463,-4.61877004049348e-05,0.01032854781018585,0.011205813508608907,3324.82,0.0002512937484840508,1.1242240611702302e-06,0.0,0.0001898931711776934
410400,57,-9.951947832875415e-07,3.4949283979657473e-06,362,2.1917982459595824,0.0,0.0,0.0031529790419112568,1.478244285573575e-07,-3.113085564751216,-7.406012143591208e-07,0.009289063916202524,0.011352804869579349,3324.82,0.00010519753673661883,-2.545935868202474e-07,0.0,-1.3460538177348612e-06
417600,58,7.011319963401959e-07,-3.479995429471735e-05,361,2.1918916523835015,0.0,0.0,0.0031280419172253454,1.3662589316082528e-07,-2.9259554068342086,1.0783762272757888e-06,0.009931128217251086,0.011247905569542789,3324.82,0.00010415376877888473,-3.7724424764617656e-07,0.0,-3.0693478228968496e-05
424800,59,-1.6932173189892249e-06,7.491066652582795e-05,361,2.1920376286336354,0.0,0.0,0.0038064812200600357,2.1277276885497214e-07,-3.011579886854641,-2.0922914920657517e-06,0.012374629270311239,0.011087997630645063,3324.82,0.0001228906505155854,3.9907420351454217e-07,0.0,7.169832692980662e-05
432000,60,-2.0837166120788738e-06,9.333053585982674e-05,361,2.1919337049836205,0.0,0.0,0.0032930763738944994,1.654791258242489e-07,-3.6435555695911876,-2.557223654388951e-06,0.009500080484739213,0.011199494165691137,3324.82,0.00011380954697099818,4.735070486059003e-07,0.0,9.666941385878918e-05
439200,61,-1.1593852466123482e-06,5.744863012092349e-06,361,2.1921906781007374,0.0,0.0,0.004103423474358381,2.650008734053677e-07,-3.8704524490473764,-1.1011601733965575e-06,0.00974793712312858,0.010920911361093797,3324.83,0.00013621908889032309,-5.822502896106717e-08,0.0,4.0151640093917835e-06
446400,62,-1.4803553538678174e-07,1.1239398401070377e-05,361,2.1921837363861223,0.0,0.0,0.0027100192116747152,1.1261773806106998e-07,-3.2806009938634886,-1.6136925526390017e-07,0.009184700035854742,0.010925893152031614,3324.83,9.193127091926949e-05,1.333371384394325e-08,0.0,1.6574326862410325e-05
453600,63,1.2158311285003628e-06,-0.00011858333062783847,361,2.1921713403198453,0.0,0.0,0.0028319149997546376,1.152889601918264e-07,-3.8416516686242725,1.4415574528384024e-06,0.009617160392282088,0.01094016548759851,3324.83,9.535458883541304e-05,-2.25726313722052e-07,0.0,-0.0001158765369286532
460800,64,9.283495784649807e-07,2.9436992264849656e-05,360,2.1921930939526786,0.0,0.0,0.0029512419831723767,1.2539646856266207e-07,-3.0032450639965043,4.1619436552696786e-07,0.01000281265642982,0.010915462224234252,3324.83,9.283886957098014e-05,5.121551978850012e-07,0.0,3.1649932982382155e-05
468000,65,-1.6371477158240995e-06,6.736461582632396e-05,360,2.192076952334434,0.0,0.0,0.003440073403506263,1.783746281185348e-07,-3.7859366523178792,-1.948548269926473e-06,0.00985006086907113,0.011042916731694568,3324.83,0.00011495289445571028,3.1140056218902596e-07,0.0,6.452399252490675e-05
475200,66,3.218879309906967e-07,3.0998998804317943e-05,360,2.1920784012161234,0.0,0.0,0.0031389891409047844,1.4688573257379753e-07,-3.9367166571965617,-3.0125875413853877e-07,0.011469476031879871,0.011044062883975032,3324.83,0.00010601666696121036,6.231467231842973e-07,0.0,3.059436444729688e-05
482400,67,-3.608595872155572e-05,0.0001680392391339381,359,2.191059441717844,0.0,0.0,0.007624004516976476,8.938318998177001e-06,-14.495515220978904,-3.765667778370038e-05,0.010407650983681727,0.012030372503841858,3324.94,0.00028230519864213936,1.5707184554798859e-06,0.0,0.00016314831654559573
489600,68,-5.637980968953928e-06,0.0002166401446157776,359,2.18984435078959,0.0,0.0,0.0030258012623392188,1.4208065798243367e-07,-5.75190255055825,-5.984722640588434e-06,0.010000812077122402,0.013196742126814253,3324.94,0.00011749757727751776,3.4674171031702585e-07,0.0,0.00021727441282959133
496800,69,-1.6562305224939245e-06,0.00013302041932556003,359,2.1898962359169807,0.0,0.0,0.002843815849247948,1.2473270089091217e-07,-3.6969950536051126,-2.2745684751461148e-06,0.010058712088361276,0.013137984691623836,3324.94,0.000104828484837492,6.183379709258737e-07,0.0,0.00013449826693628833
504000,70,-6.127802623789149e-06,0.00025385520032576893,359,2.190170358668846,0.0,0.0,0.003355416236119272,1.6064008793352386e-07,-2.2065800598432177,-6.235927805786912e-06,0.011286696458375147,0.012871363428536668,3324.94,0.00010813285241641027,1.0812517149633376e-07,0.0,0.00025130478743640454
511200,71,-2.463461072881546e-06,0.00018045418774553467,358,2.1901132998321993,0.0,0.0,0.0032154252924754385,1.4850378182784383e-07,-3.4115267005861667,-2.7963419381165197e-06,0.01015270246771698,0.012926126202923872,3324.94,0.00011003696756915514,3.328808870751656e-07,0.0,0.00017738988460615232
518400,72,-1.6584148226914735e-06,0.00013219763836674707,358,2.190223295678308,0.0,0.0,0.003779890278317246,2.0507785881873182e-07,-3.505916802162388,-1.6703241908183956e-06,0.010768076454151171,0.012826310393215478,3324.94,0.00011931598182396861,1.1909362433343812e-08,0.0,0.00012751165537521866
525600,73,-4.6829601250314516e-07,-1.6683791255755998e-05,358,2.190567081599008,0.0,0.0,0.002566105937291887,1.0292726024497945e-07,-4.238273574761928,-3.7638713953710417e-07,0.011687953857250421,0.012500871622617106,3324.98,8.44891176573064e-05,-9.19088780326055e-08,0.0,-1.965629063342642e-05
532800,74,4.126758435529294e-06,-0.00021251021682100859,358,2.1904432763277537,0.0,0.0,0.002562341789850348,1.0059693100475255e-07,-4.2057168149806206,4.124789046579104e-06,0.010548884095679526,0.012620270789327424,3324.98,8.866311893280728e-05,1.969398781267517e-09,0.0,-0.00021235699414741505
540000,75,1.8544979583177945e-06,-5.4442163870683704e-05,358,2.190515850820239,0.0,0.0,0.0025438765790761586,8.988537780050546e-08,-2.837779380128024,1.6766496822457933e-06,0.010122810037610758,0.012554899601243613,3324.98,8.254805860110594e-05,1.7784828623389007e-07,0.0,-5.344389129055751e-05
547200,76,2.1712667650865337e-07,-5.5656740296555276e-05,358,2.1906357066309643,0.0,0.0,0.0031063032224136846,1.3678537579928194e-07,-3.5605108726235355,2.2888797583983673e-07,0.011528063364210037,0.012443642649728357,3324.98,9.929898464961709e-05,-1.1761317237686974e-08,0.0,-5.356139694738435e-05
554400,77,1.996713286209033e-06,-3.4591980998718844e-05,357,2.1904985371216266,0.0,0.0,0.0026539118686046024,1.0614335192657788e-07,-3.287017836916857,1.5950663429287842e-06,0.010810692918255295,0.012577044846854669,3324.98,8.910134949642732e-05,4.0164695934159296e-07,0.0,-3.298115851589861e-05
561600,78,-6.518954380024996e-05,6.455536249852288e-05,357,2.1895225783851413,0.0,0.0,0.011474737665058847,1.758657978288546e-05,-21.65943972487771,-6.703258753827101e-05,0.011827013368112227,0.01341552005618781,3324.91,0.0003804946128275914,1.8430440803909743e-06,0.0,3.370468953564327e-05
568800,79,-3.7169254467686287e-06,0.00010662183336449518,357,2.188056291549925,0.0,0.0,0.0029984002687071173,1.341945863210536e-07,-4.990439478892183,-3.7530829638308926e-06,0.011592331573344945,0.014646204829785146,3324.91,0.00010631574231111714,3.6157561458849025e-08,0.0,0.00010327368506342816
576000,80,2.5439972313728947e-06,-9.166824107638596e-05,357,2.1880800645786618,0.0,0.0,0.0026966377594512853,1.1432187523533669e-07,-4.423012147614407,1.7036281921353716e-06,0.011215158039556137,0.01462344627047608,3324.91,9.897623521017605e-05,8.403690248747612e-07,0.0,-9.115968833720258e-05
583200,81,-9.318442331872294e-07,3.6576248068332156e-05,356,2.1882441532990295,0.0,0.0,0.0030301641453447997,1.3554456309579738e-07,-2.549143463352079,-6.98636788728568e-07,0.010950628818807071,0.014478205551338746,3324.91,9.860859462973818e-05,-2.332074663263565e-07,0.0,3.548323548938185e-05
590400,82,-2.5380595423361005e-07,3.733487416940396e-05,356,2.188239782058373,0.0,0.0,0.002893040391806545,1.1946028779545073e-07,-3.4341134410710255,-5.248521847086263e-07,0.01105761259356292,0.014473451878579839,3324.91,9.527025059742304e-05,2.7104621116093023e-07,0.0,4.288267530813618e-05
597600,83,-1.190483200922451e-06,4.269289816238537e-05,356,2.188364035515558,0.0,0.0,0.0031236141690523635,1.394280119327387e-07,-2.8359485835262705,-1.2152646627888231e-06,0.010610153552375132,0.014370798148022638,3324.91,0.00010323720298068317,2.47814783082465e-08,0.0,4.6361631729298774e-05
604800,84,-8.727468815513398e-07,4.7128117912665465e-05,356,2.1884187739081193,0.0,0.0,0.0024110027822603886,9.374734043236033e-08,-4.0672704143652325,-9.207519386826024e-07,0.011870089125296059,0.014326962870915259,3324.85,7.83067302672356e-05,4.800507912135561e-08,0.0,4.7785941716193325e-05
612000,85,-1.3397008569663968e-06,-6.73793954705307e-05,355,2.1882777199417194,0.0,0.0,0.0023117452683954352,8.351934627582476e-08,-4.219297251599649,-1.096938631432198e-06,0.011008535582583308,0.014445135370475887,3324.85,7.54380587689334e-05,-2.427622265999189e-07,0.0,-6.608958333790796e-05
619200,86,2.5525574622414985e-07,1.0945505455527466e-05,355,2.188249231274166,0.0,0.0,0.0023472168493788646,8.446436089112196e-08,-3.1364757818551294,2.790630884543506e-07,0.01087859467390146,0.014470234367412528,3324.85,7.865511834313816e-05,-2.380735819104885e-08,0.0,8.001982632425185e-06
626400,87,-8.727933570425695e-07,3.09464944765971e-05,356,2.1881875523057563,0.0,0.0,0.003105553376564458,1.3481368357267166e-07,-3.7248017287837762,-7.714792164821327e-07,0.010601859855029495,0.014524762345251267,3324.85,9.99956464133333e-05,-1.0131413051170806e-07,0.0,3.195795051505874e-05
633600,88,-4.6093292305158087e-07,2.836616233068432e-05,355,2.1880038859653266,0.0,0.0,0.0025563249592004916,9.764941011229387e-08,-3.146029945685706,-7.543629439889365e-07,0.010610896447582056,0.014675750036829409,3324.85,8.117352072973986e-05,2.9343001049856617e-07,0.0,2.6661191346663992e-05
640800,89,-1.638155392291189e-06,4.462950401967458e-05,355,2.1879042836818745,0.0,0.0,0.0029447759301943714,1.2985785088644638e-07,-3.9368865640485096,-1.3869313590535e-06,0.010894600896931023,0.014760405852178495,3324.93,9.968738017055312e-05,-2.5122402340108315e-07,0.0,4.3808164633054535e-05
648000,90,4.28343988000156e-05,7.310249090856192e-05,355,2.187512076452926,0.0,0.0,0.00722750397946497,1.008684971912512e-05,-21.34820051171871,3.833097799801996e-05,0.011024054891390418,0.015086386460310746,3324.93,0.0002525918164205325,4.503419711531132e-06,0.0,0.0001017043362686903
655200,91,-4.757344394228933e-06,0.00032509378535443886,355,2.1858655461621668,0.0,0.0,0.002651131272025865,1.1598791773330109e-07,-7.067674517257818,-7.0930388097208955e-06,0.011842591823854796,0.016440943750804144,3324.93,0.00011288432204795785,2.33569440928853e-06,0.0,0.00032519853575938636
662400,92,-1.2079605132280377e-05,0.0004498202418956983,355,2.185950611063412,0.0,0.0,0.003175901505111676,1.4296486180658406e-07,-2.814954050162009,-1.1716727611903208e-05,0.011437221440183559,0.016364786088437076,3324.93,0.00010542958761852145,-3.628774947824042e-07,0.0,0.00044340658146312404
