explained_variance,frames,P01:episode_rewards,policy_loss,approx_kl_divergence,PMM:episode_rewards,advantage_norm,clip_fraction,policy_entropy,epoch_idx,fps,P09:episode_rewards,value_loss,grad_norm,episode_length
-0.6125845573842525,10240,150.0,0.060701282703666946,8633435.40081982,187.03703703703704,15.96871726512909,0.226904296875,0.35627080522890536,1,186,250.0,4286574792.268738,3136324120.2328887,330.51851851851853
2.2351741790771484e-09,20480,150.0,0.0020367976612760685,0.007827126652864535,177.6315789473684,15.968717753887177,0.1297119140625,0.6748879764229059,2,172,250.0,0.011324761524156202,0.10129671988379674,341.7894736842105
5.960464477539063e-09,30720,150.0,0.00014904412309988402,0.00364361855874904,178.125,15.96871789097786,0.1275146484375,1.0525399010628462,3,187,250.0,0.010848942561278819,0.05406305310417535,347.20454545454544
2.2351741790771484e-09,40960,150.0,0.0002975621166115161,0.002561481240252306,186.25,15.968717777729035,0.1396484375,1.195765307545662,4,194,250.0,0.013018807276239386,0.04067870758183566,352.44
1.1175870895385742e-09,51200,150.0,-2.3115112344385125e-05,0.0029230805221402536,204.5,15.968717867136002,0.1809326171875,1.376359871774912,5,199,275.0,0.01292861048823397,0.04684045714844051,352.11
-1.0058283805847169e-08,61440,125.0,-0.0009029129971168004,0.0025481022661097085,226.5,15.96871789097786,0.158935546875,1.4259710066020488,6,201,300.0,0.01152944633795414,0.046671550348499666,357.81
-4.8428773880004884e-09,71680,125.0,-0.0007012173453404102,0.002931252553844388,236.25,15.96871775984764,0.1723876953125,1.4135655917227268,7,205,360.0000000000009,0.012197726831072942,0.04710188813224971,361.72
3.7252902984619143e-10,81920,125.0,-0.0010344414127757772,0.003295733830850622,245.25,15.968717575073242,0.226953125,1.5224250867962836,8,207,480.00000000000045,0.011774708723532968,0.05223597987334673,363.03
-1.564621925354004e-08,92160,150.0,-0.0016372068821510766,0.0028074891813275825,232.0,15.96871783733368,0.189501953125,1.536346460133791,9,209,325.0,0.013311952316144016,0.05152663091251077,366.02
1.1175870895385742e-08,102400,150.0,-0.0010058202125946992,0.002846944399425411,242.5,15.968717789649963,0.2001708984375,1.5690243676304818,10,212,327.5000000000002,0.01242785430222284,0.05524045015697896,365.24
-8.195638656616212e-09,112640,150.0,-0.0011613868518907111,0.002674246807873715,251.25,15.96871793270111,0.195166015625,1.6369781516492368,11,212,362.5000000000011,0.014993069905904122,0.056402576022541895,360.21
1.6763806343078613e-08,122880,125.0,-0.000921833171742037,0.0031558925250237736,258.5,15.968717688322068,0.2,1.7262452945113183,12,214,502.5000000000002,0.01223792405507993,0.05593256343975443,359.51
-1.1175870895385742e-09,133120,122.5,-0.001991379833998508,0.0034491920370214755,261.5,15.968717736005782,0.2388427734375,1.7134653516113758,13,216,525.0,0.013773289175878745,0.05687274122689769,357.27
