explained_variance,avg_q_selected,PMM:episode_rewards,policy_entropy,frames,episode_length,model_prob_std,avg_q_retraced,advantage_norm,P09:episode_rewards,epoch_idx,q_loss,policy_loss,P01:episode_rewards,rollout_prob_std,policy_gradient_bias_correction,grad_norm,policy_gradient_loss,fps
-15.599960732460023,-0.0008652008701271068,0.0,2.1971054792404177,79200,3325.1666666666665,0.0015821599556754033,-0.0008850377247047921,0.012923243936772149,0.0,11,2.685327131265088e-06,1.9857631605191274e-05,0.0,0.0015821599692571909,0.0,0.0008112907941003148,1.9857631605191274e-05,345
-31.480000591278078,-0.0010226554683564852,0.0,2.1972101449966432,86400,3325.1666666666665,0.00043650780620131023,-0.0010238983144517989,0.0032226725947111846,0.0,12,5.200033001528937e-07,2.6488050449794778e-05,0.0,0.000436507791649395,0.0,0.0002506647115642949,2.6488050449794778e-05,354
-22.46940886179606,-0.0004341034858991103,0.0,2.1972061236699423,93600,3325.1666666666665,0.0006083221815060824,-0.0004178822619830195,0.0026729780831374226,0.0,13,7.751161769912566e-07,1.3828703403836092e-05,0.0,0.0006083221722898694,0.0,0.00044582087746744255,1.3828703403836092e-05,362
-17.283792734146118,-0.0007235380276370051,0.0,2.1972006956736245,100800,3325.1666666666665,0.0004791267977755827,-0.0007352688647794518,0.00580288483761251,0.0,14,1.3423592951274561e-06,1.031259341364906e-05,0.0,0.00047912679146975277,0.0,0.0006702691424874034,1.031259341364906e-05,368
-12.067369476954143,-0.0006955063892140364,0.0,2.1971635182698566,108000,3325.1666666666665,0.00117729469978561,-0.0006840530511302253,0.009986488577366497,0.0,15,1.4713816275010079e-06,1.6028177649711022e-05,0.0,0.0011772947235537381,0.0,0.0005104569016952197,1.6028177649711022e-05,374
-48.8725759824117,-0.0008347305828162159,0.0,2.1972084681193036,115200,3325.1666666666665,0.0003982391555230909,-0.0008277052314952016,0.003687965637072921,0.0,16,4.6573386711656897e-07,1.820652675708819e-05,0.0,0.0003982391361205373,0.0,0.00018657063314088797,1.820652675708819e-05,380
-9.246007800632052,-0.0007731635702334135,0.0,2.1971759159035154,122400,3324.972222222222,0.001015073598060149,-0.0007674286748159729,0.008892023643840933,0.0,17,1.170782808347247e-06,2.2019910975564644e-05,0.0,0.0023121296903061903,0.0,0.0004223843516369194,2.2019910975564644e-05,382
-14.539322298519194,-0.0007951659958537978,0.0,2.1972110282901736,129600,3324.972222222222,0.0005122491056566119,-0.0007871630111624235,0.004906979089252658,0.0,18,4.776253261434915e-07,1.927060869126721e-05,0.0,0.0035948271877596053,0.0,0.00024141880326439665,1.927060869126721e-05,376
-23.379672141207593,-0.0007602799831615163,0.0,2.1972136254348453,136800,3324.972222222222,0.0004158905381510045,-0.0007525639841864292,0.004002225471010048,0.0,19,5.56078691556221e-07,2.046829996257e-05,0.0,0.002341983197092925,0.0,0.00021988408101954903,2.046829996257e-05,375
-19.603550620630937,-0.0007460389536287742,0.0,2.1972146095769114,144000,3324.972222222222,0.00042601051230410544,-0.0007388856147924715,0.004864355230528941,0.0,20,4.907856749550284e-07,1.8690195282593087e-05,0.0,0.0027283227568036467,0.0,0.0002506884899530937,1.8690195282593087e-05,372
-331.9517482266445,-0.0006876566322402112,0.0,2.1972157352122053,151200,3324.972222222222,0.0003970042920255288,-0.0006810878271917029,0.004741828609628665,0.0,21,4.4989311320558096e-07,1.280725584429489e-05,0.0,0.003107270215165218,0.0,0.00026081356424756467,1.280725584429489e-05,371
-417.6956082769045,-0.0006391003613206854,0.0,2.1972154379269435,158400,3324.972222222222,0.00040385496293296566,-0.0006251475337702441,0.0038428550019647995,0.0,22,3.0477161822145283e-07,1.5496336833375755e-05,0.0,0.0026814760403862784,0.0,0.0001768158041768117,1.5496336833375755e-05,371
-222.3066789591596,-0.0005720873152960039,0.0,2.197220294239029,165600,3324.7083333333335,0.0002656955044221832,-0.0005648713349965253,0.0028296398898263373,0.0,23,1.4670159570148677e-07,1.3564706704516053e-05,0.0,0.0022964000716782476,0.0,0.0001266752347299017,1.3564706704516053e-05,369
-365.88273693267945,-0.0005371667799453168,0.0,2.197221190582508,172800,3324.7083333333335,0.0002445578014068199,-0.000531475709099261,0.0027015346582338106,0.0,24,2.1469810187362526e-07,1.2848974103976446e-05,0.0,0.002798485613468012,0.0,0.00012888367247947463,1.2848974103976446e-05,368
-291.9356193088539,-0.0004726755394464514,0.0,2.1972189403431757,180000,3324.7083333333335,0.0002641796469356811,-0.0004675330502435654,0.0035670639697139178,0.0,25,3.612423908834241e-07,9.869704769084278e-06,0.0,0.0022228993370128508,0.0,0.00019963818720804751,9.869704769084278e-06,366
-61.23552495964235,-0.0004352780979217139,0.0,2.1972195818614595,187200,3324.7083333333335,0.0003170064673105816,-0.00043375194810776375,0.003350494669075317,0.0,26,1.88105089292995e-07,1.0200802046113495e-05,0.0,0.0027252068729937385,0.0,0.00013536645155298903,1.0200802046113495e-05,365
-1293.7492876186543,-0.0003882765467913862,0.0,2.1972218815201803,194400,3324.7083333333335,0.00021874058755205595,-0.0003806322470555888,0.0023404927464183685,0.0,27,1.3628672114848003e-07,1.0325472751970116e-05,0.0,0.0026843668372676837,0.0,0.00010033403232040711,1.0325472751970116e-05,364
-123.02820576732121,-0.0003625671064640748,0.0,2.1972205777963003,201600,3324.5833333333335,0.0002567467871728103,-0.00035952177935946056,0.0029500592292687447,0.0,28,2.545101805254179e-07,7.580003891395753e-06,0.0,0.0017317483872536993,0.0,0.00013066014479014016,7.580003891395753e-06,362
-1405.5156208685842,-0.00033867368984959157,0.0,2.197222660146062,208800,3324.5833333333335,0.00017859997648891237,-0.0003408374550619758,0.0018623436942092782,0.0,29,1.2130835335193398e-07,6.823526455904691e-06,0.0,0.0023978172314025954,0.0,7.043374449722e-05,6.823526455904691e-06,362
-69.13012267583893,-0.00035591171973104043,0.0,2.1972221018208398,216000,3324.5833333333335,0.0001899230161403206,-0.0003481172728915846,0.00212054249698826,0.0,30,1.655623236163965e-07,7.4909068735808295e-06,0.0,0.0017333176411612218,0.0,0.0001014201204356262,7.4909068735808295e-06,360
-455.3824925781116,-0.00030690525882712944,0.0,2.1972229113055284,223200,3324.5833333333335,0.00017894735752890253,-0.00030323359991598405,0.0018422170551852463,0.0,31,8.546329860479247e-08,7.2494575155355696e-06,0.0,0.00247518638269608,0.0,7.070386282215958e-05,7.2494575155355696e-06,359
-819.3775745178215,-0.00028978302453647035,0.0,2.197222804323075,230400,3324.5833333333335,0.00018953990214711704,-0.0002823102875760813,0.0019061656178321097,0.0,32,5.408710107988094e-08,6.657272566042799e-06,0.0,0.0024584247366182255,0.0,6.222762241934714e-05,6.657272566042799e-06,359
-539.4288057219027,-0.000256699473373189,0.0,2.197222049539625,237600,3324.5833333333335,0.0002102987447484588,-0.00025464696122395197,0.002151701841135008,0.0,33,9.369500777621205e-08,5.657994616360918e-06,0.0,0.00195909133748441,0.0,8.304344668507444e-05,5.657994616360918e-06,357
-939.9430875311438,-0.0002239586832416131,0.0,2.1972223420275583,244800,3324.652777777778,0.00018375517196820136,-0.00021847786552017272,0.0023006361559304972,0.0,34,9.564916247805845e-08,4.6833916012043385e-06,0.0,0.0022176884290512956,0.0,0.00011403110481644513,4.6833916012043385e-06,356
-790.9604629206437,-0.00021993354573404992,0.0,2.1972232351826615,252000,3324.652777777778,0.0001569183530121639,-0.00021850553142988165,0.0017090568788019063,0.0,35,5.76144506812866e-08,4.833660967383138e-06,0.0,0.0019818779195476107,0.0,7.265872426121907e-05,4.833660967383138e-06,355
-1228.1185232182218,-0.0001922824857580756,0.0,2.197222022625504,259200,3324.652777777778,0.00017353757134154125,-0.00018938772141361833,0.002162422031079687,0.0,36,1.4077042962254913e-07,3.550460684337434e-06,0.0,0.0017613874209849408,0.0,0.00011753066290020635,3.550460684337434e-06,355
-256.77552857382904,-0.0001606789980083011,0.0,2.197222352321186,266400,3324.652777777778,0.00018902928258346459,-0.00016164311294276213,0.002350172496361059,0.0,37,1.4193362393716095e-07,3.9005612163148645e-06,0.0,0.002075407775024497,0.0,0.00011368869911894444,3.9005612163148645e-06,354
-1353.4749814571712,-0.0001591921256574948,0.0,2.1972234470062157,273600,3324.652777777778,0.0001393484123849145,-0.000157996346562637,0.001600362744768024,0.0,38,5.074479258727328e-08,3.654520115688192e-06,0.0,0.0016750600074623742,0.0,6.715375688452471e-05,3.654520115688192e-06,354
-223.793686829982,-0.00014628719087976075,0.0,2.1972227937014646,280800,3324.690476190476,0.00017561750903708162,-0.00014382846071163486,0.0020302656985714995,0.0,39,9.316361510277577e-08,2.675611467581661e-06,0.0,0.0017344669770758023,0.0,7.92908402290953e-05,2.675611467581661e-06,353
-1772.059713945039,-0.00013459198672078265,0.0,2.197224016407179,288000,3324.690476190476,0.00011438750984282142,-0.0001335233407472616,0.0013196182338732214,0.0,40,5.169942754393961e-08,3.130258236521685e-06,0.0,0.0017095253572316329,0.0,5.6940472063164065e-05,3.130258236521685e-06,353
-84.98156561348861,-0.00015170584529594026,0.0,2.197223229129593,295200,3324.690476190476,0.00014451593300678333,-0.00015077686584146798,0.0016158797758399994,0.0,41,7.055020591726496e-08,3.046342429292253e-06,0.0,0.0017602536934567452,0.0,6.98771292821517e-05,3.046342429292253e-06,352
-1100.5431716963221,-0.00012170516426450044,0.0,2.197223622988141,302400,3324.690476190476,0.00013276159336465565,-0.00012168578366269623,0.0016022261997248896,0.0,42,5.163533159539567e-08,2.8226050016786285e-06,0.0,0.001533526436110945,0.0,6.926632235881985e-05,2.8226050016786285e-06,352
-720.6151138980564,-0.0001244041136790522,0.0,2.197223647957584,309600,3324.690476190476,0.00013668237562753586,-0.00012334363348310122,0.0015208802394367947,0.0,43,7.265091272506279e-08,2.5191616269068118e-06,0.0,0.0021751141741122343,0.0,5.516667538581815e-05,2.5191616269068118e-06,350
-681.7931441391776,-0.00011235805778466912,0.0,2.1972231983980803,316800,3324.690476190476,0.00015642631443581927,-0.00011126076651553423,0.0019346077001681993,0.0,44,9.393321981916542e-08,2.557058228401452e-06,0.0,0.0016531110877234408,0.0,8.492112475229074e-05,2.557058228401452e-06,350
-1098.6376537963006,-0.00010692146279931573,0.0,2.1972238329541747,324000,3324.6979166666665,0.00012383656942733617,-0.00010315806005810228,0.0013841676011525027,0.0,45,6.377652057297762e-08,3.216568915677314e-06,0.0,0.0023459453082553114,0.0,5.428985812289729e-05,3.216568915677314e-06,350
-948.9655325572666,-0.00010755017663974456,0.0,2.1972240506561973,331200,3324.6979166666665,0.00011871536033638783,-0.00010677417053449018,0.001341461970644321,0.0,46,3.54440375040629e-08,2.5334894899323388e-06,0.0,0.0017608685150595365,0.0,5.063650339223172e-05,2.5334894899323388e-06,349
-1097.7692064742153,-0.00010291586025541871,0.0,2.1972229354438326,338400,3324.6979166666665,0.00013445792101709318,-0.00010268525900322685,0.001925690899459672,0.0,47,1.609896314492084e-07,2.0090361544458513e-06,0.0,0.0012266923753071794,0.0,0.00010710285031399714,2.0090361544458513e-06,349
-486.1647490537263,-8.753737426682748e-05,0.0,2.197223850599042,345600,3324.6979166666665,0.0001329494110850806,-8.650793638226806e-05,0.0015913038076167925,0.0,48,3.9186421401559854e-08,2.827946667954216e-06,0.0,0.0012288291818677724,0.0,6.716051288142472e-05,2.827946667954216e-06,349
-1768.9603334968558,-7.9615107168417e-05,0.0,2.197224195634247,352800,3324.6979166666665,0.00010171511657349414,-8.039323710175858e-05,0.0012734726704628542,0.0,49,6.61798093475155e-08,1.7615275022702302e-06,0.0,0.001495107104656897,0.0,5.5303491161474186e-05,1.7615275022702302e-06,349
-85.71900610003208,-8.030431502748513e-05,0.0,2.197223543083226,360000,3324.68,0.00014490175395946738,-8.039731903803716e-05,0.0016226469762800205,0.0,50,8.766950974209726e-08,3.041449824047681e-06,0.0,0.0018956440436715069,0.0,6.488447049153738e-05,3.041449824047681e-06,349
-1866.3823399612572,-7.969491979233007e-05,0.0,2.1972242946410305,367200,3324.68,9.834242085458206e-05,-7.753577984326438e-05,0.0011359320536529062,0.0,51,5.813487888905364e-08,2.2307903011886967e-06,0.0,0.0016180633406684523,0.0,4.810562157533117e-05,2.2307903011886967e-06,348
-184.31944937159776,-9.061759345544844e-05,0.0,2.1972231509098927,374400,3324.68,0.00013107473915427426,-8.599606791572043e-05,0.002024961388562982,0.0,52,2.0058192777173753e-07,1.7179275057347564e-06,0.0,0.0013922468710732467,0.0,0.0001296909339915751,1.7179275057347564e-06,348
-1276.8143643039355,-6.390659030710584e-05,0.0,2.197224183199267,381600,3324.68,0.00010650817304593379,-6.47590528254513e-05,0.0013110905864319555,0.0,53,4.774630849311587e-08,9.585621692781403e-07,0.0,0.0011571654144579343,0.0,5.2692139878327904e-05,9.585621692781403e-07,348
-472.08351610042484,-5.925196506021161e-05,0.0,2.1972240379620427,388800,3324.68,0.00012142630645949304,-5.697484459361853e-05,0.0015257084123720247,0.0,54,5.1153608417332786e-08,1.422783277286089e-06,0.0,0.0010916619613198708,0.0,6.163866976806014e-05,1.422783277286089e-06,347
-798.3764842640409,-5.188017352974452e-05,0.0,2.1972241976147604,396000,3324.68,0.00010947212355040274,-5.213639782562462e-05,0.0013571499495959045,0.0,55,5.220554827454359e-08,2.06112553426639e-06,0.0,0.0016784430950393752,0.0,4.966526306215639e-05,2.06112553426639e-06,347
-1143.8319143788635,-4.728259891506363e-05,0.0,2.1972241473197935,403200,3324.61,0.0001111400570287529,-4.823550864831838e-05,0.0013648783508765083,0.0,56,5.608843586310024e-08,1.1251676960252358e-06,0.0,0.0014601800483925824,0.0,5.610867549206229e-05,1.1251676960252358e-06,347
-976.5816563374277,-5.304421428047047e-05,0.0,2.197224651026347,410400,3324.61,8.6037687457238e-05,-5.07101774097926e-05,0.0009570823725702182,0.0,57,4.1605808241368775e-08,9.439121399441973e-07,0.0,0.0014501127933136371,0.0,3.510169855854848e-05,9.439121399441973e-07,347
-537.3792391655086,-5.047741674951838e-05,0.0,2.197224082275042,417600,3324.61,0.00010531143593909061,-4.997296615177524e-05,0.0013581525262267343,0.0,58,1.0339660847411928e-07,1.4529257949957148e-06,0.0,0.0012998063199742794,0.0,5.884167483931748e-05,1.4529257949957148e-06,347
-538.8065519684068,-3.973778116877396e-05,0.0,2.197224139282484,424800,3324.61,0.00011435262233637394,-3.938851906464898e-05,0.0013898903384732448,0.0,59,5.5769948321084355e-08,2.1772316059682664e-07,0.0,0.0013597234663943263,0.0,5.6424280848069776e-05,2.1772316059682664e-07,347
-1419.3569443088488,-3.485068708616358e-05,0.0,2.1972243586513733,432000,3324.61,9.699879868227821e-05,-3.508584750249389e-05,0.0012547765148549245,0.0,60,5.4570659245147376e-08,8.896263648295647e-07,0.0,0.0011111456748392537,0.0,5.565950211371605e-05,8.896263648295647e-07,347
-90.76547683597556,-3.512985845952744e-05,0.0,2.1972241055713133,439200,3324.54,0.00011886456747671847,-3.262882733006865e-05,0.0013228107626501798,0.0,61,3.3660469401040844e-08,7.088551714732697e-07,0.0,0.0014825511795350382,0.0,4.610711161759514e-05,7.088551714732697e-07,346
-2050.5194547318843,-2.8610988596743224e-05,0.0,2.1972247026143252,446400,3324.54,7.352908023461376e-05,-2.7698679380179143e-05,0.0008262129812965695,0.0,62,1.977952589780984e-08,6.780043330043256e-07,0.0,0.0015241356315039015,0.0,3.449347170843889e-05,6.780043330043256e-07,347
-428.274695458942,-3.169362839930583e-05,0.0,2.19722443415059,453600,3324.54,9.398023485270341e-05,-3.136763251713351e-05,0.0011696345494782157,0.0,63,4.483000348002447e-08,1.118836131776537e-06,0.0,0.0011587776223232428,0.0,5.580747212604892e-05,1.118836131776537e-06,347
-1049.237414429992,-1.5183781601098786e-05,0.0,2.197224018895437,460800,3324.54,0.00010564747521648712,-1.391214368665744e-05,0.001559322148195807,0.0,64,8.73517786802186e-08,1.21818174025245e-06,0.0,0.001326495243885273,0.0,7.64814182522782e-05,1.21818174025245e-06,346
-264.9244193770724,-1.29358452542924e-05,0.0,2.1972242429332125,468000,3324.54,0.0001054195502973608,-1.1848580105218764e-05,0.001337962579157292,0.0,65,3.15589949706353e-08,1.6301235045047666e-07,0.0,0.001619635064728083,0.0,5.0904657729073604e-05,1.6301235045047666e-07,346
-911.8766013065123,-1.0696137973101747e-05,0.0,2.1972245727077366,475200,3324.54,8.812077067172399e-05,-1.0148461522705007e-05,0.001004030182928975,0.0,66,2.069489442811116e-08,1.1045609857366198e-07,0.0,0.0011402992764241722,0.0,3.381007115156848e-05,1.1045609857366198e-07,346
-790.7992800724223,-6.867951488301112e-06,0.0,2.1972244251184363,482400,3324.6,9.146769855235968e-05,-6.252846276305159e-06,0.001045318484497012,0.0,67,3.445540250567583e-08,-1.1515201817754312e-07,0.0,0.0015125025036341695,0.0,3.675078286037236e-05,-1.1515201817754312e-07,346
-1530.38755031154,-5.262328947703021e-06,0.0,2.197224648408789,489600,3324.6,7.831693636291442e-05,-6.65326609881202e-06,0.0010412262610014708,0.0,68,4.062066384055626e-08,-3.3095441267609423e-07,0.0,0.000825362922947767,0.0,4.684350412184015e-05,-3.3095441267609423e-07,346
-850.5058573799664,-9.189824856922897e-06,0.0,2.1972242008599023,496800,3324.6,9.386078005359341e-05,-1.0384454526170354e-05,0.0013602347416810196,0.0,69,7.315651288279116e-08,3.802261991618451e-07,0.0,0.0011561720286834005,0.0,6.753983669564036e-05,3.802261991618451e-07,346
-986.542600471065,-5.766682499071184e-07,0.0,2.197224558752681,504000,3324.6,8.611127389442467e-05,-6.127524183769974e-07,0.0010795397821182393,0.0,70,4.182552690800154e-08,-3.7764558116790094e-07,0.0,0.0012459261386354068,0.0,4.646593541285123e-05,-3.7764558116790094e-07,346
-1116.1895757922673,3.417313016170747e-06,0.0,2.197224666883075,511200,3324.6,7.827699328907379e-05,3.5344162429557922e-06,0.0009097354507805485,0.0,71,2.230447069437633e-08,-3.742611843285436e-07,0.0,0.0012718479897137148,0.0,3.10023353340798e-05,-3.742611843285436e-07,346
-182.94091267445728,3.6490148462251655e-06,0.0,2.1972243181116142,518400,3324.51,0.00010451741685407033,7.360251267092344e-06,0.0011394342184850562,0.0,72,2.789702065852824e-08,-1.3374091069218563e-07,0.0,0.0011511564649106752,0.0,3.635901866968764e-05,-1.3374091069218563e-07,346
-1728.5542987690465,1.2795099855004032e-05,0.0,2.1972246140809286,525600,3324.47,7.872997561590304e-05,1.4028602251531963e-05,0.0009871287060507583,0.0,73,2.9374074899499133e-08,-9.191079532790865e-07,0.0,0.001207327456830005,0.0,4.254094708922661e-05,-9.191079532790865e-07,346
-435.95537184367106,1.2845535087209287e-05,0.0,2.197224623431604,532800,3324.47,8.537221176259775e-05,1.4600009528317152e-05,0.0011521406017288463,0.0,74,3.838372628278781e-08,-2.801467692960621e-07,0.0,0.0008433955797198709,0.0,5.77004886038119e-05,-2.801467692960621e-07,346
-1501.5899598771728,1.8903524686003153e-05,0.0,2.197224530124389,540000,3324.47,7.617456081796369e-05,1.9156883795799607e-05,0.0008928091341347027,0.0,75,5.077010854101597e-08,-5.706906495292617e-07,0.0,0.0013233810234785594,0.0,3.207472366025813e-05,-5.706906495292617e-07,346
-293.82882892869765,1.7118195787250427e-05,0.0,2.1972244380012396,547200,3324.47,9.146788212411766e-05,1.6569535441297894e-05,0.0010879920893739111,0.0,76,2.5747449875309425e-08,-4.6383771099316165e-07,0.0,0.0008138690606005913,0.0,3.37755404498254e-05,-4.6383771099316165e-07,346
-890.1036154410727,1.7398142478498433e-05,0.0,2.1972247169598647,554400,3324.47,7.738721887757452e-05,1.7973083520028105e-05,0.0009031891736402182,0.0,77,2.279196198312124e-08,-1.097460483401495e-07,0.0,0.0011443508651354552,0.0,3.162483728852672e-05,-1.097460483401495e-07,346
-734.6525612454716,2.1326695012861765e-05,0.0,2.197224491822026,561600,3324.41,8.63020357088099e-05,2.1835734480874927e-05,0.0010280256565701462,0.0,78,1.9376117208402062e-08,-5.323875078935115e-07,0.0,0.0007925974047222846,0.0,3.6404497781974886e-05,-5.323875078935115e-07,345
-914.059967940519,2.417143475674142e-05,0.0,2.1972248367027,568800,3324.41,6.920053698942346e-05,2.3717621900857767e-05,0.0007807815375439358,0.0,79,2.036716644432486e-08,-7.241501758641078e-07,0.0,0.001013190048754014,0.0,2.6179399765215398e-05,-7.241501758641078e-07,344
-620.1801935777905,2.4928792180792812e-05,0.0,2.1972245183066716,576000,3324.41,7.531398228996405e-05,2.400639498475319e-05,0.0010393587357625813,0.0,80,7.367926343504992e-08,-3.1532597445116793e-07,0.0,0.0009125609756079295,0.0,4.678417445943019e-05,-3.1532597445116793e-07,345
-692.6740599310712,2.9873405205028683e-05,0.0,2.1972246432493603,583200,3324.41,8.120246412035298e-05,3.025771097170984e-05,0.000880622143689372,0.0,81,1.8845738250790552e-08,-8.762819633347396e-07,0.0,0.0008352790550173499,0.0,2.4885908956288668e-05,-8.762819633347396e-07,344
-1061.074735196072,3.229165389668543e-05,0.0,2.197224576265093,590400,3324.41,8.266750647471274e-05,3.264129322237823e-05,0.00099189156356827,0.0,82,3.065009981919775e-08,-5.349486735968369e-07,0.0,0.0015140252350540995,0.0,3.630498425594199e-05,-5.349486735968369e-07,345
-234.56192086631972,3.12867249464466e-05,0.0,2.197224535588865,597600,3324.41,9.045664426792658e-05,3.238140424638827e-05,0.0009707283247339378,0.0,83,2.0158999140252038e-08,-5.584891040859715e-07,0.0,0.0009513585453583517,0.0,3.058747323204222e-05,-5.584891040859715e-07,344
-1781.390080536238,3.4475243524534486e-05,0.0,2.1972247731433345,604800,3324.33,7.006922869099043e-05,3.500638797781205e-05,0.0009267851845604149,0.0,84,2.396620229673713e-08,-1.554169792751195e-06,0.0,0.0012502140382627091,0.0,3.579019146418061e-05,-1.554169792751195e-06,344
-743.5719620979716,3.37538880173135e-05,0.0,2.1972249183389874,612000,3324.33,6.393361895452134e-05,3.4062398162450574e-05,0.000776061002568031,0.0,85,1.6563595491531666e-08,-7.868997174551161e-07,0.0,0.0004984726600142499,0.0,2.9217347981453065e-05,-7.868997174551161e-07,344
-1346.3145744045455,4.009708581469971e-05,0.0,2.1972246652841565,619200,3324.33,6.66894808798994e-05,4.0966872697691226e-05,0.0008815496737473482,0.0,86,4.021644460160183e-08,-5.783546232453564e-07,0.0,0.00044610625136420055,0.0,3.685503695532664e-05,-5.783546232453564e-07,344
-182.81553069653648,4.124369949918387e-05,0.0,2.19722459083827,626400,3324.33,8.451056736557754e-05,4.033274904351722e-05,0.001011763304444271,0.0,87,2.8399407037884527e-08,-6.771393650136656e-07,0.0,0.0005025886823258224,0.0,3.138360491438458e-05,-6.771393650136656e-07,344
-1474.8534675743654,4.09972657668236e-05,0.0,2.1972248430352996,633600,3324.33,6.419869901387684e-05,4.0526656716624364e-05,0.0007253769725752805,0.0,88,1.4909545762602016e-08,-1.2474121552497168e-06,0.0,0.0003590837995632986,0.0,2.4351628041382895e-05,-1.2474121552497168e-06,344
-626.7445570498737,4.270867551785731e-05,0.0,2.1972247007694192,640800,3324.27,7.41051443640779e-05,4.175264574275999e-05,0.0007759481798016578,0.0,89,1.471048257849964e-08,-7.992031810821872e-07,0.0,0.0003191764508479566,0.0,2.043189637285205e-05,-7.992031810821872e-07,344
-1547.0929117168541,4.1475705240238175e-05,0.0,2.197224826327077,648000,3324.27,6.87213262724358e-05,4.197705048665267e-05,0.0009159550260111853,0.0,90,1.6689246410246595e-08,-6.349719387960456e-07,0.0,0.0003316707574599689,0.0,3.476526022693657e-05,-6.349719387960456e-07,344
-606.760168867731,4.742752411705927e-05,0.0,2.19722467347743,655200,3324.27,6.823551563117675e-05,4.783973581876155e-05,0.0009908524579462946,0.0,91,4.8289799420218044e-08,-5.389014607175873e-07,0.0,0.00025420489401590705,0.0,3.834859606002019e-05,-5.389014607175873e-07,344
-999.2932516430144,5.29512538133969e-05,0.0,2.197224729455337,662400,3324.27,7.770019961732207e-05,5.3606699277667544e-05,0.000999239811288534,0.0,92,1.67278478026783e-08,-2.166878668906935e-06,0.0,0.0002600557833684265,0.0,3.608474230209824e-05,-2.166878668906935e-06,344
-798.6385367018079,5.863288432587906e-05,0.0,2.197224912782195,669600,3324.27,6.432929999354197e-05,5.810797797720331e-05,0.0007679344971011136,0.0,93,1.1227401987751845e-08,-1.376834941052216e-06,0.0,0.0002463268185717651,0.0,2.20294865949398e-05,-1.376834941052216e-06,344
-543.9889185581945,5.858713285092372e-05,0.0,2.197224803939927,676800,3324.27,7.07533506707548e-05,5.8541798427288085e-05,0.0008374329511951442,0.0,94,1.4270949758122264e-08,-1.6044635273952804e-06,0.0,0.0002237255467969446,0.0,2.542363041115893e-05,-1.6044635273952804e-06,344
