PMM:episode_rewards,value_loss,frames,advantage_norm,grad_norm,policy_entropy,fps,epoch_idx,explained_variance,P01:episode_rewards,P09:episode_rewards,episode_length,policy_loss
1.77,0.010441588238754775,104000,1.1463856412470341,0.262365532449197,1.374033441543579,196,13,0.5387294918298722,0.0,5.0,196.13,-0.00023292688536457717
1.82,0.017755308490013704,112000,1.5152458918094636,0.4274229307643578,1.3637559521198273,197,14,0.6471105343103409,0.0,5.0,200.05,-0.007513974563917145
2.01,0.011976270760642364,120000,1.3106023114919663,0.3065660009827302,1.3415215516090393,198,15,0.788593310713768,0.0,5.0,206.74,7.524404005380347e-05
2.36,0.01315599950728938,128000,1.3556806772947312,0.362815371249929,1.3586838388442992,200,16,0.8053589969873428,0.0,5.0,217.07,-0.004432496487861499
2.21,0.011540120175341144,136000,1.240193623006344,0.37766052605426187,1.3416468787193299,202,17,0.8457759380340576,0.0,5.0,209.41,-0.0040817002858966585
2.02,0.007834817364346236,144000,1.056716770529747,0.2822726411828473,1.355526818037033,202,18,0.9244206601381302,0.0,5.0,203.42,-0.0008247230836423114
1.88,0.007652694619027897,152000,1.0229547825455665,0.2674947994791341,1.3493755078315735,203,19,0.9089435881376267,0.0,5.0,198.79,-0.001392200401169248
1.78,0.005550426609115675,160000,0.8642335042357445,0.21025402050795108,1.3464048111438751,204,20,0.9384752231836319,0.0,5.0,196.84,-0.0008279554161708802
1.73,0.00555776032153517,168000,0.8327137076854706,0.20104490737456626,1.3632450330257415,204,21,0.9352694809436798,0.0,5.0,197.32,-0.0014466509696831054
1.8,0.00522543832717929,176000,0.8361853857338428,0.2325865404998759,1.350684425830841,205,22,0.9466755205392837,0.0,5.0,200.46,-0.0018113723647547886
1.83,0.00711577852955088,184000,0.9409113043546676,0.24123202709614133,1.3427222955226898,205,23,0.9254107683897018,0.0,5.0,199.44,-0.0013222320569911971
1.98,0.005537236049422063,192000,0.8195515464246274,0.21341840446939667,1.3470077323913574,205,24,0.9423822009563446,0.0,5.0,202.7,-0.0012948019384930376
2.2,0.007065929431119003,200000,0.8253401689231395,0.25924527944032816,1.3494914996623992,207,25,0.925519460439682,0.0,5.0,209.3,0.0003462677418428939
1.63,0.0070349088637158275,208000,0.89841772377491,0.21407994094105956,1.3507649827003478,207,26,0.9317721825838089,0.0,5.0,188.77,-0.0025599117029923945
1.76,0.004434987913700752,216000,0.752815483212471,0.17068421001292883,1.3393742692470552,207,27,0.951923828125,0.0,4.1000000000000085,190.52,-0.0005216769484104589
1.95,0.0047071298403898254,224000,0.7349175365269184,0.1800989592230915,1.3553293061256408,208,28,0.9328541272878647,0.0,5.0,198.83,0.00014186343658366242
1.39,0.003889923070964869,232000,0.660931238681078,0.16750687984461232,1.3628785717487335,208,29,0.9615482884645462,0.0,4.0,182.07,-0.001685720884706825
1.41,0.0030577187755261546,240000,0.618302915096283,0.1445889648087581,1.3564174282550812,209,30,0.9692516404390336,0.0,4.1000000000000085,184.46,-0.0009566821716725827
1.9,0.004952354448614642,248000,0.7557702210545539,0.17609939078624748,1.3511276948451996,210,31,0.9465848380327224,0.0,5.0,202.97,0.0001055098118740716
1.94,0.004510291585465893,256000,0.7067409591376781,0.18786009040664026,1.3463231015205384,210,32,0.9603446435928344,0.0,5.0,202.98,-0.000914555732451845
2.12,0.004472124446183443,264000,0.7311245396733284,0.17461476880987634,1.3402817642688751,209,33,0.956338564157486,0.0,5.1000000000000085,209.59,-0.0006860628188587725
1.92,0.004723799845232861,272000,0.7143759427964688,0.17057987385312426,1.3674589443206786,209,34,0.9385380071401596,0.0,5.1000000000000085,201.05,0.000586107679118868
1.83,0.005765976987313479,280000,0.8703618037700653,0.20242047296232943,1.3738366639614106,210,35,0.9251682615280151,0.0,5.1000000000000085,200.17,-0.0006726027997501661
2.15,0.005343205518729519,288000,0.7888791505992413,0.1822073679556006,1.3627891087532042,210,36,0.9390982478857041,0.0,6.0,210.86,-0.001295962803196744
1.81,0.00473692679166561,296000,0.7530689266324043,0.17078534896145847,1.357987949848175,210,37,0.9440582603216171,0.0,5.0,196.35,-4.60590714646969e-05
1.69,0.0031836079558706844,304000,0.6116909247636795,0.13903057099300054,1.3623157227039338,211,38,0.9610064435005188,0.0,5.0,191.26,-0.0004777707044559065
2.04,0.004627370757807512,312000,0.6639380319416524,0.16163951463584272,1.3468550765514373,211,39,0.9514770072698593,0.0,6.0,202.86,-0.0007721858999138931
2.28,0.005472765077429358,320000,0.8122589334845542,0.1875492841288122,1.3540207970142364,211,40,0.929448173046112,0.0,6.1000000000000085,210.61,-0.0007100676198024303
2.18,0.005716013620258309,328000,0.8489904925227165,0.19008355084435802,1.3675619292259216,211,41,0.9232496815919876,0.0,6.0,211.99,-0.0003431164100766182
2.47,0.005120312863436993,336000,0.7542061829566955,0.15801774069694427,1.362364135980606,212,42,0.928657214641571,0.0,9.0,219.53,-7.570044203021097e-05
2.16,0.006882040817872621,344000,0.9290344288945198,0.2056017099637525,1.3692768716812134,212,43,0.896652399301529,0.0,5.1000000000000085,209.81,0.00016149199509527535
2.06,0.005700226243643556,352000,0.8577532203495503,0.20288581147449708,1.3607841873168944,213,44,0.9446588242053986,0.0,5.0,205.8,-0.0013117871148278937
2.08,0.003505060627066996,360000,0.6572140409052372,0.15273246829783527,1.3481200587749482,213,45,0.9679382759332656,0.0,5.1000000000000085,207.28,1.299029063375201e-05
2.69,0.0089174538833322,368000,1.0394110226631164,0.23313761598470223,1.364408527612686,212,46,0.8348513633012772,0.0,6.1000000000000085,226.61,-0.0011099675457080594
2.42,0.006062616687850095,376000,0.8765053871273994,0.21452484468813268,1.3639304172992706,213,47,0.9278421264886856,0.0,6.0,217.95,-0.0007410682439513039
2.58,0.0097057390777627,384000,1.1006142249703408,0.2704279266202648,1.3592134404182434,213,48,0.886293271780014,0.0,6.0,222.72,-0.0013419628929113969
2.68,0.006425776729593054,392000,0.8916448467969894,0.22121600144145542,1.343449476957321,213,49,0.928700343966484,0.0,7.1000000000000085,227.25,-0.002948705890448764
2.73,0.006697526092175395,400000,0.9314942806959152,0.2062331263789563,1.363217009305954,214,50,0.9114572405815125,0.0,7.0,228.88,0.0008104457496665419
2.15,0.007035615054774098,408000,0.9659986704587936,0.2274142469100891,1.363133466243744,214,51,0.9031914037466049,0.0,5.0,208.98,-0.0009166549309156836
1.85,0.006604738656023983,416000,0.9365645816922188,0.22106218664979888,1.3596567630767822,214,52,0.9268687123060226,0.0,5.0,199.4,-0.001293272952316329
1.87,0.006830225810990669,424000,0.9342143660783768,0.2305464945261886,1.3601837062835693,214,53,0.9283103197813034,0.0,5.0,199.14,0.00019456044305115938
2.36,0.006848708064644597,432000,0.9324890092015267,0.2271240983754796,1.3349710190296173,214,54,0.9286019694805145,0.0,5.0,219.13,-0.002421291396021843
2.2,0.005654298823210411,440000,0.8718767496943474,0.2110972661762885,1.3508833301067353,214,55,0.9449990493059158,0.0,5.0,215.94,-0.0007642480928916484
1.87,0.006184456532937474,448000,0.9051116329431533,0.2152884778128088,1.3400432646274567,214,56,0.9206979537010193,0.0,5.0,200.99,-0.0014923903997987509
1.77,0.006521969555178657,456000,0.9250587493181228,0.2319379377829477,1.3556937432289125,214,57,0.9317888820171356,0.0,5.0,195.05,-0.0014708798969513737
2.24,0.0078687789500691,464000,1.0431100097298622,0.24775987043064837,1.3542749404907226,214,58,0.905517674088478,0.0,6.1000000000000085,210.52,-0.0007951710495399311
2.28,0.016160935740917922,472000,1.519859693646431,0.3504690732147378,1.3305416882038117,214,59,0.7205166286230087,0.0,6.0,210.5,-0.001054961490444839
2.5,0.007009144453331828,480000,0.9475826016068458,0.22801578414205312,1.3425671720504762,214,60,0.9299035632610321,0.0,6.1000000000000085,220.61,-0.003994378865463659
2.53,0.01393551503890194,488000,1.3842634150385857,0.33504297778996706,1.3351659548282624,214,61,0.8004525512456894,0.0,6.0,223.69,-4.085232460056432e-05
2.49,0.012636155495420099,496000,1.3047895121574402,0.32675826356429416,1.323801667690277,214,62,0.8558823639154434,0.0,5.0,218.97,-0.0029180386469670337
2.32,0.010815360964043065,504000,1.2502300480008126,0.2793605098953389,1.3490145528316497,215,63,0.8564920967817307,0.0,5.0,211.89,-0.0015247501461999491
2.31,0.010023488238221034,512000,1.1717680051922799,0.2674611813045884,1.3464455592632294,215,64,0.872693516612053,0.0,5.0,213.71,0.000855957250460051
2.58,0.00928557653329335,520000,1.1265047553181649,0.2575107582762613,1.344734138250351,215,65,0.8996428614854812,0.0,5.1000000000000085,224.91,-0.00379451406217413
2.77,0.005383074535056948,528000,0.8523567098379136,0.2005286993897772,1.3430095052719115,215,66,0.94425750374794,0.0,6.0,233.18,-0.0019982252709451133
2.65,0.006384234656579792,536000,0.9299160540103912,0.2183086895307455,1.3514885556697847,216,67,0.9347689467668533,0.0,6.0,228.98,0.00020559652846714017
2.51,0.01648651545867324,544000,1.433746554851532,0.38480628006658185,1.3329657304286957,216,68,0.7994540077447891,0.0,6.0,225.15,-0.0073960235860431565
2.49,0.011730301509378477,552000,1.2802402213215829,0.3216504033427032,1.296297413110733,216,69,0.8591384673118592,0.0,5.0,219.61,-0.005687443603965221
2.43,0.008261807804228739,560000,1.0593230339884758,0.25029315650780926,1.315653804540634,216,70,0.8940852421522141,0.0,5.0,215.43,-0.0004703892883844674
2.61,0.007387519759358838,568000,1.0299682199954987,0.23647361622612822,1.331486976146698,217,71,0.9166453140974045,0.0,5.1000000000000085,222.48,-0.0011549585749162361
2.79,0.009081152882426977,576000,1.1316759932041167,0.274117371407798,1.3017736411094665,217,72,0.8956203383207321,0.0,7.0,228.45,-0.0018139482347760349
2.69,0.007266918389359489,584000,1.0133672776818274,0.24192615050377062,1.301397714614868,216,73,0.9130275994539261,0.0,7.0,223.54,-0.0009600659250281751
3.19,0.009394621951505542,592000,1.1510463517904281,0.27670235875580645,1.3049694967269898,216,74,0.8965283054113388,0.0,8.0,238.55,-0.0008791921963347704
3.34,0.008645703905494883,600000,1.100968483686447,0.26045372440612924,1.3207881844043732,216,75,0.9072417157888413,0.0,9.0,242.34,-0.0013726192596368492
3.75,0.008697327668196522,608000,1.0979665884375571,0.2653108506620352,1.3200616729259491,216,76,0.905801213979721,0.0,9.0,256.26,-0.0020432174704910723
3.33,0.006729587750742212,616000,0.9870471298694611,0.2219092774549952,1.3060076367855071,216,77,0.9271011483669281,0.0,9.0,243.47,-0.0011066492416284745
3.23,0.0072745113173732535,624000,0.9985696440935135,0.24539485842304198,1.3236245322227478,216,78,0.9262365508079529,0.0,7.0,243.05,-0.0025719922850839794
3.13,0.009334156594704837,632000,1.084278925359249,0.29370893111927104,1.328078010082245,216,79,0.8977696233987809,0.0,7.0,241.4,0.0021604685926286038
3.51,0.007554784060339444,640000,1.0002949303388595,0.22224108044122728,1.317169235944748,216,80,0.9243409806489944,0.0,8.100000000000009,254.13,-0.0023477743777903016
3.65,0.008666127400938422,648000,1.1058928301930429,0.261227667005813,1.2974332201480865,216,81,0.9094320195913315,0.0,9.0,256.04,-0.002198729809097131
3.49,0.009600256974808872,656000,1.1428006908297539,0.2800419073464924,1.3132365667819976,216,82,0.8730866074562073,0.0,8.100000000000009,250.85,-0.00040400763566140086
2.99,0.00906289245467633,664000,1.119310593008995,0.26783418852964613,1.3163214230537414,216,83,0.9101423811912537,0.0,6.0,234.09,-0.0018904474840383046
2.88,0.0064614744100254026,672000,0.9402506858110428,0.2248309681884555,1.327414870262146,216,84,0.9268451595306396,0.0,6.0,229.7,-0.0015281059831613675
2.98,0.004735499594826251,680000,0.8117255961894989,0.19466498533974655,1.318882986307144,216,85,0.9514555025100708,0.0,7.1000000000000085,234.79,-0.0008252947977598524
3.14,0.00827164160553366,688000,1.088939717411995,0.2589366546030107,1.3443653297424316,216,86,0.8986597931385041,0.0,9.0,239.37,0.00041682178108203515
3.35,0.0067967523541301485,696000,0.969361881017685,0.23326231952354065,1.345334953069687,216,87,0.9302515292167663,0.0,9.0,249.25,-0.001295878564233135
3.32,0.008307470326544717,704000,1.0922111773490906,0.26827212117628496,1.3367406904697419,216,88,0.9145659339427948,0.0,7.1000000000000085,250.08,-0.002155432259387453
3.2,0.006932884324924089,712000,0.9834399428963662,0.23513600125334194,1.3354985558986663,216,89,0.9234425991773605,0.0,7.0,246.76,-0.0009126724337693304
3.14,0.009013547346694396,720000,1.1538349995017052,0.28046450681983903,1.330248612165451,216,90,0.887100840806961,0.0,7.0,239.55,-0.002560389809223125
3.17,0.008886541693937034,728000,1.1149411940574645,0.26432648845304824,1.308944982290268,216,91,0.9083782058954238,0.0,7.0,240.38,-0.001467856272793142
3.82,0.007772987340576947,736000,1.0419858530163766,0.25207270257843734,1.3262092292308807,216,92,0.9242780274152755,0.0,8.0,256.82,-0.0029378516157157718
4.04,0.007958955194335432,744000,1.060113898217678,0.2533851474219445,1.3177893841266632,216,93,0.9063877379894256,0.0,8.100000000000009,265.73,0.00033960031170863656
4.34,0.015336226345971227,752000,1.476446806192398,0.37026452317391395,1.3122788500785827,216,94,0.8345009154081344,1.0,9.0,270.74,-0.006625257286359556
4.47,0.011045998322078959,760000,1.2665130925178527,0.30435748456325745,1.3149132895469666,216,95,0.8893248915672303,1.0,10.0,275.63,-0.0023691035324009137
4.63,0.00978989202529192,768000,1.1923041933774947,0.31246409031047606,1.2808710885047914,216,96,0.8964824682474136,1.0,10.0,282.86,-0.004264171336253639
4.96,0.010498927920125425,776000,1.260538445711136,0.3138439051972856,1.284829260110855,216,97,0.887839504480362,1.0,10.0,291.84,-0.0018781109535484575
5.04,0.01166890023741871,784000,1.3156014186143876,0.34802853603627115,1.3001638507843019,216,98,0.8628031599521637,1.0,9.0,291.09,-0.0058495230914559215
5.09,0.015107183358632028,792000,1.4888158679008483,0.3558311230621214,1.2853182530403138,216,99,0.8247777163982392,1.0,9.0,288.1,0.00022464669906185008
5.13,0.014577121722977609,800000,1.4586463397741318,0.3843381750904368,1.208395740389824,216,100,0.8536610382795334,1.0,10.100000000000009,278.33,-0.006340070329242735
4.96,0.011493572974577546,808000,1.2959352952241898,0.3408128375772235,1.2659697234630585,215,101,0.8722966146469117,1.9000000000000004,11.0,271.7,-0.004367603449500166
5.31,0.014551526755094529,816000,1.4659600871801377,0.3848993336870025,1.2696837544441224,215,102,0.8434671849012375,2.0,11.0,284.09,-0.0027664113161154093
5.53,0.01422319711651653,824000,1.4582811844348909,0.38137161932612806,1.2750500357151031,216,103,0.8350240296125412,2.0,11.0,297.31,-0.0008506684593157843
5.7,0.017153183883056044,832000,1.6120238196849823,0.3949995274293988,1.2435849070549012,216,104,0.796534458398819,2.0,11.0,317.48,-0.003234421963134082
5.97,0.013395798408892006,840000,1.424706927537918,0.3812405539591364,1.2355633199214935,216,105,0.839596980214119,2.9000000000000004,10.0,330.39,-0.004242067329760175
6.69,0.019099418711848556,848000,1.6650421541929246,0.4298244710654405,1.187985783815384,215,106,0.7421156150102616,3.0,12.0,346.82,-0.0036415155616123227
7.06,0.014844455728307367,856000,1.505615468621254,0.3799659580035057,1.2504361963272095,215,107,0.8190300023555755,3.0,12.0,351.74,-0.004100820609019138
6.97,0.01360846842173487,864000,1.4222537046670913,0.3663658020072812,1.2728205859661101,215,108,0.8444949150085449,3.0,13.0,343.45,-0.0001130275426839944
7.16,0.015361873116344214,872000,1.5156775814294816,0.3880972258936801,1.2894521129131318,215,109,0.8218496829271317,2.9000000000000004,13.0,350.47,-0.002675650574528845
6.9,0.015133006013929844,880000,1.4954929900169374,0.3967324072632947,1.227637279033661,215,110,0.8243162280321121,2.0,11.0,348.18,-0.006517717432288918
6.66,0.015082104564644396,888000,1.507587302327156,0.3735985340798195,1.2132232868671418,215,111,0.8372411930561066,2.0,11.0,334.79,-0.0016063771361950784
7.34,0.017118690905626864,896000,1.5979027241468429,0.3870799170792965,1.2046097528934478,215,112,0.7888493257761001,2.9000000000000004,11.100000000000009,352.83,-0.0047752456064336
7.67,0.01513190302066505,904000,1.5050136578083038,0.4005169446961871,1.1917606842517854,215,113,0.8249671739339829,2.9000000000000004,12.0,352.15,-0.005749986576120136
7.98,0.016677092625759542,912000,1.5749528896808624,0.41992837455216836,1.2391494488716126,215,114,0.7483331561088562,2.0,13.0,356.95,-0.003762720413360512
8.24,0.02168500202242285,920000,1.8115887022018433,0.4829532658813057,1.2025841319561004,215,115,0.7429099518060684,3.0,13.100000000000009,365.67,-0.006090842324192635
8.17,0.017714443155564367,928000,1.6285432994365692,0.4350218253736329,1.2130974650382995,215,116,0.8048630863428116,3.0,13.0,371.1,-0.0039248699837480675
8.28,0.018986440007574858,936000,1.654338474869728,0.4659026543277702,1.207160446047783,215,117,0.7804641503095627,3.0,14.0,374.62,-0.0059501075834850784
8.33,0.013605219128075987,944000,1.4266369134187697,0.3514207377338807,1.2329226851463317,215,118,0.8455490511655808,4.0,14.0,380.06,-0.002670965902507305
8.23,0.01917890736134723,952000,1.6988827949762344,0.4424510677809249,1.221274073123932,215,119,0.7577448999881744,4.0,13.0,379.69,-0.0027164903373341075
9.01,0.021140844756737352,960000,1.7771262258291245,0.4299650660148299,1.1820875692367554,215,120,0.7418891829252243,4.0,13.0,402.58,-0.006410052751889452
8.86,0.017200545710511505,968000,1.6126550716161727,0.42205348891074956,1.2389879417419434,215,121,0.8025899744033813,4.0,13.0,406.4,-0.0012638295697979629
8.76,0.016717858552001415,976000,1.5900164926052094,0.3994874515009266,1.239381411075592,215,122,0.8196524572372437,4.9,13.0,407.78,-0.0024692830181447787
8.69,0.015523188835941256,984000,1.538332962989807,0.3827698817108606,1.2375271928310394,215,123,0.8310615068674088,4.0,13.0,404.75,-0.007776903467820375
8.48,0.01601317723747343,992000,1.5515283560752868,0.4224104119972336,1.2000040465593338,215,124,0.8118155974149704,3.9000000000000004,13.100000000000009,398.98,-0.006698505604581442
8.43,0.016615441567264497,1000000,1.5795994865894318,0.42179412613821193,1.2119718480110169,215,125,0.8211825072765351,3.0,14.0,385.11,-0.001038540452136658
8.81,0.019268615180626513,1008000,1.7176180005073547,0.45059762011831206,1.2096245872974396,215,126,0.7824115461111069,3.0,14.0,388.99,-0.0058140666008694095
8.81,0.020313298613764345,1016000,1.7533901458978653,0.446625800112274,1.2183058989048003,215,127,0.7724193072319031,3.0,14.100000000000009,386.36,-0.0015014745478401893
9.47,0.025793889318592847,1024000,1.8144907182455063,0.547760441363031,1.2181748819351197,215,128,0.7323677361011505,4.0,15.100000000000009,409.36,-0.009119021460064687
9.67,0.020566546036861838,1032000,1.7597356867790221,0.4784550641915799,1.2159353804588318,215,129,0.7622938722372055,4.0,16.0,420.0,-0.005190710104470781
10.19,0.016925680777058007,1040000,1.60241674721241,0.4332439001050844,1.224673308134079,215,130,0.8079899311065674,4.9,16.10000000000001,443.65,-0.0005943699793715495
10.16,0.01543191958218813,1048000,1.5318925392627716,0.42624908747197765,1.1893869686126708,215,131,0.8389188170433044,4.9,16.0,448.98,-0.0070315741740341765
10.18,0.014449477489106357,1056000,1.4675675427913666,0.3787822085937406,1.1814273118972778,215,132,0.8384110510349274,5.0,15.0,451.66,-0.0007726546128105838
10.28,0.019802948241122068,1064000,1.7207404494285583,0.44848179944916416,1.1442496067285537,215,133,0.7864738196134567,5.0,15.0,451.67,-0.009378391611098777
10.42,0.021636983025819064,1072000,1.7351840037107467,0.4490272416758623,1.167118735909462,215,134,0.7644092130661011,5.0,15.0,458.55,-0.005526432440201461
10.36,0.020165863055735825,1080000,1.7437559872865678,0.4567511213462624,1.1885012328624724,215,135,0.7524280297756195,5.9,15.0,450.3,-0.0032592152000870556
10.79,0.02532935181632638,1088000,1.9607678401470183,0.5293181782174323,1.1149398267269135,215,136,0.7216945534944534,6.0,15.0,460.05,-0.003393632426259501
10.89,0.017203702251426877,1096000,1.6192327255010606,0.4305394215526628,1.1801736491918564,215,137,0.823723948597908,7.0,15.0,457.96,-0.004848022118094378
11.1,0.018763873311690986,1104000,1.6860514557361603,0.4707312913951211,1.1883060097694398,215,138,0.7667385065555572,7.0,16.10000000000001,469.4,-0.0006966460408875718
11.05,0.018409701543860138,1112000,1.6749673265218734,0.43906510515939096,1.2394407606124878,215,139,0.8005897468328476,7.0,15.100000000000009,466.26,-0.004249707554699853
10.78,0.01962689047213644,1120000,1.7265398806333543,0.4586434169352719,1.224436320066452,215,140,0.7815693020820618,7.0,15.0,461.94,-0.00591190908162389
10.87,0.020314104040153325,1128000,1.7268232440948486,0.43552298396584627,1.2057659685611726,215,141,0.7857720309495926,6.0,16.0,465.19,-0.0049050783587154005
10.81,0.017782423375174404,1136000,1.6159761190414428,0.4146028591173208,1.239591600894928,215,142,0.809820368885994,6.0,16.0,466.2,-0.006823694008635357
10.44,0.019023895859718323,1144000,1.6984784501791,0.4379968193838934,1.2262339115142822,216,143,0.7816733479499817,5.0,15.0,457.65,-0.0021268528187647464
10.57,0.01990418490488082,1152000,1.7348166990280152,0.4686457957391235,1.2184328413009644,216,144,0.7783744347095489,5.0,16.0,449.27,-0.006052708408678882
10.5,0.019496231141965838,1160000,1.7161024582386017,0.4511387168983113,1.2142069172859191,216,145,0.805225425362587,5.0,16.0,445.94,-0.004611747702001594
10.74,0.02025727274827659,1168000,1.736043610572815,0.4521010680966343,1.2146705162525178,216,146,0.7947050952911376,5.0,16.0,453.72,-0.005752789028920233
10.31,0.01853926057461649,1176000,1.680236696600914,0.43917362957126377,1.2089547395706177,216,147,0.7827328026294709,5.0,15.0,443.26,-0.004057256241794676
10.94,0.01936697428114712,1184000,1.7157296460866929,0.4564906242222424,1.2109432852268218,216,148,0.7951563864946365,5.9,15.100000000000009,456.47,-0.007866071052267215
10.8,0.01869172139558941,1192000,1.675932201743126,0.4385500450145562,1.2068993759155273,216,149,0.7688545030355454,6.0,15.100000000000009,457.96,-0.0013508296711370348
11.07,0.019716708809137343,1200000,1.7286954832077026,0.4459479553900858,1.2135824143886567,216,150,0.7842477428913116,6.0,16.0,470.44,-0.0058138598129153255
11.08,0.01952265778090805,1208000,1.7289593482017518,0.4774117496980423,1.1817347073554993,216,151,0.8147351324558259,6.0,16.0,474.65,-0.008562039352254943
11.18,0.022713014385662974,1216000,1.8544896972179412,0.500658678696253,1.1395319128036498,216,152,0.7482615548372269,6.0,16.0,478.07,-0.005284619613230461
11.96,0.02235911997035146,1224000,1.8426375955343246,0.4876893522664891,1.173574469089508,216,153,0.7912961018085479,7.0,18.10000000000001,496.17,-0.003274464493151754
11.83,0.017666941280476748,1232000,1.6275775277614593,0.4333681298919266,1.1680200207233429,216,154,0.7812491828203201,7.0,18.0,497.82,-0.006968911970616319
11.61,0.014265116301830858,1240000,1.4653159296512603,0.37246845841238296,1.2113323783874512,216,155,0.8500668662786484,6.0,18.0,491.5,-0.0031071116693783553
11.56,0.018164025200530887,1248000,1.6414836382865905,0.42751237305015294,1.1969803667068482,217,156,0.7943060117959976,6.9,17.10000000000001,486.24,-0.0043388457942637616
11.74,0.01939938480965793,1256000,1.724976356625557,0.45501385141537376,1.1932339835166932,217,157,0.7634348648786545,7.0,18.0,495.62,-0.0034971391924773342
11.4,0.019908456597477198,1264000,1.7390190452337264,0.4871018755041947,1.1986522054672242,217,158,0.7861050206422806,7.0,17.0,490.7,-0.007386669755214825
11.63,0.021842038040049375,1272000,1.8119833540916443,0.46545363712562604,1.170416647195816,217,159,0.7606827872991562,7.0,17.0,495.25,-0.004353835170841194
11.72,0.021149183348752557,1280000,1.7918582099676132,0.4915148027591141,1.1334982633590698,217,160,0.7592264890670777,7.0,17.10000000000001,499.49,-0.0022625913708907317
12.3,0.020407051830552518,1288000,1.7502403044700623,0.454207711892766,1.1616198015213013,217,161,0.7660350304841995,7.0,18.0,513.25,-0.0004508758071460761
12.64,0.022213379316963256,1296000,1.8223003125190735,0.5004079428263829,1.1629965138435363,217,162,0.7562599575519562,7.9,18.0,527.24,-0.0029176598554477096
13.56,0.025409659184515477,1304000,1.9263318449258804,0.5289227566887299,1.1145562237501145,217,163,0.7366920173168182,8.0,19.10000000000001,550.58,-0.010997995007201097
13.82,0.022117253253236414,1312000,1.829342348575592,0.5137513820469157,1.1724566447734832,217,164,0.7853348302841187,8.0,20.10000000000001,557.63,-0.008544544731557835
14.19,0.024043929553590714,1320000,1.9057951378822326,0.5501897134381258,1.1442085897922516,217,165,0.7420998704433441,8.0,21.0,560.77,-0.008260125980013982
14.24,0.01853760945145041,1328000,1.6771227955818175,0.470797232391614,1.1661305189132691,217,166,0.8053670477867126,9.0,21.0,563.41,-0.0033374450169503687
14.15,0.02165962102357298,1336000,1.8130082190036774,0.47990797517656936,1.1686678695678712,217,167,0.7553513312339782,9.0,20.0,560.56,-0.0029082306870259343
14.3,0.019224531124345957,1344000,1.7188731569051743,0.468444530373365,1.178378587961197,217,168,0.7922784835100174,9.0,21.0,557.68,-0.0015657888609712245
14.3,0.02304947154596448,1352000,1.8592232650518417,0.5259991523409557,1.13721604347229,217,169,0.7315247285366059,9.0,21.0,557.35,-0.008560098695597844
14.25,0.022428427855484188,1360000,1.832624438405037,0.5024238110453115,1.1448323279619217,217,170,0.759164069890976,9.0,21.0,555.35,-0.002285059881396592
14.31,0.02318169075995684,1368000,1.8752444505691528,0.4822560082065047,1.182570834159851,217,171,0.7464922171831131,9.0,21.0,556.92,-0.005455669771909016
14.64,0.026984005686827003,1376000,2.025743733048439,0.5511217662133698,1.1763410741090774,217,172,0.7163215959072113,9.0,21.0,561.36,-0.00829654861241579
14.87,0.024660143083892763,1384000,1.9131664693355561,0.5302209395226233,1.1426782029867173,217,173,0.7654700928926468,9.0,21.0,567.44,-0.006989419206511229
15.32,0.02384805873502046,1392000,1.8886588960886002,0.5212681733135875,1.1611941397190093,217,174,0.7290028369426728,9.0,22.0,577.18,-0.009086882203118875
