episode_length,explained_variance,model_prob_std,PMM:episode_rewards,grad_norm,policy_gradient_loss,policy_entropy,epoch_idx,avg_q_retraced,policy_gradient_bias_correction,q_loss,P09:episode_rewards,P01:episode_rewards,frames,fps,policy_loss,rollout_prob_std,avg_q_selected,advantage_norm
3324.5,-1738.7381300215116,1.7532912403074982e-05,0.0,2.228277769032978e-06,2.6758505230948237e-08,2.1972252907891754,184,-2.8637700669591857e-06,0.0,6.310517893959756e-10,0.0,0.0,1324800,338,2.6758505230948237e-08,2.2652786020845992e-05,-3.183082597553236e-06,0.00017565033075923433
3324.5,-426.52305887190124,1.9431034501359717e-05,0.0,2.538695096176053e-06,1.0947270693050703e-07,2.197225217229475,185,-2.6123188105321444e-06,0.0,9.007931564447602e-10,0.0,0.0,1332000,338,1.0947270693050703e-07,2.571454171385523e-05,-2.3729264225863667e-06,0.00019278198256261948
3324.5,-1472.3610392207001,2.0343054059157878e-05,0.0,2.36123671053178e-06,1.3497769446034105e-07,2.197225290413887,186,-2.7443880882993016e-06,0.0,8.198050332663601e-10,0.0,0.0,1339200,338,1.3497769446034105e-07,2.6295749128257018e-05,-2.633002496318388e-06,0.00020316419995049996
3324.5,-590.2180021578375,2.4832403246589835e-05,0.0,2.9658359001877637e-06,4.277856641532223e-08,2.1972252715640255,187,-3.484750158384211e-06,0.0,1.2087934867042982e-09,0.0,0.0,1346400,338,4.277856641532223e-08,2.9865830160729547e-05,-3.1389371861559787e-06,0.00026205310588664553
3324.5,-819.315692052103,2.6357903435375245e-05,0.0,3.365952514932507e-06,1.1472711399538071e-08,2.197225238851139,188,-3.670611798551388e-06,0.0,1.3262110508322163e-09,0.0,0.0,1353600,338,1.1472711399538071e-08,3.265348662168998e-05,-3.856960572489487e-06,0.00027004249941756244
3324.62,-1071.232747992706,2.6062338603987617e-05,0.0,3.6224513791209516e-06,1.4156039380630768e-07,2.197225233310114,189,-3.2252601624774737e-06,0.0,1.5900144331934266e-09,0.0,0.0,1360800,338,1.4156039380630768e-07,3.164840783474947e-05,-3.2157614687246517e-06,0.0002738711991515735
3324.62,-1236.5562863906036,1.9130345587264644e-05,0.0,2.503051163153715e-06,1.0604193585826567e-08,2.1972252747842242,190,-2.435840435527318e-06,0.0,8.919334289543268e-10,0.0,0.0,1368000,338,1.0604193585826567e-08,2.325508575887294e-05,-2.4322617832841575e-06,0.0001941916096084741
3324.62,-1085.7787591471981,2.068423764873492e-05,0.0,2.5302109523846633e-06,3.825054599252806e-09,2.197225280315501,191,-2.1101469894877186e-06,0.0,9.333464731498065e-10,0.0,0.0,1375200,338,3.825054599252806e-09,2.6231689023082554e-05,-2.0362202219629592e-06,0.00020832183765990303
3324.62,-393.22852870814387,2.4097776682621104e-05,0.0,2.7105512068344026e-06,5.685960976972803e-08,2.197225247328243,192,-1.8334842565832016e-06,0.0,1.0485633369304276e-09,0.0,0.0,1382400,338,5.685960976972803e-08,2.8668780071527742e-05,-2.02929341512906e-06,0.00023928031137897068
3324.62,-1340.4466424414375,2.1588507932812995e-05,0.0,2.7450164328093026e-06,7.411967952739498e-09,2.197225255625589,193,-1.0484919619376087e-06,0.0,9.853979835608531e-10,0.0,0.0,1389600,338,7.411967952739498e-09,2.7227644656203126e-05,-1.6372771948511057e-06,0.00021891215631280637
3324.47,-279.4782022857698,2.55552007900071e-05,0.0,2.858489459600659e-06,-2.4333384895201676e-08,2.197225267376218,194,-9.502031561675235e-07,0.0,1.241344668347412e-09,0.0,0.0,1396800,338,-2.4333384895201676e-08,3.0331372766171763e-05,-8.913565024594001e-07,0.00025334635717849294
3324.47,-2347.933568968375,1.6469549974346363e-05,0.0,2.2200914947751148e-06,-3.4436766194323504e-08,2.197225295116031,195,-2.5629698405360554e-07,0.0,7.01191063017071e-10,0.0,0.0,1404000,338,-3.4436766194323504e-08,2.0687806939526535e-05,-2.2192464649820626e-07,0.00017500036720327394
3324.47,-231.22964078379684,2.189301476391246e-05,0.0,3.0670046160006237e-06,3.5370194745832806e-08,2.197225247331397,196,-9.199279984166163e-07,0.0,1.067751442119608e-09,0.0,0.0,1411200,338,3.5370194745832806e-08,2.6979453181460698e-05,-7.020401288301087e-07,0.00024139005840926009
3324.47,-2520.5332682541243,1.9691059060607677e-05,0.0,2.242223764953779e-06,1.0638635585858399e-07,2.1972252874052716,197,-4.582971715431641e-07,0.0,8.868139386569189e-10,0.0,0.0,1418400,338,1.0638635585858399e-07,2.39159766367188e-05,-6.646593583490043e-07,0.00018802851564963985
3324.47,-458.62285907340606,2.490503236567701e-05,0.0,2.8581311488959556e-06,3.738037806912686e-08,2.197225255442675,198,-3.6067299638617294e-07,0.0,1.0897728216098746e-09,0.0,0.0,1425600,338,3.738037806912686e-08,2.9603218846935444e-05,-4.443949689073275e-07,0.00024101691954768952
3324.47,-747.9546363749802,2.1321019458745682e-05,0.0,2.4133540651926477e-06,6.653946442513642e-10,2.1972252988436867,199,-5.884732796633343e-07,0.0,1.0013072870612877e-09,0.0,0.0,1432800,338,6.653946442513642e-10,2.5689659693793625e-05,-6.869161745144615e-07,0.00021531096900521943
3324.54,-1521.9287160574697,2.2421834628334128e-05,0.0,2.845748499563019e-06,-3.361939194128925e-08,2.1972252640017755,200,-6.855469967511024e-07,0.0,1.1045124022097426e-09,0.0,0.0,1440000,338,-3.361939194128925e-08,2.586599943045019e-05,-6.1275643844001e-07,0.0002269885685846617
3324.54,-1250.5604709475917,2.0625497335120277e-05,0.0,2.566455606465209e-06,3.7628006879213626e-10,2.1972252459784665,201,-9.937851261864952e-07,0.0,1.1357804186410773e-09,0.0,0.0,1447200,338,3.7628006879213626e-10,2.482554231856659e-05,-7.735407514666176e-07,0.00020191179513350077
3324.54,-1000.0813690456702,1.823224418958471e-05,0.0,2.0747208548091645e-06,2.7270292359139418e-08,2.1972252880107788,202,-1.318107660676135e-06,0.0,7.525976856815841e-10,0.0,0.0,1454400,338,2.7270292359139418e-08,2.2533029202746106e-05,-1.0610898399238387e-06,0.00017229040504902957
3324.54,-719.3638948853937,2.1892108892380125e-05,0.0,2.4133909211028997e-06,-8.865371856437641e-09,2.197225298364326,203,-1.4979940795067103e-06,0.0,9.978330538806018e-10,0.0,0.0,1461600,338,-8.865371856437641e-09,2.632857010699248e-05,-2.1181137766522925e-06,0.00021686390050163067
3324.54,-1458.503895597401,1.9343676327861114e-05,0.0,2.2126421280333707e-06,-3.0896834038716244e-08,2.1972253016063146,204,-5.801291918793534e-07,0.0,8.315468660926331e-10,0.0,0.0,1468800,338,-3.0896834038716244e-08,2.3713914007800433e-05,-3.3986064246857357e-07,0.0001994623385984919
3324.62,-93.74651902499481,2.8540019000742902e-05,0.0,3.4763082597161927e-06,-3.8620267097520194e-08,2.1972252592655144,205,-2.1541908078023107e-06,0.0,1.6536827310965224e-09,0.0,0.0,1476000,338,-3.8620267097520194e-08,3.32554005996278e-05,-1.7729157893710172e-06,0.00030324621665417574
3324.62,-1780.5108636706498,1.7028979338646427e-05,0.0,1.950124116119077e-06,8.598103445348058e-08,2.1972252534590075,206,-8.242908217847946e-07,0.0,6.752609487067114e-10,0.0,0.0,1483200,338,8.598103445348058e-08,2.1260522678814038e-05,-9.27978941971844e-07,0.00017904136831086746
3324.62,-390.8850418080319,1.6648457897130234e-05,0.0,2.0962082094351017e-06,9.333816789365385e-08,2.1972253155897534,207,-4.945479797785743e-07,0.0,6.42089163647989e-10,0.0,0.0,1490400,338,9.333816789365385e-08,2.0685874948859e-05,-3.4751402598156873e-07,0.00018262768497273452
3324.62,-1139.353289978121,1.951527151301833e-05,0.0,2.4214713818295077e-06,-5.881807909928858e-09,2.1972253110013846,208,-9.267225807768291e-07,0.0,9.57657070108986e-10,0.0,0.0,1497600,338,-5.881807909928858e-09,2.4575694342506154e-05,-5.529243617174637e-07,0.0002190914309174123
3324.62,-363.780814745833,2.2807731603539994e-05,0.0,2.4848374358056726e-06,3.2773719317789695e-08,2.197225282854504,209,-1.438930873801171e-06,0.0,9.561540440294084e-10,0.0,0.0,1504800,338,3.2773719317789695e-08,2.7143997330269234e-05,-1.2855176772511479e-06,0.0002451934157279349
3324.62,-1341.5295124442803,1.9915070117064273e-05,0.0,2.1653421459167913e-06,-5.104262034682355e-08,2.197225292671925,210,-9.386718087132379e-07,0.0,8.506257728730463e-10,0.0,0.0,1512000,338,-5.104262034682355e-08,2.3731527907818453e-05,-9.418658009288282e-07,0.00020489106990855934
3324.6,-1040.5599276722269,2.2677858268686498e-05,0.0,2.8134129287575087e-06,-4.837153308946826e-08,2.1972252311180167,211,-1.190450915242266e-06,0.0,1.2331593749411688e-09,0.0,0.0,1519200,338,-4.837153308946826e-08,2.654579591453669e-05,-9.1623313743484e-07,0.00025272115991967713
3324.6,-1288.400614112398,1.666906105188424e-05,0.0,1.9258936346475063e-06,7.585138755854088e-09,2.1972252882000003,212,-8.169044301358312e-07,0.0,6.771175466732385e-10,0.0,0.0,1526400,338,7.585138755854088e-09,2.116250000320121e-05,-5.113924630370541e-07,0.0001745055832753605
3324.6,-775.7665838241323,1.6434413067573197e-05,0.0,1.9495525395828563e-06,1.829420136494013e-08,2.197225289710615,213,-1.1044197483414426e-06,0.0,7.753769732201687e-10,0.0,0.0,1533600,338,1.829420136494013e-08,2.0345395811022422e-05,-1.2458665101934336e-06,0.00018091232157436924
3324.6,-680.0862196357957,2.2143976701773452e-05,0.0,2.487753577321849e-06,2.346678764458936e-08,2.1972252566619375,214,-8.944277095311612e-07,0.0,9.13053749175259e-10,0.0,0.0,1540800,338,2.346678764458936e-08,2.5928273697960607e-05,-1.0786754728633387e-06,0.00023717887032942506
3324.6,-1045.3814796774382,1.859559620327302e-05,0.0,2.131197506477379e-06,-7.865195682391123e-08,2.197225330525605,215,-8.052487608883327e-08,0.0,7.49855470394106e-10,0.0,0.0,1548000,337,-7.865195682391123e-08,2.271081294782648e-05,-1.6099358856746802e-09,0.00019408267627839935
3324.74,-141.6904998482945,2.7194103036775242e-05,0.0,3.248914187021609e-06,-1.7094280946378137e-07,2.1972252468078852,216,4.8549268959551e-08,0.0,1.3653077221072183e-09,0.0,0.0,1555200,337,-1.7094280946378137e-07,3.146819755473853e-05,2.1684047427997512e-07,0.00027971069071619324
3324.73,-1587.809321191459,1.9700520678805604e-05,0.0,2.424200669847692e-06,1.012247268384603e-08,2.1972252864213218,217,3.680050180182257e-07,0.0,9.215051335069511e-10,0.0,0.0,1562400,337,1.012247268384603e-08,2.3748916763347176e-05,2.2341282436791277e-07,0.00020676462356233562
3324.73,-567.6140226307485,1.5311017988421435e-05,0.0,1.7232097747544668e-06,-1.3039504426832285e-08,2.1972252523684053,218,9.852946770985952e-07,0.0,4.5119471618199336e-10,0.0,0.0,1569600,337,-1.3039504426832285e-08,1.907625718888343e-05,8.471108306681871e-07,0.0001650482090383532
3324.73,-1284.251268846238,1.5385332710007774e-05,0.0,1.6701754072231919e-06,-5.412690293592109e-08,2.1972253021929,219,1.0622164160368004e-06,0.0,5.754905666124043e-10,0.0,0.0,1576800,337,-5.412690293592109e-08,1.906822072990742e-05,1.2236814417748623e-06,0.00017181287341918385
3324.73,-348.9595223046973,2.1830718470158157e-05,0.0,2.2273607663528894e-06,-9.74461238497498e-09,2.1972253070211916,220,6.837545222978272e-07,0.0,7.611663414237685e-10,0.0,0.0,1584000,337,-9.74461238497498e-09,2.5543447254130845e-05,8.370115916990989e-07,0.0002140367898482502
3324.73,-1175.0869451784017,1.668606091396204e-05,0.0,1.862737431063242e-06,-6.433512637273887e-08,2.197225326924097,221,9.515625557565865e-07,0.0,6.234332275396832e-10,0.0,0.0,1591200,337,-6.433512637273887e-08,2.062226257553496e-05,9.858748045551581e-07,0.00018488105392393392
3324.84,-1873.5314240078826,2.2168708908937397e-05,0.0,2.5926615579267595e-06,-6.064104090315647e-09,2.1972252206638374,222,4.94544763272853e-07,0.0,1.0666828878305653e-09,0.0,0.0,1598400,337,-6.064104090315647e-09,2.605737037364568e-05,7.612681898484232e-07,0.0002407905707438265
3324.84,-1635.4980699707025,1.679347841570147e-05,0.0,2.0838677341876857e-06,-5.289715365832741e-08,2.197225282381451,223,8.6287985896381e-07,0.0,6.612935022572084e-10,0.0,0.0,1605600,337,-5.289715365832741e-08,2.031753154119723e-05,1.1458962110042066e-06,0.00018136469403041625
3324.84,-805.37319209341,1.8504745921903676e-05,0.0,2.2358525642522976e-06,-6.745425102032301e-08,2.1972252504314698,224,3.2703367515198056e-07,0.0,8.440318608365529e-10,0.0,0.0,1612800,337,-6.745425102032301e-08,2.278081839342522e-05,6.86705767200958e-07,0.0002037964928600678
3324.84,-663.8182138987949,1.7363245996617725e-05,0.0,1.8086734858283919e-06,3.28740142623437e-08,2.1972252709146525,225,4.933782764193586e-07,0.0,6.867307842511368e-10,0.0,0.0,1620000,337,3.28740142623437e-08,2.1150042182732306e-05,3.29106903159664e-07,0.0001877915478245097
3324.84,-1654.3266330736028,1.6582465864110744e-05,0.0,1.8037307464844644e-06,6.707312037946018e-08,2.1972253245209887,226,8.609984733858052e-07,0.0,6.047989417400514e-10,0.0,0.0,1627200,337,6.707312037946018e-08,1.9664282006003243e-05,6.78173504975008e-07,0.00018423798955692836
3324.84,-366.96975100807407,1.917331445187657e-05,0.0,1.9442340405092097e-06,-1.036253665100428e-07,2.1972252767268943,227,5.570035375476632e-07,0.0,6.554603738149531e-10,0.0,0.0,1634400,337,-1.036253665100428e-07,2.2797311593368975e-05,7.37726981628055e-07,0.00020256270899666998
3324.8,-1542.165683922206,1.634780734704803e-05,0.0,1.8961091718822793e-06,-8.991535129240089e-08,2.1972252880139322,228,1.2969491396723496e-06,0.0,7.202579262121751e-10,0.0,0.0,1641600,337,-8.991535129240089e-08,1.959087586802223e-05,1.412506052543562e-06,0.00017213737352460523
3324.8,-617.3783394153031,1.6186239768871845e-05,0.0,2.2749788317514463e-06,-5.078701963223069e-08,2.197225288064392,229,1.2384258824772166e-06,0.0,7.366939819781718e-10,0.0,0.0,1648800,337,-5.078701963223069e-08,1.9444393333382475e-05,1.3541315092998235e-06,0.0002013856666887069
3324.8,-1208.4155336005945,1.557313688990882e-05,0.0,1.7370338933768677e-06,-1.5946791655788727e-08,2.1972253161319006,230,8.115543349416171e-07,0.0,5.353131762213717e-10,0.0,0.0,1656000,337,-1.5946791655788727e-08,1.8679594036934167e-05,9.603553041655655e-07,0.0001643799964177914
3324.8,-110.42776252245146,2.2663168999246956e-05,0.0,2.4262291785139016e-06,-6.669909888780431e-08,2.1972252882,231,3.099765577932851e-08,0.0,1.0203540787997728e-09,0.0,0.0,1663200,337,-6.669909888780431e-08,2.613300474145432e-05,9.17455529181145e-08,0.00023830997299906844
3324.8,-1432.1549641924335,1.7886274023305414e-05,0.0,2.385055176287108e-06,-3.793904420446928e-08,2.1972252805907315,232,8.037843640261106e-07,0.0,8.167300780175419e-10,0.0,0.0,1670400,337,-3.793904420446928e-08,2.1321833586015716e-05,8.306436782723752e-07,0.00020296422635685885
3324.65,-755.7703790438427,2.6852380795235777e-05,0.0,3.1960270233605847e-06,2.523384566982916e-08,2.197225212022741,233,-5.985969368978097e-07,0.0,1.4725010214293468e-09,0.0,0.0,1677600,337,2.523384566982916e-08,2.9857335513246237e-05,-1.0714800184697602e-06,0.0002848292909599514
3324.65,-1640.3678815583264,1.4752732980490218e-05,0.0,1.7359900061681809e-06,-5.193258544893063e-09,2.197225310045575,234,1.7562930802456577e-06,0.0,5.86327596975382e-10,0.0,0.0,1684800,337,-5.193258544893063e-09,1.7601298572354526e-05,1.4169613733931668e-06,0.0001604598080127058
3324.65,-425.65741733705397,1.5095950303881875e-05,0.0,1.7261225241725936e-06,-9.677449851217827e-08,2.197225306453528,235,1.7947449275665164e-06,0.0,5.528311490377441e-10,0.0,0.0,1692000,337,-9.677449851217827e-08,1.8063231667591486e-05,1.946955409302308e-06,0.00016330028477024177
3324.65,-827.3034518744076,1.6285208382071466e-05,0.0,1.6573665365273987e-06,-9.12954814174113e-08,2.197225277594158,236,1.6274832560115983e-06,0.0,5.62867154316646e-10,0.0,0.0,1699200,337,-9.12954814174113e-08,1.9632634317287417e-05,1.4009055546463033e-06,0.0001738712174572506
3324.65,-988.3767084747836,1.906526303481578e-05,0.0,2.1895201908997228e-06,-1.049002176211509e-07,2.197225288900118,237,1.8237523678684384e-06,0.0,7.509788451803264e-10,0.0,0.0,1706400,337,-1.049002176211509e-07,2.2425745847914205e-05,1.971335511280851e-06,0.0001991048800678994
3324.65,-405.11670577238635,2.0223862920933323e-05,0.0,2.32616115370961e-06,-5.125716500324391e-08,2.1972252842168962,238,1.7017187985217113e-06,0.0,8.866563249478696e-10,0.0,0.0,1713600,337,-5.125716500324391e-08,2.3144757820509152e-05,1.3501043872070004e-06,0.00021898360499024482
3324.84,-1592.240258961271,1.5694438799795926e-05,0.0,1.6675295925427521e-06,-9.588039292834214e-08,2.1972252679794324,239,2.7884361548603753e-06,0.0,5.809352211610292e-10,0.0,0.0,1720800,336,-9.588039292834214e-08,1.8541256585621156e-05,2.7872617249618326e-06,0.00016200725107032123
3324.84,-632.4126362059609,1.378554654604072e-05,0.0,1.4788778581573623e-06,-8.105850781776473e-08,2.197225333660368,240,3.178117788855789e-06,0.0,4.3758712712452246e-10,0.0,0.0,1728000,336,-8.105850781776473e-08,1.6473002250143234e-05,3.2677854358927525e-06,0.00014706586935039648
3324.84,-1222.2392738391927,1.4979393716377024e-05,0.0,1.6643778079525546e-06,-8.750274014571866e-08,2.1972252936401064,241,2.9192118309555106e-06,0.0,4.834787112256094e-10,0.0,0.0,1735200,336,-8.750274014571866e-08,1.797794534401539e-05,3.003940885787366e-06,0.00016039408334966252
3324.84,-108.67593627522231,1.88037412428148e-05,0.0,1.8860606926372129e-06,-1.0013462494805903e-07,2.197225317586036,242,2.3598889220484883e-06,0.0,6.766578792890884e-10,0.0,0.0,1742400,336,-1.0013462494805903e-07,2.2058653749083278e-05,2.3722058187635698e-06,0.00019825583248615642
3324.84,-1591.6086662395512,1.5795890273110786e-05,0.0,1.8109790742378812e-06,4.140442997949751e-08,2.1972252852576117,243,3.077793073169049e-06,0.0,6.291504018965831e-10,0.0,0.0,1749600,336,4.140442997949751e-08,1.863694611869512e-05,3.125532183624624e-06,0.00016957073327635017
3324.86,-364.23611858370447,2.1160351740898253e-05,0.0,2.3250097071853273e-06,-1.9634579168668633e-08,2.19722525692806,244,1.9336355751048152e-06,0.0,8.143256699527098e-10,0.0,0.0,1756800,336,-1.9634579168668633e-08,2.4235328447016056e-05,2.146979211962651e-06,0.00023135185443519073
3324.86,-1787.889200193409,1.4387511493340743e-05,0.0,1.6071454581327012e-06,-9.277523825849315e-08,2.1972252870741347,245,2.599164525160328e-06,0.0,5.091903627662282e-10,0.0,0.0,1764000,336,-9.277523825849315e-08,1.716595057368228e-05,2.592074360599891e-06,0.00015714992268042144
3324.86,-360.6219161626744,1.625353493504836e-05,0.0,1.7719860303477721e-06,-3.009805871272296e-08,2.197225269211663,246,2.8051223105355365e-06,0.0,5.931762143816022e-10,0.0,0.0,1771200,336,-3.009805871272296e-08,1.9538161195973607e-05,2.5411209623221653e-06,0.00017111533477661274
3324.86,-905.868033981697,1.7161393618630248e-05,0.0,1.847975205815669e-06,-8.780193581455218e-08,2.1972252824949843,247,3.054390154150475e-06,0.0,6.085949642098078e-10,0.0,0.0,1778400,336,-8.780193581455218e-08,2.0580871434137615e-05,3.202919666308608e-06,0.00018670634351294107
3324.86,-855.0689247401082,1.6696450991106748e-05,0.0,1.7197438419015782e-06,-6.186120398012282e-08,2.1972252797228946,248,2.820719951907606e-06,0.0,5.899203645296263e-10,0.0,0.0,1785600,336,-6.186120398012282e-08,1.9508982437314674e-05,2.969066860563614e-06,0.00017090709298066885
3324.86,-769.8283963459887,1.6308663368571466e-05,0.0,1.5702744047608164e-06,-8.317921073773438e-08,2.197225306097162,249,2.8304287877639813e-06,0.0,5.952684335710751e-10,0.0,0.0,1792800,336,-8.317921073773438e-08,1.9241194680241743e-05,2.8883763109442956e-06,0.00017541318868672783
3324.97,-1545.7642021769445,1.5965169397920587e-05,0.0,1.840824809031506e-06,-7.656740562202895e-08,2.1972253214366853,250,3.1015414509949085e-06,0.0,6.753889068108444e-10,0.0,0.0,1800000,336,-7.656740562202895e-08,1.886962552221939e-05,2.889703234188618e-06,0.00018519424154455328
3324.97,-788.2478329509119,1.4817735748432935e-05,0.0,1.6263992747300534e-06,-9.3442245509242e-08,2.197225297875505,251,3.401235851639672e-06,0.0,4.937769991328057e-10,0.0,0.0,1807200,336,-9.3442245509242e-08,1.7781940796384127e-05,3.312839525712899e-06,0.000164370893575501
3324.97,-901.6284573238992,1.5321379693168926e-05,0.0,1.5952244063275282e-06,-1.130231869333003e-07,2.19722526586245,252,3.2419265618537795e-06,0.0,5.035589167371044e-10,0.0,0.0,1814400,336,-1.130231869333003e-07,1.831454952667043e-05,3.2904655125888903e-06,0.00016077843763498463
3324.97,-267.176774422038,2.1165200811201257e-05,0.0,2.1612023268657104e-06,-2.9418611872018267e-08,2.197225279934677,253,2.9299952531528847e-06,0.0,8.05566406455652e-10,0.0,0.0,1821600,336,-2.9418611872018267e-08,2.4218848039130195e-05,2.9281227049735277e-06,0.00021897192606816414
3324.97,-1365.823296831856,1.501972772939237e-05,0.0,1.813600198860997e-06,-1.2545114146618574e-07,2.1972252785118798,254,3.319244564792938e-06,0.0,5.890410146502665e-10,0.0,0.0,1828800,336,-1.2545114146618574e-07,1.7712429234449707e-05,3.3948111919778776e-06,0.00016843191652459236
3324.85,-502.61396814884023,2.059835040650374e-05,0.0,2.225164359325803e-06,-1.6950710943125648e-07,2.1972252407433497,255,2.618656644273187e-06,0.0,9.776415118000847e-10,0.0,0.0,1836000,336,-1.6950710943125648e-07,2.3007895234676563e-05,2.642926791540997e-06,0.000218949775284634
3324.85,-2181.669383249018,1.3111904608562268e-05,0.0,1.3108533228979586e-06,-6.831817674295907e-08,2.197225295194873,256,3.7345912934452465e-06,0.0,4.41648359034346e-10,0.0,0.0,1843200,336,-6.831817674295907e-08,1.5559954564955198e-05,3.7032772126224897e-06,0.00013121591319135092
3324.85,-286.28757965193546,1.390280128806511e-05,0.0,1.6128220236671187e-06,-1.5811122118180851e-07,2.1972252913032255,257,3.3444132518265136e-06,0.0,5.129574813952255e-10,0.0,0.0,1850400,336,-1.5811122118180851e-07,1.6323516217037574e-05,3.625103950398282e-06,0.00015189352821778356
3324.85,-1406.7732058587653,1.3190435921715816e-05,0.0,1.2815026357469152e-06,-3.7190153217743315e-08,2.197225259583463,258,3.2559623152759405e-06,0.0,3.7788010250348836e-10,0.0,0.0,1857600,336,-3.7190153217743315e-08,1.5687654024446377e-05,3.308229332919918e-06,0.0001386018694632557
3324.85,-640.6051755701077,1.623714464968888e-05,0.0,1.8316973966440576e-06,-7.456918464018287e-08,2.1972252946997446,259,3.0671388586143614e-06,0.0,5.925225045431983e-10,0.0,0.0,1864800,336,-7.456918464018287e-08,1.9044368764774223e-05,3.059396352735606e-06,0.0001859303265885186
3324.85,-800.7473052364178,1.656064981880317e-05,0.0,1.7453077710152468e-06,-4.960429858811746e-08,2.1972252794106804,260,3.097997932209232e-06,0.0,5.798163706932348e-10,0.0,0.0,1872000,336,-4.960429858811746e-08,1.898103870018835e-05,2.8872655772445234e-06,0.00018026596765783028
3324.73,-1373.6637530248443,1.7299713981654823e-05,0.0,1.909452580824233e-06,-1.395318764408792e-07,2.1972252602078925,261,2.959522616658548e-06,0.0,7.138397888767233e-10,0.0,0.0,1879200,336,-1.395318764408792e-07,1.9635588720290573e-05,3.0623610278329335e-06,0.00018754853228776625
3324.73,-1046.2590723452952,1.4378126878079908e-05,0.0,1.6060956149802153e-06,-7.498306506473522e-08,2.1972252310268465,262,3.381797308116808e-06,0.0,4.6145325223905094e-10,0.0,0.0,1886400,336,-7.498306506473522e-08,1.6700373480063722e-05,3.2440773042119973e-06,0.0001526783604730617
3324.73,-1488.0073190456299,1.3939007420722263e-05,0.0,1.6564252158853705e-06,-6.504162240329406e-08,2.197225233373188,263,3.1167327098760977e-06,0.0,4.5072647171131964e-10,0.0,0.0,1893600,336,-6.504162240329406e-08,1.618024762454492e-05,3.3748005909137483e-06,0.00015402661253913284
3324.73,-374.59989809350407,1.6043300498231714e-05,0.0,1.554537568695571e-06,-8.517299127841504e-08,2.197225245631275,264,2.9983978434986088e-06,0.0,4.843804152502008e-10,0.0,0.0,1900800,336,-8.517299127841504e-08,1.8618340199099984e-05,3.105219046533209e-06,0.00017036406945728844
3324.73,-1380.0014174177877,1.3796587366739317e-05,0.0,1.4758892459726094e-06,-5.1434870128670044e-08,2.1972253259564893,265,2.8419028033740213e-06,0.0,4.78135159747502e-10,0.0,0.0,1908000,336,-5.1434870128670044e-08,1.6122849055270663e-05,3.0230206698842495e-06,0.000149009493474116
3324.7,-266.54113461955836,1.8769515338121097e-05,0.0,1.816645248092905e-06,-1.8496225394712128e-07,2.1972253149243257,266,2.144679016752052e-06,0.0,6.802387440112967e-10,0.0,0.0,1915200,336,-1.8496225394712128e-07,2.1379182761900245e-05,2.1817544605467077e-06,0.0001971352667841564
3324.7,-1984.0196969634203,1.1409361126862513e-05,0.0,1.1767000269777775e-06,-1.0175787303025222e-07,2.1972253177311054,267,3.0667481289669236e-06,0.0,3.8537370211443177e-10,0.0,0.0,1922400,336,-1.0175787303025222e-07,1.3481906643308984e-05,2.933382592777543e-06,0.00012102380000491906
3324.7,-102.07975086253471,1.4885984904860899e-05,0.0,1.7198286456983114e-06,-1.0257043304910506e-07,2.1972252554615967,268,2.58769064955451e-06,0.0,5.737334144018968e-10,0.0,0.0,1929600,336,-1.0257043304910506e-07,1.7428864750318976e-05,2.798026172227524e-06,0.00016625570123063012
3324.7,-1300.918646938419,1.3934822339617268e-05,0.0,1.3605122752605722e-06,-8.892683095898244e-08,2.1972252433136026,269,2.6216756607443137e-06,0.0,4.6515830526516047e-10,0.0,0.0,1936800,336,-8.892683095898244e-08,1.6237488285435994e-05,2.77127429170426e-06,0.00014157155182015525
3324.7,-431.6210454651855,1.7610951514859484e-05,0.0,1.963167431493757e-06,-8.844269402024267e-08,2.197225260844937,270,1.8158389649746725e-06,0.0,6.466472171286972e-10,0.0,0.0,1944000,336,-8.844269402024267e-08,2.001977501641426e-05,2.113760061206613e-06,0.00019847524898201414
3324.7,-793.0410983999097,1.7326552332565613e-05,0.0,1.7990579512415767e-06,-7.114859427385236e-08,2.1972252342246827,271,1.52526951205742e-06,0.0,6.643083716832395e-10,0.0,0.0,1951200,336,-7.114859427385236e-08,1.959252063836365e-05,1.5556882860893203e-06,0.00018322352036313484
3324.56,-1114.0202302896093,1.6572201671329992e-05,0.0,1.774639759064277e-06,8.354692037734524e-09,2.1972252805586217,272,1.64797051441107e-06,0.0,7.183271085648159e-10,0.0,0.0,1958400,336,8.354692037734524e-09,1.857177166857522e-05,1.5069938501921099e-06,0.00018046069936362663
3324.56,-1095.5254895859987,1.2315525343697402e-05,0.0,1.3548734041022998e-06,-2.0447382588123894e-08,2.197225312559062,273,2.1931303453598777e-06,0.0,3.860066591328499e-10,0.0,0.0,1965600,336,-2.0447382588123894e-08,1.4236503189738804e-05,2.1876140925398254e-06,0.0001382974866657541
3324.56,-759.9919962781761,1.3137784408673356e-05,0.0,1.4631514005802732e-06,-6.273862440637625e-08,2.197225282513906,274,1.97437255672385e-06,0.0,4.260588838394579e-10,0.0,0.0,1972800,336,-6.273862440637625e-08,1.5200744864541452e-05,2.2608786750671994e-06,0.0001494716224395113
