episode_length,explained_variance,model_prob_std,PMM:episode_rewards,grad_norm,policy_gradient_loss,policy_entropy,epoch_idx,avg_q_retraced,policy_gradient_bias_correction,q_loss,P09:episode_rewards,P01:episode_rewards,frames,fps,policy_loss,rollout_prob_std,avg_q_selected,advantage_norm
3324.75,-1220.6464569888215,0.0001311657716298393,0.0,4.2387966928888614e-05,7.507846993142018e-06,2.1972239014054793,29,-0.000354227678100061,0.0,4.869778361332256e-08,0.0,0.0,208800,366,7.507846993142018e-06,0.0014160493725949145,-0.0003601068961811828,0.0012571350526444564
3324.75,-233.45264311222803,0.00014477330644442396,0.0,4.6607254698549756e-05,7.520699297983027e-06,2.1972236714476634,30,-0.0003382325093324263,0.0,5.6283987362851976e-08,0.0,0.0,216000,366,7.520699297983027e-06,0.0015327386472099244,-0.00034242416088610687,0.0014032032539629626
3324.75,-916.1419922355507,0.000137645725062965,0.0,3.276700416327346e-05,7.636598361244956e-06,2.19722387187208,31,-0.000323382698943371,0.0,3.502751581163438e-08,0.0,0.0,223200,363,7.636598361244956e-06,0.0017113426691954894,-0.00032879909604782427,0.001335812496212307
3324.75,-959.9213507244132,0.00014988219874054732,0.0,3.750289038209424e-05,6.044394625853834e-06,2.197223633243924,32,-0.0002992470043474376,0.0,4.0055151024078634e-08,0.0,0.0,230400,363,6.044394625853834e-06,0.0012462948262733002,-0.00030200016623273273,0.0014788286405112718
3324.75,-658.1186083541093,0.0001446542292650178,0.0,3.377674530877072e-05,6.285659370132846e-06,2.1972238033189977,33,-0.000282641513352886,0.0,3.4394453171811275e-08,0.0,0.0,237600,361,6.285659370132846e-06,0.001601878781720039,-0.0002874259430145637,0.0013786655079292404
3324.875,-1250.5916744199478,0.00012326683297710878,0.0,3.196474894729488e-05,5.83754664291785e-06,2.197224067483047,34,-0.0002606227552641451,0.0,3.1933466493844886e-08,0.0,0.0,244800,361,5.83754664291785e-06,0.0013300996094559078,-0.0002635713288680076,0.0012263004256207227
3324.875,-723.1524851122862,0.0001090040914498536,0.0,3.0467250603851457e-05,5.424827980634718e-06,2.197224315824332,35,-0.0002447585771671834,0.0,2.9532201948438233e-08,0.0,0.0,252000,360,5.424827980634718e-06,0.0012643400828306725,-0.0002492013713993608,0.0010548207592649512
3324.875,-983.9091974576693,0.00011007936251245617,0.0,3.0049090828163177e-05,4.721504242598804e-06,2.1972242364996952,36,-0.00023168861281610878,0.0,2.4456150175492378e-08,0.0,0.0,259200,359,4.721504242598804e-06,0.0013599951507591958,-0.00023320797055064412,0.001102198918846596
3324.875,-282.37785343609164,0.00015060659470897183,0.0,3.585500013293951e-05,4.869042867921638e-06,2.197223736180199,37,-0.0002250547395525491,0.0,4.626756583769369e-08,0.0,0.0,266400,359,4.869042867921638e-06,0.0014543465840293245,-0.00022708024124089182,0.001455612351943735
3324.875,-1183.518260658147,0.000105379855167683,0.0,2.5011098290036268e-05,4.348110088413321e-06,2.1972243549331787,38,-0.0002056408538902317,0.0,2.2088456481262202e-08,0.0,0.0,273600,357,4.348110088413321e-06,0.0014403037004237034,-0.00020874018214921564,0.0010760666455019144
3324.7976190476193,-259.5311540540375,0.0001359673454377723,0.0,3.1201407479085516e-05,4.3511017599879655e-06,2.1972239321911777,39,-0.00019696221966119347,0.0,3.002297958747807e-08,0.0,0.0,280800,356,4.3511017599879655e-06,0.001543273528392025,-0.0001975627079538378,0.0013597254911448507
3324.7976190476193,-1601.5456911110061,9.222301349936776e-05,0.0,2.5150924373919953e-05,3.971917873975582e-06,2.1972245419309258,40,-0.00017783669151381773,0.0,1.6579823831821136e-08,0.0,0.0,288000,354,3.971917873975582e-06,0.001335136194592338,-0.00018046053996451,0.0009362439228206068
3324.7976190476193,-295.9317155255527,9.652036235185356e-05,0.0,2.9128920760632903e-05,3.528861988738116e-06,2.197224481837459,41,-0.0001693677995746608,0.0,2.5674603042951776e-08,0.0,0.0,295200,354,3.528861988738116e-06,0.0011242947268338486,-0.0001690253256124114,0.0009348539263993627
3324.7976190476193,-1104.6899447471565,9.011712722358009e-05,0.0,1.8261443855028293e-05,3.560814708576033e-06,2.197224562093403,42,-0.00016521595877937195,0.0,1.5002078923761906e-08,0.0,0.0,302400,353,3.560814708576033e-06,0.0012723323528056997,-0.00016647933456785395,0.000880236397517256
3324.7976190476193,-783.5449665128411,0.00010645870209737103,0.0,2.553282015975227e-05,3.2531493907619443e-06,2.1972242609195387,43,-0.00015793909758951075,0.0,2.224425819709935e-08,0.0,0.0,309600,353,3.2531493907619443e-06,0.0012627097382587019,-0.00015839970396834,0.0010977812775661885
3324.7976190476193,-970.69777244243,8.42585888964127e-05,0.0,1.9173126326862817e-05,3.385439924636746e-06,2.1972246489732985,44,-0.0001496681904183688,0.0,1.3011901242390349e-08,0.0,0.0,316800,352,3.385439924636746e-06,0.0010490410654194963,-0.00015213539012846194,0.0008722599392653503
3324.8958333333335,-1105.6304191115546,9.48520189385565e-05,0.0,2.014856991096904e-05,2.8557277745451286e-06,2.1972245460937896,45,-0.0001404450043559163,0.0,1.6876668762100033e-08,0.0,0.0,324000,352,2.8557277745451286e-06,0.001315467286017356,-0.00014258951079422589,0.0009595837291161455
3324.8958333333335,-1043.4412921209023,7.851591111884669e-05,0.0,1.8840788678168572e-05,3.1101411279758225e-06,2.1972247610890903,46,-0.00012989668873583586,0.0,1.409308607035521e-08,0.0,0.0,331200,351,3.1101411279758225e-06,0.0012582267887274446,-0.00013059390110760837,0.0008020307194001685
3324.8958333333335,-799.6408850995541,8.637143666364695e-05,0.0,2.5623007700349068e-05,2.6018307263631905e-06,2.197224462603135,47,-0.00012348808827679868,0.0,2.3642536230516152e-08,0.0,0.0,338400,351,2.6018307263631905e-06,0.0011509016011365398,-0.00012458457621077377,0.0008265301826716895
3324.8958333333335,-297.6695334952408,8.992375636797166e-05,0.0,2.0758065242430196e-05,2.7831590613759873e-06,2.197224600173178,48,-0.00012048109260181913,0.0,1.3307731192967057e-08,0.0,0.0,345600,350,2.7831590613759873e-06,0.0009135729273423257,-0.0001232160218814753,0.0009342887384198345
3324.8958333333335,-1603.3787263249405,7.276756886670097e-05,0.0,1.671621135344228e-05,2.301992659008575e-06,2.1972248241636487,49,-0.00011006822876937343,0.0,1.0814066465519679e-08,0.0,0.0,352800,350,2.301992659008575e-06,0.0010206993540542958,-0.00011097603472080664,0.0007672814210915629
3324.94,-267.92917845615636,9.3939746027154e-05,0.0,2.234422414073486e-05,2.030209129140686e-06,2.197224563947373,50,-0.00010512479122168515,0.0,1.7510684845510282e-08,0.0,0.0,360000,350,2.030209129140686e-06,0.0013872481468206472,-0.00010593137161040427,0.0009538410254988192
3324.94,-1839.9038692560462,6.480847154372677e-05,0.0,1.533331373164662e-05,2.3702876264971683e-06,2.1972248965596397,51,-9.904101517652936e-05,0.0,1.1506801694653187e-08,0.0,0.0,367200,350,2.3702876264971683e-06,0.0013140993598761772,-0.00010059576692275529,0.0006533794146163793
3324.94,-143.9441037085258,6.749640194579759e-05,0.0,1.8571502853133216e-05,1.8762822341823184e-06,2.1972248675741213,52,-9.299002789067878e-05,0.0,1.1997679754918686e-08,0.0,0.0,374400,350,1.8762822341823184e-06,0.0009271829447273319,-9.413390042845521e-05,0.0006925002815703091
3324.94,-1369.0383635378453,7.218411464740321e-05,0.0,1.6637032102271244e-05,2.472301524533131e-06,2.197224787975115,53,-9.181103645806574e-05,0.0,1.0085613954092e-08,0.0,0.0,381600,350,2.472301524533131e-06,0.0011876852981628605,-9.187079042339252e-05,0.0007571468623952916
3324.94,-390.82278022947764,8.544339098664318e-05,0.0,1.68501696107106e-05,1.6712356975797807e-06,2.1972246503861492,54,-8.862826961804694e-05,0.0,1.2677125075964115e-08,0.0,0.0,388800,349,1.6712356975797807e-06,0.0010173303161977755,-9.02734833902835e-05,0.0008882636590890185
3324.94,-947.3619263990151,7.732276162983298e-05,0.0,1.566571597777139e-05,1.5973938881710403e-06,2.197224697420206,55,-8.626128051724258e-05,0.0,1.2466956327231166e-08,0.0,0.0,396000,349,1.5973938881710403e-06,0.0011341380286668506,-8.672992291216572e-05,0.0008169972015717316
3324.91,-1150.183681096633,7.781396720841055e-05,0.0,1.7168771692197772e-05,1.7863038147190611e-06,2.1972247504084197,56,-8.493145930818477e-05,0.0,1.4276151941809237e-08,0.0,0.0,403200,349,1.7863038147190611e-06,0.0011667270757865294,-8.417960428535783e-05,0.0008319638284030116
3324.91,-1158.6304994930288,6.366310578229748e-05,0.0,1.515684596488893e-05,1.693126573593688e-06,2.1972249283235543,57,-7.985112083602756e-05,0.0,9.817766615838436e-09,0.0,0.0,410400,349,1.693126573593688e-06,0.0011180639339869608,-7.964931971078387e-05,0.0006555562365707331
3324.91,-693.2962552926275,6.641549107287034e-05,0.0,1.9025405768997373e-05,1.7015430974227972e-06,2.1972248880509975,58,-7.622433696909597e-05,0.0,9.620358302523056e-09,0.0,0.0,417600,349,1.7015430974227972e-06,0.0010059085623104825,-7.756997266066414e-05,0.0007287151319079992
3324.91,-472.8364984185092,7.696527352355655e-05,0.0,1.7819487028036396e-05,1.817206021609031e-06,2.197224798148328,59,-7.566414284316166e-05,0.0,1.0449072308800872e-08,0.0,0.0,424800,348,1.817206021609031e-06,0.0010775924816709935,-7.60612343642022e-05,0.0008526042700136852
3324.91,-1295.4262507368246,6.114899196093801e-05,0.0,1.7603147411484306e-05,1.619062871640483e-06,2.1972249766018828,60,-6.938406704526898e-05,0.0,8.861909858133065e-09,0.0,0.0,432000,348,1.619062871640483e-06,0.0007500451348755715,-7.074420108786722e-05,0.0006912371412205107
3324.75,-74.49508698035486,8.536741860698433e-05,0.0,1.9348948093957463e-05,1.157505769042839e-06,2.1972246547413885,61,-6.960751715066889e-05,0.0,1.2393642538456067e-08,0.0,0.0,439200,347,1.157505769042839e-06,0.0008905670127766642,-7.001511819470142e-05,0.000908782158509001
3324.75,-2119.143207595427,4.878600628479827e-05,0.0,1.3540111529797483e-05,1.3138279543616917e-06,2.197225055615452,62,-6.339209973066887e-05,0.0,7.162441068869981e-09,0.0,0.0,446400,347,1.3138279543616917e-06,0.0008264355786207873,-6.341167279123751e-05,0.0005716157462659031
3324.75,-259.8453899713231,5.863462816673097e-05,0.0,1.2457881542976842e-05,1.2686279153443244e-06,2.1972249456025934,63,-6.314539466296434e-05,0.0,7.699077203671816e-09,0.0,0.0,453600,347,1.2686279153443244e-06,0.0008877264835475444,-6.299975980591962e-05,0.0006065488447185239
3324.75,-1584.429822821305,5.653595820045286e-05,0.0,1.5446770592906197e-05,1.0860039767629707e-06,2.197224955675463,64,-5.971420466767327e-05,0.0,7.348434677308521e-09,0.0,0.0,460800,347,1.0860039767629707e-06,0.0008242582929333353,-6.0954025365481836e-05,0.0006551184510763483
3324.75,-421.848970755427,6.383270834505681e-05,0.0,9.829304167587314e-06,1.1767403269738154e-06,2.197224976855611,65,-5.887666943602164e-05,0.0,6.6706187785201675e-09,0.0,0.0,468000,346,1.1767403269738154e-06,0.0008411996680965775,-5.913669230647418e-05,0.0006294341126800722
3324.75,-1186.281346618902,5.7023383122661525e-05,0.0,1.2249861722603088e-05,1.143947896612271e-06,2.197225054767396,66,-5.62117191595231e-05,0.0,6.003899086228213e-09,0.0,0.0,475200,346,1.143947896612271e-06,0.0009165421766672605,-5.59606691082976e-05,0.0006041631344981988
3324.83,-1045.4853630673254,6.565459898783403e-05,0.0,1.3661655091340787e-05,7.97339363512365e-07,2.197224895039563,67,-5.642979475384684e-05,0.0,9.600212039988912e-09,0.0,0.0,482400,346,7.97339363512365e-07,0.0006966263612481142,-5.680313776335747e-05,0.0007153129254682488
3324.83,-1219.6899072993556,5.342464764761603e-05,0.0,1.2040650846861745e-05,1.1124783240456717e-06,2.197225043855646,68,-5.285750789255117e-05,0.0,8.080391345319577e-09,0.0,0.0,489600,346,1.1124783240456717e-06,0.0008521802891963368,-5.392829496736461e-05,0.000570450694367537
3324.83,-524.0218719103317,5.1869785178178776e-05,0.0,1.1744069502124843e-05,1.0783115569783827e-06,2.197225018143654,69,-4.964993306228078e-05,0.0,5.933042514028525e-09,0.0,0.0,496800,345,1.0783115569783827e-06,0.0007929785084453605,-5.060537676977147e-05,0.000576591814118808
3324.83,-645.2441418530732,6.02095673054654e-05,0.0,1.1617979168188607e-05,6.678616562709115e-07,2.1972250174529973,70,-4.900341684554757e-05,0.0,6.757319817667169e-09,0.0,0.0,504000,345,6.678616562709115e-07,0.0010250168915798494,-4.8764407494682545e-05,0.0006565226130023755
3324.83,-1337.109463790674,5.293516872190218e-05,0.0,1.1772401558750134e-05,9.601664230843871e-07,2.1972250243028006,71,-4.695345895159998e-05,0.0,6.303768887350059e-09,0.0,0.0,511200,345,9.601664230843871e-07,0.0008102853832786473,-4.7410055984881995e-05,0.0005860143058591694
3324.84,-207.32659437507553,7.256090037735608e-05,0.0,1.3646800936084145e-05,7.724324026791835e-07,2.197224872515946,72,-4.7676124674133405e-05,0.0,9.196148250871074e-09,0.0,0.0,518400,345,7.724324026791835e-07,0.0008759877659127192,-4.785930766499727e-05,0.0007575849741332214
3324.79,-1765.667169547539,4.3664358101835824e-05,0.0,9.555036043561574e-06,6.432135918360755e-07,2.1972251138525434,73,-4.2552720001391626e-05,0.0,3.852104672880028e-09,0.0,0.0,525600,344,6.432135918360755e-07,0.0006712564232044697,-4.243290465960834e-05,0.00045068034612157673
3324.79,-333.33241582584753,4.827092095057297e-05,0.0,1.159456532038601e-05,8.394689156739715e-07,2.1972250878369364,74,-4.326384826781962e-05,0.0,5.174874131385381e-09,0.0,0.0,532800,344,8.394689156739715e-07,0.0008783909450147728,-4.3519808895465246e-05,0.000530914698379345
3324.79,-1317.2367776995047,5.218870786625267e-05,0.0,1.2627817308492728e-05,1.0906173382540322e-06,2.197225080378472,75,-4.082424766816002e-05,0.0,7.483874276656276e-09,0.0,0.0,540000,344,1.0906173382540322e-06,0.0006882604578508529,-4.123336824459473e-05,0.0005929259235376812
3324.79,-231.00681503073247,5.8975053394201424e-05,0.0,1.0882504529944531e-05,7.626653196751857e-07,2.197225081674637,76,-4.112957568087382e-05,0.0,6.042057580666729e-09,0.0,0.0,547200,344,7.626653196751857e-07,0.0007844168487543926,-4.113749572280978e-05,0.00064528932787258
3324.79,-1121.2081396844906,5.079370148423767e-05,0.0,8.129351090920835e-06,7.244196812670648e-07,2.197225072585716,77,-3.951742802436693e-05,0.0,5.149117589915778e-09,0.0,0.0,554400,344,7.244196812670648e-07,0.0007235751657908659,-4.082126340344311e-05,0.0005246198175334232
3324.71,-870.3478306398446,6.101125625799345e-05,0.0,1.1009282824049468e-05,8.146482987860857e-07,2.1972249589274857,78,-3.820870096648625e-05,0.0,7.008639987939795e-09,0.0,0.0,561600,344,8.146482987860857e-07,0.0006971634706862828,-3.865999630632674e-05,0.0006303467111649977
3324.71,-1658.8240948866662,4.556623590102636e-05,0.0,9.603676840993989e-06,6.796182112707019e-07,2.1972250922710175,79,-3.294946950128568e-05,0.0,5.350722715086798e-09,0.0,0.0,568800,344,6.796182112707019e-07,0.0007203156831124285,-3.346906469593545e-05,0.0004976273897044313
3324.71,-675.2328537328943,4.346352922521108e-05,0.0,1.0140258096664581e-05,4.807458906349341e-07,2.1972251181470024,80,-3.201851052783058e-05,0.0,6.625853331161527e-09,0.0,0.0,576000,344,4.807458906349341e-07,0.0005873031734582011,-3.111437632370812e-05,0.0004746787095654274
3324.71,-898.7841195019843,5.247206850017825e-05,0.0,1.1008754229723724e-05,5.984460815090775e-07,2.197225018862694,81,-3.468879778629632e-05,0.0,6.6212600297314085e-09,0.0,0.0,583200,344,5.984460815090775e-07,0.0006923903485932305,-3.436244304721763e-05,0.0005767689666848287
3324.71,-911.4892048465069,4.7914460814529895e-05,0.0,7.63148082007285e-06,6.234877184961435e-07,2.197225114116593,82,-3.246113568000404e-05,0.0,4.450402855851822e-09,0.0,0.0,590400,344,6.234877184961435e-07,0.0005926244923930834,-3.252726226602766e-05,0.0004972179311320115
3324.71,-319.15634098225803,5.972786307398281e-05,0.0,1.2308263211377603e-05,5.216761810077817e-07,2.1972249520077276,83,-3.470226094077348e-05,0.0,6.2975796422844815e-09,0.0,0.0,597600,344,5.216761810077817e-07,0.0007603358239913556,-3.5666965191000394e-05,0.0006816162340917694
3324.77,-1897.5904689572349,4.350140538132631e-05,0.0,9.016862523258345e-06,3.191960844705718e-07,2.197225117440577,84,-3.0147355061128215e-05,0.0,3.920877492067927e-09,0.0,0.0,604800,343,3.191960844705718e-07,0.0006848764670545524,-2.9690033463445074e-05,0.0004727496855409261
3324.77,-622.5404375929617,4.1247661922911136e-05,0.0,6.658292860223307e-06,4.701398801521865e-07,2.197225128412247,85,-2.9677815981712128e-05,0.0,3.978312474695538e-09,0.0,0.0,612000,343,4.701398801521865e-07,0.0005392040685541134,-2.980306829747995e-05,0.00039090264356569834
3324.77,-1104.3408893331725,4.4080424443762965e-05,0.0,1.0524247709991778e-05,6.403221849601017e-07,2.197225159324953,86,-2.9409331098716355e-05,0.0,5.211597699239679e-09,0.0,0.0,619200,343,6.403221849601017e-07,0.00042903777208865083,-2.9314287029980195e-05,0.0004779803989524067
3324.77,-267.1099668926663,5.82381245362018e-05,0.0,9.242556121016288e-06,6.746550277127724e-07,2.1972250630363583,87,-3.289500698508438e-05,0.0,5.524936535799887e-09,0.0,0.0,626400,343,6.746550277127724e-07,0.0003569282865679371,-3.320591312778619e-05,0.0006245860649009377
3324.77,-1356.9383820393161,4.450506606338148e-05,0.0,7.213289566933593e-06,7.099130308771539e-07,2.197225103330991,88,-2.924754918406088e-05,0.0,4.323037542143665e-09,0.0,0.0,633600,343,7.099130308771539e-07,0.00032470199545499897,-3.0118636989625105e-05,0.0004611743656666642
3324.65,-1151.1544539802478,5.6497958301643474e-05,0.0,1.0669066424803909e-05,1.0783312922670822e-07,2.197224991372023,89,-2.898127818124998e-05,0.0,7.095311301726082e-09,0.0,0.0,640800,343,1.0783312922670822e-07,0.0002744778930884011,-2.979811398723714e-05,0.0005985225125332772
3324.65,-1584.5339232528104,3.91971626235781e-05,0.0,7.503643349673416e-06,4.97331962558973e-07,2.1972251905756766,90,-2.5689561997860224e-05,0.0,3.71390920562614e-09,0.0,0.0,648000,343,4.97331962558973e-07,0.00023105912058840925,-2.5323581463731816e-05,0.00042742747173854344
3324.65,-494.1692238279247,3.9685201623765905e-05,0.0,8.525396066934443e-06,4.0693159767551267e-07,2.1972250984617014,91,-2.5312799895858454e-05,0.0,4.111155401587059e-09,0.0,0.0,655200,343,4.0693159767551267e-07,0.00019825666345579243,-2.5517460284662723e-05,0.00041098480912012586
3324.65,-1172.330345057331,4.4384516084412544e-05,0.0,8.301811638454908e-06,5.018617078757482e-07,2.197225118228998,92,-2.6629836148583828e-05,0.0,4.516592885441312e-09,0.0,0.0,662400,343,5.018617078757482e-07,0.0002667558389186113,-2.6811917165903932e-05,0.0004811507298432981
3324.65,-743.6059085460504,4.5862256570722414e-05,0.0,8.950093794363773e-06,6.378213812325463e-07,2.1972250535122297,93,-2.4585018224315336e-05,0.0,4.505497855095044e-09,0.0,0.0,669600,343,6.378213812325463e-07,0.0001915731522897673,-2.555631053228979e-05,0.000497813810756987
3324.65,-455.29857259478825,5.381617120456117e-05,0.0,9.27177578855624e-06,3.407754594310738e-07,2.1972251014923923,94,-2.4749037005046267e-05,0.0,5.337638658036131e-09,0.0,0.0,676800,343,3.407754594310738e-07,0.00020618245025230312,-2.4304939829153466e-05,0.0005654845806781041
