value_loss,grad_norm,frames,fps,epoch_idx,advantage_norm,explained_variance,policy_loss,PMM:episode_rewards,P01:episode_rewards,episode_length,P09:episode_rewards,policy_entropy
0.04949059697625671,1.3137918684345018,8000,235,1,1.640250852368772,-0.9878839522600174,0.00350011328857363,1.25,0.0,179.275,3.0,1.3545709371566772
0.016833361526987573,0.215276517947565,16000,244,2,1.4234931849688293,-0.01602134168148041,0.003557876732375007,1.4,0.0,184.425,3.0,1.3786921572685242
0.014493749794601172,0.19680230690965408,24000,255,3,1.2845240608230233,-0.03249240756034851,-0.0002572820178465918,1.56,0.0,188.46,4.0,1.3826787734031678
0.012432615991547208,0.19280036068248108,32000,262,4,1.1384255906939507,-0.019868507385253906,0.0006219103594776242,1.51,0.0,185.76,4.0,1.3849344408512116
0.010819361679243683,0.17490552781241714,40000,259,5,1.0169051674380898,-0.010157991051673889,-0.0010095138516044244,1.29,0.0,178.92,4.0,1.3794470191001893
0.011370402651887162,0.1788750598882628,48000,252,6,1.0034345681592822,-0.015744574666023255,0.003339968592626974,1.15,0.0,173.07,2.1000000000000085,1.379718726873398
0.013502455395819197,0.17378846164825226,56000,255,7,1.2028771832212806,-0.0015882712602615357,0.0005581367894774302,1.32,0.0,178.45,3.0,1.3825277519226074
0.014900804949938902,0.19792514513353868,64000,254,8,1.2878518026322126,-0.00020585238933563233,0.0027984022785676643,1.37,0.0,181.34,3.0,1.378635219335556
0.013272640191244136,0.20331278153649004,72000,258,9,1.1711413920670748,-0.019069085121154784,-0.0006122519497876055,1.37,0.0,183.49,3.0,1.37477880358696
0.013575179393919825,0.255848040221828,80000,257,10,1.1643603982031345,-0.043259600400924685,0.001744597450015135,1.26,0.0,175.63,3.0,1.3805038690567017
0.012791454800717474,0.26538833441102594,88000,258,11,1.2060395765304566,-0.03886246621608734,0.00040742019889876245,1.02,0.0,166.02,2.1000000000000085,1.381159850358963
0.014459609825280495,0.28914022201674744,96000,261,12,1.2551894659548999,0.06094826102256775,0.002711560467723757,1.31,0.0,179.78,3.0,1.3824395966529845
0.01671859027192113,0.35401069760601656,104000,262,13,1.4702924810349942,-1.6321703910827636,-0.003955497238189309,1.68,0.0,195.65,4.1000000000000085,1.3674386262893676
0.011431175102479756,0.31734223301863673,112000,265,14,1.1912955357134343,0.3440332180261612,-0.001667463514895644,1.67,0.0,194.34,4.0,1.356223133802414
0.012501263886224478,0.31784899009964657,120000,265,15,1.2907838317751885,0.5246699452400208,-0.00226630217031925,1.5,0.0,185.62,4.0,1.3700973212718963
0.014187148557102774,0.3589513187362882,128000,266,16,1.3827329376339912,0.6122485727071763,-0.002370361552602844,1.53,0.0,188.72,4.0,1.3634117352962494
0.013558224060107022,0.35980287212733425,136000,267,17,1.3646459713578225,0.7165545374155045,-0.0055091694358270615,1.69,0.0,195.38,4.0,1.3601085889339446
0.01381075054174289,0.37043935545292583,144000,269,18,1.394968079328537,0.8219492775201798,-0.0034859310393221678,1.87,0.0,200.46,5.0,1.3407743608951568
0.011000863817753271,0.359200665085987,152000,270,19,1.2252048361301422,0.8632174867391587,-0.0046884408241021445,2.04,0.0,203.86,5.0,1.349184364080429
0.006671397879836149,0.2607690978544524,160000,270,20,0.950180644094944,0.9193464469909668,-0.0036493450962007045,1.98,0.0,203.43,5.0,1.3277294778823852
