fps,PMM:episode_rewards,policy_loss,grad_norm,value_loss,epoch_idx,P01:episode_rewards,advantage_norm,P09:episode_rewards,policy_entropy,explained_variance,frames,episode_length
257,1.17,-0.0009071660530753433,0.08926117339268194,0.006483234213501419,15,0.0,0.7074488651193679,3.1000000000000085,1.3858790493011475,-0.19549087345600127,120000,175.58
257,1.12,0.000969389583915472,0.08418777354403911,0.008051967387350487,16,0.0,0.8557500430755317,3.0,1.3855664288997651,-0.1980328869819641,128000,172.44
258,1.37,0.0001593855780083686,0.11246347122515178,0.010193082317236986,17,0.0,0.9781990694254636,3.1000000000000085,1.385080486536026,-0.15675894498825074,136000,180.98
259,1.4,0.0008514628559350968,0.11311210834584541,0.009772207859186892,18,0.0,0.9675718757137656,3.0,1.385052627325058,-0.18863282680511476,144000,184.03
261,1.59,0.0011724048596806825,0.10790395354568166,0.010224800520791177,19,0.0,0.9947759868949652,4.0,1.3849302411079407,-0.12048711717128753,152000,192.11
261,1.59,-9.58163000177592e-05,0.11660330497263394,0.010581725873935284,20,0.0,1.0374198387935758,4.0,1.3843772304058075,-0.2929964220523834,160000,191.03
262,1.57,0.0013686534165753984,0.11281794753908773,0.008376059703932697,21,0.0,0.8286295190081,3.0,1.3834481501579285,-0.18362281560897828,168000,190.71
263,1.39,0.0007251015779911541,0.15360667403976688,0.009580391234694617,22,0.0,0.9772285076603293,3.0,1.3826944708824158,-0.279009428024292,176000,184.31
263,1.4,-0.0008923476368727279,0.11610222994974573,0.007685983756737187,23,0.0,0.8112000209465623,3.1000000000000085,1.3828273963928224,-0.24834027230739594,184000,183.32
263,1.18,0.0012421373918186872,0.11216239782534196,0.00842111065152494,24,0.0,0.8753792739659548,3.0,1.3815355432033538,-0.21584859013557434,192000,175.44
264,1.34,0.00011991485167527572,0.11816997807361304,0.00942836969752534,25,0.0,0.9488962739706039,3.0,1.3807429146766663,-0.13517740726470948,200000,180.31
264,1.42,0.0005800009611994028,0.10380413367151455,0.008137603196155396,26,0.0,0.8168875949829817,3.0,1.3802565455436706,-0.16088683485984803,208000,180.81
265,1.13,-0.0009121733336360194,0.0972405827863047,0.007442040292153252,27,0.0,0.8046314365044236,3.0,1.3758758234977722,-0.25352735817432404,216000,170.11
266,1.1,0.00018924780830275266,0.11267147864892242,0.00908436896753301,28,0.0,0.9542384127900004,3.0,1.3799347245693208,-0.188060502409935,224000,168.48
266,1.15,-0.0007330838131019845,0.107219785722716,0.00722332539893614,29,0.0,0.8000258937105537,3.0,1.3821305978298186,-0.35918818473815917,232000,170.69
266,1.06,-0.00022136661340482533,0.11229836224888777,0.0079692268548024,30,0.0,0.8592107485979795,2.1000000000000085,1.3820232808589936,-0.4009658867120743,240000,168.15
266,1.36,-1.1432436876930296e-05,0.12576300366290283,0.010075659658741642,31,0.0,1.0566777899116278,4.0,1.3848255610466003,-0.10348777770996094,248000,179.36
266,1.56,-0.0006369355274364352,0.15816225657970395,0.009156175570078631,32,0.0,0.9133283944427967,4.0,1.381974334716797,-0.3438061249256134,256000,188.05
267,1.59,0.0005819348816294223,0.13493619982609123,0.008743465219722565,33,0.0,0.9403977956995369,4.0,1.3837534868717194,-0.1465259712934494,264000,190.3
268,1.56,0.0016546222576289437,0.12216571300111723,0.007451628038870695,34,0.0,0.8071595587581396,4.0,1.3834096109867096,-0.379523064494133,272000,190.25
268,1.37,0.000707825432473328,0.15258160403100476,0.007607448787057365,35,0.0,0.8778755988180638,3.0,1.3796796333789825,-0.28798043966293335,280000,181.26
268,1.17,-0.0009365853812778369,0.1479148772216186,0.007976206567254849,36,0.0,0.8914001133292914,3.0,1.3824030375480652,-0.4352351075410843,288000,171.91
268,1.3,0.0011087028574252144,0.17665535606498253,0.008648079863196472,37,0.0,0.9478239993005991,3.0,1.3823033082485199,-0.301523756980896,296000,176.3
268,1.38,-0.00011757800995837897,0.13648319421559432,0.006613097077970451,38,0.0,0.783467663154006,3.0,1.3827655637264251,-0.2740155375003815,304000,179.72
268,1.22,0.0005619252815949948,0.1362454508391372,0.006807726226688828,39,0.0,0.8398926200717688,3.0,1.38237517952919,-0.6273360520601272,312000,176.26
268,1.14,-1.0161537502426655e-05,0.1413139437965764,0.005751191063245642,40,0.0,0.761040900349617,3.0,1.381581553220749,-0.34342708230018615,320000,173.74
268,1.3,0.0006210631950671086,0.14644604931061933,0.006426144749566447,41,0.0,0.8002606017887592,3.0,1.3830180847644806,-0.13235700488090515,328000,178.03
268,1.31,-8.102696141577325e-05,0.14177817688025632,0.006157169343787246,42,0.0,0.81178895637393,3.0,1.3830522310733795,-0.19192813396453856,336000,179.22
268,1.37,0.0006029954506084323,0.18748961351744378,0.007194380801229272,43,0.0,0.9152528655529022,3.0,1.3807404339313507,-0.3786789244413376,344000,182.27
268,1.29,0.00035228575761721005,0.14146997049002813,0.005983990719250869,44,0.0,0.7993062952160835,3.0,1.3837502241134643,-0.0662092363834381,352000,180.37
268,1.46,-0.0002669971331488341,0.155243349252289,0.006267926067812369,45,0.0,0.8422183690965176,4.0,1.377607980966568,-0.0773312509059906,360000,186.94
268,1.41,0.0006185709015699103,0.1568837631468313,0.005912677926389733,46,0.0,0.7786838573217392,3.1000000000000085,1.382645651102066,-0.21708532214164733,368000,185.56
269,1.21,-0.0006207835651002824,0.16095081951264004,0.005822472747822758,47,0.0,0.8319705800712108,4.0,1.378984090089798,0.40811085641384126,376000,177.31
268,1.58,-0.0010255082580260932,0.17018927958872127,0.006354172759893117,48,0.0,0.8350597044825554,5.0,1.3825329387187957,0.0380285918712616,384000,190.9
269,1.73,-0.0002931104612071067,0.20157123921456627,0.006956330581451766,49,0.0,0.9102403275668621,5.0,1.3777640092372894,-0.7232988387346267,392000,194.72
269,1.64,0.0010446647193748503,0.16314248282741328,0.0051485681181657125,50,0.0,0.798721076399088,4.0,1.3828014826774597,0.3630608242750168,400000,191.71
269,1.7,-0.0012989935559744481,0.16260195013417392,0.005039853826456237,51,0.0,0.7735632191598415,4.0,1.3787355816364288,0.17037915527820588,408000,198.06
270,1.62,7.742384972516448e-05,0.15669749647501302,0.005604889683017973,52,0.0,0.8184952552616597,4.0,1.383610609769821,-0.11577608704566955,416000,196.36
270,1.43,-0.00011052987072616815,0.1334848546017601,0.004140476525790291,53,0.0,0.6908368723094463,4.0,1.3843165159225463,0.25816244423389434,424000,188.39
270,1.46,0.0004834469326306134,0.14892946982632752,0.004619143127056305,54,0.0,0.7532125949859619,3.0,1.3836951804161073,0.3747079229354858,432000,188.65
270,1.42,-0.000511227669485379,0.14804756233122596,0.0051472640762222,55,0.0,0.7822165320813655,3.0,1.3808039498329163,0.16627922296524048,440000,183.35
270,1.46,0.0003494158789544599,0.13365642170135975,0.0049718305745045654,56,0.0,0.762939897030592,3.1000000000000085,1.380211328268051,0.01087891697883606,448000,186.32
269,1.53,-0.0014144746543024666,0.19801126165346697,0.006742910953325918,57,0.0,0.8993542192876339,4.0,1.3744300091266632,0.03858633041381836,456000,191.24
269,1.53,0.00028711405058857054,0.1307652228186498,0.004618206301092869,58,0.0,0.723315956890583,4.0,1.3814154398441314,0.21122880280017853,464000,190.9
269,1.33,0.00010482534882612527,0.14713152717764313,0.00469884671489126,59,0.0,0.7127482761442662,3.1000000000000085,1.3837889289855958,-0.00374580442905426,472000,183.02
269,1.12,-0.0021784883384316344,0.16413623807969352,0.005110340908431681,60,0.0,0.742332229167223,3.0,1.3793312156200408,-0.172827388048172,480000,172.8
269,1.23,0.0006226686015725135,0.17632595241089988,0.005812907514045946,61,0.0,0.8440158222615719,3.0,1.3757206225395202,-0.616824449300766,488000,174.75
270,1.34,-0.0019469342325464823,0.1580895742743108,0.005035603479773272,62,0.0,0.759790311306715,3.0,1.381218696832657,0.23125805974006652,496000,178.8
270,1.27,0.0009615379320894135,0.14244695259230208,0.005288579803818721,63,0.0,0.7579356682300568,3.0,1.3843617475032806,-0.7901968121528625,504000,176.53
270,1.25,-0.00044412991250283087,0.15630152955855414,0.0047547568188747395,64,0.0,0.7554670049250126,3.1000000000000085,1.3836512279510498,0.022238041162490844,512000,177.8
270,1.25,0.00010119808997842483,0.14111680348331035,0.0050767562392866235,65,0.0,0.7718747095763683,3.0,1.3817574775218964,0.2555159717798233,520000,179.29
270,1.41,0.00021163429846637882,0.14438398652254816,0.0043352694524219255,66,0.0,0.7158838494122028,3.1000000000000085,1.3843660855293274,0.10024113595485687,528000,184.72
270,1.32,-0.0001093188108643517,0.10336078262035762,0.0027471598194824766,67,0.0,0.5409632343053817,3.1000000000000085,1.3848913633823394,-0.2645328992605209,536000,181.19
270,0.95,-3.141589113511145e-06,0.14715506851385718,0.004731092597721726,68,0.0,0.7377392700314522,3.0,1.3841216707229613,-0.566076010465622,544000,166.37
270,1.03,-0.0007936171555775217,0.14403899294220188,0.0039831028683693145,69,0.0,0.6695971354842186,3.0,1.3834296929836274,0.33286921739578246,552000,169.18
270,1.41,-0.0006311778060626239,0.1524748473294963,0.00472731118046795,70,0.0,0.7363854439556599,4.0,1.3823357629776,0.16717782318592073,560000,184.02
270,1.43,-0.0009571215571486391,0.1441492152557308,0.004338772412738763,71,0.0,0.7112271352112294,4.0,1.3796896839141846,0.34433844447135925,568000,182.87
270,1.54,-0.00027240350405918437,0.13208761841496883,0.004290647894958965,72,0.0,0.7119567431509495,4.0,1.3782168841362,0.5544712972640992,576000,188.16
270,1.69,0.0012315284775104374,0.1387870968242685,0.004422975490379031,73,0.0,0.7284493616968394,4.0,1.3821387767791748,0.4675424754619598,584000,194.82
271,1.51,-0.0007402376894606277,0.14291715331556187,0.004714040455219219,74,0.0,0.761296309530735,4.0,1.3837436926364899,0.18178864181041718,592000,187.51
271,1.34,-0.00040383365063462407,0.13034194385336081,0.004764086118520936,75,0.0,0.7313426654040813,4.0,1.3834796035289765,0.13081432938575743,600000,180.75
271,1.31,-9.120894595980644e-05,0.16031007720424062,0.00527756368406699,76,0.0,0.7959428603947163,3.0,1.3770783495903016,0.04670429706573486,608000,179.24
271,1.22,-5.040643853135407e-05,0.14665622131688305,0.004988302847486921,77,0.0,0.7779773153364659,2.1000000000000085,1.3771512627601623,0.133638214468956,616000,173.09
271,1.3,0.0002943169086938724,0.12785429233394582,0.003901499032363063,78,0.0,0.6755719795078039,3.0,1.3802985990047454,0.2994014352560043,624000,178.22
271,1.49,-0.00015767260461871046,0.12879234776697585,0.003779596961176139,79,0.0,0.6765467044711113,3.1000000000000085,1.380769876241684,0.5338429874181747,632000,185.92
271,1.26,-0.00030306548287626354,0.13854709014574051,0.004277412600349635,80,0.0,0.7027308094501495,3.0,1.3843103182315826,-0.11281420409679413,640000,176.26
271,1.23,-0.0010961953992955386,0.13354071016999372,0.004271536633896175,81,0.0,0.7169496195018291,3.0,1.3790769946575165,-0.23039835274219514,648000,175.82
271,1.27,-0.00016180744059965946,0.1387725419629343,0.0047684203406970485,82,0.0,0.7556019189953804,3.0,1.3761771035194397,-0.13903744995594025,656000,177.39
271,1.35,-0.00024450855562463403,0.13553095249337205,0.004699061899445951,83,0.0,0.7683570279181003,3.0,1.3745874845981598,0.3476868098974228,664000,179.9
271,1.6,0.00020756266691023483,0.13804415645952173,0.004029537741880631,84,0.0,0.6938372455537319,4.0,1.3802596509456635,0.5656480711698532,672000,191.41
271,1.44,-0.0003216249411889294,0.13290213109047813,0.004154827559832483,85,0.0,0.70117751121521,3.1000000000000085,1.3810171067714692,-0.17483338892459868,680000,185.0
271,1.38,-0.00018763209460303187,0.13953561814588167,0.004147814523166744,86,0.0,0.6888154181838035,3.0,1.37929873585701,0.47761143267154693,688000,180.82
271,1.39,-0.0002678362299047876,0.14746200996434747,0.004625218344444875,87,0.0,0.7506233496963978,3.1000000000000085,1.3814229905605315,0.3265857261419296,696000,182.1
271,1.56,0.0002449033398852407,0.1354228662057612,0.004688511468848446,88,0.0,0.7464081574976444,4.0,1.3791842007637023,-0.11796977639198303,704000,188.16
271,1.46,5.3361190657597037e-05,0.1057763106538921,0.0026785230549285187,89,0.0,0.5695327806472779,3.0,1.3797059512138368,0.35492471396923064,712000,186.65
271,1.36,0.00033329135170788503,0.14366242521995515,0.0047685020350036215,90,0.0,0.745983231663704,3.0,1.379703142642975,-0.31061630189418793,720000,182.29
271,1.36,0.00034410902619129045,0.13341370902864128,0.004479971513355849,91,0.0,0.7173324485123157,3.0,1.3795047295093537,0.26763539493083954,728000,180.03
271,1.36,-0.0006620194803690538,0.13665372411826196,0.004459542273834814,92,0.0,0.7735028427839279,3.0,1.3743063485622407,0.30484592258930204,736000,179.97
271,1.42,-0.0001326490461360663,0.1462450658402241,0.00482052034138178,93,0.0,0.7621909791976214,3.0,1.3794777882099152,0.15174018800258637,744000,181.04
271,1.21,-0.00040079371558022104,0.12698007839314518,0.003895518318968243,94,0.0,0.6798440607637167,3.0,1.3751594507694245,-0.7971882879734039,752000,173.21
271,1.13,0.0001011828368064016,0.12861079327591243,0.004477300994331017,95,0.0,0.7142287692427636,3.0,1.375475515127182,0.001696661114692688,760000,169.52
271,1.08,-0.0004640210911747999,0.12384063337069844,0.003811464588725357,96,0.0,0.6578286867588758,2.1000000000000085,1.3757193732261657,-0.24826757192611695,768000,166.59
271,0.99,-0.0002299859384947922,0.13800995510674607,0.004529435540607665,97,0.0,0.7370225222408772,2.0,1.380198941230774,0.12254681050777436,776000,164.75
271,1.08,-0.0003105083471746184,0.14158140145690476,0.004357776324613951,98,0.0,0.7398521265387535,3.0,1.3762076485157013,-0.042491698265075685,784000,170.77
271,1.23,-0.000430617821357373,0.12291077521776199,0.0040583789396623614,99,0.0,0.6966623882949352,3.0,1.3750242221355438,-0.2730753517150879,792000,175.27
271,1.43,0.0001778197354724398,0.1275846519008494,0.003940007284327294,100,0.0,0.6845697417855263,3.0,1.379588658809662,0.2389794546365738,800000,182.49
271,1.41,1.268864463781938e-05,0.1334859055116641,0.004092472945194459,101,0.0,0.7183164121210575,3.0,1.381328719854355,0.24396922528743745,808000,184.45
271,1.43,-0.000696252384223044,0.12946738649083278,0.003616310471916222,102,0.0,0.6581144312024116,3.0,1.3814440298080444,0.327120406627655,816000,187.08
271,1.48,0.001021810025558807,0.1145603157468113,0.003218023834633641,103,0.0,0.6254644826054573,3.0,1.3826738202571869,0.45697666585445407,824000,188.04
271,1.55,-0.00015241249901009723,0.10905371816439194,0.0031273376896569973,104,0.0,0.6299538505077362,3.1000000000000085,1.3841896164417267,0.2273087477684021,832000,190.7
271,1.47,-0.00015747706824186024,0.10229452404527216,0.002710391882137628,105,0.0,0.5685957056283951,3.0,1.3837190330028535,0.32882057011127475,840000,186.03
271,1.03,0.0004867571225622669,0.09856280284996892,0.0026949453189445195,106,0.0,0.558669818341732,2.1000000000000085,1.383579193353653,-0.329539155960083,848000,166.96
271,1.08,-0.00020052727340953426,0.11627080762351161,0.0033918569378874963,107,0.0,0.6393564467132091,3.0,1.3837962353229523,0.11682250618934631,856000,170.96
271,1.34,0.0004321623822943366,0.11162937739109716,0.003676289234426804,108,0.0,0.6501883183419704,3.0,1.382234218120575,-0.13501170337200163,864000,180.77
271,1.34,7.388645375613124e-05,0.10729325789536144,0.00328157215131796,109,0.0,0.6175058074295521,3.0,1.383102923631668,-0.04321658372879028,872000,181.54
271,1.38,0.00028079760377295313,0.11824796197186599,0.0034278330195957095,110,0.0,0.6426361720263958,3.0,1.3838503050804138,0.21284386694431304,880000,183.91
271,1.36,-0.00024820118182105943,0.1191792215014453,0.0036958623371901923,111,0.0,0.6720143343508244,3.0,1.3851373744010926,0.018980016708374025,888000,182.47
270,1.2,-0.0006372852879576385,0.11173873397216587,0.0033524737988773266,112,0.0,0.614470509365201,3.0,1.379910830259323,0.33784611999988556,896000,175.17
270,0.93,0.0004047934706613887,0.08312501723382956,0.002021979207638651,113,0.0,0.46305101804435256,2.0,1.3788779878616333,-0.2689919573068619,904000,163.88
270,0.91,-0.0005687974698957987,0.09966245315787793,0.0024327450673808926,114,0.0,0.5284741430729628,2.0,1.3810462355613708,-0.21417660474777223,912000,164.1
270,1.06,2.4659835908096284e-05,0.08365265966687162,0.0019402898069529328,115,0.0,0.46121667340397837,2.1000000000000085,1.3825318562984465,-0.08148985207080842,920000,171.07
270,1.04,0.0005249819450546056,0.10681638681239326,0.0032060089909646196,116,0.0,0.6192615820467472,2.0,1.384846259355545,0.4907783544063568,928000,169.2
270,1.39,-0.0006525882644928061,0.12754273139131891,0.0035334467380016576,117,0.0,0.6454843750596047,3.0,1.382619675397873,-0.1611445689201355,936000,181.48
270,1.59,0.0002481294334575068,0.12567975402371415,0.003631552532897331,118,0.0,0.6588726852834225,3.0,1.3837665462493896,0.5132272881269455,944000,188.12
270,1.47,0.000377849862416042,0.09719622617462557,0.0027714637722237967,119,0.0,0.5635949651896953,3.0,1.3847088897228241,0.0912970757484436,952000,184.75
270,1.25,-0.00037691087927669285,0.12340703750278763,0.003511943359771976,120,0.0,0.6419289883971214,3.0,1.3795410597324371,0.03978550493717194,960000,176.52
270,1.05,-0.0004122965793067124,0.08915088396480973,0.0021049079530348538,121,0.0,0.49336135648190976,2.0,1.3824255084991455,-0.1924784302711487,968000,167.79
270,1.13,-0.00021747381601016968,0.1244588915505242,0.003444786690961337,122,0.0,0.6451196165382862,3.0,1.3812628674507141,0.2168867552280426,976000,172.96
270,1.17,-0.00011563994732568972,0.09202254248315804,0.0023908474417112303,123,0.0,0.5281586545705795,3.0,1.3844159197807313,0.35715099930763244,984000,173.99
270,1.26,-5.116241551149869e-05,0.11052939527202293,0.0033519493718631565,124,0.0,0.6280581575632095,3.0,1.3831178772449493,0.3641493844985962,992000,176.02
270,1.49,-0.0004117946073256462,0.12131555136494337,0.003811558130182675,125,0.0,0.665489432066679,4.0,1.383840217590332,0.34658243060112,1000000,185.19
270,1.74,0.00015354858012869954,0.11387746380642091,0.0034949411432171474,126,0.0,0.6438960826396942,5.0,1.3834350728988647,0.5037580251693725,1008000,196.78
270,1.51,0.0002363771031559736,0.10115404257733487,0.0030424096631031716,127,0.0,0.5798687191307544,4.0,1.3850254690647126,0.37440131187438963,1016000,188.39
270,1.15,0.00025307800533482807,0.1026205101830326,0.0029838505313455246,128,0.0,0.5812053849548101,3.0,1.3841643464565276,0.25127674400806427,1024000,172.87
270,1.36,-0.0001205482651857892,0.12130991240582192,0.0038843980043020564,129,0.0,0.6764655469357967,3.1000000000000085,1.3840344107151032,0.39517175137996674,1032000,182.9
270,1.63,0.0005502698186319321,0.10263611399171697,0.0031151530196802924,130,0.0,0.5950366152822971,3.0,1.3843972015380859,0.4571339440345764,1040000,193.46
270,1.67,-0.0002969919774841401,0.10303611662020958,0.0031505508808913874,131,0.0,0.5864672037959099,3.1000000000000085,1.3846815085411073,0.3435145735740662,1048000,193.74
270,1.35,0.0010035259161668363,0.10448804839478204,0.0029422681849973742,132,0.0,0.5907660529017449,3.0,1.3846747434139253,0.3076650589704514,1056000,181.36
271,1.31,-0.00031154674477875234,0.10253995399164595,0.0028969661854353033,133,0.0,0.5546902591735124,3.0,1.384927728176117,-0.48456416845321654,1064000,179.26
271,1.4,-0.000415935620876553,0.1057784181385348,0.0032506873697639095,134,0.0,0.603149541169405,3.1000000000000085,1.3829895091056823,0.4490026593208313,1072000,182.99
270,1.28,-0.000724750042973028,0.09836609700897345,0.002637528096602182,135,0.0,0.5681993116438389,3.0,1.3841944420337677,0.19551542401313782,1080000,179.43
271,1.18,-0.00014498700693366118,0.0845341302589348,0.001976842969743302,136,0.0,0.5004644577205181,3.0,1.3841253507137299,0.2634268963336945,1088000,173.76
271,1.25,0.00016390807475545445,0.12300148183532159,0.0033011501654982567,137,0.0,0.6550341801345348,3.0,1.38486123919487,0.37563461542129517,1096000,176.28
271,1.3,-0.0004415373694791924,0.10423952986286006,0.003316145493045042,138,0.0,0.6049421995878219,3.0,1.3848930549621583,0.15548648715019225,1104000,179.35
271,1.37,0.00042083419323944325,0.10299111918735677,0.00270501117753156,139,0.0,0.5587083464860916,4.0,1.3844439816474914,0.36499827325344086,1112000,182.23
271,1.22,0.00019233280640037264,0.09282960430632034,0.0026964974231668748,140,0.0,0.543894593194127,3.1000000000000085,1.384832614660263,0.2075823551416397,1120000,176.33
271,1.4,0.0006747184640698834,0.11495924388116684,0.0034018587753234897,141,0.0,0.6093203781545162,4.0,1.3848253571987152,0.6115683543682099,1128000,184.72
271,1.45,-0.0004410521886893548,0.09036357429295469,0.0025639724705251864,142,0.0,0.5405516009032726,4.0,1.3837303960323333,0.6510657685995102,1136000,184.44
271,1.39,-0.0010213538167226943,0.11027695965700957,0.0034024991413753015,143,0.0,0.6364803355932236,4.0,1.3810891234874725,-0.09995762765407562,1144000,180.76
271,1.73,0.00042353835691756104,0.11475505834988166,0.003973986606652034,144,0.0,0.6796249954402447,5.0,1.3801448166370391,0.2630226129293442,1152000,192.61
271,2.01,-0.0009774743835441768,0.09522714039115032,0.002650523612537654,145,0.0,0.5506478019058705,5.0,1.377482192516327,0.6493019139766694,1160000,202.07
271,1.85,-0.0003062230537761934,0.10605871562520837,0.0033779607406177093,146,0.0,0.6316216218471528,5.0,1.3782894015312195,0.371869386434555,1168000,200.5
271,2.01,8.904665359295905e-05,0.09442101442835452,0.0026031959186366294,147,0.0,0.5429063287377357,5.0,1.378652608394623,0.7005704736709595,1176000,204.15
271,2.07,0.0002736860659206286,0.09343923939304785,0.002527178230229765,148,0.0,0.5332233832776546,5.0,1.3802285861968995,0.7768914777040482,1184000,205.16
271,1.61,2.7268835256109015e-05,0.08225380060615244,0.001797071417531697,149,0.0,0.44901640236377716,4.0,1.3839386260509492,0.47983577728271487,1192000,189.44
271,1.25,0.00039233164825418497,0.10691528067444217,0.003239353848766768,150,0.0,0.619846480190754,3.0,1.3834071850776672,0.3612159365415573,1200000,177.25
271,1.2,-0.0004655622306745499,0.09065129426423219,0.0022723194300488104,151,0.0,0.5222723445296288,3.0,1.3849041402339934,0.24985993564128875,1208000,176.06
271,1.08,-0.0009617533935852407,0.10245670124438115,0.0028366929580806756,152,0.0,0.5797439052164555,3.0,1.385020090341568,0.6587516212463379,1216000,171.43
271,1.2,0.00012043188762618229,0.07855998867587986,0.0018076450911758003,153,0.0,0.47164133250713347,3.0,1.3850281035900116,0.5796034848690033,1224000,175.71
271,1.33,0.00035631506681056636,0.10260801657879258,0.0025514382679830304,154,0.0,0.5628989881277084,3.0,1.3851734066009522,0.296185240149498,1232000,179.16
271,1.36,-0.00016070267360191793,0.07206764816423612,0.001889532329441863,155,0.0,0.4731217812001705,3.0,1.384807393550873,0.5947243857383728,1240000,181.05
271,1.52,0.0002465403532551136,0.10137595131007672,0.0028757655771187276,156,0.0,0.5870903851091862,4.0,1.3839998638629913,0.5041419106721878,1248000,184.14
271,1.73,-0.00034544515365269034,0.11467787520922122,0.0032007874685950812,157,0.0,0.6292895479500293,4.0,1.3835596096515657,0.656208256483078,1256000,194.84
271,1.75,0.000886386127822334,0.09175156969017678,0.0027240926507511175,158,0.0,0.552381263524294,4.0,1.3852703630924226,0.6875278961658478,1264000,199.22
271,1.66,-0.00023562035319628195,0.08993313624502182,0.0027539771139709047,159,0.0,0.5429603581130504,4.1000000000000085,1.3854630815982818,0.3581393086910248,1272000,192.87
271,1.34,-0.00037480090722965544,0.08915542832939813,0.0021846563500002958,160,0.0,0.5115518221259117,3.0,1.3843827283382415,0.26867548167705535,1280000,180.2
272,1.24,-0.00032844491875948733,0.08268685009516517,0.002050357884654659,161,0.0,0.4943400052934885,3.0,1.3823523330688476,0.5691144812107086,1288000,176.72
272,1.46,0.00040775891160592435,0.1092127218795924,0.003324882841843646,162,0.0,0.6094443592429161,5.0,1.3834696877002717,0.5433051538467407,1296000,185.8
272,1.67,5.593801324721426e-05,0.10419961410117336,0.0029319725400273455,163,0.0,0.6036864169687033,5.0,1.3847380518913268,0.22745881974697113,1304000,191.42
272,1.38,-0.0008439629557324224,0.09862459735733108,0.0026820815248356665,164,0.0,0.5539600393176078,3.0,1.3808870887756348,0.47323217809200285,1312000,178.99
272,1.1,-3.2224965470959434e-05,0.09909289862149069,0.0024743289990874474,165,0.0,0.5388461644947529,2.0,1.3811169719696046,0.35363657891750333,1320000,168.04
272,1.07,-0.00022923847544007003,0.09019788281166466,0.002409183603449492,166,0.0,0.5314367590099573,3.0,1.384902809858322,0.4301714873313904,1328000,169.5
272,1.11,0.00010931654793239432,0.10386170442932442,0.0029201121245569085,167,0.0,0.5873843954503536,3.0,1.3842702174186707,0.0840531212091446,1336000,171.73
272,1.22,-0.0002506078853912186,0.09036215338076063,0.0022841226534728778,168,0.0,0.524846978187561,3.0,1.383873987197876,0.52735904276371,1344000,175.18
272,1.28,0.0004678664957100409,0.08704273713057997,0.002419469963715528,169,0.0,0.5108055935800075,3.0,1.3843544697761536,0.6629824656248092,1352000,178.7
272,1.24,-0.00035934802170231703,0.08101489587130337,0.00195081328987726,170,0.0,0.4518755504488945,3.0,1.3830069589614868,0.44441160559654236,1360000,179.24
272,1.4,0.00027003338327631355,0.10892122901599537,0.003154258897411637,171,0.0,0.6048161336779594,3.1000000000000085,1.3823692071437836,0.6761122572422028,1368000,183.43
272,1.64,0.00022392092912923545,0.08645576179416736,0.002168071040941868,172,0.0,0.5140555936098099,4.0,1.3834114408493041,0.6007735854387284,1376000,191.26
