epoch_idx,avg_q_retraced,episode_length,model_prob_std,policy_loss,frames,grad_norm,rollout_prob_std,avg_q_selected,policy_gradient_loss,P01:episode_rewards,q_loss,policy_entropy,explained_variance,PMM:episode_rewards,policy_gradient_bias_correction,P09:episode_rewards,fps,advantage_norm
21,0.0005704364053478154,3324.25,0.0004220805486874217,-1.3296695878127275e-05,151200,0.0001750311131361171,0.004030307232425633,0.0005602015054496141,-1.338746837930671e-05,0.0,3.4989950834324236e-07,2.1972156687829862,-40.882976598058434,0.0,9.077249677933429e-08,0.0,387,0.00371881965790101
22,0.000556826895780331,3324.25,0.00044700080138147954,-1.2004712041701677e-05,158400,0.0001903206376422894,0.007187600325115557,0.0005643180182752466,-1.2190432501369462e-05,0.0,4.431596831954736e-07,2.197214957645961,-25.610989404784313,0.0,1.857204826577915e-07,0.0,386,0.004326235038116999
23,0.0005648068610764948,3324.3333333333335,0.0003769120572336347,2.504468639383907e-05,165600,0.0003381627692531693,0.0047898874369013515,0.0005441408973825029,2.52452802719002e-05,0.0,1.4165008928219952e-05,2.1972164966851944,-34.83521051212908,0.0,-2.005938767979387e-07,0.0,385,0.009739041116846097
24,0.0005216795704838764,3324.3333333333335,0.00029648082954409087,-1.3260472303900146e-05,172800,0.00013652708219246733,0.004545304231198229,0.0005258018208428799,-1.3212292143260096e-05,0.0,2.3084168019907593e-07,2.1972201324486855,-25.390326138851503,0.0,-4.8180157112338094e-08,0.0,384,0.0027216028789094977
25,0.00046828232961060074,3324.3333333333335,0.0003379986943178261,-5.0195143691694065e-05,180000,0.0003369504384947153,0.004299561492646298,0.0004864332739655058,-5.029237800788415e-05,0.0,8.894803741581472e-06,2.19721567695103,-41.7813912430784,0.0,9.723431927812139e-08,0.0,383,0.006881652676460188
26,0.0004456463378058592,3324.3333333333335,0.0003244845481643256,-1.1295023982712556e-05,187200,0.00012725525031802586,0.0036835316417515663,0.0004493482696945273,-1.121617423627475e-05,0.0,2.1152589356729674e-07,2.1972198847740416,-21.790616249073125,0.0,-7.884974568383995e-08,0.0,382,0.0029734104976685354
27,0.00040051083710938065,3324.3333333333335,0.00025724528315366975,-9.59124004877532e-06,194400,0.00010030114498726341,0.004060174284655736,0.00040700842128470964,-9.639203359580113e-06,0.0,1.5572228114379677e-07,2.1972215102242414,-32.521892052062604,0.0,4.796330851301415e-08,0.0,380,0.0023587240770818123
28,0.00037012996376135134,3324.4166666666665,0.00028595814364635057,-9.347145431979202e-06,201600,0.0001058773167049718,0.0028077666949865437,0.0003748339684438342,-9.321259458199884e-06,0.0,1.8386355837807643e-07,2.197220782240232,-32.33811446783404,0.0,-2.588597300956508e-08,0.0,378,0.002693943562355353
29,0.00033629907037716034,3324.4166666666665,0.00020471841666106245,-8.010231324179677e-06,208800,8.215941993059722e-05,0.002621525672243599,0.00033760949932295944,-7.959928584573043e-06,0.0,1.1280091549662962e-07,2.197222640981119,-60.70696402062815,0.0,-5.030273900135601e-08,0.0,378,0.0019411496014780675
30,0.00032221015066921064,3324.4166666666665,0.00020823209810433104,-7.3418292053354036e-06,216000,9.181721956455829e-05,0.0032414516722726857,0.0003275563627193194,-7.375712376732923e-06,0.0,1.2055665903308036e-07,2.1972224068357833,-45.02446003234575,0.0,3.388316934878807e-08,0.0,378,0.001975873416709614
31,0.00044423961258275007,3324.4166666666665,0.00026409015155646586,1.7629307189701922e-05,223200,0.00021865807461305154,0.0042384940838367646,0.0004265881776849729,1.7429011387726044e-05,0.0,1.0060180981060025e-05,2.197220473690008,-33.19688596082112,0.0,2.0029580602860213e-07,0.0,376,0.006822448670733215
32,0.0004100277130361002,3324.4166666666665,0.0002321782189869179,-9.70134778301786e-06,230400,8.235639016988559e-05,0.002609852238260796,0.00041723476846202296,-9.657155028351561e-06,0.0,1.4579969510206898e-07,2.197222088495374,-31.49707153470657,0.0,-4.419275387680688e-08,0.0,375,0.0022031254025269317
33,0.0003959678886363575,3324.4166666666665,0.0002458312905812736,-8.71207406193309e-06,237600,8.971043244974861e-05,0.003882221886745129,0.0003997089953317921,-8.763207449219418e-06,0.0,1.6116999201715078e-07,2.1972217233439597,-23.915215178355968,0.0,5.113339031797498e-08,0.0,374,0.002424441744370842
34,0.0003668029618688346,3324.6805555555557,0.00018089844898813728,-8.55048696353476e-06,244800,6.300913685291299e-05,0.003781435744833539,0.00037016195824622947,-8.73035710963741e-06,0.0,1.0433270521254596e-07,2.197223057352677,-68.02209036496582,0.0,1.7987014562895302e-07,0.0,374,0.0017068761712574294
35,0.0003559347523881274,3324.6805555555557,0.0001800101365931787,-8.546086603099223e-06,252000,7.467959204266954e-05,0.002412579476109848,0.00035847359252950386,-8.55951093589128e-06,0.0,1.0909406542968464e-07,2.197223237998901,-50.26773057443755,0.0,1.3424331276231289e-08,0.0,373,0.001760654901090819
36,0.00032708222065858534,3324.6805555555557,0.00024780899070176127,-3.8567749360618315e-05,259200,0.00023158039971372124,0.002405803403263721,0.00034330055184438133,-3.866222716243728e-05,0.0,7.068304793526841e-06,2.1972195091985527,-38.64463837452036,0.0,9.447780039787783e-08,0.0,372,0.00521752270235632
37,0.0003159435423273222,3324.6805555555557,0.00020904166891745667,-7.811317898447357e-06,266400,6.846932982246061e-05,0.0028125712521526753,0.00032503093757474773,-7.822797851190838e-06,0.0,1.1647251519335625e-07,2.197222681884412,-26.05374616516961,0.0,1.1479951132918761e-08,0.0,372,0.0019661335941378233
38,0.0002849365451648645,3324.6805555555557,0.00015744523387410187,-6.824728080503925e-06,273600,5.8101680522623115e-05,0.0016980497350229439,0.0002867778282411299,-6.826678334246128e-06,0.0,7.894842093175379e-08,2.197223562090485,-44.846432434768275,0.0,1.950255826462429e-09,0.0,371,0.001505959468033527
39,0.00028336690356016724,3324.690476190476,0.00021297840331234067,-6.500955245084226e-06,280800,6.97742425984624e-05,0.002622786261039316,0.0002882957937387444,-6.473158172536709e-06,0.0,1.2897852977064092e-07,2.1972225194748,-34.03076333366259,0.0,-2.7797073657316176e-08,0.0,370,0.002130401603954808
40,0.00027212191188939543,3324.690476190476,0.00014518012890187462,-6.374187464975497e-06,288000,5.079649359624942e-05,0.002357038240121813,0.000273104061695723,-6.443604847735035e-06,0.0,7.831254889165216e-08,2.197223732364241,-103.72685359816072,0.0,6.94173824437409e-08,0.0,369,0.0014319398514390938
41,0.0001665734873192074,3324.690476190476,0.0002809520125863076,-6.690511528030562e-05,295200,0.00039020144234219045,0.0021293780349659506,0.00019582541230019632,-6.689841031754072e-05,0.0,1.3985976589222355e-05,2.1972148964518596,-69.4860597663834,0.0,-6.704960509205915e-09,0.0,369,0.008105420155807801
42,0.00018894404937411848,3324.690476190476,0.00016777524663170906,-4.772502886529887e-06,302400,5.6248821170551466e-05,0.0025745276699656707,0.00019262007303695627,-4.854073921153336e-06,0.0,8.214489120256564e-08,2.1972233733203677,-51.83061763210902,0.0,8.157103399185563e-08,0.0,368,0.001604061731342217
43,0.00018248273206573066,3324.690476190476,0.00018569231842255771,-4.122887092001075e-06,309600,5.69954319273975e-05,0.0018834921531864287,0.0001820295761454973,-4.107830745644729e-06,0.0,8.801927546227734e-08,2.1972230644926194,-29.68219277836028,0.0,-1.505634495894507e-08,0.0,368,0.0017664529374208846
44,0.0001814650763919908,3324.690476190476,0.00017719515427776805,-4.633342417531955e-06,316800,6.148163174566194e-05,0.0015564791964498865,0.0001828838231316666,-4.627406952248665e-06,0.0,8.909898132043671e-08,2.1972231870700445,-31.435293948347603,0.0,-5.9354642005581846e-09,0.0,367,0.001728902856872111
45,0.00016980157397656948,3324.53125,0.00016357171661265918,-4.1889360069494276e-06,324000,5.483180456556164e-05,0.002398888981859648,0.00016974133670980031,-4.204971115400355e-06,0.0,7.953255706909783e-08,2.1972233635534053,-103.99903113777674,0.0,1.603510566890874e-08,0.0,366,0.001596582903822458
46,0.0001527374300458755,3324.53125,0.00012897164938785574,-3.261524262868191e-06,331200,4.67512797432111e-05,0.003332426049649561,0.00015711461931272106,-3.3585481028921103e-06,0.0,6.135054152601861e-08,2.197224054942055,-96.57120327911682,0.0,9.702384002391935e-08,0.0,366,0.001246248710351268
47,0.0001402117543500388,3324.53125,0.0001486197502222224,-2.5601985173842477e-06,338400,4.909927765623244e-05,0.001986272818533902,0.00014097556348365226,-2.6355658760631545e-06,0.0,6.392839493328847e-08,2.1972236551104287,-33.89122614634157,0.0,7.53673617105556e-08,0.0,365,0.0014246921797914122
48,0.0001435383587417498,3324.53125,0.00016330096243426164,-3.62039131934469e-06,345600,5.1292005011770366e-05,0.0012217586629289993,0.00014667547854776018,-3.62039131934469e-06,0.0,7.257171998810494e-08,2.1972234373057677,-24.14979091526568,0.0,0.0,0.0,364,0.001655695499749925
49,0.00012189817472596859,3324.53125,0.0001376298980220969,-1.874463026025932e-06,352800,4.6899873330456725e-05,0.0029270604270064606,0.0001227888167239952,-2.0099732010537073e-06,0.0,5.836869643411761e-08,2.197223852910693,-56.97325573455719,0.0,1.3551018039632054e-07,0.0,364,0.0014033569653723148
50,0.00011803354423455538,3324.8,0.0001724959704800983,-3.2665323093444872e-06,360000,5.577974444405654e-05,0.0015165107874305817,0.0001208871303422693,-3.2961361284502224e-06,0.0,7.99870770330225e-08,2.1972233437640325,-20.894926831316294,0.0,2.960381910573536e-08,0.0,363,0.0018321236911835008
51,0.00010269022638033401,3324.8,0.00012278347701258146,-2.303719561690851e-06,367200,4.096263308219049e-05,0.002592382068212746,0.00010340325658265981,-2.418255745981416e-06,0.0,5.170172228393179e-08,2.1972240231592184,-82.93658816459318,0.0,1.1453618537329714e-07,0.0,362,0.0012822242479639484
52,7.824693430578649e-05,3324.8,0.00013287398538037095,-2.150837583990171e-06,374400,4.863084780406192e-05,0.0013871621540754125,8.091446922218806e-05,-2.1525959294238713e-06,0.0,5.73401473323084e-08,2.197223960441887,-30.091626546281987,0.0,1.7583454337000148e-09,0.0,361,0.00137999821099574
53,8.725577857211448e-05,3324.8,0.00013201083817543732,-2.120601706090091e-06,381600,4.413656772004004e-05,0.0022328413664911718,8.835987193282725e-05,-2.207719908361985e-06,0.0,5.6044378851999105e-08,2.1972239075135933,-33.27965891124079,0.0,8.711820353508098e-08,0.0,360,0.0013819715556140485
54,8.078915043615636e-05,3324.8,0.00016145484893294692,-2.2324180776670785e-06,388800,5.145898215726502e-05,0.001032946276759768,8.118909332085216e-05,-2.2286074742392164e-06,0.0,7.048972587360829e-08,2.197223430395757,-19.55307754304674,0.0,-3.8106034278623865e-09,0.0,360,0.0017014074430506628
55,7.376356984418369e-05,3324.8,0.00013975016467782398,-1.5111802779212696e-06,396000,4.579918377654991e-05,0.0024760311048580247,7.245980105431249e-05,-1.528002070762256e-06,0.0,6.051063796367522e-08,2.197223750046952,-26.018133076662732,0.0,1.6821793156783248e-08,0.0,359,0.0015010253051743214
56,6.619207506571517e-05,3324.96,0.00014856678301213984,-1.546228588007341e-06,403200,4.9910448587366724e-05,0.001648898628752331,6.519630013718554e-05,-1.5343145676931182e-06,0.0,6.903080804474713e-08,2.1972235803250912,-75.22046496364806,0.0,-1.1914021261613276e-08,0.0,359,0.0015780853613741495
57,5.75909552073051e-05,3324.96,0.00012245524683852414,-1.6634107642556976e-06,410400,4.4269401506292046e-05,0.00166999906170702,5.949398235373785e-05,-1.6424189263857566e-06,0.0,5.1113338051519804e-08,2.1972240156408342,-76.46526839276471,0.0,-2.0991837080449235e-08,0.0,358,0.0013337843871410033
58,4.027102069026793e-05,3324.96,0.0001075500074114128,-1.3711456040713798e-06,417600,3.96687990423425e-05,0.0023816865075923727,4.069347076342493e-05,-1.3879372076041935e-06,0.0,4.231364285568831e-08,2.19722430166744,-44.88515746020766,0.0,1.679160406572085e-08,0.0,358,0.0011540693583837881
59,5.422039062511224e-05,3324.96,0.0001427052879334855,-8.843754045028828e-07,424800,4.720208104018637e-05,0.001570029370680906,5.576356289628577e-05,-8.900629877270257e-07,0.0,6.08681293809612e-08,2.197223735227787,-25.806155190385837,0.0,5.687581960955869e-09,0.0,357,0.0016432045306698584
60,4.5879643572218825e-05,3324.96,0.00011905815291197903,-1.7979584148546354e-06,432000,3.989670821715999e-05,0.0019884366268516237,4.224488314378952e-05,-1.8543604331993055e-06,0.0,4.541415193190116e-08,2.1972240363132385,-38.23665506192616,0.0,5.640201775255112e-08,0.0,358,0.0013495283999890534
61,4.748340562958909e-05,3324.93,0.0001658112763236984,-1.683873046443653e-06,439200,5.3554339272620695e-05,0.0015811710375549278,4.8643349592006055e-05,-1.7037871931144328e-06,0.0,8.18537737013608e-08,2.197223310271899,-18.164202171986695,0.0,1.9914147144475094e-08,0.0,358,0.001858373678917781
62,3.444482629590682e-05,3324.93,0.00010523963969070212,-1.278193786982928e-06,446400,3.518659971345167e-05,0.0016978155006851378,3.2837608370560815e-05,-1.3047335033884187e-06,0.0,3.984945897197809e-08,2.197224254970828,-122.51947616082651,0.0,2.6539716405490514e-08,0.0,357,0.0011906594067566778
63,-6.322725055277736e-05,3324.93,0.0002629002570157993,-8.786684158139817e-05,453600,0.0004482410156546504,0.0020402892461507216,-2.184179260506014e-05,-8.792482260857511e-05,0.0,1.988979712167984e-05,2.197216372971583,-53.692317775857745,0.0,5.798102717692797e-08,0.0,356,0.010757764022859332
64,-7.391182262749464e-05,3324.93,0.0001257059386396624,1.7149149666061295e-06,460800,4.4901481313652883e-05,0.0026765228650142106,-7.315430139348631e-05,1.7303715247782166e-06,0.0,3.9661298342190825e-08,2.197223876397331,-30.93743783452465,0.0,-1.5456559980831177e-08,0.0,355,0.0012138559058665827
65,-7.141928117944767e-05,3324.93,0.00014213052911790324,1.2089494947829125e-06,468000,4.531080788855616e-05,0.0024977817734670392,-7.188994350801496e-05,1.2105867393549282e-06,0.0,4.845686370617251e-08,2.1972237058007527,-16.25879279706844,0.0,-1.637244572015738e-09,0.0,355,0.0015226695725664885
66,-7.491351354127846e-05,3324.93,0.00012365283421021312,1.739678627697989e-06,475200,4.165950493433928e-05,0.002189813001085361,-7.377775987642674e-05,1.7274331989733513e-06,0.0,4.1002710376956416e-08,2.1972239792914623,-26.0576410911386,0.0,1.2245430529190575e-08,0.0,355,0.0013237424564512264
67,-7.789549578788748e-05,3324.99,0.0001323246006586246,1.6156551652800544e-06,482400,4.386764391640845e-05,0.0016758519300310098,-7.948659503227121e-05,1.6265373723665908e-06,0.0,4.657848316284272e-08,2.1972238790673555,-33.219691243045546,0.0,-1.0882207086536462e-08,0.0,355,0.001466812823445055
68,-7.774561016193483e-05,3324.99,0.00010117794909994758,1.5010172667198957e-06,489600,3.801240074963285e-05,0.002098829398817822,-7.982883635223615e-05,1.492174444948843e-06,0.0,3.119482267459641e-08,2.197224349584529,-49.44599373768877,0.0,8.842820108608092e-09,0.0,355,0.0011155312197493798
69,-7.10474660442102e-05,3324.99,0.00010374337178324856,1.3019525734052007e-06,496800,3.86814985740194e-05,0.0016551583703480588,-7.236079599135251e-05,1.3721890445036215e-06,0.0,3.212909576233788e-08,2.197224357746265,-33.30299705154682,0.0,-7.023647109842083e-08,0.0,354,0.0011052169241156664
70,-6.085444300725329e-05,3324.99,0.00011317830433610999,1.4488123421666576e-06,504000,3.778105225400857e-05,0.00235492352007063,-6.479838964029239e-05,1.3727375532133904e-06,0.0,3.475729112330467e-08,2.1972241420531393,-22.628432012727025,0.0,7.607478573213989e-08,0.0,354,0.0013230685379302866
71,-6.434829846632306e-05,3324.99,0.00010191090389547581,1.7092639754784453e-06,511200,3.561900529928047e-05,0.0018336909055304,-6.521525958721825e-05,1.7260181927157183e-06,0.0,3.0408839772027336e-08,2.197224317445326,-25.4063873027746,0.0,-1.675421572144842e-08,0.0,355,0.0011649079301833622
72,-6.309455995592759e-05,3324.95,0.00012951206335769493,1.6380179082283715e-06,518400,4.0980195080931556e-05,0.0021812713308356746,-6.484842675447345e-05,1.6027703143950765e-06,0.0,4.312061170788154e-08,2.197223906185892,-15.185612957136973,0.0,3.5247591843775203e-08,0.0,354,0.0015450335249671111
73,-0.00011583391103645548,3325.02,0.00020061823885791916,-4.9158258415450855e-05,525600,0.00029115978681401887,0.0010194435340819697,-9.543658285152721e-05,-4.909782757558288e-05,0.0,1.1609665355856797e-05,2.1972191035188464,-204.608906445861,0.0,-6.043083986797784e-08,0.0,354,0.006497666368915218
74,-0.00011088449616802372,3325.02,0.00011368682897732974,2.3869205534133977e-06,532800,5.380643823605225e-05,0.0020318823904880634,-0.00011221435428235545,2.4232135820057012e-06,0.0,2.773483767717249e-08,2.1972241133924517,-84.4880797317293,0.0,-3.6293031118677594e-08,0.0,353,0.0008841499907973071
75,-0.00010430056172221418,3325.02,7.97323224493498e-05,2.0317481832517305e-06,540000,2.8655137325668075e-05,0.0011779904518928476,-0.00010470988220697985,2.030772545547771e-06,0.0,1.6942674344811423e-08,2.197224697221524,-606.5334401632365,0.0,9.75636606189635e-10,0.0,353,0.0006977763426672538
76,-0.00010025632690413326,3325.02,8.625762101695167e-05,2.1293037106769633e-06,547200,2.6623181388977693e-05,0.0019065128669186744,-9.94762271586787e-05,2.1305508025487084e-06,0.0,1.6491595782757364e-08,2.1972246192466645,-233.6579476465498,0.0,-1.2470943981194674e-09,0.0,353,0.0008125057189432897
77,-9.761125903370009e-05,3325.02,6.667575200625587e-05,2.0998494182012153e-06,554400,2.1497384641955525e-05,0.0008726599997832552,-9.91482415743491e-05,2.0998494182012153e-06,0.0,1.0518403423912873e-08,2.1972248661939546,-1421.020990347127,0.0,0.0,0.0,352,0.000600384113698632
78,-0.00013773321771637592,3324.87,0.0002015529176646827,-4.123876944555969e-05,561600,0.0002974259010254461,0.0013085519684140519,-0.00012001185715980777,-4.1212862843454046e-05,0.0,9.94013362989735e-06,2.1972177006674825,-826.2773359264015,0.0,-2.5906602647010776e-08,0.0,352,0.005471254638262401
79,-0.00017385369957699124,3324.87,7.895331735670223e-05,3.826957186363003e-06,568800,4.056765029216781e-05,0.000963810848452736,-0.00017536860834288216,3.826957186363003e-06,0.0,1.3670060004481145e-08,2.197224642414207,-1551.975732567312,0.0,0.0,0.0,352,0.0005032250991975268
80,-0.00016451431084826934,3324.87,7.50425719428359e-05,3.5565654716764534e-06,576000,3.838647468564281e-05,0.0017117537116363656,-0.000165254538301919,3.6232992357253643e-06,0.0,7.688922005004789e-09,2.1972248200386293,-529.0317646272725,0.0,-6.673376404891045e-08,0.0,351,0.0004843440212983984
81,-0.0001569947974047579,3324.87,6.604022997423887e-05,3.5421323371560855e-06,583200,2.030184092148618e-05,0.0009795765878702128,-0.00015771090149140494,3.5421323371560855e-06,0.0,6.962196246144797e-09,2.197224929641794,-919.1252077414131,0.0,0.0,0.0,351,0.0005371518920168247
82,-0.0001513348161108932,3324.87,5.9275305757543556e-05,3.629970971938216e-06,590400,1.8625633920446408e-05,0.0009619270441428868,-0.0001538712868366727,3.629970971938216e-06,0.0,5.913988420266077e-09,2.197224993393535,-1142.7859044040101,0.0,0.0,0.0,351,0.00047902980652878116
83,-0.0001466025758279665,3324.87,6.382683988278356e-05,3.4388855520762354e-06,597600,1.8783184745147165e-05,0.0008830758768157293,-0.00014891984740513309,3.4388855520762354e-06,0.0,7.066443511488354e-09,2.1972249643575577,-407.1260793154107,0.0,0.0,0.0,351,0.0005475128065707337
84,-0.00013909223251377825,3324.68,4.6186781562067744e-05,3.3241212947222608e-06,604800,1.3679641385836258e-05,0.0012718458021312793,-0.00014111720352168302,3.3400159348744673e-06,0.0,3.8477889326922305e-09,2.197225163099627,-1567.2631683777252,0.0,-1.5894639323240275e-08,0.0,351,0.00038559064952120434
85,-0.00013289352381141043,3324.68,5.0291208932278444e-05,3.061137069819451e-06,612000,1.7659230082560854e-05,0.0005747234568450699,-0.00013407237480322014,3.061137069819451e-06,0.0,5.974172019704356e-09,2.197225048340187,-581.265413115176,0.0,0.0,0.0,350,0.00045674402788708953
86,-0.00012762078638879252,3324.68,4.295017514635999e-05,2.8130730540157223e-06,619200,1.1804640897810873e-05,0.0004124693983997606,-0.00012928464661177613,2.8130730540157223e-06,0.0,3.505024436712929e-09,2.1972251636237123,-1481.7186532183894,0.0,0.0,0.0,350,0.000350202400202408
87,-0.00012430620571615656,3324.68,5.4017335233782894e-05,2.6968799504313544e-06,626400,1.3067280822990652e-05,0.0003839141761607717,-0.00012629308462309714,2.6968799504313544e-06,0.0,4.438599607187001e-09,2.1972250628282155,-179.40931999813313,0.0,0.0,0.0,350,0.0004743678739299068
88,-0.0001195695039318972,3324.68,4.201415027620726e-05,2.8111652845060236e-06,633600,1.1191260474491e-05,0.0003712106997490733,-0.00012079000237554765,2.8111652845060236e-06,0.0,3.2270885067429036e-09,2.1972251491224957,-1338.1271622853558,0.0,0.0,0.0,350,0.00037194106969593276
89,-0.00011602830668914341,3324.8,5.243704162519442e-05,2.794449438776673e-06,640800,1.213479425986526e-05,0.0003412700487712704,-0.00011796998523456591,2.794449438776673e-06,0.0,4.3127801054831095e-09,2.1972250308971555,-637.2793522343939,0.0,0.0,0.0,350,0.00044067238573194435
90,-0.00011254200383443081,3324.8,3.906059590719589e-05,2.5557235507192496e-06,648000,1.1741324850740527e-05,0.0002977386298589743,-0.00011330802346173068,2.5557235507192496e-06,0.0,4.602703421806059e-09,2.1972250952088186,-1676.875938639048,0.0,0.0,0.0,350,0.0003564722028168192
91,-0.00010986872610153639,3324.8,4.1911982853125606e-05,2.5434665381321653e-06,655200,1.0897950412309213e-05,0.000291866998167806,-0.00011061723144827221,2.5434665381321653e-06,0.0,2.8255983434247625e-09,2.1972251649697623,-345.30542120632094,0.0,0.0,0.0,349,0.00033320065497199983
92,-0.00010811969639158693,3324.8,4.543123000877361e-05,2.384922400364833e-06,662400,1.1153652074138935e-05,0.0002926377140013701,-0.00010939779296433337,2.384922400364833e-06,0.0,4.299039740857196e-09,2.1972251374891254,-1032.9864531204412,0.0,0.0,0.0,349,0.00038855576393839665
