value_loss,frames,fps,PMM:episode_rewards,episode_length,P01:episode_rewards,grad_norm,policy_entropy,policy_loss,epoch_idx,explained_variance,advantage_norm,clip_fraction,approx_kl_divergence,P09:episode_rewards
2.8291184533387423,10240,172,73.4375,311.84375,25.0,45.41432592284606,1.546388927847147,0.015465418552048504,1,-0.03527144305408001,15.968719416856766,0.3972412109375,0.023383060157995,125.0
0.2531648430041969,20480,162,72.34848484848484,305.5,25.0,3.368735185438667,1.5927418552339077,-0.0006319209365756251,2,0.1465476118028164,15.968719297647477,0.1529052734375,0.0025778334701503005,125.0
0.09444767241366207,30720,171,88.65979381443299,312.63917525773195,25.0,2.0641628105146936,1.6789653696119786,-0.002274171213502996,3,0.1574947636574507,15.968719297647477,0.11357421875,0.0019457010099134474,160.00000000000014
0.1176734146894887,40960,175,142.25,327.61,25.0,2.1779344542935926,1.7174625083804131,-0.002723369142768206,4,0.252086928114295,15.968719255924224,0.09267578125,0.0016779496603706097,327.5000000000002
0.13686064458452166,51200,179,197.5,344.18,47.50000000000001,3.1011584305133564,1.7271869957447052,-0.003744647568964865,5,0.3885108184069395,15.968719136714935,0.0988037109375,0.0017898644707432215,352.5000000000002
0.1250364849343896,61440,178,245.75,356.98,75.0,2.8147936818118007,1.7287153862416744,-0.004162103567068698,6,0.4657707642763853,15.968719291687012,0.0929931640625,0.001633193455734528,527.5000000000002
0.1469180041924119,71680,181,275.5,367.54,100.0,3.29536897061132,1.7147198468446732,-0.004648636564888875,7,0.5628358494490385,15.968719273805618,0.114794921875,0.0018484374854781892,550.0
0.16634857282042503,81920,181,279.0,368.16,122.5,3.200372911982528,1.7044532164931296,-0.003974106416717404,8,0.6200722053647041,15.968719244003296,0.1190185546875,0.0019563198206927505,527.5000000000002
0.14085489511489868,92160,183,286.0,368.89,125.0,3.3276310424577686,1.7303544119000436,-0.004616213003646408,9,0.6912403967231512,15.96871907711029,0.1064208984375,0.001796078267557548,527.5000000000002
0.1319724485743791,102400,184,276.5,363.95,125.0,2.8089142577051707,1.7363229341804982,-0.004656153778341832,10,0.6990461070090532,15.968719285726547,0.09873046875,0.0017501703792507054,480.00000000000045
0.12442995114251972,112640,184,283.25,368.9,122.5,2.511317666914146,1.748929414153099,-0.005735601245396538,11,0.7183011196553707,15.968719351291657,0.12451171875,0.0021286026282726026,525.0
0.11808798727579414,122880,185,281.25,370.06,125.0,2.7964703268034237,1.7161249227821826,-0.005910878319264156,12,0.7595654841512441,15.968719238042832,0.126025390625,0.0021894621057359214,527.5000000000002
0.11366823269054294,133120,186,315.75,380.8,125.0,2.2856673514459027,1.7082655288279056,-0.00554042851417762,13,0.7627465553581715,15.968719273805618,0.1078125,0.0018685217813643462,625.0
