epoch_idx,policy_loss,PMM:episode_rewards,explained_variance,policy_entropy,value_loss,episode_length,fps,advantage_norm,grad_norm,frames,P09:episode_rewards,P01:episode_rewards
20,-0.00024629160529002545,2.16,0.940973550081253,1.33172616481781,0.004758766167215072,210.61,263,0.8094357401132584,0.22487269905419843,160000,5.0,0.0
21,-0.0003723721983260475,2.01,0.9409243601560593,1.3529912805557252,0.004813658609054983,208.0,263,0.7994940768182278,0.21377524457811498,168000,5.0,0.0
22,0.001478544610326935,1.78,0.8741968744993209,1.3761665189266206,0.00658704289526213,196.56,262,0.8995115610957146,0.23471391658900895,176000,5.0,0.0
23,-0.0009707580402027816,1.66,0.911865845322609,1.3681575465202331,0.006008940775645896,190.74,262,0.9027485799789429,0.2394784497737839,184000,4.1000000000000085,0.0
24,-0.0027819081561028724,1.87,0.9027606630325318,1.3514352941513061,0.00803280639811419,198.23,262,0.9567453655600547,0.35097038147446247,192000,5.0,0.0
25,-0.00019109354412648826,2.37,0.9005530798435211,1.3648457634449005,0.0069794363313121725,214.56,262,0.9261949059367179,0.2507717352434999,200000,6.1000000000000085,0.0
26,0.0002189914823975414,1.79,0.9394447487592698,1.3692073738574981,0.004244173407205381,195.48,263,0.7453438720107078,0.19533585827416158,208000,5.0,0.0
27,-0.001420021763187833,1.71,0.9235017251968384,1.3595298099517823,0.005918552036164328,192.42,263,0.8591758999228477,0.22685277609607352,216000,5.0,0.0
28,-0.0010482967111238395,1.8,0.9406793302297592,1.3466117036342622,0.0047633884736569595,194.87,263,0.8091561603546142,0.2201114887986021,224000,5.0,0.0
29,7.323470781557262e-05,2.02,0.9381827610731125,1.364633309841156,0.006240213223500177,202.89,263,0.8843781697750092,0.24024679667702556,232000,6.1000000000000085,0.0
30,-0.0011554796988639282,1.68,0.9605417960882187,1.3574617087841034,0.003207526771002449,192.09,263,0.6510472184419632,0.17111058130181844,240000,5.0,0.0
31,-0.0006940743452287279,1.62,0.9563752627372741,1.3482272040843963,0.004276341789518483,190.14,263,0.7373897078633308,0.18101942529495663,248000,5.0,0.0
32,-0.0016460903687402606,2.22,0.9473532325029373,1.337039405107498,0.005121302692859899,210.47,264,0.804126325249672,0.1990128147641027,256000,6.200000000000017,0.0
33,-0.0011379823100287467,2.49,0.9315060025453568,1.3513188982009887,0.006187044766847976,221.72,263,0.9123382225632668,0.24846651921000767,264000,6.1000000000000085,0.0
34,-0.0020926021789182416,1.77,0.9534338122606277,1.3666478168964387,0.003455651499098167,194.28,263,0.671980375945568,0.1745350721581743,272000,5.1000000000000085,0.0
35,-0.00045795371319400145,2.02,0.9606195712089538,1.3527506244182588,0.004065682911896146,204.05,264,0.7433610960841179,0.17742367270052134,280000,6.1000000000000085,0.0
36,-0.0004265763406874612,2.09,0.9150380969047547,1.3666552531719207,0.0055700112908380105,206.33,265,0.8538669168949127,0.24053197472593527,288000,6.1000000000000085,0.0
37,-0.0015382290022535018,2.56,0.9272374957799911,1.3650275516510009,0.0068785545538412405,224.05,265,0.9424633404612541,0.2464979161809296,296000,8.0,0.0
38,-0.001956115952852997,1.97,0.9263280755281449,1.3652560317516327,0.0048590827034786345,200.79,265,0.7921227498352528,0.20930740669070455,304000,5.1000000000000085,0.0
39,-0.0019972696321201512,2.03,0.9478412622213364,1.360302858352661,0.005383821304421872,203.39,265,0.8185253620147706,0.20933477254020816,312000,5.1000000000000085,0.0
40,-0.0013691317921620794,2.04,0.901956114768982,1.369440222978592,0.008187372671673075,203.32,265,1.0527038121223449,0.26481345658025546,320000,6.0,0.0
41,-0.0016556401849084068,1.97,0.952951797246933,1.362767813205719,0.004892353294999339,204.18,265,0.7936060251295567,0.20984468095233352,328000,5.0,0.0
42,-0.0022149941678799223,2.22,0.95725730240345,1.3637061274051667,0.00490615261514904,210.58,265,0.7778557869791984,0.2165425993857377,336000,7.0,0.0
43,-0.002548418080987176,2.06,0.9611537504196167,1.3597062063217162,0.0047249300312250855,206.05,265,0.7727362668514252,0.2161675952645923,344000,5.1000000000000085,0.0
44,-0.0020311925821806655,2.16,0.9372753262519836,1.3642767977714538,0.0073422247407143,211.07,266,0.974564465880394,0.2851038755514794,352000,5.0,0.0
45,-0.0010735920447768877,2.22,0.9350098407268524,1.3474779880046845,0.006081348333973438,212.42,265,0.8982976001501083,0.21924717305857114,360000,5.0,0.0
46,-0.0004153180681169033,2.47,0.9377632975578308,1.3632654666900634,0.007205333605525084,223.63,265,0.9852580708265305,0.24873906519633746,368000,5.0,0.0
47,-0.0012175212396687129,2.76,0.9541733849048615,1.3587826073169709,0.005086633706232533,230.06,265,0.8366847088932992,0.20121724920065137,376000,8.100000000000009,0.0
48,-0.0019710880183265544,2.64,0.8486096626520157,1.3664867305755615,0.009753583387937397,230.25,265,1.1711022946238518,0.30385124232199745,384000,5.1000000000000085,0.0
49,-0.0008659231069032102,2.32,0.7815477758646011,1.3649693870544433,0.012021515193628146,216.24,265,1.2868337368965148,0.30955545807396573,392000,5.0,0.0
50,-0.003699207969184499,1.87,0.7773817586898804,1.3419059824943542,0.012392340699443593,198.55,266,1.3378611266613007,0.3520384169706761,400000,4.0,0.0
51,-0.0018750281310349237,1.62,0.85748395383358,1.3623775732517243,0.011011172694852576,189.82,266,1.2646465709805488,0.3275103460405663,408000,4.0,0.0
52,-0.0017838276869952096,1.66,0.8912357056140899,1.3630391359329224,0.008074582270346582,194.22,265,1.0682056364417076,0.28348880122765985,416000,4.0,0.0
53,-0.000849314397200942,2.02,0.9338599050045013,1.3488928854465485,0.007011646048631519,206.15,265,0.9915515515208244,0.2589055095132362,424000,5.0,0.0
54,-0.0015472750717890448,2.45,0.8948508405685425,1.34897047996521,0.009386106381425634,220.02,265,1.1380172562599182,0.2937821500246568,432000,6.0,0.0
55,-0.0015429386391770095,3.06,0.9434539359807969,1.3385362339019775,0.006153235176461749,239.54,265,0.9189936968684197,0.23104169687618512,440000,8.0,0.0
56,-0.002117385925666895,2.88,0.8670239061117172,1.33850040435791,0.01212396883405745,235.89,265,1.301118854880333,0.3227323319109417,448000,7.1000000000000085,0.0
57,-0.005953357990656514,3.03,0.8627691251039505,1.3362384247779846,0.014623804562725128,238.39,264,1.3589334028959275,0.37008520605747797,456000,7.0,0.0
58,-0.0065980213321745395,2.62,0.814032006263733,1.3146721720695496,0.023292051961179824,221.75,264,1.4825146597623826,0.5873358793649182,464000,6.0,0.0
59,-0.004191425151657313,2.73,0.8261067289113998,1.3037681519985198,0.014338192566065118,223.1,264,1.4137953144311906,0.361606756604282,472000,6.0,0.0
60,-0.005281289229751565,2.8,0.8782441544532776,1.2962395083904266,0.011327258427627385,221.26,264,1.2996894812583923,0.36135035727743464,480000,6.1000000000000085,0.0
61,-0.004831480339926202,2.75,0.8947580403089523,1.3094106101989746,0.009667870394187048,221.38,265,1.1899733048677446,0.3483842760759515,488000,6.1000000000000085,0.0
62,0.0011028280641767196,2.89,0.8475659948587417,1.3211073005199432,0.014192066611722112,227.11,265,1.3803178560733795,0.43299231907925906,496000,6.1000000000000085,0.0
63,-0.0012203572277212516,3.08,0.9385745841264724,1.3435795152187346,0.005655670660780742,237.97,265,0.8623605081439019,0.222843225804032,504000,7.0,0.0
64,-0.0010206810827367008,2.99,0.9021992629766464,1.3288667070865632,0.009428452543215827,232.34,265,1.1568284067511558,0.3014003495008893,512000,7.200000000000017,0.0
65,-0.002128054345957935,2.83,0.8852173900604248,1.3226477098464966,0.011648477530106902,222.83,264,1.301799158155918,0.33661563208179685,520000,8.100000000000009,0.0
66,-0.0014722784009063615,3.16,0.8949169856309891,1.3180207872390748,0.009067998643731699,232.96,264,1.154524591565132,0.2871997918307989,528000,9.0,0.0
67,-0.0023282693530200047,3.13,0.9090757209062577,1.3111185121536255,0.009053920649457724,230.43,265,1.1595447766780853,0.3184678835013137,536000,9.0,0.0
68,-0.0019481801296205958,3.21,0.9130846095085144,1.309674073457718,0.009175799285294488,237.32,265,1.1604391252994537,0.31442969995076875,544000,9.0,0.0
69,-0.002332488944666693,3.73,0.9196455651521682,1.2959167730808259,0.008429366380441934,249.72,265,1.1119470769166946,0.2880941400136915,552000,9.100000000000009,0.0
70,9.629203123040498e-06,3.51,0.8746372854709625,1.3380647361278535,0.00974859320675023,245.21,265,1.1829933941364288,0.31581449498042113,560000,9.100000000000009,0.0
71,-0.0033855861802294385,3.7,0.8941241282224656,1.2999126243591308,0.01028257372789085,248.47,266,1.2438637620210649,0.3262803538490254,568000,9.100000000000009,0.0
72,-0.0016888893686700613,3.59,0.8998788529634476,1.3077059185504913,0.009275408558314666,248.97,266,1.161857358813286,0.29406705234640135,576000,9.0,0.0
73,-0.0032910379988607017,4.18,0.9167109525203705,1.3022553658485412,0.00802905714721419,272.31,266,1.074758879840374,0.2732762755598694,584000,9.0,1.0
74,-0.0025889729407208508,4.18,0.9230138593912125,1.2856930577754975,0.008134438241831958,275.14,266,1.0888063022494316,0.2931823836587624,592000,9.0,1.0
75,-0.0015192760154604911,4.3,0.9097903430461883,1.3050948119163512,0.009457767894491553,277.27,266,1.1849249893426894,0.32714155094040237,600000,9.0,1.0
76,-0.0025075766441295857,4.02,0.9048296344280243,1.2922796368598939,0.009001745835412293,266.13,266,1.1590790462493896,0.3106992166938785,608000,9.0,0.0
77,0.0002504561492241919,4.21,0.8573068642616272,1.3025605142116548,0.01263680555857718,268.92,266,1.347023754119873,0.3774584297112649,616000,9.0,1.0
78,-0.0037158082198584454,3.71,0.8805422753095626,1.3042314910888673,0.01208518453873694,251.31,267,1.331750066280365,0.3559138744270435,624000,7.0,1.0
79,-0.0005619599350029603,4.12,0.8975573074817658,1.314428038597107,0.009162097575608642,262.26,267,1.1658781206607818,0.28663487905797386,632000,9.0,1.0
80,-0.006011267102148849,4.19,0.874404998421669,1.3034253764152526,0.011494449726305901,267.07,267,1.3040401381254196,0.33221588481109376,640000,10.0,1.0
81,-0.002995714689604938,4.71,0.8335774838924408,1.27190935254097,0.015393468539696187,280.11,267,1.5050971710681915,0.43362492726410246,648000,10.0,1.0
82,-0.0035498351941350846,4.83,0.8152387511730194,1.2522946870326996,0.016028112864587454,292.12,268,1.5001589226722718,0.4668247418554599,656000,10.0,1.0
83,-0.001076129589928314,4.85,0.8701458603143692,1.2839047145843505,0.011984291411936283,285.72,268,1.3371211391687394,0.3528682718619002,664000,10.0,1.0
84,0.0005328069924144074,4.53,0.9137233293056488,1.3091706657409667,0.008976008533500135,277.98,268,1.1364767491817473,0.315593321934155,672000,9.100000000000009,1.0
85,-0.004615798925660783,4.51,0.8916104924678803,1.2948972272872925,0.010231300310697406,275.14,268,1.2314478260278703,0.34012356037343094,680000,10.0,1.0
86,-0.003437636144080898,4.5,0.835145388841629,1.2731688261032104,0.01347977327881381,275.19,268,1.409734296798706,0.37380723846773917,688000,9.100000000000009,1.0
87,-0.0027751391407218762,4.83,0.8395918983221055,1.27592817902565,0.014987550964578987,281.28,269,1.5016195487976074,0.41087640652634155,696000,9.100000000000009,1.0
88,-0.0010371389224019367,4.86,0.8267577475309372,1.2541703462600708,0.016713866649661215,282.42,269,1.5983189177513122,0.49140814426692897,704000,10.0,1.0
89,-0.010491657717211637,5.37,0.7733052110671997,1.2587425184249879,0.017857485604472458,299.53,269,1.6453463035821914,0.48662821625154307,712000,11.0,1.0
90,-0.0021680214372463524,5.64,0.8381006437540054,1.2862130630016326,0.013223806931637227,311.94,269,1.4097475552558898,0.3806050564993166,720000,10.100000000000009,1.0
91,-0.00509740568784764,5.78,0.8353341573476791,1.274515713453293,0.015064787468872964,322.9,269,1.5066062515974046,0.42559838953005785,728000,10.200000000000017,1.0
92,-0.00358663996856194,6.7,0.7871627426147461,1.2404184079170226,0.01813324326183647,353.57,270,1.662953598499298,0.4493695348013763,736000,13.0,2.0
93,-0.008106852482305839,6.07,0.8093704795837402,1.2076514303684234,0.016716047779191286,332.81,270,1.58272824883461,0.4500485968764329,744000,11.0,2.0
94,-0.003507381956442259,6.43,0.8706721013784409,1.2456772172451018,0.012880250283051281,339.11,270,1.394436663389206,0.3799874143285314,752000,11.0,2.0
95,-0.009937943622935564,6.51,0.8353465223312377,1.2216371297836304,0.018075461518019437,339.23,270,1.64422553896904,0.4892579201476204,760000,11.0,3.0
96,-0.003041709943063324,6.51,0.7724751192331314,1.2260137712955474,0.02071469453163445,340.88,270,1.7647851693630219,0.4732632497359739,768000,11.0,3.0
97,-0.004644555153790861,6.74,0.8261616486310959,1.2621388113498688,0.015192255773581565,354.43,270,1.5183383828401567,0.3901264966553262,776000,11.0,3.0
98,-0.004174468627898022,7.0,0.7872925579547883,1.1920267152786255,0.016875171975698322,358.36,271,1.5959853166341782,0.43434145468082536,784000,11.100000000000009,3.0
99,-0.004827218010032084,7.26,0.8199930566549302,1.2292178606986999,0.017123541417531668,361.64,271,1.6078900557756424,0.4395254102297077,792000,12.0,3.0
100,-0.004335456066764891,7.67,0.7581599968671798,1.196243200302124,0.020583068411797287,368.8,271,1.7713210022449493,0.45591496729677206,800000,12.0,4.0
101,-0.004224984011380002,7.7,0.8007965284585953,1.2163876795768738,0.01783860766328871,369.96,271,1.6418380492925644,0.47000858374166354,808000,12.0,4.0
102,-0.006646930229762802,7.74,0.7853507083654404,1.207323396205902,0.019519762503914535,370.7,271,1.7156743592023849,0.4843639401392222,816000,12.0,4.0
103,-0.005641950058925431,7.43,0.8048266565799713,1.221003166437149,0.01751050322316587,370.29,271,1.6395166993141175,0.4788180144998149,824000,11.100000000000009,4.0
104,-0.005062239262042567,7.31,0.8385548794269562,1.1867516684532164,0.01525346857495606,369.53,271,1.526618978381157,0.4129211231394144,832000,11.0,4.0
105,-0.0025984515920572447,6.75,0.7973531711101532,1.2287505197525024,0.018039809975307436,356.3,272,1.645598466396332,0.4593071473891197,840000,10.0,3.0
106,-0.003237568162730895,6.94,0.7625859117507935,1.2244004809856415,0.022978154425509274,360.37,272,1.8378393596410751,0.5287059463133428,848000,10.100000000000009,3.0
107,-0.011281378767744172,7.53,0.80575414955616,1.2070137500762939,0.016554240477271377,372.51,272,1.5714134085178375,0.434180299530785,856000,12.0,3.0
108,-0.006785659574088641,7.65,0.7365368562936783,1.165591157078743,0.02306081444490701,374.43,272,1.8137986731529236,0.5531870653505288,864000,12.0,3.0
109,-0.0029842183864093384,7.89,0.8220653849840164,1.1944447058439254,0.015314751151017846,383.33,272,1.5207248932123185,0.4324645189809147,872000,13.0,3.0
110,-0.004480212374473922,8.33,0.8217025208473205,1.1995248901844024,0.015265492801554502,391.64,272,1.5193184220790863,0.4372636917652293,880000,14.0,4.0
111,0.0014306580991251393,8.17,0.7624991178512573,1.224437690973282,0.018801709157414734,392.92,272,1.6797682929039002,0.4841354239008943,888000,13.100000000000009,4.0
112,-0.0051598868565633895,8.1,0.7709758013486863,1.2279036676883697,0.019910640730522573,395.25,272,1.7428117108345031,0.48358909402796946,896000,12.100000000000009,5.0
113,-0.005159597573801875,8.11,0.8319905030727387,1.2254940593242645,0.016762027395889164,400.08,272,1.5965092116594315,0.42158200644315663,904000,12.0,5.0
114,-0.004419314891565591,8.51,0.7409317338466644,1.2089393138885498,0.021783815599046647,405.08,272,1.8168347871303558,0.5411617995892587,912000,14.0,5.0
115,-0.003343111680005677,8.58,0.7541186791658402,1.2436730194091796,0.021303101358935237,408.84,273,1.7911326694488525,0.47677075676265324,920000,14.0,5.0
116,-0.0035535617638379337,8.91,0.8073448485136032,1.203588579893112,0.016759729981422423,419.54,273,1.5898895746469497,0.44928450522886915,928000,14.0,5.0
117,-0.0014979270932963119,9.2,0.8280417805910111,1.2138167643547058,0.013906777831725775,426.71,273,1.4524660617113114,0.39348518410153915,936000,14.0,5.0
118,-0.007010996452590916,9.21,0.7821330779790878,1.21575599193573,0.019257626621983947,421.96,273,1.7090772902965545,0.5019920521158647,944000,15.0,5.0
119,-0.005333929800544865,9.05,0.7998718923330307,1.1913766801357268,0.018230819329619407,418.55,273,1.6662119674682616,0.4775926083252176,952000,14.0,5.0
120,-0.001992906939412933,9.04,0.7585857683420181,1.2206894779205322,0.02067472447641194,422.68,273,1.7771840697526933,0.4960329463688822,960000,14.0,5.0
121,-0.004525011963851284,9.1,0.7901554876565933,1.2289061951637268,0.01793886995408684,425.77,273,1.6587449944019317,0.47703628009509413,968000,14.0,5.0
122,-0.0017341767725883982,9.18,0.8127205610275269,1.217558549642563,0.01717995952349156,424.27,273,1.6214456647634505,0.465400803093805,976000,15.0,5.0
123,-0.003252870951546356,9.21,0.7620717358589172,1.1849839007854461,0.021202373541891573,433.57,273,1.7979009866714477,0.5056073006197487,984000,14.100000000000009,5.0
124,-0.008317178894067183,9.74,0.7828309279680252,1.168247059583664,0.018845047214999796,450.93,273,1.695860185623169,0.5004878732729834,992000,15.0,5.0
125,-0.004811783260665834,10.28,0.7348798996210099,1.1399330133199692,0.02262384326197207,466.82,273,1.835605006814003,0.5185307094481688,1000000,16.0,5.9
126,-0.006121569704264402,10.1,0.7898285257816314,1.1867931574583053,0.01810945220757276,453.9,273,1.65155386030674,0.45584085183538064,1008000,16.0,5.0
127,-0.0032108295685611666,10.57,0.7477004039287567,1.1570651185512544,0.02067290366627276,459.01,273,1.773446000814438,0.5393802317384533,1016000,16.0,5.9
128,-0.0022588997712591663,10.62,0.8108860468864441,1.204460608959198,0.015864435364492238,463.42,273,1.5468421691656113,0.4425642978668658,1024000,16.0,5.0
129,-0.003781970248237485,10.3,0.8028303253650665,1.1919321084022523,0.017450864287093283,457.27,273,1.6260811084508895,0.49646425857268706,1032000,16.0,5.0
130,-0.0028750993151334114,10.11,0.7835114127397538,1.1809023612737655,0.018781318883411585,450.23,273,1.686711403131485,0.5068216485616708,1040000,15.0,5.0
131,-0.003735735435147944,9.95,0.8375171756744385,1.208165078163147,0.014788709306158125,445.15,273,1.4849745839834214,0.4456993159654194,1048000,15.0,6.0
132,-0.0026189452759717824,9.83,0.7807295083999634,1.1957315230369567,0.019211530620232224,444.93,274,1.7250284934043885,0.4847254978025872,1056000,14.0,6.0
133,-0.004269627708708867,10.27,0.7616566598415375,1.1938365697860718,0.020527826165780427,454.87,274,1.7637103688716889,0.5234646126778961,1064000,14.100000000000009,6.0
134,-0.005649512013187632,10.24,0.7845371085405349,1.1955992197990417,0.01886051603127271,453.1,274,1.695002289414406,0.465623112655049,1072000,15.0,6.0
135,-0.005215970378776547,10.06,0.7982322007417679,1.1897404980659485,0.018566321078687907,445.12,274,1.6798613095283508,0.4631546010954128,1080000,15.0,6.0
136,-0.0026396668248344214,10.11,0.7836066591739654,1.1657731711864472,0.02082466355757788,446.7,274,1.772315770983696,0.5237368498750617,1088000,15.0,6.0
137,-0.004174408669350669,10.32,0.8165642052888871,1.2176730930805206,0.015529555035755038,456.71,274,1.5375415045022964,0.4232352818736086,1096000,15.0,6.0
138,0.0006282238298445009,10.31,0.7848016202449799,1.2175659906864167,0.019663570714183152,447.59,274,1.7205166929960252,0.47384047788282485,1104000,15.0,6.0
139,-0.005442929013661342,10.32,0.7973983776569367,1.2009846949577332,0.01874475891701877,453.33,274,1.6897236520051957,0.49505686399678805,1112000,15.0,6.0
140,-0.006892528526950627,10.85,0.7609853452444076,1.1976822876930238,0.023768805186264216,459.3,274,1.8898293107748032,0.5633468562576143,1120000,16.10000000000001,6.0
141,-0.004661434184963582,11.43,0.7667081898450852,1.2199526357650756,0.021637553225737065,468.03,274,1.8150519186258316,0.5355973678483743,1128000,17.10000000000001,6.0
142,-0.003979284050292336,11.9,0.7469596976041794,1.171399531364441,0.020727326250635086,481.21,274,1.7727518916130065,0.49462604224258827,1136000,19.0,6.0
143,-0.005277255235705524,12.17,0.7454293584823608,1.2147192144393921,0.02292791466228664,494.45,275,1.8636463403701782,0.4934459753040783,1144000,19.0,6.0
144,-0.006065917077939957,12.18,0.7691324400901794,1.2063076388835907,0.021187414806336166,495.41,275,1.790029888153076,0.50060363557515,1152000,19.0,6.0
145,-0.005900965474138502,12.38,0.7306360918283462,1.171323077082634,0.022780332448892295,496.14,275,1.8594852131605148,0.577322381980096,1160000,19.10000000000001,7.0
146,-0.004814057065523229,12.37,0.7190127003192902,1.111489919424057,0.024411507062613965,498.94,275,1.9225814998149873,0.558917453022699,1168000,19.0,7.0
147,-0.004840326799894683,12.82,0.7080906140804291,1.097793723344803,0.024548956579528748,521.67,275,1.9095493185520171,0.5540317345692677,1176000,19.0,7.0
148,-0.005219670958613278,12.73,0.7678097885847092,1.1903957259654998,0.021556180096231402,512.22,275,1.8130425703525543,0.5134478250271518,1184000,19.0,7.0
149,-0.01165849475073628,12.8,0.7227856314182282,1.1105798977613448,0.026046446016989647,511.02,275,1.9960946881771087,0.6028981126494783,1192000,19.0,8.0
150,-0.0057081899908371266,13.21,0.7438385087251663,1.112640812397003,0.022149420911446213,516.15,275,1.8333987760543824,0.5369920894050388,1200000,19.0,8.0
151,-0.00835653413872933,13.58,0.7298091971874237,1.0788786870241165,0.02362428600899875,528.62,275,1.896280128955841,0.6055379149352388,1208000,19.10000000000001,8.0
152,-0.005331107146921568,13.56,0.7553015661239624,1.1376160192489624,0.022402515797875822,528.82,275,1.833207432627678,0.550002826767262,1216000,19.0,8.0
153,-0.002800128152157413,13.8,0.7154994004964829,1.1399297910928725,0.026791983167640865,535.55,275,2.020294712781906,0.5607248520046864,1224000,20.0,8.0
154,-0.006136668793624267,13.88,0.7268462598323822,1.1582798331975936,0.024360755439847708,531.89,275,1.9104303777217866,0.5493686940069228,1232000,19.10000000000001,8.0
155,-0.005286446296486247,14.69,0.7367063277959823,1.1432841616868972,0.023502165679819883,555.81,275,1.878110672235489,0.5363471161161133,1240000,21.0,8.0
156,-0.0026295658526942134,13.92,0.7801766556501388,1.2082660311460496,0.019535553292371333,548.39,275,1.7289831233024597,0.47280673047687377,1248000,20.0,8.0
157,-0.007637860456597991,14.15,0.7289888960123062,1.1400786060094834,0.025313868639059364,549.62,275,1.9610200262069701,0.6108947326430109,1256000,21.0,8.0
158,-0.006585971390013583,14.51,0.6860430639982223,1.1586185920238494,0.028172332625836134,555.26,275,2.062415464520454,0.6209261302685511,1264000,22.0,8.9
159,-0.00891492757218657,14.8,0.7239752876758575,1.1256825816631317,0.026080423681996763,564.89,275,1.9880770909786225,0.5815446565505302,1272000,22.0,9.0
160,-0.0032139920063491445,14.42,0.7111673974990844,1.1443414306640625,0.026287402394227683,567.85,276,1.981339863538742,0.6009713720624187,1280000,22.0,8.0
161,-0.00822942766477354,14.52,0.7525205391645432,1.1541690111160279,0.023306919811293483,565.17,275,1.8853304970264435,0.5797123710221045,1288000,22.0,8.0
162,-0.005769447979510005,14.36,0.7416494232416153,1.155366132259369,0.02305014483630657,556.69,275,1.8565050047636031,0.548592101701997,1296000,21.10000000000001,8.0
163,-0.012667556390515528,15.08,0.6899693483114242,1.1156594496965409,0.026572794541716575,569.38,276,2.010451177358627,0.5987463068494301,1304000,22.0,9.0
164,-0.009013083532918244,15.87,0.6725921261310578,1.0895457452535628,0.026311854412779213,593.15,276,1.9455624705553054,0.5908818538066051,1312000,24.0,9.9
165,-0.009645861255412455,15.94,0.7103390753269195,1.1349762761592865,0.026556342309340834,587.94,276,2.008328697681427,0.6374840171567606,1320000,24.0,9.0
166,-0.0027703508335980586,15.94,0.7375014239549637,1.152974741458893,0.024504377376288175,585.18,276,1.9363326144218445,0.56630635708857,1328000,24.10000000000001,9.0
167,-0.006670852221141103,15.99,0.780745302438736,1.152028797864914,0.022391680469736455,579.13,276,1.8344676470756531,0.5696532134292053,1336000,24.10000000000001,9.0
168,-0.010143690642435104,15.46,0.7224679929018021,1.1399315893650055,0.02424965727608651,574.92,276,1.9256000351905822,0.6260914615823769,1344000,24.0,9.0
169,-0.0077646911761257795,15.87,0.7260425686836243,1.122775375843048,0.025461935265921058,591.95,276,1.9604738211631776,0.6422239251396236,1352000,24.10000000000001,9.0
170,-0.0016016906980075873,16.04,0.6936896294355392,1.131445335149765,0.024261483838781715,595.28,276,1.9200641071796418,0.5890379804570172,1360000,25.0,10.0
171,0.0013023524897289463,15.25,0.7676153743267059,1.100721452832222,0.020677010491490365,570.11,276,1.7848162031173707,0.6022023001712146,1368000,23.0,8.0
172,-0.0071188527308549965,15.43,0.7058983582258225,1.0861279445886611,0.02758464274927974,574.62,276,2.0381836211681366,0.650009649632331,1376000,23.0,8.9
173,-0.008818819690786768,15.07,0.7111861389875412,1.123054170012474,0.02423473492730409,579.17,276,1.9164027214050292,0.5226906500617241,1384000,22.10000000000001,9.9
174,-0.0064309075177880004,15.08,0.7548254579305649,1.1319558364152909,0.019937253897078334,582.73,276,1.7483944600820542,0.5445082869987243,1392000,22.10000000000001,8.9
