epoch_idx,policy_loss,PMM:episode_rewards,explained_variance,policy_entropy,value_loss,episode_length,fps,advantage_norm,grad_norm,frames,P09:episode_rewards,P01:episode_rewards
302,-0.012391175464435945,42.89,0.6334070438146591,1.0494089037179948,0.0409966985648498,1006.89,280,2.3932418882846833,0.7426802183018348,2416000,63.10000000000001,26.0
303,-0.023446689565898852,43.81,0.6543752592802048,1.0012129253149034,0.03850454034749418,1025.92,280,2.2933749854564667,0.7662902813459941,2424000,63.10000000000001,26.0
304,-0.00732596171903424,44.81,0.6497623580694198,1.0458715081214904,0.037599820960313085,1033.7,280,2.2847131204605104,0.6932720601437105,2432000,64.0,26.0
305,-0.020740857243654317,45.05,0.6408798772096634,1.034794510602951,0.04323210849892348,1038.91,280,2.408179706931114,0.7217672309321724,2440000,64.0,27.8
306,-0.010907387681654654,45.67,0.6473517280817032,1.0580350947380066,0.03838592616375536,1041.83,280,2.3034078490734102,0.7151898775654422,2448000,64.0,26.0
307,-0.0180512748361798,45.96,0.6700043642520904,1.0616219115257264,0.038800388001836834,1046.94,280,2.2872800821065904,0.7637396945276969,2456000,64.0,27.8
308,-0.014744577359233518,46.75,0.6590609157085419,1.0295792812108993,0.04039161866996437,1054.39,280,2.358975929617882,0.8137078942980928,2464000,64.20000000000002,27.8
309,-0.014667371636023744,48.02,0.6530536842346192,1.0114841389656066,0.04174408711958676,1072.02,280,2.415621851682663,0.8681478371954767,2472000,66.10000000000001,28.0
310,-0.013634509576950221,47.97,0.6275766891241074,1.046697838306427,0.033928229566663505,1063.09,280,2.221894234418869,0.7558673847929107,2480000,66.10000000000001,28.0
311,-0.015352584407082759,48.22,0.6632090580463409,1.0292925179004668,0.03974371595308185,1069.49,280,2.3804322624206544,0.7754047341190762,2488000,66.10000000000001,29.8
312,-0.012226969105904572,48.32,0.6371674662828446,1.0112740474939346,0.042094695707783104,1064.55,280,2.3931793189048767,0.8976175734458641,2496000,66.10000000000001,28.0
313,-0.017829482359111352,48.7,0.6251747298240662,1.0655136907100677,0.037887101713567975,1068.54,280,2.297205797433853,0.7698263396079464,2504000,66.10000000000001,30.0
314,-0.010100102338983561,49.08,0.6568627160787582,1.0638471072912217,0.033585339607670905,1063.52,280,2.147156692147255,0.6565819293132061,2512000,67.10000000000001,30.0
315,-0.013310738286018023,50.38,0.6523246216773987,1.0390563797950745,0.04146118143573403,1080.83,280,2.4142158365249635,0.8729665116045975,2520000,72.20000000000002,30.0
316,-0.01207724736421369,49.85,0.6503126358985901,1.083505056500435,0.036277362685650585,1067.9,280,2.249321744441986,0.8768125086742243,2528000,72.0,30.900000000000002
317,-0.023316737735876815,48.89,0.6562094259262085,1.1084056115150451,0.04159763001371175,1062.94,280,2.426219297647476,0.7861170652350258,2536000,68.20000000000002,30.900000000000002
318,-0.009867247223155573,47.08,0.6788195139169693,1.0637278085947037,0.03392875676043332,1048.96,280,2.17871267080307,0.7545799086530509,2544000,66.10000000000001,29.9
319,-0.012927850519772618,47.54,0.626317127943039,1.046221382021904,0.03827352144289762,1047.58,280,2.282929148674011,0.7655438601955763,2552000,66.10000000000001,28.9
320,-0.01474675653153099,47.25,0.6672900360822678,1.05541159927845,0.03775453416630626,1045.05,280,2.316848658323288,0.7440113308434289,2560000,66.10000000000001,28.7
321,-0.014634998494875618,47.68,0.6600142496824265,1.0580659610033036,0.03470929617062211,1052.39,280,2.2009396249055864,0.6881097749227872,2568000,67.0,29.9
322,-0.008005677773617208,47.14,0.5898467522859573,1.0768914061784745,0.04048392857424915,1038.99,280,2.3688195192813875,0.7703609973561195,2576000,67.10000000000001,26.900000000000002
323,-0.012276851727510802,48.89,0.6698039990663528,1.07661792576313,0.03641262056306004,1066.84,280,2.200954930186272,0.7058283086467084,2584000,72.30000000000003,27.0
324,-0.021057624425156973,49.79,0.6376287639141083,1.074854673743248,0.048689697911031546,1061.77,280,2.530049585103989,1.0399363016513532,2592000,75.0,28.799999999999997
325,-0.014584392003744142,49.64,0.6190336054563522,1.0317271006107331,0.03595570093952119,1060.7,280,2.2429936325550077,1.214694915712147,2600000,75.0,28.799999999999997
326,-0.019937837518082233,49.16,0.6601345974206925,1.083310579061508,0.04056312772445381,1052.62,280,2.3326121020317077,0.8558600632725402,2608000,75.0,26.900000000000002
327,-0.015419592284706596,48.59,0.6724979549646377,1.0733725595474244,0.03358981892000884,1052.63,280,2.1562726521492004,0.6755094253119621,2616000,70.20000000000002,26.900000000000002
328,-0.013779756880612695,47.61,0.6049865937232971,1.0673368787765503,0.03794913437683135,1041.25,280,2.2895346868038176,0.6996457797261144,2624000,67.20000000000002,26.900000000000002
329,-0.00890200784546323,47.94,0.6472398537397385,1.0506285756826401,0.051347320210188625,1050.34,280,2.59292943239212,0.928382169573209,2632000,69.0,26.900000000000002
330,-0.014338380635599605,50.22,0.5649638360738755,1.0547129410505294,0.052802621759474276,1061.48,280,2.3348627376556395,0.8779303889145446,2640000,70.20000000000002,26.0
331,-0.010002412863177596,50.86,0.6992080938816071,1.057052463889122,0.03190163780935109,1069.43,280,2.1219033819437025,0.6201831880073087,2648000,74.10000000000001,26.0
332,-0.013488395647145808,52.23,0.6511029016971588,1.036492693424225,0.035109968055039645,1086.65,280,2.1801001226902006,0.6911175609394253,2656000,75.10000000000001,27.0
333,-0.009892240193876205,52.0,0.6514655518531799,1.0466935420036316,0.03256850913167,1087.44,280,2.1040849709510803,0.7069449628791857,2664000,75.0,29.700000000000003
334,-0.011196335449058096,52.1,0.6965144789218902,1.1132456362247467,0.034999981014989315,1085.97,280,2.2437096250057222,0.6735402354884124,2672000,75.0,31.8
335,-0.007161362777114846,51.28,0.6647293817996979,1.0594746708869933,0.03180527993012219,1078.87,280,2.1266175150871276,0.7001570298457331,2680000,75.0,30.0
336,-0.015165004501177463,51.17,0.6503202813863754,1.0163731610774993,0.04072345530614257,1070.88,280,2.354838629961014,0.8371413171617884,2688000,74.10000000000001,30.0
337,-0.012688772181572858,50.87,0.6636437410116196,1.0732497560977936,0.03468321587890386,1095.45,280,2.147418388724327,0.7175658891184505,2696000,74.10000000000001,30.0
338,-0.012368273379979654,51.72,0.6569104087352753,1.0664734381437302,0.03708721924107522,1106.71,280,2.2362124675512316,0.7927016573298272,2704000,75.0,31.8
339,-0.015596192423981848,51.89,0.638165974020958,1.0524512869119644,0.03780612652655691,1100.9,280,2.288163548707962,0.8466298224479963,2712000,75.0,32.0
340,-0.014187231561809312,52.5,0.6497047448158264,1.0793318003416061,0.03993589472956956,1111.68,280,2.3486091405153275,0.7905184527049007,2720000,75.10000000000001,32.0
341,-0.012849479819997213,52.45,0.6694273436069489,1.077766676545143,0.034934568479657174,1108.46,280,2.2081100016832353,0.7684193052592643,2728000,75.10000000000001,31.8
342,-0.00252567633659055,53.14,0.6160132551193237,1.0505867558717727,0.03636759010609239,1118.19,280,2.216663794517517,0.8225605783587437,2736000,76.30000000000003,31.8
343,-0.025354575686997123,53.78,0.5945360296964646,1.0486467164754867,0.06811476191040128,1113.22,280,2.6005723440647124,1.1660740940120773,2744000,79.10000000000001,29.8
344,-0.012912063739495352,52.89,0.630893657207489,1.0652908796072007,0.03484155546873808,1115.14,280,2.142874368429184,0.8272276681063192,2752000,80.10000000000001,29.8
345,-0.014034408372244797,52.38,0.6428670513629914,1.066882658600807,0.036881025121547284,1104.58,280,2.2597971951961515,0.7613150207924403,2760000,80.10000000000001,27.9
346,-0.015467194177326747,51.25,0.6854657590389251,1.0874613010883332,0.03500335269141942,1089.41,280,2.2351940023899077,0.7469214968712093,2768000,81.30000000000003,22.800000000000004
347,-0.006361969520221464,50.7,0.6655093806982041,1.0526857393980027,0.031580354170873765,1077.07,280,2.0894714868068696,0.7817594315963089,2776000,81.30000000000003,21.0
348,-0.014287296299589797,52.12,0.6519288718700409,1.0348848569393159,0.044411477860994635,1085.04,280,2.448818986415863,0.8229784919069013,2784000,81.30000000000003,21.0
349,-0.015184241228271276,52.43,0.6913000410795211,1.002190328836441,0.03595991588197649,1090.67,280,2.1914470356702807,0.7776782277199763,2792000,81.30000000000003,23.700000000000003
350,-0.01800133098557126,51.27,0.6739914047718049,1.0259333443641663,0.03307186231482774,1073.87,280,2.132158167362213,0.6972556146725145,2800000,81.30000000000003,23.700000000000003
351,-0.00938748992193723,50.95,0.690364015698433,1.078355376124382,0.03613275320734829,1075.1,280,2.283085467815399,0.754134109138707,2808000,81.0,24.0
352,-0.007180712674089591,49.58,0.6661242944002151,1.050836921930313,0.03195596473757178,1065.88,280,2.0775203096866606,0.7151412092122753,2816000,78.30000000000003,24.0
353,-0.008286030820163432,49.56,0.6347477817535401,1.063487708568573,0.040946354307234284,1063.12,280,2.3753268802165985,0.8124587824955263,2824000,78.30000000000003,24.9
354,-0.016109996638260782,50.74,0.6898450350761414,1.0311292058229446,0.04102953679859638,1069.37,280,2.333166617155075,0.7454255972233135,2832000,79.20000000000002,25.9
355,-0.02366761308396235,53.09,0.7060961592197418,1.0504120862483979,0.05908474638126791,1065.88,280,2.7336902475357054,1.1744912770505704,2840000,81.30000000000003,25.0
356,-0.014099308757104155,53.33,0.6489152520895004,1.0312223774194718,0.04502168534323573,1076.56,280,2.392859423160553,0.8226884096314862,2848000,81.0,25.0
357,-0.015515012481191661,51.89,0.6518956446647644,1.0230575627088547,0.033315253448672595,1062.39,280,2.1521080040931704,0.7588454605241917,2856000,78.10000000000001,25.0
358,-0.0074171867949189615,52.37,0.6810414677858353,1.0208217704296112,0.03233591925352812,1068.93,280,2.069877820611,0.6877681429444749,2864000,79.20000000000002,25.0
359,-0.006967640524671879,53.61,0.6444937455654144,1.0056585097312927,0.041585205504670736,1084.65,280,2.334208663702011,0.758703009193381,2872000,79.20000000000002,25.0
360,-0.02629951551090926,58.64,0.5994262617826461,1.0209340399503708,0.05795598437078297,1129.77,280,2.7820623433589935,0.902608176497895,2880000,87.30000000000003,29.0
361,-0.022926425464102066,58.17,0.5902066510915757,1.0325557124614715,0.04995932154357433,1117.63,280,2.599756656885147,0.9143571777005061,2888000,87.30000000000003,27.8
362,-0.013839373131049796,57.18,0.6111676287651062,1.0341840374469757,0.04451254891231656,1102.78,280,2.4923076224327088,0.8906024854417016,2896000,85.20000000000002,27.8
363,-0.016026733717881145,59.39,0.7016501003503799,1.0337434935569763,0.048929459415376186,1110.49,280,2.420488750934601,1.0202534058867203,2904000,90.40000000000003,28.9
364,-0.006626662209164351,60.62,0.6352172976732254,1.0376552510261536,0.032245797431096436,1126.42,280,2.10913924574852,0.7778876658998949,2912000,93.10000000000001,28.9
365,-0.011588020013296046,62.06,0.6271975064277648,1.0658524376153946,0.03811991897411644,1135.9,280,2.228803848028183,0.8468280813745571,2920000,93.10000000000001,28.9
366,-0.019360974565788638,63.53,0.6537335073947906,1.0595949280261994,0.04470414394512773,1150.24,280,2.4090739154815672,0.8950129335821595,2928000,94.0,28.9
367,-0.022346833042101933,66.65,0.7097588551044464,1.0648928719758988,0.07844339278992266,1158.09,280,2.927471777200699,1.5563105287235959,2936000,94.10000000000001,28.9
368,-0.011449461899683228,66.45,0.6521800708770752,1.06447138607502,0.03829769374337047,1159.59,280,2.2533597201108932,0.7783531933705862,2944000,94.10000000000001,28.0
369,-0.012336899410001934,65.56,0.6361048710346222,1.0561048781871796,0.039455030439421536,1146.71,280,2.317394005060196,0.73429983095106,2952000,94.10000000000001,28.9
370,-0.015511492420919239,63.48,0.6480984061956405,1.0051951116323472,0.04154562426730991,1146.61,280,2.3619988059997556,0.8863996684204131,2960000,90.10000000000001,29.9
371,-0.029480593809157653,63.77,0.6219529485702515,1.0330832773447036,0.04933607766870409,1144.17,280,2.4207239735126493,0.9694194125995265,2968000,90.10000000000001,29.9
372,-0.02341107868240215,64.33,0.5924104940891266,1.056353245973587,0.07793897777795791,1141.2,280,2.6471950936317445,1.1237657228988573,2976000,90.10000000000001,30.0
373,-0.014608156016074646,63.72,0.6042369592189789,1.0306394279003144,0.04154129947535694,1136.28,280,2.30924214720726,0.8087451660421094,2984000,90.10000000000001,30.0
374,-0.0176917355787009,63.01,0.6024522095918655,1.0091789281368255,0.04921416513156146,1124.41,280,2.5030169463157654,0.8297855589708131,2992000,90.10000000000001,30.0
375,-0.020538613494718447,63.65,0.6062845760583877,1.0246275025606155,0.047513532219454646,1145.93,280,2.5185268914699552,0.8915688439209426,3000000,90.10000000000001,31.8
376,-0.014466722317738458,66.0,0.6258012664318084,1.0432986152172088,0.040023624156601725,1170.15,281,2.2984169447422027,0.7635081262122968,3008000,92.10000000000001,35.7
377,-0.01875580111573072,67.64,0.6304559141397477,1.0329387611150742,0.04020362537819892,1191.0,280,2.3044257885217667,0.7901312781418922,3016000,95.10000000000001,36.9
378,-0.01371603308711201,67.1,0.596119219660759,0.9266065859794617,0.048456624411046506,1190.61,281,2.5666727983951567,1.0122550433931032,3024000,95.0,37.900000000000006
379,-0.016425707074813545,66.78,0.6257265043258667,1.0065031552314758,0.040277495943009854,1183.2,281,2.267528465986252,0.7411878191716131,3032000,95.0,37.900000000000006
380,-0.016891983262030407,66.71,0.6390555477142335,1.0654670363664627,0.04575642267242074,1173.17,281,2.41966883122921,0.7648248499328213,3040000,95.10000000000001,37.900000000000006
381,-0.011828718698816375,64.31,0.6949727165699006,1.060559578537941,0.030059856092557312,1168.77,281,2.0324285143613814,0.6207801236029438,3048000,95.0,36.9
382,-0.009703727230080403,64.52,0.6595825803279877,1.0244931107759476,0.037196436049416665,1171.43,281,2.254744255542755,0.6991149573263236,3056000,94.10000000000001,36.9
383,-0.029430173601431308,66.94,0.7136839210987092,1.043849887251854,0.09065395173616707,1175.58,280,3.10882435798645,2.0434986371464814,3064000,95.10000000000001,37.900000000000006
384,-0.010288514935673447,69.1,0.6381994146108627,1.044517713189125,0.04189376741182059,1207.09,281,2.334412861466408,0.7134590094240376,3072000,98.20000000000002,39.9
385,-0.014277735371870222,68.54,0.6265167278051377,1.0146003222465516,0.04378985717426986,1208.5,281,2.4561729288101195,0.8439929042648149,3080000,98.20000000000002,39.9
386,-0.01228491493173351,69.27,0.6754917627573014,1.0255983954668044,0.037855078503489493,1217.66,281,2.258119271993637,0.7030327640204522,3088000,98.20000000000002,40.0
387,-0.017007067554804963,69.22,0.6773639768362045,1.0094178116321564,0.04270398864522576,1209.46,281,2.331916823387146,0.7774669687549762,3096000,98.20000000000002,40.9
388,-0.021013220458989963,69.09,0.6471460747718811,1.0121802842617036,0.04445299087557942,1205.37,281,2.4195123916864394,0.8049271315734178,3104000,98.20000000000002,40.0
389,-0.014952938689384609,69.76,0.6401642721891403,0.9646387326717377,0.03786065739113838,1222.09,280,2.1790152448415756,0.8943477354093627,3112000,98.20000000000002,39.9
390,-0.021920881308469687,69.79,0.6043281251192093,0.9826549863815308,0.049997837971895935,1217.86,280,2.546418365240097,0.9250492118731105,3120000,98.40000000000003,40.0
391,-0.012709785698971245,69.44,0.6622703355550766,1.015938029885292,0.03843745769467205,1214.64,281,2.255926368832588,0.8363446767379014,3128000,98.40000000000003,39.9
392,-0.010075954186031594,68.29,0.646003515124321,1.0229110026359558,0.039172599324956536,1213.5,280,2.2786575430631637,0.7445442543542093,3136000,95.0,38.900000000000006
393,-0.01770336802583188,68.6,0.6617826586961746,1.0128185379505157,0.041722017801366744,1218.24,280,2.302416849732399,0.7364807551373679,3144000,95.0,38.900000000000006
394,-0.011664586383849382,67.3,0.7123954033851624,1.0232140988111496,0.03300739559810609,1206.09,280,2.11307344019413,0.6344980642912628,3152000,92.20000000000002,38.900000000000006
395,-0.0025914828812528866,67.71,0.6459299677610397,1.0394735789299012,0.031139273755252363,1211.12,280,2.097261844873428,0.6256151710242012,3160000,92.20000000000002,38.900000000000006
396,-0.022456230548559688,68.87,0.5980866342782974,1.0355143600702286,0.045114768659695985,1225.83,280,2.4876561856269834,0.9053908700656556,3168000,90.20000000000002,40.9
397,-0.016610369450354483,69.74,0.6112140572071075,1.042607661485672,0.039728067629039285,1241.42,280,2.2432730758190154,0.8610602062108184,3176000,90.20000000000002,44.6
398,-0.008742213027435355,67.76,0.6627176368236541,1.0358579403162003,0.036511689657345414,1242.25,281,2.1449715268611906,0.6966543035291253,3184000,89.10000000000001,40.9
399,-0.029604623307932343,68.9,0.586425439119339,1.0121567624807357,0.05343693690374494,1246.06,281,2.662053523659706,0.9311796708024173,3192000,90.20000000000002,40.9
400,-0.010217708362033591,68.57,0.666788547039032,1.0271234154701232,0.04982569083571434,1244.46,281,2.478681907057762,1.0032566014790383,3200000,89.10000000000001,40.9
401,-0.022237354934622998,70.62,0.667630462050438,1.0619707202911377,0.04439351499546319,1250.46,281,2.308468455672264,0.8338217490519688,3208000,89.10000000000001,45.900000000000006
402,-0.009994643989484757,71.1,0.651004735827446,1.041175085902214,0.03393962153699249,1257.55,281,2.112528222799301,0.6938234616237656,3216000,90.20000000000002,44.9
403,-0.008935362475458532,71.31,0.6731766849756241,1.0367063558101655,0.03504228560719639,1272.45,281,2.118391003012657,0.6643931156366759,3224000,92.10000000000001,44.0
404,-0.014249392253768747,71.57,0.6510155373811721,1.0705102789402008,0.037687517101876435,1285.35,281,2.2693240523338316,0.6932460514678561,3232000,94.10000000000001,44.9
405,-0.014305942948558368,71.47,0.6820983660221099,1.0541636484861374,0.040480530434288085,1281.84,281,2.2358987772464753,0.7398564071447984,3240000,95.0,45.900000000000006
406,-0.015828572930186056,70.63,0.655548420548439,1.0379385060071946,0.03858698771800846,1270.75,281,2.197403324842453,0.7547582646507989,3248000,94.10000000000001,45.900000000000006
407,-0.018277547194156796,69.55,0.6599764013290406,1.023219462633133,0.041303139133378866,1258.94,281,2.335433471798897,0.7885180473195212,3256000,94.10000000000001,44.9
408,-0.007206869309047761,69.81,0.6560912960767746,1.0447328847646713,0.032116146949119864,1258.18,281,2.0463957780599595,0.6931451312802746,3264000,94.10000000000001,44.0
409,-0.019599891213001683,72.21,0.5817025661468506,1.073711040019989,0.07019550897646695,1266.03,281,2.791307527422905,1.2981679501912229,3272000,95.10000000000001,44.0
410,-0.02052417498809518,72.87,0.6362567663192749,1.0467426389455796,0.042333189877681435,1278.96,281,2.3548418271541594,0.917192130346108,3280000,96.50000000000004,43.9
411,-0.015823127760199895,72.83,0.5838170766830444,1.062217361330986,0.10885878241155296,1261.51,281,2.835287207365036,1.3436326725674816,3288000,101.30000000000003,42.800000000000004
412,-0.009491615261649712,72.46,0.6715941768884659,1.0659633821249008,0.03319756519515067,1261.97,281,2.06668773829937,0.6664951031250099,3296000,101.30000000000003,42.800000000000004
413,-0.019597959201782943,70.4,0.5327259469032287,1.1063257271051408,0.05037503241561353,1231.82,281,2.5431851464509965,0.7803338203227399,3304000,101.30000000000003,37.900000000000006
414,-0.01179100105749967,67.84,0.6718591791391373,1.078639343380928,0.034480758314020934,1215.53,281,2.1317303264141083,0.6525600142456132,3312000,94.10000000000001,35.9
415,-0.015930860989610666,63.73,0.6688208895921707,1.0488402891159057,0.039039370883256194,1177.86,281,2.2689587408304215,0.730072323097042,3320000,93.10000000000001,30.900000000000002
416,-0.015554610163671895,66.26,0.6927492034435272,1.0387886029481888,0.06935489740222693,1180.57,281,2.734791462421417,1.2864127426391392,3328000,94.10000000000001,30.900000000000002
417,-0.018588095868799427,67.43,0.6601246982812882,1.0543828177452088,0.03917421282734722,1184.21,281,2.2866867351531983,0.7384733382252469,3336000,95.60000000000005,30.900000000000002
418,-0.006327721849665977,66.1,0.6629601538181304,1.0565559953451156,0.0350416376395151,1170.98,281,2.189898768663406,0.6832494132440468,3344000,93.20000000000002,30.900000000000002
419,-0.011690032370970584,67.41,0.6186322647333146,1.0580166900157928,0.054694183864630756,1162.45,281,2.6336747509241105,1.0109946834179695,3352000,93.20000000000002,30.900000000000002
420,-0.021509613027083107,67.64,0.6489616703987121,1.0403718304634095,0.04934097327757627,1161.97,281,2.4365788567066193,0.774943532157047,3360000,95.60000000000005,30.0
421,-0.017983640059946994,67.1,0.6477767765522003,1.012459369301796,0.03868373647332191,1150.0,281,2.2864823895692825,0.8221127406298387,3368000,93.80000000000007,28.0
422,-0.011796183808255591,67.56,0.5896591758728027,1.0461440932750703,0.0440800317376852,1157.23,281,2.3615373957157133,0.7532979986970406,3376000,93.80000000000007,28.0
423,-0.018271280274784658,66.7,0.6653009694814682,1.0456146645545958,0.04923140053637326,1164.89,281,2.487194913625717,0.8262714725079638,3384000,93.70000000000006,28.0
424,-0.020239710058667697,66.8,0.6557225799560547,1.0380614483356476,0.03765615490265191,1164.91,281,2.1865868747234343,0.7331264522795011,3392000,97.30000000000003,28.0
425,-0.015887096346632462,67.4,0.5681762534379959,1.0502186661958695,0.042033328283578156,1168.21,281,2.355239087343216,0.7182048224814586,3400000,100.10000000000001,28.0
426,-0.011595806612167508,67.57,0.700146017074585,1.0541699051856994,0.05799187936354429,1186.1,281,2.518133364319801,1.1618797037624007,3408000,103.40000000000003,29.8
427,-0.004427331623155624,69.03,0.7313784676790237,1.0480422204732895,0.053945288020186125,1184.45,281,2.604313033223152,1.118717966995172,3416000,107.40000000000003,29.8
428,-0.01957307126838714,72.58,0.5215494757890702,1.1047139585018158,0.045432654451578854,1200.22,281,2.409972027540207,0.7545233473403367,3424000,111.20000000000002,31.8
429,-0.015002524927840568,74.83,0.6432891064882278,1.0631987476348876,0.04025662249652669,1220.74,281,2.2375004613399505,0.7453834090746746,3432000,113.20000000000002,33.9
430,-0.012085422093514353,78.21,0.6664398169517517,1.071395870447159,0.05592263641767204,1248.95,280,2.5077435719966887,1.079592667285796,3440000,115.10000000000001,38.900000000000006
431,-0.03029969675000757,79.0,0.6944954597949982,1.0497573286294937,0.05779449161142111,1258.24,280,2.7054253315925596,1.0042584828575951,3448000,115.10000000000001,38.900000000000006
432,-0.026011102252450655,78.03,0.6521557813882828,1.0465710377693176,0.04773970399517566,1260.78,280,2.356051557660103,0.8223823356030491,3456000,114.10000000000001,38.0
433,-0.013031157336663456,78.02,0.6708753657341003,1.0434251308441163,0.04145788346417248,1254.96,280,2.2804830837249757,0.694017128607546,3464000,114.10000000000001,37.7
434,-0.016134053471905645,78.8,0.6607421034574509,1.0511555171012879,0.08003860698081552,1247.51,280,2.803736943602562,1.0809101476935485,3472000,115.10000000000001,37.7
435,-0.013411359062301927,77.33,0.6478083503246307,1.0296191430091859,0.040425549508072436,1250.82,280,2.2752609556913375,0.6827590408332734,3480000,113.10000000000001,38.0
436,-0.017309575792751275,77.77,0.6155619180202484,1.007629663348198,0.04205532792722806,1260.25,280,2.319277150630951,0.689725615239592,3488000,113.10000000000001,38.0
437,-0.015679508234461535,79.98,0.6046526259183884,1.0442555183172226,0.12352014444535599,1277.7,280,2.849947704076767,1.1841606891612235,3496000,114.10000000000001,38.0
438,-0.025006809868500568,79.84,0.6832350271940232,1.0631741428375243,0.042004995625466106,1267.23,280,2.3243386334180833,0.7344357135016808,3504000,116.10000000000001,38.0
439,-0.00984550842549652,80.34,0.6446039688587188,1.071770916581154,0.035648358529433606,1269.65,280,2.1965245175361634,0.6520913291916266,3512000,116.10000000000001,38.0
440,-0.015353808958316222,78.92,0.6499625319242477,1.0451968318223954,0.04535897901747376,1263.84,280,2.3985758662223815,0.670471371087239,3520000,115.20000000000002,37.900000000000006
441,-0.01247532976558432,78.47,0.6833126175403595,1.067050103545189,0.03573513069655746,1265.05,280,2.161884635090828,0.7052305106677921,3528000,108.60000000000005,37.900000000000006
442,-0.016603809149819425,76.85,0.6602896225452423,1.0205474478006362,0.04098418968729675,1256.27,280,2.2145670145750045,0.714860420325765,3536000,108.0,38.0
443,-0.03133510035106155,75.22,0.606462527513504,1.0371559190750121,0.04644891800824553,1264.92,280,2.4409774374961852,0.8611375657612196,3544000,108.0,38.0
444,-0.01874503783386899,75.5,0.5342520362138748,1.0518311059474945,0.0691844431264326,1256.48,280,2.826882783174515,1.1142718836557588,3552000,108.0,37.900000000000006
445,-0.01590353762265295,75.6,0.6527233070135117,1.0316790455579758,0.03631452023983002,1253.61,280,2.107029955983162,0.6726639329083465,3560000,108.0,38.0
446,-0.015258996995853522,73.04,0.6377503138780594,1.0738211745023727,0.047500292365439234,1240.35,280,2.43076898932457,0.8653901534095071,3568000,104.10000000000001,37.900000000000006
447,-0.014885245607365505,75.01,0.5916555434465408,1.0449138420820236,0.05219590599648655,1251.99,280,2.6265456199646,0.8697175017569272,3576000,108.0,38.0
448,-0.023049724992597477,74.52,0.3286716836690903,0.9776758109778165,0.0833306679641828,1248.56,280,2.8938833504915236,1.377493698606318,3584000,108.0,38.0
449,-0.019496506363066147,73.28,0.6036213260889053,1.0581920504570008,0.04707304411102086,1231.8,280,2.439223519563675,0.840653469186969,3592000,108.40000000000003,35.9
450,-0.017993646021932364,72.36,0.6520859813690185,1.0415197718143463,0.03422113595996052,1224.95,280,2.104151748418808,0.7286634324884085,3600000,108.40000000000003,34.900000000000006
451,-0.030268441245425493,70.39,0.5387739491462707,1.0367993547022343,0.06643760040402412,1217.0,280,2.5467604279518126,1.1419269229029358,3608000,108.40000000000003,33.8
452,-0.017990611325367355,69.25,0.6468855690956116,1.067025175690651,0.03802717827260494,1214.7,280,2.2102248287200927,0.7429421333461599,3616000,108.0,33.8
453,-0.007314199024112895,67.74,0.6401921892166138,0.9881440842151642,0.04283714781049639,1210.06,280,2.306550917029381,0.7939927165879094,3624000,101.20000000000002,31.9
454,-0.03033466963970568,72.26,0.6501657450199128,0.9763901728391647,0.2945045107323676,1225.61,280,3.9154050624370575,2.5190936134847566,3632000,108.40000000000003,32.9
455,-0.006122239139513113,72.36,0.6445143145322799,1.0056095767021178,0.04267793050967157,1220.85,280,2.276743900179863,0.7226907453407461,3640000,112.10000000000001,32.9
456,-0.012548496789459023,74.27,0.6408992397785187,0.9568599367141724,0.06186515836976469,1218.1,280,2.7466264116764068,1.0189865377522125,3648000,113.90000000000008,32.9
457,-0.0145772604085505,76.51,0.5953758984804154,1.0067638498544693,0.0657765064900741,1220.63,280,2.715720566511154,0.9583182869128002,3656000,122.0,32.9
458,-0.012788701750805558,79.35,0.6567205506563186,0.9900706046819687,0.07387031858786941,1219.74,280,2.8937378835678103,1.2042731503931385,3664000,122.10000000000001,32.9
459,-0.024806309799314478,80.62,0.3677793115377426,0.9626006708666682,0.4604993646033108,1215.43,280,4.5729505157470705,5.040743606717261,3672000,122.10000000000001,32.9
460,-0.007107151467353106,81.87,0.653464143872261,1.0381294572353363,0.04383733242750168,1218.69,280,2.344193557500839,0.7172280471288525,3680000,123.30000000000003,32.9
461,-0.017820621903665596,83.12,0.6459094554185867,0.9913790166378021,0.04369608267210424,1217.86,280,2.4129172122478484,0.8749312372422962,3688000,126.50000000000004,32.9
462,-0.005648991180351004,84.72,0.639025809764862,1.0328245973587036,0.0532698926422745,1234.67,280,2.6597844791412353,0.9479497924739606,3696000,132.10000000000008,34.800000000000004
463,-0.03528650290572841,84.95,0.7078049486875534,1.0652393585443496,0.0641467992356047,1232.81,280,2.5083986765146253,1.0504553872946993,3704000,132.10000000000008,36.8
464,-0.009736407080490608,85.2,0.679152392745018,1.0165087890625,0.031165639236569405,1238.67,280,1.9742729622125625,0.6318580074681277,3712000,132.10000000000008,36.8
465,-0.0106382332125213,85.84,0.6759677976369858,1.0307770681381225,0.06817848176695407,1259.2,280,2.8189815175533295,1.3605753115935313,3720000,132.10000000000008,37.900000000000006
466,-0.015880650743492878,91.58,0.6257905924320221,1.0398806291818619,0.05843766501173377,1287.42,280,2.703056123256683,1.1583953182302873,3728000,142.50000000000006,41.9
467,-0.010788016290171072,95.27,0.6597129762172699,1.0314229923486709,0.06671782671008258,1282.0,280,2.791452569961548,1.3699034512795039,3736000,166.80000000000007,43.8
468,-0.013579470270778984,98.24,0.5529984247684478,1.045350325703621,0.0964358356501907,1281.8,280,3.110039199590683,1.2692458217810176,3744000,174.3,45.900000000000006
