fps,advantage_norm,PMM:episode_rewards,episode_length,P09:episode_rewards,explained_variance,frames,clip_fraction,value_loss,grad_norm,approx_kl_divergence,policy_loss,P01:episode_rewards,policy_entropy,epoch_idx
233,15.968717831373215,262.75,350.52,432.5000000000006,1.7881393432617187e-08,307200,0.208056640625,0.013254235217755195,0.053843993683021694,0.0028300521372329967,-0.001590588587714592,125.0,1.6181339763104916,30
233,15.968717843294144,268.75,355.94,415.00000000000125,-3.3527612686157227e-09,317440,0.1787841796875,0.015457559758215212,0.05373997835325606,0.002534866820155912,-0.0012089430958440062,125.0,1.5956420369446278,31
233,15.968717795610427,263.25,354.82,355.00000000000045,3.7252902984619143e-10,327680,0.155322265625,0.014407454371394124,0.05049149949137666,0.0023458962881932168,-0.0009125592474447331,125.0,1.5022330693900585,32
233,15.968717926740647,254.5,354.44,355.00000000000045,-7.078051567077636e-09,337920,0.1729248046875,0.012335440569586353,0.04747297630062576,0.002502251153242696,-0.0008924584755732213,125.0,1.536014898121357,33
233,15.968717336654663,235.5,354.87,350.0,-3.725290298461914e-09,348160,0.2320068359375,0.010816945264355126,0.05223296071122563,0.0032913411168465244,-0.0015980561307515017,100.0,1.6079519353806973,34
233,15.968717783689499,200.75,345.4,300.0,2.6077032089233397e-09,358400,0.214697265625,0.01020691421435913,0.05141839371338282,0.003335611213606171,-0.0012782985701051074,72.50000000000001,1.6391330532729627,35
232,15.96871758699417,182.0,344.36,275.0,-6.7055225372314455e-09,368640,0.1594482421875,0.011531830419698963,0.04782019027885147,0.0021821218368245354,-0.0012350802138826112,75.0,1.5573741689324379,36
232,15.968717694282532,184.0,338.59,275.0,-1.5273690223693846e-08,378880,0.228076171875,0.011166094192594756,0.0520630231073286,0.0031640169207321376,-0.0014898023960995487,50.0,1.6071473114192485,37
232,15.968717640638351,192.0,342.15,275.0,-7.450580596923829e-10,389120,0.230419921875,0.011621266161091626,0.05201084351910804,0.003363942475925796,-0.0015531623652350391,75.0,1.6036743998527527,38
232,15.96871770620346,199.0,346.07,325.0,1.9744038581848144e-08,399360,0.2150390625,0.010347249422920868,0.052514098692195935,0.0031260193887874266,-0.0009268164962122682,72.50000000000001,1.686827467381954,39
233,15.968717634677887,198.5,347.26,352.5000000000002,-2.9802322387695314e-09,409600,0.230908203125,0.010560011579036655,0.05485317025428656,0.003018241329498039,-0.0011023236773326061,50.0,1.7179018959403038,40
233,15.968717795610427,201.75,352.95,377.5000000000002,5.587935447692871e-09,419840,0.1718017578125,0.010253536429991073,0.052770140053113444,0.002691965734356927,-0.0007583683021948673,50.0,1.7198139883577823,41
233,15.968715327978135,176.75,340.59,352.5000000000002,1.862645149230957e-08,430080,0.2826416015625,0.00791166769370193,0.05141096695663533,0.0037754626853939042,-0.0016494256178702926,25.0,1.7625510640442372,42
233,15.968717795610427,171.0,338.03,402.5000000000002,-3.7252902984619143e-10,440320,0.27822265625,0.010092542505481106,0.054795174729508275,0.0034712359850004757,-0.0024685696424057825,25.0,1.7728469960391522,43
233,15.968717402219772,172.0,337.85,402.5000000000002,-7.450580596923829e-10,450560,0.2436279296875,0.009592792060720967,0.053535515268289514,0.0034785499786494254,-0.0014434789372899104,25.0,1.7714929103851318,44
233,15.96871771812439,177.0,337.42,377.5000000000002,1.7508864402770997e-08,460800,0.2510498046875,0.009591845701743295,0.05606412625786635,0.0033019573640331147,-0.0016268698400381254,50.0,1.736337199062109,45
233,15.968717569112778,169.0,334.56,375.0,1.080334186553955e-08,471040,0.275,0.00884746791125508,0.05423196950541548,0.003792532904935797,-0.001267650008230703,25.0,1.7566553950309753,46
233,15.968717688322068,190.75,338.06,450.0,-1.2665987014770507e-08,481280,0.268359375,0.008957116840974777,0.052331895619199806,0.0033582414083866753,-0.0015649887471226975,50.0,1.6801679618656635,47
233,15.968710947036744,180.0,341.82,452.50000000000017,-8.568167686462402e-09,491520,0.2884765625,0.009337907016208647,0.05342534709710426,0.003880123126623403,-0.0017273769321036526,25.0,1.676248350739479,48
234,15.96871783733368,174.0,340.95,405.00000000000045,-1.4156103134155273e-08,501760,0.2493408203125,0.007693270386062068,0.05121094332767303,0.0035681207238212665,-0.0012789519263606054,25.0,1.7367649681866169,49
234,15.968717670440673,151.0,340.07,300.0,-7.078051567077636e-09,512000,0.237646484375,0.008763565006302088,0.05351569854427009,0.0030590052213028684,-0.0012145281743869418,25.0,1.7315559335052968,50
234,15.968717610836029,146.5,328.99,302.5000000000002,3.3527612686157227e-09,522240,0.2963623046875,0.007933884952581138,0.05414108186169314,0.003671371094719689,-0.0018049722697469407,25.0,1.7520007856190205,51
234,15.968717479705811,156.0,331.3,382.5000000000007,1.1920928955078126e-08,532480,0.27109375,0.008108722193719586,0.05322480634886134,0.00354034576430422,-0.0013388514998950996,25.0,1.7454773589968682,52
234,15.968717175722123,150.75,328.03,455.0000000000004,-2.0861625671386717e-08,542720,0.282373046875,0.006668192281927077,0.050336609193238416,0.0039959486308362106,-0.0011562253021111246,0.0,1.6978499069809914,53
234,15.96871645450592,117.75,319.53,225.0,1.2665987014770507e-08,552960,0.3391845703125,0.006616542966465033,0.0488741781929249,0.0054086187990151306,-0.0020071484061190857,0.0,1.7138718903064727,54
234,15.968715941905975,124.25,322.03,250.0,7.450580596923829e-10,563200,0.258203125,0.008244239028954325,0.054155460720595815,0.003160378556208343,-0.0013262082098663085,0.0,1.6957927905023098,55
234,15.968716472387314,107.25,316.57,225.0,1.4528632164001465e-08,573440,0.3088623046875,0.005255398120016253,0.046596703049407454,0.0040268414203524115,-0.0017990439391724067,0.0,1.6804334715008735,56
234,15.968712383508683,105.5,315.78,225.0,-2.2724270820617674e-08,583680,0.3116943359375,0.0044116828320305505,0.047004847586638275,0.0044010041100818855,-0.0017135306938143914,0.0,1.7078599125146865,57
234,15.968714582920075,79.75,304.39,177.50000000000023,1.2293457984924316e-08,593920,0.2797607421875,0.006261980983077819,0.052172070588041894,0.0037933854844823143,-0.0013199258872191421,0.0,1.7536588549613952,58
234,15.968716734647751,72.0,302.99,175.0,2.0861625671386717e-08,604160,0.34091796875,0.0044707969895171114,0.05119082032660675,0.004505252504077362,-0.0013789168144285214,0.0,1.728196309506893,59
234,15.968717497587203,87.0,307.58,200.0,1.1548399925231934e-08,614400,0.293505859375,0.006167536073189694,0.05090390496886912,0.004131978810426063,-0.0015682610568546807,0.0,1.712626215815544,60
234,15.968717795610427,99.75,311.67,225.0,-2.9802322387695314e-09,624640,0.2685546875,0.008186309257507674,0.05200574639712935,0.0036182602922508523,-0.0015041863844089676,0.0,1.7458770655095577,61
234,15.968717753887177,145.5,325.43,427.5000000000002,5.587935447692871e-09,634880,0.2158935546875,0.009450925848614133,0.05121579145228121,0.003064689943880694,-0.0014721347666636574,0.0,1.7192167662084104,62
234,15.968716990947723,158.25,330.45,427.5000000000002,4.097819328308106e-09,645120,0.28935546875,0.0068137142337718615,0.053762254951320455,0.003825538113665061,-0.0010829498030943796,25.0,1.7318626835942268,63
234,15.968717747926712,151.5,329.47,427.5000000000002,6.7055225372314455e-09,655360,0.3184814453125,0.006143927989251096,0.050596763457363546,0.004052310226711597,-0.0013419470989902039,25.0,1.7279475525021553,64
234,15.968713545799256,107.25,316.15,225.0,-1.2293457984924316e-08,665600,0.23427734375,0.004752557455989859,0.046484898325000704,0.0030876801292606614,-0.0011722155497409404,22.500000000000007,1.6619722999632358,65
234,15.968675220012665,76.5,305.58,127.50000000000021,0.0,675840,0.263818359375,0.0032803043167007216,0.04436727500305842,0.0038694759503528076,-0.0016447232628706843,0.0,1.6712766215205193,66
234,15.968666619062423,53.75,298.88,125.0,0.0,686080,0.2623046875,0.003312043410300092,0.04649369352691178,0.003531205730405418,-0.0010755180104752072,0.0,1.6559807747602462,67
235,15.968716937303544,68.75,301.62,150.0,-7.82310962677002e-09,696320,0.2798583984375,0.006554080235440551,0.05075785082020162,0.0037595568807546444,-0.0015958560084982309,0.0,1.6968441531062126,68
235,15.968717873096466,82.0,306.49,200.0,1.862645149230957e-09,706560,0.2968017578125,0.006148584173024574,0.051176996647147165,0.00350082300150234,-0.001522673512226902,0.0,1.7426655754446982,69
234,15.968717396259308,105.0,317.83,225.0,3.3527612686157227e-09,716800,0.2088623046875,0.008735024334600893,0.053758546752667655,0.0026042113693620196,-0.00074541412977851,0.0,1.752049131691456,70
235,15.968717521429062,132.5,328.11,275.0,-1.862645149230957e-09,727040,0.263330078125,0.008904153954790672,0.0553849087956943,0.0036890194883426376,-0.0012776363560988101,25.0,1.7405557997524739,71
235,15.96871787905693,164.75,339.2,300.0,1.080334186553955e-08,737280,0.19189453125,0.011295981088733243,0.05499365994565093,0.002338839338517573,-0.0008271317354228813,50.0,1.7227703601121902,72
235,15.96871782541275,191.75,346.04,327.5000000000002,-1.825392246246338e-08,747520,0.274365234375,0.009734965127427131,0.055578534747974896,0.0037426386444849415,-0.0019985361006547462,50.0,1.7428291365504265,73
235,15.968716859817505,175.75,340.65,300.0,-7.450580596923828e-09,757760,0.319287109375,0.008107981556304367,0.0524622751878283,0.0039951169492610464,-0.0020758349797688424,50.0,1.7650438845157623,74
235,15.968717843294144,151.75,328.55,350.0,-4.470348358154297e-09,768000,0.2643798828125,0.006800748724799632,0.05176033902220608,0.003099704027226835,-0.0015984682335329127,22.500000000000007,1.7212755255401135,75
235,15.968717443943024,111.0,315.36,302.5000000000002,-4.8428773880004884e-09,778240,0.3096923828125,0.005664773831449565,0.05083504630323088,0.004005767930811999,-0.0013236278806289191,0.0,1.6756265670061112,76
235,15.968715208768845,93.75,309.77,200.0,-8.940696716308593e-09,788480,0.2416259765625,0.00515780658273286,0.04829231111820835,0.003278128420322446,-0.0011704533186275511,0.0,1.6365314476191997,77
235,15.968701952695847,85.0,311.16,177.50000000000023,8.568167686462402e-09,798720,0.2466796875,0.006298043214886207,0.050973163013662746,0.0033776183282896,-0.0012307551234698622,0.0,1.5649975471198558,78
235,15.968717551231384,88.0,307.16,175.0,-7.078051567077636e-09,808960,0.273291015625,0.0053320092232752355,0.04630266947463368,0.0035952287804889237,-0.000888094600304612,0.0,1.592946071922779,79
235,15.968717479705811,114.5,314.27,227.5000000000002,-2.8312206268310546e-08,819200,0.210107421875,0.009259194081460009,0.05046008369749486,0.0025017032888854374,-0.0011430441045376938,0.0,1.6507572211325168,80
235,15.968714487552642,111.5,312.63,202.50000000000023,5.587935447692871e-09,829440,0.2504638671875,0.00519507111968096,0.04894905879077334,0.003157121633280724,-0.0010422921981444234,0.0,1.6458348847925663,81
235,15.968717515468597,109.5,312.23,177.50000000000023,-1.4901161193847657e-09,839680,0.2011474609375,0.006131880900284159,0.04871045574122107,0.002549722347029615,-0.0009168477496132255,25.0,1.6803212575614452,82
235,15.968717509508133,93.75,310.13,175.0,4.097819328308106e-09,849920,0.2881591796875,0.0068427795972638705,0.05353574204582834,0.0036841157924300204,-0.0015303177086025243,25.0,1.7219856716692448,83
234,15.968717640638351,116.75,313.53,230.0000000000004,2.9802322387695314e-09,860160,0.25185546875,0.007831247754438664,0.05517209912797018,0.0027056891777874625,-0.0014124148676273763,25.0,1.706085981428623,84
234,15.968717813491821,153.5,327.96,400.0,2.6077032089233397e-09,870400,0.2099365234375,0.009818959391122917,0.05167724313783795,0.002543738604884993,-0.0015702506712841568,25.0,1.6632036030292512,85
234,15.968717807531357,174.5,337.04,427.5000000000002,-1.862645149230957e-09,880640,0.2071533203125,0.008898887065151939,0.053054217448649264,0.00271789471713646,-0.0012771791240083984,25.0,1.6974222362041473,86
234,15.968717646598815,170.75,336.54,402.5000000000002,1.3411045074462891e-08,890880,0.2461669921875,0.008628469645918813,0.051283008670079025,0.003296964908781774,-0.0011511671898915665,47.50000000000001,1.7297730289399624,87
234,15.968717736005782,182.25,340.91,452.50000000000017,-5.215406417846679e-09,901120,0.2484130859375,0.010198823121208988,0.05827516422349575,0.0029707215659982465,-0.0010989593756676186,50.0,1.7461522795259952,88
235,15.968715006113053,160.25,330.39,357.5000000000007,-9.313225746154785e-09,911360,0.2707275390625,0.007212957645603524,0.05246882398104461,0.003324478738693415,-0.0014736442222783807,25.0,1.7169156461954116,89
234,15.968716877698899,137.25,322.07,252.50000000000023,0.0,921600,0.3012451171875,0.006822832201726215,0.05276709491808971,0.0041038635981294645,-0.0014604232648707694,25.0,1.712327691167593,90
234,15.968717795610427,130.0,318.47,250.0,-1.30385160446167e-08,931840,0.2424560546875,0.009248130313790171,0.05331905564469332,0.0029370839256898764,-0.0017706432612612844,25.0,1.7068220764398574,91
234,15.968717652559281,135.5,320.47,252.50000000000023,7.078051567077636e-09,942080,0.2936767578125,0.009666344378092617,0.05567006946386675,0.0035793898529163926,-0.001496615271025803,25.0,1.7681500062346458,92
234,15.968717515468597,159.25,328.83,355.00000000000045,7.450580596923829e-10,952320,0.2731689453125,0.008669769372772862,0.05501760753128848,0.003058883098788101,-0.0012037206513923592,25.0,1.7442950949072837,93
234,15.968716663122176,138.5,320.04,302.5000000000002,-2.0116567611694337e-08,962560,0.2552734375,0.005039784834411876,0.04902698178888055,0.003087586236961215,-0.0012506559309258592,0.0,1.7513158939778806,94
234,15.968714386224747,115.0,311.44,277.5000000000002,1.9371509552001954e-08,972800,0.2868408203125,0.00483043572543238,0.046957731411393776,0.0036209907917964302,-0.0016569538172916509,0.0,1.7077476151287556,95
234,15.968716251850129,74.25,303.07,150.0,-1.4156103134155273e-08,983040,0.2464111328125,0.004977197931549426,0.04799784034689909,0.002744815312951232,-0.001298332478836528,0.0,1.6888843290507793,96
234,15.968717414140702,78.75,306.63,152.50000000000023,1.1175870895385742e-09,993280,0.252783203125,0.005828825304638486,0.047917899512925285,0.0030848876075879163,-0.0016171962590306066,0.0,1.6211317762732507,97
234,15.968711990118027,81.0,305.61,175.0,-9.313225746154785e-09,1003520,0.29580078125,0.004069077055009984,0.04957902798349404,0.003644726068955606,-0.0010622126384987496,0.0,1.6105020388960838,98
234,15.968713861703872,81.25,303.27,177.50000000000023,4.470348358154297e-09,1013760,0.2990234375,0.003868344116956379,0.046105185222833384,0.003867477116432383,-0.0006794108252506703,0.0,1.598034606873989,99
234,15.968716162443162,90.25,304.37,202.50000000000023,-2.6077032089233397e-09,1024000,0.2716796875,0.007142758910802627,0.05028249389267797,0.003384077531109142,-0.0011695950506691588,0.0,1.6175630629062652,100
234,15.96871572136879,98.5,305.49,202.50000000000023,1.3783574104309083e-08,1034240,0.2776611328125,0.006812821368257005,0.050277138629066576,0.0033388192736993005,-0.0013903512648539619,0.0,1.616637832671404,101
234,15.968717843294144,132.75,312.6,280.00000000000045,-7.450580596923829e-10,1044480,0.2764404296875,0.009009882409736747,0.05376454356408409,0.003153652814819452,-0.0016941223446337971,0.0,1.591752041876316,102
234,15.968716859817505,119.5,311.53,225.0,-5.587935447692871e-09,1054720,0.2077392578125,0.007159355037310888,0.04938535419064318,0.0025296999507531835,-0.0016159977036295458,22.500000000000007,1.5240464515984058,103
234,15.968713021278381,129.25,317.2,275.0,-1.862645149230957e-09,1064960,0.224951171875,0.0061171690328365004,0.047664928114204155,0.0027578462810879502,-0.0013339697965420783,25.0,1.4441636584699153,104
234,15.968715649843215,97.5,310.58,200.0,-1.1920928955078126e-08,1075200,0.1979736328125,0.006512125373001254,0.04589234165546961,0.00257979787912177,-0.0010000063513871283,22.500000000000007,1.4996928155422211,105
234,15.968717509508133,111.25,311.88,227.5000000000002,8.568167686462402e-09,1085440,0.2433837890625,0.008548350232740632,0.04981595262353269,0.0028076580927972826,-0.0010426809698401486,25.0,1.556892828643322,106
233,15.968717497587203,115.75,307.4,225.0,-3.725290298461914e-09,1095680,0.210888671875,0.007777072911267169,0.0451987680686534,0.0024780789545502556,-0.0018160119594540446,25.0,1.5480480663478375,107
233,15.96871746778488,132.0,310.64,250.0,9.313225746154785e-09,1105920,0.17080078125,0.007860802769846487,0.04645840994365102,0.002680479694004134,-0.0004944172633258859,25.0,1.47430921792984,108
233,15.968717461824417,113.0,305.96,225.0,1.080334186553955e-08,1116160,0.2306640625,0.007338429734591046,0.0495559753549819,0.002717711945388146,-0.0012000110749795568,25.0,1.5438122771680356,109
233,15.968717277050018,120.25,312.97,225.0,4.8428773880004884e-09,1126400,0.2038818359375,0.007554532391782232,0.050878767194803144,0.0024704602274255192,-0.0007683437201194465,25.0,1.5675430737435818,110
234,15.968716669082642,105.5,312.47,200.0,-4.097819328308106e-09,1136640,0.276171875,0.006331566931828547,0.051601132834171136,0.0037072712510735073,-0.0005161893248441629,25.0,1.6062819868326188,111
234,15.968673014640808,89.75,306.24,200.0,-2.1979212760925294e-08,1146880,0.25517578125,0.003099687544402485,0.04536502668930266,0.0033132842838995203,-0.000781683590139437,0.0,1.629051996767521,112
234,15.968717074394226,71.5,301.06,150.0,-1.1175870895385742e-08,1157120,0.1943115234375,0.0054696104423783256,0.04827040383048821,0.0024134902892797073,-0.0005997896500048227,0.0,1.5173387415707111,113
234,15.968713641166687,59.75,296.6,127.50000000000021,-8.195638656616212e-09,1167360,0.2714111328125,0.004369972947728229,0.04733559786858741,0.003150813905733685,-0.0009580562091286993,0.0,1.5633017607033253,114
234,15.968709123134612,73.0,299.94,150.0,-1.3411045074462891e-08,1177600,0.2322509765625,0.004998532370115072,0.04987846730106783,0.0031048883718312937,-0.0007612090037582675,0.0,1.6108680725097657,115
234,15.968714416027069,64.25,297.94,127.50000000000021,1.4901161193847657e-09,1187840,0.3203369140625,0.003532131715178366,0.044958307164946996,0.004333269160673581,-0.0016734712193283486,0.0,1.581242820620537,116
234,15.968712717294693,66.0,300.43,125.0,1.4901161193847657e-09,1198080,0.3003662109375,0.0036388450056279,0.04743247540860991,0.004100570675495874,-0.0010655173937266227,0.0,1.5894066773355007,117
234,15.968714791536332,62.25,301.85,100.0,-5.215406417846679e-09,1208320,0.314697265625,0.003911630262956578,0.04829666793328265,0.00419332007952562,-0.0013977395865367725,0.0,1.612541960924864,118
234,15.968714606761932,58.0,301.38,100.0,1.1175870895385742e-09,1218560,0.3029052734375,0.0031549552889259757,0.045035736869285616,0.0043121490905036804,-0.0012783578316884815,0.0,1.6077646873891354,119
234,15.968670016527176,54.0,298.82,100.0,7.82310962677002e-09,1228800,0.3333740234375,0.002684580006540216,0.04442700375636518,0.004110359268452157,-0.0010949302806693595,0.0,1.5896930515766143,120
234,15.968673008680344,43.0,294.88,75.0,1.862645149230957e-09,1239040,0.3357177734375,0.0024812703444403892,0.04704670508465956,0.003887617994041648,-0.0010501018736249535,0.0,1.5918103016912937,121
234,15.968595802783966,38.75,295.13,75.0,8.940696716308593e-09,1249280,0.27900390625,0.00340840758641594,0.04521586688848979,0.0035355450484530595,-0.0010552558545896319,0.0,1.6316874258220195,122
234,15.968712675571442,44.75,299.56,100.0,-9.313225746154785e-09,1259520,0.360791015625,0.004178025623212988,0.047070031964325895,0.004917315549687373,-0.0009985669625166339,0.0,1.655464631319046,123
234,15.968715512752533,64.75,304.34,150.0,-7.450580596923828e-09,1269760,0.300244140625,0.0065124398931629916,0.052611026342356704,0.004324060152544007,-0.0012085767433745787,0.0,1.744026367366314,124
234,15.96871775984764,93.25,313.71,175.0,-1.4901161193847656e-08,1280000,0.247705078125,0.00797551493451465,0.054367561620192614,0.002809831725244294,-0.001062195775011787,0.0,1.7472944937646389,125
234,15.968717223405838,126.0,322.61,275.0,-7.82310962677002e-09,1290240,0.248828125,0.009467358419465199,0.0544423788818603,0.0027807883995592418,-0.0014658632135251537,25.0,1.7102920055389403,126
234,15.968717700242996,163.25,338.51,380.00000000000045,1.4528632164001465e-08,1300480,0.2335693359375,0.01046929055955843,0.05430864378155742,0.002405910895379293,-0.0011911437119124456,25.0,1.7035464271903038,127
234,15.968717068433762,170.5,340.9,432.5000000000006,5.960464477539063e-09,1310720,0.255517578125,0.006807484309319989,0.049944416048418185,0.003221759975690475,-0.0013027451510424725,25.0,1.6651321589946746,128
234,15.968709176778793,137.25,331.31,302.5000000000002,7.82310962677002e-09,1320960,0.28212890625,0.004386537321160233,0.04999844874217725,0.0031239486595268317,-0.001177697845196235,25.0,1.6601746886968614,129
234,15.968666696548462,94.75,317.04,177.50000000000023,7.078051567077636e-09,1331200,0.317919921875,0.004881856972647203,0.04784864616313394,0.0038872061257507083,-0.0017711890264763496,0.0,1.6700934901833535,130
234,15.968717569112778,80.0,311.81,150.0,7.450580596923828e-09,1341440,0.273193359375,0.005442712219337409,0.0476050642489921,0.0031653252390057675,-0.0012817706985515543,0.0,1.6745097264647484,131
234,15.968717288970947,99.25,315.61,225.0,-4.470348358154297e-09,1351680,0.27421875,0.008565496440860442,0.05546147498293226,0.0034940527067305995,-0.0011126933677587658,0.0,1.7483027912676334,132
234,15.968717819452285,124.75,324.06,255.00000000000043,-1.4901161193847657e-09,1361920,0.2056396484375,0.008707837842666776,0.05254344328674371,0.002508763775273337,-0.0007190313175669871,25.0,1.7531063385307788,133
234,15.968717634677887,143.0,329.96,325.0,2.2351741790771484e-09,1372160,0.27568359375,0.008764007163335918,0.05419907436745173,0.0032537022036649432,-0.0015808482243301115,25.0,1.7522783979773522,134
234,15.968717557191848,171.0,339.36,427.5000000000002,-1.9744038581848144e-08,1382400,0.21796875,0.008929113884187245,0.05187761887157834,0.002335173416645375,-0.0010526936755923088,25.0,1.739659445732832,135
234,15.968717378377914,150.5,332.49,385.00000000000085,-1.4901161193847656e-08,1392640,0.256689453125,0.005796110386108921,0.047172286919934546,0.002961002909148647,-0.0013203365429944824,25.0,1.7281262308359147,136
234,15.968717521429062,143.0,331.28,380.00000000000045,-7.450580596923828e-09,1402880,0.2827880859375,0.0070449237426146285,0.05005345265475262,0.003614146541900709,-0.0016017673347960225,0.0,1.7140200540423394,137
