frames,explained_variance,fps,episode_length,P09:episode_rewards,epoch_idx,policy_entropy,approx_kl_divergence,clip_fraction,PMM:episode_rewards,advantage_norm,grad_norm,policy_loss,P01:episode_rewards,value_loss
204800,-2.5331974029541015e-08,240,312.72,202.50000000000023,20,1.7234755612909793,0.003505251020851574,0.2545166015625,100.5,15.968717283010482,0.05105288883434287,-0.0013955386133602588,0.0,0.007812867910433851
215040,-1.4901161193847656e-08,240,325.53,275.0,21,1.7011618919670581,0.0040055424314004995,0.2544189453125,130.75,15.968717724084854,0.05429871990094361,-0.0006696444983390393,22.500000000000007,0.009159303895830816
225280,7.078051567077636e-09,241,333.86,275.0,22,1.702242846786976,0.004074676748450657,0.2891357421875,150.25,15.968717312812805,0.053274150930305283,-0.001836928760531009,25.0,0.00772868522835779
235520,-4.470348358154297e-09,241,332.46,327.5000000000002,23,1.6927301660180092,0.004186164104203272,0.2810302734375,157.5,15.968717437982558,0.05375026939151596,-0.0013237946728622773,25.0,0.008828449472366629
245760,-2.6077032089233397e-09,241,338.25,300.0,24,1.6470283523201943,0.0033975896806964557,0.212451171875,162.0,15.96871777176857,0.05272788402303673,-0.0013456375054374803,25.0,0.010903695044362394
256000,-1.0058283805847169e-08,242,347.27,350.0,25,1.670548965781927,0.0030426343548242583,0.2173095703125,201.0,15.968717843294144,0.055655195054904426,-0.0016362827307602856,50.0,0.01318727760371985
266240,2.9802322387695314e-09,242,353.43,350.0,26,1.6235112205147744,0.002504257646307906,0.16845703125,211.0,15.968717688322068,0.053833110367654355,-0.0012376183785818284,50.0,0.013738877633295487
276480,-3.7252902984619143e-10,241,361.7,350.0,27,1.590053004026413,0.0023383242564250393,0.1868896484375,242.0,15.968717843294144,0.05251127947488639,-0.0014296337005362148,100.0,0.013898470910498872
286720,0.0,242,358.12,377.5000000000002,28,1.6337459161877632,0.0024689388430260807,0.170947265625,255.5,15.968718057870865,0.05608510467474368,-0.0010391768482804764,125.0,0.014812473468191456
296960,-1.5273690223693846e-08,242,354.33,400.0,29,1.6729629911482333,0.002961983348632202,0.2103271484375,249.75,15.968717807531357,0.05721575694938288,-0.0010387024380179356,97.5,0.013493877263681498
307200,-2.7194619178771972e-08,242,351.56,530.0000000000005,30,1.650326307117939,0.002752705120747123,0.1787353515625,264.0,15.968717801570893,0.05471543736358879,-0.0010000584759836783,97.5,0.013488187408074736
317440,1.1175870895385742e-09,242,347.03,410.00000000000085,31,1.6587728299200535,0.0026788499783265253,0.2167724609375,247.5,15.968717885017394,0.05450134495618157,-0.0014069375654798932,75.0,0.012121254709200002
327680,-2.421438694000244e-08,242,352.12,525.0,32,1.6862240105867385,0.002362040049695224,0.1793701171875,254.75,15.968717926740647,0.05475667119958901,-0.0014921102563675958,75.0,0.013724904488481116
337920,7.450580596923829e-10,243,352.88,525.0,33,1.706897357851267,0.0029134237305584064,0.2291015625,256.5,15.968717795610427,0.05545213191588325,-0.0016807547628559405,75.0,0.012704129064513837
348160,9.313225746154785e-09,242,361.17,525.0,34,1.6789384283125401,0.002769607750713021,0.2103515625,270.5,15.968718081712723,0.058806349906567704,-0.001628352122133947,97.5,0.015032227590563708
358400,-1.080334186553955e-08,243,360.94,577.5000000000002,35,1.6456099316477775,0.002981412810788697,0.227294921875,278.0,15.96871777176857,0.05524039896738864,-0.0014794606991927139,100.0,0.012980400980450214
368640,1.7508864402770997e-08,243,362.48,577.5000000000002,36,1.589049295336008,0.0026068630847248643,0.18662109375,285.25,15.968717813491821,0.05529867281846081,-0.0013560283445258393,125.0,0.012884648402541643
378880,-7.078051567077636e-09,243,362.06,575.0,37,1.5786468617618084,0.003034021367113837,0.229443359375,265.0,15.968717867136002,0.054855258618149785,-0.001862167335821141,100.0,0.01167511080566328
389120,-4.8428773880004884e-09,242,364.9,505.00000000000045,38,1.6060700319707393,0.0029736408663666226,0.2189453125,258.75,15.968717873096466,0.05597354203309081,-0.0018684622264117934,125.0,0.013879436152637935
399360,-1.564621925354004e-08,243,358.28,400.0,39,1.567146860063076,0.0031850882829189686,0.225146484375,241.0,15.96871787905693,0.052878290330302925,-0.0017999984651396518,125.0,0.013630213418218773
409600,-7.078051567077636e-09,243,357.85,400.0,40,1.5767337270081043,0.0023353981157299584,0.1828369140625,245.75,15.968717861175538,0.05021328722749554,-0.0011677036334731383,125.0,0.013203484311816283
419840,-1.2293457984924316e-08,243,357.28,400.0,41,1.5351089887320994,0.002308343540300939,0.15234375,254.75,15.968717753887177,0.05069404321583516,-0.0008190304899471812,125.0,0.013771220747730694
430080,2.2351741790771484e-09,243,365.59,377.5000000000002,42,1.5085015349090098,0.0025542750844579133,0.1668701171875,253.5,15.968717789649963,0.049787941124907184,-0.0014641637077147606,147.5,0.01271518311696127
440320,-7.82310962677002e-09,244,367.01,375.0,43,1.4793531723320483,0.0026788270631186604,0.1626708984375,246.25,15.968717801570893,0.04883607997048357,-0.0008996124714030884,125.0,0.011168710890342482
450560,-7.450580596923828e-09,244,367.29,355.00000000000045,44,1.5570283956825732,0.002665714909301187,0.202294921875,232.25,15.96871754527092,0.05094484890828575,-0.0012497966476075818,125.0,0.010157368574436988
460800,6.7055225372314455e-09,244,368.39,300.0,45,1.5932851321995258,0.0029216230667316267,0.213623046875,203.25,15.968717765808105,0.05274838545006566,-0.00108290458774718,75.0,0.00980996491125552
471040,-8.940696716308593e-09,244,362.58,277.5000000000002,46,1.649459394067526,0.0033716580372129103,0.2217529296875,190.25,15.96871742606163,0.05240331624930147,-0.0010838574140507261,72.50000000000001,0.01072363353205219
481280,2.2351741790771484e-09,245,364.16,352.5000000000002,47,1.7308135256171227,0.0035335104045771002,0.2698974609375,207.25,15.96871746778488,0.05306380332768016,-0.0019309490871819435,50.0,0.010829533353444276
491520,-1.6763806343078613e-08,245,353.77,475.0,48,1.7366255700588227,0.002342582597873388,0.19443359375,211.5,15.968717646598815,0.05395901865636882,-0.001153751358651789,50.0,0.011354699869662
501760,-1.4156103134155273e-08,245,348.39,475.0,49,1.6811724208295344,0.003421964335427674,0.256298828125,203.5,15.968709033727645,0.05265964174084157,-0.0013722996169235556,50.0,0.008395047584604853
512000,-5.215406417846679e-09,244,337.36,477.5000000000002,50,1.6659669265151025,0.002863238700410875,0.204052734375,185.5,15.968716472387314,0.04825333250094251,-0.001380249793146504,25.0,0.008058250902485043
522240,-1.601874828338623e-08,244,328.13,452.50000000000017,51,1.6126641914248467,0.003903063468987966,0.2759765625,149.5,15.968716126680373,0.04963565472635402,-0.0015890111411863473,25.0,0.006179019972796596
532480,4.8428773880004884e-09,245,323.23,270.0000000000017,52,1.6268426686525346,0.0037111339818920895,0.279541015625,127.75,15.968713998794556,0.05207110472901302,-0.0007096289373293985,0.0,0.0058882543789593456
542720,-5.587935447692871e-09,245,324.44,225.0,53,1.6174563698470592,0.0028456333318445104,0.2205810546875,104.5,15.968717849254608,0.05060621614023316,-0.001436344008834567,0.0,0.007872117656916089
552960,-2.5331974029541015e-08,245,332.92,225.0,54,1.5821321047842503,0.0028160055141597693,0.20712890625,129.0,15.96871777176857,0.05178620231240725,-0.0010442843908094802,22.500000000000007,0.009655779508466366
563200,4.097819328308106e-09,245,348.57,275.0,55,1.5015970833599568,0.0025862782079911994,0.18662109375,159.75,15.968717873096466,0.05023776710881465,-0.0017371852067299188,25.0,0.010386157583343446
573440,-7.450580596923828e-09,245,350.62,275.0,56,1.4864096447825432,0.0023470849854106746,0.1822265625,164.0,15.968717449903489,0.05122532173202392,-0.0013032645991188474,50.0,0.007365570126512466
583680,-3.7252902984619143e-10,245,360.39,275.0,57,1.4507478341460227,0.0038699130385111856,0.253759765625,168.5,15.968716478347778,0.04924605549160026,-0.0017987606595852412,75.0,0.007857566153666085
593920,-1.2293457984924316e-08,245,355.93,227.5000000000002,58,1.577765814960003,0.002643280132633663,0.1935791015625,144.0,15.968715190887451,0.0517787393627376,-0.0007074577559251338,25.0,0.006665268674203162
604160,5.587935447692871e-09,245,343.36,225.0,59,1.58515070900321,0.0030805723581579514,0.234375,118.75,15.968715190887451,0.04920141799381115,-0.0016199299019717729,0.0,0.006722013755120315
614400,-2.384185791015625e-08,245,327.37,225.0,60,1.567385048419237,0.003205304302832701,0.26259765625,110.5,15.968716740608215,0.05008296811710137,-0.0012818252165743616,0.0,0.006010430708920466
624640,1.2665987014770507e-08,245,316.57,202.50000000000023,61,1.6179934784770011,0.0034053827426532733,0.2356689453125,94.0,15.968715369701385,0.048732565451539214,-0.0010888946333579951,0.0,0.004440567109713811
634880,-8.195638656616212e-09,245,311.52,150.0,62,1.4783093355596066,0.0028541902539330976,0.2026611328125,79.5,15.968717235326768,0.04455012798245992,-0.0012010770833512652,0.0,0.00431534475992521
645120,1.2665987014770507e-08,245,309.19,125.0,63,1.5113114535808563,0.0038249727814218203,0.27685546875,64.5,15.968708354234696,0.043901497341068914,-0.0013673316007043468,0.0,0.0031830676168070225
655360,2.9802322387695314e-09,245,307.38,125.0,64,1.5947886273264884,0.004600684101160368,0.2686767578125,69.75,15.968560910224914,0.04592428268300902,-0.0007452697072949377,0.0,0.0051228300424349
665600,7.450580596923828e-09,245,310.34,200.0,65,1.6495084933936597,0.003287150248775106,0.2567138671875,80.25,15.968716943264008,0.04793810145110092,-0.0008924412672058679,0.0,0.005810832585302706
675840,-1.1175870895385742e-09,245,319.02,277.5000000000002,66,1.6875172838568688,0.0035406401509021634,0.2654541015625,116.75,15.96871789097786,0.054641087320139614,-0.001796011182887014,0.0,0.009249341585564253
686080,-1.0058283805847169e-08,245,328.24,327.5000000000002,67,1.658834832161665,0.0031638344446264454,0.24658203125,140.5,15.968717551231384,0.05190877135827417,-0.0013616918484331108,22.500000000000007,0.008133297857784782
696320,4.8428773880004884e-09,245,325.9,330.0000000000004,68,1.6856493704020976,0.00342812571777813,0.2552978515625,143.75,15.968715858459472,0.04892044742213146,-0.0013121623802362591,25.0,0.006264635745998249
706560,-1.9744038581848144e-08,245,322.02,255.00000000000043,69,1.6406302273273468,0.0032179957036476024,0.2493896484375,122.75,15.968717622756959,0.0509983249205058,-0.0011631538451183586,25.0,0.006033948590038562
716800,-2.2351741790771484e-09,245,313.3,177.50000000000023,70,1.6715842440724373,0.003714981046016419,0.279052734375,96.0,15.968716472387314,0.05039125060385942,-0.001120042627735529,22.500000000000007,0.0062921791268195195
727040,-3.725290298461914e-09,245,312.26,202.50000000000023,71,1.6680436857044696,0.0039897261817031906,0.2737060546875,91.0,15.96871351003647,0.04820793866502495,-0.0015269210161932278,22.500000000000007,0.0060214693777965065
737280,8.195638656616212e-09,245,306.51,175.0,72,1.65215113312006,0.0035141358897021746,0.315576171875,79.5,15.96871652007103,0.04972004519301122,-0.001204370262712473,0.0,0.004227045436573462
747520,-8.568167686462402e-09,245,305.07,152.50000000000023,73,1.7353964753448963,0.00415057125202054,0.3297607421875,70.5,15.96871440410614,0.05286018884979769,-0.001594354249391472,0.0,0.005843431560256818
757760,-7.450580596923829e-10,245,307.88,150.0,74,1.754288735240698,0.0036100355085181947,0.2803466796875,77.25,15.968717557191848,0.05043490519505976,-0.0015747824611025863,0.0,0.005132690830578213
768000,1.1548399925231934e-08,245,309.54,175.0,75,1.764055321365595,0.0034472243788968627,0.269189453125,84.5,15.968717432022094,0.05102642067566489,-0.0013422880583675578,0.0,0.00609786642180552
778240,-1.080334186553955e-08,245,310.28,175.0,76,1.7500352248549462,0.003541608569230448,0.3034912109375,100.5,15.968717628717423,0.05373901611517572,-0.0013510256318113533,0.0,0.007064806069865881
788480,1.4901161193847657e-09,246,311.4,225.0,77,1.7691154271364211,0.00377802396228617,0.311376953125,107.25,15.96871754527092,0.05242295971135504,-0.0019080155885603744,25.0,0.006629922535466903
798720,-2.0861625671386717e-08,245,317.33,277.5000000000002,78,1.7609334766864777,0.0033682555497307476,0.2572998046875,126.5,15.968717658519745,0.053561936733263905,-0.0012608469987753779,22.500000000000007,0.007717117371794302
808960,-2.2351741790771484e-09,245,320.26,277.5000000000002,79,1.7149687610566615,0.0032816554665373587,0.2408935546875,122.0,15.968713116645812,0.049858098847528745,-0.0007896645889559295,0.0,0.006922194733920151
819200,9.685754776000977e-09,245,316.55,275.0,80,1.6785043716430663,0.003700602219305438,0.2782958984375,114.5,15.968716144561768,0.047612015032656774,-0.0014453435644099955,0.0,0.0052525326578688695
829440,1.601874828338623e-08,245,310.2,152.50000000000023,81,1.6516181267797947,0.003407570389936154,0.2432373046875,82.5,15.968714678287506,0.049226768739609274,-0.0005129399603902129,0.0,0.0034753609173776567
839680,4.097819328308106e-09,245,305.32,125.0,82,1.673935905098915,0.005190367595173484,0.3513427734375,71.75,15.968710368871688,0.04639425652458033,-0.0016955619907093934,0.0,0.004786258446375769
849920,3.166496753692627e-08,245,304.37,125.0,83,1.7062288887798787,0.004640887247740011,0.3202880859375,67.75,15.96870738863945,0.04873313260433709,-0.001328884057875257,0.0,0.004778487483454441
860160,2.570450305938721e-08,245,308.84,200.0,84,1.7213255062699317,0.0036570260442658764,0.3009521484375,83.75,15.968716025352478,0.052811743405096576,-0.0010507839993806555,0.0,0.006009071398352717
870400,-7.450580596923829e-10,245,311.98,202.50000000000023,85,1.6875488594174386,0.0034146710398488267,0.24794921875,93.75,15.96871703863144,0.052409108344512415,-0.0008420006230153376,0.0,0.007273899751726276
880640,5.587935447692871e-09,245,322.73,252.50000000000023,86,1.6633879452943803,0.002601368296598139,0.2279052734375,136.0,15.96871771812439,0.05465734463395786,-0.0012716579854895826,25.0,0.010350428915262454
890880,-7.450580596923829e-10,245,329.97,275.0,87,1.6478995986282825,0.0030160953937865996,0.2165283203125,155.75,15.968717497587203,0.05345701391161898,-0.0010224702389677986,25.0,0.010013427658122964
901120,1.862645149230957e-09,245,334.88,275.0,88,1.6281078279018402,0.002508646773071632,0.2125244140625,166.75,15.968717694282532,0.05394256938016469,-0.0010692137890146113,50.0,0.008942129289789592
911360,-1.1175870895385742e-09,245,336.48,252.50000000000023,89,1.6507406406104566,0.0025897840719835584,0.236767578125,156.0,15.968717604875565,0.053352349760989806,-0.0012147655943408608,25.0,0.009375437214475823
921600,-1.1175870895385742e-09,245,338.03,277.5000000000002,90,1.658335243165493,0.003098012945463324,0.242236328125,162.5,15.968717724084854,0.05493379288418495,-0.0012434578256943496,25.0,0.009762490700813942
931840,5.960464477539063e-09,245,337.35,275.0,91,1.6148854069411755,0.0028933809210002436,0.2452392578125,163.0,15.968717730045318,0.055969934067399196,-0.001373746103126905,47.50000000000001,0.010229946320123418
942080,-5.587935447692871e-09,245,342.7,300.0,92,1.560673501342535,0.0025866089123894654,0.1617431640625,178.5,15.968717765808105,0.05000688858839571,-0.0009757637082657312,50.0,0.012368308733766754
952320,8.940696716308593e-09,245,346.48,300.0,93,1.643651781976223,0.0033993528733390122,0.295654296875,189.0,15.968717885017394,0.05810978864717068,-0.0018456639991200063,72.50000000000001,0.011351019766243553
962560,3.7252902984619143e-10,245,351.17,475.0,94,1.6595480792224406,0.0022794851072490017,0.1901611328125,221.5,15.968717551231384,0.05259494806929064,-0.0009757420746609568,50.0,0.008749525315306528
972800,-1.080334186553955e-08,245,363.32,575.0,95,1.6612319193780423,0.002639551679044416,0.17119140625,242.25,15.968717986345291,0.05021756161402798,-0.0013913864091591676,50.0,0.010826674736381391
983040,-1.9744038581848144e-08,245,350.59,482.5000000000007,96,1.6823862969875336,0.0030182386898388812,0.2483642578125,202.5,15.968717181682587,0.04944912450489382,-0.001406737391880597,50.0,0.007374910173041371
993280,-2.60770320892334e-08,245,341.12,380.00000000000045,97,1.736223717778921,0.002983696519822843,0.26220703125,171.25,15.96871770620346,0.05376208621024932,-0.001548242726494209,50.0,0.00945464140331751
1003520,-2.9802322387695314e-09,245,335.95,352.5000000000002,98,1.736385675519705,0.003367628006947143,0.24931640625,169.5,15.968717849254608,0.05410047854172865,-0.0012340304434474091,50.0,0.011481445930257905
1013760,-1.7881393432617187e-08,245,341.78,327.5000000000002,99,1.7574186466634274,0.00365858542317028,0.2631103515625,179.75,15.968717795610427,0.05340200704302698,-0.0016535258888325187,25.0,0.009991440996236634
1024000,-1.3411045074462891e-08,245,349.12,380.00000000000045,100,1.756151730567217,0.002973414284588216,0.2713134765625,199.0,15.96871770620346,0.055307897627019285,-0.0013486430420016405,47.50000000000001,0.009671989349226352
1034240,-4.8428773880004884e-09,245,340.61,280.00000000000045,101,1.7021185055375099,0.002438663006819297,0.20751953125,169.75,15.968717801570893,0.05240548982576283,-0.0013868500633179791,25.0,0.00850099734198011
1044480,-1.080334186553955e-08,245,326.37,250.0,102,1.6887022405862808,0.0022996163074594732,0.194970703125,140.75,15.96871593594551,0.04790379632168088,-0.0010256079942337238,25.0,0.005851697658154365
1054720,7.450580596923829e-10,245,314.47,275.0,103,1.6905919805169105,0.0028096613713842087,0.2271484375,122.75,15.968717920780183,0.0512764741565209,-0.001537833208567463,25.0,0.00895875799760688
1064960,1.825392246246338e-08,245,311.2,275.0,104,1.6782466061413288,0.0034056912936478055,0.2807861328125,111.75,15.96871754527092,0.053613920150674746,-0.001233030746516306,0.0,0.007473742173351639
1075200,-2.5331974029541015e-08,245,317.41,277.5000000000002,105,1.732995292544365,0.003248719482769502,0.2541748046875,134.0,15.968717646598815,0.05276987795341487,-0.0008310406064993003,22.500000000000007,0.0078079899443764585
1085440,-1.7881393432617187e-08,245,322.28,400.0,106,1.7445972636342049,0.0023699802299745444,0.2155029296875,146.0,15.96871758699417,0.05400453311492222,-0.0012023416955344146,22.500000000000007,0.008762648858100875
1095680,-7.078051567077636e-09,245,328.29,400.0,107,1.7746945969760417,0.0030598194724632322,0.2417724609375,163.75,15.968717604875565,0.056342510755660914,-0.0011233167519094423,47.50000000000001,0.009468193082466315
1105920,-1.6763806343078613e-08,245,330.66,405.00000000000045,108,1.7820253558456898,0.003382044005456919,0.284814453125,168.75,15.968717575073242,0.05294896442023243,-0.001520212795730913,25.0,0.00832250984167331
1116160,2.16066837310791e-08,245,333.5,307.5000000000006,109,1.767671413719654,0.0024968182929569595,0.236572265625,165.5,15.968717938661575,0.05564037734035306,-0.0013710247592825908,25.0,0.00985453503599274
1126400,-1.2665987014770507e-08,245,334.84,352.5000000000002,110,1.740413572639227,0.002121661882574699,0.1980224609375,181.75,15.968717616796493,0.05621898914633762,-0.0012680755004112142,25.0,0.013080033018195537
1136640,3.725290298461914e-09,245,341.76,325.0,111,1.704810394346714,0.002783020108972778,0.2471923828125,203.0,15.968717920780183,0.05603769744451616,-0.0013911161626310787,72.50000000000001,0.013007312806439585
1146880,-8.568167686462402e-09,245,346.15,327.5000000000002,112,1.6640660233795643,0.0023149739230916566,0.1884033203125,219.25,15.968717753887177,0.054378243815935104,-0.0004397935370434425,75.0,0.01049957312643528
1157120,1.0058283805847169e-08,245,350.14,500.0,113,1.6626064255833626,0.002154002916904574,0.188623046875,219.5,15.96871771812439,0.05005717372545876,-0.0010289746525813826,50.0,0.010704613315829193
1167360,-1.7881393432617187e-08,245,359.1,327.5000000000002,114,1.6457872286438942,0.0024461232405542433,0.230615234375,213.25,15.968717682361603,0.054999841727665276,-0.0009683920383395161,50.0,0.01253452164673945
1177600,1.30385160446167e-08,245,360.31,477.5000000000002,115,1.6305208891630172,0.0033116673276026632,0.2774169921875,238.5,15.968717885017394,0.05910584462161032,-0.0017540044427732937,75.0,0.01377178828115575
1187840,-2.6077032089233397e-09,245,356.72,477.5000000000002,116,1.6433175206184387,0.002068119080968245,0.1823974609375,241.5,15.968717896938324,0.0525528984701242,-0.001174102846562164,75.0,0.012590197897225153
1198080,-4.0233135223388675e-08,245,360.05,477.5000000000002,117,1.6737508319318295,0.0022642521865691378,0.1953369140625,250.5,15.968717736005782,0.05710225683497187,-0.0012271398609300377,97.5,0.013631799306313041
1208320,4.470348358154297e-09,245,355.55,475.0,118,1.6976447075605392,0.0019450839888065729,0.171630859375,256.0,15.968718016147614,0.054824542457566364,-0.0009179435281112091,100.0,0.015638090128777548
1218560,7.078051567077636e-09,245,354.45,400.0,119,1.6778988614678383,0.002197262725667315,0.18603515625,247.5,15.968717944622039,0.054617566308573604,-0.0008766129678406287,100.0,0.013180097745498642
1228800,6.332993507385254e-09,245,352.72,402.5000000000002,120,1.6593011684715748,0.001970125828665914,0.1703125,262.0,15.968718081712723,0.05628822070024162,-0.0014042396032891702,125.0,0.015766919193265495
1239040,5.215406417846679e-09,245,347.52,425.0,121,1.6830023035407067,0.0019756813305662037,0.187060546875,260.75,15.968717861175538,0.05593839906817821,-0.0007820167040335946,125.0,0.01406397991013364
1249280,6.7055225372314455e-09,245,348.27,402.5000000000002,122,1.7291230380535125,0.0022329506045934977,0.2164306640625,259.5,15.968717747926712,0.05646536208281788,-0.0013306736502272543,125.0,0.013193958312331232
1259520,-1.9371509552001954e-08,245,349.3,425.0,123,1.7424708023667335,0.002002841491048457,0.18212890625,248.5,15.968717634677887,0.05709809350569732,-0.0007184603211499053,125.0,0.012969119916670024
1269760,-3.650784492492676e-08,245,345.33,455.0000000000004,124,1.7170844458043575,0.0034053581551404476,0.29140625,241.25,15.96871777176857,0.06079392253447121,-0.0017923485782375792,75.0,0.01083924094273243
1280000,-5.587935447692871e-09,245,339.47,455.0000000000004,125,1.7463259533047677,0.0030653665459794864,0.253369140625,211.75,15.968717622756959,0.050597688151357054,-0.00149488644565281,50.0,0.0081737205009631
1290240,-1.7136335372924803e-08,246,343.35,380.00000000000045,126,1.7322615690529346,0.0021108554937882217,0.2028076171875,197.75,15.96871758699417,0.056352175802147395,-0.001248876164027024,50.0,0.012099983992811758
1300480,1.1175870895385742e-08,245,343.1,327.5000000000002,127,1.7332843862473966,0.002715922923891867,0.2217529296875,189.75,15.968717795610427,0.05401029701826472,-0.0013797125298879108,50.0,0.011188863678898996
1310720,-5.960464477539063e-09,245,343.3,325.0,128,1.7140537321567535,0.0025990769242923762,0.23447265625,180.5,15.968717652559281,0.05248613683334916,-0.0012109154893551021,50.0,0.008910370902049181
1320960,-2.458691596984863e-08,245,336.52,277.5000000000002,129,1.6421148471534253,0.002687009399892304,0.212646484375,164.75,15.968717318773269,0.05085373914378125,-0.0011643777252174914,50.0,0.007800384926395054
1331200,-4.097819328308106e-09,245,330.91,252.50000000000023,130,1.6922774344682694,0.003126120772674312,0.2671630859375,136.75,15.968717622756959,0.052426601220627325,-0.0016631196565867867,25.0,0.008256057993730793
1341440,0.0,245,333.58,227.5000000000002,131,1.7033149845898152,0.0028530280616678285,0.246826171875,134.0,15.968717789649963,0.05474383288046634,-0.0015053803585033166,47.50000000000001,0.0087762525123253
1351680,-2.570450305938721e-08,245,346.2,277.5000000000002,132,1.6070747695863248,0.002388049419369054,0.2427978515625,173.75,15.968717640638351,0.057379010722559576,-0.0014117648690444185,50.0,0.012503366770033608
1361920,-2.8312206268310546e-08,246,355.36,325.0,133,1.6019066728651523,0.0015037528077300522,0.1346923828125,194.25,15.968717753887177,0.05247811252401108,-0.00030633991773356686,75.0,0.013673138568992726
1372160,-2.2351741790771484e-08,246,353.4,327.5000000000002,134,1.6666207671165467,0.0021570122559708693,0.2143310546875,217.25,15.968717819452285,0.057924585229043646,-0.0014043586357729509,122.5,0.013111106054930132
1382400,1.080334186553955e-08,246,352.29,327.5000000000002,135,1.6444619029760361,0.0022846057175456734,0.2113525390625,226.5,15.968717908859253,0.05508520895651916,-0.0014138456819637213,97.5,0.011857121886168897
1392640,1.1175870895385742e-08,246,338.88,325.0,136,1.5785930790007114,0.0027185954958156345,0.2523681640625,205.25,15.968717873096466,0.055247652919814386,-0.001526815563920536,75.0,0.011255535944292206
1402880,-4.097819328308106e-09,246,343.18,350.0,137,1.5913658939301967,0.0021683280229808587,0.1956298828125,213.0,15.968717896938324,0.05808320729569867,-0.001207283193070907,75.0,0.012450785380679008
