explained_variance,rollout_prob_std,P09:episode_rewards,avg_q_selected,q_loss,epoch_idx,policy_gradient_loss,P01:episode_rewards,avg_q_retraced,policy_gradient_bias_correction,grad_norm,frames,episode_length,fps,advantage_norm,policy_entropy,policy_loss,PMM:episode_rewards,model_prob_std
-164.9749985035213,0.002794561972602336,0.0,0.0003411043331970364,2.1312692550141539e-07,23,-7.96433538113657e-06,0.0,0.0003350996835531929,4.3818360219284434e-08,0.00012456635242753697,165600,3324.3333333333335,382,0.003058541932498753,2.1972202797446934,-7.920517022662063e-06,0.0,0.00027990712011773767
-131.87882188104763,0.0027048983805995283,0.0,0.00032702393108155334,3.0063294042832046e-07,24,-6.2448604961782504e-06,0.0,0.00032155584268573435,2.4989918401274736e-08,0.00012686349948732382,172800,3324.3333333333335,379,0.00303018421700207,2.1972193424632307,-6.219870578290145e-06,0.0,0.00027354568347995176
-254.28955356794688,0.0019482787629917938,0.0,0.00029386709102023845,1.88496888320679e-07,25,-7.3272557591074074e-06,0.0,0.00028455996922775983,3.857599242086695e-09,0.00010514865795574774,180000,3324.3333333333335,376,0.002607573142470433,2.1972214223909625,-7.323398159056656e-06,0.0,0.00024130220059623032
-87.82715002400533,0.002729560325057777,0.0,0.0002629050352917393,1.2921607788057932e-07,26,-6.173905973579196e-06,0.0,0.00026157349408008264,2.4304763884449207e-08,9.386339522798981e-05,187200,3324.3333333333335,373,0.0028728543766212366,2.19722114551635,-6.149601207985214e-06,0.0,0.00027303853278977294
-636.5610058395068,0.003062571268517596,0.0,0.00024015463412377925,1.0254357899704097e-07,27,-5.344126775964448e-06,0.0,0.00023758518419579746,2.7203339838944796e-08,8.297195459391081e-05,194400,3324.3333333333335,372,0.0023364350919266104,2.1972223736180196,-5.316923438737595e-06,0.0,0.00020740492788300804
-150.32000635039236,0.0021734478998185597,0.0,0.00022754977520418363,1.2223992455958896e-07,28,-5.482534067660647e-06,0.0,0.00022283376404326797,9.916348807818486e-09,8.563989582961636e-05,201600,3324.45,369,0.002593821345310744,2.197222056789373,-5.472617717243769e-06,0.0,0.00023116705414165473
-1025.714753308145,0.0025500580785454085,0.0,0.00020271569346588212,1.197439939747995e-07,29,-4.706938925389677e-06,0.0,0.0002009123999630988,2.1482982757804944e-08,8.45224469112883e-05,208800,3324.45,366,0.002217836279999011,2.1972224783045906,-4.685455943900699e-06,0.0,0.0001892339440504411
-112.33825930469565,0.0023581745332660557,0.0,0.00021200052457648327,9.451929816162165e-08,30,-4.3062900657448744e-06,0.0,0.000209416240011696,5.801651112564088e-09,6.79911355848267e-05,216000,3324.45,364,0.0018445386386400772,2.1972229112613775,-4.300488423518019e-06,0.0,0.0001789446609768073
-744.2111497961719,0.0016900516945809844,0.0,0.0001761124493887543,8.292554854754865e-08,31,-3.849287516249153e-06,0.0,0.00017720570200513718,1.1697666566184191e-08,6.538765015820585e-05,223200,3324.45,362,0.0020027353738012407,2.197223034236166,-3.837589851190334e-06,0.0,0.00018137603268830808
-495.23007459198726,0.0027386927905308617,0.0,0.00017527388089133176,9.021212698123934e-08,32,-4.0404982791190775e-06,0.0,0.00017243865032736622,3.786170636204205e-08,6.841819751872874e-05,230400,3324.45,361,0.0021505049367236814,2.197222787743867,-4.002636571749775e-06,0.0,0.00019044949407300083
-254.84142985654887,0.0025676703846222045,0.0,0.00016485445797332517,8.52815832072705e-08,33,-3.4339744605295453e-06,0.0,0.00016276882166003194,1.1998092312686433e-08,6.613684038055158e-05,237600,3324.45,360,0.0020911866772128818,2.1972228937300424,-3.421976374329782e-06,0.0,0.00019055989818523225
-833.6363549649399,0.002176391259941382,0.0,0.0001557268693045083,7.217089456038682e-08,34,-3.90258801368151e-06,0.0,0.00015666029695167376,1.246469454805438e-08,6.677065035196202e-05,244800,3324.527777777778,359,0.0019378021640588687,2.197223121974834,-3.890123319336468e-06,0.0,0.00017142367160260773
-607.7352360747354,0.001968940421755662,0.0,0.00016208408623573738,7.250737076947908e-08,35,-3.761863719589087e-06,0.0,0.00016125491518346295,1.2910718346971868e-08,5.745014803376583e-05,252000,3324.527777777778,357,0.001704399463126338,2.1972232721277933,-3.748953000777442e-06,0.0,0.00015795302939955683
-1107.7419367722837,0.0029184606806437912,0.0,0.0001595343548682717,6.218733623203561e-08,36,-3.706805916291508e-06,0.0,0.00016087483444237108,2.175714150998976e-08,4.9004262973608906e-05,259200,3324.527777777778,357,0.0014629502795903845,2.19722363502891,-3.6850487691886263e-06,0.0,0.00014075999098950992
-266.10852628333856,0.001791427949040748,0.0,0.00014789981123593712,7.244049398300578e-08,37,-3.3125613240997535e-06,0.0,0.00014826714889620366,1.3610499129146181e-08,5.695675762524164e-05,266400,3324.527777777778,356,0.0019308488770119377,2.197223296127622,-3.298950824942411e-06,0.0,0.00017417305724081784
-1345.6828222195306,0.0015734843770591367,0.0,0.00013179282547969793,5.093276706692497e-08,38,-3.366802076475739e-06,0.0,0.00012809289016403786,7.0830083132022995e-09,4.619285833098902e-05,273600,3324.527777777778,356,0.0014367587843131214,2.197223873488487,-3.3597190681625366e-06,0.0,0.00013135830238384402
-184.97369742131107,0.0014407781989246929,0.0,0.0001231241863235251,6.220638528294956e-08,39,-2.5346361797133986e-06,0.0,0.00012453534093654804,0.0,5.670402100769023e-05,280800,3324.6190476190477,355,0.0019541517508490937,2.1972232599611634,-2.5346361797133986e-06,0.0,0.00017285713377667114
-1333.7972684284746,0.0018421842395804,0.0,0.00012052338898544407,4.1821351728126724e-08,40,-3.1093298462724694e-06,0.0,0.00012177252997692751,8.061481312945826e-09,4.057588408354538e-05,288000,3324.6190476190477,354,0.0013519011745307418,2.1972240159782785,-3.1012683684003928e-06,0.0,0.00012664842158233955
-102.34573447309474,0.0024903622807973336,0.0,0.00013692763702743431,7.248856395489765e-08,41,-2.907214014115236e-06,0.0,0.00013380064619297784,2.456121531606241e-08,5.1398474341962456e-05,295200,3324.6190476190477,353,0.0015106868437768269,2.197223670066349,-2.8826527974129575e-06,0.0,0.0001438279728097855
-965.8130502861738,0.0023027503711911946,0.0,0.00010469041902647333,3.5670812107226253e-08,42,-2.5786196456230243e-06,0.0,0.00010405385816406962,2.0804759545610197e-08,4.053054258820421e-05,302400,3324.6190476190477,352,0.0013872722056916,2.1972240592279135,-2.557814885832672e-06,0.0,0.00012486082197597168
-450.3663568038789,0.00161170566749502,0.0,9.913216005525244e-05,5.559790734056054e-08,43,-2.103641796211486e-06,0.0,9.732355192277787e-05,5.40970508685253e-09,4.7731012016447774e-05,309600,3324.6190476190477,351,0.0016090408857954816,2.197223596724253,-2.0982320901456632e-06,0.0,0.00015290820404826512
-595.9523147167005,0.0015014312584977624,0.0,8.823751037501401e-05,4.852986258250187e-08,44,-2.3473484422730984e-06,0.0,8.800376799915702e-05,3.741945799144257e-09,4.636077246997481e-05,316800,3324.6190476190477,350,0.0015584265737392242,2.197223809389841,-2.343606496473954e-06,0.0,0.00013996866347421627
-804.4366450276284,0.0017534964162579361,0.0,8.736485135029966e-05,3.8926385562459206e-08,45,-2.098107360832853e-06,0.0,8.599064258443829e-05,1.0306676682933362e-08,3.859674653510634e-05,324000,3324.4375,349,0.0013435596439845307,2.1972240518978894,-2.0878006833155695e-06,0.0,0.00012708750360352676
-989.1525065015611,0.0021488375282295376,0.0,9.064211876484575e-05,3.899800089493078e-08,46,-1.7994618684446426e-06,0.0,8.786822364262656e-05,1.428656139929834e-08,4.22903260660124e-05,331200,3324.4375,349,0.0012222105754023096,2.1972240786829955,-1.7851753055971906e-06,0.0,0.00012054836544124284
-829.3950741403822,0.001323803721711207,0.0,8.851451724112654e-05,3.6576470073731796e-08,47,-1.7592583034925652e-06,0.0,8.86275512295479e-05,3.670094707154526e-09,3.8206401977879585e-05,338400,3324.4375,348,0.0012126632102713035,2.197224268493829,-1.75558820689063e-06,0.0,0.00011578741319297516
-421.01108840264976,0.0013880453013404718,0.0,7.119415293403555e-05,3.4804077997275575e-08,48,-2.3732413605791364e-06,0.0,6.80683982127881e-05,3.0231730916183453e-09,3.715095085894041e-05,345600,3324.4375,348,0.0013901972786257715,2.197223973841894,-2.370218188063847e-06,0.0,0.00013120315628048913
-1313.9280020866067,0.0015381802368396496,0.0,6.140593370418096e-05,3.600110938431856e-08,49,-6.873890509728988e-07,0.0,6.351305991133644e-05,3.0324985229097166e-09,3.738859969798685e-05,352800,3324.4375,348,0.0012669494194089985,2.1972242620792337,-6.843565525999925e-07,0.0,0.0001104538736733346
-262.8732877272178,0.0015214620669018858,0.0,6.245024921785414e-05,3.0888888398961614e-08,50,-1.2948854767926387e-06,0.0,6.133773555365989e-05,9.081175546852036e-09,3.602896216214606e-05,360000,3324.57,347,0.0013829174178789845,2.1972240859175485,-1.2858043010405187e-06,0.0,0.0001267342577664258
-1707.9229002889313,0.0018082469732513785,0.0,5.844244203876649e-05,2.2659505365993593e-08,51,-1.0985847045768897e-06,0.0,5.905841143839766e-05,6.816470638731127e-09,2.9688891320079888e-05,367200,3324.57,347,0.0010257294578715627,2.1972244870315785,-1.0917682344795245e-06,0.0,9.60473284214011e-05
-92.85903269864262,0.0014328181047230393,0.0,8.307528355616673e-05,4.338840999245668e-08,52,-1.646867990429353e-06,0.0,8.443001236671643e-05,7.449170082749232e-09,4.812469079499439e-05,374400,3324.57,347,0.0012324001764273632,2.197224098860271,-1.639418820299234e-06,0.0,0.00012063053797603407
-1247.3705668152627,0.0020044784844756138,0.0,5.787035048530332e-05,2.9133626761354137e-08,53,-1.0586653983042407e-06,0.0,5.7397053285380475e-05,1.4138176473646501e-08,3.1895574589372635e-05,381600,3324.57,347,0.0010874759275018386,2.1972244057295813,-1.0445272226821175e-06,0.0,0.00010234119570459226
-565.9219480514085,0.001546743427528271,0.0,5.924133111307729e-05,3.2919743887395107e-08,54,-7.366503469273687e-07,0.0,5.812060697920699e-05,4.542370022506846e-09,3.71035811389469e-05,388800,3324.57,347,0.0013280118017108794,2.1972240579506708,-7.321079777469866e-07,0.0,0.0001236596296496072
-909.8021769262634,0.0019470167814890117,0.0,5.84050261875817e-05,2.6755172674647008e-08,55,-8.914258269979859e-07,0.0,5.9741952730839956e-05,1.4470363922740674e-08,3.183514287310081e-05,396000,3324.57,346,0.001156494168004499,2.197224374586083,-8.769554650884496e-07,0.0,0.00010475682660473916
-878.4949139944333,0.002211294713929744,0.0,6.162068490127804e-05,2.4945961217577077e-08,56,-1.607108772237861e-06,0.0,5.9717092205270706e-05,2.063888443457371e-08,3.439668201943963e-05,403200,3324.71,346,0.0012119308357462916,2.1972242323557536,-1.5864698863348321e-06,0.0,0.0001137723536570385
-996.8597798379072,0.0011099783226740459,0.0,6.377482868434267e-05,2.975852027768743e-08,57,-1.1998983994299632e-06,0.0,6.467141572261065e-05,4.657271498823927e-09,3.638378854740196e-05,410400,3324.71,346,0.0011316108147364878,2.1972244384932145,-1.1952411279311393e-06,0.0,0.00010110080190738952
-725.652201390793,0.001512076146244762,0.0,6.59250892319491e-05,2.3985196939272386e-08,58,-1.261636515943042e-06,0.0,6.538014720636105e-05,8.593345847253256e-09,2.8901077040373924e-05,417600,3324.71,345,0.0010290720479933498,2.197224568986388,-1.2530431700957889e-06,0.0,9.696301536957627e-05
-698.9465093757545,0.0011689132783311515,0.0,5.1884524814406316e-05,2.498368024956097e-08,59,-1.2250893486596244e-06,0.0,5.242622726417554e-05,0.0,3.402259718584569e-05,424800,3324.71,345,0.0012207005976881632,2.1972243527932602,-1.2250893486596244e-06,0.0,0.00010769200013852348
-1398.8368074590346,0.0015096012997552375,0.0,5.4150633577447724e-05,1.7922319735089836e-08,60,-8.069826835504086e-07,0.0,5.4051314494115234e-05,1.0365139130066207e-08,2.6082854080285775e-05,432000,3324.71,345,0.0009624258007378528,2.197224574514798,-7.966175439500308e-07,0.0,8.645256349557222e-05
-162.39129942736454,0.0020347558467025038,0.0,5.39779263423649e-05,3.274451776966126e-08,61,-1.4236765325400509e-06,0.0,5.2200218624565176e-05,1.149494158271734e-08,3.9254941956017154e-05,439200,3324.8,345,0.0014492495262058782,2.1972239613911464,-1.4121815932186637e-06,0.0,0.00013109402676852213
-1587.4460003892518,0.001310286923021588,0.0,4.78938052492354e-05,1.4977428825528306e-08,62,-6.707674126698884e-07,0.0,4.7883967340543255e-05,3.852825653578091e-09,2.254371780421817e-05,446400,3324.8,345,0.0008463626581724132,2.1972247522470183,-6.669145867005136e-07,0.0,7.682548412005162e-05
-393.09611471723946,0.0010642697845752002,0.0,6.549886709334805e-05,2.3823065921917372e-08,63,-1.4000556441994267e-06,0.0,6.458337673523471e-05,2.051852258470414e-09,3.283196978471625e-05,453600,3324.8,344,0.0010283571516935543,2.197224588230173,-1.3980037916702734e-06,0.0,9.620431147608442e-05
-1288.4133567415784,0.0013958573379298025,0.0,4.9422817953883454e-05,2.0163667801814432e-08,64,-1.295559504651233e-06,0.0,4.787475013688977e-05,3.913519899397793e-09,2.736519602206078e-05,460800,3324.8,344,0.000962003049816106,2.197224568913853,-1.2916459860071274e-06,0.0,8.891950165947631e-05
-358.8490192419038,0.0016549846748314433,0.0,4.5174721208767286e-05,2.3543640885519024e-08,65,-9.86305941238996e-07,0.0,4.420046740311331e-05,1.6142969410597945e-08,2.907611840273506e-05,468000,3324.8,344,0.0011459697045495673,2.1972243541226817,-9.70162971769186e-07,0.0,0.00010513203346101037
-802.629850431974,0.0017915729046962567,0.0,3.9222172699543724e-05,2.349038161285821e-08,66,-8.605423350681884e-07,0.0,3.8289331209997477e-05,1.492489758447846e-08,2.9457711469988412e-05,475200,3324.8,344,0.0010670906514321247,2.197224504600757,-8.456174374521301e-07,0.0,9.827140303814929e-05
-849.1415709779534,0.0016196102907365237,0.0,4.017989900436203e-05,2.0732439958879377e-08,67,-5.391477030670144e-07,0.0,4.0768696809117934e-05,1.405910121358526e-08,2.7181941946179286e-05,482400,3324.84,343,0.00107792627435678,2.19722449690892,-5.250886019007986e-07,0.0,9.786961349876097e-05
-1353.017919637831,0.0016709379808819138,0.0,4.3380408462132364e-05,2.2245779233714944e-08,68,-9.760048884821256e-07,0.0,4.408896886340234e-05,6.346971856727476e-09,2.6679442287760178e-05,489600,3324.84,343,0.0009231556197114016,2.1972246835523066,-9.696579167832967e-07,0.0,8.263975183886102e-05
-522.3285566814835,0.0012617345248989637,0.0,5.513407467094431e-05,3.3461841086491525e-08,69,-1.8041520080183364e-06,0.0,5.368696475858404e-05,6.178189422490462e-09,3.319234322693281e-05,496800,3324.84,343,0.0010282702354062702,2.1972245936355894,-1.7979738182236568e-06,0.0,9.185666515081142e-05
-726.0198422235849,0.0010161402667364036,0.0,3.9597031201472945e-05,2.0382099971554555e-08,70,-7.305933874259829e-07,0.0,3.910910294820419e-05,4.493907357350224e-09,2.552835500141749e-05,504000,3324.84,343,0.0009661257423400101,2.1972245077859784,-7.260994788917963e-07,0.0,9.502664684837015e-05
-1292.7755506294966,0.0015578939112179451,0.0,3.6450040454604325e-05,1.4271927169518707e-08,71,-7.903595304663405e-07,0.0,3.60145712211643e-05,1.2668603811426413e-08,2.1302775194106867e-05,511200,3324.84,342,0.0008216048944582543,2.1972247246806584,-7.776909265068843e-07,0.0,7.82599613204345e-05
-281.28855914551116,0.0007590955423451564,0.0,3.415470377977015e-05,2.1550450294382283e-08,72,-1.0478268218760613e-06,0.0,3.206211643864374e-05,0.0,2.8393893696206486e-05,518400,3324.85,343,0.0011334614482879015,2.197224398529719,-1.0478268218760613e-06,0.0,9.822140876499434e-05
-1670.281907724454,0.0010926703586203491,0.0,3.081581813453629e-05,1.315578446505831e-08,73,-8.748893080274505e-07,0.0,3.141575953541467e-05,5.627382614918696e-09,2.2312201105760106e-05,525600,3324.86,342,0.0008416023339927889,2.1972247503674223,-8.692619254125318e-07,0.0,7.512678783693143e-05
-368.37960707455835,0.0015718607245112993,0.0,4.0605030306116864e-05,1.9967224971407988e-08,74,-8.587023530565824e-07,0.0,4.0359658365011296e-05,1.0365401951929247e-08,2.687548432852277e-05,532800,3324.86,342,0.0009255791196859256,2.1972247183460523,-8.4833695127383e-07,0.0,8.802611789688495e-05
-1312.6850330589373,0.0010041104499527661,0.0,3.253932470559728e-05,2.597585447835178e-08,75,-9.489592333075449e-07,0.0,3.112432628181066e-05,2.0962508483896112e-09,2.715392091246401e-05,540000,3324.86,342,0.000888433631248277,2.1972246160078304,-9.468629822185483e-07,0.0,8.665930779788715e-05
-221.5474137984571,0.001431499579978064,0.0,2.611810475205597e-05,1.4569398831206147e-08,76,-9.69518092424952e-07,0.0,2.4415249166279873e-05,8.289454467468015e-09,2.476959672564797e-05,547200,3324.86,342,0.0009578035951462952,2.197224703516279,-9.612286374048396e-07,0.0,8.631174862564819e-05
-1062.659838834052,0.0009183222765556073,0.0,2.2177719966582308e-05,1.3991672721598715e-08,77,-6.71491634736425e-07,0.0,2.249227521836609e-05,3.3854765509507464e-09,2.3372847921991168e-05,554400,3324.86,341,0.0008648457559682791,2.197224806111956,-6.681061619750355e-07,0.0,7.752731219215641e-05
-780.5001608257686,0.0011490709727114065,0.0,2.0700539155044095e-05,1.4342326922297789e-08,78,-4.611290560222824e-07,0.0,2.0441369473575134e-05,3.308340392749187e-09,2.2475457637313215e-05,561600,3324.81,341,0.0009006459882611024,2.1972247484840985,-4.578207158012477e-07,0.0,8.184003938075158e-05
-1273.0202789392265,0.0013569289829868626,0.0,2.4059962286745128e-05,1.619407211732139e-08,79,-5.654794016514999e-07,0.0,2.453736633591323e-05,7.0726510725404735e-09,2.2983083118533794e-05,568800,3324.81,341,0.0007957925027788961,2.1972247588003757,-5.584067505881702e-07,0.0,7.707132445339374e-05
-476.00663226050045,0.0012176390731345897,0.0,3.2463782762306434e-05,1.5235452149928295e-08,80,-8.231448130181808e-07,0.0,3.2623170832952354e-05,3.1123597921123292e-09,2.2214352134650538e-05,576000,3324.81,341,0.0007554540267911068,2.197224902803936,-8.200324532260684e-07,0.0,7.508661112939399e-05
-1022.6421459517339,0.0013107878327572947,0.0,2.4827250127473043e-05,1.1476205040622538e-08,81,-3.659164860606009e-07,0.0,2.5258711045916287e-05,8.074736423582206e-09,2.0537119783293547e-05,583200,3324.81,340,0.0008078908763177268,2.1972248217542334,-3.57841750591928e-07,0.0,7.444656289748014e-05
-1073.7714547356159,0.0007686607883516341,0.0,2.7600157392036697e-05,1.153114314377655e-08,82,-7.090458121785612e-07,0.0,2.78347987813427e-05,0.0,1.903266651155444e-05,590400,3324.81,340,0.0007828293180381221,2.197224862380003,-7.090458121785612e-07,0.0,7.145954200423125e-05
-498.4178590265721,0.001547117750912582,0.0,3.1964952710021714e-05,1.6960483763004982e-08,83,-1.1588139094387976e-06,0.0,3.244805815349402e-05,9.234980874831913e-09,2.5659824266854667e-05,597600,3324.81,340,0.0010463060530566037,2.197224469071343,-1.1495789284962952e-06,0.0,9.609086233058646e-05
-1494.8151730087318,0.0006673866100232673,0.0,3.2110494591877256e-05,1.0672999697538304e-08,84,-6.289198457860672e-07,0.0,3.087904035560819e-05,0.0,1.8640803163611018e-05,604800,3324.71,340,0.0007010366586780614,2.1972249129619548,-6.289198457860672e-07,0.0,6.850864156543624e-05
-495.51306478905303,0.0007387003142752659,0.0,3.35673572286882e-05,1.9320691864937945e-08,85,-1.1755435324017055e-06,0.0,3.269758327947091e-05,7.202416441032256e-10,3.0098209476115414e-05,612000,3324.71,340,0.0009350562916922183,2.197224782635926,-1.1748232883891265e-06,0.0,8.082843383912256e-05
-1295.5319619069023,0.00044375960307355876,0.0,2.5768269339073896e-05,1.4834369658032525e-08,86,-1.0349413191217607e-06,0.0,2.4723896079858745e-05,0.0,2.1901014085402206e-05,619200,3324.71,339,0.0007577601568841036,2.197224877479846,-1.0349413191217607e-06,0.0,7.018732662167378e-05
-145.63855169961377,0.0004252349976453958,0.0,2.1722009261070846e-05,1.78201167772415e-08,87,-4.439206093767974e-07,0.0,2.213275631198658e-05,0.0,2.7687945268388592e-05,626400,3324.71,340,0.0010416373254689922,2.1972244948621777,-4.439206093767974e-07,0.0,9.353460225741271e-05
-1371.8500232825456,0.000368017035101418,0.0,2.1215174948236666e-05,9.30143717209496e-09,88,-5.048218010997821e-07,0.0,2.1037239198786096e-05,0.0,1.749124286296218e-05,633600,3324.71,340,0.0007012165648651953,2.1972249456246695,-5.048218010997821e-07,0.0,6.461422784801235e-05
-741.3043638842415,0.0003955050439463732,0.0,2.155972922491765e-05,1.9774383705866792e-08,89,-4.2804604811679037e-07,0.0,2.2411854946161232e-05,0.0,2.7423133655976062e-05,640800,3324.82,339,0.0010457960833923788,2.197224574675636,-4.2804604811679037e-07,0.0,9.645309922987545e-05
-1357.1876341353332,0.0003421742606391786,0.0,2.2944363723809148e-05,1.3667585662601253e-08,90,-5.31678543657998e-07,0.0,2.2136312380834642e-05,0.0,2.3018455380780277e-05,648000,3324.82,339,0.0007863875858942307,2.197224832394766,-5.31678543657998e-07,0.0,7.373535353625783e-05
-401.7361856583817,0.0003136804370254961,0.0,2.4607431183751993e-05,1.2672140024418449e-08,91,-5.814171619302237e-07,0.0,2.602033368203645e-05,0.0,2.2588572411234983e-05,655200,3324.82,339,0.0007461963613912992,2.197224907796219,-5.814171619302237e-07,0.0,7.283037478596608e-05
