policy_loss,advantage_norm,P09:episode_rewards,frames,explained_variance,fps,grad_norm,episode_length,P01:episode_rewards,value_loss,epoch_idx,PMM:episode_rewards,policy_entropy
0.020703759438183623,1.9606028100848198,2.0,8000,-0.5657553589344024,255,3.0955766398044045,177.02439024390245,0.0,0.12654971100353576,1,1.3414634146341464,1.3466625547409057
0.006166963168070651,1.3556719301268458,3.0,16000,-0.2611725801229477,236,0.30065228403655714,180.43529411764706,0.0,0.017131187597587996,2,1.3529411764705883,1.3742981719970704
-0.0019218274662125623,1.4144432254135608,4.0,24000,-0.10646940112113952,251,0.41579299596221786,192.72,0.0,0.017901427743054227,3,1.66,1.3369064104557038
0.0026178324257489292,1.2883725921809672,4.0,32000,0.027909509539604187,259,0.3199041674012266,197.83,0.0,0.01462174320986378,4,1.8,1.3568910109996795
0.0027737674710806457,1.1500550881028175,4.0,40000,0.075080606341362,262,0.29877896305251406,185.91,0.0,0.012400355422432768,5,1.46,1.3778889453411103
0.009510612996527924,1.715446678996086,4.0,48000,0.2409197795391083,266,1.1004746030127486,183.79,0.0,0.044241137101780625,6,1.39,1.3746065890789032
-0.0063732356199761855,1.32626645475626,4.0,56000,0.5248366570472718,268,0.472035056993599,189.04,0.0,0.013657007056754083,7,1.56,1.356853495836258
-0.004229195195366628,1.33147715985775,4.0,64000,0.5864397007226944,269,0.5101622828494277,188.29,0.0,0.014376234656083398,8,1.54,1.3631532609462738
-0.00042352893529368885,1.2849264326691627,4.0,72000,0.7508690041303635,268,0.41149650997777976,186.06,0.0,0.012059420511359348,9,1.44,1.368220237493515
-0.004164798369638447,1.2360299012064935,5.0,80000,0.735110257267952,270,0.43132815997950863,187.59,0.0,0.011281343576847576,10,1.52,1.359751787185669
-0.007676441035582684,1.4818339443206787,5.0,88000,0.6671536320447922,270,0.8615843717818111,185.86,0.0,0.02972749955719337,11,1.62,1.3517870283126832
-0.005848324433463859,1.0663417756557465,3.1000000000000085,96000,0.8688037437200546,270,0.40374007855883903,173.73,0.0,0.008325664203148335,12,1.29,1.3298909509181975
-0.0021408424056426154,1.1074437817931175,4.0,104000,0.8884849840402603,270,0.36391287766289004,176.12,0.0,0.008555034655146301,13,1.26,1.341318986415863
-0.0018764759285841137,1.0678363609313966,5.0,112000,0.9109106767177582,272,0.37102952534830846,198.33,0.0,0.00856549191637896,14,1.73,1.3381666266918182
-0.00011606682353885844,0.8472545123100281,5.0,120000,0.9473991101980209,272,0.2691799599726808,205.01,0.0,0.005134254173608497,15,1.86,1.332783068418503
-0.001123463042313233,0.9730394229292869,5.0,128000,0.9110836863517762,272,0.3006174137472582,199.11,0.0,0.007130879104370252,16,1.73,1.3436164855957031
-0.000679432319739135,0.8639821407198905,5.0,136000,0.9437612223625184,272,0.2621445111785075,197.63,0.0,0.0055427395005244766,17,1.8,1.3345818161964416
-0.0013896660611499101,0.8331157948076725,8.0,144000,0.9173256945610047,272,0.2288568219316665,201.28,0.0,0.005254752749460749,18,2.03,1.3216424345970155
-0.0016140562680266157,1.0716092956066132,6.0,152000,0.8922605842351914,272,0.35007761317066255,200.83,0.0,0.010452151447534561,19,1.97,1.350631182193756
0.0002924436928879004,0.9231954598426819,8.0,160000,0.9167038589715958,272,0.25707319143968715,214.14,0.0,0.00662808251043316,20,2.36,1.3475467205047607
-0.0007959839941759128,0.9255171430110931,9.0,168000,0.9274913448095322,273,0.2363624380418924,231.41,0.0,0.006304969087941572,21,2.85,1.339795845746994
0.00501240581041202,1.3547706323862077,9.0,176000,0.908005610704422,272,1.3196805364497228,233.2,0.0,0.06897014950809535,22,2.86,1.3272231352329253
-0.0010831121992669068,0.7906230439245701,9.0,184000,0.9464863848686218,272,0.22987532576677158,229.19,0.0,0.004665000247623539,23,2.7,1.3342785656452179
-0.0008536773847299628,0.742161622941494,6.0,192000,0.9631437146663666,273,0.2178053432645905,215.16,0.0,0.004244043963262811,24,2.24,1.3317204642295837
-0.0013164245773805306,0.7268917040526867,9.0,200000,0.9578624135255813,273,0.21243895957117176,218.65,0.0,0.004136753596831113,25,2.46,1.3466106486320495
-0.00024983219380374065,0.66505515396595,5.1000000000000085,208000,0.9703037804365158,274,0.19190367654182097,212.16,0.0,0.0032884636576636693,26,2.2,1.3422066116333007
-0.0022288112733804153,1.0133388546109199,5.0,216000,0.9211616450548172,274,0.2877286749553189,205.94,0.0,0.007503844457096421,27,1.97,1.3451851546764373
0.0007829945493722334,0.8486073526740074,5.0,224000,0.9277980917692185,274,0.23914786793141396,210.57,0.0,0.005936050962773152,28,2.12,1.3575475192070008
5.63083759334404e-05,0.7239423513412475,6.200000000000017,232000,0.9451829552650451,273,0.19922642067727228,214.26,0.0,0.00438042917085113,29,2.4,1.3658314633369446
0.0008628082952327531,0.6901139418780804,5.0,240000,0.9349505144357682,273,0.2547791504695957,190.93,0.0,0.004936638943472644,30,1.77,1.3614079785346984
-0.00013661878736456856,0.8932151758670807,5.0,248000,0.9406720668077468,273,0.2592997169809431,183.46,0.0,0.0061762325972085814,31,1.47,1.355138474702835
-0.0014404553355416283,0.826398659646511,6.0,256000,0.946191697716713,273,0.23056618761464293,201.36,0.0,0.005368705227738246,32,1.92,1.3512994408607484
-0.0013414179332903585,0.776629319190979,6.0,264000,0.9432638347148895,273,0.21272749645351144,212.84,0.0,0.0049856851904769425,33,2.22,1.357560110092163
-0.0016762395097248374,0.8809522417187691,6.0,272000,0.9419833952188492,273,0.27287851660323875,202.41,0.0,0.0059385837969603015,34,1.97,1.3502214026451111
0.00025835736980297955,0.7512633422017098,5.0,280000,0.9554487180709839,273,0.2148237421665215,200.24,0.0,0.004428928447887301,35,1.83,1.355600106716156
-0.0004575327504426241,0.6985096314549446,5.0,288000,0.9660983270406723,274,0.18903637321169878,202.62,0.0,0.0038928516994928943,36,1.95,1.3577042484283448
-0.0016925900094793178,0.7254952785372734,5.0,296000,0.9660669648647309,274,0.2094009000289433,210.22,0.0,0.0038765240361681207,37,2.17,1.3627456092834473
-6.061020394554362e-05,0.9227795824408531,5.1000000000000085,304000,0.9152486574649811,274,0.25413707224124416,215.17,0.0,0.0067994788708165286,38,2.22,1.361492496728897
-0.0017688054224709049,1.022596569955349,7.0,312000,0.9106657868623733,275,0.43982244213285104,219.44,0.0,0.012803779834066518,39,2.39,1.350990916490555
-0.0011290718789678067,0.9323840540647507,9.0,320000,0.9293983525037766,275,0.27955018069505333,222.34,0.0,0.006415021936991252,40,2.52,1.3477351319789888
-0.00010746166601165896,0.7069091829657554,9.0,328000,0.9637256413698196,275,0.19263608304537286,226.4,0.0,0.004066584659740329,41,2.63,1.3473404228687287
-0.00048086411348776894,0.6354231917858124,6.0,336000,0.9659401792287826,273,0.17042905016141124,215.35,0.0,0.0033092267072061077,42,2.32,1.358199827671051
-0.0004348677021698677,0.8705993288755417,6.1000000000000085,344000,0.938678834438324,273,0.2610048137015506,217.46,0.0,0.006018095653853379,43,2.42,1.3657227170467376
-0.0022534961660858246,0.9091926091909408,5.0,352000,0.9313897609710693,273,0.2800521684326911,204.5,0.0,0.006423845868557692,44,2.04,1.3647467601299286
-0.0022344997798791153,0.9405181354284287,5.0,360000,0.881167877316475,274,0.29043106749930503,194.92,0.0,0.006703324278932996,45,1.75,1.3468595564365387
-0.00031221656667185016,0.6016420169174671,5.0,368000,0.962505469918251,274,0.16697417531814598,196.89,0.0,0.0027929415862308817,46,1.84,1.3460866355895995
-0.000888245083624497,0.5633268006145954,5.0,376000,0.9791363394260406,274,0.15294448499818172,208.14,0.0,0.002519281440472696,47,2.15,1.3441879618167878
-0.00016177401237655432,0.7173783668875694,5.0,384000,0.9565686559677125,274,0.1863285870306907,209.24,0.0,0.0041202124752453525,48,2.16,1.3600108230113983
-0.0006503817936754785,0.8479152300953865,5.0,392000,0.9324753254652023,274,0.2489463689383208,206.41,0.0,0.0057983843039255585,49,2.03,1.3638798141479491
-7.564484398244531e-05,0.7604301247000694,5.0,400000,0.9508615607023239,274,0.20336702262988715,207.74,0.0,0.00433302003191784,50,2.06,1.3564480006694795
-0.001692986371635925,0.7264928939938545,6.0,408000,0.9600453174114227,274,0.20181860956681022,213.87,0.0,0.004236930109327659,51,2.23,1.3525009441375733
-0.0001988539079320617,0.6649661441147328,7.1000000000000085,416000,0.960639978647232,274,0.18255543934863497,214.56,0.0,0.0034883414510113652,52,2.3,1.3478925335407257
-0.001090223040955607,0.9919507071375847,8.0,424000,0.9232124751806259,274,0.2846392774640032,223.37,0.0,0.007661928198649548,53,2.53,1.355528383255005
4.339669016189873e-05,0.9854206603765487,7.1000000000000085,432000,0.8643040555715561,273,0.29095369931202814,226.72,0.0,0.00735332106007263,54,2.64,1.3636924922466278
-0.0005385359294632508,0.8725664621591568,5.0,440000,0.9292189759016037,273,0.23788570786015206,207.22,0.0,0.005642104789149016,55,2.05,1.3563677632808686
-0.0009514101523382123,0.6556481340527535,5.0,448000,0.9628236138820648,273,0.17803886859937879,198.71,0.0,0.003418693465355318,56,1.88,1.338745790719986
-0.0014497949049109592,0.8828061795234681,6.0,456000,0.9466955351829529,273,0.26950920498269204,223.76,0.0,0.006105493861832656,57,2.49,1.3454535293579102
-0.0010071207676628545,0.9235934767127038,7.200000000000017,464000,0.9396598643064499,272,0.24621097866691066,227.21,0.0,0.006110320395091549,58,2.69,1.3509895598888397
-0.001063014712999575,1.0575874295830727,9.0,472000,0.9200267630815506,271,0.27825314806726753,238.09,0.0,0.008104988890117966,59,2.94,1.3552601742744446
-0.0012495079054497182,0.8551763194799423,9.0,480000,0.9475913017988205,271,0.22862967267064394,226.46,0.0,0.005424647759646177,60,2.67,1.3538269460201264
-0.0007009917756658979,0.8006048688292503,9.0,488000,0.9560228121280671,271,0.21612458937577675,233.17,0.0,0.00455074493365828,61,2.82,1.3517621064186096
-0.0013413768549980886,0.8225588518381118,7.200000000000017,496000,0.9497239941358566,271,0.21984158455012756,230.96,0.0,0.0050473241397412496,62,2.73,1.3560912537574767
-0.0002449230937054381,0.8992349326610565,9.0,504000,0.9414956349134446,271,0.23191223994507745,245.11,0.0,0.005968112961272709,63,3.14,1.3618929719924926
-0.0016394882122403942,0.950496975183487,9.0,512000,0.933063959479332,271,0.27979112691306307,236.3,0.0,0.007262708505732007,64,2.93,1.339122679233551
-0.000817254320718348,1.0602743282914162,9.100000000000009,520000,0.9170295333862305,271,0.2908890828054904,246.01,0.0,0.008200406488031149,65,3.23,1.339481989145279
