clip_fraction,P01:episode_rewards,P09:episode_rewards,approx_kl_divergence,advantage_norm,value_loss,grad_norm,episode_length,epoch_idx,explained_variance,frames,PMM:episode_rewards,fps,policy_entropy,policy_loss
0.348583984375,125.0,405.00000000000006,1.6057978587248278,15.968718713521957,58.04452888002852,409.6996468192009,375.69565217391306,1,0.023522204905748367,10240,242.3913043478261,190,1.4884049281827174,0.02488444489754329
0.1641357421875,25.0,310.0,0.002495993733350588,15.96871787905693,0.01971627295424696,0.6099230197277097,352.6140350877193,2,-4.470348358154297e-09,20480,183.7719298245614,181,1.731325925141573,-0.0008970308443167596
0.142578125,25.0,280.00000000000006,0.002038376958188337,15.968717914819717,0.0161134504553047,0.2395028556427373,339.86516853932585,3,-3.725290298461914e-09,30720,160.67415730337078,184,1.7673344634473325,-0.0023249757461599073
0.0281982421875,25.0,275.0,0.0006208609106735707,15.968718016147614,0.020016632985789328,0.1558980860295448,330.84,4,-6.7055225372314455e-09,40960,142.0,189,1.7776134684681892,-0.0007748249932774343
0.0075927734375,25.0,280.00000000000045,0.0003363776402167673,15.968718206882476,0.021439588151406497,0.09800353296886496,331.67,5,-1.9744038581848144e-08,51200,158.75,191,1.7838114209473133,-0.000985239096917212
0.0,25.0,427.5000000000002,0.00017498009560910078,15.96871799826622,0.019569132156902924,0.08108007464218697,337.9,6,1.862645149230957e-08,61440,182.75,192,1.780038582533598,-0.0005240229147602804
0.0,25.0,427.5000000000002,0.00025171679383930725,15.968718308210374,0.02309664017520845,0.07766638818291485,340.56,7,1.2665987014770507e-08,71680,187.75,194,1.77428715005517,-0.0007387194556940813
0.0,25.0,427.5000000000002,0.00019960108830900934,15.9687180519104,0.018531106508453375,0.07647803734319375,340.67,8,-2.7194619178771972e-08,81920,185.5,194,1.780172598361969,-0.000671294429412228
0.0,47.50000000000001,452.50000000000017,0.0001937208523951739,15.968718487024308,0.023405423408257776,0.07011168713140221,345.85,9,1.3411045074462891e-08,92160,200.5,194,1.7804922327399253,-0.000716993609603378
0.0,25.0,525.0,0.0001810296287478863,15.96871821284294,0.02292206297570374,0.06884370612676487,346.47,10,1.1175870895385742e-09,102400,215.5,196,1.7826400764286519,-0.0007736957850283943
0.0,25.0,502.5000000000002,0.00016500860923116534,15.968718045949936,0.02106713402608875,0.07025554704003982,347.3,11,2.458691596984863e-08,112640,214.25,196,1.78099567592144,-0.000641254225774901
0.0,47.50000000000001,352.5000000000002,0.00010460582865672308,15.968718379735947,0.02401441666588653,0.07424793601954424,340.22,12,-1.9371509552001954e-08,122880,195.0,196,1.778202982991934,-0.0004070611345014186
0.0,47.50000000000001,302.5000000000002,0.0001451570103011335,15.968718266487121,0.0233336173943826,0.07194827372569637,337.11,13,-8.195638656616212e-09,133120,177.75,196,1.7823144793510437,-0.0005482555519847665
0.0,50.0,375.0,0.00017013126577793968,15.968718206882476,0.02648357640719041,0.06938809526988474,342.85,14,4.8428773880004884e-09,143360,207.75,197,1.7773075982928277,-0.0005817192351969425
0.0,50.0,425.0,0.00014668227707606007,15.96871822476387,0.02534661423705984,0.07195424167613121,341.8,15,1.862645149230957e-08,153600,211.75,197,1.76828383654356,-0.0006734547419910087
0.0,72.50000000000001,432.5000000000006,0.00017160124950095225,15.968718355894088,0.024967370583908632,0.06874282038221519,347.89,16,4.8428773880004884e-09,163840,224.5,197,1.7767329186201095,-0.0005415012627054238
0.0,75.0,455.0000000000004,0.0001705319677736128,15.968718314170838,0.025160937785403802,0.07381248286770277,350.26,17,-1.3783574104309083e-08,174080,230.25,196,1.7830158472061157,-0.0006391766048182035
0.0,25.0,427.5000000000002,0.00016157487274099936,15.968718063831329,0.01774636238696985,0.06660078914355806,348.25,18,-4.8428773880004884e-09,184320,210.0,197,1.7878412663936616,-0.0005829379548231373
0.0,25.0,450.0,0.0001617582732194478,15.968717950582505,0.020510803686920553,0.05684579252053958,340.82,19,-1.5273690223693846e-08,194560,192.25,196,1.785794059187174,-0.0007095937537087594
0.0,50.0,427.5000000000002,0.00012438769985507748,15.968718278408051,0.024726170604117213,0.05513601812350821,347.8,20,-1.1175870895385742e-08,204800,193.5,196,1.782132153958082,-0.000576347788592102
0.0,50.0,450.0,8.384090583426484e-05,15.968718242645263,0.022424583800602704,0.051780390940810904,345.83,21,-6.7055225372314455e-09,215040,203.25,196,1.7814481414854526,-0.00030157897708704695
0.0,50.0,457.5000000000006,0.00010549009034317436,15.968718147277832,0.021824843002832495,0.0538830861917205,343.32,22,-1.4156103134155273e-08,225280,206.25,196,1.776420532166958,-0.0004719732314697467
0.0,50.0,352.5000000000002,0.00010525837439736562,15.968717873096466,0.019387447996996342,0.05666643771718306,337.56,23,9.313225746154785e-09,235520,187.25,196,1.7760266236960889,-0.00038023161723685914
0.0,25.0,325.0,8.050394780703129e-05,15.968717938661575,0.01739872008038219,0.052095466690711655,329.76,24,-1.2665987014770507e-08,245760,161.5,196,1.7774920903146267,-0.00031770109635544943
0.0,25.0,277.5000000000002,0.00010261662425605777,15.968717944622039,0.016994454886298627,0.05498274336315062,326.1,25,-1.4901161193847657e-09,256000,143.5,197,1.7866996444761754,-0.00037222255450615195
