policy_entropy,advantage_norm,q_loss,policy_gradient_bias_correction,rollout_prob_std,avg_q_retraced,avg_q_selected,epoch_idx,frames,grad_norm,P09:episode_rewards,policy_gradient_loss,PMM:episode_rewards,P01:episode_rewards,model_prob_std,episode_length,policy_loss,fps,explained_variance
2.1913236061731975,0.03712271880358457,0.0002980272409937849,0.0,0.008384279953315855,-0.014739023086925348,-0.014702031761407853,1,7200,0.030262319384900163,0.0,0.0002880083477066364,0.0,0.0,0.00838427987570564,0,0.0002880083477066364,324,-51.5166212717692
2.1560442447662354,0.024265261879190803,0.0008091083266360025,0.0,0.014047160721383989,-0.0018072334130314024,-0.0018883954248546313,2,14400,0.17603125774285724,0.0,-4.6676473054200567e-05,0.0,0.0,0.014047160185873509,0,-4.6676473054200567e-05,192,-244.57192147970198
2.196946358680725,0.010591215508369108,2.5183610887324903e-05,0.0,0.002283935609739274,-0.0006596646824618801,-0.0005564327065561277,3,21600,0.002957478293958124,0.0,1.3269483327131108e-05,0.0,0.0,0.002283935621380806,0,1.3269483327131108e-05,224,-101.71463479995728
2.1966038306554156,0.023120931489393114,2.269594097015215e-05,0.0,0.003788732500591626,-0.001065835733364414,-0.0010854244884588601,4,28800,0.003461677976545637,0.0,2.0473910954403133e-05,0.0,0.0,0.0037887325044721363,0,2.0473910954403133e-05,255,-65.08571634292602
2.197044539451599,0.010455929208546877,9.78191960712138e-06,0.0,0.0016187337964462738,-0.0012895649687076607,-0.0013116993989266727,5,36000,0.0013746265863378109,0.0,3.096752243626118e-05,0.0,0.0,0.0016187338274903595,0,3.096752243626118e-05,280,-182.13593649864197
2.1969337781270344,0.016235920678203303,9.613938679346272e-06,0.0,0.0023407262400723995,-0.0005994495181463814,-0.0007293158191411446,6,43200,0.001679536667583035,0.0,1.6440627689462417e-05,0.0,0.0,0.002340726226490612,3323.75,1.6440627689462417e-05,301,-49.89455142021179
2.197172204653422,0.006133846441904704,3.9793801306586826e-06,0.0,0.0009092362908025583,-0.0009881732364495595,-0.001015068949588264,7,50400,0.0010434811672232302,0.0,1.877446444874901e-05,0.0,0.0,0.0009092362985635797,3323.75,1.877446444874901e-05,318,-66.20632524490357
2.197200059890747,0.004343100303473572,2.6032190817204536e-06,0.0,0.0007096984685631469,-0.001467556524827766,-0.0014897153935938452,8,57600,0.000717855654752552,0.0,3.902521517602508e-05,0.0,0.0,0.0007096984520709763,3323.75,3.902521517602508e-05,333,-52.989830605189006
2.1971089363098146,0.011035355677207311,3.941989003427201e-06,0.0,0.0014268475448867928,-0.0006604608992347494,-0.000660959826685333,9,64800,0.0008164021433312447,0.0,1.4111034441081452e-05,0.0,0.0,0.0014268475216037283,3323.75,1.4111034441081452e-05,345,-24.059121799468993
2.1971494356791177,0.007775260779696206,2.853921940489575e-06,0.0,0.0010394494738041734,-0.0004887042654445395,-0.0004778798218467273,10,72000,0.0006730110509816924,0.0,1.2167939127986452e-05,0.0,0.0,0.0010394494883560887,3323.75,1.2167939127986452e-05,357,-184.53312293688455
2.197091023127238,0.013186661553724359,3.5574791885058707e-06,0.0,0.0016655479276475186,-0.0004969353967074615,-0.0005098250730952714,11,79200,0.0008874891721052586,0.0,9.750961013802832e-06,0.0,0.0,0.0016655479160059864,3323.75,9.750961013802832e-06,367,-43.87618355751037
2.1971983114878335,0.00341227207876121,1.270555539652681e-06,0.0,0.0005405529382793854,-7.935398516565329e-05,-8.425457009906268e-05,12,86400,0.00038231747322805957,0.0,4.917571165681996e-07,0.0,0.0,0.00054055293633913,3324.0833333333335,4.917571165681996e-07,374,-113.37895747820536
2.1972101449966432,0.0026618429265605906,8.518134241815763e-07,0.0,0.0004178932373179123,-0.0006449612704273022,-0.0006478585821241723,13,93600,0.00036961140606135777,0.0,1.037020612102424e-05,0.0,0.0,0.00041789324410880605,3324.0833333333335,1.037020612102424e-05,380,-50.43681271870931
2.1972177743911745,0.0027567515382543204,4.924448897251447e-07,0.0,0.00035232086083851754,-0.0001658499549497113,-0.00015368208391919325,14,100800,0.00027294002993096553,0.0,6.738860411085549e-06,0.0,0.0,0.0003523208802410712,3324.0833333333335,6.738860411085549e-06,385,-68.50145463943481
2.1971413771311443,0.010885053339491909,2.21859488078735e-06,0.0,0.0013816505340704074,-0.0003155833020476469,-0.0003108101229069386,15,108000,0.0006812771515604993,0.0,6.8894239062681585e-06,0.0,0.0,0.0013816505282496412,3324.0833333333335,6.8894239062681585e-06,389,-40.43419276873271
2.1972041606903074,0.00336001407316265,7.297072239490869e-07,0.0,0.0004692193659138866,-7.560647585099407e-05,-7.207028428410923e-05,16,115200,0.00024149291065852127,0.0,-5.121786159634212e-08,0.0,0.0,0.0004692193673690781,3324.0833333333335,-5.121786159634212e-08,394,-200.28017663955688
2.197155848634306,0.009419533219085278,1.5408504277983802e-06,-4.138348607006669e-09,0.0020742667373418013,-0.00028380279901075333,-0.00030126115302971026,17,122400,0.0005897977727769221,0.0,7.313803307717438e-06,0.0,0.0,0.0011982901832048793,3324.222222222222,7.309664952431329e-06,394,-21.447059661036445
