avg_q_retraced,explained_variance,P01:episode_rewards,q_loss,P09:episode_rewards,avg_q_selected,fps,frames,policy_gradient_loss,rollout_prob_std,model_prob_std,episode_length,policy_loss,advantage_norm,PMM:episode_rewards,epoch_idx,policy_entropy,policy_gradient_bias_correction,grad_norm
0.014150526281446219,-12.815792655944824,0.0,8.126160403965817e-05,0.0,0.014281334728002549,383,7200,-0.000256495229890182,0.006892351588855187,0.006892351635421316,0,-0.000256495229890182,0.04087451578428348,0.0,1,2.1938173294067385,0.0,0.020796520109969553
0.0025819090325967407,-20.166919422149657,0.0,0.0007145278602668744,0.0,0.0018726791439500326,402,14400,0.00026898311043623837,0.015627724630758167,0.01562772475493451,0,0.00026898311043623837,0.06445783693343402,0.0,2,2.1571404735247293,0.0,0.2028467065726801
0.000415102779152221,-16.250842316945395,0.0,1.4710765799463844e-05,0.0,0.00045424541143196016,441,21600,-8.561906603669438e-06,0.0028825843435091275,0.002882584479327003,0,-8.561906603669438e-06,0.01976935196047028,0.0,3,2.1967613061269122,0.0,0.004890733119369514
0.0006444299052721665,-9.397489484151205,0.0,8.246236575359944e-06,0.0,0.0006208771034607707,460,28800,-1.398340138318114e-05,0.0031166114301110306,0.0031166115193627776,0,-1.398340138318114e-05,0.019237259620179734,0.0,4,2.1967987537384035,0.0,0.0036136475292087174
0.00040496743470915436,-8.626544570922851,0.0,3.687899500922261e-06,0.0,0.00038416448587668127,478,36000,-7.34868204782894e-06,0.0016741831709320347,0.0016741832524227599,0,-7.34868204782894e-06,0.011716285316894452,0.0,5,2.1970884084701536,0.0,0.0017037892155312684
0.0009194488423721244,-8.204779275258382,0.0,3.763867391626263e-06,0.0,0.0008424863587909689,489,43200,1.1660171783489658e-05,0.001959901898711299,0.001959901958859215,3324.1666666666665,1.1660171783489658e-05,0.01400593927440544,0.0,6,2.197047956784566,0.0,0.0015785860330811798
0.0002900774086204668,-9.789184093475342,0.0,5.378630159687722e-06,0.0,0.00023814694529088835,502,50400,9.43010938705413e-06,0.0016145107064706584,0.0016145107976626605,3324.1666666666665,9.43010938705413e-06,0.01139457627820472,0.0,7,2.1967985073725385,0.0,0.0024508295930503175
-0.000857033598003909,-11.763756513595581,0.0,5.613358916889411e-06,0.0,-0.0008628246490843594,512,57600,2.7616321483966053e-05,0.0014772869258498152,0.0014772869646549225,3324.1666666666665,2.7616321483966053e-05,0.012672803085297345,0.0,8,2.1971169630686442,0.0,0.0016965133668028142
0.0005368383581905316,-6.7226934909820555,0.0,2.3067426260089024e-06,0.0,0.0005606619414417461,519,64800,-2.3151657290062153e-05,0.001234448419806237,0.001234448483834664,3324.1666666666665,-2.3151657290062153e-05,0.010211389558389784,0.0,9,2.1971562623977663,0.0,0.0007861313684672794
0.000416237528649314,-7.736264737447103,0.0,1.2739181788864093e-06,0.0,0.0003973653476956921,525,72000,-9.610470594149471e-08,0.0009956278110621497,0.0009956278537477678,3324.1666666666665,-9.610470594149471e-08,0.0075728366539503135,0.0,10,2.197168493270874,0.0,0.0006146642252810275
