explained_variance,policy_gradient_loss,fps,avg_q_retraced,rollout_prob_std,advantage_norm,q_loss,P09:episode_rewards,policy_loss,model_prob_std,policy_gradient_bias_correction,avg_q_selected,grad_norm,epoch_idx,policy_entropy,P01:episode_rewards,frames,episode_length,PMM:episode_rewards
-1199.9599340725701,5.25526995594745e-06,364,-0.0002681281662511605,0.001243235582295309,0.0013514041397627414,7.820172852155229e-08,0.0,5.25526995594745e-06,0.00012219189086207826,0.0,-0.00027125515074841183,6.005432332772042e-05,42,2.1972240291890643,0.0,302400,3324.2380952380954,0.0
-837.2407364077588,5.201315275425121e-06,363,-0.00026663169226261266,0.0013043980164119998,0.0013455398704231491,1.3219561290597953e-07,0.0,5.201315275425121e-06,0.00012610590445351585,0.0,-0.0002631055338523113,5.5689728155943014e-05,43,2.197224039062105,0.0,309600,3324.2380952380954,0.0
-713.2710160496721,5.7361669741802495e-06,362,-0.000263325338174779,0.0016320878940610834,0.001416804443224464,7.688805002365143e-08,0.0,5.7361669741802495e-06,0.00013084983364107094,0.0,-0.00026255611134994077,5.2752915917740576e-05,44,2.1972239055078497,0.0,316800,3324.2380952380954,0.0
-1233.4509856224438,6.094285755983524e-06,362,-0.00025091188128855297,0.001310605617799099,0.0012211418892017656,8.643372198192584e-08,0.0,6.094285755983524e-06,0.00011483923600943101,0.0,-0.00025312091537608663,4.579873186237883e-05,45,2.1972241546174205,0.0,324000,3324.375,0.0
-1018.7098800516159,5.737237059920949e-06,361,-0.0002549845622566411,0.0012988995603952678,0.0010145706304935857,5.889097989412543e-08,0.0,5.737237059920949e-06,0.00010755209627812064,0.0,-0.0002548865102278161,3.807952744227497e-05,46,2.1972243914150056,0.0,331200,3324.375,0.0
-943.5193120095905,6.479404284258486e-06,361,-0.0002440911871624406,0.0012948211046306677,0.0015943313124227075,2.33235020832681e-07,0.0,6.479404284258486e-06,0.00013365413604161865,0.0,-0.00024257745417661866,0.00010123268837733114,47,2.197223036393287,0.0,338400,3324.375,0.0
-466.78076548566895,4.643858298967337e-06,360,-0.00022642267815970905,0.0011955439682604762,0.001054384714551859,5.120768779681735e-08,0.0,4.643858298967337e-06,0.00010041526958963562,0.0,-0.00023094360865220622,3.903732683522487e-05,48,2.1972244501933846,0.0,345600,3324.375,0.0
-1326.640158613485,5.337261672331883e-06,359,-0.00021420800995237803,0.0013869163492194136,0.001033784419815631,6.141322286851599e-08,0.0,5.337261672331883e-06,9.697536075866502e-05,0.0,-0.00021501630716513667,3.8304574897144976e-05,49,2.197224511665011,0.0,352800,3324.375,0.0
-203.1420011792864,4.358607971453924e-06,359,-0.00020170585544306843,0.001311941090765296,0.001173426168666877,4.8384951083669564e-08,0.0,4.358607971453924e-06,0.00010818099156184626,0.0,-0.00020735036322476512,4.315728270518657e-05,50,2.197224385407236,0.0,360000,3324.41,0.0
-1786.0915202531612,4.048730298476976e-06,358,-0.00018497282527427176,0.0012161699923246409,0.0008559056414588142,2.815585755693142e-08,0.0,4.048730298476976e-06,8.087598281959165e-05,0.0,-0.00018799684809684992,3.0362081616746105e-05,51,2.1972246682990795,0.0,367200,3324.41,0.0
-153.36183807475226,4.3645118000858204e-06,358,-0.00019316827935293238,0.001146985078168568,0.0010626301898947342,9.036580561984475e-08,0.0,4.3645118000858204e-06,0.00010115659310348935,0.0,-0.00019521834911135976,5.073326330656914e-05,52,2.1972242470676937,0.0,374400,3324.41,0.0
-1622.2723154138191,3.723837180370451e-06,358,-0.0001739399516915751,0.0011106328377735147,0.0008275537038533667,7.897141563967435e-08,0.0,3.723837180370451e-06,8.145948797356422e-05,0.0,-0.00017306151328364013,3.2070213707560176e-05,53,2.1972246707904906,0.0,381600,3324.41,0.0
-471.1645683315633,4.109233545973113e-06,358,-0.00017135303374079595,0.0009450674344690928,0.0010820908656105242,2.8131418767956843e-08,0.0,4.109233545973113e-06,9.918102820379425e-05,0.0,-0.00017253085366858626,3.422430443407137e-05,54,2.1972244937173904,0.0,388800,3324.41,0.0
-874.5589051125529,3.827338365949075e-06,357,-0.00016738423360441833,0.0011566672475636199,0.0011600236714175637,5.5630518482064465e-08,0.0,3.827338365949075e-06,0.00010154193127349766,0.0,-0.0001673424815692895,4.7038961438812094e-05,55,2.1972243868802495,0.0,396000,3324.41,0.0
-1095.4193392219242,3.830802413804753e-06,356,-0.00016197861709986363,0.0013073303655193743,0.0009472514335172483,4.134217268937011e-08,0.0,3.830802413804753e-06,9.074902824484855e-05,0.0,-0.0001634343281989547,3.450661880059199e-05,56,2.197224551969634,0.0,403200,3324.43,0.0
-1068.5821611282624,3.800753118628237e-06,356,-0.0001673351376337537,0.001256876147475906,0.0008894298072089191,5.403537614115354e-08,0.0,3.800753118628237e-06,8.150582416894838e-05,0.0,-0.00016752183341402937,4.0238812567643214e-05,57,2.197224759733866,0.0,410400,3324.43,0.0
-719.7929255048804,3.915269098561861e-06,356,-0.00016763685733186469,0.0008879348979730016,0.000979217036724284,1.0819509042868212e-07,0.0,3.915269098561861e-06,8.821192554816984e-05,0.0,-0.00016389357128458165,4.384812038916673e-05,58,2.1972244286190272,0.0,417600,3324.43,0.0
-530.18452714125,2.883165624731581e-06,356,-0.0001506018913451477,0.0009705257864078026,0.0010376226704639766,4.3363763121263676e-08,0.0,2.883165624731581e-06,9.460366522710853e-05,0.0,-0.0001506285009476915,3.732166159431077e-05,59,2.19722454861043,0.0,424800,3324.43,0.0
-1183.4377961994148,2.985125622853265e-06,355,-0.00013989671097396428,0.0013367970804018684,0.0009745132334412466,3.632166575582945e-08,0.0,2.985125622853265e-06,8.78800116611057e-05,0.0,-0.00014198872907173903,4.099110300162677e-05,60,2.197224607688409,0.0,432000,3324.43,0.0
-107.94743567447814,2.9720821329811143e-06,354,-0.00013165371492245218,0.0009369108366104049,0.0010170229755504764,2.0735218879853515e-08,0.0,2.9720821329811143e-06,9.412374976860188e-05,0.0,-0.0001338178329561266,3.218581396682649e-05,61,2.197224604298198,0.0,439200,3324.55,0.0
-1765.6875182717156,2.818908474349457e-06,354,-0.00012222928829066438,0.000917910516501581,0.0007849036478790838,2.4848447501290664e-08,0.0,2.818908474349457e-06,6.960711132358232e-05,0.0,-0.00012562985170295598,3.050378319819099e-05,62,2.1972248658585167,0.0,446400,3324.55,0.0
-190.66230115931893,3.2844815632175094e-06,353,-0.00012990518139145384,0.001044070385133461,0.0010192834981976302,3.2395682755938814e-08,0.0,3.2844815632175094e-06,7.846000058496325e-05,0.0,-0.00013108424942459795,4.2995959765989696e-05,63,2.19722488789016,0.0,453600,3324.55,0.0
-1489.9565942525549,2.2261514732410626e-06,353,-0.00011262067790343636,0.0011779475282030513,0.000953653918210067,6.51961848918244e-08,0.0,2.2261514732410626e-06,8.412762362485572e-05,0.0,-0.00011501942032895935,4.503488552023995e-05,64,2.1972245507454744,0.0,460800,3324.55,0.0
-311.02825819441307,2.6525004376056927e-06,352,-0.00010978654709870012,0.0010787184960547003,0.0009093988245836964,3.036671675739103e-08,0.0,2.6525004376056927e-06,8.225669592484898e-05,0.0,-0.0001107814198502528,3.330108476832779e-05,65,2.197224740877411,0.0,468000,3324.55,0.0
-1072.0227892563457,2.3119218648234807e-06,352,-0.00010785940070491052,0.0012293971023909368,0.0008334673583401547,2.7301525503268185e-08,0.0,2.3119218648234807e-06,7.571347489073242e-05,0.0,-0.00011049794203692784,2.6556569543447863e-05,66,2.1972248005488564,0.0,475200,3324.55,0.0
-953.1837676513802,2.158588442315581e-06,352,-0.0001028935924897173,0.0010442161006927807,0.0009190642075907053,4.2790112406824906e-08,0.0,2.158588442315581e-06,8.605088340160141e-05,0.0,-0.00010090496820705847,2.6378678090047536e-05,67,2.1972246118945646,0.0,482400,3324.62,0.0
-1353.2145169695034,2.43787615647175e-06,352,-0.00010510682429888958,0.0011859612698188699,0.0008605482730634986,3.3013717521734437e-08,0.0,2.43787615647175e-06,7.39700132333433e-05,0.0,-0.00010629663318035282,3.657509102830987e-05,68,2.19722481053973,0.0,489600,3324.62,0.0
-575.7190858882193,2.5475497092217617e-06,351,-0.00010161672581696177,0.001472808911916706,0.0008147500473917297,2.6447183172013407e-08,0.0,2.5475497092217617e-06,7.283316842398006e-05,0.0,-0.00010320927277902344,3.1004079780337295e-05,69,2.197224757822733,0.0,496800,3324.62,0.0
-793.3408099041525,2.2292531154756813e-06,351,-9.084000702459312e-05,0.0008643992401875804,0.0008680135403107945,2.025035346382863e-08,0.0,2.2292531154756813e-06,7.409003820785508e-05,0.0,-9.295512509486308e-05,2.811139490306631e-05,70,2.1972248858118815,0.0,504000,3324.62,0.0
-1281.367284247648,1.6841232245280394e-06,351,-8.518182987678476e-05,0.0008859459138129171,0.000645366220421079,1.3260271865428266e-08,0.0,1.6841232245280394e-06,6.30615082955335e-05,0.0,-8.595599665193096e-05,1.9333012951745426e-05,71,2.197224979287102,0.0,511200,3324.62,0.0
-120.33787052048577,1.7886999765401098e-06,351,-8.271693346556737e-05,0.0010690688051308945,0.0009072781246252469,2.4863864628474604e-08,0.0,1.7886999765401098e-06,8.784594224600877e-05,0.0,-8.184920521584682e-05,2.449255856116832e-05,72,2.1972246798920247,0.0,518400,3324.59,0.0
-1626.713983301801,1.7155448520877556e-06,350,-8.441726492862842e-05,0.0008540072239139817,0.0006009964307781957,1.686154063360035e-08,0.0,1.7155448520877556e-06,5.634306021271467e-05,0.0,-8.521845316488273e-05,2.1020659235768627e-05,73,2.197224999000787,0.0,525600,3324.66,0.0
-566.5041557155794,1.8596765644845641e-06,350,-8.735990777759985e-05,0.0008773167042199304,0.0007441186446701509,2.8503918814253562e-08,0.0,1.8596765644845641e-06,6.752371475594224e-05,0.0,-8.939406639783365e-05,3.019220934250576e-05,74,2.197224931294325,0.0,532800,3324.66,0.0
-1409.3082909670331,1.8099763934136221e-06,350,-7.883903776914054e-05,0.0011110237458450906,0.0006989084334845611,3.497296162103893e-08,0.0,1.8099763934136221e-06,6.0742768434758034e-05,0.0,-7.818750118509515e-05,2.528501908083581e-05,75,2.1972248933428813,0.0,540000,3324.66,0.0
-256.3518208420047,1.5896334625143002e-06,349,-7.95402100021967e-05,0.0008021364023839547,0.0008025480867815026,2.481882612677554e-08,0.0,1.5896334625143002e-06,7.438167136084493e-05,0.0,-7.951696437765537e-05,2.2959468541831813e-05,76,2.1972248316054848,0.0,547200,3324.66,0.0
-1427.86924239801,1.936707969119785e-06,350,-7.815963848871536e-05,0.0007709055985751927,0.0006281145773959908,1.9885608744154202e-08,0.0,1.936707969119785e-06,6.163465018535892e-05,0.0,-7.849680997727167e-05,2.0612545737986128e-05,77,2.197224935889244,0.0,554400,3324.66,0.0
-1079.097802829572,1.6606587925263048e-06,350,-7.666965472212747e-05,0.0006370011578629659,0.0007347782439131864,1.3897479939110134e-08,0.0,1.6606587925263048e-06,6.890935701623793e-05,0.0,-7.74175205781941e-05,1.8766458263638045e-05,78,2.1972248257751814,0.0,561600,3324.77,0.0
-1280.2700254682006,1.7420022064423805e-06,349,-8.114839105916666e-05,0.0009899251060737602,0.0006537573719541407,2.5798482694651232e-08,0.0,1.7420022064423805e-06,5.948245248270997e-05,0.0,-7.972382239760735e-05,2.1743389311507126e-05,79,2.197224998433123,0.0,568800,3324.77,0.0
-723.7300299046343,2.137432374086174e-06,349,-8.056602703430736e-05,0.0006780807987081787,0.000756718832741525,3.296470296232808e-08,0.0,2.137432374086174e-06,6.816398522626997e-05,0.0,-8.574076810978185e-05,3.0457193177662892e-05,80,2.197224834618114,0.0,576000,3324.77,0.0
-1043.1838656115058,1.751510810244045e-06,349,-6.988888132741161e-05,0.0006574689915086064,0.0006912838927145355,1.9998481425706086e-08,0.0,1.751510810244045e-06,6.10020204999634e-05,0.0,-7.174275982512722e-05,2.258876671767191e-05,81,2.1972249419253975,0.0,583200,3324.77,0.0
-1400.3600210609038,1.6450198544950098e-06,349,-6.56879652290497e-05,0.0010120661210767537,0.0006782042610384883,2.6024060771693825e-08,0.0,1.6450198544950098e-06,6.151726602806342e-05,0.0,-6.819416457498544e-05,2.031267175938294e-05,82,2.1972248732854447,0.0,590400,3324.77,0.0
-442.83900357762974,8.015211405994668e-07,349,-6.087598748106554e-05,0.0009093763643437149,0.0008263865297239877,1.459803832850285e-08,0.0,8.015211405994668e-07,7.721389967739638e-05,0.0,-6.092879905500687e-05,2.359795702398501e-05,83,2.19722474736196,0.0,597600,3324.77,0.0
-1472.566552898051,1.4895793423807328e-06,349,-6.40757635649669e-05,0.0008858245984246846,0.0005490658333248561,1.5960368352148654e-08,0.0,1.4895793423807328e-06,5.431673848285921e-05,0.0,-6.512807054513788e-05,1.531871735458851e-05,84,2.1972250009308416,0.0,604800,3324.81,0.0
-612.5535538907467,1.1109624452844613e-06,348,-6.685814040307021e-05,0.001089337884098448,0.0007061753550609981,2.5580181864210113e-08,0.0,1.1109624452844613e-06,6.324130226574043e-05,0.0,-6.670532603654691e-05,2.6146307018150584e-05,85,2.1972249593179694,0.0,612000,3324.81,0.0
-1384.9734822146634,1.4111927399355972e-06,348,-6.162080955014953e-05,0.00045785615063200034,0.000695649580962978,3.908804363636248e-08,0.0,1.4111927399355972e-06,5.723533578708114e-05,0.0,-6.221171223832624e-05,2.6106944007972236e-05,86,2.197224920521337,0.0,619200,3324.81,0.0
-88.56388259106785,1.2635250051092154e-06,348,-5.797711586180297e-05,0.0004150308192262281,0.0008185128865877111,2.573334195673509e-08,0.0,1.2635250051092154e-06,7.333306519912871e-05,0.0,-5.7047083404281275e-05,2.7532571301170454e-05,87,2.197224833682617,0.0,626400,3324.81,0.0
-1328.358485203272,1.8279781696167992e-06,348,-5.914448939158377e-05,0.00030000113056470606,0.0006620336137874411,2.0236099919536908e-08,0.0,1.8279781696167992e-06,5.4878960304968525e-05,0.0,-6.05658211265197e-05,2.0286310056549952e-05,88,2.1972250362142685,0.0,633600,3324.81,0.0
-701.5808684658531,1.125801061541601e-06,348,-5.606867103851405e-05,0.00035892263106880194,0.0007244191672582077,1.744649459931994e-08,0.0,1.125801061541601e-06,6.867181792257623e-05,0.0,-5.768668497189032e-05,2.0209651328822967e-05,89,2.197224810889789,0.0,640800,3324.94,0.0
-1730.2132079200896,1.2196924625227414e-06,348,-5.860112182595893e-05,0.00026682853196845484,0.000585606023653796,1.6488318170348223e-08,0.0,1.2196924625227414e-06,5.082211013173915e-05,0.0,-5.906144460293935e-05,2.0434357898990515e-05,90,2.197224997654163,0.0,648000,3324.94,0.0
-443.08630968662794,1.507444111170148e-06,348,-5.7222737762857975e-05,0.0003104841786749704,0.0006956810030368659,2.6814027332423735e-08,0.0,1.507444111170148e-06,5.966040822531843e-05,0.0,-6.018947240084455e-05,2.6295905962991565e-05,91,2.197224949721306,0.0,655200,3324.94,0.0
-852.0351990097478,6.202891060930988e-07,348,-4.6866238880616116e-05,0.00027480083723348676,0.0006731231184673402,2.2273367128588014e-08,0.0,6.202891060930988e-07,5.677090415388428e-05,0.0,-4.81005640497801e-05,2.3127033202604024e-05,92,2.1972250347951103,0.0,662400,3324.94,0.0
-785.3922491848972,8.471150284831927e-07,347,-4.535736990420849e-05,0.0002410365119539982,0.0006241671014785759,1.8022016342193842e-08,0.0,8.471150284831927e-07,5.348592706110495e-05,0.0,-4.665818922830038e-05,1.9484429674244523e-05,93,2.197225063237908,0.0,669600,3324.94,0.0
-397.0768269521566,7.7581973324335e-07,347,-4.0800349560601116e-05,0.00025129221551857143,0.0007937321274443498,1.7828979095447733e-08,0.0,7.7581973324335e-07,6.508000012420073e-05,0.0,-3.998044391885567e-05,2.539717595980228e-05,94,2.1972249270147746,0.0,676800,3324.94,0.0
