explained_variance,policy_gradient_loss,fps,avg_q_retraced,rollout_prob_std,advantage_norm,q_loss,P09:episode_rewards,policy_loss,model_prob_std,policy_gradient_bias_correction,avg_q_selected,grad_norm,epoch_idx,policy_entropy,P01:episode_rewards,frames,episode_length,PMM:episode_rewards
-21.148370679219564,-0.000157607821226217,321,0.004454773990437389,0.007113793127549191,0.0360830865179499,0.0001221247085898843,0.0,-0.000157607821226217,0.007113793049938977,0.0,0.00429736270258824,0.02353029160746162,1,2.1925103187561037,0.0,7200,0,0.0
-315.45657285054523,-2.0766698207808075e-05,181,0.0018810740303403387,0.008198104207015907,0.015792553429491818,9.252397931049927e-05,0.0,-2.0766698207808075e-05,0.008198104152688757,0.0,0.0019325625170798352,0.06868132497122129,2,2.1851513783137,0.0,14400,0,0.0
-38.47110052108765,-1.3412498426153736e-05,215,0.0003946483488107333,0.002326983855649208,0.011138553203394016,1.0893982425841386e-05,0.0,-1.3412498426153736e-05,0.002326983785800015,0.0,0.00041967373460162586,0.0031997194448122354,3,2.1968303600947063,0.0,21600,0,0.0
-23.069796657562257,-2.0825831294738843e-06,246,5.3338007395116925e-05,0.004076317170013984,0.026909864243740835,1.7702715751966025e-05,0.0,-2.0825831294738843e-06,0.004076317135089388,0.0,0.00011460071265219085,0.003935594102773668,4,2.196493705113729,0.0,28800,0,0.0
-56.12136837641398,-1.850072712841211e-05,272,0.0005738689566593772,0.0014101919087503726,0.010096127501068015,4.628397689051174e-06,0.0,-1.850072712841211e-05,0.0014101918835270528,0.0,0.0005293401342593521,0.0011483648221648332,5,2.197070614496867,0.0,36000,0,0.0
-22.061152092615764,-1.9885850518145767e-05,294,0.0006600099810384563,0.002204667108405071,0.016351702925749122,7.165661486396857e-06,0.0,-1.9885850518145767e-05,0.0022046671258673695,0.0,0.0006773792762639156,0.001628032794568017,6,2.196951389312744,0.0,43200,3324.75,0.0
-111.4918355623881,-2.289389071847836e-05,313,0.0012768429432374736,0.0008146175610211988,0.006187660557528337,3.944121190594766e-06,0.0,-2.289389071847836e-05,0.0008146175959457953,0.0,0.001299743567748616,0.0012172909387704366,7,2.1971357345581053,0.0,50400,3324.75,0.0
-188.51611239115397,-4.210135293760686e-05,329,0.001766550517641008,0.0007506801087098817,0.004513252976660927,6.644007199459641e-06,0.0,-4.210135293760686e-05,0.0007506800640840084,0.0,0.0017985406777976702,0.0008986802201241938,8,2.1971833149592084,0.0,57600,3324.75,0.0
-21.014398956298827,-1.261999069962864e-05,341,0.00039409789169440044,0.0013963311638993522,0.01159978477905194,3.594122790673282e-06,0.0,-1.261999069962864e-05,0.0013963311444967984,0.0,0.00037773691607677996,0.000825972412918814,9,2.1971080541610717,0.0,64800,3324.75,0.0
-64.78234758377076,-4.7594482642428675e-06,351,0.00039569693232503295,0.0010187212998668353,0.008006680310548594,2.3666715814367004e-06,0.0,-4.7594482642428675e-06,0.0010187213163590058,0.0,0.0003728770583923809,0.0006951807319325371,10,2.1971474329630536,0.0,72000,3324.75,0.0
-17.242514832814535,-6.486385738450433e-06,361,0.0001977851257227788,0.0016293226547228793,0.013931799598503858,3.6435589379379964e-06,0.0,-6.486385738450433e-06,0.0016293226702449222,0.0,0.0002089681464288636,0.0008613550953470236,11,2.197095489501953,0.0,79200,3324.75,0.0
-57.587735398610434,-1.2031065019376304e-05,370,0.000529576246723688,0.00040879799150085697,0.0036399100441485643,7.889685993707947e-07,0.0,-1.2031065019376304e-05,0.00040879798422489936,0.0,0.0005523342467010176,0.0002497966181774071,12,2.197208523750305,0.0,86400,3324.0416666666665,0.0
-217.65495716730754,-2.0507184156789057e-05,379,0.001107899600174278,0.000439444159079964,0.003497628514499714,2.7788096346625936e-06,0.0,-2.0507184156789057e-05,0.00043944414937868714,0.0,0.0010704257719529172,0.0005616301455616321,13,2.1972047170003255,0.0,93600,3324.0416666666665,0.0
-71.4045300801595,-2.137465570323608e-05,387,0.0007225926887864868,0.00042980422488957023,0.003919557951545963,2.9805817935842543e-06,0.0,-2.137465570323608e-05,0.00042980422149412333,0.0,0.0007641994510777294,0.00037187302497759925,14,2.1972032308578493,0.0,100800,3324.0416666666665,0.0
-15.033396736780803,-3.152228729656296e-06,395,9.734682318291258e-05,0.001239135573268868,0.011002423102036118,1.9945366280656646e-06,0.0,-3.152228729656296e-06,0.0012391356023726985,0.0,7.958387025913301e-05,0.0006010591160491707,15,2.1971582810084027,0.0,108000,3324.0416666666665,0.0
-55.43837000528971,-2.044185263135508e-06,401,9.192100399862587e-05,0.00044049835681410815,0.003920478206903984,7.110803911321758e-07,0.0,-2.044185263135508e-06,0.0004404983388667461,0.0,0.00012826673234182331,0.00023766728067060235,16,2.197206163406372,0.0,115200,3324.0416666666665,0.0
-10.438837734681588,1.8995218959755927e-06,402,-6.659221921668008e-05,0.0023250747825928827,0.010758035372019989,1.8975849450144876e-06,0.0,1.8995218959755927e-06,0.0011687776089119898,0.0,-0.00011054245487204953,0.0005357400152039463,17,2.197161304950714,0.0,122400,3324.25,0.0
-27.502027767726354,-1.7028566547865117e-07,399,2.386446343056348e-06,0.0029432763134860174,0.00592149520494295,1.2675604992104296e-06,0.0,-1.7028566547865117e-07,0.0005869375980765898,0.0,5.154607761087813e-07,0.0003216828983064049,18,2.197205957571666,0.0,129600,3324.25,0.0
-34.94055914854246,2.7751228609278977e-06,394,-0.0001274541660648769,0.003281419038920874,0.0050080290764786435,1.0149083433772273e-06,0.0,2.7751228609278977e-06,0.000542970161819424,0.0,-0.0001281394513574967,0.0002860325921977495,19,2.197209386068677,0.0,136800,3324.25,0.0
-11.819213408856164,7.707142084751002e-06,391,-0.0003616712295471675,0.0026007003742140435,0.004806355099068559,5.970016671394011e-07,0.0,7.707142084751002e-06,0.000514343751275052,0.0,-0.0003714291233351951,0.0002165930820944207,20,2.1972116983220693,0.0,144000,3324.25,0.0
-21.314646039349693,1.0450641687415612e-05,388,-0.0004487224039802588,0.0027885918140741067,0.004533856435127698,4.559781793741073e-07,0.0,1.0450641687415612e-05,0.00043355311982008125,0.0,-0.0004557090657977997,0.00019475803685600784,21,2.197215536091693,0.0,151200,3324.25,0.0
-15.99152057751146,1.0132470444545266e-05,385,-0.000511420424986032,0.0022150297722988333,0.004397803030785071,4.2469195666038635e-07,0.0,1.0132470444545266e-05,0.0004237218937766446,0.0,-0.0005153880578052455,0.00017184350263955967,22,2.1972160631449764,0.0,158400,3324.25,0.0
-19.7269474912762,1.309651599931063e-05,384,-0.0005526393992500194,0.0023556952155430006,0.003345327990106646,4.150170980352688e-07,0.0,1.309651599931063e-05,0.0003255940993807041,0.0,-0.0005519559838034972,0.00015102194585938467,23,2.197218806462944,0.0,165600,3324.2083333333335,0.0
-30.008559391460718,1.282220603050587e-05,382,-0.0005471612968517184,0.002158228677311392,0.0030277850862411373,2.4967440334417153e-07,0.0,1.282220603050587e-05,0.00028171668467563455,0.0,-0.0005512374027845605,0.00012754351740132202,24,2.1972205789694708,0.0,172800,3324.2083333333335,0.0
-22.636509013024583,1.1830493160828164e-05,381,-0.0005197720848694202,0.0017618061794541613,0.002906179207465833,3.1527345261121613e-07,0.0,1.1830493160828164e-05,0.0002759477817143927,0.0,-0.0005286535029650652,0.00013273382725222183,25,2.1972204066363594,0.0,180000,3324.2083333333335,0.0
-15.061185425273957,1.1304856223156031e-05,381,-0.0005283242403813694,0.0022887320827147863,0.003426606072482952,2.7383579285423734e-07,0.0,1.1304856223156031e-05,0.00033738189009281563,0.0,-0.0005290746276053446,0.00012919893520445326,26,2.1972193855520277,0.0,187200,3324.2083333333335,0.0
-29.72567488956073,1.0853911349100404e-05,379,-0.0005121107664187769,0.0019853326762029103,0.0028770339267918986,2.986583369725362e-07,0.0,1.0853911349100404e-05,0.0002747158127556386,0.0,-0.0005124577523782747,0.0001227530502671186,27,2.1972209948473336,0.0,194400,3324.2083333333335,0.0
-15.936332611772748,1.3652279262420359e-05,379,-0.0005226225906413415,0.0022592728579787485,0.0031994439126685303,2.2905554240695538e-07,0.0,1.3652279262420359e-05,0.0002931293874831998,0.0,-0.0005275925356510838,0.00012581114004672417,28,2.197220574570081,0.0,201600,3324.266666666667,0.0
-21.660750753340267,1.123613556784984e-05,377,-0.0004935489258833326,0.0020552096596727324,0.0024218067839745093,1.8388025838349966e-07,0.0,1.123613556784984e-05,0.00022312854314819445,0.0,-0.0005013407446499778,9.340667185708168e-05,29,2.1972221935363043,0.0,208800,3324.266666666667,0.0
-36.55656841579253,1.140018579341326e-05,377,-0.000489464112554468,0.0024344065446478325,0.00225311064111545,3.5030642733021397e-07,0.0,1.140018579341326e-05,0.00022282358406695371,0.0,-0.0004940136318712831,0.00010723697132412518,30,2.197221239625462,0.0,216000,3324.266666666667,0.0
-22.93729124154363,1.1085360265839867e-05,375,-0.00046589025636508487,0.0021234623632630074,0.0023142016496976365,1.89509086102725e-07,0.0,1.1085360265839867e-05,0.00021774096493789414,0.0,-0.0004751377995460874,9.400887738513086e-05,31,2.1972223221025766,0.0,223200,3324.266666666667,0.0
-32.89698955975512,9.663894581991965e-06,374,-0.0004397734952586236,0.0013983122591520604,0.0021795658956005586,1.3114202671687036e-07,0.0,9.663894581991965e-06,0.00020468602597392173,0.0,-0.0004434446316070285,8.28556107361285e-05,32,2.1972225204598965,0.0,230400,3324.266666666667,0.0
-20.567101612564112,9.89914643814833e-06,373,-0.0004147821231902252,0.0019119237874424687,0.0022210395023642966,1.1135941385972562e-07,0.0,9.89914643814833e-06,0.00021330377922959814,0.0,-0.0004213045469031573,7.42496343989058e-05,33,2.1972223452726998,0.0,237600,3324.266666666667,0.0
-19.807174735050356,9.354951160221032e-06,371,-0.0003940360363649523,0.0015569807004492987,0.0017387964082878344,9.297025197774023e-08,0.0,9.354951160221032e-06,0.00016779074938572848,0.0,-0.00039585932521962573,6.474162615141705e-05,34,2.1972231616576514,0.0,244800,3324.3333333333335,0.0
-21.981029521927002,8.718983632380036e-06,370,-0.00038998114770197014,0.0019361079148313277,0.0016569228221256737,1.0104004205993776e-07,0.0,8.718983632380036e-06,0.00016166103639758176,0.0,-0.0003891296564041922,6.982004800614612e-05,35,2.1972233003472526,0.0,252000,3324.3333333333335,0.0
-26.82065083272873,8.74976391289524e-06,369,-0.0003719665915471201,0.0015189347714294373,0.0014727901065199778,1.1286276955733896e-07,0.0,8.74976391289524e-06,0.0001489233908632356,0.0,-0.00037528118545191954,5.3827568220367065e-05,36,2.1972232858592244,0.0,259200,3324.3333333333335,0.0
-17.621647044073335,8.262924004044024e-06,368,-0.00034817947283117406,0.001440293734666926,0.0017549780809449705,9.194847610585623e-08,0.0,8.262924004044024e-06,0.00016219541051618256,0.0,-0.00035146637026705013,6.140293342166347e-05,37,2.1972233539252053,0.0,266400,3324.3333333333335,0.0
-82.24813065144751,8.243726671943412e-06,367,-0.0003321282598231587,0.0018002823164387236,0.001439893968665043,5.7631989433969286e-08,0.0,8.243726671943412e-06,0.0001344261236640488,0.0,-0.00033630257017013346,5.4787483675123305e-05,38,2.197223728601895,0.0,273600,3324.3333333333335,0.0
-249.77774093716462,7.995893652302377e-06,367,-0.0003218875424166681,0.0013356127949480402,0.0017451734832143828,1.0025778241841587e-07,0.0,7.995893652302377e-06,0.00016234166155354508,0.0,-0.00032488650154076316,6.638539794622584e-05,39,2.197223277978739,0.0,280800,3324.2380952380954,0.0
-1349.0497143011937,6.560193096737475e-06,366,-0.00030450268654724354,0.0016185741342448177,0.0010845748452917062,6.531485919647795e-08,0.0,6.560193096737475e-06,0.00010710243466936239,0.0,-0.00030548192003080325,4.240539030595966e-05,40,2.1972242552609673,0.0,288000,3324.2380952380954,0.0
-117.49259222842082,6.9806045765442816e-06,365,-0.00031522377908076453,0.0018048071224660736,0.0015001529506257158,1.1751518102231777e-07,0.0,6.9806045765442816e-06,0.00014294330302965094,0.0,-0.00032054432129274737,6.994350256956634e-05,41,2.197223505349386,0.0,295200,3324.2380952380954,0.0
