approx_kl_divergence,clip_fraction,advantage_norm,explained_variance,value_loss,P01:episode_rewards,policy_loss,episode_length,epoch_idx,P09:episode_rewards,PMM:episode_rewards,grad_norm,fps,frames,policy_entropy
0.0018809477864126524,0.116357421875,15.968719291687012,0.72709407992661,0.10967012888286262,150.0,-0.006742268619564129,377.6,11,552.5000000000002,292.75,2.3143808564625354,236,112640,1.7601441577076913
0.002222092808915726,0.143212890625,15.968719327449799,0.7953786473721266,0.11610269725788384,125.0,-0.007132675853790715,377.27,12,550.0,286.5,2.235143120122432,236,122880,1.7476281948387622
0.0019904182314351474,0.125,15.968719339370727,0.810255378857255,0.11521424874663352,125.0,-0.006145128954085521,380.19,13,625.0,302.75,2.154869062174773,237,133120,1.7278061367571353
0.0022089562126441508,0.143408203125,15.968719273805618,0.7732843950390815,0.132812842191197,125.0,-0.006767232503261766,381.61,14,625.0,322.75,2.6051306467135236,237,143360,1.7264056019484997
0.0019270784866423792,0.1132568359375,15.968719190359115,0.7332344133406877,0.1235641579143703,150.0,-0.006560798556893133,377.31,15,625.0,329.5,2.698919096589573,236,153600,1.7190981470048428
0.0022543789294562086,0.1474609375,15.968719184398651,0.7246953267604113,0.12297373423352838,175.0,-0.007517785096024454,375.91,16,600.0,333.25,2.0214841620117734,237,163840,1.7200433500111103
0.00264944890684578,0.1598388671875,15.968719309568405,0.8097576923668385,0.12756773266009985,150.0,-0.007067788301355904,375.31,17,600.0,345.75,2.285283390403133,237,174080,1.692196399718523
0.0022409924919432373,0.13974609375,15.96871920824051,0.8294597901403904,0.12736171009019018,175.0,-0.008075769410061185,389.75,18,652.5000000000002,381.75,1.9560898932875594,237,184320,1.6983801312744617
0.0023756974797609835,0.1444091796875,15.968719279766082,0.8565208964049816,0.11218196195550263,150.0,-0.007936574361519889,406.28,19,675.0,406.5,2.2006872032285076,237,194560,1.6942059241235257
0.0021437444514052256,0.133642578125,15.968719351291657,0.7826708670705557,0.11744623391423374,175.0,-0.0079131580030662,415.29,20,675.0,427.25,2.208548340374646,238,204800,1.7135074637830257
0.001998737225472092,0.1267822265625,15.968719339370727,0.7918180018663407,0.12250589858740568,175.0,-0.008126515559342806,409.92,21,652.5000000000002,403.0,2.2165766700486764,237,215040,1.7351558230817319
0.0022645672260298887,0.1444580078125,15.968719321489335,0.8140416815876961,0.11676027721259744,175.0,-0.008638434217573376,406.92,22,650.0,382.5,1.9770304795924225,237,225280,1.7274525858461858
0.0020703027047832717,0.1312744140625,15.968719309568405,0.7835157744586467,0.11184034028556197,172.5,-0.008112057677499252,399.68,23,627.5000000000002,365.25,1.9008971624749944,237,235520,1.730425637960434
0.0018327829192688072,0.1163330078125,15.968719238042832,0.7526892498135567,0.12374861668795348,172.5,-0.008681839070050046,395.68,24,625.0,353.75,2.004520381239828,237,245760,1.7257860161364078
0.0023064170645287155,0.1525146484375,15.968719053268433,0.768791638687253,0.14070210598874838,200.0,-0.00951708958382369,394.8,25,627.5000000000002,366.5,1.9922671151081395,238,256000,1.7165950156748295
0.00270530177535905,0.1686279296875,15.968719202280045,0.8858839582651854,0.09264825731515884,200.0,-0.01091291445773095,402.76,26,652.5000000000002,393.25,1.8581459441457209,238,266240,1.6993050575256348
0.0023856712764998684,0.1537109375,15.968719363212585,0.8625688157975674,0.11730770580470562,200.0,-0.009626521282552859,405.04,27,652.5000000000002,399.25,1.8744923322676381,237,276480,1.708011081814766
0.002619217606173004,0.168603515625,15.968719267845154,0.8862717051059008,0.12968435103539377,225.0,-0.009138603394967503,417.63,28,675.0,415.75,2.109304990220232,238,286720,1.7104938976466655
0.0021634012152165387,0.1387939453125,15.968719327449799,0.8680041763931513,0.1709482739912346,225.0,-0.008577311957924393,421.65,29,675.0,424.5,2.3806161320625323,238,296960,1.7204182147979736
0.002509511563221421,0.1632080078125,15.96871919631958,0.8412028562277556,0.12882066229358316,222.5,-0.008808177556784359,419.38,30,675.0,411.5,1.9143769304612472,238,307200,1.7289870515465737
0.0023371207444145823,0.1524169921875,15.968719315528869,0.8885135021060705,0.09731232521589846,225.0,-0.012050811866356526,431.44,31,675.0,443.0,1.8378363365150299,239,317440,1.7215752191841602
0.0026743726310317585,0.1708984375,15.96871913075447,0.8787440165877343,0.10531276951078325,200.0,-0.011189464780909476,434.45,32,675.0,455.0,1.7197887920286796,238,327680,1.7140993990004063
0.0027183812734623085,0.1673095703125,15.968719255924224,0.8394284620881081,0.14288083368446677,225.0,-0.010858427462517284,433.48,33,700.0,461.25,1.9269629549269371,238,337920,1.7046890646219253
0.0026429477068634823,0.1725830078125,15.96871920824051,0.8549585081636906,0.1233721706084907,225.0,-0.010783408470160794,436.8,34,675.0,452.5,1.9500034018097594,238,348160,1.723671343177557
0.002310928950373911,0.1464599609375,15.968719279766082,0.8424328256398439,0.1501793837873265,225.0,-0.009941377150607878,432.03,35,677.5000000000002,436.75,2.0070227599039216,238,358400,1.7232807137072086
0.001987337435776023,0.123193359375,15.96871924996376,0.8381040506064892,0.144870636286214,225.0,-0.010263443617077428,424.68,36,675.0,414.5,2.0863859342892743,238,368640,1.722011486440897
0.0024905054401190676,0.15419921875,15.968719214200974,0.8513395447283983,0.1413612540345639,225.0,-0.011432894897370715,430.87,37,675.0,414.75,1.799323627114671,238,378880,1.7101189114153386
0.002318624132999789,0.1469970703125,15.968719160556793,0.8113360520452261,0.17216860628686845,225.0,-0.009274475657730364,430.5,38,700.0,434.5,2.1856416157833634,238,389120,1.711550485342741
0.0021325830020603362,0.1349609375,15.968719279766082,0.8310998346656561,0.14427216304466128,225.0,-0.010732064930198248,430.29,39,700.0,450.0,1.8746655931743348,238,399360,1.7157462313771248
0.0023290138119594394,0.14306640625,15.968719190359115,0.8600529346615076,0.14048286622855813,225.0,-0.011509833576928941,429.52,40,702.5000000000002,458.5,1.8406316694055878,238,409600,1.6980118207633494
0.0025644166367104074,0.1625,15.968719291687012,0.8882827289402485,0.1019650483969599,250.0,-0.011768296432273928,439.5,41,775.0,484.5,1.8489197287801684,238,419840,1.6946110740303992
0.0027194732586397767,0.1665771484375,15.96871919631958,0.8979065496474504,0.11073573848698288,275.0,-0.011859030793857528,452.15,42,775.0,499.25,1.861371480387093,238,430080,1.6909735687077045
0.0027396930316175238,0.1752197265625,15.968719172477723,0.9082946736365557,0.1118418139172718,297.5,-0.011982027363046655,463.59,43,777.5000000000002,520.5,1.9153636862565648,238,440320,1.6868786290287971
0.0026715522753196093,0.1639892578125,15.968719154596329,0.8930799026042223,0.15417326798196881,275.0,-0.011503783689113334,468.84,44,777.5000000000002,521.75,2.27611826134941,238,450560,1.6890523105859756
0.0024254340820792477,0.1525390625,15.968719255924224,0.9076642923057079,0.10859068767167628,275.0,-0.010452145601448137,461.46,45,752.5000000000002,515.75,1.9204633882101998,238,460800,1.6958367504179477
0.00223091562822931,0.1351806640625,15.968719202280045,0.8305567674338817,0.1863810912705958,250.0,-0.01075467746850336,455.66,46,752.5000000000002,496.75,2.2927912420994767,238,471040,1.6839170023798942
0.002489535983295688,0.1548583984375,15.9687191426754,0.8791732907295227,0.1478257651440799,250.0,-0.011295453545608325,444.15,47,752.5000000000002,502.25,2.1850515424743713,238,481280,1.6672879248857497
0.0026293415131934776,0.163623046875,15.968719184398651,0.893815229088068,0.11002949567046016,250.0,-0.010900260393100325,437.73,48,750.0,492.75,1.8092011419191796,238,491520,1.6706385150551797
0.0023006193629047213,0.1427734375,15.968719309568405,0.9219384040683508,0.12291907265316696,275.0,-0.011180120548306149,443.1,49,750.0,511.5,1.981667936940641,238,501760,1.6795871242880822
0.0024131893099823606,0.1593505859375,15.96871920824051,0.8938127718865871,0.12819362950976937,300.0,-0.011107753694523126,441.44,50,750.0,502.25,2.0266227338729963,238,512000,1.6860354743897914
0.0024604189938603202,0.152978515625,15.968719226121902,0.8859499573707581,0.1529231175314635,297.5,-0.011466179056515102,442.66,51,750.0,507.0,2.0313839767298427,238,522240,1.6963297173380851
0.00239178665940502,0.1468994140625,15.968719190359115,0.8896370910108089,0.11480040601454675,272.5,-0.01208622587218997,452.07,52,752.5000000000002,527.0,1.8291163229333538,238,532480,1.684012195467949
0.0023521761296254806,0.14560546875,15.968719327449799,0.9355306454002857,0.09069449831731617,275.0,-0.01154729410991422,459.15,53,802.5000000000002,537.5,1.7330876266062738,238,542720,1.6770425289869308
0.002318843998694204,0.1472900390625,15.968719333410263,0.8738023780286313,0.16161331592593342,250.0,-0.010946463415893958,464.5,54,802.5000000000002,529.25,2.182841466127217,238,552960,1.6840767413377762
0.002733446706270432,0.1634033203125,15.968719267845154,0.9103789895772934,0.10094239560421556,275.0,-0.012552238904754631,470.31,55,800.0,544.5,1.9118468797798844,238,563200,1.6630679048597812
0.002970429416564337,0.18759765625,15.968719333410263,0.877533583343029,0.10093962133396417,325.0,-0.013133670609386172,475.93,56,800.0,554.5,1.7771029469703443,238,573440,1.671948043256998
0.002811747933538217,0.1666015625,15.968719154596329,0.821926188096404,0.3157774216495454,300.0,-0.01112557335763995,477.3,57,802.5000000000002,591.5,1.8992649639848325,238,583680,1.6576030544936657
0.0027877860420179304,0.180419921875,15.968719363212585,0.8608960513025522,0.16721478900872172,272.5,-0.011978833354078233,465.2,58,802.5000000000002,576.5,2.0791205590859105,238,593920,1.6810773856937886
0.002907059973177056,0.1813720703125,15.968719279766082,0.8998637698590756,0.12698877793736757,250.0,-0.012211444028798724,459.31,59,825.0,591.0,1.9756538253836777,238,604160,1.6449778780341149
0.002783990051353026,0.1697998046875,15.968719297647477,0.8528212610632181,0.14194376145023851,250.0,-0.011837523570284248,448.93,60,802.5000000000002,578.75,2.0221330840881047,238,614400,1.6685657270252705
0.002595240627033823,0.1626708984375,15.968719273805618,0.8981619849801064,0.09963288974249736,300.0,-0.012717726343907998,455.1,61,775.0,581.5,1.9479599123798632,238,624640,1.6577606067061423
0.0027381023799537972,0.1791259765625,15.968719285726547,0.8740462325513363,0.17696669586002828,300.0,-0.01101359804833919,452.47,62,750.0,545.75,2.057131666174747,238,634880,1.6819206535816194
0.0023926787539497465,0.1537109375,15.968719065189362,0.8941502913832664,0.15446758561301976,322.5,-0.011352429033649969,456.33,63,775.0,562.0,2.035483904086289,238,645120,1.6811633959412575
0.0025936773549122953,0.154736328125,15.968719106912612,0.9073193166404963,0.11170691482257097,350.0,-0.012154881938477047,461.78,64,775.0,571.75,1.7295148676381107,238,655360,1.6664638072252274
0.002401030220244489,0.1498779296875,15.968719244003296,0.8871139477938413,0.1729432706721127,300.0,-0.011016505726001925,459.71,65,777.5000000000002,575.75,2.0210666988778447,238,665600,1.6712641276419162
0.00268607560017274,0.1655029296875,15.968719291687012,0.8890110939741135,0.12388078444637358,300.0,-0.013526599483157042,462.36,66,800.0,580.25,1.83386938920265,238,675840,1.6775184996426105
0.0025208415589989376,0.13232421875,15.96871919631958,0.8666884630918503,0.17892784120049327,300.0,-0.012160280545504065,460.99,67,800.0,573.5,2.086088828074885,238,686080,1.6924859203398228
0.0025216331983532294,0.162255859375,15.968719315528869,0.870059410110116,0.18486720470245926,300.0,-0.013257137565960874,464.78,68,800.0,572.5,1.7779100971666655,238,696320,1.6759296268224717
0.0025189329523303177,0.1634033203125,15.968719291687012,0.9049439206719398,0.13843016137834638,300.0,-0.012547975448251236,471.24,69,777.5000000000002,605.75,1.9499223206455274,238,706560,1.6763070665299893
0.002979568235014415,0.1793701171875,15.968719339370727,0.9561615597456694,0.0657518999534659,300.0,-0.014110637129488169,476.17,70,800.0,616.75,1.7610672328384864,238,716800,1.6585082493722438
0.002596479014505667,0.1575439453125,15.968719315528869,0.9188074693083763,0.11015780174639075,300.0,-0.013059867449555895,481.68,71,800.0,639.75,1.729661075339936,238,727040,1.6645676732063293
0.0024290955891049897,0.15185546875,15.968719178438187,0.8792893711477519,0.3008668592432514,372.5,-0.011446612027066294,493.81,72,800.0,691.0,1.9283911531948028,238,737280,1.6740883402526379
0.0025743844370029654,0.1525390625,15.968719452619553,0.9180912408977747,0.11673567520920188,397.5,-0.01273026152739476,497.31,73,800.0,670.75,1.9651774854148454,238,747520,1.6731211058795452
0.002517298348016419,0.1566162109375,15.968719309568405,0.9228522267192603,0.112408108683303,375.0,-0.012217684428469511,498.52,74,800.0,680.75,2.1145660033148874,238,757760,1.6638532437384128
0.0025774280362160255,0.168603515625,15.968719166517257,0.9272760190069675,0.1499677058774978,375.0,-0.01088426596033969,490.87,75,802.5000000000002,672.5,2.0199380079816622,238,768000,1.6621699385344981
0.0024500294342945893,0.140625,15.968719267845154,0.8296800427138805,0.2758918757550418,375.0,-0.011053563914174447,496.61,76,802.5000000000002,694.5,1.968620357013221,238,778240,1.660200160741806
0.002341070574221124,0.1445068359375,15.968719351291657,0.9245253410190344,0.12897545804735272,375.0,-0.012497610054924734,491.9,77,800.0,672.25,1.8514759794870332,238,788480,1.6631564185023309
0.0027888696709172612,0.178076171875,15.968719273805618,0.9482799053192139,0.09401656630216167,375.0,-0.014004500101145822,493.38,78,800.0,670.5,1.89595697770383,238,798720,1.6610783599317074
0.0023884465749464206,0.15205078125,15.968719375133514,0.9013035792857409,0.202042253408581,375.0,-0.011524646258476424,492.84,79,800.0,672.75,2.2683442245449936,238,808960,1.6580981694161891
0.002481188883826093,0.15537109375,15.968719309568405,0.8955461043864489,0.2502862221328542,372.5,-0.011656878505891654,489.38,80,800.0,694.75,2.011337272324584,238,819200,1.6631461165845394
0.002661491666561081,0.1572998046875,15.968719321489335,0.9228841282427311,0.09233761155046523,372.5,-0.013408835884183646,485.24,81,800.0,671.25,1.862184530605361,238,829440,1.6609828278422356
0.002410030561123073,0.142138671875,15.968719375133514,0.9254977189004421,0.1313435797346756,375.0,-0.012879812764731468,495.67,82,802.5000000000002,681.75,1.9629003578625022,238,839680,1.6714861765503883
0.0023054563338294892,0.1448974609375,15.968719339370727,0.9212232623249292,0.14278086472768337,350.0,-0.011829523198321113,482.98,83,800.0,671.75,1.98842125805387,238,849920,1.6771662272512913
0.002633250307008266,0.1535888671875,15.968719232082368,0.9162941925227642,0.15879966744687407,375.0,-0.011820602270017844,498.27,84,800.0,652.0,1.8530167510308833,238,860160,1.6738605432212352
0.002711881676646336,0.1621826171875,15.968719065189362,0.952891993150115,0.08913512185681612,375.0,-0.012517168974591186,506.58,85,802.5000000000002,661.0,1.7631553036596586,238,870400,1.6638476073741912
0.0027130115609910023,0.1727783203125,15.968719255924224,0.9555805899202824,0.08507091705687345,375.0,-0.014114667326794006,499.77,86,825.0,675.75,2.0479174412194787,238,880640,1.6615220353007316
0.002630357958924241,0.1607421875,15.968719285726547,0.9191082809120417,0.13935565697029234,397.5,-0.012462250932730966,493.04,87,825.0,673.5,1.892107681165416,238,890880,1.6639561295509337
0.0024992578483537527,0.1610595703125,15.968719220161438,0.87463314011693,0.272754009719938,400.0,-0.012955677568970713,513.37,88,852.5000000000002,708.5,2.096235498827787,238,901120,1.6516415566205978
0.0025491355161878617,0.1660888671875,15.968719273805618,0.9450177863240242,0.11799296659883111,400.0,-0.013234585110876652,513.25,89,852.5000000000002,709.75,1.7730016691417543,238,911360,1.674031051248312
0.002326223393970717,0.1451904296875,15.968719154596329,0.908061719685793,0.17762911454774438,422.5,-0.011598766692986828,506.01,90,852.5000000000002,714.25,2.0768262932474095,238,921600,1.647170753777027
0.002670575469005938,0.1610595703125,15.968719321489335,0.9259569901973009,0.15091212494298817,397.5,-0.013047751016711118,506.06,91,877.5000000000002,704.0,2.1778263616677687,238,931840,1.6268628694117069
0.0027222740290884524,0.1742431640625,15.968719273805618,0.9219662822782994,0.13780500090215356,397.5,-0.012921051667217399,502.23,92,850.0,692.75,2.032724275293425,238,942080,1.6560468569397926
0.0025524156829763696,0.1548828125,15.968719339370727,0.9002718683332205,0.17127774853724986,375.0,-0.011629642597108613,480.52,93,825.0,649.5,2.0703518752787753,238,952320,1.664078063517809
0.0025447431271917154,0.1627685546875,15.96871948838234,0.9222084980458021,0.12042822728399187,375.0,-0.013812508401315426,480.98,94,825.0,648.5,1.9774100786380338,238,962560,1.6633922785520554
0.002316967541162599,0.1454345703125,15.968719315528869,0.9094847772270441,0.17573465462774038,400.0,-0.013105312918924028,486.79,95,825.0,644.25,2.3033603204169117,237,972800,1.6533297546207906
0.0028875615941391167,0.189306640625,15.968719232082368,0.9597564071416855,0.09124060013564303,400.0,-0.0137915810366394,493.95,96,825.0,656.25,1.8545521026163354,238,983040,1.6555809184908867
0.002536674300609169,0.160302734375,15.968719202280045,0.921891925483942,0.16133453452493995,400.0,-0.011813040550259757,503.47,97,825.0,659.5,2.042920546001578,237,993280,1.6671034827828408
0.002653017281932361,0.1648681640625,15.968719267845154,0.9212704431265593,0.11892348467372357,422.5,-0.014057966975087766,523.78,98,852.5000000000002,679.25,1.7128895836162918,237,1003520,1.6717415533959865
0.002641273195741016,0.163671875,15.968719273805618,0.9126846302300692,0.14401542104315013,422.5,-0.014215619756578235,527.4,99,907.5000000000006,683.25,1.710680649203691,237,1013760,1.6713488541543484
0.002532982804769136,0.15205078125,15.968719273805618,0.9342943873256445,0.11328504716511816,400.0,-0.01348926433129236,542.76,100,977.5000000000002,696.5,1.677007314784682,237,1024000,1.6794139258563519
0.002197814562146341,0.13076171875,15.968719410896302,0.8940465543419123,0.19462092760950328,375.0,-0.01188666169782664,537.8,101,977.5000000000002,682.5,2.212052671117074,237,1034240,1.6791001722216605
0.0021355666579555123,0.1296142578125,15.96871919631958,0.846749322861433,0.3184888385469094,375.0,-0.01223095314890088,537.9,102,952.5000000000002,699.75,1.9148477013254914,237,1044480,1.6807391710579396
0.00220098721247299,0.1286376953125,15.968719094991684,0.9225700978189707,0.1549315579701215,397.5,-0.01265685324833612,539.3,103,900.0,694.25,1.7504994170710877,237,1054720,1.6795547746121884
0.002441579851529545,0.1495361328125,15.96871913075447,0.9183034237474204,0.155030044936575,400.0,-0.01297574484560755,530.39,104,827.5000000000002,681.25,1.8654894182127517,237,1064960,1.6544658735394477
0.0024962620137105778,0.1538330078125,15.968719410896302,0.9505933605134487,0.11530421670759097,400.0,-0.013956843566847964,523.53,105,825.0,675.25,1.6582625076323834,237,1075200,1.673687843978405
0.0024970050148116164,0.162548828125,15.968719452619553,0.9580775648355484,0.09298314258921891,425.0,-0.012841827444572119,526.68,106,825.0,695.25,1.888555189702282,237,1085440,1.661549909412861
0.002361048191324117,0.1525146484375,15.968719387054444,0.9324033170938492,0.16608789325691758,447.5,-0.010754971826827386,526.02,107,825.0,669.5,1.9768481271670637,237,1095680,1.6607818931341172
0.0024011196079871807,0.1538330078125,15.968719136714935,0.9455210279673338,0.1325561394682154,447.5,-0.013292011435260065,524.44,108,827.5000000000002,692.5,1.9697205993669997,237,1105920,1.6674270085990428
0.002507963763855817,0.1384521484375,15.96871908903122,0.9198532219976187,0.17591211337130516,425.0,-0.012493657210143283,527.88,109,827.5000000000002,681.25,1.933684110782717,237,1116160,1.6671933963894845
0.0024433791521235723,0.130859375,15.968719190359115,0.9206287711858749,0.18417999702505766,425.0,-0.01171666334485053,535.75,110,827.5000000000002,684.75,1.9475760393326926,237,1126400,1.6717724800109863
0.002247658541205381,0.12158203125,15.968719339370727,0.836528055369854,0.438349244906567,397.5,-0.010870144263026304,531.23,111,827.5000000000002,708.75,1.9406307216459915,237,1136640,1.6692132845520973
0.0025103058361540596,0.14619140625,15.968719357252121,0.9212091762572527,0.14554610433988274,397.5,-0.01257106140619726,532.06,112,827.5000000000002,714.75,1.9332066443608238,237,1146880,1.6623186267912389
0.002227129772223024,0.1284912109375,15.968719285726547,0.8723032236099243,0.337239520822186,375.0,-0.011935428996366682,536.08,113,857.5000000000006,738.0,1.9859688538673073,237,1157120,1.651025053858757
0.001978108329354059,0.1314697265625,15.968719220161438,0.8614627450704575,0.4859000836033374,397.5,-0.009382840426042094,539.91,114,1277.5000000000002,828.0,2.4000575417220746,237,1167360,1.6535075731575488
0.002373899168856357,0.1494384765625,15.968719154596329,0.9362458385527134,0.11546583680901676,397.5,-0.013218272505400818,532.78,115,1277.5000000000002,827.75,1.9845784099647692,237,1177600,1.6659764170646667
0.002547577978203081,0.1600341796875,15.96871926188469,0.9176614802330733,0.2613223807886243,450.0,-0.012560580282297451,529.73,116,1050.000000000002,842.75,1.9470471226455128,237,1187840,1.6678298860788345
0.0024895738253920747,0.155810546875,15.968719232082368,0.9428067162632943,0.14302422006148846,450.0,-0.012824800425005379,528.88,117,890.0000000000013,845.5,1.8755526886759715,237,1198080,1.6521953627467156
0.0024588237718947683,0.14072265625,15.968719238042832,0.8930251844227314,0.3351425784174353,450.0,-0.01217116057050589,528.14,118,1275.0,866.75,1.9657222683304816,237,1208320,1.6522238969802856
0.00243685307132214,0.1469970703125,15.968719363212585,0.9162626743316651,0.30147301306715235,475.0,-0.01357355101936264,536.44,119,1275.0,874.25,1.9578403494038863,237,1218560,1.6470929257571698
0.002835691660652959,0.158056640625,15.968719571828842,0.9170686699450016,0.3448460535146296,475.0,-0.011572644996340387,540.96,120,1300.0,908.5,2.0451516945867088,237,1228800,1.6365918532013892
0.0024597162359671835,0.160302734375,15.968719160556793,0.9779898259788752,0.06339801853755489,470.0,-0.013982657486121753,551.53,121,1302.5000000000002,919.75,1.8136113400153486,237,1239040,1.6564447663724422
0.0020746974187776076,0.12958984375,15.968719387054444,0.9123486019670963,0.28715083973947914,475.0,-0.010802797211363213,556.84,122,1302.5000000000002,924.0,2.2131540940737584,237,1249280,1.6532274253666401
0.002345564549705453,0.151513671875,15.968719315528869,0.9039956483989954,0.4355824046768248,475.0,-0.013040220600669273,558.38,123,1302.5000000000002,940.25,2.123578564550332,237,1259520,1.6501932807266713
0.0026387913747615488,0.1659912109375,15.968719297647477,0.9414054378867149,0.10883008362725377,475.0,-0.013883418471959886,555.74,124,1302.5000000000002,903.0,1.9928470372443279,237,1269760,1.6394224852323531
0.002092522501971272,0.1358642578125,15.96871930360794,0.8417675986886024,0.44688064637593927,450.0,-0.01108927928362391,547.75,125,917.5000000000036,886.75,2.3817127660421518,237,1280000,1.6514588862657547
0.002641349700889204,0.172314453125,15.968719166517257,0.9123382616788149,0.27896154443733395,450.0,-0.012796850618178724,535.91,126,850.0,850.75,1.9024634837218208,237,1290240,1.646519349515438
0.0022118241374758704,0.13642578125,15.9687191426754,0.8246105831116438,0.6034677367773839,450.0,-0.011606876158475643,540.69,127,852.5000000000002,925.25,2.336650689940031,237,1300480,1.6617544420063495
0.0026013952368660596,0.171142578125,15.968719404935836,0.7985941160470247,0.6775485951919109,447.5,-0.012493641090259189,556.8,128,1607.5000000000198,1038.0,2.2994235430366254,236,1310720,1.651908116042614
0.002880208366105158,0.1685302734375,15.96871920824051,0.9480849884450435,0.11424364829435944,425.0,-0.013689781483117258,557.1,129,1257.5000000000007,966.75,1.8264968613364392,236,1320960,1.6555499024689198
0.002500401487998555,0.148681640625,15.968719321489335,0.9218596931546926,0.26714584571309385,450.0,-0.01270093673338124,550.26,130,1257.5000000000007,972.5,2.0314147214803295,236,1331200,1.6489333353936673
0.0025088199595305364,0.154931640625,15.968719363212585,0.8638700414448977,0.3872110184049234,450.0,-0.013103356338979211,564.71,131,1280.0000000000005,986.75,2.0353602960772355,236,1341440,1.6602169312536716
0.0025124815379971,0.164794921875,15.96871930360794,0.9449866827577352,0.12839869458694012,450.0,-0.01388726927289099,568.55,132,1280.0000000000005,985.5,1.9602881501614704,236,1351680,1.6540341891348362
0.0029625680946313614,0.181103515625,15.968719184398651,0.9756512802094222,0.06134105285163969,450.0,-0.014527744533552323,561.24,133,850.0,848.25,1.6498930762859707,237,1361920,1.638913731276989
0.0024562186629740004,0.1655029296875,15.968719100952148,0.9252192374318838,0.2390966259757988,450.0,-0.0121187220691354,563.88,134,860.0000000000008,845.5,1.981551574972873,237,1372160,1.664510678499937
0.00250342260546889,0.1554931640625,15.968719273805618,0.9019851513206959,0.2815857824869454,450.0,-0.012664688458607997,563.14,135,957.5000000000007,882.25,2.0203526093363067,236,1382400,1.6662346765398979
0.002402272843631027,0.1630126953125,15.968719327449799,0.9083683852106332,0.38146052774973216,450.0,-0.013684459884825629,560.61,136,980.0000000000005,853.5,1.9226930183885595,236,1392640,1.655079423636198
0.0024927377344514407,0.1353759765625,15.968719100952148,0.911083859577775,0.2220751350512728,425.0,-0.012189020102232462,550.49,137,980.0000000000005,858.75,2.1363188157144455,236,1402880,1.653565564751625
0.0029642047294376967,0.1728759765625,15.968719220161438,0.9607835713773966,0.07363408602541313,425.0,-0.01522436167433625,554.62,138,980.0000000000005,857.75,1.7720076368698017,236,1413120,1.6406912140548229
0.0021416734033326296,0.13828125,15.9687191426754,0.864788843691349,0.49319195272400973,425.0,-0.011237687148241093,560.65,139,1277.5000000000002,941.5,2.2490402595671144,236,1423360,1.6608117729425431
0.0031942760606401195,0.1432861328125,15.968719255924224,0.9191029455512763,0.19674984994344413,422.5,-0.011944989555195207,556.28,140,1050.000000000002,854.25,1.7738235928344228,236,1433600,1.653321997076273
0.0026774788428841614,0.16865234375,15.968719178438187,0.9647304374724627,0.09554808178218081,422.5,-0.013667199373230687,569.51,141,1275.0,858.0,1.7706136497420446,236,1443840,1.6455657124519347
0.0019689456840754896,0.118212890625,15.968719220161438,0.8798333182930946,0.44730339823290705,422.5,-0.011141393151046942,574.51,142,1050.000000000002,843.5,2.238031627383491,236,1454080,1.6533166877925396
0.002387739114147152,0.1647705078125,15.968719285726547,0.9010793462395668,0.2899441329296678,447.5,-0.012313418203120818,582.01,143,1325.0,897.25,2.0200271379540773,236,1464320,1.663681747764349
