model_prob_std,grad_norm,episode_length,advantage_norm,P09:episode_rewards,policy_entropy,policy_gradient_bias_correction,P01:episode_rewards,avg_q_selected,q_loss,rollout_prob_std,explained_variance,avg_q_retraced,policy_loss,policy_gradient_loss,epoch_idx,frames,fps,PMM:episode_rewards
0.01545130986875544,0.11046517628009563,0,0.03582839841643969,0.0,2.151725149154663,0.0,0.0,0.018936191375056904,0.00019690789122250862,0.01545130944189926,-59.43575611114502,0.01851860638707876,-0.00031120859154422457,-0.00031120859154422457,1,7200,316,0.0
0.0042943407859032355,0.009221934856167992,0,0.019502060705175003,0.0,2.1960286537806195,0.0,0.0,0.011466986282418172,4.583963788415228e-05,0.004294340716054042,-29.530483373006184,0.011492420329401891,-0.00021383428708456146,-0.00021383428708456146,2,14400,187,0.0
0.0028948139864951373,0.003331920710591828,0,0.021096419853468735,0.0,2.1968239068984987,0.0,0.0,0.010124791568766037,1.5807299087100545e-05,0.002894814017539223,-13.76513868967692,0.010024487568686406,-0.0002016616834832045,-0.0002016616834832045,3,21600,219,0.0
0.0043332735542207955,0.003473995708990374,0,0.029802657306815188,0.0,2.196401262283325,0.0,0.0,0.011057902360334992,2.7928467473733085e-05,0.0043332735891453925,-22.074705139795938,0.010958644561469555,-0.00026353815022351533,-0.00026353815022351533,4,28800,250,0.0
0.0020835887795935073,0.0014043172171892264,0,0.014888985191161434,0.0,2.196975040435791,0.0,0.0,0.0068931536438564455,1.2204233932304002e-05,0.0020835887330273787,-42.09731462796529,0.006941653539737066,-0.00013202560924886105,-0.00013202560924886105,5,36000,275,0.0
0.0029381379717960954,0.002059421375016909,3324.5833333333335,0.022509171208366752,0.0,2.196789773305257,0.0,0.0,0.007462282354633014,1.6204949482319837e-05,0.0029381379950791596,-25.804079882303874,0.007304934598505497,-0.0002524915364726136,-0.0002524915364726136,6,43200,295,0.0
0.0014159144290412466,0.0015320013055062324,3324.5833333333335,0.014911554505427678,0.0,2.1971163113911945,0.0,0.0,0.00513022222245733,9.57734528886552e-06,0.0014159144212802252,-22.99623378117879,0.005077321579058965,-0.00011481544279376977,-0.00011481544279376977,7,50400,314,0.0
0.0016045038394319514,0.0013890763015392382,3324.5833333333335,0.008108875233059127,0.0,2.197110565503438,0.0,0.0,0.0040424210097019875,4.513233398029115e-06,0.0016045038471929729,-18.440067195892333,0.004013950222482284,-8.765609709371347e-05,-8.765609709371347e-05,8,57600,329,0.0
0.0019451224866012732,0.0011382096862636159,3324.5833333333335,0.01502586027296881,0.0,2.197034462292989,0.0,0.0,0.005455971974879503,7.441593864617365e-06,0.0019451225409284234,-13.409205691019695,0.005372682694966594,-0.00010750237676499334,-0.00010750237676499334,9,64800,342,0.0
0.0014218634557134162,0.0010763974474440445,3324.5833333333335,0.01295956082176417,0.0,2.197096824645996,0.0,0.0,0.0036863651126623153,6.627089737776259e-06,0.0014218634304900965,-82.86763207117717,0.0036850730422884224,-9.577661342821861e-05,-9.577661342821861e-05,10,72000,353,0.0
0.0023309773707296698,0.001333999286784189,3324.5833333333335,0.018487461019928257,0.0,2.196967053413391,0.0,0.0,0.004673618916422128,8.938490850596281e-06,0.0023309773629686483,-31.135369817415874,0.004641394883704682,-9.187480648809772e-05,-9.187480648809772e-05,11,79200,362,0.0
0.0008100463843826825,0.0005881553232085137,3324.25,0.00761919574191173,0.0,2.1971813837687173,0.0,0.0,0.002410277099503825,2.976381313146703e-06,0.0008100463960242148,-38.27327610651652,0.0023697907687164842,-0.00011711005393711578,-0.00011711005393711578,12,86400,369,0.0
0.0009625325348072996,0.0011983102769123162,3324.25,0.00948824822747459,0.0,2.197177545229594,0.0,0.0,0.001926666439976543,6.2919293441154874e-06,0.0009625325231657674,-58.22786749204,0.0019207123123730222,-4.0414892464468724e-05,-4.0414892464468724e-05,13,93600,375,0.0
0.0006909780543840801,0.00048076610121051597,3324.25,0.0049821958411484955,0.0,2.1972012837727863,0.0,0.0,0.0017121999097677568,1.1581369051327783e-06,0.000690978045652931,-22.49364800453186,0.0017226221350332101,-3.6349985748529434e-05,-3.6349985748529434e-05,14,100800,382,0.0
0.0019075544356989365,0.0011694573923244167,3324.25,0.016718685087592652,0.0,2.1970691124598187,0.0,0.0,0.003088390233460814,5.849412010168938e-06,0.0019075543988340846,-19.87310256163279,0.003101744072046131,-6.715186955261743e-05,-6.715186955261743e-05,15,108000,387,0.0
0.0006717123324051499,0.00038522678264843284,3324.25,0.005044130965446433,0.0,2.197189211845398,0.0,0.0,0.0015283492335584014,1.6594764455627835e-06,0.0006717123440466821,-86.97147271633148,0.0015182302915491164,-2.6727597575397036e-05,-2.6727597575397036e-05,16,115200,392,0.0
