policy_entropy,PMM:episode_rewards,episode_length,advantage_norm,epoch_idx,fps,explained_variance,value_loss,grad_norm,P01:episode_rewards,P09:episode_rewards,policy_loss,frames
1.3349234336614608,1.0975609756097562,172.0487804878049,3.0673911226540804,1,233,-2.925734698176384,0.27347908143883615,9.60147066953102,0.0,3.0,-0.012346540485159494,8000
1.372667738199234,1.1521739130434783,172.59782608695653,0.8749637418240309,2,233,-0.61803307056427,0.008705399952532389,0.17203039188335786,0.0,3.0,0.0024924367576750228,16000
1.3842139911651612,1.05,168.39,0.7380861115362495,3,240,-0.7481532394886017,0.0069639616806216505,0.1384697834528881,0.0,2.0,0.00043880086770514026,24000
1.3833129155635833,0.95,166.65,0.8337007103674113,4,245,-1.2937914276123046,0.008291754935951303,0.14501091435534744,0.0,2.0,0.0019426713774737436,32000
1.3856566953659057,1.15,174.89,0.8656636550556869,5,250,-0.8740902030467987,0.009275729467597103,0.17185944047154741,0.0,3.0,0.0025800718198297546,40000
1.3852597773075104,1.3,180.65,0.9645824259147048,6,249,-0.3282624578475952,0.00969113310251487,0.16481276202009773,0.0,3.0,0.0016539417096646503,48000
1.3842739868164062,1.36,182.97,0.8903270635008812,7,250,-0.427053838968277,0.008568819396109574,0.14550657504403675,0.0,3.0,-0.00024432159378193316,56000
1.3854370498657227,1.39,185.71,0.8560382807999849,8,250,-0.3776021236181259,0.00862432903332774,0.15539287142451205,0.0,3.0,0.0011125116652692668,64000
1.3852516615390777,1.39,186.02,0.9530946073681116,9,251,-0.15065556645393371,0.009665144812315703,0.15803211015475813,0.0,4.0,-0.00027438769553555175,72000
1.384192156791687,1.31,181.66,0.93357975397259,10,251,-0.19242185175418855,0.009443652921945614,0.16234989268095149,0.0,4.0,0.001817629588767886,80000
1.3850079250335694,1.28,178.44,0.8532279433496296,11,252,-0.28551958322525023,0.00808993121547701,0.13928551118328814,0.0,3.0,-0.0009952402824274032,88000
1.3839641618728638,1.18,173.29,0.8311489062383771,12,252,-0.5167870002985001,0.007926143333525032,0.12798283146065276,0.0,3.0,0.0005269601171312388,96000
1.3833451235294343,1.21,175.55,1.0185896386951208,13,253,-0.18364579498767852,0.010404405231238343,0.16388092221019301,0.0,3.0,-0.00019770533952396364,104000
1.3835577762126923,1.47,186.58,0.906828612163663,14,253,-0.23784584939479828,0.009080325805061875,0.1548422188400242,0.0,4.0,0.00016077229753136635,112000
