P09:episode_rewards,episode_length,fps,policy_entropy,policy_gradient_loss,P01:episode_rewards,frames,q_loss,rollout_prob_std,grad_norm,policy_gradient_bias_correction,avg_q_retraced,model_prob_std,avg_q_selected,advantage_norm,explained_variance,policy_loss,PMM:episode_rewards,epoch_idx
0.0,3324.1875,389,2.1972197769237516,6.971938384843023e-06,0.0,165600,2.472717849712828e-07,0.0028155186583969844,0.00010599414219975317,0.0,-0.00032292757617634495,0.00030609061551563983,-0.0003260978202636878,0.0028421492059300725,-61.62200556889814,6.971938384843023e-06,0.0,23
0.0,3324.1875,387,2.1972204645853193,7.595798238743634e-06,0.0,172800,3.037421980285901e-07,0.002313457060435905,0.00011342399908084053,0.0,-0.00035980240697672196,0.0002733639049213866,-0.00035738288281468805,0.0026302592431879713,-35.43875025752045,7.595798238743634e-06,0.0,24
0.0,3324.1875,386,2.197221389482261,6.703628028094741e-06,0.0,180000,1.938579108629457e-07,0.0025464882552709207,0.00010693366748563213,0.0,-0.00034156433727100077,0.0002449067536717511,-0.0003421398791204738,0.0026261574381792026,-103.86538005287842,6.703628028094741e-06,0.0,25
0.0,3324.1875,386,2.1972205990899805,7.391242918377644e-06,0.0,187200,1.603154685317163e-07,0.002575657024645499,8.549397631132618e-05,0.0,-0.000331643461689406,0.0002947838478587949,-0.00033902134706622554,0.002665504517700698,-28.446920489656236,7.391242918377644e-06,0.0,26
0.0,3324.1875,384,2.1972221998279053,6.906894105602605e-06,0.0,194400,1.263758324922017e-07,0.0019019894915535522,7.538704894667924e-05,0.0,-0.0003095581239407664,0.00022034713842850176,-0.0003132753218718184,0.0021895759754962845,-1349.806450620729,6.906894105602605e-06,0.0,27
0.0,3324.133333333333,384,2.1972213258409,6.746843701144765e-06,0.0,201600,1.8421744539846978e-07,0.00235075779711871,8.400344942138229e-05,0.0,-0.00029961095238081366,0.0002624990319725204,-0.00030552617880650804,0.0025643084719050666,-41.510892538671136,6.746843701144765e-06,0.0,28
0.0,3324.133333333333,384,2.197222740990775,6.055601452163819e-06,0.0,208800,1.305074850406066e-07,0.002279792274335012,7.800893600784846e-05,0.0,-0.0002880278451699442,0.00018096950346088782,-0.00028691298661763693,0.0019758770777546504,-79.08082298200756,6.055601452163819e-06,0.0,29
0.0,3324.133333333333,383,2.1972224401954623,7.024447667976998e-06,0.0,216000,1.5854820425396382e-07,0.0020461161230629107,9.041014871456506e-05,0.0,-0.00032171840341078007,0.00019982581595589483,-0.00032729303638108026,0.002120622710135938,-38.39795186481306,7.024447667976998e-06,0.0,30
0.0,3324.133333333333,382,2.1972227131311226,7.1078222455340704e-06,0.0,223200,9.767897751339202e-08,0.0020777377759090346,6.933140748615139e-05,0.0,-0.00027136953748474956,0.00019492275765394632,-0.000272598564026156,0.0020484931929823937,-130.7768566802759,7.1078222455340704e-06,0.0,31
0.0,3324.133333333333,381,2.197222366910132,5.940949159300244e-06,0.0,230400,1.097126026248952e-07,0.0020413519822698243,7.276265269272366e-05,0.0,-0.0002546924005245846,0.0002151957719191944,-0.0002564928489689476,0.0021962695118348903,-609.0879916551883,5.940949159300244e-06,0.0,32
0.0,3324.133333333333,379,2.1972223400281217,5.415203060054364e-06,0.0,237600,1.2795664784013154e-07,0.0017789022623057183,7.713711478857553e-05,0.0,-0.0002466794963619717,0.0002136191201394689,-0.000245059998466146,0.0022912440791248998,-446.4815466772911,5.415203060054364e-06,0.0,33
0.0,3324.3055555555557,378,2.197222740934009,5.707624848355107e-06,0.0,244800,1.06688026500907e-07,0.002299835141542026,6.214121826885607e-05,0.0,-0.00022066058818314492,0.00018796843321727954,-0.00022351509163604413,0.00191081464012121,-391.50548740474005,5.707624848355107e-06,0.0,34
0.0,3324.3055555555557,377,2.197222738720122,5.052586689929401e-06,0.0,252000,2.6225178472911587e-07,0.0020546361375662465,8.671559692392942e-05,0.0,-0.00022206601206562482,0.0001713699155383409,-0.00023364404050909565,0.0020340358169426234,-648.9873387705429,5.052586689929401e-06,0.0,35
0.0,3324.3055555555557,377,2.197223446854838,4.876609445005897e-06,0.0,259200,1.0667365987510497e-07,0.0022366280849171493,6.302346696082717e-05,0.0,-0.00019698308617118832,0.0001484867605814596,-0.00020414483699058775,0.0016804287243357785,-313.8739602997758,4.876609445005897e-06,0.0,36
0.0,3324.3055555555557,375,2.197223095291506,4.3285035789857695e-06,0.0,266400,8.205680028560611e-08,0.0021059497148199725,6.601326449669868e-05,0.0,-0.00018519200926925923,0.00018194653793319733,-0.00018209192483039467,0.0019453023343859448,-45.818149505740124,4.3285035789857695e-06,0.0,37
0.0,3324.3055555555557,374,2.197223685620323,3.9904161544076125e-06,0.0,273600,5.824883273615797e-08,0.0018020290894103,5.2269162519196645e-05,0.0,-0.00018088079952114698,0.00014556887740935863,-0.00017944238410968357,0.0016010339522016157,-1066.60728167426,3.9904161544076125e-06,0.0,38
0.0,3324.3809523809523,372,2.197223491309181,3.970468406749879e-06,0.0,280800,7.148387349203449e-08,0.0023641873894285673,4.9194797914313896e-05,0.0,-0.0001840518326444287,0.00015793772067217293,-0.0001863473813353353,0.0016672696675457354,-239.35242580181074,3.970468406749879e-06,0.0,39
0.0,3324.3809523809523,371,2.197223809172237,4.3551840968755e-06,0.0,288000,8.319367685075306e-08,0.0015436711003112649,6.347526071344138e-05,0.0,-0.00017678316534632663,0.00013192247697794475,-0.0001758124631871599,0.0016629247415556395,-422.9790164623847,4.3551840968755e-06,0.0,40
0.0,3324.3809523809523,371,2.1972233069579494,4.8451027259557e-06,0.0,295200,1.2261553150355588e-07,0.001300170980408979,8.056254358167875e-05,0.0,-0.00019033796239940705,0.00015459445158316074,-0.00019163671845305125,0.0019461015488038472,-71.66138833154332,4.8451027259557e-06,0.0,41
0.0,3324.3809523809523,370,2.1972238384258183,3.7117961845601496e-06,0.0,302400,9.589767798200122e-08,0.0014109362499092394,6.123777551174572e-05,0.0,-0.00016338056223460062,0.00013221921297776538,-0.0001663018421493776,0.0016534118016768783,-748.1797863645639,3.7117961845601496e-06,0.0,42
0.0,3324.3809523809523,369,2.1972236798743094,4.083129806951013e-06,0.0,309600,7.819631688254061e-08,0.0017227515523329498,5.5433311955166576e-05,0.0,-0.00015522741738730847,0.00015036712515209143,-0.00015752470525248096,0.001754535000945041,-630.5310529617216,4.083129806951013e-06,0.0,43
0.0,3324.3809523809523,369,2.1972234533230464,3.321782551813342e-06,0.0,316800,6.46515489931078e-08,0.0014515436323206032,5.955572266193305e-05,0.0,-0.00015219788562616384,0.00015880035807099157,-0.00015552621729713993,0.0019187470290511382,-630.250712753208,3.321782551813342e-06,0.0,44
0.0,3324.40625,368,2.1972238066587497,4.07647918631099e-06,0.0,324000,6.142671473044995e-08,0.0013715672167832753,5.4704420593535846e-05,0.0,-0.0001439156466065989,0.00013812502941512863,-0.00014506726216332122,0.001622538033456602,-471.90853909896794,4.07647918631099e-06,0.0,45
0.0,3324.40625,367,2.1972240904840845,4.463130031201603e-06,0.0,331200,7.91802070748032e-08,0.0017106502454244132,5.6039243530002327e-05,0.0,-0.00013897456852251833,0.00012271788798051407,-0.00014016498643868735,0.0014999146245487213,-158.53915024771734,4.463130031201603e-06,0.0,46
0.0,3324.40625,367,2.1972241208856067,3.0582378727691173e-06,0.0,338400,7.0647657264432e-08,0.0019096275473810106,5.148895674923046e-05,0.0,-0.00013719975032746868,0.00011629997814174606,-0.00013667197929559432,0.001390998544387017,-753.3140711093802,3.0582378727691173e-06,0.0,47
0.0,3324.40625,366,2.197223769514649,2.8644562847448495e-06,0.0,345600,8.120137546647703e-08,0.0015613834798486092,5.890498277902084e-05,0.0,-0.0001284627579266343,0.00014239561409792583,-0.00012766040003438196,0.0017394100941206616,-408.1167602518863,2.8644562847448495e-06,0.0,48
0.0,3324.40625,366,2.1972242805520863,2.6718766309741653e-06,0.0,352800,5.0494858390109134e-08,0.0009927848697319224,4.656902232113548e-05,0.0,-0.00012108611504602293,0.0001106444139138878,-0.00012150240241158541,0.0014040564652236002,-1491.5539161662387,2.6718766309741653e-06,0.0,49
0.0,3324.47,365,2.1972235820406962,2.7503888007892644e-06,0.0,360000,6.972417448198735e-08,0.0015141501555499225,6.071914959176723e-05,0.0,-0.000130051344799949,0.00015183910135655663,-0.00012900955716566712,0.001885121817172365,-138.8479000172287,2.7503888007892644e-06,0.0,50
0.0,3324.47,365,2.1972243957197852,2.0572134687164134e-06,0.0,367200,6.047840694644838e-08,0.0016709012946261289,4.176146758211426e-05,0.0,-0.00011342977404253104,0.00010244984415057916,-0.00011638669062487977,0.0012732606057479356,-1126.018350785466,2.0572134687164134e-06,0.0,51
0.0,3324.47,365,2.197224047657043,2.7971920829479865e-06,0.0,374400,1.1946779390451762e-07,0.0013461183867509987,7.1211014513843e-05,0.0,-0.00011449106673396837,0.00012222423579050739,-0.00011804745791821568,0.0016827896893168116,-31.25552657849259,2.7971920829479865e-06,0.0,52
0.0,3324.47,364,2.197224297854636,2.4523767863608245e-06,0.0,381600,4.9983574770103274e-08,0.0011706918974248395,4.0406516807311206e-05,0.0,-9.504087029132212e-05,0.00010284611162837287,-9.413509087136373e-05,0.0012694598450292249,-1283.6515261511008,2.4523767863608245e-06,0.0,53
0.0,3324.47,364,2.197224093420165,2.2236027021646823e-06,0.0,388800,4.958114850128979e-08,0.001229288151998916,5.171514277773378e-05,0.0,-9.521094490039452e-05,0.00012106073832787915,-9.685672835840951e-05,0.0015998996416499087,-885.601927657766,2.2236027021646823e-06,0.0,54
0.0,3324.47,364,2.1972242637538404,3.1343126776840307e-06,0.0,396000,6.209855848140999e-08,0.0011092006855154516,5.4615043790342884e-05,0.0,-8.991457313703708e-05,0.00011182205431210874,-9.339431159022506e-05,0.001549347304702842,-880.3739103709073,3.1343126776840307e-06,0.0,55
0.0,3324.47,363,2.1972243191577774,1.9922038351333423e-06,0.0,403200,5.1376393690292464e-08,0.0011556935886419786,4.772101677696201e-05,0.0,-8.1107385638307e-05,0.00011006997958222399,-8.176032087504086e-05,0.001456124279668397,-827.4924221677724,1.9922038351333423e-06,0.0,56
0.0,3324.47,363,2.197224492799668,1.706474227798737e-06,0.0,410400,6.038017513456831e-08,0.0011270421762218403,4.6331138220495244e-05,0.0,-8.613743764899915e-05,9.584855974520588e-05,-8.30012842160368e-05,0.001256727368482672,-929.3101401568877,1.706474227798737e-06,0.0,57
0.0,3324.47,363,2.197224414985647,1.8676035252589804e-06,0.0,417600,6.742838129329079e-08,0.001134232477046892,4.7492212510337525e-05,0.0,-9.6839063483809e-05,0.00010406947200680354,-9.727534777041348e-05,0.0013280563993848097,-592.1143966093265,1.8676035252589804e-06,0.0,58
0.0,3324.47,363,2.1972243707993675,2.139283105397493e-06,0.0,424800,3.6822582667385747e-08,0.001251619018024044,4.071611383148603e-05,0.0,-8.863995454448355e-05,0.00010334514319342262,-8.788902891441823e-05,0.0013016012329130498,-485.7194526676085,2.139283105397493e-06,0.0,59
0.0,3324.47,362,2.197224527884413,2.0443675731427635e-06,0.0,432000,4.47427157413696e-08,0.0010021898794653804,3.7488753000116996e-05,0.0,-8.853865445715237e-05,9.321265933936071e-05,-9.251678231675498e-05,0.0011845006028797268,-1314.1571914666324,2.0443675731427635e-06,0.0,60
0.0,3324.59,362,2.19722431786792,1.2561538922382146e-06,0.0,439200,2.5147152373507313e-08,0.0011826120836684868,3.808617576622272e-05,0.0,-8.783971558904143e-05,0.00010866680285303913,-8.713454881905466e-05,0.0013523719872558552,-299.58913585102744,1.2561538922382146e-06,0.0,61
0.0,3324.59,362,2.197224615925834,1.0953323277109107e-06,0.0,446400,3.935643711900063e-08,0.001127732520007086,3.61121807241917e-05,0.0,-8.327236117679001e-05,8.710677828769792e-05,-8.260600620463953e-05,0.0011321968192900117,-1521.637857053201,1.0953323277109107e-06,0.0,62
0.0,3324.59,362,2.197224608593517,2.693069651040399e-06,0.0,453600,5.945876927276807e-08,0.001073151302581563,4.433822408624544e-05,0.0,-9.486610102208539e-05,9.538651347636712e-05,-9.657125090901292e-05,0.0012228543890963313,-258.3813744511207,2.693069651040399e-06,0.0,63
0.0,3324.59,362,2.1972246292469992,2.705203525225092e-06,0.0,460800,6.266903162926863e-08,0.0012246472367217264,4.0309765993245846e-05,0.0,-8.251113091232366e-05,8.490823729076394e-05,-8.553916857058611e-05,0.001154312483767936,-1513.5930940479227,2.705203525225092e-06,0.0,64
0.0,3324.59,362,2.1972243580837096,2.2163920226761196e-06,0.0,468000,2.9620130505935468e-08,0.0009508522728924256,3.1672450702261154e-05,0.0,-8.079641464006732e-05,0.00010320248335993092,-7.873121442546309e-05,0.00117696863047412,-454.48441367127595,2.2163920226761196e-06,0.0,65
0.0,3324.59,361,2.1972244919619346,1.786836041907464e-06,0.0,475200,4.373009694506823e-08,0.0008829763281249785,3.6806845596596995e-05,0.0,-8.168456301904809e-05,9.574709305349589e-05,-8.319383560709257e-05,0.00124356028798748,-852.0935402868552,1.786836041907464e-06,0.0,66
0.0,3324.54,361,2.1972245038252374,2.1463826477650094e-06,0.0,482400,3.857618338782955e-08,0.001338625988313514,3.2314800681698687e-05,0.0,-8.039728128273787e-05,9.636387065526192e-05,-8.086629694577451e-05,0.0011395879306762497,-615.14941889251,2.1463826477650094e-06,0.0,67
0.0,3324.54,360,2.197224574931084,2.16677191701594e-06,0.0,489600,4.9358498321943126e-08,0.0009979535026934808,4.382009034006552e-05,0.0,-8.196308693576222e-05,9.02317801893289e-05,-8.296973618093438e-05,0.0012437847807531296,-966.0578990416301,2.16677191701594e-06,0.0,68
0.0,3324.54,360,2.1972245276352718,2.512153316278244e-06,0.0,496800,7.698841851454496e-08,0.0013327334435369281,4.356611364984823e-05,0.0,-8.717561340254465e-05,9.061844987082435e-05,-9.054953393662423e-05,0.001235791399125634,-764.8861630347325,2.512153316278244e-06,0.0,69
0.0,3324.54,360,2.197224598631026,1.782665006247919e-06,0.0,504000,3.5500937087700386e-08,0.001135314628569518,3.390190064814184e-05,0.0,-8.073372752651314e-05,9.062576761042061e-05,-8.19668705499348e-05,0.001156440623583746,-903.7522574999346,1.782665006247919e-06,0.0,70
0.0,3324.54,360,2.197224684537403,2.695388940214052e-06,0.0,511200,2.5452769247485625e-08,0.001238265328408931,3.713169611456737e-05,0.0,-8.06552876072784e-05,8.348092186628895e-05,-7.942486159004267e-05,0.001090581203516014,-1052.3223890526237,2.695388940214052e-06,0.0,71
0.0,3324.61,360,2.197224450887196,1.9897102367186973e-06,0.0,518400,2.7795825940115453e-08,0.0013171830705831894,2.8478007191142488e-05,0.0,-8.280409676242722e-05,0.00010031342713964768,-8.209149522964066e-05,0.0010996205237618609,-156.02784277771198,1.9897102367186973e-06,0.0,72
0.0,3324.6,359,2.1972247660317747,2.2229194107204687e-06,0.0,525600,2.813381119698822e-08,0.0014841571179275077,2.8100811182209937e-05,0.0,-8.161784355916242e-05,7.620720895433037e-05,-8.264057431136147e-05,0.0009450977368110262,-1219.7063826897788,2.2229194107204687e-06,0.0,73
0.0,3324.6,358,2.1972246822541357,2.3518066133487898e-06,0.0,532800,6.091414117592925e-08,0.0013396795892692004,3.903343400480216e-05,0.0,-8.305461205906347e-05,8.945141983129546e-05,-8.564856046808128e-05,0.0011244306854826596,-430.6051533724896,2.3518066133487898e-06,0.0,74
0.0,3324.6,358,2.1972248110064756,2.1718856455889948e-06,0.0,540000,4.0579520415780227e-08,0.0015692079265056632,2.985330170542494e-05,0.0,-7.664138322676688e-05,7.327578943108328e-05,-7.690209183276535e-05,0.0009516804709568574,-1465.9149262738804,2.1718856455889948e-06,0.0,75
0.0,3324.6,357,2.1972245525574103,1.6356616193712768e-06,0.0,547200,2.9343342624952466e-08,0.0016516972263433136,2.2220350939542343e-05,0.0,-7.35072985737799e-05,9.120630751539224e-05,-7.481710760155084e-05,0.000983954510337241,-259.5671777194183,1.6356616193712768e-06,0.0,76
0.0,3324.6,357,2.1972247462550167,1.7907653087819527e-06,0.0,554400,1.7624313209020223e-08,0.001011935017009282,2.4112003737717928e-05,0.0,-7.337198845841046e-05,7.772493419191017e-05,-7.328148922189179e-05,0.0008780860361728521,-1023.6984783911579,1.7907653087819527e-06,0.0,77
0.0,3324.53,357,2.197224573139791,1.7625554866396047e-06,0.0,561600,2.628351105811055e-08,0.0008568826349858408,2.94891686246718e-05,0.0,-7.20559757102155e-05,8.599756011797523e-05,-7.248586543913502e-05,0.0010675876926467584,-672.2272440358963,1.7625554866396047e-06,0.0,78
0.0,3324.53,357,2.1972247706992287,1.167136952768956e-06,0.0,568800,3.6034012848978854e-08,0.000912384880259825,3.117578504786707e-05,0.0,-7.34483083084069e-05,7.366051159341128e-05,-7.179501945429995e-05,0.0009621939082165621,-1408.3526361221989,1.167136952768956e-06,0.0,79
0.0,3324.53,357,2.197224817137239,1.620116727195037e-06,0.0,576000,3.930857744084699e-08,0.0008967108809112191,3.114483923681437e-05,0.0,-7.886403833542737e-05,7.635501231365553e-05,-7.843822430355652e-05,0.0009666947227559777,-529.5094706143872,1.620116727195037e-06,0.0,80
0.0,3324.53,356,2.1972247633637574,1.6311465199378154e-06,0.0,583200,2.501512856619488e-08,0.0008124346217109705,2.3560478349583923e-05,0.0,-6.967468680428552e-05,7.148790697555048e-05,-7.116318892431514e-05,0.0008287488044715289,-1150.677299035734,1.6311465199378154e-06,0.0,81
0.0,3324.53,356,2.1972247195401517,1.5768079567259497e-06,0.0,590400,1.5952405048020805e-08,0.0010533567460673486,2.4071426349815018e-05,0.0,-6.851291049897745e-05,7.655924888561616e-05,-6.80334505661314e-05,0.0008989461074024946,-1164.928943134666,1.5768079567259497e-06,0.0,82
0.0,3324.53,356,2.197224534313056,1.5109357677289704e-06,0.0,597600,2.3063512795805444e-08,0.0009320747351701234,2.5804388420747195e-05,0.0,-6.771652276796043e-05,9.309040268623827e-05,-6.826448793679722e-05,0.0010183019940573862,-196.6017364237466,1.5109357677289704e-06,0.0,83
0.0,3324.38,355,2.19722489778327,1.7365946413488725e-06,0.0,604800,1.870164493986398e-08,0.0006890780799579433,2.1126298029044606e-05,0.0,-6.571328019519147e-05,6.542542989943584e-05,-6.593884953622243e-05,0.000740881823309669,-1359.063261043559,1.7365946413488725e-06,0.0,84
0.0,3324.38,355,2.197224809776538,1.8736823995518997e-06,0.0,612000,3.3288575116169114e-08,0.0006596482261220469,3.0929115596243e-05,0.0,-7.242762089349552e-05,7.760363085247613e-05,-7.30660862998573e-05,0.0009274677891192718,-544.2506361761989,1.8736823995518997e-06,0.0,85
0.0,3324.38,355,2.1972248200197066,1.7311059093117979e-06,0.0,619200,3.5245650114630555e-08,0.0005144849951531096,3.0644974029890374e-05,0.0,-6.855496075851468e-05,7.230028413671009e-05,-6.856517086845767e-05,0.0009795294694774227,-1380.1336951192218,1.7311059093117979e-06,0.0,86
0.0,3324.38,355,2.1972247262417324,1.4652986808816502e-06,0.0,626400,1.8685772643270562e-08,0.0005291527222078232,2.2657382246378898e-05,0.0,-6.691380379105261e-05,8.439069151372388e-05,-6.699830225169001e-05,0.0009353104952179056,-123.91852531201309,1.4652986808816502e-06,0.0,87
0.0,3324.38,355,2.1972248991267387,1.7501208181057708e-06,0.0,633600,1.6124399788608894e-08,0.00042823714137284706,2.403049865318614e-05,0.0,-6.339019064879813e-05,6.81235580859528e-05,-6.277607988859354e-05,0.0008253347165798663,-1240.5980526970366,1.7501208181057708e-06,0.0,88
0.0,3324.42,354,2.1972246664005612,1.7569469356590215e-06,0.0,640800,3.1196819440667346e-08,0.00040370383655025305,2.616392520691573e-05,0.0,-6.460846488456204e-05,7.908633388042807e-05,-6.509851267678425e-05,0.0009550547307538628,-566.0938762294805,1.7569469356590215e-06,0.0,89
0.0,3324.42,354,2.1972248968150883,1.306892142373399e-06,0.0,648000,1.706829185389983e-08,0.0003738215540649781,2.287235525836254e-05,0.0,-6.628009129296212e-05,6.636826804464046e-05,-6.579290006407569e-05,0.000799040890777048,-1587.7581610670686,1.306892142373399e-06,0.0,90
0.0,3324.42,354,2.1972248228044107,1.970159837900262e-06,0.0,655200,4.0459169082271016e-08,0.00031826120314365524,3.153351316989411e-05,0.0,-7.549374571074926e-05,7.581519265559542e-05,-7.59493641240268e-05,0.0009352876260636644,-414.88287279266535,1.970159837900262e-06,0.0,91
0.0,3324.42,354,2.1972249064495957,1.8445381364307302e-06,0.0,662400,2.335794544040117e-08,0.00029832035450823015,2.4355700418789716e-05,0.0,-6.54020478768919e-05,6.752079153088851e-05,-6.555509002407749e-05,0.0008491750664111182,-999.5229586780883,1.8445381364307302e-06,0.0,92
0.0,3324.42,353,2.197224872983838,1.2337551070661379e-06,0.0,669600,2.9139133682994508e-08,0.0003064849313486364,2.390617480985964e-05,0.0,-6.638409417504925e-05,7.441304111423561e-05,-6.629516349322212e-05,0.0008803029420717555,-952.0585689348342,1.2337551070661379e-06,0.0,93
0.0,3324.42,353,2.197224673278748,1.1747306947482468e-06,0.0,676800,2.427141929662033e-08,0.0002838070537699611,3.01780254212478e-05,0.0,-6.581727248293832e-05,8.42597116824407e-05,-6.610638934612254e-05,0.0010692079766385725,-505.3475521235901,1.1747306947482468e-06,0.0,94
