value_loss,explained_variance,frames,advantage_norm,episode_length,P09:episode_rewards,PMM:episode_rewards,epoch_idx,fps,policy_entropy,policy_loss,grad_norm,P01:episode_rewards
0.26678026655428766,-15.400741806030274,8000,2.2443645244836805,176.71794871794873,3.200000000000003,1.205128205128205,1,366,1.3269662642478943,0.02340513209346682,7.315682459032639,0.0
0.012880262365706585,-0.06356479823589326,16000,1.192571937032044,187.04761904761904,3.0,1.4404761904761905,2,244,1.3609343588352203,-0.00025070511968806387,0.22249006353223422,0.0
0.01111597094465651,-0.10471497714519501,24000,1.0408361426182091,180.95,3.0,1.3,3,259,1.3706901204586028,0.00206947616117759,0.2024594254477545,0.0
0.015174897117540241,-0.0010469698905944825,32000,1.29089388795197,171.53,3.0,1.08,4,271,1.3788265454769135,0.005168860485719051,0.2423533946969868,0.0
0.018752443911798766,-0.025058934688568114,40000,1.4776404505223035,185.45,3.1000000000000085,1.4,5,277,1.3806526637077332,-0.00015721808245871215,0.29697040318831525,0.0
0.017176551998163633,-0.05750969648361206,48000,1.2593910642713309,192.96,4.0,1.6,6,285,1.3807183361053468,0.0032937895832583306,0.3717261790097491,0.0
0.01816233828641998,-0.01177668571472168,56000,1.3492226138710977,186.14,4.0,1.51,7,288,1.3767115890979766,0.003393120341934264,0.43299450046901794,0.0
0.01191711072518956,0.10955804347991943,64000,1.1533845038712025,184.35,3.0,1.44,8,291,1.3794771718978882,0.0030631722442922183,0.28313746217990426,0.0
0.07378704556780576,0.006249823570251465,72000,1.4995624649524688,175.49,3.0,1.21,9,292,1.3665029567480087,-0.011982591877458617,0.9013958947355569,0.0
0.01098842508319649,0.2125367194414139,80000,1.1479406300187112,171.13,3.0,1.14,10,292,1.3782633113861085,-0.0018987575902428943,0.3016770714720996,0.0
0.01412867217179155,0.5078558892011642,88000,1.337544632256031,175.29,4.0,1.19,11,291,1.3695086359977722,-0.0029490350821288302,0.4246778778994038,0.0
0.011161347640154418,0.6277869695425033,96000,1.183562654852867,181.44,4.0,1.31,12,291,1.3722260212898254,0.00046144592633936556,0.33232243428971453,0.0
0.10485839387809393,0.38722040474414826,104000,2.222837283462286,187.1,4.0,1.5,13,290,1.3037813688069582,-0.0040637010970385745,1.8300436977823011,0.0
0.0282370802963851,0.6630939948558807,112000,1.7108094909787177,199.36,5.1000000000000085,1.86,14,291,1.3021761132776737,-0.007969657618086785,0.7929315880704785,0.0
0.009922099417308346,0.8141035813093186,120000,1.1731642785668372,204.34,5.0,1.98,15,291,1.3446943390369415,-0.005860820788657292,0.383952202061402,0.0
0.008715343455551193,0.8651715528964996,128000,1.0943023654818536,192.92,5.0,1.71,16,291,1.343862750530243,-0.0027357441547792407,0.3208966848507949,0.0
0.007856285384623334,0.9022725355625153,136000,1.0403405031561852,190.45,5.0,1.67,17,291,1.3439079296588898,-0.0027402443694882093,0.36030514810490183,0.0
0.012051296099089085,0.8043191146850586,144000,1.2360531681776046,201.71,6.0,1.99,18,292,1.3526311898231507,-0.0010911361104808748,0.42461780470627175,0.0
0.01086864124168642,0.8215305054187775,152000,1.2342191421985627,210.03,6.0,2.11,19,292,1.3634889388084412,1.0012040147557855e-05,0.3827900971724362,0.0
0.008249270496889949,0.9137582051753997,160000,1.051790062189102,207.88,6.0,2.08,20,293,1.3576086342334748,-0.0017068065563216805,0.315793671127341,0.0
