epoch_idx,episode_length,policy_entropy,PMM:episode_rewards,approx_kl_divergence,frames,P01:episode_rewards,clip_fraction,advantage_norm,fps,grad_norm,policy_loss,value_loss,P09:episode_rewards,explained_variance
14,342.71,1.7870166428387164,192.5,0.00017812522741866843,143360,50.0,0.0,15.968717956542969,194,0.06797955649320772,-0.0007854858016798971,0.019592088789795525,352.5000000000002,-1.6763806343078613e-08
15,336.49,1.7769503712654113,173.75,0.00010311975311019239,153600,25.0,0.0,15.968717986345291,194,0.06219552275074629,-0.00031897152880446813,0.016442021011607723,350.0,-3.3527612686157227e-09
16,326.65,1.7879811644554138,146.0,0.00011682939279307192,163840,25.0,0.0010498046875,15.968717944622039,195,0.0626109950559496,-0.000498602339757781,0.016981014906195923,275.0,-1.4901161193847656e-08
17,325.11,1.7891535930335523,135.75,0.00014143168897646775,174080,25.0,0.0,15.968718081712723,195,0.058289485364137014,-0.0005689011086360551,0.016180206240096594,275.0,2.905726432800293e-08
18,324.71,1.7883064493536949,149.0,0.00011181855591502199,184320,25.0,0.0,15.968718266487121,194,0.05591837035418025,-0.00046499391319230197,0.01816890823538415,302.5000000000002,1.899898052215576e-08
19,323.59,1.7880679450929164,145.25,8.641010221435152e-05,194560,25.0,0.0,15.968717950582505,194,0.051805049973120035,-0.0003738818213605555,0.017126938662840985,300.0,-1.2665987014770507e-08
20,325.47,1.7807649545371533,149.5,0.00011587616343184947,204800,25.0,0.0,15.968717956542969,194,0.05568660354961685,-0.0005497226371517172,0.01832454223476816,300.0,-2.123415470123291e-08
21,333.58,1.7823170013725758,160.5,0.00012166143422778219,215040,47.50000000000001,0.0,15.968718028068542,194,0.055142468257074674,-0.00047640569137001875,0.01977974143519532,277.5000000000002,7.450580596923829e-10
22,336.31,1.774638682603836,172.0,0.0001133903655800239,225280,50.0,0.0,15.968718242645263,195,0.05455002908795058,-0.0005489893832418602,0.021500456097419372,327.5000000000002,-8.195638656616212e-09
23,339.79,1.765802863240242,185.25,0.00013983647246309516,235520,50.0,0.0,15.968718063831329,195,0.058371104880363456,-0.0006205395031429362,0.021321442985208706,357.5000000000007,-1.7136335372924803e-08
24,330.68,1.7669545754790306,166.25,0.00024148735507480978,245760,25.0,0.0,15.968717986345291,195,0.056958889615781036,-0.001073668915705639,0.017239074790268205,327.5000000000002,4.470348358154297e-09
25,324.28,1.7585507355630399,158.5,0.00015973613420676712,256000,25.0,0.0,15.968718057870865,195,0.0569860236012185,-0.000640546460999758,0.0208232780743856,300.0,-2.2351741790771484e-09
26,329.15,1.775867521762848,167.0,0.00017250539093609517,266240,47.50000000000001,0.0,15.968718308210374,195,0.05665767920262292,-0.0006461040509748272,0.02371245019894559,300.0,-2.0489096641540527e-08
27,332.96,1.781459167599678,174.0,0.00013573038847596307,276480,50.0,0.0,15.968718081712723,195,0.05541170648946536,-0.0006499222719867249,0.02050192742317449,300.0,-8.195638656616212e-09
28,333.97,1.776368947327137,167.0,0.0001370817612484032,286720,50.0,0.0,15.9687180519104,196,0.05473098044912965,-0.0005959642956440802,0.01806417236512061,300.0,8.195638656616212e-09
29,337.47,1.7835394747555255,175.75,0.0001139862308567885,296960,50.0,0.0,15.968718177080154,196,0.054314174265695334,-0.0004478640146771795,0.021364060739870183,350.0,1.601874828338623e-08
30,333.91,1.7850874647498132,165.5,0.00014504156378549737,307200,47.50000000000001,0.0,15.968717885017394,195,0.05743045431236634,-0.000631551920378115,0.01858941756072454,350.0,-2.384185791015625e-08
31,334.93,1.7860619738698005,182.0,9.372457794754041e-05,317440,25.0,0.0,15.968717962503433,195,0.05397128005447901,-0.0003611114997511322,0.019483933201991023,475.0,-2.6077032089233397e-09
32,330.84,1.7857774294912816,165.5,0.00010079995737690694,327680,25.0,0.0,15.96871793270111,195,0.05239584994673454,-0.0004394142662931699,0.01734465752961114,407.5000000000006,-7.450580596923829e-10
33,337.65,1.7787900984287262,184.75,0.00011115306804612146,337920,25.0,0.0,15.968718320131302,195,0.058188215061035456,-0.00043841918086400254,0.02223630157241132,525.0,-1.080334186553955e-08
34,344.03,1.7841936558485032,196.5,0.00010619341389812575,348160,47.50000000000001,0.0,15.968718194961548,195,0.05414101907982294,-0.0004195421679469291,0.023620546696474776,527.5000000000002,-8.568167686462402e-09
35,334.18,1.7889192052185536,184.25,0.0001380931594194834,358400,50.0,0.0,15.96871789097786,195,0.058663998313875455,-0.0005635718993289629,0.01624121266650036,502.5000000000002,-2.9802322387695314e-09
36,325.01,1.790458033978939,157.25,0.0001418906690098254,368640,25.0,0.0,15.968717956542969,195,0.05842082748535592,-0.0006065206207495066,0.015866658781305887,377.5000000000002,-8.940696716308593e-09
37,316.39,1.7889263197779655,121.75,0.0001570277316156776,378880,0.0,0.0010986328125,15.96871811747551,195,0.059113414363242814,-0.0007767465720462496,0.01700646660028724,225.0,1.080334186553955e-08
38,317.97,1.7896164119243623,116.25,0.00013286630918827314,389120,0.0,0.0,15.968717926740647,195,0.05710590166629537,-0.0005301712255459279,0.015619823534507304,250.0,-1.899898052215576e-08
39,326.22,1.7897010184824467,139.25,7.846806013027674e-05,399360,25.0,0.0,15.968718057870865,195,0.05687962501774966,-0.00030349671178555584,0.01890724431432318,250.0,-9.685754776000977e-09
40,327.8,1.7889741100370884,156.0,0.00010770663573964612,409600,25.0,0.0,15.96871801018715,195,0.05423162211204764,-0.0004896696915238863,0.02084510916029103,302.5000000000002,-1.601874828338623e-08
41,325.56,1.7864960953593254,153.5,0.00011575428445524949,419840,25.0,0.0,15.968717968463897,195,0.05594624050508926,-0.0005649606406223029,0.016912200220394878,277.5000000000002,-1.862645149230957e-09
42,326.86,1.7832421779632568,147.75,0.00011514130572578551,430080,25.0,0.0,15.968718069791795,195,0.056263201137419984,-0.00043905944239668314,0.018455895231454633,277.5000000000002,-1.2293457984924316e-08
43,332.44,1.7851639941334725,149.0,0.0001426318672365312,440320,25.0,0.0,15.968718111515045,195,0.05730431347349241,-0.0006595616696358775,0.020575252769049257,300.0,3.5017728805541994e-08
44,341.74,1.7820063792169094,179.75,0.0001093195648285139,450560,25.0,0.0,15.968718183040618,195,0.05565559312538243,-0.00044377699596225283,0.024349245335906745,352.5000000000002,-2.458691596984863e-08
45,343.29,1.7808421216905117,188.0,7.196041357460103e-05,460800,50.0,0.0,15.9687180519104,195,0.054586859978983146,-0.00031871119717834516,0.019656302640214562,352.5000000000002,-1.080334186553955e-08
46,347.49,1.7725443527102471,207.5,8.133588774494882e-05,471040,50.0,0.0,15.968718326091766,195,0.05464875391749534,-0.0003646988032414811,0.02493174602277577,455.0000000000004,-7.078051567077636e-09
47,347.22,1.775919295847416,204.5,0.00013240533374023756,481280,50.0,0.0,15.96871811747551,195,0.056196937529322956,-0.0006052747325156815,0.02078826900688,377.5000000000002,-7.450580596923828e-09
48,339.04,1.780992390960455,193.25,0.00011480609507934503,491520,25.0,0.0,15.968718004226684,195,0.05226549371584597,-0.0004436805291334167,0.02058114705432672,402.5000000000002,-2.2351741790771484e-09
49,336.58,1.7852787591516972,188.0,0.0001551369003877312,501760,25.0,0.0,15.968718183040618,195,0.0567507292805409,-0.0006891356249980162,0.021255795072647743,402.5000000000002,-1.1548399925231934e-08
50,328.29,1.785705102980137,173.5,0.00010233290444467968,512000,25.0,0.0,15.968717950582505,195,0.053073903550422685,-0.0003854852620861493,0.018578404111030976,402.5000000000002,-2.8312206268310546e-08
51,330.06,1.7882041402161122,170.75,0.00011844462008578916,522240,25.0,0.0,15.968718016147614,195,0.054540306511505765,-0.0005330210042302497,0.019204174564220012,402.5000000000002,-5.960464477539063e-09
52,331.8,1.786404826492071,158.25,0.0001107623083317577,532480,25.0,0.0,15.968718039989472,195,0.05344643093711935,-0.0005248689507425297,0.01838089600787498,275.0,9.313225746154785e-09
53,332.12,1.7822592489421367,152.5,8.457101924044252e-05,542720,25.0,0.0,15.968717843294144,195,0.05484385018762539,-0.00033047590040951035,0.015228542777185794,277.5000000000002,-3.427267074584961e-08
54,329.53,1.7836894258856772,141.25,0.0001318581735011648,552960,25.0,0.0,15.96871793270111,195,0.05817957758971236,-0.0006023245532560395,0.016391254155314526,275.0,-8.568167686462402e-09
55,326.04,1.7870435073971749,143.75,8.514323177628569e-05,563200,25.0,0.0,15.968718206882476,194,0.05567091845726444,-0.00035248064759798583,0.02109597663220484,300.0,-3.2782554626464846e-08
56,333.1,1.7876728549599648,168.0,7.79284242550915e-05,573440,25.0,0.0,15.968717920780183,194,0.053882335429614826,-0.0003342959287692793,0.018449083932500797,425.0,-2.5331974029541015e-08
57,343.9,1.7853165738284589,205.75,9.38945899711996e-05,583680,25.0,0.0,15.968717920780183,195,0.05628937238767492,-0.0003955405820306623,0.021469863405218347,502.5000000000002,-1.862645149230957e-08
58,342.7,1.78439624235034,198.5,0.0001456956626924466,593920,25.0,0.0,15.968718147277832,195,0.05571141929373269,-0.0006398375429853331,0.01922119726368692,527.5000000000002,1.2293457984924316e-08
59,341.93,1.77557108476758,192.0,0.0001238629791812329,604160,25.0,0.0,15.968718039989472,195,0.05476637355477058,-0.0006860950688860612,0.019515672922716477,502.5000000000002,-1.1920928955078126e-08
60,342.66,1.7593079082667828,186.75,0.0001326830586819483,614400,50.0,0.0,15.968718326091766,195,0.05720109147611063,-0.0005946528075583046,0.02391935493214987,402.5000000000002,6.332993507385254e-09
61,340.55,1.7718560069799423,190.25,0.00015163173225474225,624640,50.0,0.0,15.968718141317368,195,0.05649286960321962,-0.0006209487077285303,0.022727908680099062,377.5000000000002,-1.1548399925231934e-08
62,344.38,1.7774691060185432,220.25,0.00010895708812334038,634880,50.0,0.0,15.968718338012696,195,0.057110535730368686,-0.00044925193942617624,0.025458095996873452,500.0,-1.0430812835693359e-08
63,348.13,1.7793010830879212,225.75,0.00012273797571147327,645120,50.0,0.0,15.968718361854553,195,0.05518923114798478,-0.0005381525523262098,0.02442834549001418,500.0,2.1979212760925294e-08
64,344.95,1.7807604424655437,206.5,8.577267237015462e-05,655360,50.0,0.0,15.968718200922012,195,0.05519453395521664,-0.00042765964108184564,0.020135679584927856,427.5000000000002,-3.5017728805541994e-08
65,342.93,1.77466606721282,190.75,0.0001253489386144224,665600,50.0,0.0,15.968718230724335,195,0.057888097557845866,-0.0005596749131655087,0.023953625082504003,352.5000000000002,-3.5017728805541994e-08
66,344.63,1.7786237932741642,193.75,0.00014148878913609054,675840,25.0,0.0,15.968718153238296,195,0.05912253456147,-0.0006339326479064767,0.021322527440497653,427.5000000000002,-4.470348358154297e-09
67,339.99,1.7859430365264415,196.25,8.680165021743847e-05,686080,47.50000000000001,0.0,15.968718296289444,195,0.05563835311354286,-0.00039028020182740875,0.02177572129294276,425.0,-1.30385160446167e-08
68,342.57,1.78091574087739,204.5,0.0001120848829202714,696320,25.0,0.0,15.968718099594117,195,0.055674421446597865,-0.0005051426916907076,0.022734278900315985,425.0,-2.3469328880310058e-08
69,344.32,1.7846207745373248,208.0,0.0001317335397764907,706560,25.0,0.0,15.968718284368515,195,0.05629248318036077,-0.0006417685443011578,0.02445398364798166,402.5000000000002,1.6391277313232423e-08
70,351.61,1.769469552487135,220.5,0.00019900774032421964,716800,25.0,0.0,15.968718069791795,195,0.056203762222156575,-0.000875812312006019,0.021840931972838006,477.5000000000002,-5.215406417846679e-09
71,347.84,1.7857719331979751,232.25,8.106870302224679e-05,727040,25.0,0.0,15.968718248605729,195,0.055241517347569345,-0.0003632646883488633,0.023451093980111182,575.0,-4.097819328308106e-09
72,347.13,1.787433822453022,227.25,7.94156306799465e-05,737280,50.0,0.0,15.96871821284294,195,0.0557009254363275,-0.00031246520702552514,0.020814165624324234,527.5000000000002,1.4901161193847656e-08
73,345.03,1.7869090512394905,214.75,9.804438964291506e-05,747520,47.50000000000001,0.0,15.968718194961548,195,0.05499208632583132,-0.000480905722361058,0.02220447043364402,452.50000000000017,-2.123415470123291e-08
74,345.19,1.7844085991382599,204.75,0.00010329458396256541,757760,50.0,0.0,15.968718200922012,195,0.054636820350798324,-0.0003791798637394095,0.022796396765625105,427.5000000000002,-7.450580596923828e-09
75,341.03,1.7824863165616989,195.25,9.345784074028529e-05,768000,50.0,0.0,15.968718057870865,195,0.05556291643532195,-0.0004439868345798459,0.019574805366573855,402.5000000000002,-1.080334186553955e-08
76,340.17,1.780366550385952,199.75,9.76187829124342e-05,778240,50.0,0.0,15.968718099594117,195,0.0574528521890475,-0.000446044435739168,0.02149760250467807,502.5000000000002,-1.601874828338623e-08
77,339.07,1.7796025961637496,191.25,9.98988157343561e-05,788480,50.0,0.0,15.968718075752259,195,0.05450996524094846,-0.00041758052830118684,0.021727634069975466,430.0000000000004,-5.960464477539063e-09
78,339.17,1.7805800050497056,188.75,9.144361884203534e-05,798720,50.0,0.0,15.96871799826622,195,0.05447677705324081,-0.0004249828791216714,0.01922382184129674,452.50000000000017,1.30385160446167e-08
79,339.06,1.781729245185852,187.75,0.00010580179758292729,808960,25.0,0.0,15.968718004226684,195,0.055509000168393205,-0.0004456213348021265,0.020405560146900825,427.5000000000002,-2.905726432800293e-08
80,343.87,1.7859161734580993,198.75,8.065890232913375e-05,819200,25.0,0.0,15.968718266487121,195,0.05355912150979732,-0.00036457808382692745,0.022549117705784737,455.0000000000004,-1.4528632164001465e-08
81,342.7,1.7830667205154895,207.75,0.00011835859110540526,829440,50.0,0.0,15.968718081712723,195,0.05314208692042334,-0.0005070194190921029,0.020355936128180475,502.5000000000002,-2.5331974029541015e-08
82,338.0,1.7823910020291804,188.75,0.00018116008136388474,839680,50.0,0.0,15.968718045949936,195,0.05795122817565327,-0.0008030944665733842,0.01764134149707388,455.0000000000004,-7.82310962677002e-09
83,331.48,1.7865854054689407,177.75,8.03807869033335e-05,849920,47.50000000000001,0.0,15.968718105554581,195,0.05381286971154022,-0.0003817452836301527,0.019664410484256222,430.0000000000004,2.6077032089233397e-09
84,329.49,1.778823084384203,171.0,0.0001427017972774891,860160,25.0,0.0,15.968718153238296,195,0.058755419354123074,-0.0007015136394329602,0.01942423745349515,425.0,-2.6077032089233397e-09
85,341.36,1.773121029883623,193.0,0.00010594978978666348,870400,25.0,0.0,15.968718147277832,195,0.05532416493061174,-0.00045858766752644443,0.021650516713270916,500.0,-1.825392246246338e-08
86,344.6,1.780740325152874,200.5,0.0001305589233336235,880640,25.0,0.0,15.968718194961548,195,0.056741252669491635,-0.0005111629074235679,0.021542094452888703,455.0000000000004,1.4901161193847657e-09
87,342.85,1.7880748137831688,188.75,0.00010730773524834092,890880,25.0,0.0,15.968718093633651,195,0.05557069338092748,-0.00043439245528134054,0.0210756315063918,325.0,3.3527612686157227e-09
88,334.59,1.7868786431849002,167.0,9.886052325871474e-05,901120,25.0,0.0,15.96871811747551,195,0.05377353203509776,-0.0004631817603694799,0.018831918167416008,300.0,-4.470348358154297e-09
89,330.02,1.7815062180161476,156.5,0.00010762246265692,911360,25.0,0.0,15.968717795610427,195,0.055039486041728355,-0.0005118934648635331,0.01782180373556912,300.0,-4.284083843231201e-08
90,330.33,1.7850135445594788,156.25,0.00015507615843226574,921600,25.0,0.0,15.968718159198762,196,0.05770751045978706,-0.0006772734270271031,0.02064402540854644,277.5000000000002,-7.450580596923829e-10
91,328.11,1.7778717078268529,157.0,8.566091031241286e-05,931840,0.0,0.0,15.968718206882476,196,0.05538857561034153,-0.00042902482200588563,0.021442431284231133,277.5000000000002,-9.685754776000977e-09
92,333.48,1.7773379161953926,181.75,7.667423180350852e-05,942080,25.0,0.0,15.968718063831329,196,0.05653653689762787,-0.0003198608801540104,0.021451747589162552,315.00000000000125,4.8428773880004884e-09
93,333.49,1.7702706165611743,187.0,0.00010414316027187453,952320,25.0,0.0,15.968718254566193,196,0.0562989476554419,-0.0005496396875969367,0.02042718851880636,450.0,-2.8312206268310546e-08
94,340.08,1.7672744505107403,201.5,0.00012649779578737251,962560,25.0,0.0,15.96871829032898,196,0.05798955126957095,-0.0005421972811745946,0.024968901253305375,450.0,-1.862645149230957e-09
95,341.59,1.7849438786506653,194.5,0.00012332633684479787,972800,50.0,0.0,15.968718057870865,196,0.05344465175152415,-0.0004891640492132865,0.01929875156201888,427.5000000000002,-1.9744038581848144e-08
96,341.2,1.7807024009525776,182.25,9.063225041217038e-05,983040,50.0,0.0,15.968718296289444,196,0.05596766452761478,-0.0004553523667709669,0.021574380915262738,350.0,-2.9802322387695314e-09
97,341.13,1.7826068341732024,201.0,0.00011718694975115795,993280,50.0,0.0,15.96871829032898,196,0.056165165270360896,-0.0005754513749707257,0.024258760042721407,477.5000000000002,-1.0430812835693359e-08
98,339.24,1.7872742727398871,192.0,0.0001285838809874207,1003520,50.0,0.0,15.968718045949936,196,0.05350959358002224,-0.0005775983567218645,0.02010852518142201,402.5000000000002,0.0
99,340.62,1.7896589383482933,205.25,8.572287223511666e-05,1013760,50.0,0.0,15.968718302249908,196,0.0539336157086137,-0.00038550874414795545,0.02092370776226744,500.0,-1.4156103134155273e-08
100,333.67,1.7813951440155507,167.0,7.95866575156623e-05,1024000,47.50000000000001,0.0,15.96871793270111,195,0.05622879522171024,-0.00040733668502070943,0.019323483799234965,325.0,-3.725290298461914e-09
101,326.71,1.7829721204936504,152.25,9.602821270471296e-05,1034240,25.0,0.0,15.968717688322068,195,0.056775094466497665,-0.00040892685192375213,0.015393109156866558,277.5000000000002,1.2293457984924316e-08
102,327.6,1.7783676132559776,153.25,0.00010259113709061296,1044480,25.0,0.0,15.968718141317368,196,0.05510936750983094,-0.0004709283068223158,0.02038357501733117,285.00000000000085,-9.313225746154785e-09
103,334.61,1.782388012111187,178.5,9.002118332119835e-05,1054720,25.0,0.0,15.968718183040618,195,0.05592264915071064,-0.0004354188477009302,0.022060202475404366,480.00000000000045,-1.601874828338623e-08
104,338.4,1.7763997532427311,196.25,0.00016005224380180038,1064960,50.0,0.0,15.968718236684799,196,0.05571685325120542,-0.000697882892927737,0.021893676929175855,502.5000000000002,9.313225746154785e-09
105,343.72,1.7806282505393027,194.75,7.037752129051e-05,1075200,50.0,0.0,15.96871817111969,196,0.05843553143988321,-0.00029109096649335695,0.020822218377725223,450.0,1.080334186553955e-08
106,338.06,1.7823630303144455,190.5,9.887099938747923e-05,1085440,50.0,0.0,15.968718141317368,196,0.05474292061666761,-0.0004152606019488303,0.020304079086054118,427.5000000000002,4.8428773880004884e-09
107,340.33,1.787957414984703,183.25,0.00011009910183457094,1095680,25.0,0.0,15.968718057870865,196,0.05517738955584155,-0.000524641517404234,0.019469848767039367,402.5000000000002,-1.4901161193847657e-09
108,339.35,1.782357496023178,187.5,0.00010611481431581638,1105920,25.0,0.0,15.968718057870865,196,0.054862670562622826,-0.0004929567439376115,0.01889922062691767,450.0,-5.587935447692871e-09
109,336.42,1.7839518032968045,175.25,0.00011485029151394598,1116160,25.0,0.0,15.968717968463897,196,0.05393926338406265,-0.0005059155842900509,0.020603067794581875,427.5000000000002,-1.7136335372924803e-08
110,325.14,1.7833093717694282,160.5,8.208818660317973e-05,1126400,25.0,0.0,15.96871789097786,196,0.05322979123993762,-0.00040594663332740313,0.01760264446493238,377.5000000000002,5.960464477539063e-09
111,320.11,1.7827083140611648,149.0,6.968007041905367e-05,1136640,25.0,0.0,15.968718016147614,196,0.05561241188014652,-0.0002704524013097398,0.01862699216871988,275.0,2.123415470123291e-08
112,325.77,1.7866458952426911,150.5,0.00015227979625542787,1146880,25.0,0.0,15.968718063831329,196,0.05888816516630467,-0.0007364473323832499,0.01863697386579588,275.0,8.568167686462402e-09
113,323.67,1.7891177244484424,139.0,7.643791158535862e-05,1157120,25.0,0.0,15.96871822476387,196,0.056101258788854566,-0.0003444142475927947,0.018811647767142857,252.50000000000023,9.313225746154785e-09
114,333.36,1.7858501881361009,145.0,0.00011012946390032141,1167360,25.0,0.0,15.968717902898788,196,0.05480987501148691,-0.0005355824039725121,0.018102785537485032,277.5000000000002,-1.1548399925231934e-08
115,331.93,1.7788252219557763,149.25,0.00011604482919693737,1177600,25.0,0.0,15.968717986345291,196,0.0527368320216009,-0.0005618295232125093,0.01619969071180094,302.5000000000002,-3.4645199775695803e-08
116,336.54,1.7837081626057625,158.25,8.478338885402615e-05,1187840,25.0,0.0,15.968718099594117,196,0.05578557263592354,-0.00035739647573791445,0.019005678995745255,330.0000000000004,0.0
117,330.46,1.7845329888164998,154.25,0.0001127981396892963,1198080,25.0,0.0,15.968717986345291,196,0.05718603242005952,-0.0005717502357583726,0.016673786223691422,302.5000000000002,-5.587935447692871e-09
118,332.84,1.7867162391543387,163.0,0.00018138914432910269,1208320,25.0,0.0,15.968718028068542,196,0.05791280054141297,-0.0008190206055587624,0.02074292112374678,375.0,-1.601874828338623e-08
119,332.89,1.7867672741413116,161.75,9.135428926825284e-05,1218560,25.0,0.0,15.968718105554581,196,0.05457061104942684,-0.0004828924149478553,0.01899452361394651,280.00000000000045,-2.3469328880310058e-08
120,337.2,1.7812453411519527,179.25,0.00011738733659711897,1228800,25.0,0.0,15.968718189001084,196,0.056845608206068377,-0.00057694789065863,0.022032992358435876,427.5000000000002,1.4156103134155273e-08
121,336.28,1.7810333229601383,184.75,0.000100185522755325,1239040,25.0,0.0,15.968718165159226,196,0.05484131420269993,-0.00045043394857202657,0.020449072777410038,477.5000000000002,-4.8428773880004884e-09
122,337.06,1.779328266531229,195.0,0.00012112326587807588,1249280,25.0,0.0,15.968717956542969,196,0.05710580915727752,-0.0005423745245934697,0.017671390756731853,527.5000000000002,-7.450580596923829e-10
123,327.43,1.7804159455001354,172.25,0.00013872405606178971,1259520,25.0,0.0,15.968717944622039,196,0.056472723100315314,-0.0006210738447407493,0.016154682397609577,452.50000000000017,1.0058283805847169e-08
124,332.0,1.782682940363884,174.0,6.747555577701903e-05,1269760,22.500000000000007,0.0,15.968718028068542,196,0.055323045177791595,-0.0002771308931187377,0.019485506575438193,427.5000000000002,-1.30385160446167e-08
125,327.24,1.773983533680439,155.25,0.00015614504990573151,1280000,25.0,0.0,15.96871801018715,196,0.05861623735955214,-0.0008022048601560528,0.01916622956341598,377.5000000000002,-2.7194619178771972e-08
126,336.76,1.777214054763317,180.75,0.0001250985177650321,1290240,25.0,0.0,15.968718159198762,196,0.0573299126179029,-0.0005876354454812827,0.023426967079285533,425.0,2.384185791015625e-08
127,341.63,1.7810047090053558,207.0,7.435440950818162e-05,1300480,25.0,0.0,15.968718242645263,196,0.054595866334612074,-0.0003181816819960659,0.023607838340103625,475.0,-8.568167686462402e-09
128,341.8,1.7854826308786869,214.0,9.972595221263703e-05,1310720,25.0,0.0,15.968718135356903,196,0.05792062349422894,-0.00044215061425347815,0.020761541891261004,452.50000000000017,1.1175870895385742e-09
129,341.14,1.7859717600047589,206.0,8.117252151240706e-05,1320960,47.50000000000001,0.0,15.968718141317368,195,0.05488497741097752,-0.0003522550738125574,0.020136266210465693,475.0,-1.862645149230957e-09
130,338.5,1.786575048416853,191.0,0.00010792039768823259,1331200,25.0,0.0,15.968718194961548,195,0.05568749565759758,-0.0005582336732913972,0.021991915785474703,425.0,-1.4528632164001465e-08
131,336.52,1.783638698607683,195.0,0.00015455492961748973,1341440,25.0,0.0,15.968718326091766,196,0.060247996087182024,-0.0007853567531128647,0.02302592883934267,452.50000000000017,-9.313225746154785e-09
132,340.18,1.7838656164705753,199.75,8.323108537346968e-05,1351680,25.0,0.0,15.968718105554581,196,0.054148705411481556,-0.00041136439467663876,0.022760248891427182,430.0000000000004,1.862645149230957e-09
133,343.52,1.7857875585556031,198.75,0.00011571373294785303,1361920,50.0,0.0,15.968717956542969,195,0.05603799792659751,-0.0005602330243164033,0.019780935332528317,430.0000000000004,4.470348358154297e-09
134,340.66,1.7841592639684678,182.5,7.25465725228247e-05,1372160,50.0,0.0,15.968718069791795,196,0.05379956779740047,-0.0004028482424473623,0.020237098541110755,352.5000000000002,-6.7055225372314455e-09
135,339.94,1.7829535871744155,184.5,0.00011557493063882874,1382400,50.0,0.0,15.968718242645263,196,0.05754433502483719,-0.0005109288380481303,0.023086304753087462,340.00000000000125,-1.2665987014770507e-08
136,339.3,1.7810614496469497,185.25,9.084440627482593e-05,1392640,50.0,0.0,15.96871799826622,196,0.05291833909527603,-0.0004339567964052549,0.019411817399668508,450.0,-5.215406417846679e-09
137,339.22,1.773463287204504,184.0,6.320544794871096e-05,1402880,50.0,0.0,15.968718093633651,196,0.05212524103569081,-0.00025118115154327826,0.020088552677771078,325.0,-2.0116567611694337e-08
138,332.09,1.77138744443655,166.5,7.935366404128174e-05,1413120,50.0,0.0,15.968718087673187,196,0.054618336506650655,-0.000359159785148222,0.021989513537846506,275.0,-2.2351741790771484e-08
139,328.14,1.7785451747477055,178.25,0.00011364300190876974,1423360,50.0,0.00087890625,15.968718135356903,196,0.05544035427356277,-0.0005270932222629198,0.023524291132343934,302.5000000000002,-1.6391277313232423e-08
140,328.82,1.7779334418475627,183.75,0.00010222511976429872,1433600,50.0,0.0,15.968718242645263,196,0.0595411578648818,-0.0005586907534961937,0.021651132369879634,330.0000000000004,4.1723251342773435e-08
