frames,explained_variance,avg_q_retraced,rollout_prob_std,epoch_idx,P09:episode_rewards,fps,grad_norm,model_prob_std,episode_length,policy_entropy,q_loss,policy_gradient_loss,policy_loss,avg_q_selected,PMM:episode_rewards,P01:episode_rewards,policy_gradient_bias_correction,advantage_norm
172800,-145.73915851218675,-4.217314011771965e-05,0.0018919938386189191,24,0.0,384,9.524404478215356e-05,0.00018645240470619378,3324.2708333333335,2.1972225543399335,9.212328507870001e-08,-2.0541521450584665e-07,-2.0541521450584665e-07,-4.389991001225912e-05,0.0,0.0,0.0,0.0022873454495967445
180000,-596.2790092916905,-4.779295489822203e-05,0.0020559814079619144,25,0.0,384,8.107565983892785e-05,0.00016906929072998568,3324.2708333333335,2.1972228413725654,9.964111485122153e-08,1.221902288598755e-06,1.221902288598755e-06,-4.798237484587772e-05,0.0,0.0,0.0,0.0019230004808049568
187200,-211.27279403986833,-4.647731518010308e-05,0.0016581497446777915,26,0.0,383,7.912809558020375e-05,0.00020732382414150507,3324.2708333333335,2.197222628019474,8.414531864003033e-08,1.073251281469642e-06,1.073251281469642e-06,-4.3138113192805456e-05,0.0,0.0,0.0,0.002254002487229074
194400,-1336.4069312378529,-5.566000279815044e-05,0.0017794227824613458,27,0.0,381,5.278226067074057e-05,0.00014627187857201303,3324.2708333333335,2.197223571557847,5.706189260897764e-08,1.5802590634433633e-06,1.5802590634433633e-06,-5.664894370343496e-05,0.0,0.0,0.0,0.0015941185905637124
201600,-338.46934442086484,-4.9381483437764464e-05,0.0018943516399812048,28,0.0,379,6.891421443977961e-05,0.0001838975946390439,3324.2166666666667,2.1972229790544215,7.680845612565465e-08,9.780148872000132e-07,9.780148872000132e-07,-5.200711423054654e-05,0.0,0.0,0.0,0.001981055841399438
208800,-1232.6177056178783,-4.886017155787692e-05,0.0014268566918903638,29,0.0,378,5.9730846608168314e-05,0.00013483607360556218,3324.2166666666667,2.197223698903644,6.135053653903638e-08,1.1651182586090514e-06,1.1651182586090514e-06,-4.992497920789498e-05,0.0,0.0,0.0,0.0016008187419768343
216000,-565.2868463546132,-4.4379792265072106e-05,0.0015232838782483283,30,0.0,378,4.723049179973943e-05,0.00012115932065833635,3324.2166666666667,2.197224005545889,4.768286901441274e-08,1.2559036958365243e-06,1.2559036958365243e-06,-4.388759020236598e-05,0.0,0.0,0.0,0.0013656084031003957
223200,-927.6457021755122,-4.9260255274266304e-05,0.0016327256772268432,31,0.0,377,4.259481090041786e-05,0.00012360360242872977,3324.2166666666667,2.197224052422261,3.534049195093532e-08,4.431016838041757e-07,4.431016838041757e-07,-5.165899221883707e-05,0.0,0.0,0.0,0.0012204833222063999
230400,-710.4111614101905,-4.692654388587691e-05,0.001450048252879805,32,0.0,376,4.262550095202875e-05,0.00015307884207205367,3324.2166666666667,2.1972236038074295,4.867733631473086e-08,9.050183458361888e-07,9.050183458361888e-07,-4.741191882437857e-05,0.0,0.0,0.0,0.0015317332238984536
237600,-597.2928599505797,-4.248852431335463e-05,0.0013733780406668154,33,0.0,375,4.7460964231661444e-05,0.00014976027261157532,3324.2166666666667,2.1972236817728272,4.202223260381631e-08,2.0199588973010156e-06,2.0199588973010156e-06,-4.457207883979088e-05,0.0,0.0,0.0,0.0016217799386779833
244800,-1026.3108059094066,-4.3295207898038836e-05,0.0014604395274173004,34,0.0,373,3.686490492583971e-05,0.00012050289867858507,3324.3333333333335,2.197224071044771,3.341644018056757e-08,5.073079872271584e-07,5.073079872271584e-07,-4.326871502811743e-05,0.0,0.0,0.0,0.0012128838734804565
252000,-770.3843488269952,-4.354218255583772e-05,0.0014665852411265977,35,0.0,372,3.305732687815661e-05,0.0001081158728791775,3324.3333333333335,2.1972242311447387,2.6833960986572944e-08,7.541667682655347e-07,7.541667682655347e-07,-4.5019132292514715e-05,0.0,0.0,0.0,0.0011722509744659544
259200,-1529.2624057803773,-3.842619527057694e-05,0.0015639283394287518,36,0.0,372,3.2660134985970666e-05,9.170770638608519e-05,3324.3333333333335,2.1972244334788553,2.7439128916516853e-08,1.0607283375504997e-06,1.0607283375504997e-06,-4.1785462498412913e-05,0.0,0.0,0.0,0.0009244284337813995
266400,-659.7111009723991,-3.579431877578972e-05,0.0012279421934674303,37,0.0,371,2.848980219148248e-05,0.00010438340489036774,3324.3333333333335,2.197224416344885,2.0462598811656477e-08,1.1633645036338763e-06,1.1633645036338763e-06,-3.5432559277181115e-05,0.0,0.0,0.0,0.0010394494972550611
273600,-1596.6359122427116,-3.644030395110219e-05,0.0013530394682392294,38,0.0,371,1.9181891840271848e-05,8.190412792756101e-05,3324.3333333333335,2.197224668709059,1.5040376835885307e-08,9.427987358177174e-07,9.427987358177174e-07,-3.805388693168634e-05,0.0,0.0,0.0,0.0008208310102119168
280800,-486.7099434868936,-3.2331054792478056e-05,0.00141823692485816,39,0.0,370,2.9766530728860988e-05,0.0001166840677378197,3324.3809523809523,2.197224274388066,2.4246042155414466e-08,9.175255204668458e-07,9.175255204668458e-07,-3.310548490674663e-05,0.0,0.0,0.0,0.0011644113921451442
288000,-1594.4956570460395,-3.208805148686239e-05,0.0014659752838331185,40,0.0,369,2.1679715632364505e-05,7.992349650340287e-05,3324.3809523809523,2.197224691197986,1.7458996494426753e-08,6.386253603423823e-07,6.386253603423823e-07,-3.215506630177904e-05,0.0,0.0,0.0,0.0008679746809408455
295200,-52.47957801627104,-2.6993061404715823e-05,0.0015628329297494748,41,0.0,368,3.09347253979109e-05,8.644133414999747e-05,3324.3809523809523,2.197224534749985,2.3663877980737495e-08,1.195524019204791e-06,1.195524019204791e-06,-2.8692446098099418e-05,0.0,0.0,0.0,0.0009646444046331464
302400,-1055.144863801113,-2.631875687009154e-05,0.00156059136296659,42,0.0,367,1.7691543945058653e-05,7.988914949725501e-05,3324.3809523809523,2.1972247020435085,1.3688105090590293e-08,5.003245515221277e-07,5.003245515221277e-07,-2.681843212378927e-05,0.0,0.0,0.0,0.0007654199074616892
309600,-708.2288123403907,-2.6811687977431664e-05,0.0010775668509318372,43,0.0,366,2.0841772893073228e-05,8.425218249439115e-05,3324.3809523809523,2.1972246707526466,1.6492289335518375e-08,5.210009446859927e-07,5.210009446859927e-07,-2.6228560423312897e-05,0.0,0.0,0.0,0.0008621267767768596
316800,-870.5353176563661,-2.545992302803264e-05,0.0013679941002844736,44,0.0,365,2.0437698462494545e-05,9.519593738743769e-05,3324.3809523809523,2.1972244844203273,2.0503205562450875e-08,3.221141736990252e-07,3.221141736990252e-07,-2.4488293503636854e-05,0.0,0.0,0.0,0.0008866646646800318
324000,-1153.811087850673,-2.7182750273924384e-05,0.0013303860904226267,45,0.0,365,1.8824347551458605e-05,8.43801710377936e-05,3324.3958333333335,2.1972246619254823,1.4923147402871675e-08,7.061937273334876e-07,7.061937273334876e-07,-2.615528833743272e-05,0.0,0.0,0.0,0.0007934521002401212
331200,-792.625002461227,-2.682860987324458e-05,0.0011380625586676861,46,0.0,364,2.272461250952533e-05,7.552731969467241e-05,3324.3958333333335,2.1972247134314644,1.7728496200100732e-08,4.5085347188024626e-07,4.5085347188024626e-07,-2.6616587844939332e-05,0.0,0.0,0.0,0.0007920625713116294
338400,-914.7019466228144,-2.7539964906273844e-05,0.0015436732479957077,47,0.0,363,1.4644264951646786e-05,6.855455442873682e-05,3324.3958333333335,2.1972248957112983,1.1249272419647134e-08,7.88501678770222e-07,7.88501678770222e-07,-2.9029851079994412e-05,0.0,0.0,0.0,0.0006584122022408092
345600,-312.96052938206645,-2.4980917782093977e-05,0.0011442080858664844,48,0.0,362,1.6695941497445485e-05,8.06486249860544e-05,3324.3958333333335,2.197224786429809,1.2088295084463781e-08,4.5245149005553975e-07,4.5245149005553975e-07,-2.4976006408462942e-05,0.0,0.0,0.0,0.0007940788789497136
352800,-1653.037064856136,-2.387118791078283e-05,0.0009630715731029388,49,0.0,362,1.1944371140855724e-05,6.0309494502546795e-05,3324.3958333333335,2.1972249686210525,7.698763119523187e-09,9.637559065080187e-07,9.637559065080187e-07,-2.479140311752793e-05,0.0,0.0,0.0,0.0005733449950171577
360000,-206.10487424083803,-2.119186908443726e-05,0.00121762855228297,50,0.0,361,1.4015019866943454e-05,7.922544469675047e-05,3324.4,2.1972247923240458,1.217138977418011e-08,4.2898128393003954e-07,4.2898128393003954e-07,-2.0936339189350727e-05,0.0,0.0,0.0,0.0007192578493379221
367200,-1693.9101360742663,-2.0406020479455308e-05,0.0011126961721163087,51,0.0,360,1.2027532207127425e-05,5.286385560034444e-05,3324.4,2.197225060907621,7.237567091669943e-09,4.345841548209204e-07,4.345841548209204e-07,-1.997621749870363e-05,0.0,0.0,0.0,0.0005234707992970865
374400,-185.45115589241962,-1.593997260488874e-05,0.0011221220329814118,52,0.0,360,1.7591986757639318e-05,6.211759765813789e-05,3324.4,2.197224890088278,1.222612581191722e-08,5.199563189519791e-07,5.199563189519791e-07,-1.7924753205085047e-05,0.0,0.0,0.0,0.0006411515535090778
381600,-1104.6457359800863,-1.5722032251401456e-05,0.001069300294770099,53,0.0,358,1.2724575648558393e-05,5.968843887868033e-05,3324.4,2.197224969141698,7.969125015005715e-09,4.3444676842412285e-07,4.3444676842412285e-07,-1.5805801313921316e-05,0.0,0.0,0.0,0.0005773775421045786
388800,-504.3394018893835,-1.5734016870014807e-05,0.0011718237387628807,54,0.0,357,1.1896962935008936e-05,6.89604300841153e-05,3324.4,2.197224956167438,8.606916102438764e-09,3.2725968179669054e-07,3.2725968179669054e-07,-1.6720935757181424e-05,0.0,0.0,0.0,0.0006326937635015921
396000,-830.9177913817495,-1.4186897171451539e-05,0.001178410869383613,55,0.0,357,1.2899209857624825e-05,6.375212242326153e-05,3324.4,2.197224910801681,8.269152044800365e-09,3.8591888489403674e-07,3.8591888489403674e-07,-1.4742508256125303e-05,0.0,0.0,0.0,0.0006372448791872615
403200,-1048.1009475904925,-1.4426798770042323e-05,0.0010809256932667248,56,0.0,357,1.3460597375655185e-05,6.77227535383252e-05,3324.46,2.1972248380461696,9.449925659729444e-09,1.901962307886559e-07,1.901962307886559e-07,-1.4219747746407787e-05,0.0,0.0,0.0,0.000645531864189106
410400,-1176.730270299798,-1.369247037986035e-05,0.0011017509574738446,57,0.0,357,1.327745856894703e-05,5.819832361509278e-05,3324.46,2.197224971358738,8.889340312871075e-09,3.3973445221378475e-07,3.3973445221378475e-07,-1.332991377076211e-05,0.0,0.0,0.0,0.0005703214577915824
417600,-822.170457530892,-1.4900370268959605e-05,0.0011659885998615066,58,0.0,356,1.05104369107916e-05,5.4343500042445416e-05,3324.46,2.1972250590059494,6.2115019549565065e-09,4.251365693052649e-07,4.251365693052649e-07,-1.5155444694518417e-05,0.0,0.0,0.0,0.0005245910462556981
424800,-978.9944741008522,-1.675134928444085e-05,0.00086145686444649,59,0.0,356,9.975876700076302e-06,5.018145758489477e-05,3324.46,2.197225084153432,5.824765066291014e-09,3.303224187520403e-07,3.303224187520403e-07,-1.630953118995231e-05,0.0,0.0,0.0,0.0005114163298212433
432000,-1464.4795368718344,-1.6475709037674985e-05,0.0009354541326919775,60,0.0,356,8.80290460093505e-06,5.1964391170343566e-05,3324.46,2.197225058192298,5.9651434234255715e-09,4.167813420541753e-07,4.167813420541753e-07,-1.634453984641437e-05,0.0,0.0,0.0,0.00046567955514478494
439200,-143.08011755997484,-1.670703810259215e-05,0.0009602585715779609,61,0.0,356,1.1949979155508166e-05,6.774068104186289e-05,3324.57,2.197224931405564,8.551943937083314e-09,5.657733046010236e-07,5.657733046010236e-07,-1.627227655725744e-05,0.0,0.0,0.0,0.0006434509490991278
446400,-1538.5820515373648,-1.7381820631035898e-05,0.0009528500938677641,62,0.0,355,7.935939016792524e-06,4.3406698820094616e-05,3324.57,2.197225135697259,4.856909324225837e-09,1.4459685075050949e-07,1.4459685075050949e-07,-1.759677276684865e-05,0.0,0.0,0.0,0.0004128718735514559
453600,-359.88862010631306,-1.6523417914449677e-05,0.0008960906364281332,63,0.0,355,9.791868715769398e-06,4.6168839533327144e-05,3324.57,2.197225098543697,6.398245369229712e-09,4.6552758801159e-07,4.6552758801159e-07,-1.6595579347704335e-05,0.0,0.0,0.0,0.0004759445803898373
460800,-1230.0194176294751,-1.6714324189427425e-05,0.0010404463388085402,64,0.0,354,9.12697410381478e-06,5.018634665797888e-05,3324.57,2.197225027011816,5.736907926201124e-09,4.987753762782268e-07,4.987753762782268e-07,-1.6876087538594987e-05,0.0,0.0,0.0,0.00047876628999934083
468000,-443.5007853755576,-1.701961697293011e-05,0.0011447155488615672,65,0.0,354,9.901933857442331e-06,6.0700371777291066e-05,3324.57,2.197224950686334,6.968368994101737e-09,4.4660453729024683e-07,4.4660453729024683e-07,-1.745495287227087e-05,0.0,0.0,0.0,0.0005477777471157373
475200,-1219.7150035485486,-1.5466110068000633e-05,0.0008246331897047341,66,0.0,354,8.227135020888255e-06,4.834383005620638e-05,3324.57,2.1972251277972785,4.808359023414178e-09,2.812652047063794e-07,2.812652047063794e-07,-1.5810000449243764e-05,0.0,0.0,0.0,0.00045172513327717265
482400,-1016.7512713843425,-1.8038787040661686e-05,0.0009812439478602054,67,0.0,353,9.767632112781524e-06,5.80724350417284e-05,3324.52,2.19722493639068,7.84087510815357e-09,4.1122653134889046e-07,4.1122653134889046e-07,-1.658876117330668e-05,0.0,0.0,0.0,0.000511820685385969
489600,-1364.1263160230183,-1.7853927953885878e-05,0.0007992506975269363,68,0.0,353,6.633825590790438e-06,3.869635527327699e-05,3324.52,2.197225139358687,3.9651582142918416e-09,4.6264026285275705e-07,4.6264026285275705e-07,-1.801875683778602e-05,0.0,0.0,0.0,0.000347972455913714
496800,-578.1814374749497,-1.8116822680105792e-05,0.0010107699803598275,69,0.0,353,7.610621268615229e-06,4.490541887810076e-05,3324.52,2.197225102075824,4.419692460202534e-09,5.690102871828745e-07,5.690102871828745e-07,-1.851322392981641e-05,0.0,0.0,0.0,0.00042167667931413273
504000,-784.0301803284219,-1.7210154445538576e-05,0.0009169802416038382,70,0.0,353,8.408839699645105e-06,4.852862005310589e-05,3324.52,2.1972251301341585,5.073818833901663e-09,3.3005122861085917e-07,3.3005122861085917e-07,-1.646622175973522e-05,0.0,0.0,0.0,0.00048192919969158046
511200,-1030.5420267798725,-1.860826698236244e-05,0.0009626922796594717,71,0.0,353,6.801701821733989e-06,4.609485106324085e-05,3324.52,2.1972250853392183,3.841259001614456e-09,4.928052995544389e-07,4.928052995544389e-07,-1.927869483328294e-05,0.0,0.0,0.0,0.0004164748678178774
518400,-105.39021206974982,-1.8283116824130997e-05,0.0007868551091457217,72,0.0,352,7.723992027942616e-06,5.186588997936442e-05,3324.49,2.197225097692202,4.585109690140385e-09,4.363973603299917e-07,4.363973603299917e-07,-1.785549574449197e-05,0.0,0.0,0.0,0.0004785040878801189
525600,-1781.1145287541233,-1.8389325947479785e-05,0.0008070340656082942,73,0.0,352,5.3547583971599255e-06,3.348196792614699e-05,3324.47,2.1972251820911177,2.541274674294501e-09,4.968745822712487e-07,4.968745822712487e-07,-1.9046385412272528e-05,0.0,0.0,0.0,0.000329673942737436
532800,-487.609390466219,-1.5493667816753214e-05,0.0010448377727953688,74,0.0,352,7.521384237000092e-06,3.81843257967625e-05,3324.47,2.1972251485728944,3.981196904786351e-09,5.552096345211675e-07,5.552096345211675e-07,-1.6499994397624894e-05,0.0,0.0,0.0,0.0003816985332841811
540000,-248339.68561642378,-1.5855555319387262e-05,0.0009349259684298145,75,0.0,352,7.188234199584475e-06,4.088435368663749e-05,3324.47,2.197225101287403,3.965360292192645e-09,2.8797803704429446e-07,2.8797803704429446e-07,-1.558032549197046e-05,0.0,0.0,0.0,0.0003878705103568517
547200,-359.3015507532112,-1.7502386556316202e-05,0.0007294330012677893,76,0.0,351,8.328077520031854e-06,5.4715981873306145e-05,3324.47,2.1972250450603545,5.45946616960374e-09,3.2238615239556966e-07,3.2238615239556966e-07,-1.70416097980338e-05,0.0,0.0,0.0,0.0004997579623016874
554400,-1137.480385641238,-1.675757304881353e-05,0.0007367553655334964,77,0.0,352,6.093293073034121e-06,4.0442350882946644e-05,3324.47,2.1972251380625227,3.539540998565734e-09,5.382236589922217e-07,5.382236589922217e-07,-1.66285589581357e-05,0.0,0.0,0.0,0.0003720878714823321
561600,-740.2154020572276,-1.591311177416024e-05,0.0008913500752496403,78,0.0,351,8.931885690484784e-06,5.457426912294573e-05,3324.44,2.19722497552791,5.6196825298102515e-09,6.463621706400466e-07,6.463621706400466e-07,-1.6472085995133734e-05,0.0,0.0,0.0,0.0005234061173981173
568800,-1227.8624821467313,-1.4979715550590109e-05,0.000804026881576216,79,0.0,351,6.021611246098163e-06,3.4664403053209744e-05,3324.44,2.1972251619327636,3.1821503705432658e-09,3.876828477942052e-07,3.876828477942052e-07,-1.5525473626434822e-05,0.0,0.0,0.0,0.00033575852999165686
576000,-139430.20655951937,-1.4235894065389587e-05,0.0008001349502753015,80,0.0,351,6.729605005900156e-06,3.973817931012337e-05,3324.44,2.1972251142206645,3.888626960752603e-09,4.0832056162174613e-07,4.0832056162174613e-07,-1.4717389319561713e-05,0.0,0.0,0.0,0.0003802485016485878
583200,-830.2708672660305,-1.2624136606035111e-05,0.0007170699270415433,81,0.0,351,7.06703521671988e-06,4.3608364642755945e-05,3324.44,2.197225149860458,3.921395972904109e-09,4.3440750405193417e-07,4.3440750405193417e-07,-1.2902286989376284e-05,0.0,0.0,0.0,0.00044088671482106137
590400,-928.2140567736304,-1.2340835599439338e-05,0.0006796540336757058,82,0.0,351,6.204447421424459e-06,4.1664042606662914e-05,3324.44,2.197225064190607,3.3597463357135827e-09,3.720552281942403e-07,3.720552281942403e-07,-1.242884592829435e-05,0.0,0.0,0.0,0.0003898987647839173
597600,-297.1299529646172,-1.2254183121114845e-05,0.0007236194656107041,83,0.0,350,8.289967503074819e-06,5.4500958559469596e-05,3324.44,2.1972249809144038,6.3481578092914574e-09,3.9688280621926444e-07,3.9688280621926444e-07,-1.2859191161403281e-05,0.0,0.0,0.0,0.0004992527340005919
604800,-1812.8339679970754,-1.1775962457550749e-05,0.0006613721795625022,84,0.0,350,5.267830912374114e-06,3.34673449937286e-05,3324.28,2.1972252052770087,2.9087707620222723e-09,3.383950979742291e-07,3.383950979742291e-07,-1.227096845825924e-05,0.0,0.0,0.0,0.0003200906659972868
612000,-615.4622257665098,-1.1139901878936691e-05,0.0005406481934727331,85,0.0,350,5.276301547469955e-06,3.065122954715195e-05,3324.28,2.1972252053936954,2.7471633818071915e-09,2.227225785373321e-07,2.227225785373321e-07,-1.1458592790346162e-05,0.0,0.0,0.0,0.00030156275238687644
619200,-1374.9111277629554,-1.1576881492045583e-05,0.0004265965831293652,86,0.0,350,5.791064674733125e-06,3.444919570699407e-05,3324.28,2.1972252253123696,3.001816554667957e-09,2.9401321023107885e-08,2.9401321023107885e-08,-1.1739654773359614e-05,0.0,0.0,0.0,0.0003522353182207222
626400,-130.25409095347874,-1.1077565537193768e-05,0.00029549569221347627,87,0.0,350,5.711061906220198e-06,4.270629000262204e-05,3324.28,2.197225151661212,3.2174900643183403e-09,3.2231585425307146e-07,3.2231585425307146e-07,-1.1680546208970731e-05,0.0,0.0,0.0,0.0003938606729156568
633600,-1105.489740550291,-1.0065255052271237e-05,0.0002850835321077846,88,0.0,349,5.047075857114144e-06,3.5158819009362335e-05,3324.28,2.197225228157963,2.4771337172623127e-09,3.449346279746706e-07,3.449346279746706e-07,-1.0494722831456425e-05,0.0,0.0,0.0,0.0003241355402535385
640800,-615.8287768834263,-8.409235379040473e-06,0.0002551983310456762,89,0.0,349,7.1967340158537655e-06,4.8138231394639824e-05,3324.31,2.1972250685899977,4.579083277448273e-09,3.7756164519685245e-07,3.7756164519685245e-07,-9.071443980057588e-06,0.0,0.0,0.0,0.000448844845100834
648000,-1858.923268620198,-8.261067137752395e-06,0.00022769868868552056,90,0.0,349,4.471829576890219e-06,2.9471638117903603e-05,3324.31,2.1972252171159425,1.872817999370881e-09,2.0676186864255886e-07,2.0676186864255886e-07,-8.274054867200073e-06,0.0,0.0,0.0,0.00028567384858574856
655200,-584.6177130012285,-8.029645988619483e-06,0.0002273049661654527,91,0.0,349,4.6454931416713975e-06,3.2416427144359884e-05,3324.31,2.1972252214396444,2.5448865642119746e-09,8.188701183312566e-08,8.188701183312566e-08,-7.965253674268734e-06,0.0,0.0,0.0,0.00029045607558995343
662400,-1049.926395314003,-7.754217627287277e-06,0.0002110164308809025,92,0.0,349,5.098960168734346e-06,3.629850519027388e-05,3324.31,2.19722517518576,2.538711260792767e-09,2.607655843077169e-07,2.607655843077169e-07,-8.137189835695178e-06,0.0,0.0,0.0,0.00033603706032488145
669600,-786.0620689664441,-7.909165493599114e-06,0.00019287435837644695,93,0.0,349,5.8044436696600265e-06,3.82833293619621e-05,3324.31,2.197225176483866,3.11074630244509e-09,2.4995262743050734e-07,2.4995262743050734e-07,-7.663463709910257e-06,0.0,0.0,0.0,0.00038000912686687806
