fps,policy_loss,P09:episode_rewards,episode_length,PMM:episode_rewards,advantage_norm,clip_fraction,epoch_idx,P01:episode_rewards,grad_norm,explained_variance,policy_entropy,approx_kl_divergence,frames,value_loss
228,-0.0013451195518427994,352.5000000000002,347.33,202.25,15.96871787905693,0.235986328125,240,50.0,0.05186787231644093,1.1175870895385742e-09,1.7080238148570062,0.0022039167971684035,2457600,0.009384358991519548
228,-0.0012110746680264128,277.5000000000002,335.39,159.0,15.968717122077942,0.2979248046875,241,22.500000000000007,0.05246519900570664,1.1920928955078126e-08,1.7600680150091648,0.0026219442728347532,2467840,0.007450842640082556
228,-0.001029894322891778,275.0,332.25,145.25,15.968706464767456,0.238330078125,242,0.0,0.05346510682575445,2.16066837310791e-08,1.7795872204005718,0.002052363530162893,2478080,0.008453409557949954
228,-0.0012710166396573187,300.0,334.07,155.5,15.968717670440673,0.235302734375,243,25.0,0.053888721448637975,7.450580596923828e-09,1.7577835857868194,0.0018833791054476024,2488320,0.009876259709926671
228,-0.0008947625388827874,477.5000000000002,343.11,190.0,15.968717640638351,0.181201171875,244,47.50000000000001,0.05417310827814037,-1.4901161193847657e-09,1.7243823774158955,0.001634319706576548,2498560,0.011123704714191263
228,-0.0008501407834046404,427.5000000000002,346.52,201.0,15.968717783689499,0.208056640625,245,47.50000000000001,0.0548195209729884,3.725290298461914e-09,1.6847038216888905,0.0018928274552195035,2508800,0.01197629922444321
228,-0.0009224837223882787,525.0,353.06,227.0,15.968717801570893,0.2248291015625,246,47.50000000000001,0.05531678417381353,-9.313225746154785e-09,1.689829707890749,0.0018208021278041998,2519040,0.010579165312628902
228,-0.0015137659444008022,525.0,354.47,235.0,15.968717801570893,0.2198486328125,247,50.0,0.057100576527153016,5.215406417846679e-09,1.6968896187841893,0.0017940224421806761,2529280,0.014478430563758592
228,-0.0011884871208167169,527.5000000000002,362.6,256.75,15.968717885017394,0.231201171875,248,50.0,0.05540819778656586,-1.4901161193847657e-09,1.6337978959083557,0.001774736153424783,2539520,0.0138911451867898
228,-0.0008248211255704518,550.0,356.54,252.75,15.968717813491821,0.18701171875,249,75.0,0.05175842955597508,2.868473529815674e-08,1.6191425636410712,0.0016059947770770578,2549760,0.012133463077771012
228,-0.0006897274495713645,550.0,353.24,238.25,15.9687175989151,0.166015625,250,75.0,0.04857602941901513,7.450580596923828e-09,1.6489878706634045,0.0014898806341648197,2560000,0.00938868160446873
228,-0.0016009722334274557,427.5000000000002,346.36,204.0,15.968710541725159,0.2869873046875,251,72.50000000000001,0.05121455712281856,-6.332993507385254e-09,1.6385825164616108,0.002607856483808746,2570240,0.008701681042124676
228,-0.0007933554481496686,402.5000000000002,347.05,189.5,15.968717581033706,0.1592041015625,252,50.0,0.04825266768620786,1.080334186553955e-08,1.5258934453129769,0.0013561850983478507,2580480,0.010066335040846752
228,-0.0006274649094848428,452.50000000000017,352.61,197.0,15.968717724084854,0.1864501953125,253,50.0,0.048953844876827406,-1.1548399925231934e-08,1.59959983676672,0.0017111724486767344,2590720,0.010185240674036321
228,-0.0009789450719836167,380.00000000000045,351.42,188.5,15.968717628717423,0.2510009765625,254,50.0,0.052211607358099446,1.2665987014770507e-08,1.6814712136983871,0.0020216282868773306,2600960,0.010311615877071745
228,-0.0010081601081765256,430.0000000000004,359.38,211.75,15.968717855215072,0.246435546875,255,50.0,0.05523918159135201,-1.0430812835693359e-08,1.682936678081751,0.0019371429497937243,2611200,0.011558605192112737
228,-0.001388681697062566,380.00000000000045,349.91,204.75,15.96871782541275,0.2642578125,256,50.0,0.05185198096952974,-1.4901161193847657e-09,1.6230537839233876,0.0023972457471700182,2621440,0.010095279059896711
228,-0.0014351233414345189,527.5000000000002,350.84,224.0,15.968717682361603,0.2365478515625,257,50.0,0.05585779237069906,2.3469328880310058e-08,1.6697405017912388,0.0020338929401304993,2631680,0.010866108009940945
228,-0.0008646593523735646,550.0,345.44,218.0,15.968717885017394,0.1978271484375,258,50.0,0.05186317375407751,-2.0861625671386717e-08,1.684959388524294,0.0017055206839700077,2641920,0.009688655204081442
228,-0.0011534199165907921,525.0,344.59,213.5,15.968717795610427,0.2447265625,259,50.0,0.054723835883201566,-1.2665987014770507e-08,1.6936409667134285,0.002173473575760454,2652160,0.010536412311921595
228,-0.0015197383181657642,377.5000000000002,336.86,175.75,15.968717360496521,0.309033203125,260,47.50000000000001,0.05288490042194401,-3.837049007415772e-08,1.6785195998847484,0.0025109072706754887,2662400,0.007193261535439888
228,-0.0015564191213343292,302.5000000000002,327.91,146.5,15.968717730045318,0.285205078125,261,25.0,0.049590766901274744,2.2351741790771484e-09,1.674092995375395,0.0024216711249891885,2672640,0.0059951258006549326
228,-0.0014827668672296567,225.0,323.17,127.0,15.968716907501221,0.27119140625,262,25.0,0.04891742393194427,-1.3411045074462891e-08,1.6527499437332154,0.00242318232760681,2682880,0.007469469266948181
228,-0.0013772539106867044,282.5000000000007,324.48,132.25,15.968717783689499,0.2761474609375,263,25.0,0.05250794580054423,-4.8428773880004884e-09,1.6851895302534103,0.00236595780091875,2693120,0.00710145285274848
228,-0.0008950121387897525,350.0,322.93,129.5,15.9687175989151,0.23583984375,264,22.500000000000007,0.05165489166925228,-1.080334186553955e-08,1.7022304229438305,0.002110947228504756,2703360,0.00668602604591797
228,-0.0015433395572472363,350.0,323.49,136.0,15.96871513724327,0.3030029296875,265,25.0,0.05300995072807861,-1.1548399925231934e-08,1.7455317862331867,0.0025285134826560805,2713600,0.009183107362781584
228,-0.000761143730051117,255.00000000000043,322.49,125.5,15.96871746778488,0.2446044921875,266,0.0,0.052664698972300514,-1.1548399925231934e-08,1.7526229351758957,0.00207588278624371,2723840,0.006724380185460177
228,-0.0014397004702914272,300.0,325.33,142.5,15.9687175989151,0.27685546875,267,25.0,0.05354261756966859,-1.7508864402770997e-08,1.7463012240827083,0.00216405141618452,2734080,0.009308600304575521
228,-0.000953410364309093,300.0,326.01,147.75,15.968717747926712,0.2552001953125,268,25.0,0.055691128502937136,-1.2293457984924316e-08,1.7726982332766057,0.002067739077551778,2744320,0.009632559121382656
228,-0.0007082202690071426,427.5000000000002,331.94,177.75,15.968717640638351,0.231103515625,269,50.0,0.05572579598085352,-1.4156103134155273e-08,1.7873659044504167,0.001636863320311477,2754560,0.00984926189739781
228,-0.001212561815918889,452.50000000000017,338.55,178.5,15.968717885017394,0.306005859375,270,25.0,0.0545064536859249,1.2293457984924316e-08,1.7834409728646279,0.002267881121156279,2764800,0.008047925030405167
228,-0.0013513511377823307,350.0,329.27,152.75,15.968717479705811,0.3520751953125,271,0.0,0.053011154376516524,-9.313225746154785e-09,1.7666068151593208,0.0028207031047713825,2775040,0.006371025585394818
228,-0.0011593046350753867,250.0,322.97,128.0,15.968717741966248,0.279638671875,272,22.500000000000007,0.05260091311896235,-6.332993507385254e-09,1.7579979963600636,0.002437930608755323,2785280,0.007919208983548743
228,-0.0012704989883786765,280.00000000000045,320.27,137.25,15.968717461824417,0.2453369140625,273,22.500000000000007,0.05169525043731995,-3.7252902984619143e-10,1.7468090869486332,0.0018969481191277282,2795520,0.008332196595074493
228,-0.00118531116459053,335.00000000000085,323.83,145.0,15.968717730045318,0.2636962890625,274,22.500000000000007,0.05107438065393003,1.1920928955078126e-08,1.7174280934035777,0.0020707377491220313,2805760,0.00582125916730547
228,-0.0012848061833210522,227.5000000000002,313.6,104.25,15.96870390176773,0.295068359375,275,0.0,0.047872866882077134,3.725290298461914e-09,1.7174757733941077,0.0028106253380585145,2816000,0.0042606918524597855
228,-0.0013147228291927604,175.0,306.54,80.5,15.968716609477998,0.3053466796875,276,0.0,0.04571728411609114,3.3527612686157227e-09,1.704906565696001,0.002682033203609535,2826240,0.004451212358935664
228,-0.0010813261033035815,152.50000000000023,306.97,79.75,15.968717116117478,0.265087890625,277,0.0,0.05183413178612286,-9.685754776000977e-09,1.7037288956344128,0.002197241419492002,2836480,0.006254043689352784
228,-0.0011428448298829608,232.50000000000063,316.21,102.25,15.968717205524445,0.2822021484375,278,0.0,0.05094834781011296,2.0116567611694337e-08,1.6821738280355931,0.0021486332663016583,2846720,0.006152280520723252
228,-0.0012615141284186393,330.0000000000004,324.05,122.25,15.968717396259308,0.2598388671875,279,0.0,0.04678171462612036,1.0058283805847169e-08,1.618533155322075,0.002113586386357014,2856960,0.007125142751817748
228,-0.0010561855728155934,402.5000000000002,329.85,130.25,15.968712490797042,0.3199951171875,280,0.0,0.04858259106647966,-3.7252902984619143e-10,1.5961674846708775,0.0028899686370550625,2867200,0.00614041113666417
228,-0.0010475727962329985,287.5000000000011,324.97,125.5,15.968712496757508,0.2820068359375,281,0.0,0.04906618633175307,1.4156103134155273e-08,1.6735621869564057,0.0023154663591725467,2877440,0.005502116089098763
228,-0.0007872422689615633,225.0,320.29,109.0,15.968717479705811,0.235009765625,282,0.0,0.04793827682879307,-1.4528632164001465e-08,1.672389166802168,0.0020016038196558838,2887680,0.00685679845228151
228,-0.0006309687387329177,225.0,320.98,112.5,15.968717032670975,0.2380859375,283,0.0,0.05046531788361529,5.215406417846679e-09,1.703404439240694,0.0019107602267325774,2897920,0.006451973762557373
228,-0.0009121583472733619,425.0,333.81,159.0,15.968717855215072,0.1986328125,284,25.0,0.0547802784750119,-4.097819328308106e-09,1.7690721325576306,0.0015026350925950282,2908160,0.011740856952383184
228,-0.0006488106737378985,500.0,340.29,196.25,15.968717795610427,0.2149658203125,285,47.50000000000001,0.05285473691057939,-5.587935447692871e-09,1.7652692772448062,0.001702056595547674,2918400,0.009185757389968786
228,-0.0013526588336389977,527.5000000000002,341.44,206.75,15.968717765808105,0.31826171875,286,25.0,0.056152798646782666,-1.7881393432617187e-08,1.778896751999855,0.0024638512574711056,2928640,0.008987954171425372
229,-0.0011381773872926714,435.00000000000085,334.61,190.0,15.968717330694199,0.281689453125,287,25.0,0.05328676030574163,1.0430812835693359e-08,1.758655747026205,0.0022926168505648546,2938880,0.007468865107102829
228,-0.0010383876626292477,355.00000000000045,320.33,145.0,15.968717449903489,0.2654052734375,288,25.0,0.05218557708847531,-1.3783574104309083e-08,1.7005295164883136,0.0020853886849380387,2949120,0.007122518898313501
229,-0.0008542978139303159,355.00000000000045,318.57,142.25,15.968717432022094,0.2061767578125,289,25.0,0.052677503032517656,-1.2665987014770507e-08,1.7147140681743622,0.0018318502305760375,2959360,0.007893477108086699
229,-0.0008730316149012651,425.0,318.9,149.75,15.96871657371521,0.2481689453125,290,25.0,0.05356659826815735,2.421438694000244e-08,1.7108559146523477,0.0019433143287642452,2969600,0.00809877261000338
229,-0.0011345715887728148,427.5000000000002,318.7,150.75,15.968717008829117,0.3472900390625,291,25.0,0.05111088387492298,-4.8428773880004884e-09,1.715882070362568,0.0028970866728741385,2979840,0.006586811445293961
229,-0.0012847177564253797,450.0,320.64,150.25,15.968717741966248,0.27236328125,292,25.0,0.05069869348437024,-3.725290298461914e-09,1.7021707721054553,0.0023728486356276333,2990080,0.009262147780282249
229,-0.0007507604103011544,427.5000000000002,321.32,148.5,15.968718045949936,0.223046875,293,25.0,0.054966748723125736,-9.313225746154785e-09,1.7006977066397666,0.001691625033015498,3000320,0.0075526048232859464
229,-0.0011517398110299838,330.0000000000004,319.99,138.25,15.968717104196548,0.2775390625,294,0.0,0.049729301322389216,8.568167686462402e-09,1.69790103957057,0.0021162944873935885,3010560,0.0054945040297752715
229,-0.001297518545834464,280.00000000000045,314.25,117.25,15.968717163801193,0.2984619140625,295,0.0,0.04996473557962141,3.725290298461914e-09,1.745053657889366,0.002314862107357385,3020800,0.005510438059627631
229,-0.0005722614594560582,202.50000000000023,310.14,98.75,15.968716543912887,0.239306640625,296,0.0,0.05047135656970444,1.0430812835693359e-08,1.730817124247551,0.0018725912801642152,3031040,0.007379746142760268
229,-0.0008666738329338841,177.50000000000023,312.08,97.5,15.968713504076003,0.24580078125,297,0.0,0.04773312203822934,2.16066837310791e-08,1.6885795630514622,0.0019857169493832315,3041280,0.0046754091501253646
229,-0.0011204329071915708,175.0,301.29,70.25,15.968702936172486,0.2233154296875,298,0.0,0.03598241598634425,-3.7252902984619143e-10,1.4569398321211338,0.0019332071694691422,3051520,0.0023640261413547135
229,-0.0010608444099489134,100.0,292.85,43.25,15.968710952997208,0.248046875,299,0.0,0.03723935992569062,2.0116567611694337e-08,1.4399741567671298,0.0019542396055726385,3061760,0.0033498771618525325
229,-0.0008276699722046032,75.0,290.33,34.5,15.968675136566162,0.31025390625,300,0.0,0.04362024954357829,1.601874828338623e-08,1.5660984918475152,0.0029460635425039073,3072000,0.002060272998633206
229,-0.0007872067810239969,75.0,290.64,30.25,15.968446552753448,0.214794921875,301,0.0,0.042203600129353355,-1.3783574104309083e-08,1.5454032965004445,0.0019403635484877668,3082240,0.0014739923914114162
229,-0.0005251807995591661,75.0,288.75,23.5,15.968541383743286,0.28134765625,302,0.0,0.047034574192634314,-5.587935447692871e-09,1.6060242295265197,0.002193903320574009,3092480,0.002073132102546671
229,-0.0012017762128380127,75.0,288.95,33.5,15.968711709976196,0.333740234375,303,0.0,0.04443282697937358,-1.0058283805847169e-08,1.5915818400681019,0.0026241755617775198,3102720,0.0030837428284673507
229,-0.0010991743331032922,100.0,290.14,41.0,15.968706327676774,0.3111328125,304,0.0,0.04448807773223451,-1.7136335372924803e-08,1.6266764722764493,0.0024854984877947573,3112960,0.0030347646115302497
229,-0.0012783503145328723,100.0,290.62,42.0,15.968616443872452,0.3514892578125,305,0.0,0.043198701137366756,2.6077032089233397e-09,1.6404480136930943,0.0031121114025154384,3123200,0.002098990322770078
229,-0.0010155466370633803,77.50000000000021,290.61,34.75,15.968703073263168,0.3008056640625,306,0.0,0.04396879081808044,-2.2351741790771484e-09,1.6581574454903603,0.0024534463872385006,3133440,0.0027693963192081837
229,-0.000739858276938321,77.50000000000021,291.57,35.5,15.968710702657699,0.279931640625,307,0.0,0.04718590100565731,-5.960464477539063e-09,1.715242040157318,0.002125599302115688,3143680,0.00331162628955326
229,-0.0012303416842769366,125.0,299.18,54.0,15.96871550679207,0.34599609375,308,0.0,0.047687727066905106,4.470348358154297e-09,1.7116799600422383,0.0028428243002281304,3153920,0.004744007037834308
229,-0.0010243057615298313,150.0,305.4,71.0,15.968717235326768,0.293017578125,309,0.0,0.05134537992502598,8.568167686462402e-09,1.7246948085725307,0.002018671018151963,3164160,0.006349403462490954
229,-0.000672650057276769,200.0,313.9,94.25,15.968717670440673,0.223828125,310,0.0,0.051605254386151135,-7.82310962677002e-09,1.662153736501932,0.0018502715099430133,3174400,0.007934998958808137
229,-0.0006583300273632631,202.50000000000023,323.62,117.25,15.968717634677887,0.2130615234375,311,25.0,0.050001761991963586,1.601874828338623e-08,1.6841830879449844,0.0014633303545053878,3184640,0.008285482585051795
229,-0.0008228974376834231,280.00000000000045,331.41,151.5,15.96871566772461,0.2034423828125,312,25.0,0.05481409964002156,1.7881393432617187e-08,1.6762797020375728,0.0014017452363816573,3194880,0.009516613618552583
229,-0.0006675743279629387,355.00000000000045,329.88,155.5,15.968717676401138,0.2175048828125,313,25.0,0.05289521396099398,-4.097819328308106e-09,1.6578876450657845,0.0016775826455727838,3205120,0.00794572997110663
229,-0.0008443749400612432,325.0,326.66,146.75,15.968717676401138,0.2026123046875,314,25.0,0.04649179933359933,-2.6077032089233397e-09,1.606694333255291,0.0015394358893161097,3215360,0.006833419116446748
229,-0.0007797116919391556,275.0,325.06,135.75,15.968715989589692,0.211376953125,315,25.0,0.04806030579403674,-9.313225746154785e-09,1.630687391012907,0.0016555997643934006,3225600,0.007620842496635305
229,-0.0017318869024165906,250.0,326.2,138.5,15.968717324733735,0.2995361328125,316,25.0,0.05260872202889921,1.30385160446167e-08,1.5978321760892868,0.002097849184798406,3235840,0.008437133746792825
229,-0.0011142406005092199,427.5000000000002,330.93,161.25,15.968717694282532,0.265869140625,317,25.0,0.0520047322303044,1.0058283805847169e-08,1.5624484062194823,0.001812610212243726,3246080,0.0093153264009743
229,-0.00016241685079876333,527.5000000000002,334.82,179.0,15.968717700242996,0.1844970703125,318,25.0,0.05124399632614418,-1.7136335372924803e-08,1.6440413929522038,0.0014576358173201242,3256320,0.007588345980911982
229,-0.0007200844225735637,502.5000000000002,327.61,164.0,15.968716984987259,0.26884765625,319,25.0,0.048934212993987605,-7.450580596923828e-09,1.6226308993995189,0.002131872456499195,3266560,0.006710761530916898
229,-0.0008489199110044865,452.50000000000017,320.6,144.25,15.968717271089554,0.3048828125,320,22.500000000000007,0.051229763988788625,1.4901161193847656e-08,1.6699270889163018,0.0023882361813889474,3276800,0.007900662489555543
229,-0.0009890001918392954,250.0,317.77,122.75,15.968717747926712,0.31708984375,321,0.0,0.05030681752331386,8.568167686462402e-09,1.6912406042218209,0.0025413855372164564,3287040,0.006870821929624071
229,-0.0011988024787569884,202.50000000000023,316.37,111.75,15.96871738433838,0.2825439453125,322,0.0,0.05237895576968367,-9.685754776000977e-09,1.7167447350919247,0.0019377877974079637,3297280,0.006107948016870068
229,-0.0012177874839835567,200.0,321.44,110.5,15.968717777729035,0.2590087890625,323,25.0,0.051551193798359575,-2.7939677238464355e-08,1.7234823659062386,0.002230928115585584,3307520,0.008282991162195686
229,-0.001397158357940498,225.0,328.17,123.25,15.96871766448021,0.242041015625,324,25.0,0.05428661718997465,-1.4901161193847657e-09,1.7423317424952984,0.0016644746543533983,3317760,0.01045600452580402
229,-0.0010122726878762478,325.0,344.92,173.5,15.968717896938324,0.182763671875,325,47.50000000000001,0.05487231440261159,1.6763806343078613e-08,1.7350144594907762,0.0013740299884148043,3328000,0.011407115991096362
229,-0.0009675677822087892,502.5000000000002,351.49,198.0,15.96871758699417,0.256689453125,326,25.0,0.05475273043958047,-3.725290298461914e-09,1.70065476000309,0.0017122598686114543,3338240,0.00958126215118682
229,-0.00066785450635507,477.5000000000002,351.31,203.5,15.968717592954636,0.2365966796875,327,50.0,0.05463772226408331,5.215406417846679e-09,1.7089753203094005,0.0015133769373932183,3348480,0.009710704229291878
229,-0.001271788461599499,502.5000000000002,339.43,196.75,15.968717849254608,0.2665283203125,328,25.0,0.05603186040721373,5.960464477539063e-09,1.735591284185648,0.0017580518503109489,3358720,0.009615239477716387
229,-0.001081967313803034,405.00000000000045,336.21,184.25,15.968717724084854,0.2131591796875,329,25.0,0.054799015616183264,-2.7194619178771972e-08,1.6975873604416847,0.0015742212213694985,3368960,0.01149791587740765
229,-0.0009681297357019503,507.5000000000006,346.06,223.75,15.968717813491821,0.198583984375,330,50.0,0.057349807437591604,-2.458691596984863e-08,1.67702122554183,0.0012312633507690408,3379200,0.013898343827895588
229,-0.0013675364105438347,477.5000000000002,350.1,238.25,15.968717676401138,0.242822265625,331,75.0,0.05854226980297579,-7.82310962677002e-09,1.644042258709669,0.001440868661973127,3389440,0.01399612845852971
229,-0.000935272276183241,555.0000000000005,351.49,264.25,15.968717986345291,0.1908203125,332,122.5,0.05592072440813082,-8.195638656616212e-09,1.6489952370524406,0.0012239317844091602,3399680,0.015112021268578246
229,-0.001119385759375291,555.0000000000005,353.09,283.0,15.96871801018715,0.183154296875,333,147.5,0.05782863086441786,3.3527612686157227e-09,1.6339433260262013,0.0012499604352257166,3409920,0.015830123325577004
229,-0.0006830516271293163,550.0,352.1,288.0,15.968717938661575,0.1387451171875,334,150.0,0.051988995169898876,-1.080334186553955e-08,1.6213460102677346,0.0011334030193836497,3420160,0.015494454048166517
229,-0.0010889522225625114,532.5000000000007,355.61,294.5,15.968717783689499,0.1926513671875,335,172.5,0.05641053445759379,-1.862645149230957e-09,1.6284672796726227,0.001421240409936786,3430400,0.014411885027220706
229,-0.0011706942779710517,382.5000000000007,357.24,272.75,15.968717956542969,0.22314453125,336,150.0,0.05690957087131939,-4.097819328308106e-09,1.6802544921636582,0.0016270326373785337,3440640,0.014183291375229602
229,-0.000932528937846655,552.5000000000002,366.9,298.0,15.968717753887177,0.22265625,337,150.0,0.05852021247823065,-1.4156103134155273e-08,1.7062074929475783,0.0014705783448107467,3450880,0.015549063457001466
229,-0.001097804052187712,552.5000000000002,361.56,286.25,15.968717849254608,0.197412109375,338,125.0,0.05716702484634576,-1.0058283805847169e-08,1.6803002402186393,0.0012960084821060035,3461120,0.012687005480984226
229,-0.0009163587004877627,580.0000000000005,359.8,289.5,15.968717944622039,0.1687255859375,339,125.0,0.055704117160456756,3.3527612686157227e-09,1.7053883522748947,0.0010955481609471462,3471360,0.01488659759525035
229,-0.0016068444143456872,602.5000000000002,357.33,272.5,15.96871782541275,0.2627685546875,340,75.0,0.05618805932730307,1.9371509552001954e-08,1.6778929471969604,0.001576599386152111,3481600,0.011719169818388765
229,-0.0012687607555562862,527.5000000000002,354.59,258.0,15.968717902898788,0.2119873046875,341,75.0,0.05774208990997195,-1.3411045074462891e-08,1.666986145824194,0.0013765409996722155,3491840,0.012674128683283926
229,-0.0008128450055664871,527.5000000000002,363.65,263.25,15.968717753887177,0.222021484375,342,75.0,0.05803610176303473,7.450580596923828e-09,1.6723202660679817,0.0014741001631762174,3502080,0.01233627694491588
229,-0.001194795311312191,552.5000000000002,362.36,263.0,15.968717795610427,0.2193359375,343,75.0,0.05489246984482075,3.725290298461914e-09,1.6521608501672744,0.0014900718042838434,3512320,0.011833115035369702
229,-0.0007162963280279655,527.5000000000002,361.05,240.5,15.968717646598815,0.1736328125,344,75.0,0.053068776793032256,9.313225746154785e-09,1.6576128251850606,0.001163703989249143,3522560,0.009996116436377633
229,-0.0013008245805394836,477.5000000000002,356.61,218.75,15.96871782541275,0.26806640625,345,47.50000000000001,0.05173300037352811,-2.421438694000244e-08,1.6502249270677567,0.0018102035924073335,3532800,0.009788793835377873
229,-0.0005592120923211041,452.50000000000017,345.35,193.75,15.968717843294144,0.17783203125,346,25.0,0.05115982913050613,2.9802322387695314e-09,1.6750176206231118,0.001247619713194581,3543040,0.008551346312378883
229,-0.0012556818066514098,357.5000000000007,337.48,170.25,15.968717944622039,0.2498291015625,347,25.0,0.04888034738221387,-8.195638656616212e-09,1.6431911155581473,0.0017338831358344464,3553280,0.00896947747842205
229,-0.0007872868067352101,305.00000000000045,326.47,153.0,15.968717300891877,0.2220947265625,348,25.0,0.0476206932617219,1.1175870895385742e-09,1.6318455822765827,0.0015506769212947802,3563520,0.007308870569931969
229,-0.001176917653356213,355.00000000000045,327.43,154.25,15.968717682361603,0.2774658203125,349,50.0,0.05032979531843079,-6.332993507385254e-09,1.6270233623683452,0.0018314725246426633,3573760,0.008472275596068357
229,-0.0009220653300872073,355.00000000000045,326.76,150.75,15.968717604875565,0.197119140625,350,47.50000000000001,0.048055865816467355,-3.3527612686157227e-09,1.6226406522095203,0.0013489174972164618,3584000,0.009607657480319175
229,-0.0006386342451150995,360.0000000000009,339.03,169.25,15.968717569112778,0.2232666015625,351,50.0,0.05083313587354983,1.1920928955078126e-08,1.6401895456016065,0.0015581873640030607,3594240,0.009571191145369085
229,-0.000784666178151383,315.00000000000125,349.02,187.25,15.96871783733368,0.2186767578125,352,50.0,0.0540521709692271,4.8428773880004884e-09,1.6956532709300518,0.0014081052475177103,3604480,0.011521370380069128
229,-0.0010706891847803491,525.0,359.3,217.5,15.968717688322068,0.206982421875,353,50.0,0.05266716445669119,4.097819328308106e-09,1.7009693741798402,0.0013309626148839016,3614720,0.01261573020128708
229,-0.0009443147049751133,480.00000000000045,360.34,224.0,15.968717658519745,0.2192626953125,354,50.0,0.055152271562240854,1.4528632164001465e-08,1.6778897300362587,0.0012744573158386175,3624960,0.012100528269911592
229,-0.0006171734723466216,552.5000000000002,364.85,255.0,15.96871775984764,0.1977783203125,355,50.0,0.0553020188883395,-2.6077032089233397e-09,1.674384305626154,0.0015369750329455201,3635200,0.012323373004619498
229,-0.0005615537127596326,432.5000000000006,360.26,237.5,15.968717807531357,0.1777099609375,356,50.0,0.05353737831867609,-3.3527612686157227e-09,1.7037034206092359,0.0012239037249401007,3645440,0.01149488760420354
229,-0.0012420380939147436,502.5000000000002,359.0,244.5,15.968717920780183,0.251611328125,357,50.0,0.05659496428847081,-1.4156103134155273e-08,1.667792796343565,0.0017981970045298113,3655680,0.012003004634971148
229,-0.0008904173506380175,450.0,362.39,239.0,15.968717855215072,0.1968017578125,358,75.0,0.05484910790044885,2.1979212760925294e-08,1.6374108731746673,0.0012535112791681514,3665920,0.011923112953081728
229,-0.0009856480941380142,427.5000000000002,362.0,247.75,15.968717896938324,0.168994140625,359,100.0,0.05251436181208267,1.0430812835693359e-08,1.640141173452139,0.0011049641281033473,3676160,0.013725665485253558
229,-0.001169976344681345,402.5000000000002,363.39,238.0,15.968717777729035,0.2065673828125,360,75.0,0.05526627281680115,-4.8428773880004884e-09,1.6342141292989254,0.001310776220441312,3686400,0.011429605104240181
229,-0.0003669250105303945,375.0,355.99,225.25,15.968717819452285,0.1810791015625,361,75.0,0.055685008733595956,-1.4528632164001465e-08,1.6133422821760177,0.0011213690425620371,3696640,0.011081446220305224
229,-0.000787606763333315,325.0,343.11,198.25,15.96871777176857,0.2113525390625,362,25.0,0.05546646544821461,-3.725290298461914e-09,1.6133645996451378,0.001339610838107319,3706880,0.011158066898678954
229,-0.0008262450304755475,325.0,338.76,197.75,15.96871775984764,0.21337890625,363,50.0,0.05295310841576086,1.4901161193847657e-09,1.6158221259713172,0.001326029266985529,3717120,0.011180711391352816
229,-0.0011198674201295944,407.5000000000006,342.95,203.25,15.968717449903489,0.193505859375,364,25.0,0.05107541830397361,-2.421438694000244e-08,1.585587626695633,0.0013910253343595968,3727360,0.010043146490716026
229,-0.0008773857436608524,477.5000000000002,344.17,204.75,15.96871770620346,0.209765625,365,50.0,0.054504551368765884,-2.9802322387695314e-09,1.60115904211998,0.0012425444087114101,3737600,0.010232920348971674
229,-0.0008577543576393509,500.0,351.26,210.25,15.968717724084854,0.1929931640625,366,50.0,0.054609012184681706,3.725290298461914e-09,1.615885603427887,0.0010768089326077756,3747840,0.01057967750930402
229,-0.000759503976587439,452.50000000000017,348.25,205.5,15.968717610836029,0.210693359375,367,50.0,0.05287513114256655,-3.054738044738769e-08,1.6003404453396797,0.0011823634168990794,3758080,0.008215552722685971
229,-0.001190429993584985,402.5000000000002,334.33,177.25,15.968717479705811,0.2625244140625,368,25.0,0.0511999357333643,6.7055225372314455e-09,1.5409169793128967,0.0016495539508724732,3768320,0.006084742812799959
229,-0.0009124592652369756,227.5000000000002,313.06,124.25,15.968717736005782,0.2509765625,369,25.0,0.050011301285294706,8.940696716308593e-09,1.531204129010439,0.0015048207166842077,3778560,0.007787382811511634
229,-0.0005084343210910447,400.0,320.0,144.5,15.968717521429062,0.1862548828125,370,25.0,0.0505587021475961,0.0,1.496628612279892,0.0012911527440905956,3788800,0.009113947635341901
229,-0.0009138715775407035,400.0,330.45,154.75,15.968717736005782,0.22646484375,371,25.0,0.05220852987757355,7.450580596923829e-10,1.5481037624180316,0.0014709339529190401,3799040,0.008364330398217134
229,-0.00105337877466809,405.00000000000045,342.42,181.0,15.968717813491821,0.2198486328125,372,25.0,0.05363738152235573,-1.4156103134155273e-08,1.5637869879603385,0.0013949760801047263,3809280,0.00992786252463702
229,-0.0010011319940531394,352.5000000000002,345.27,180.5,15.968717813491821,0.2209716796875,373,25.0,0.05575120693971455,-5.587935447692871e-09,1.5996965631842612,0.0013508112575919995,3819520,0.011087869078619406
229,-0.0006931583979167044,375.0,351.25,201.75,15.968717652559281,0.1918701171875,374,25.0,0.05498252480234791,-9.313225746154785e-09,1.5722351878881455,0.0011065870788456778,3829760,0.01184633944685629
229,-0.0006261474252823973,377.5000000000002,352.79,210.75,15.968717867136002,0.173681640625,375,25.0,0.05239345760936096,-1.862645149230957e-09,1.5323457174003123,0.0010597819675631115,3840000,0.009889550844854966
