fps,policy_loss,P09:episode_rewards,episode_length,PMM:episode_rewards,advantage_norm,clip_fraction,epoch_idx,P01:episode_rewards,grad_norm,explained_variance,policy_entropy,approx_kl_divergence,frames,value_loss
219,-0.0015413912668009288,400.0,346.47,202.0,15.968717765808105,0.2284423828125,16,50.0,0.05195074562978057,7.078051567077636e-09,1.750798188894987,0.0030697205795149783,163840,0.009067975493962876
219,-0.0011522670756676234,475.0,340.68,192.5,15.968717813491821,0.2275634765625,17,47.50000000000001,0.051365779146736915,5.587935447692871e-09,1.7332263469696045,0.003041477751594357,174080,0.009040411196110654
220,-0.0012596366763318657,475.0,336.5,176.5,15.968717563152314,0.2643798828125,18,50.0,0.056719704950406555,-1.3411045074462891e-08,1.72531533613801,0.0039711042204316985,184320,0.009826320726097038
220,-0.0014811915241807582,475.0,346.13,196.25,15.968717789649963,0.22099609375,19,50.0,0.05744271459401394,1.4901161193847657e-09,1.6993667259812355,0.003263583671082415,194560,0.013474135538126574
220,-0.0017061093421943951,477.5000000000002,356.77,227.5,15.968717849254608,0.2419189453125,20,50.0,0.056967664391912906,1.7136335372924803e-08,1.7101637184619904,0.0032541556524506633,204800,0.012953982681210618
220,-0.0014026175696926658,500.0,359.41,244.25,15.968717795610427,0.2142333984375,21,50.0,0.054255693196925546,-1.862645149230957e-09,1.7134680964052678,0.002937676344163265,215040,0.010939347859675763
220,-0.0018531071746110683,550.0,361.01,252.0,15.968717873096466,0.216650390625,22,75.0,0.05520957622338009,-1.1920928955078126e-08,1.7107101760804653,0.0030099254520678186,225280,0.012719191999349278
220,-0.001461372533958638,550.0,355.67,250.5,15.968717849254608,0.2280029296875,23,50.0,0.05596910077453775,1.1175870895385742e-09,1.7328957498073578,0.002902086213441635,235520,0.011111866751889465
220,-0.0016402866116550286,527.5000000000002,345.27,217.0,15.96871775984764,0.243505859375,24,50.0,0.051165331711204076,2.1979212760925294e-08,1.7359337501227856,0.003387546635167382,245760,0.008738151246143388
220,-0.0014586558390874416,402.5000000000002,336.0,175.5,15.968714439868927,0.2602783203125,25,25.0,0.052674371078083884,-4.470348358154297e-09,1.7470172725617885,0.0032564888055730988,256000,0.006963193625222175
221,-0.0012261107985978015,325.0,326.63,142.0,15.968717390298844,0.253759765625,26,25.0,0.05145293719366397,-2.7567148208618165e-08,1.7124539330601691,0.0033221491118410997,266240,0.008272431809018599
221,-0.0013308525667525828,227.5000000000002,324.27,121.75,15.968715649843215,0.28447265625,27,25.0,0.0539135119579919,-1.3411045074462891e-08,1.7214058496057987,0.004131105728845341,276480,0.005763449156609113
221,-0.0009968908263545018,227.5000000000002,321.26,123.0,15.968714743852615,0.2603271484375,28,25.0,0.05248674316149706,-1.080334186553955e-08,1.7325167812407016,0.0036109060361923183,286720,0.0075186745062467255
222,-0.0015712048258137656,225.0,321.66,108.0,15.96871351003647,0.2730712890625,29,0.0,0.05008562263408913,2.2351741790771484e-09,1.6984020456671716,0.00403557949914557,296960,0.0055700296285664305
222,-0.0010330988618079573,225.0,323.08,108.5,15.96871400475502,0.21953125,30,0.0,0.05029579600960253,1.4156103134155273e-08,1.689687229692936,0.0031316323951500634,307200,0.006207572617552159
222,-0.0012119753286242486,202.50000000000023,321.8,97.25,15.968717181682587,0.2708251953125,31,0.0,0.05200740319990408,-7.450580596923828e-09,1.7375816226005554,0.004292393096557134,317440,0.006280613194121543
222,-0.0012037795764626934,202.50000000000023,322.4,106.25,15.968717914819717,0.2429443359375,32,22.500000000000007,0.051897691305430274,5.215406417846679e-09,1.7761700630187989,0.003335054033482265,327680,0.008749993418678059
223,-0.0013848232712916797,327.5000000000002,330.17,149.0,15.968717896938324,0.196630859375,33,25.0,0.05749335680266589,-4.097819328308106e-09,1.7188093461096288,0.0028043695382734767,337920,0.013024714644416235
223,-0.0017901241109939293,375.0,344.65,202.75,15.968717813491821,0.201611328125,34,50.0,0.05466472912006674,-9.313225746154785e-09,1.6947832122445106,0.0027388754736875852,348160,0.013887770231667674
223,-0.0017311186595179607,550.0,356.94,250.75,15.968717795610427,0.2329833984375,35,50.0,0.0555900080182644,1.1175870895385742e-09,1.7325893104076386,0.0031152377283660826,358400,0.012565621496742096
224,-0.0014675310092570725,550.0,353.15,246.0,15.968717736005782,0.2240234375,36,75.0,0.05607445880224726,-1.080334186553955e-08,1.760212455689907,0.0028286303934919486,368640,0.010617487244599034
224,-0.0010232109158096136,550.0,356.7,237.0,15.968717789649963,0.1712158203125,37,50.0,0.05404370589037825,-1.080334186553955e-08,1.749220748990774,0.0023463816094960064,378880,0.011711892453604378
224,-0.001334684429821209,430.0000000000004,352.75,214.5,15.968717861175538,0.228369140625,38,50.0,0.056288115256697635,-1.899898052215576e-08,1.7699420280754565,0.003197308160076773,389120,0.010450421713176183
224,-0.0015958681149641051,377.5000000000002,357.1,202.0,15.96871771812439,0.2606689453125,39,50.0,0.054550097358172255,1.0058283805847169e-08,1.7333519354462623,0.00374515786562597,399360,0.009602015106429463
224,-0.0014843374599877279,400.0,350.96,196.0,15.968717902898788,0.2785400390625,40,50.0,0.05673955582761984,-1.1175870895385742e-09,1.7265176840126515,0.0036113735636718047,409600,0.008676666414976353
225,-0.0008679349026351702,405.00000000000045,348.33,199.25,15.968717795610427,0.191748046875,41,50.0,0.058432413582122845,0.0,1.740935529768467,0.002380144162657416,419840,0.011809324644855224
225,-0.0012856572848249925,500.0,351.84,217.5,15.968717455863953,0.246142578125,42,50.0,0.05312210452883398,-1.1920928955078126e-08,1.7319053076207638,0.0033765314463607863,430080,0.009103834250527142
225,-0.0006521459294162923,500.0,352.74,231.0,15.968717789649963,0.1510498046875,43,50.0,0.05369787762388576,-2.2351741790771484e-09,1.6955676302313805,0.0019376727418091376,440320,0.011820021948005887
225,-0.0015304474512959133,525.0,356.12,241.75,15.968717700242996,0.2137939453125,44,50.0,0.054876165113890096,-1.4901161193847657e-09,1.7063387967646122,0.0031048841550500583,450560,0.011860754495137371
225,-0.0012822909644455648,502.5000000000002,352.51,221.0,15.968717765808105,0.224658203125,45,50.0,0.05178771274766897,6.332993507385254e-09,1.7087543919682502,0.0037614185511301913,460800,0.009282553393859416
225,-0.0012785297683876706,455.0000000000004,353.74,206.75,15.9687175989151,0.200927734375,46,50.0,0.05272985055983258,-7.450580596923828e-09,1.6912693835794925,0.003104973283689105,471040,0.010438733629416674
226,-0.0009705102131192689,405.00000000000045,355.06,193.75,15.968717056512833,0.219287109375,47,50.0,0.05389608082526698,9.313225746154785e-09,1.6980098597705364,0.0028413536949074116,481280,0.008691541999087348
225,-0.0012438191602996084,305.00000000000045,341.59,149.0,15.968702572584153,0.2681640625,48,22.500000000000007,0.04688232053614924,-6.332993507385254e-09,1.7026180766522885,0.003829249874212337,491520,0.004373183608936415
226,-0.0010227343227597885,305.00000000000045,332.19,135.5,15.968717658519745,0.220361328125,49,0.0,0.05231494711692954,2.60770320892334e-08,1.7688616886734962,0.0028156774695276,501760,0.008073912608233513
226,-0.00128491190407658,230.0000000000004,326.55,115.0,15.968717992305756,0.2889892578125,50,0.0,0.056827645634688964,9.685754776000977e-09,1.735328282415867,0.003848518769382281,512000,0.008681331318803132
226,-0.001730467212109943,302.5000000000002,336.18,150.5,15.96871750354767,0.2449462890625,51,25.0,0.053829196302458526,-7.82310962677002e-09,1.7159082226455211,0.0028938819821576088,522240,0.009370771625253838
226,-0.00121030984337267,455.0000000000004,345.2,178.0,15.968717658519745,0.2397705078125,52,25.0,0.0569777742587456,-9.313225746154785e-09,1.7344003535807133,0.0032140400915977806,532480,0.010493874403618975
226,-0.002490956742258277,455.0000000000004,348.12,188.5,15.968717396259308,0.325439453125,53,25.0,0.05619688298624015,5.215406417846679e-09,1.7519505523145198,0.004087388754192034,542720,0.010348664676075713
226,-0.0014681743628898402,552.5000000000002,353.72,225.0,15.968718045949936,0.207421875,54,50.0,0.057614361551466556,2.2351741790771484e-09,1.7472714729607106,0.0025283775881803196,552960,0.014238748642674182
226,-0.0013895617143134587,377.5000000000002,352.87,219.5,15.968717807531357,0.2220703125,55,72.50000000000001,0.054001338070494606,-2.9802322387695314e-09,1.7393546797335149,0.0029035331742534253,563200,0.010840852496039588
227,-0.0010801045395055554,452.50000000000017,346.99,218.5,15.968717616796493,0.19111328125,56,50.0,0.05279174139701398,-2.4959444999694825e-08,1.7202058672904967,0.002512815577040328,573440,0.010087437702168245
227,-0.0015470274036488263,405.00000000000045,339.22,196.0,15.968717974424361,0.23173828125,57,50.0,0.05459804869398264,5.587935447692871e-09,1.6813272781670094,0.0029694138075456065,583680,0.011842951941434875
227,-0.001529512697015889,475.0,337.57,207.5,15.968717873096466,0.2215087890625,58,50.0,0.05292296523249026,-4.8428773880004884e-09,1.5995794460177422,0.003047183908762463,593920,0.011448234006638813
226,-0.0013632775586302158,477.5000000000002,339.39,216.25,15.96871777176857,0.20419921875,59,50.0,0.05118430065012629,-1.30385160446167e-08,1.5430878289043903,0.0027777995210840345,604160,0.010858191250736126
226,-0.0017163162425276822,427.5000000000002,344.44,207.5,15.968717622756959,0.2178466796875,60,50.0,0.050539975785988234,0.0,1.495836392790079,0.0030830500180627496,614400,0.009769144413075992
226,-0.0010464317278092495,302.5000000000002,336.08,176.0,15.968717634677887,0.2609619140625,61,50.0,0.05389772812944625,7.450580596923828e-09,1.525485237687826,0.003415442960317705,624640,0.008718646249326412
225,-0.0012474815019231755,300.0,333.68,163.0,15.968717616796493,0.205712890625,62,50.0,0.051796420691341896,6.332993507385254e-09,1.4937578648328782,0.002504151192692916,634880,0.009193155127559294
226,-0.0019523583669069922,275.0,326.72,152.25,15.968717473745347,0.3115234375,63,25.0,0.05230498134237392,-1.1175870895385742e-08,1.6120721615850926,0.004234186575604326,645120,0.00897518487254274
226,-0.0013499192671588389,377.5000000000002,334.21,166.5,15.968717682361603,0.2361083984375,64,25.0,0.05381027763787656,9.685754776000977e-09,1.6288852922618389,0.0034307619773358057,655360,0.009108108558575623
226,-0.0014644247254182118,400.0,328.19,155.5,15.968714368343353,0.25947265625,65,25.0,0.050447401331319044,-1.1920928955078126e-08,1.5470644153654576,0.003288750156525566,665600,0.005759129253129913
226,-0.0014950206670619082,377.5000000000002,319.9,124.0,15.968714344501496,0.316455078125,66,22.500000000000007,0.04781438342576174,4.470348358154297e-09,1.5227532520890237,0.0038590135469576126,675840,0.004926108531288431
226,-0.0007427452990668825,180.00000000000045,308.52,89.75,15.968706929683686,0.2042236328125,67,0.0,0.04621168897790355,-7.450580596923829e-10,1.5583387926220893,0.0025703768964831395,686080,0.004453130486757573
226,-0.0013529555944842286,200.0,313.59,93.5,15.968716859817505,0.2201171875,68,0.0,0.05360276887604569,-5.215406417846679e-09,1.5759974874556064,0.0027259632768391385,696320,0.008538867889103584
226,-0.0007902752829977544,277.5000000000002,321.91,131.5,15.968717628717423,0.21318359375,69,0.0,0.054825161553646806,-2.9802322387695314e-09,1.596523755043745,0.002511754068996197,706560,0.010207560922572157
226,-0.0016799612101749517,275.0,325.86,146.75,15.968717622756959,0.23359375,70,25.0,0.05072813736878014,5.215406417846679e-09,1.6044925667345524,0.003507428497619003,716800,0.006926364918672334
226,-0.0007971734823513544,277.5000000000002,326.69,157.25,15.96871766448021,0.172998046875,71,25.0,0.04909434841277014,0.0,1.5633554488420487,0.0025981974010846898,727040,0.00910998446179292
226,-0.0019360401784069836,250.0,321.52,134.75,15.968717521429062,0.2173095703125,72,25.0,0.04374407548757207,-8.940696716308593e-09,1.4254454419016838,0.002888618687950384,737280,0.008009668655176938
226,-0.0012507867912063375,252.50000000000023,328.06,134.75,15.96871638894081,0.1854736328125,73,25.0,0.039376976617355404,1.862645149230957e-09,1.3728345349431037,0.0027421781844026326,747520,0.00508572720924576
226,-0.0012585409327584784,227.5000000000002,326.09,117.25,15.968716275691985,0.16865234375,74,25.0,0.03563838363191411,3.7252902984619143e-10,1.2994156546890736,0.002784483951609218,757760,0.006043402666415431
226,-0.00042478385439608245,225.0,327.24,109.75,15.968716925382614,0.161865234375,75,25.0,0.03878857007108873,1.4901161193847657e-09,1.336365108191967,0.0025559449989543737,768000,0.006166051229308777
226,-0.000660190016424167,177.50000000000023,327.05,101.5,15.968716710805893,0.1970947265625,76,22.500000000000007,0.04136257877773723,-7.450580596923829e-10,1.422356005758047,0.0031804310447796523,778240,0.005362657954401584
226,-0.0009253789699869231,200.0,329.47,102.0,15.968717730045318,0.228564453125,77,0.0,0.044900713035246585,-1.3783574104309083e-08,1.5485718816518783,0.0033600179288782784,788480,0.006788855689046613
226,-0.0012941173590661492,175.0,331.24,109.75,15.968717259168624,0.2204345703125,78,0.0,0.04740450633055221,1.4901161193847657e-09,1.5260147497057914,0.0027100861532630915,798720,0.0072044844366701
226,-0.0011775937000493286,200.0,335.09,119.5,15.968717032670975,0.2463134765625,79,25.0,0.04765830970299934,9.313225746154785e-09,1.4884076714515686,0.003267636110865624,808960,0.008205219067986037
226,-0.0009285677788284374,227.5000000000002,334.6,123.75,15.968717473745347,0.2203857421875,80,25.0,0.05020317588533731,-8.568167686462402e-09,1.61140518784523,0.0030181541862248197,819200,0.007771598027829896
226,-0.000645537651507766,252.50000000000023,339.89,138.25,15.968717557191848,0.188427734375,81,25.0,0.05149429744122885,2.6077032089233397e-09,1.5631845645606517,0.002507658704200821,829440,0.009884727886401379
226,-0.0014090392254729523,300.0,348.73,159.75,15.968717527389526,0.19765625,82,25.0,0.048548057895123224,1.080334186553955e-08,1.5175226993858815,0.002668891906751014,839680,0.00994881672995689
226,-0.0014397890516193001,277.5000000000002,353.76,165.0,15.96871680021286,0.2380126953125,83,25.0,0.045893620365882584,1.601874828338623e-08,1.4806181125342845,0.003006828179331933,849920,0.00876306528693931
226,-0.0012297401081013959,335.00000000000085,367.11,192.25,15.968717086315156,0.2559814453125,84,50.0,0.05177653296807409,7.450580596923829e-10,1.4516445122659207,0.0030241748665048363,860160,0.009263115005023793
226,-0.0014188264623953728,432.5000000000006,358.92,193.0,15.968717861175538,0.2220947265625,85,50.0,0.05460022867335381,-1.7136335372924803e-08,1.5805316023528575,0.0027611569342980147,870400,0.011336553588625975
226,-0.0013563035889092134,387.5000000000011,353.95,197.75,15.968717819452285,0.2223388671875,86,50.0,0.05444503062217924,1.4156103134155273e-08,1.622234695404768,0.0027193630081001176,880640,0.010235721587378066
226,-0.001259641777141951,302.5000000000002,332.94,169.25,15.968717527389526,0.2302490234375,87,50.0,0.051792858392771146,1.30385160446167e-08,1.62083710283041,0.002726688039297187,890880,0.00861730651677135
227,-0.0009037450785399414,277.5000000000002,324.53,145.25,15.968717020750045,0.2539306640625,88,25.0,0.0529418809599859,-1.2665987014770507e-08,1.6183671474456787,0.0029411805649260715,901120,0.00702733186324167
227,-0.0006605070251680445,277.5000000000002,322.61,131.25,15.968717670440673,0.230859375,89,25.0,0.05242955697881339,2.6077032089233397e-09,1.6172657042741776,0.0026561366635633023,911360,0.008314368864739663
226,-0.000749468738285941,327.5000000000002,328.25,140.75,15.9687175989151,0.2458251953125,90,25.0,0.053852663965015035,-2.6077032089233397e-09,1.6072264738380908,0.002816341878650519,921600,0.008422981041258026
226,-0.0017059306817827746,352.5000000000002,334.73,153.5,15.96871771812439,0.2562255859375,91,25.0,0.05092949757464064,1.862645149230957e-09,1.5801805391907693,0.003122687331273255,931840,0.00802261305070715
226,-0.0008112942636216758,502.5000000000002,336.89,166.75,15.968717670440673,0.234521484375,92,25.0,0.05268980545259146,1.0058283805847169e-08,1.6238767206668854,0.00289342991727608,942080,0.008482744834873301
226,-0.0006680397735181031,345.0000000000017,337.86,166.0,15.96871777176857,0.2390869140625,93,25.0,0.05359425455389346,2.570450305938721e-08,1.7254374198615552,0.002765845631188313,952320,0.008370512488363601
227,-0.0013021676888456569,275.0,328.98,138.5,15.968716484308242,0.2470703125,94,25.0,0.05281405355054828,2.5331974029541015e-08,1.7216646403074265,0.00333195174669072,962560,0.008909373249593955
226,-0.0013307597091625212,300.0,330.4,155.0,15.968717741966248,0.2265625,95,25.0,0.05255764734273081,-2.6077032089233397e-09,1.696031852811575,0.0028551443636615657,972800,0.010071393763428204
227,-0.0007091223960742354,350.0,330.85,165.25,15.968717151880265,0.237451171875,96,50.0,0.05583805329979015,-1.1920928955078126e-08,1.6979318730533124,0.002643525832530713,983040,0.008955124042222451
226,-0.0017577736791281496,425.0,330.27,174.25,15.968706518411636,0.2787109375,97,47.50000000000001,0.050526130370883146,-4.470348358154297e-09,1.705867725610733,0.003556321340317936,993280,0.008151491599423365
227,-0.0012311342667089774,275.0,323.71,142.5,15.968717616796493,0.2708984375,98,25.0,0.05174277575131812,-3.5390257835388184e-08,1.6749473825097083,0.003551401920981334,1003520,0.006848156665728311
226,-0.0008600023083999986,250.0,316.6,121.25,15.968717592954636,0.2286865234375,99,0.0,0.05184876382379007,-1.862645149230957e-09,1.6400799453258514,0.0028963741004417896,1013760,0.007251314042696322
227,-0.0009286382686696015,225.0,314.97,108.25,15.968717449903489,0.2333740234375,100,0.0,0.05227898276306947,1.1175870895385742e-09,1.667676891386509,0.0026169098706759542,1024000,0.00793640620131555
227,-0.001638394700785284,275.0,320.32,129.5,15.968717652559281,0.2533203125,101,0.0,0.049749945289484974,-1.1548399925231934e-08,1.6472105734050273,0.002905570493615528,1034240,0.0075102730152138975
226,-0.001064913508889731,330.0000000000004,326.08,154.5,15.96871799826622,0.2007568359375,102,0.0,0.05479735240765109,1.1175870895385742e-09,1.687630895525217,0.002474155461470673,1044480,0.012096228828886524
226,-0.0011633782891294687,452.50000000000017,335.16,200.25,15.968717736005782,0.1720458984375,103,25.0,0.05495691655365152,8.195638656616212e-09,1.692315548658371,0.001971719620564727,1054720,0.013474982329353225
226,-0.0006458462426962797,477.5000000000002,345.71,233.25,15.968717896938324,0.17197265625,104,47.50000000000001,0.0574723480836298,8.568167686462402e-09,1.6264226362109184,0.0020548426004950216,1064960,0.014789086904784199
226,-0.0013397417569649406,477.5000000000002,350.65,257.0,15.968717908859253,0.213720703125,105,75.0,0.057745539377299315,-9.313225746154785e-09,1.6107650987803936,0.0023665819032657963,1075200,0.012482741763597005
227,-0.001432425857638009,505.00000000000045,347.63,266.25,15.968717861175538,0.2133056640625,106,75.0,0.05938773125428946,-1.3783574104309083e-08,1.6148899734020232,0.0022661218680013915,1085440,0.015961946557217742
227,-0.0010554366992437281,552.5000000000002,347.58,272.75,15.96871787905693,0.1953369140625,107,75.0,0.058766475545999716,5.215406417846679e-09,1.6790769495069982,0.002224918594470182,1095680,0.014504483172640904
227,-0.0022517903988045875,527.5000000000002,341.96,266.25,15.968717980384827,0.2442626953125,108,75.0,0.05968070431044685,-4.8428773880004884e-09,1.6757641211152077,0.002920707132204825,1105920,0.014028015159419737
227,-0.001201722464611521,457.5000000000006,348.58,270.25,15.96871771812439,0.1566650390625,109,125.0,0.0549470259347421,2.16066837310791e-08,1.6242082066833974,0.0020862212470774467,1116160,0.014892939911806024
227,-0.0016158161935891258,375.0,344.8,244.75,15.968717843294144,0.1869140625,110,125.0,0.05427555034273098,-1.3783574104309083e-08,1.6280918210744857,0.002256070374033925,1126400,0.01535883311444195
227,-0.0014705642228364014,375.0,352.47,256.25,15.968717974424361,0.23056640625,111,147.5,0.05940342064496682,-3.7252902984619143e-10,1.69030542075634,0.0025255642258173337,1136640,0.014622634754050522
227,-0.002136167237040354,352.5000000000002,347.09,252.75,15.968717789649963,0.257861328125,112,125.0,0.05843338260590507,1.7508864402770997e-08,1.6672054775059224,0.002847028014844,1146880,0.014277950992254772
227,-0.0008065698460995918,352.5000000000002,343.7,248.25,15.968717920780183,0.16640625,113,125.0,0.05472951535267684,1.7508864402770997e-08,1.6503044985234738,0.0020658418635207455,1157120,0.013979981336160564
227,-0.0009978806112485473,500.0,347.12,262.25,15.968717783689499,0.1979736328125,114,125.0,0.052600969814304975,-1.899898052215576e-08,1.6283202275633812,0.002622909721833366,1167360,0.014067247835009766
227,-0.001399671960825799,500.0,351.59,274.25,15.968717950582505,0.1638427734375,115,125.0,0.052311004951528496,-7.078051567077636e-09,1.5943557009100915,0.0019513745622134592,1177600,0.01505419956811238
227,-0.0007801739742717473,502.5000000000002,353.69,291.0,15.96871789097786,0.1498046875,116,147.5,0.05494686003380352,1.4901161193847657e-09,1.5666212826967238,0.0018106349338609107,1187840,0.014915987542190123
227,-0.0015102452807695954,500.0,348.4,293.25,15.968717646598815,0.1914306640625,117,147.5,0.05755690390039183,1.3783574104309083e-08,1.573430060595274,0.002141955839078946,1198080,0.015495441623716032
227,-0.0016382597692427225,475.0,344.2,276.5,15.968717986345291,0.208056640625,118,147.5,0.05830323554866427,1.0430812835693359e-08,1.5799230948090552,0.002329295527437125,1208320,0.01598067576996982
227,-0.0012064839025697437,377.5000000000002,346.63,267.5,15.968717634677887,0.1440185546875,119,150.0,0.05215652234767486,-1.0430812835693359e-08,1.5936174884438514,0.0019556442568330113,1218560,0.014624617123627105
227,-0.0014564307879481931,400.0,358.03,269.25,15.968717783689499,0.1914794921875,120,150.0,0.05561225981867851,-1.0430812835693359e-08,1.541499959677458,0.002114766578927174,1228800,0.013854722144606058
227,-0.0013547515980462776,425.0,360.35,274.75,15.968717843294144,0.2411376953125,121,147.5,0.06019711372335477,-1.862645149230957e-09,1.5538703210651874,0.0026457311618401035,1239040,0.012785877178248483
227,-0.001747288991100504,500.0,351.17,239.5,15.968716025352478,0.2505615234375,122,50.0,0.04987460858271821,1.862645149230957e-09,1.5118186622858047,0.0026133478475287575,1249280,0.006721688062953035
227,-0.001416620687609793,432.5000000000006,327.24,174.0,15.968705356121063,0.2456298828125,123,25.0,0.048313251241441826,-1.4901161193847656e-08,1.3884356193244458,0.0028834716652774263,1259520,0.005526305823632782
227,-0.0013115025336446705,225.0,306.3,103.25,15.968711638450623,0.2971923828125,124,0.0,0.048861484877438854,-4.470348358154297e-09,1.5009854041039943,0.003263539018030315,1269760,0.005751367158217136
227,-0.0014075984709052136,225.0,307.65,98.25,15.968714892864227,0.24365234375,125,0.0,0.052998175347095236,-1.4901161193847657e-09,1.6544139996170997,0.0032039853038781986,1280000,0.009126920155563312
227,-0.0015643914975953521,275.0,320.6,141.75,15.968717831373215,0.281982421875,126,0.0,0.05677754131224777,-1.0058283805847169e-08,1.6604295052587985,0.003350244107980416,1290240,0.012259868419278064
227,-0.0007499868112063268,325.0,332.53,177.25,15.96871770620346,0.19677734375,127,25.0,0.054481409322415256,-4.097819328308106e-09,1.7172533802688121,0.0023356230311520677,1300480,0.009909430953848641
227,-0.0021772301766759482,327.5000000000002,337.99,192.0,15.968717789649963,0.265234375,128,50.0,0.05533636028065668,1.0058283805847169e-08,1.69577107578516,0.002811821363366107,1310720,0.010216710602981039
227,-0.0015924935578368604,325.0,336.55,178.75,15.968717610836029,0.2428955078125,129,25.0,0.05114421348696045,7.82310962677002e-09,1.701551765948534,0.002804851293427646,1320960,0.00932053729738982
227,-0.0012515496418927796,302.5000000000002,329.03,165.5,15.968717700242996,0.2152099609375,130,25.0,0.05480628461140128,-1.862645149230957e-09,1.74089999422431,0.0025089047648350514,1331200,0.009901114328931726
227,-0.0008349191262823297,325.0,332.0,173.5,15.968717783689499,0.2213134765625,131,25.0,0.055144863525618114,1.6763806343078613e-08,1.7484875433146954,0.0023683521399334496,1341440,0.01068052591290325
227,-0.0012355345170362853,355.00000000000045,334.72,188.5,15.968717956542969,0.2068603515625,132,25.0,0.05547834914996297,-2.6077032089233397e-09,1.7500029124319554,0.002508017466709589,1351680,0.011096268007531763
227,-0.001626406028663041,430.0000000000004,342.77,219.25,15.96871775984764,0.258544921875,133,50.0,0.05885871038416496,7.450580596923828e-09,1.731879009306431,0.0026095347765703993,1361920,0.012502032256452366
227,-0.001932804320313153,502.5000000000002,344.47,242.75,15.968717747926712,0.246142578125,134,75.0,0.05630125831385816,7.078051567077636e-09,1.6994741283357144,0.0025462562967902614,1372160,0.013118925961316563
227,-0.0010324672675778857,400.0,345.53,235.0,15.968717867136002,0.195849609375,135,75.0,0.05705924125590757,3.7252902984619143e-10,1.6908989496529103,0.002254957434274729,1382400,0.013586637933622114
227,-0.0015722004653071053,400.0,352.42,242.5,15.968717795610427,0.2027099609375,136,75.0,0.05365953860464504,-8.195638656616212e-09,1.6214885629713536,0.0024384940957617117,1392640,0.01471762679866515
227,-0.0016446325200377033,452.50000000000017,360.48,273.25,15.968717861175538,0.1651611328125,137,147.5,0.05003408089090029,8.940696716308593e-09,1.4976121082901954,0.002148523011442194,1402880,0.014759578816301655
