explained_variance,avg_q_selected,rollout_prob_std,PMM:episode_rewards,advantage_norm,epoch_idx,model_prob_std,policy_gradient_loss,policy_loss,avg_q_retraced,P09:episode_rewards,fps,q_loss,policy_gradient_bias_correction,policy_entropy,grad_norm,P01:episode_rewards,frames,episode_length
-12.427947854995727,-0.00719181674066931,0.008617365748311083,0.0,0.043732828771074615,1,0.00861736584144334,4.065725297550671e-05,4.065725297550671e-05,-0.007472385504903893,0.0,397,8.619218930713638e-05,0.0,2.18800599972407,0.03845937196271065,0.0,7200,0
-16.257839345932005,-0.004634794534558751,0.008635108514378468,0.0,0.044967497885227206,2,0.008635108541542043,0.0002652525592566235,0.0002652525592566235,-0.0041175477247331095,0.0,240,0.000223034045196376,0.0,2.185591983795166,0.0619247616076768,0.0,14400,0
-16.176375420888267,0.0011416118844257046,0.0025168824824504553,0.0,0.01825420595705509,3,0.0025168825367776057,-3.340076697592546e-07,-3.340076697592546e-07,0.0011578710695478852,0.0,293,1.3087781644571805e-05,0.0,2.1968313614527384,0.003174200121479862,0.0,21600,0
-8.501671266555785,0.0012198409162616978,0.002682840843529751,0.0,0.020079903102790318,4,0.0026828409056179224,-3.3641126719885506e-05,-3.3641126719885506e-05,0.0012144194217398763,0.0,329,7.679255725179246e-06,0.0,2.196922214825948,0.0020482390034315605,0.0,28800,0
-8.753103590011596,0.00124154732717822,0.0015725518732021251,0.0,0.011249123156691592,5,0.001572551877082636,-4.702681348855246e-05,-4.702681348855246e-05,0.0011930629125951478,0.0,350,2.902423140464331e-06,0.0,2.1970967849095664,0.001164944063467292,0.0,36000,0
-10.929875802993774,0.0010276420992643882,0.0020045995789890487,0.0,0.0158292713885506,6,0.0020045995828695596,-4.105130436376688e-05,-4.105130436376688e-05,0.0009924532768006125,0.0,368,4.60460089470871e-06,0.0,2.197045429547628,0.0013519158764704272,0.0,43200,3325.1666666666665
-11.117222086588542,0.0009317730427331601,0.0013212092298393449,0.0,0.01141702940997978,7,0.0013212092705847075,-1.4556227309488653e-05,-1.4556227309488653e-05,0.0009499893795388441,0.0,381,3.7887243289939457e-06,0.0,2.1971020062764484,0.0014360181342579703,0.0,50400,3325.1666666666665
-11.320303026835123,0.0009623283559146027,0.0014233004224176208,0.0,0.009436905461673936,8,0.0014233004534617067,-3.48457190436117e-05,-3.48457190436117e-05,0.0009301812543223302,0.0,392,4.342783048135364e-06,0.0,2.1970940113067625,0.0014644360125550115,0.0,57600,3325.1666666666665
-10.6619234085083,0.0007381391798844561,0.0014220644855716575,0.0,0.011600829754024744,9,0.0014220645593013615,-2.711214422864335e-05,-2.711214422864335e-05,0.0007037224189843982,0.0,402,2.563723785442562e-06,0.0,2.197131943702698,0.0008214381393269436,0.0,64800,3325.1666666666665
-9.453040520350138,0.0006006282172165811,0.0010338134908427796,0.0,0.008386665404153367,10,0.0010338135315881422,-1.0402310742089564e-05,-1.0402310742089564e-05,0.0006101667007897049,0.0,410,1.4435771494921332e-06,0.0,2.19716800848643,0.0005895957126020303,0.0,72000,3325.1666666666665
-8.326444276173909,0.0006562303858421122,0.0014828297503603001,0.0,0.012293809202189247,11,0.0014828297930459182,-1.0984310312286047e-05,-1.0984310312286047e-05,0.0006728425563778728,0.0,417,2.4276788896789486e-06,0.0,2.197124783198039,0.0007640264125764326,0.0,79200,3325.1666666666665
-11.467927932739258,0.0005398670783809697,0.0006902765560274323,0.0,0.005433194090922674,12,0.0006902765637884537,-2.1443103539316628e-05,-2.1443103539316628e-05,0.0005284641083562747,0.0,422,6.390442242339607e-07,0.0,2.1971997817357383,0.0003791808804955187,0.0,86400,3324.8333333333335
