approx_kl_divergence,fps,policy_entropy,epoch_idx,PMM:episode_rewards,advantage_norm,clip_fraction,frames,policy_loss,value_loss,P01:episode_rewards,grad_norm,explained_variance,P09:episode_rewards,episode_length
1038282.2321857496,176,1.2285528754409816,1,156.73076923076923,15.96871783733368,0.4058349609375,10240,0.04658699042629451,382644922.1944363,75.0,429620865.2025979,-0.11503716185688972,275.0,345.7307692307692
0.00420159555619648,184,1.3508979000151158,2,125.0,15.968716126680373,0.21318359375,20480,-0.0006056924437871202,0.006425107495704197,42.5,0.046881915669861336,1.4901161193847657e-09,232.5000000000001,340.5689655172414
0.003426153812749533,200,1.317251655459404,3,159.52380952380952,15.968717324733735,0.1894287109375,30720,-0.0008624267375125783,0.00987536673909517,32.500000000000014,0.04530252629372433,-8.195638656616212e-09,360.00000000000017,351.7142857142857
0.002763793752313859,210,1.316031488031149,4,205.25,15.968717849254608,0.1599365234375,40960,-0.0006176509148644981,0.012957227168953978,50.0,0.046763121434655705,3.7252902984619143e-10,502.5000000000002,364.18
0.002665020291453857,216,1.3893318958580494,5,241.75,15.968717819452285,0.1297119140625,51200,-0.0006326059407001594,0.012533191822876688,50.0,0.04389436426336595,-1.1920928955078126e-08,525.0,375.92
0.0033744694054803404,218,1.4071323774755,6,266.25,15.96871801018715,0.1859619140625,61440,-0.0010989980823069346,0.01141040460079239,100.0,0.04552509273582965,-1.2665987014770507e-08,525.0,387.44
0.0033852084746968103,220,1.4231392428278924,7,251.75,15.968717819452285,0.1815673828125,71680,-0.0009389298884343589,0.010650323143272545,100.0,0.04454987313014532,4.8428773880004884e-09,500.0,381.71
0.0029713842093087805,222,1.484720179438591,8,197.25,15.968717688322068,0.172607421875,81920,-0.0006631737749557942,0.0072004079337602885,50.0,0.04548560482091831,-1.862645149230957e-08,327.5000000000002,361.08
0.0031662856161744912,223,1.4354489400982857,9,175.0,15.968717861175538,0.1953857421875,92160,-0.0010958834645862225,0.00812967132369522,50.0,0.04639900635546994,5.960464477539063e-09,352.5000000000002,346.48
0.003084918404806558,224,1.3312221392989159,10,140.0,15.968717539310456,0.193896484375,102400,-0.0013076293711492327,0.006286825334063906,47.50000000000001,0.04331569870353211,4.097819328308106e-09,277.5000000000002,329.54
