policy_entropy,model_prob_std,policy_gradient_loss,fps,frames,P01:episode_rewards,advantage_norm,episode_length,explained_variance,policy_gradient_bias_correction,P09:episode_rewards,policy_loss,PMM:episode_rewards,epoch_idx,grad_norm,q_loss,avg_q_retraced,avg_q_selected,rollout_prob_std
2.1867417732874554,0.008608944434672593,-0.0005284497097666948,423,7200,0.0,0.0472040864949425,0,-11.178118419647216,0.0,0.0,-0.0005284497097666948,0.0,1,0.04285978236993135,0.00022490271879481346,0.006655107236777743,0.007475203198070327,0.0086089439302062
2.130677537123362,0.02192442602633188,0.000337745529484342,232,14400,0.0,0.09542052590598663,0,-18.818986173470815,0.0,0.0,0.000337745529484342,0.0,2,0.2659960882861501,0.0018250614590215263,0.009770239299784104,0.008733904152177275,0.02192442596424371
2.196685210863749,0.0031728645709032813,1.6683461853972404e-05,286,21600,0.0,0.021118305064737795,0,-19.13497978846232,0.0,0.0,1.6683461853972404e-05,0.0,3,0.005246297301846199,2.149884100314618e-05,0.0013988311586823935,0.0012919116639144097,0.0031728646291109422
2.1968934218088787,0.0028117774132018288,-4.532828979790793e-05,322,28800,0.0,0.020214760412151613,0,-11.005794779459636,0.0,0.0,-4.532828979790793e-05,0.0,4,0.0032179539801335997,1.254525629216611e-05,0.0015500603049683074,0.0015596092756216724,0.0028117774326043826
2.1970847129821776,0.001667795644607395,-6.136145075572586e-05,345,36000,0.0,0.011815455695614218,0,-7.468164745966593,0.0,0.0,-6.136145075572586e-05,0.0,5,0.0015674976097417,3.6001293949539105e-06,0.0015357077665006122,0.0015915827573432277,0.0016677956096827983
2.1970064640045166,0.002220328807986031,-4.962987095495919e-05,364,43200,0.0,0.016539418914665777,3324.4166666666665,-8.14737515449524,0.0,0.0,-4.962987095495919e-05,0.0,6,0.0018812139244120882,5.333421063369314e-06,0.0009374812967507751,0.001003099119043327,0.002220328776941945
2.197096832593282,0.0014692736440338194,7.0985229513098606e-06,378,50400,0.0,0.01129399803467095,3324.4166666666665,-12.128555647532146,0.0,0.0,7.0985229513098606e-06,0.0,7,0.0020594259350121694,5.798701276186573e-06,0.001558549961191602,0.001488241033318142,0.0014692735625430942
2.197122097015381,0.001519340556114912,-0.00011316678786291353,390,57600,0.0,0.013134773665418228,3324.4166666666665,-16.844616731007893,0.0,0.0,-0.00011316678786291353,0.0,8,0.0019183562641356428,7.161994737240699e-06,0.003916603233665228,0.003959106368711218,0.0015193405522344013
2.19710951646169,0.0016241880172553163,-2.3447897009039784e-05,400,64800,0.0,0.012486423272639513,3324.4166666666665,-8.642745478947957,0.0,0.0,-2.3447897009039784e-05,0.0,9,0.0011723634788492353,3.5196053204344936e-06,0.0007160032905327777,0.0007360040481823187,0.0016241879823307196
2.1971473852793375,0.0012681224092375488,-2.383189928423235e-05,408,72000,0.0,0.009337605567028125,3324.4166666666665,-6.510200476646423,0.0,0.0,-2.383189928423235e-05,0.0,10,0.0009059859276598606,1.736798443137862e-06,0.0006919963634572923,0.0007127330646956883,0.0012681223646116753
2.197089107831319,0.001751553777527685,-4.594397014301421e-05,416,79200,0.0,0.013868524320423603,3324.4166666666665,-6.40850404103597,0.0,0.0,-4.594397014301421e-05,0.0,11,0.0010848279666813637,3.1909289665084845e-06,0.0007083428499754518,0.0007855930297713105,0.0017515537949899832
2.197178252538045,0.0009948460462813576,-1.7749810740497197e-05,422,86400,0.0,0.007021534225593011,3324.375,-7.71290332476298,0.0,0.0,-1.7749810740497197e-05,0.0,12,0.0007799488222763411,1.0732697016161788e-06,0.0004877865074983371,0.0005086157732876017,0.0009948460482216129
2.197156532605489,0.0011740316093588868,-5.3893006406724456e-05,427,93600,0.0,0.009748674215128024,3324.375,-15.031454197565715,0.0,0.0,-5.3893006406724456e-05,0.0,13,0.0022009911052588474,4.224143989025227e-06,0.0029410000550948705,0.0029386849268727626,0.0011740316035381208
2.197173802057902,0.0010351572826039046,-4.386005144851879e-05,432,100800,0.0,0.00873503730011483,3324.375,-11.856420230865478,0.0,0.0,-4.386005144851879e-05,0.0,14,0.0008243728239255014,2.268607679904259e-06,0.0012132007468608208,0.001223690443536422,0.0010351572651416062
2.197135011355082,0.0014686836395412684,-1.353198858093189e-05,436,108000,0.0,0.0112129386048764,3324.375,-6.274842023849487,0.0,0.0,-1.353198858093189e-05,0.0,15,0.0007409952942865239,2.0865861216634585e-06,0.0003404166272957809,0.0003581813794880873,0.0014686836026764165
2.19719439347585,0.0007691766115992019,-5.147455669884948e-06,440,115200,0.0,0.005619142732272545,3324.375,-8.530041360855103,0.0,0.0,-5.147455669884948e-06,0.0,16,0.0004536558601100412,7.153083345201594e-07,0.0004356575402198359,0.0004247652992489748,0.0007691766115992019
2.197151654892498,0.0013094184715079053,-2.5340026161271925e-05,439,122400,0.0,0.010690821505258864,3324.277777777778,-5.407451055461452,-1.249453917908896e-06,0.0,-2.6589479998336846e-05,0.0,17,0.0006716024834154684,1.9146703357544913e-06,0.0006344319809674441,0.0006532943024981322,0.003243142341250657
2.1971930480476414,0.000841454981167021,-2.195289257925319e-05,431,129600,0.0,0.007170770101458027,3324.277777777778,-3.9068859808880188,-1.1402542298810659e-06,0.0,-2.3093146836482257e-05,0.0,18,0.0004841012812056528,1.238911303859131e-06,0.0007331100071349371,0.0007492198921136149,0.00613028846734013
2.1971984705123955,0.0007803754347307846,-2.5002226640636582e-05,424,136800,0.0,0.0066693159150915645,3324.277777777778,-3.9154053410808873,-5.843698911697267e-07,0.0,-2.5586596561378044e-05,0.0,19,0.00041683766444974363,1.0558155144709324e-06,0.0009215885748280517,0.0009325680248367274,0.004884693729680429
2.1972043131362824,0.0006903179336534646,-5.714899767209197e-06,419,144000,0.0,0.005746085732813712,3324.277777777778,-3.1315901423020964,-7.88629039059239e-07,0.0,-6.503528803301426e-06,0.0,20,0.0003179784404775831,6.903550451285042e-07,0.00029029427858898605,0.0002861094716030506,0.004126833759665334
2.1972075617597215,0.0006240947830057905,-9.107988792199951e-06,416,151200,0.0,0.005361510676864003,3324.277777777778,-4.139737269235035,-1.0677998857067635e-06,0.0,-1.0175788713387608e-05,0.0,21,0.000289170015584848,5.28065899622788e-07,0.00029595540976410956,0.00029948167965807715,0.004300686289975097
2.1972094745863058,0.0005942765308178162,-7.530421052743959e-06,411,158400,0.0,0.005022134426094237,3324.277777777778,-3.0446472983629933,-4.899890695734636e-07,0.0,-8.020410159170907e-06,0.0,22,0.00025271040382075137,4.6128498658007955e-07,0.0002897485224087769,0.0002878085745132668,0.004358479508428857
2.197214098506504,0.0004894099277073841,-7.847916896392934e-06,407,165600,0.0,0.004216981832241078,3324.4375,-3.8707142407474695,-2.127471563855781e-07,0.0,-8.060664047725764e-06,0.0,23,0.00021784094576054284,3.4511489174003337e-07,0.00031924973513687967,0.0003205198611587389,0.0029620144871280963
2.19721390965439,0.0004900884230220173,-1.1920930876737571e-05,403,172800,0.0,0.004099065857525502,3324.4375,-3.9951469800491184,-1.556644470889794e-07,0.0,-1.2076595328371768e-05,0.0,24,0.00022785736684504982,3.618211766154994e-07,0.0005722902074228928,0.0005715152811740515,0.0035223216095607588
2.1972144970187433,0.0004662378206072996,-1.5111985936281749e-05,400,180000,0.0,0.0039264388695893875,3324.4375,-4.842970295570515,-2.1411480695121553e-07,0.0,-1.5326100729830024e-05,0.0,25,0.00020165991534802803,3.3817489396381214e-07,0.0004927544445874648,0.0005021121466766258,0.00373405446713689
2.197215543956984,0.00046389910795297174,-8.51823621795053e-06,398,187200,0.0,0.004006298890074952,3324.4375,-3.8315615682351214,-1.5875711362299166e-07,0.0,-8.676993337600728e-06,0.0,26,0.00017779675605850682,2.9290216945227373e-07,0.000380276364864715,0.000379010575098864,0.0038415957119575486
2.197218156248804,0.0003785551558234455,-1.14071843073188e-05,395,194400,0.0,0.0033047281519374963,3324.4375,-4.060203417306224,-3.6312279445264536e-07,0.0,-1.1770307111796019e-05,0.0,27,0.0001582054321834339,2.1179426673315057e-07,0.00037484177529920266,0.00038255109263152226,0.004389246836117261
2.1972167432875858,0.00042102466058355594,-8.432147836330202e-06,393,201600,0.0,0.0038761673538351836,3324.5333333333333,-4.658524413700141,-8.501999691217198e-08,0.0,-8.517167831257365e-06,0.0,28,0.0001830137293015558,2.829424754134647e-07,0.0003450784950255953,0.000348673850497651,0.002716852725613906
