value_loss,advantage_norm,P01:episode_rewards,PMM:episode_rewards,explained_variance,episode_length,P09:episode_rewards,fps,grad_norm,policy_loss,frames,epoch_idx,policy_entropy
0.07696261365054852,1.5385951323807239,0.0,0.8085106382978723,-0.5988686835765838,159.14893617021278,2.0,209,1.6102336560053334,0.017619186354568227,8000,1,1.3613514500856398
0.010098011515569851,0.9829792860895396,0.0,0.88,-0.09682264268398284,159.76,2.0,173,0.18170066719439767,-0.002042284838098567,16000,2,1.3686068403720855
0.014615767787181539,1.2580260423198342,0.0,1.06,-0.011489794850349426,166.54,3.0,181,0.2078128688003069,0.0009219091752311214,24000,3,1.377390694618225
0.01279258241419484,1.1795226192846895,0.0,1.2,-0.015073975920677185,171.8,3.0,188,0.16590561216577046,0.0023044083779677747,32000,4,1.380809268951416
0.010880283683818562,1.0721055190265179,0.0,1.17,-0.006571328639984131,171.71,3.0,196,0.15430515972399808,-0.0017967446357943118,40000,5,1.3763761913776398
0.01186963509637735,1.080901737548411,0.0,1.14,-0.06296872794628143,174.54,2.1000000000000085,196,0.1513319366151708,0.001708127808469726,48000,6,1.3851218461990356
0.015995497953854285,1.348348078019917,0.0,1.33,-0.008788239359855652,182.03,3.1000000000000085,196,0.18950272588488817,0.0014042340859305113,56000,7,1.384613572359085
0.01428212998125673,1.2948471236974002,0.0,1.53,-0.004995923638343811,188.54,4.0,198,0.16801375575049615,0.0014280002063605933,64000,8,1.3831284880638122
0.013290064406528473,1.2130878261104225,0.0,1.54,-0.02099175810813904,187.91,4.0,198,0.18219741755626528,-0.00037373990518972276,72000,9,1.3844582891464234
0.013800504204073149,1.2228562464565038,0.0,1.41,-0.019135852456092835,183.22,4.0,200,0.21559550019021476,0.0026634987234137953,80000,10,1.3828078401088715
0.009275339499145047,0.927852468341589,0.0,1.1,-0.05431395769119263,171.09,3.0,202,0.16333020809425747,0.0014222834366955795,88000,11,1.3768786013126373
0.01404925935978099,1.2764085618406533,0.0,1.38,-0.07519073009490967,182.13,4.0,204,0.23020956992680638,-0.00023044809931889177,96000,12,1.3798102986812593
0.012557793653395493,1.1992474433779716,0.0,1.38,0.12635926008224488,183.05,4.0,205,0.2331364849167739,0.0036812161884154193,104000,13,1.3772817158699036
0.013136290520778858,1.2987526527047157,0.0,1.5,0.46300571084022524,186.11,5.0,207,0.3140977668486724,-0.0014963592903222888,112000,14,1.3584750294685364
0.012162704341462813,1.2258032578229905,0.0,1.49,0.6443703609704972,186.51,5.0,206,0.2704072380924734,0.0018078337757469853,120000,15,1.3559693014621734
0.01213226861669682,1.266408607661724,0.0,1.44,0.5883562678098678,185.96,4.0,207,0.3126136167011199,0.0008753411189536564,128000,16,1.3786145865917205
0.012068393321533222,1.2361303493380547,0.0,1.54,0.6044895678758622,188.37,4.0,208,0.28250540477939695,-2.6723908085841685e-05,136000,17,1.376871773004532
0.010004764754266943,1.0772944423556328,0.0,1.28,0.47111677408218383,177.39,3.1000000000000085,208,0.23538869197893525,0.0008369694334669476,144000,18,1.379859472513199
0.01285105625167489,1.3309583938121796,0.0,1.31,0.721288520693779,178.92,3.0,207,0.2831433473070848,0.0002484874415677041,152000,19,1.3824072861671448
0.009963834017980844,1.138168795108795,0.0,1.23,0.6215732878446579,175.74,3.0,209,0.2732901973781184,0.0007873747298435774,160000,20,1.3779157602787018
0.009772558762342669,1.1360197341442109,0.0,1.22,0.7167628020048141,175.37,3.1000000000000085,209,0.24956649537435438,-0.001704212374679628,168000,21,1.3750789725780488
0.01290258713212097,1.2903947445750237,0.0,1.68,0.6527291482686997,192.6,5.0,208,0.2626524364428005,0.0016075850802008062,176000,22,1.3825682079792023
0.010817642115289345,1.2198617380857468,0.0,1.75,0.8601494812965393,197.49,5.0,208,0.30322624098244705,-0.004178298659462598,184000,23,1.3564102232456208
0.006621789254713803,0.9654763558506966,0.0,1.69,0.9202454715967179,196.59,5.0,209,0.2188059083485576,-0.00170845074695535,192000,24,1.3348345589637756
0.007641229341970757,1.0216032907366752,0.0,1.96,0.8778404021263122,202.89,5.1000000000000085,210,0.21659753887203742,0.0007999932984239422,200000,25,1.3438471889495849
0.0063122921928879805,0.8967287456989288,0.0,1.72,0.9213872170448303,190.74,5.1000000000000085,210,0.2184965086663421,-0.003037415306607727,208000,26,1.3485401773452759
0.0053516420541564,0.8524637643992901,0.0,1.88,0.9375638395547867,196.23,5.0,210,0.1877086724943786,-3.6857625527773056e-05,216000,27,1.3482073378562927
0.008012530096457339,1.033029046356678,0.0,2.07,0.8826624143123627,206.84,6.0,211,0.236150790307806,-0.0009676556781778345,224000,28,1.3448271441459656
0.0037427641957765447,0.6894511379301548,0.0,1.95,0.9567193847894668,200.08,6.0,211,0.15240140593052126,7.442116344464012e-05,232000,29,1.3522105967998506
0.006737260854861233,0.9111104533076286,0.0,1.88,0.9267493605613708,197.67,6.0,211,0.19575793421454596,-0.001567500816017855,240000,30,1.3565493440628051
0.00531916550709866,0.8148402129113674,0.0,1.68,0.9422830241918564,191.16,5.0,212,0.18216766792263137,-3.72848764891387e-05,248000,31,1.355154025554657
0.004476900528825354,0.7581696310639381,0.0,1.7,0.9308926451206208,194.59,5.0,212,0.17205122364025954,-0.0010535273418645374,256000,32,1.3492466294765473
0.004440091522992589,0.739773441851139,0.0,2.04,0.9512549239397049,206.73,5.0,213,0.16332504696905878,-0.000839688480946279,264000,33,1.3439061093330382
0.0049301615881267935,0.7760102570056915,0.0,2.08,0.9353172707557679,206.66,6.0,213,0.18466155137198328,-0.00047832521493546665,272000,34,1.3360650253295898
0.004858047890884336,0.7644807821512223,0.0,2.21,0.9319651812314987,210.35,5.1000000000000085,213,0.16205604678830596,-0.001530540988787834,280000,35,1.3410752415657043
0.00438864734431263,0.7268565815687179,0.0,2.31,0.9605045682191848,215.06,6.0,214,0.17681588517739336,-0.00033926245456314066,288000,36,1.3593708491325378
0.005062879486358724,0.8143174582719803,0.0,2.32,0.9336813426017762,218.72,5.1000000000000085,213,0.18173630863994372,-4.7252406602638075e-05,296000,37,1.3668649363517762
0.00663278855237877,0.8999504524469376,0.0,2.25,0.9220570552349091,215.77,6.0,213,0.1857557148580929,-0.0016840024515840924,304000,38,1.34369664311409
0.0025442984275287016,0.5650008328258991,0.0,1.72,0.9735953378677368,195.44,5.0,213,0.1363741106759212,-0.0006207335496583255,312000,39,1.3472588860988617
0.005096066711121239,0.7645327001810074,0.0,1.82,0.9484087735414505,199.07,5.0,214,0.16472338560478156,-0.0009865515107958345,320000,40,1.3635270857810975
0.00707507380284369,0.9268448303639889,0.0,2.07,0.9166148227453231,204.5,5.0,214,0.20858713715104252,-0.0009111841802950948,328000,41,1.3626266956329345
0.004323145792732248,0.6983548736572266,0.0,2.04,0.9436663979291916,200.36,6.0,214,0.14562102646496367,-0.0005181483569322154,336000,42,1.360386242866516
0.004529274050146342,0.7411622206866741,0.0,1.78,0.9535036516189576,191.55,5.0,214,0.15365428982496934,8.576150343287736e-05,344000,43,1.3581132197380066
0.004793543628766201,0.7708145660161972,0.0,1.76,0.9476134896278381,192.15,5.1000000000000085,214,0.15725380283903578,-0.0008528825629036873,352000,44,1.358175951242447
0.004521950728958473,0.7491042220592499,0.0,2.37,0.9546693122386932,215.43,6.1000000000000085,214,0.16678324708192252,-0.0009289539915334899,360000,45,1.3453139328956605
0.004458088841638528,0.7526089036464692,0.0,2.67,0.9502170497179031,227.68,7.200000000000017,215,0.1716661389047384,-0.0007331357328803278,368000,46,1.3537391781806947
0.006093077946861741,0.8499553275108337,0.0,2.45,0.9401450949907303,217.86,7.1000000000000085,215,0.1977440294177471,-0.0010927285073557868,376000,47,1.3485432302951812
0.0033198887995968106,0.60657599106431,0.0,1.85,0.9630861884355545,197.58,5.0,215,0.13126410570457375,-0.0011343491275329143,384000,48,1.3364313185214995
0.0044791415039799175,0.7054523511230946,0.0,1.55,0.9387295347452164,188.57,5.0,215,0.1647614558283839,-0.0011756133422022685,392000,49,1.3434392929077148
0.004783215744100744,0.7361454929411412,0.0,1.45,0.9227271151542663,184.38,4.0,214,0.17025824224511316,-5.6588216102682055e-06,400000,50,1.3339910757541658
0.004301469849597197,0.7157582333683967,0.0,1.97,0.9528712236881256,202.81,5.0,215,0.17431540112671562,-0.0011578776486567222,408000,51,1.3516137754917146
0.00472170485794777,0.728264257311821,0.0,2.3,0.9356357198953629,213.87,6.0,215,0.15966909741758165,-0.0009469897352391854,416000,52,1.3581811344623567
0.007238140686531551,0.926582268178463,0.0,2.25,0.9161092174053193,212.32,6.0,215,0.2257486668441355,0.0009069477999582887,424000,53,1.3707520973682403
0.004847377148398664,0.7565557007491589,0.0,2.12,0.956798666715622,209.29,6.0,215,0.17164705975379302,-0.001150849923142232,432000,54,1.353127864599228
0.006095730864908546,0.8726609039306641,0.0,2.4,0.9417006319761276,220.41,6.1000000000000085,215,0.19692031022542317,-0.0016388326248852536,440000,55,1.3590881156921386
0.005690320659632562,0.7635473434627056,0.0,2.9,0.9502207893133163,234.37,9.0,215,0.1624038235110577,0.0006205557782959658,448000,56,1.3418001627922058
0.002730656051717233,0.5638532944023609,0.0,2.35,0.9737155514955521,212.15,8.0,215,0.12625445935240906,-0.0005542151613917668,456000,57,1.355591472387314
0.00441684371617157,0.7264079616963863,0.0,2.37,0.9619876343011856,214.38,7.1000000000000085,215,0.16189781459150251,-0.00027730870933737604,464000,58,1.3570853853225708
0.004814004234212917,0.756428731828928,0.0,2.47,0.95180848300457,221.86,5.0,215,0.15725782190483062,-0.0007601159191108309,472000,59,1.3596709275245666
0.005406956851365976,0.8098592473566533,0.0,2.84,0.9473844307661057,235.5,7.0,216,0.17284398540038393,-1.4225634804461152e-05,480000,60,1.3584916865825654
0.003728797395306174,0.6679417917132378,0.0,2.66,0.9665342879295349,228.44,7.1000000000000085,217,0.1523836835654076,-0.00188261319664889,488000,61,1.3470425605773926
0.0038602417704532853,0.6753232628107071,0.0,2.65,0.9685348755121231,225.91,8.100000000000009,217,0.156912748932659,-0.0010881037222679878,496000,62,1.3340696215629577
0.0039542651176452635,0.6846888038516045,0.0,2.59,0.9602603256702423,221.82,9.0,217,0.14828852787097543,-0.0006506612024531933,504000,63,1.3598366034030915
0.006542672535288147,0.8883353781700134,0.0,2.13,0.8805404657125473,207.06,6.1000000000000085,218,0.18214152288736427,0.00010134153795661405,512000,64,1.3737649261951446
0.006035267662955448,0.8688506644964218,0.0,1.99,0.937299239039421,202.05,6.0,218,0.1755830053575922,-0.0007220256672007963,520000,65,1.364152375459671
0.006729605671134778,0.9348120087385178,0.0,2.38,0.9365793579816818,220.01,6.0,218,0.19878197555358715,0.000336600450827973,528000,66,1.3611867225170136
0.008522158837877214,1.0689004027843476,0.0,2.85,0.8880085557699203,239.89,6.1000000000000085,218,0.22415604156988395,-0.001156228926847689,536000,67,1.3295856666564942
0.01041491335723549,1.17106717556715,0.0,2.83,0.8695674026012421,236.32,7.0,218,0.25935169612904047,-0.003828834312298568,544000,68,1.343300347328186
0.007304206562694162,0.9392652317881585,0.0,2.26,0.9266071128845215,215.84,5.0,218,0.2066657966152121,-0.0026899145083734764,552000,69,1.3287919163703918
0.006015222168061882,0.8786126413941383,0.0,1.84,0.9138744908571244,200.09,4.0,218,0.19867152545833427,-0.0009422999288653955,560000,70,1.3408984196186067
0.005538350318674929,0.858793962597847,0.0,2.17,0.9453437370061875,211.37,5.0,218,0.17974461307552658,-0.0022087985018697507,568000,71,1.3393765008449554
0.004282891950570047,0.7189299072325229,0.0,2.45,0.9602575987577439,221.37,5.1000000000000085,218,0.15917519716101639,-0.001040789190446958,576000,72,1.345159077644348
0.004450320233008825,0.7017027588188648,0.0,2.32,0.9458794897794723,217.29,6.0,218,0.15425071932594805,0.0001725623305537738,584000,73,1.349357385635376
0.008079036977724172,1.0313592037558557,0.0,2.19,0.8710892587900162,212.97,5.0,218,0.21028218467999021,0.0011312322918092831,592000,74,1.3566341280937195
0.00451045751280617,0.7754603949189186,0.0,2.32,0.9545827704668045,217.11,6.0,218,0.1710126314107988,-0.0024990829650778324,600000,75,1.3489819657802582
0.008197180285060312,1.0319630509614945,0.0,2.56,0.894495775103569,224.99,7.0,218,0.23056899025942448,-0.00042278636596165597,608000,76,1.3560544872283935
0.007073022506665439,0.9542116090655327,0.0,2.5,0.896904600262642,219.92,6.1000000000000085,218,0.20629525864170023,-0.0016786852518634987,616000,77,1.3624642932415008
0.01010607723495923,1.1640600392222404,0.0,2.12,0.8709656900167465,206.33,4.0,218,0.25748112544861923,-0.000605061802198179,624000,78,1.3516061186790467
0.008110121492936741,1.0132254622876644,0.0,2.12,0.8898509454727173,209.91,5.0,218,0.21603920353606207,-0.0004457176956930198,632000,79,1.342815444469452
0.009017961651552468,1.0726255747675895,0.0,2.33,0.9037983864545822,220.72,5.1000000000000085,218,0.23821853346032193,-0.0035495699231978504,640000,80,1.3370175528526307
0.007473816298879683,0.9901462841033936,0.0,2.56,0.913421533703804,231.59,6.0,218,0.21344766546225138,-0.0011582888202974573,648000,81,1.336778198480606
0.00810712699254509,1.0307569268345833,0.0,2.61,0.9136406487226486,228.07,6.0,218,0.21348991849028628,-0.0009334989565832074,656000,82,1.3455667626857757
0.009685202313703485,1.132654154598713,0.0,2.49,0.9058534616231918,220.87,6.0,218,0.24484420378432914,-0.001289619934395887,664000,83,1.351495258808136
0.010875894652563146,1.1905772694945336,0.0,2.89,0.8970260155200959,238.7,6.0,218,0.2741632918590893,-0.0006531512492801994,672000,84,1.3535051929950714
0.005299926999141462,0.8549745365977287,0.0,2.72,0.9472775566577911,232.36,5.1000000000000085,218,0.19007257148875978,9.414342399395537e-05,680000,85,1.3495585143566131
0.007492989044985734,0.9960700204968452,0.0,3.01,0.9115782141685486,241.68,6.0,218,0.20492165256047393,-8.945039335230831e-06,688000,86,1.3542054879665375
0.010002701787743717,1.1839362928271293,0.0,2.88,0.8966216307878494,235.71,6.1000000000000085,218,0.2710280380733225,-0.0026039030484389515,696000,87,1.3542134511470794
0.0075515429530059915,1.0077163395285607,0.0,3.28,0.9266324275732041,250.02,8.0,218,0.22604529624080563,-0.00015735144188511185,704000,88,1.346047010421753
0.00997904280491639,1.147951656281948,0.0,3.03,0.8929513782262802,242.33,6.200000000000017,218,0.25935137834389954,-0.001255739675834775,712000,89,1.356157056093216
0.00736895535257645,0.9859877806901932,0.0,3.25,0.930569953918457,248.06,8.100000000000009,219,0.23225309470505162,-0.0017942981270607562,720000,90,1.3410759258270264
0.008413509158999658,1.0719322714209556,0.0,3.11,0.9029319173097611,246.42,8.0,219,0.22615302636013293,-8.657730359118432e-05,728000,91,1.3531298267841338
0.007785424679750577,1.0119105768203736,0.0,3.39,0.9215706914663315,249.93,9.0,219,0.23013081168805313,-0.001979112794797402,736000,92,1.3527865481376649
0.0047424971306463705,0.8103296557068824,0.0,3.17,0.9419170653820038,242.8,9.0,219,0.18819091797418394,-0.00021593175741145388,744000,93,1.3459376549720765
0.008647962257964537,1.0595654916763306,0.0,2.95,0.921595419049263,239.23,8.0,219,0.2508210095197201,-0.0015158805204555392,752000,94,1.3520983290672302
0.009439632755238563,1.1521837869286538,0.0,2.96,0.9081237363815308,240.44,7.1000000000000085,219,0.24028742976575657,-0.00036174132372252644,760000,95,1.3571437180042267
0.007043823439744301,0.9894593468308449,0.0,2.84,0.9288045489788055,238.03,6.1000000000000085,219,0.22750044381587706,-0.0010223023534126697,768000,96,1.356092574596405
0.01048268126847688,1.1910227805376052,0.0,2.47,0.8984257209300995,221.44,5.0,219,0.2911529715440433,-0.001833218026731629,776000,97,1.3553118634223937
0.01090287056285888,1.1495724096894264,0.0,2.61,0.9038206911087037,226.24,6.0,219,0.2917677562543598,-0.0027453416524804196,784000,98,1.3522438740730285
0.008018989837146363,1.0229351127147674,0.0,2.98,0.920846095085144,240.26,6.1000000000000085,219,0.2423782601725568,-0.0006428655015770346,792000,99,1.342412962913513
0.006939134740969166,0.9585776522755622,0.0,3.27,0.9332883548736572,249.68,8.100000000000009,219,0.20991578027543006,-0.0027951906746602616,800000,100,1.3485109853744506
0.008635527456062846,1.059498148560524,0.0,3.04,0.8908249115943909,239.48,9.0,219,0.23420476369940588,-0.0003872522653546184,808000,101,1.3417029571533203
0.005411085049854591,0.8471528300642968,0.0,2.73,0.9491715586185455,229.26,7.0,219,0.19699903928752602,-0.0012661310183466412,816000,102,1.347975354194641
0.010771556557156146,1.2024870041012763,0.0,2.58,0.8953539192676544,227.24,6.0,219,0.287390193228028,-0.0022591506788739936,824000,103,1.3487573873996734
0.009051246744347737,1.1130140581727028,0.0,2.83,0.9025953322649002,236.46,6.0,219,0.2444177329517974,-0.0020061727442043775,832000,104,1.3496186530590057
0.008088666979456321,1.0376609063148499,0.0,3.01,0.9201466631889343,241.24,6.0,219,0.23007670554169948,-4.0434972324874254e-05,840000,105,1.3392601013183594
0.010155105215962976,1.198854148685932,0.0,3.35,0.8695401185750962,253.3,8.100000000000009,218,0.2705893417806696,-0.0017970539437374101,848000,106,1.349424786567688
0.009319845943828113,1.1169325286149978,0.0,3.82,0.8917723619937896,264.96,10.0,218,0.25503210348267813,0.002112340121966554,856000,107,1.3408076167106628
0.008035247510415502,1.0474104967713356,0.0,3.99,0.9208920335769654,269.63,10.0,218,0.23011112889344537,-0.0009623320610262454,864000,108,1.3528576743602754
