approx_kl_divergence,explained_variance,PMM:episode_rewards,clip_fraction,frames,policy_entropy,fps,policy_loss,value_loss,P09:episode_rewards,advantage_norm,epoch_idx,P01:episode_rewards,episode_length,grad_norm
511903.30603027006,-0.36064890772104263,89.51612903225806,0.4361083984375,10240,1.6275735891561909,357,0.029409682285040616,684098370.489938,125.0,15.968715238571168,1,0.0,303.7741935483871,657412591.9480547
0.003317014660103723,-7.450580596923828e-09,96.484375,0.218115234375,20480,1.6956003174185752,334,-0.0007440106171998195,0.005356151338310156,167.50000000000006,15.96871721148491,2,0.0,308.59375,0.05041495415602271
0.0037489235898419794,-4.8428773880004884e-09,89.25,0.2576416015625,30720,1.654752779006958,360,-0.001096917683025822,0.005406219320241235,175.0,15.968717312812805,3,0.0,308.09,0.05056842836426537
0.004083594230837662,9.313225746154785e-09,87.25,0.2939453125,40960,1.609837145358324,374,-0.0015129734600122901,0.004543941789277739,175.0,15.96861857175827,4,0.0,308.03,0.04723150737365359
0.003473468350193798,2.644956111907959e-08,74.25,0.2551513671875,51200,1.612832698225975,378,-0.001352973912435118,0.004948434891753095,175.0,15.968716669082642,5,0.0,303.79,0.04884565978040478
0.0038249948612588012,1.564621925354004e-08,77.5,0.269677734375,61440,1.6608863189816474,383,-0.0014779642238863743,0.0053164946727065395,175.0,15.968716615438462,6,0.0,302.5,0.05019660381897767
0.0036366762812804153,7.450580596923829e-10,107.0,0.2280517578125,71680,1.6333221562206746,387,-0.0011527900074725038,0.010508718940400286,225.0,15.968717831373215,7,0.0,313.69,0.05713145311696488
0.0029312406225812993,-6.7055225372314455e-09,152.25,0.1888427734375,81920,1.5966719515621661,390,-0.0009823534506722353,0.009587572914460907,382.5000000000007,15.968717843294144,8,0.0,327.26,0.05206294054109014
0.004210347631283184,-1.4901161193847657e-09,136.25,0.28193359375,92160,1.5037580482661723,395,-0.001260787592127599,0.0031933864671466416,327.5000000000002,15.967520171403885,9,0.0,325.57,0.04392109328800566
0.004934453554989204,-8.940696716308593e-09,101.75,0.27314453125,102400,1.531508382409811,398,-0.00081826580062625,0.003661368726773162,250.0,15.968704044818878,10,0.0,311.34,0.04412061716762485
0.0049352285511076845,1.4901161193847656e-08,53.5,0.289501953125,112640,1.628971306234598,401,-0.0017354840481857536,0.004031178880649832,100.0,15.968708378076553,11,0.0,297.79,0.046655871079078495
0.004594992923102836,-3.725290298461914e-09,65.25,0.329736328125,122880,1.6990522250533104,404,-0.00150212359149009,0.005296783938729677,127.50000000000021,15.96818099617958,12,0.0,303.71,0.04925833864121026
0.0036714410538252196,2.644956111907959e-08,88.0,0.2543701171875,133120,1.768926426023245,405,-0.001012769847875461,0.008161215688232915,200.0,15.968717813491821,13,0.0,307.8,0.05569654007931403
0.0035027546347123463,-9.313225746154785e-09,107.5,0.2702392578125,143360,1.7669352881610394,406,-0.0016117612218295107,0.005993817322629979,225.0,15.968716925382614,14,0.0,316.17,0.05069076639115618
0.003698336202421615,-1.1175870895385742e-08,128.5,0.257861328125,153600,1.7428077012300491,408,-0.0018717062255745986,0.010452450026059523,275.0,15.968717980384827,15,25.0,321.01,0.055864402519491776
0.003006721155497871,7.450580596923829e-10,177.75,0.212841796875,163840,1.7184239692986012,410,-0.0013173985840694512,0.013110663027327973,330.0000000000004,15.968717908859253,16,47.50000000000001,336.7,0.05484045946364587
0.0035513957915100035,-1.5273690223693846e-08,218.75,0.27978515625,174080,1.722334135323763,411,-0.001581740178517066,0.012588692127792456,460.0000000000008,15.968717700242996,17,50.0,341.66,0.060694748856917835
0.0033495067285230105,-8.940696716308593e-09,229.0,0.24873046875,184320,1.7171714752912521,412,-0.001425257182563655,0.009975698194102734,505.00000000000045,15.968717813491821,18,50.0,343.1,0.05509719666419779
0.002620684350449665,-1.1175870895385742e-08,213.5,0.1720703125,194560,1.687790286540985,413,-0.0012442667069990422,0.010134304229541157,505.00000000000045,15.968717736005782,19,50.0,340.29,0.05432552064791883
0.0029233112160227392,-1.7881393432617187e-08,180.5,0.2016357421875,204800,1.68434764072299,415,-0.001808647925281548,0.010403257310099435,302.5000000000002,15.96871766448021,20,50.0,337.15,0.050375171396768725
0.002963893805463158,5.587935447692871e-09,189.5,0.2297119140625,215040,1.6674801893532276,416,-0.0017782934817660134,0.011067638471354257,312.5000000000011,15.968717515468597,21,50.0,340.18,0.051894004850486286
0.0034550093351754184,-1.30385160446167e-08,210.0,0.243212890625,225280,1.6971872076392174,416,-0.0015512243273406057,0.010986231380411483,480.00000000000045,15.968717592954636,22,72.50000000000001,345.08,0.05642421526974033
0.0025776738854119685,-1.0058283805847169e-08,216.75,0.1970947265625,235520,1.6906889095902442,417,-0.0015805994102265687,0.010564738963148556,530.0000000000005,15.968717712163926,23,50.0,349.71,0.05325859823215583
0.002464919756198469,-1.601874828338623e-08,215.75,0.200927734375,245760,1.7097918964922427,418,-0.001189589973000693,0.010459992556570796,530.0000000000005,15.968717712163926,24,50.0,351.65,0.05390417491866247
0.0035027407327561377,7.078051567077636e-09,188.25,0.2526123046875,256000,1.7414491489529609,417,-0.001376592340238858,0.00850691046234715,325.0,15.968717658519745,25,25.0,350.78,0.051687370298048665
0.0034050262413302334,-6.7055225372314455e-09,183.75,0.2501953125,266240,1.702904211729765,418,-0.0018234724884678144,0.011293523595668375,302.5000000000002,15.968717700242996,26,47.50000000000001,351.81,0.05477885220262395
0.002942369825973401,5.960464477539063e-09,203.0,0.210302734375,276480,1.6322193540632726,418,-0.0020012970009702256,0.013003338385897224,350.0,15.968717926740647,27,50.0,355.8,0.055790876946188984
0.002517886177105311,-8.568167686462402e-09,214.5,0.1824462890625,286720,1.563409710675478,418,-0.0017021584782924038,0.011441809096140787,400.0,15.968717592954636,28,72.50000000000001,354.45,0.05002374084050505
0.003004112963640182,-1.2293457984924316e-08,252.0,0.2150634765625,296960,1.5614763364195823,418,-0.0016266749382339186,0.01233345990331145,502.5000000000002,15.968717849254608,29,97.5,361.09,0.05487061702126296
0.0021872538902471205,-1.1175870895385742e-09,246.0,0.1383056640625,307200,1.4710893996059895,418,-0.0008038751613639761,0.010546448461900582,505.00000000000045,15.968717849254608,30,97.5,364.6,0.04851951071058451
0.002482831006955166,-1.564621925354004e-08,234.75,0.1781005859375,317440,1.5036313876509666,419,-0.0007918687930214219,0.010214056999120657,527.5000000000002,15.968717652559281,31,97.5,367.49,0.052590560503985875
0.0034105322060327126,1.3411045074462891e-08,214.0,0.24775390625,327680,1.5418927766382695,419,-0.0014114077217527664,0.011162381222311524,500.0,15.968717676401138,32,72.50000000000001,361.61,0.057348813002908595
0.0023723263823399064,-6.332993507385254e-09,205.75,0.1764404296875,337920,1.5553566612303258,419,-0.0009041050350788282,0.0121635248142411,375.0,15.968717944622039,33,72.50000000000001,353.66,0.050826100185919584
0.0026754514199922143,-2.6077032089233397e-09,234.5,0.198046875,348160,1.5562889121472836,419,-0.001700135352439247,0.014955763408215717,502.5000000000002,15.968717730045318,34,75.0,351.29,0.05935730922212841
0.001982345410021935,-2.4959444999694825e-08,254.0,0.14482421875,358400,1.5126193471252918,420,-0.001302346078591654,0.015514837147202342,412.5000000000011,15.96871782541275,35,75.0,348.18,0.05151063415352454
