frames,fps,advantage_norm,P01:episode_rewards,clip_fraction,episode_length,grad_norm,P09:episode_rewards,policy_entropy,epoch_idx,policy_loss,approx_kl_divergence,PMM:episode_rewards,explained_variance,value_loss
245760,452,15.968717938661575,175.0,0.1782958984375,344.59,0.05608465487330254,350.0,1.5317473411560059,24,-0.0009484899856033735,0.002531464629367974,269.5,9.685754776000977e-09,0.016556880067219025
256000,452,15.968717992305756,175.0,0.1636474609375,350.58,0.055524409741290595,375.0,1.5017222888767718,25,-0.0016209803459787508,0.0024313167104139666,282.0,-2.2351741790771484e-09,0.017442282070987858
266240,453,15.96871793270111,175.0,0.14287109375,346.46,0.05354561272505419,375.0,1.5000326685607432,26,-0.0010094375389599008,0.0023560685043435116,289.75,-6.332993507385254e-09,0.017102060181787237
276480,454,15.96871821284294,200.0,0.132861328125,344.65,0.057127649243196396,375.0,1.4612862072885036,27,-0.0008326815419422928,0.0019590840318358003,294.5,6.332993507385254e-09,0.017972486958024093
286720,454,15.968717914819717,200.0,0.13681640625,337.45,0.05523081892205954,352.5000000000002,1.440988289564848,28,-0.0012630742006876972,0.00236938911448874,294.5,-2.2351741790771484e-09,0.017816305661108346
296960,453,15.968717861175538,200.0,0.14794921875,334.09,0.056112423447917184,350.0,1.4154724702239037,29,-0.0014043125192984007,0.002332429182740725,289.0,3.3527612686157227e-09,0.01677989943564171
307200,452,15.968718099594117,200.0,0.1580322265625,335.49,0.05666587464723135,350.0,1.396807700395584,30,-0.001285350127000129,0.002267529162872961,285.75,-8.568167686462402e-09,0.017981297025107777
317440,452,15.968718069791795,200.0,0.1393798828125,330.57,0.05525202046490711,350.0,1.4024815991520883,31,-0.0014949681863072328,0.001874565099586789,274.5,8.940696716308593e-09,0.01798729210277088
327680,452,15.968717885017394,200.0,0.1449951171875,329.1,0.055055806540570275,327.5000000000002,1.413327092677355,32,-0.0011767687530664262,0.002309494399730738,274.0,2.2351741790771484e-09,0.017323944365489296
337920,452,15.968718034029006,222.5,0.1656005859375,330.74,0.05844121491050667,350.0,1.450394394248724,33,-0.001032478934939718,0.0024400606988507433,280.5,-4.8428773880004884e-09,0.017500181816285477
348160,453,15.968718087673187,222.5,0.1514892578125,339.01,0.05814348448099588,375.0,1.4396743573248387,34,-0.0012287321573239752,0.0020541011278623956,288.0,1.4528632164001465e-08,0.018510339257773012
358400,453,15.968717920780183,225.0,0.126513671875,343.21,0.05549275513681514,375.0,1.3930311627686023,35,-0.0009140285590547137,0.002051560208010983,293.5,3.7252902984619143e-10,0.017512906657066195
368640,453,15.968717974424361,225.0,0.167529296875,347.89,0.057834205797823016,375.0,1.3368240587413311,36,-0.0018964256814797409,0.002037672901874998,291.75,1.5273690223693846e-08,0.016638254004647024
378880,453,15.96871799826622,222.5,0.1673828125,344.1,0.05658099903506456,350.0,1.398145568370819,37,-0.0011126149929623352,0.0024752650672667186,281.75,2.6077032089233397e-09,0.01671937682549469
389120,453,15.968717801570893,200.0,0.1614013671875,347.69,0.055103566492038084,350.0,1.4134404584765434,38,-0.0016751115646911785,0.002369522969729587,282.0,-1.4528632164001465e-08,0.017238737529260105
399360,453,15.968717873096466,200.0,0.183251953125,344.75,0.058115951007176626,375.0,1.392624132335186,39,-0.0013467912176565733,0.0028486899134748,282.75,-4.8428773880004884e-09,0.017434602332650685
409600,452,15.968718045949936,200.0,0.1296875,340.96,0.05391653424937087,375.0,1.3655806623399258,40,-0.0007983643095940352,0.0017991654759384802,283.5,4.8428773880004884e-09,0.017522982202353887
419840,453,15.968717885017394,200.0,0.1328857421875,334.97,0.052628409927401386,350.0,1.3722100861370563,41,-0.001420849104761146,0.002149970385463007,276.75,4.8428773880004884e-09,0.01729276493715588
430080,452,15.96871799826622,200.0,0.1885498046875,335.11,0.05529928639481898,350.0,1.394619280844927,42,-0.001203451094261254,0.0027972703396358157,273.25,-1.0058283805847169e-08,0.016184828313998877
440320,452,15.968717968463897,197.5,0.145654296875,332.72,0.05000043791852051,350.0,1.3801120586693287,43,-0.0012235613063239724,0.0021521673509028007,265.25,5.587935447692871e-09,0.01612114444724284
450560,452,15.968717908859253,175.0,0.140673828125,335.26,0.05134177520245298,350.0,1.3977359004318715,44,-0.0006317398932878859,0.002183999641442824,262.5,-3.725290298461914e-09,0.016426751337712632
460800,453,15.968718045949936,175.0,0.1435546875,335.51,0.05291193477790688,350.0,1.4777168177068234,45,-0.0007306969953788211,0.0020169155574137677,262.0,-8.568167686462402e-09,0.017124105434049852
471040,453,15.968717849254608,200.0,0.1708251953125,345.63,0.05686080288416552,350.0,1.5586928240954876,46,-0.0009230962397850818,0.0023331464686748406,276.25,2.16066837310791e-08,0.01566326918255072
481280,453,15.968717795610427,197.5,0.20498046875,351.22,0.0577802851001188,375.0,1.5691380977630616,47,-0.0016216602583881468,0.0024649797636811855,280.5,-2.3469328880310058e-08,0.014846111566293984
491520,452,15.96871771812439,175.0,0.174609375,353.27,0.049973232365460064,350.0,1.5159919045865535,48,-0.0011532474785781234,0.0024159320123089854,271.25,-8.568167686462402e-09,0.013861316187831107
501760,452,15.96871777176857,150.0,0.196728515625,355.05,0.05384758015873795,430.0000000000004,1.4929474018514157,49,-0.0011159029327245662,0.0025296779448808595,271.5,-1.6391277313232423e-08,0.013340814744879026
512000,453,15.96871771812439,122.5,0.158251953125,361.62,0.054365168435311265,550.0,1.562887516617775,50,-0.0007920761447167024,0.0022206099526670187,268.25,1.1175870895385742e-09,0.012802677624858916
522240,453,15.968717950582505,122.5,0.1937744140625,361.51,0.05448276372512696,505.00000000000045,1.5022376745939254,51,-0.0012906288266094634,0.0025868204949006214,255.75,-1.5273690223693846e-08,0.01319786351377843
532480,454,15.968717920780183,122.5,0.1313720703125,362.75,0.04342204286774797,550.0,1.3312389798462392,52,-0.0008319232634676155,0.0019812398712986123,252.5,1.4528632164001465e-08,0.012380093676620163
542720,454,15.96871775984764,125.0,0.1495849609375,370.97,0.04958784159886335,502.5000000000002,1.4223916754126549,53,-0.0011272724168520654,0.0023675463844369917,254.5,-3.3527612686157227e-09,0.013158837131413748
552960,454,15.968717777729035,125.0,0.1881591796875,368.43,0.052716357009104486,350.0,1.4743134252727033,54,-0.0010238082915748237,0.0029603651864590574,246.75,-2.0489096641540527e-08,0.012107413759804331
563200,455,15.968717819452285,125.0,0.1794677734375,378.17,0.05536577902395438,527.5000000000002,1.5702985987067222,55,-0.0006754297653969843,0.002452981180294955,261.5,1.5273690223693846e-08,0.013071628220495768
573440,454,15.968717682361603,125.0,0.2167236328125,377.47,0.05555552111746596,362.5000000000011,1.5760835513472558,56,-0.0011383025914255996,0.002578894062935433,255.75,-2.5331974029541015e-08,0.013606867565977154
583680,455,15.968717873096466,100.0,0.2032470703125,376.69,0.05664679174051064,527.5000000000002,1.5525527343153953,57,-0.00099688807495113,0.0026583855962371674,266.5,-2.2351741790771484e-08,0.01208647770836251
593920,454,15.968717819452285,75.0,0.21806640625,363.9,0.05132646710046238,475.0,1.5546018674969673,58,-0.0017029592425387818,0.003061567796356712,238.5,-6.332993507385254e-09,0.01011880522564752
604160,454,15.968718093633651,72.50000000000001,0.221630859375,358.98,0.0581232625105917,402.5000000000002,1.5280371136963367,59,-0.0015387126150017139,0.0027728202904654608,217.75,-1.0058283805847169e-08,0.009944702739448984
614400,453,15.968717592954636,47.50000000000001,0.2159423828125,354.37,0.05250009097930279,402.5000000000002,1.513253142684698,60,-0.0009936806265613996,0.002641590849134445,196.75,2.0116567611694337e-08,0.007987414831859496
624640,453,15.968716490268708,0.0,0.2030517578125,351.38,0.050831438055835856,427.5000000000002,1.513262750953436,61,-0.0009132478597166482,0.0026514199725397704,174.75,1.5273690223693846e-08,0.007418682312027159
634880,453,15.968717682361603,22.500000000000007,0.1796142578125,350.79,0.051048690948477436,450.0,1.4560159094631673,62,-0.0005433288199128584,0.0023731669136395793,177.25,-9.313225746154785e-09,0.00993718310892291
645120,452,15.968717777729035,25.0,0.1370849609375,346.41,0.04463944449491838,302.5000000000002,1.3377919755876064,63,-0.0006988161854678765,0.0021525385931795427,158.5,-3.3527612686157227e-09,0.009532455869339174
655360,450,15.968712264299393,25.0,0.2156494140625,342.48,0.04655857665492352,275.0,1.424986194819212,64,-0.000992223192952224,0.0027589393719665623,149.25,-2.3096799850463868e-08,0.007390978966020612
665600,450,15.96871766448021,25.0,0.19833984375,338.92,0.0510838826952769,277.5000000000002,1.540885827690363,65,-0.0010680882984161143,0.002725439903122151,155.25,-1.825392246246338e-08,0.009984729484131094
675840,450,15.968717807531357,50.0,0.238427734375,338.45,0.05470634756098738,302.5000000000002,1.5967954970896243,66,-0.001545824714412447,0.002952488789600238,177.0,-1.080334186553955e-08,0.010749601991847157
686080,450,15.968717777729035,72.50000000000001,0.1752685546875,343.59,0.05546868365907613,350.0,1.6168892219662667,67,-0.0011599777320952854,0.0024126840588337473,200.5,3.725290298461914e-09,0.014061300922185183
696320,449,15.96871783733368,75.0,0.206787109375,354.79,0.0532602477802371,452.50000000000017,1.612969297170639,68,-0.0012833212858822662,0.002946154811309043,228.5,0.0,0.011380827915127156
706560,448,15.968717420101166,50.0,0.2962646484375,349.58,0.05266366315043662,352.5000000000002,1.6975726157426834,69,-0.000827254260002519,0.004640646128837034,200.25,-8.568167686462402e-09,0.006860100628000509
716800,448,15.968717712163926,25.0,0.2766357421875,340.06,0.052013847080313466,302.5000000000002,1.7340869948267936,70,-0.0017559992887981935,0.0038082199110363035,164.25,-7.450580596923828e-09,0.008080537658679532
727040,447,15.968716967105866,0.0,0.330419921875,317.31,0.04721208996351718,202.50000000000023,1.6968236185610295,71,-0.0017384803613822442,0.0042289906097835225,103.75,-4.470348358154297e-09,0.005383560110726648
737280,445,15.96871742606163,0.0,0.22666015625,322.2,0.052732506255880086,225.0,1.7099761672317981,72,-0.0007133862607588525,0.0031934231476725473,111.5,3.7252902984619143e-10,0.008317372658791556
747520,443,15.96871622800827,0.0,0.2873779296875,321.59,0.05301089791550114,225.0,1.7235438831150531,73,-0.0012443813058780507,0.003781959270781954,111.0,-3.7252902984619143e-10,0.007580209313636033
757760,443,15.968717420101166,25.0,0.23720703125,332.9,0.05258015599455366,252.50000000000023,1.7231425754725933,74,-0.0007440864937962033,0.003116945067654342,138.5,1.2665987014770507e-08,0.0073839208979620706
768000,442,15.968714839220047,25.0,0.2264404296875,322.49,0.05046638866654337,202.50000000000023,1.6891254536807536,75,-0.00147997849053354,0.0025726319819113995,119.0,7.450580596923828e-09,0.005495971765111562
778240,441,15.968697208166123,0.0,0.345263671875,311.93,0.04623040476670569,152.50000000000023,1.6892302185297012,76,-0.0012423778112861327,0.0049160285942889455,93.0,0.0,0.0034533848505063245
788480,437,15.968717509508133,0.0,0.29794921875,310.37,0.05287092866643058,152.50000000000023,1.7676884464919567,77,-0.0015264409867086215,0.003673286505363649,86.75,1.4901161193847657e-09,0.00727358996282419
798720,433,15.968717116117478,0.0,0.3134521484375,312.05,0.047233014747254005,175.0,1.7397104248404502,78,-0.0016878569120308384,0.004033708776830736,89.75,1.0430812835693359e-08,0.005013471933534674
808960,428,15.968713992834092,0.0,0.2640380859375,314.15,0.048736557066379096,175.0,1.716568297892809,79,-0.0012554432931210612,0.003871212264903079,96.25,-2.6822090148925782e-08,0.004487987799961957
819200,425,15.968706238269807,0.0,0.3064453125,302.48,0.04518460776173334,127.50000000000021,1.6832446083426476,80,-0.0018400689154077555,0.003876802724244044,64.5,-5.215406417846679e-09,0.0031355108041822176
829440,422,15.968683058023453,0.0,0.3196533203125,298.77,0.045426662435723165,125.0,1.7023903407156467,81,-0.0014974758232710883,0.004852470704281586,50.75,-9.685754776000977e-09,0.0038234709668749645
839680,418,15.968716990947723,0.0,0.373974609375,302.8,0.051473360671531874,125.0,1.7036113776266575,82,-0.0016911613100091926,0.004575774880379413,60.75,9.685754776000977e-09,0.0057503959247696915
849920,415,15.968716424703597,0.0,0.3877685546875,304.63,0.04821925435375039,150.0,1.7036409556865693,83,-0.0020709470176370815,0.005391178549825781,72.5,1.4901161193847657e-09,0.005176093577745178
860160,411,15.968717175722123,0.0,0.25537109375,308.06,0.05094262754894263,150.0,1.7438875757157803,84,-0.0010393102518719388,0.003415659416646122,80.75,1.862645149230957e-09,0.0054698013286724745
870400,408,15.968717432022094,0.0,0.3193359375,308.27,0.04910543823292588,150.0,1.7619955107569694,85,-0.0013948394625913352,0.003928258872610968,77.0,0.0,0.0051375306784393615
880640,405,15.968717098236084,0.0,0.3110595703125,310.73,0.05187567478270057,175.0,1.721023801714182,86,-0.0013480000074196142,0.004051310644115347,85.5,-1.4901161193847657e-09,0.006095385011121834
890880,402,15.968716025352478,0.0,0.2689208984375,312.7,0.05076046605943527,177.50000000000023,1.7129347652196885,87,-0.001221231477393303,0.0034398928497523682,83.0,-1.2665987014770507e-08,0.005583747039963782
901120,399,15.968717420101166,0.0,0.2593994140625,315.86,0.050482836320904535,177.50000000000023,1.6556006699800492,88,-0.0014179350917402189,0.0030929935576637035,89.0,-3.7252902984619143e-10,0.006319921751173752
911360,397,15.968717557191848,25.0,0.263916015625,328.3,0.05347748731585187,200.0,1.6857288941740989,89,-0.001471092390784179,0.003102026785632006,108.5,-1.1920928955078126e-08,0.007949884046684019
921600,394,15.968714970350266,25.0,0.2375,332.14,0.05152898023703327,227.5000000000002,1.709996934235096,90,-0.0007625264781381702,0.0030886076300816966,121.25,1.862645149230957e-09,0.0070800501257006765
931840,392,15.968717581033706,25.0,0.2072265625,335.23,0.05355637155115879,275.0,1.6894249223172664,91,-0.0012700404196948512,0.002533169604964769,143.0,1.2293457984924316e-08,0.008431528671644628
942080,390,15.968717688322068,25.0,0.2632080078125,330.52,0.05340751808253964,250.0,1.7019654780626297,92,-0.001203554264793638,0.003017028812962508,133.5,2.123415470123291e-08,0.007094617305301654
952320,388,15.968717288970947,25.0,0.23720703125,334.18,0.052091369907480534,252.50000000000023,1.6656278021633626,93,-0.0016415425452578347,0.0026479408035868348,135.25,1.862645149230957e-09,0.007129915579935186
962560,386,15.968717098236084,25.0,0.2311767578125,332.66,0.05108252607805288,225.0,1.6028603039681912,94,-0.0015154921544308308,0.0027812573698497546,120.0,-6.332993507385254e-09,0.007796535420129658
972800,384,15.968716019392014,25.0,0.270947265625,339.84,0.04987148315715203,252.50000000000023,1.5199163116514682,95,-0.0014240498490835306,0.0032650853138989078,131.75,1.1175870895385742e-08,0.007875751427343402
983040,383,15.968716752529144,25.0,0.1688720703125,337.41,0.04007617542773202,225.0,1.4303118877112866,96,-0.001358268612420943,0.002664967682153474,127.5,-2.0489096641540527e-08,0.006163899026975628
993280,381,15.96871721148491,25.0,0.240234375,345.12,0.04616659342528261,225.0,1.429681421816349,97,-0.0007745499859083793,0.002963945954132896,125.0,-8.568167686462402e-09,0.006155487833848383
1003520,379,15.968716925382614,25.0,0.2444091796875,340.62,0.04635759567150345,175.0,1.4628634944558143,98,-0.001444483985687839,0.0029683572004728376,102.75,1.2293457984924316e-08,0.005580507990350725
1013760,377,15.968716049194336,25.0,0.30927734375,340.18,0.04563367999891195,150.0,1.5438411198556423,99,-0.0015978147173882462,0.004087055278523622,90.75,-4.097819328308106e-09,0.004271251671957544
1024000,375,15.968711668252945,0.0,0.220849609375,321.61,0.04808528009834898,127.50000000000021,1.5963635496795177,100,-0.0005146347502886783,0.003012788310547876,69.5,3.725290298461914e-09,0.003880219470492463
1034240,374,15.96866461634636,0.0,0.30908203125,307.04,0.048487564688306874,100.0,1.6274090327322484,101,-0.0008999122488603462,0.003965886601906732,52.75,1.4901161193847656e-08,0.0033446617400720415
1044480,372,15.968716859817505,0.0,0.2401611328125,308.69,0.04953532093147846,125.0,1.6151223242282868,102,-0.0011970448365900665,0.002433625195561717,60.75,-8.195638656616212e-09,0.005109548052064383
1054720,370,15.968691068887711,0.0,0.2683349609375,313.53,0.050011578953715344,125.0,1.6148271463811397,103,-0.0008167718497134047,0.003569163110341833,65.5,-1.2665987014770507e-08,0.004556500867833435
1064960,369,15.968708872795105,0.0,0.2471435546875,321.4,0.04693091139450324,125.0,1.5763957992196083,104,-0.0013256574033221114,0.0031127941272870883,74.0,-2.4959444999694825e-08,0.004580437170233154
1075200,367,15.968710732460021,0.0,0.3055908203125,320.52,0.04698193132278849,125.0,1.5426163896918297,105,-0.001125518517801538,0.0037427058221965125,71.25,-1.0058283805847169e-08,0.0038617996665834655
1085440,366,15.9687160551548,0.0,0.2486572265625,323.42,0.041726526380682895,125.0,1.4504903100430966,106,-0.0011458343273261563,0.002800630558093076,68.0,-2.0116567611694337e-08,0.004000723811373064
1095680,364,15.968717360496521,0.0,0.2284912109375,321.36,0.04628012653701373,125.0,1.5233484104275703,107,-0.00046662013628520074,0.003873853473123745,65.0,1.4901161193847656e-08,0.004501368528417515
1105920,363,15.96871719956398,0.0,0.2372802734375,323.01,0.04451803998381952,175.0,1.393401138484478,108,-0.001463250897722901,0.0028916882779867594,79.0,5.215406417846679e-09,0.006401138967794396
1116160,361,15.96871652007103,0.0,0.1859619140625,318.08,0.04337978342580308,200.0,1.3750372879207133,109,-0.0002625459761475213,0.0030177431942092882,82.25,2.905726432800293e-08,0.0044624561574437395
1126400,360,15.968717533349992,0.0,0.175927734375,322.48,0.046650982708320646,202.50000000000023,1.432299915701151,110,-0.0004956803557433886,0.0026927587381123884,96.75,3.7252902984619143e-10,0.007714105271224981
1136640,358,15.96871749162674,25.0,0.2824951171875,333.88,0.04792115718533605,275.0,1.514126617461443,111,-0.0013823777902871371,0.0035878087943984837,126.5,-4.097819328308106e-09,0.008973500231240905
1146880,357,15.968717801570893,25.0,0.26787109375,345.91,0.053657707056198434,275.0,1.645437078922987,112,-0.001274026487590163,0.003715341846236697,143.25,-1.080334186553955e-08,0.009765487442564336
1157120,355,15.968713790178299,0.0,0.2842041015625,342.04,0.04998839644822524,325.0,1.6631020426750183,113,-0.0010149192676180974,0.004268134133235435,157.25,-3.7252902984619143e-10,0.005440037907996497
1167360,354,15.968717789649963,0.0,0.268408203125,329.74,0.048375486582921026,280.00000000000045,1.672605960816145,114,-0.0010731707319791895,0.0033485130861663492,127.75,-1.3411045074462891e-08,0.006132698134524617
1177600,353,15.968717831373215,0.0,0.2569091796875,318.5,0.05171140932595543,252.50000000000023,1.6313587710261346,115,-0.0011911986159248045,0.0030111264365245915,119.25,-1.2665987014770507e-08,0.008379123677332245
1187840,352,15.968702787160874,25.0,0.26064453125,319.2,0.045704489301506744,227.5000000000002,1.5818046249449254,116,-0.0011658715240628226,0.0036826986793130345,115.5,-7.450580596923829e-10,0.005590269630208411
1198080,351,15.968707847595216,25.0,0.2275146484375,310.41,0.03724875838324068,202.50000000000023,1.5161372020840644,117,-0.0007403803880151827,0.004167616764621585,96.5,-2.2351741790771484e-09,0.00392612409637203
1208320,349,15.968716311454774,0.0,0.225439453125,305.81,0.04131218595530996,127.50000000000021,1.4736607059836389,118,-0.0010668331691704226,0.0034007302104782865,71.0,-1.080334186553955e-08,0.004737588183206754
1218560,348,15.968711119890212,0.0,0.2861328125,300.35,0.045534558112561754,150.0,1.5879305064678193,119,-0.0008035449292947306,0.004331992882475788,65.0,-9.685754776000977e-09,0.005594730510279078
1228800,347,15.96871721148491,0.0,0.2550048828125,306.41,0.048656202328057604,175.0,1.6473018109798432,120,-0.0010884009701840115,0.0030577944088008733,84.0,-2.6077032089233397e-09,0.006929309041970555
1239040,347,15.968717223405838,0.0,0.1918701171875,304.92,0.047138527864505245,200.0,1.5783467136323452,121,-0.0008417907200055196,0.0023247988176990477,90.25,-5.960464477539063e-09,0.006307066590352406
1249280,346,15.968717128038406,25.0,0.2401611328125,305.45,0.049628378653028174,200.0,1.5395915344357491,122,-0.0014543363853590564,0.0027384642230231294,93.0,-1.1920928955078126e-08,0.00619628516622015
1259520,345,15.968716996908189,25.0,0.296533203125,303.25,0.052392200718943106,177.50000000000023,1.6330766730010509,123,-0.0008971493796707363,0.003765108284164853,87.0,-1.1548399925231934e-08,0.005794039902684745
1269760,344,15.968716496229172,22.500000000000007,0.25830078125,303.78,0.050958938375742155,177.50000000000023,1.688765686005354,124,-0.0011454050487373023,0.003185158574740399,93.5,1.1175870895385742e-09,0.006247490913574438
1280000,343,15.968717354536057,0.0,0.2376953125,311.29,0.049270824496120406,225.0,1.653907512873411,125,-0.0011942057986743747,0.002786045262382686,106.25,5.215406417846679e-09,0.007957021984202584
1290240,342,15.968717646598815,22.500000000000007,0.173974609375,320.58,0.05253056449183572,275.0,1.7104475222527982,126,-0.00021963395083730576,0.0021102025012623925,129.75,-2.644956111907959e-08,0.00964580287982244
1300480,341,15.968717640638351,50.0,0.2901611328125,328.43,0.05305218130593211,275.0,1.7313826724886894,127,-0.0016815807277453132,0.002920499259596454,139.5,1.862645149230957e-08,0.008050022003317281
1310720,340,15.968716663122176,25.0,0.2760498046875,327.65,0.04974205427471076,275.0,1.6806109204888344,128,-0.0014038158624316566,0.0028376505907544924,141.0,8.195638656616212e-09,0.006343244913841773
1320960,339,15.968685722351074,0.0,0.2390380859375,315.44,0.04641330154334465,202.50000000000023,1.6193600721657275,129,-0.0008927960767323384,0.0028021144518788786,107.5,-9.685754776000977e-09,0.0034975155420937654
1331200,338,15.968717068433762,0.0,0.24931640625,305.54,0.04138352756709422,175.0,1.4867012664675712,130,-0.0013281564861244988,0.0030294060060441553,87.0,2.60770320892334e-08,0.004619089696109313
1341440,337,15.968716412782669,0.0,0.25263671875,300.78,0.04815949702160159,150.0,1.4888600043952465,131,-0.0005449841868539806,0.002995777158923829,68.75,-8.940696716308593e-09,0.00586141008549248
1351680,336,15.96871782541275,0.0,0.2151123046875,308.31,0.049418065471790215,175.0,1.5723572343587875,132,-0.0011358541407389567,0.0025859351858912305,96.5,5.587935447692871e-09,0.009164926747325807
1361920,335,15.96871775984764,0.0,0.2281494140625,319.71,0.05383487997349936,252.50000000000023,1.6092593386769294,133,-0.0011929062326089478,0.0023226637161656073,129.5,1.7881393432617187e-08,0.010372831609129208
1372160,335,15.96871758699417,25.0,0.2181640625,333.47,0.05444525434239532,350.0,1.6093967244029046,134,-0.0013234395115432561,0.002630772162319772,168.0,2.570450305938721e-08,0.011331267667083011
1382400,334,15.968717944622039,50.0,0.16337890625,346.28,0.05382430092056758,377.5000000000002,1.6285744339227677,135,-0.0007542202325566905,0.002059973731002174,191.25,2.2351741790771484e-08,0.012353912298567592
1392640,333,15.96871771812439,50.0,0.191064453125,351.72,0.05160826559279373,502.5000000000002,1.651786459237337,136,-0.0012315597385168075,0.002204774215579164,226.25,-8.195638656616212e-09,0.01218749895815563
1402880,332,15.968717902898788,75.0,0.2105224609375,348.67,0.052711518013981926,555.0000000000005,1.6376788012683392,137,-0.0012148176105256426,0.0025187316869846655,253.5,-7.078051567077636e-09,0.014391954508027993
1413120,332,15.968717873096466,125.0,0.199951171875,346.36,0.05664095639173557,550.0,1.698125047236681,138,-0.0010101225878315744,0.002000760805549362,270.25,-1.7136335372924803e-08,0.01485737290349789
