value_loss,frames,P01:episode_rewards,explained_variance,episode_length,advantage_norm,grad_norm,policy_loss,epoch_idx,fps,PMM:episode_rewards,policy_entropy,P09:episode_rewards
0.03157069559521915,8000,0.0,-0.829054303765297,162.25531914893617,1.4615001044422389,1.097327181401336,-0.010743602965958417,1,206,0.9361702127659575,1.359019735455513,2.0
0.01482614447875676,16000,0.0,-0.022961496114730834,168.50526315789475,1.2696601171791553,0.22514325438294638,0.001971097528003156,2,172,1.0421052631578946,1.3753456282615661,3.0
0.017632982607992745,24000,0.0,-0.00430894672870636,186.55,1.4451794746145605,0.2154820243257687,0.00029776462717563847,3,178,1.5,1.3810322022438049,4.0
0.013261936849885388,32000,0.0,0.0070236665010452275,194.62,1.2137450809031725,0.19981597243109434,0.002514498953241855,4,175,1.74,1.3829660284519196,4.0
0.011673947055060125,40000,0.0,-0.09028903901576996,177.93,1.0752973353117705,0.20741128918473936,0.001859029287006706,5,183,1.34,1.3806924402713776,3.0
0.01616756883373455,48000,0.0,0.0006094700098037719,182.45,1.3284249029308557,0.3214766852748238,0.004604215780145751,6,191,1.36,1.3733548939228057,4.0
0.013468453177410992,56000,0.0,0.0694049996137619,189.41,1.2727338925004006,0.3243931986576834,0.0002206762455170974,7,187,1.53,1.371500128507614,4.0
0.012004377924022265,64000,0.0,0.3189798414707184,194.23,1.2171163779497147,0.29012483053747024,0.001386536931458977,8,191,1.74,1.374678738117218,4.0
0.010847226865007543,72000,0.0,0.4116825526952744,179.89,1.1394797572493554,0.3045264195912184,-0.002977037957753055,9,193,1.38,1.3737332427501678,3.0
0.012311787829676178,80000,0.0,0.5373052370548248,181.03,1.2570361246168613,0.3766015946487253,-0.0008241852530045435,10,196,1.39,1.3645023584365845,4.0
0.010425454777432605,88000,0.0,0.5364076584577561,180.12,1.15838294506073,0.3517286922409403,-0.0008782790834084153,11,198,1.42,1.377705863714218,4.0
0.01336500491714105,96000,0.0,0.812160371541977,179.03,1.3452874490618705,0.4391052781332247,-0.0030743769835680722,12,199,1.36,1.35204962849617,3.0
0.02546730832080357,104000,0.0,0.7141650652885437,185.92,1.4313846665620804,0.5810642269211693,-0.003750891877571121,13,199,1.45,1.3625734281539916,4.0
0.012534945575753227,112000,0.0,0.8132127916812897,199.7,1.2974029684066772,0.4159901130293499,-0.006476847815793008,14,203,1.82,1.3623879396915435,5.0
0.008124686035735067,120000,0.0,0.8987353658676147,203.66,1.0478316009044648,0.3187200254395482,-0.0013641679953434504,15,204,1.97,1.3443531811237335,5.0
0.008185717280721292,128000,0.0,0.9036245012283325,216.55,1.0546602475643159,0.33381189340613154,-0.0016172457172069698,16,207,2.39,1.3444076132774354,7.200000000000017
0.005467156011727639,136000,0.0,0.9402555644512176,213.86,0.8661870935559273,0.2782422530977992,-0.0020490447772317567,17,206,2.3,1.3511491119861603,6.0
0.0069572388043161485,144000,0.0,0.9276970738172531,198.62,0.8928808930516243,0.271604238365309,-0.0032741552035076894,18,205,1.91,1.3424348771572112,5.0
0.006265406251768582,152000,0.0,0.930040568113327,199.26,0.8885575434565545,0.24677151540608414,-0.0021199941071972715,19,207,1.96,1.340004458427429,6.200000000000017
0.005866005183197558,160000,0.0,0.9337516182661056,213.19,0.8451604294776917,0.23043950513973532,-4.500763869145885e-05,20,207,2.38,1.3401308012008668,9.0
0.006186180289369077,168000,0.0,0.9298736852407455,229.32,0.7981079204380512,0.25982460480818403,-0.0030320373391441533,21,209,2.78,1.3278373563289643,9.0
0.0041389226869796404,176000,0.0,0.9603208577632905,227.56,0.7139252793788909,0.1864097064710834,-0.0016742094827350228,22,209,2.7,1.3150815856456757,9.0
0.0037017090211156757,184000,0.0,0.9638370543718338,226.49,0.6604331870377064,0.18728154627900243,-0.0013403298157209065,23,211,2.72,1.3204962170124055,9.0
0.0027117055859707763,192000,0.0,0.9582920569181442,226.28,0.5991084210574626,0.1721135795168477,-0.00047941368946339934,24,211,2.72,1.3366216218471527,9.0
0.003116283634735737,200000,0.0,0.9732449376583099,211.09,0.6160297425091267,0.16997973619740445,-0.0012413947640743572,25,211,2.28,1.3353186452388763,9.0
0.0038443849520990625,208000,0.0,0.9564924252033233,200.69,0.6727423429489136,0.191224402103122,-0.0001320844970177859,26,212,1.93,1.3364566922187806,5.1000000000000085
0.003351268888800405,216000,0.0,0.9572133642435073,200.27,0.6325324408710002,0.18009530521986516,-0.001168020477052778,27,213,1.9,1.3334096133708955,5.0
0.004970887149684131,224000,0.0,0.9508568453788757,198.63,0.7523349234461785,0.20224746344895908,-0.002030847002461087,28,214,1.86,1.3542009830474853,5.0
0.004752575176535174,232000,0.0,0.9350984162092209,195.1,0.7475271092355251,0.20937412370816286,-0.0015173117040467332,29,214,1.82,1.3460761213302612,5.1000000000000085
0.0029598641685879556,240000,0.0,0.9704390799999237,194.73,0.5603492085635662,0.14588191793025856,-0.0010972932730510365,30,214,1.79,1.3561416459083557,5.1000000000000085
0.004013521143060643,248000,0.0,0.9560364896059036,204.3,0.6784332153201104,0.1683781357694698,-0.00045312523120628613,31,214,2.09,1.3547826147079467,6.300000000000026
0.005913193658052478,256000,0.0,0.8976738333702088,205.57,0.8244515381753444,0.20342364664890705,-0.0015651517239166424,32,214,2.11,1.352306067943573,6.0
0.0057154539422481325,264000,0.0,0.9415802580118179,195.16,0.8230668713152408,0.20354410790289149,-0.0012956315242263372,33,214,1.72,1.3355676543712616,5.0
0.0031300241220742465,272000,0.0,0.9613348323106766,203.98,0.6140542156994343,0.16222726926676054,-0.0011680092429742217,34,215,2.01,1.3380283439159393,6.0
0.003968894037243444,280000,0.0,0.9616064453125,214.34,0.6911135469377041,0.18760403260132974,-0.0009409314527874812,35,215,2.36,1.3291992723941803,9.0
0.0032762566416931803,288000,0.0,0.9683786457777024,211.91,0.593355188369751,0.15572360805906735,-0.0007647988792450633,36,215,2.36,1.3508877730369568,9.0
0.003599193699337775,296000,0.0,0.9642375844717026,208.71,0.60854851141572,0.15429285052145586,-0.0002640277222235454,37,216,2.31,1.3539234828948974,8.100000000000009
0.0020244965446181594,304000,0.0,0.9820855408906937,192.73,0.4930364188551903,0.13434280426855683,-0.00019910840783268213,38,216,1.82,1.3518110883235932,5.1000000000000085
0.005010452853457537,312000,0.0,0.9578030180931091,206.64,0.786066654920578,0.20690297842119032,-0.002262882587092463,39,217,2.19,1.346704238653183,8.100000000000009
0.004399039875424933,320000,0.0,0.957004833817482,222.36,0.6968233254551888,0.16504664743747122,0.00010259863855026197,40,217,2.67,1.3583279275894165,9.0
0.0036593947601795663,328000,0.0,0.9658350908756256,226.3,0.6219153891503811,0.15205968644263768,0.00196062877705117,41,217,2.73,1.3603061771392821,9.0
0.004737754321249668,336000,0.0,0.9546909332275391,210.43,0.7276599350571632,0.18536924466808063,-0.000622637060296256,42,217,2.22,1.3517209112644195,6.0
