explained_variance,policy_entropy,value_loss,frames,PMM:episode_rewards,fps,grad_norm,approx_kl_divergence,P01:episode_rewards,advantage_norm,episode_length,policy_loss,clip_fraction,epoch_idx,P09:episode_rewards
0.05928873047232628,1.3287408858537675,0.2861913678003475,10240,118.54838709677419,203,24.295923477485946,0.014770141329428357,0.0,15.96871920824051,318.7096774193548,0.011783419499988668,0.385791015625,1,375.0
0.282184286788106,1.6049284845590592,0.0765041011502035,20480,94.921875,195,4.2537904669456035,0.00418125193325575,0.0,15.968718904256821,310.5,0.0004925527762679848,0.2712158203125,2,192.50000000000006
0.23490456975996493,1.7232608549296855,0.11035247792024165,30720,119.47368421052632,208,2.869388887285327,0.002235848649798172,0.0,15.968719309568405,320.63157894736844,-0.0037435925645695534,0.14150390625,3,250.0
0.28364356271922586,1.7187462128698825,0.11544940939638763,40960,155.75,214,2.7327604050888183,0.002123373326708475,22.500000000000007,15.968719184398651,332.51,-0.0036199779686285185,0.1293701171875,4,275.0
0.4851910252124071,1.7318741336464882,0.14185838205739856,51200,208.5,218,3.219808504168232,0.0017167563161936724,50.0,15.96871924996376,343.79,-0.004178412506735185,0.0997802734375,5,440.00000000000125
0.7352156773209572,1.6818902239203453,0.13163713379763067,61440,257.5,221,3.862414674767197,0.0017745190839381093,72.50000000000001,15.968719321489335,356.55,-0.0046264834243629595,0.102197265625,6,577.5000000000002
0.6942167568951845,1.7049215570092202,0.14791112807579337,71680,283.0,222,3.632204847698599,0.001883046216153496,125.0,15.968719232082368,359.78,-0.004443607544453698,0.11025390625,7,575.0
0.7181162398308516,1.747186616808176,0.13183181369677185,81920,285.75,222,3.5552933689396857,0.0021550628499826855,125.0,15.968719178438187,362.24,-0.005106294259167044,0.129541015625,8,502.5000000000002
0.7021912880241871,1.7292464263737202,0.14773630956187844,92160,295.25,223,2.7926201832181095,0.002033612139530603,150.0,15.968719244003296,366.88,-0.00577414010767825,0.13046875,9,525.0
0.7563362888991833,1.7323548674583436,0.13224227759055793,102400,288.25,225,3.2658537050348344,0.00210163138883701,125.0,15.968719297647477,366.76,-0.005473288245593721,0.1274169921875,10,550.0
0.73475422821939,1.710000965744257,0.1474348343210295,112640,281.75,226,2.7196224512628,0.0022204646293633766,125.0,15.968719273805618,364.18,-0.006157656259892974,0.13662109375,11,575.0
0.7903172884136438,1.6867592245340348,0.11584558230824768,122880,285.25,227,2.572476085256794,0.0022712087978110527,125.0,15.968719309568405,368.22,-0.006247506279032677,0.135498046875,12,530.0000000000005
0.8562745448201895,1.7027525566518307,0.09554337859153747,133120,309.0,227,2.0867947365002313,0.002243236240747463,125.0,15.96871924996376,381.88,-0.0064596865202474875,0.1409912109375,13,577.5000000000002
0.8377180613577366,1.7092037454247475,0.11281748712062836,143360,335.75,228,2.2684898616104934,0.0023007668774429036,150.0,15.968719273805618,385.98,-0.007334250620624516,0.1525390625,14,602.5000000000002
