fps,frames,episode_length,explained_variance,policy_loss,clip_fraction,P09:episode_rewards,policy_entropy,epoch_idx,value_loss,P01:episode_rewards,advantage_norm,PMM:episode_rewards,approx_kl_divergence,grad_norm
542,757760,354.88,-1.3783574104309083e-08,-0.0019341224364325172,0.2041015625,425.0,1.5945347219705581,74,0.013481513116857968,125.0,15.968717789649963,241.25,0.002416645432464293,0.054575319832559574
539,768000,363.82,-1.601874828338623e-08,-0.001138229922798928,0.1699951171875,477.5000000000002,1.4491186663508415,75,0.015648901782697067,125.0,15.968717980384827,269.25,0.0021166778311908275,0.0545935253887979
536,778240,370.42,3.725290298461914e-09,-0.0012283177060453455,0.156201171875,502.5000000000002,1.3889005951583386,76,0.013338254157861228,147.5,15.968717873096466,274.75,0.0021536565711699042,0.04819029400908833
536,788480,374.98,1.1175870895385742e-09,-0.0013869849459297256,0.203173828125,527.5000000000002,1.3817475207149983,77,0.01347180067023146,150.0,15.96871787905693,284.5,0.0025211964250445363,0.05606592971695338
535,798720,368.68,1.862645149230957e-08,-0.0006060530220565851,0.132861328125,360.0000000000009,1.428252349048853,78,0.013479243726760615,150.0,15.96871793270111,272.0,0.0018701316251963362,0.04735530037918839
534,808960,371.99,-1.0430812835693359e-08,-0.0014448629473918118,0.2018310546875,360.0000000000009,1.5188089199364185,79,0.012012147964560427,150.0,15.968717652559281,263.0,0.0025099408592609506,0.050641487575775926
534,819200,376.55,-1.080334186553955e-08,-0.0016401016775489552,0.20966796875,577.5000000000002,1.450510958582163,80,0.012383329263684573,125.0,15.968717855215072,273.0,0.002691829028549364,0.049478465972584526
533,829440,366.86,5.215406417846679e-09,-0.0009669506020145491,0.2346923828125,577.5000000000002,1.4458365619182587,81,0.006370825271733338,50.0,15.968717521429062,236.5,0.003051979615719347,0.04720451651138609
532,839680,350.9,1.4901161193847657e-09,-0.00048009355559770485,0.1460693359375,452.50000000000017,1.4463514611124992,82,0.007100753427585005,25.0,15.968717557191848,183.0,0.002109086610602162,0.044259110962181554
531,849920,336.13,-6.7055225372314455e-09,-0.0014331749989651144,0.2381103515625,277.5000000000002,1.4985162973403932,83,0.00771463627124831,25.0,15.968717402219772,141.75,0.0027660595948191258,0.05082175229464205
527,860160,328.9,-7.450580596923828e-09,-0.0012945113499881699,0.2279052734375,227.5000000000002,1.3854197584092618,84,0.008327971637481824,25.0,15.968717634677887,127.25,0.003279782833158151,0.04934369548496818
522,870400,341.49,3.3527612686157227e-09,-0.00043661165691446515,0.13291015625,412.5000000000011,1.509348128736019,85,0.010568905318723409,25.0,15.968717062473297,169.5,0.0016106121439747767,0.04881026576123205
517,880640,342.2,1.4156103134155273e-08,-0.0015077200543601066,0.257958984375,330.0000000000004,1.5820034101605416,86,0.0076726823056560535,25.0,15.96871738433838,170.75,0.002889663300936718,0.05094080204119118
512,890880,345.52,3.7252902984619143e-10,-0.0018986862240126356,0.3227783203125,525.0,1.6128973081707954,87,0.008770761568302986,25.0,15.968717724084854,179.5,0.003841876703870639,0.05453367404661648
504,901120,341.31,-3.725290298461914e-09,-0.001471217289508786,0.247802734375,280.00000000000045,1.57987247928977,88,0.009717050059953181,25.0,15.968717527389526,156.0,0.003195283690592987,0.051714099536002575
487,911360,344.06,-9.685754776000977e-09,-0.0014118639377556975,0.2926025390625,252.50000000000023,1.6871438853442668,89,0.008236532955925214,50.0,15.96871782541275,153.5,0.003536962308226066,0.05360407470855848
472,921600,344.47,1.2293457984924316e-08,-0.001783527988300193,0.31103515625,277.5000000000002,1.7243285328149796,90,0.007131190066002091,50.0,15.96871725320816,156.75,0.0038057269422097305,0.05431406646411737
459,931840,331.94,-3.799796104431152e-08,-0.0012020835316434385,0.26123046875,227.5000000000002,1.7319268383085729,91,0.0053573743473862125,25.0,15.968715792894363,126.25,0.002947114929042982,0.05041191788896828
446,942080,317.08,3.725290298461914e-09,-0.001606293379154522,0.285205078125,152.50000000000023,1.6738675110042096,92,0.003241416847984979,0.0,15.968696814775466,88.5,0.004514089137808241,0.0455219523983383
435,952320,310.01,1.601874828338623e-08,-0.0012809207812097157,0.251513671875,125.0,1.6143711492419244,93,0.005125332395391524,0.0,15.968715566396714,69.0,0.003256167887320771,0.049039978881869006
427,962560,300.06,1.080334186553955e-08,-0.0008412864686761168,0.22958984375,125.0,1.5293372966349126,94,0.004218893112965816,0.0,15.968715113401412,60.25,0.0031597464894730365,0.042478495182102886
416,972800,299.6,-1.5273690223693846e-08,-0.000822878182225395,0.2283447265625,125.0,1.5590085871517658,95,0.003457434256611691,0.0,15.968663668632507,62.0,0.0029238568181654046,0.04379360645432308
408,983040,294.57,9.685754776000977e-09,-0.0023448491301678587,0.3731689453125,125.0,1.6410306110978126,96,0.003924989590845485,0.0,15.968710660934448,52.5,0.004698820211999077,0.04520173415669492
400,993280,299.19,8.940696716308593e-09,-0.0010447009302879452,0.240185546875,127.50000000000021,1.623831393569708,97,0.0065733738563722,0.0,15.968717753887177,71.25,0.003287055204170031,0.04844818280646191
393,1003520,308.02,-2.2351741790771484e-09,-0.0006204118399182335,0.22041015625,175.0,1.653687759488821,98,0.006289059677374098,0.0,15.968717461824417,97.25,0.0030432692005547325,0.05011172667391641
387,1013760,309.69,5.960464477539063e-09,-0.0011026356340153142,0.26728515625,175.0,1.6854782119393348,99,0.004942394844056253,25.0,15.968716698884965,98.0,0.0032846857131971774,0.049941077513999454
383,1024000,307.53,-4.8428773880004884e-09,-0.0010841936935321427,0.2188720703125,175.0,1.684822828322649,100,0.006839106189727317,25.0,15.968717050552367,93.0,0.002718018958336188,0.0513033812520579
378,1034240,312.43,5.215406417846679e-09,-0.0012421192554029404,0.282958984375,200.0,1.7351120226085186,101,0.007317972421878949,25.0,15.968717551231384,95.25,0.003202354522795758,0.052904605265528835
374,1044480,317.18,5.587935447692871e-09,-0.0011389657069230453,0.2738037109375,200.0,1.7569342121481895,102,0.007390277814556612,0.0,15.96871770620346,107.5,0.003413877191769643,0.051769983665063066
370,1054720,326.09,7.450580596923829e-10,-0.0011016245713108218,0.246533203125,250.0,1.7277421928942203,103,0.00932229994878071,0.0,15.96871775984764,133.0,0.0029826922807387746,0.05495517876225577
367,1064960,327.08,-8.195638656616212e-09,-0.000882786054717144,0.1989501953125,250.0,1.7550390392541886,104,0.009934502216492547,25.0,15.968717646598815,143.5,0.002248969825814129,0.055022522794649656
364,1075200,329.37,-1.1548399925231934e-08,-0.0013880633036023938,0.236376953125,425.0,1.7493466667830944,105,0.011698587003047578,25.0,15.96871783733368,181.75,0.002606919559752896,0.05742436316753916
361,1085440,339.16,5.587935447692871e-09,-0.0012808581996068824,0.1844970703125,452.50000000000017,1.6989089295268058,106,0.012870055745588615,50.0,15.96871777176857,208.5,0.0022455154977564008,0.0562465732358588
357,1095680,344.74,4.8428773880004884e-09,-0.0014210470570105826,0.2253662109375,477.5000000000002,1.715119259059429,107,0.012996167462551967,75.0,15.968717926740647,232.5,0.0027652771774796746,0.05571825439116067
354,1105920,350.16,1.601874828338623e-08,-0.0012663093653827672,0.224267578125,450.0,1.6871921248733996,108,0.013703040931432042,122.5,15.968717992305756,241.25,0.0026270791542060577,0.056265239536685094
350,1116160,348.0,-7.450580596923829e-10,-0.0006741347471688642,0.1994384765625,377.5000000000002,1.6035548388957976,109,0.01307841723173624,100.0,15.96871793270111,239.75,0.002080847968920807,0.05558400929741656
347,1126400,350.68,8.195638656616212e-09,-0.0009435860731173307,0.1827880859375,527.5000000000002,1.6582002528011799,110,0.013378250182722696,122.5,15.968717926740647,259.0,0.0020001218351580973,0.05615104832923007
344,1136640,346.45,-2.421438694000244e-08,-0.0014844082881609211,0.245068359375,400.0,1.6468447096645833,111,0.009946829061482277,75.0,15.968717557191848,226.25,0.0028317622694373767,0.05342018040007662
342,1146880,342.71,-2.5331974029541015e-08,-0.0013922079640906304,0.2684326171875,355.00000000000045,1.5626337714493275,112,0.008676842826207575,50.0,15.968717497587203,204.75,0.003298509968703911,0.052968937113526224
339,1157120,335.79,-1.2293457984924316e-08,-0.0011097606518887914,0.1810302734375,325.0,1.6083428129553794,113,0.012163542233611224,50.0,15.968717885017394,180.0,0.0022663918823070616,0.051331241082532356
336,1167360,336.55,1.3783574104309083e-08,-0.0011458735887572402,0.2018310546875,300.0,1.6301431998610496,114,0.011819857177033554,50.0,15.968717670440673,186.75,0.0022995276457777438,0.05562068162476928
333,1177600,342.54,-1.080334186553955e-08,-0.0010000902329920791,0.2103271484375,300.0,1.6256516091525555,115,0.010252419585231109,72.50000000000001,15.968717741966248,188.5,0.0026219292042355844,0.054126289996447696
331,1187840,346.71,2.2351741790771484e-09,-0.0018610085593536497,0.26318359375,375.0,1.6376776300370692,116,0.009687932427141277,50.0,15.96871721148491,205.25,0.003031291959518967,0.05338081836050203
328,1198080,347.89,1.862645149230957e-09,-0.0015757967998069945,0.1741455078125,427.5000000000002,1.5751707874238492,117,0.010896093053452205,50.0,15.968717724084854,199.5,0.002002214751092879,0.04939713994104382
326,1208320,353.64,4.097819328308106e-09,-0.0007167270523495972,0.2072265625,450.0,1.627813945710659,118,0.01103000284274458,50.0,15.968717831373215,215.75,0.0028567469045469806,0.0550528055863021
323,1218560,349.2,-7.82310962677002e-09,-0.001081321021410986,0.252197265625,400.0,1.7023956499993802,119,0.009264638080549049,50.0,15.968717646598815,201.75,0.002868841421820889,0.05395106352904797
321,1228800,340.75,-3.3527612686157227e-09,-0.0005612071036011912,0.207568359375,352.5000000000002,1.7066061057150363,120,0.006957284629044125,50.0,15.968717247247696,175.25,0.002728005032778924,0.05022555650249164
320,1239040,329.76,1.862645149230957e-09,-0.0015930490029859357,0.2696044921875,425.0,1.672971995919943,121,0.009504263589997208,25.0,15.968716436624527,172.5,0.0031949313255267954,0.05302770718664388
317,1249280,336.78,-5.215406417846679e-09,-0.0018553813650214579,0.27119140625,477.5000000000002,1.6592984072864057,122,0.010680733121262165,25.0,15.968717581033706,188.75,0.0031655170767294293,0.056125041436131465
315,1259520,344.88,1.899898052215576e-08,-0.0011558951428014552,0.2046630859375,527.5000000000002,1.676059401780367,123,0.013691518806808745,50.0,15.96871787905693,219.5,0.0024555987018558766,0.056751681269982854
313,1269760,362.4,-1.564621925354004e-08,-0.0014280504219641443,0.22275390625,550.0,1.7156175822019577,124,0.012803460673603695,75.0,15.968717861175538,254.0,0.0026479235461920325,0.055420263533963586
311,1280000,362.08,-7.450580596923829e-10,-0.001174145715776831,0.2478515625,525.0,1.7082016415894032,125,0.014231589809060096,75.0,15.968717908859253,257.25,0.002511279829650448,0.060918034288333645
310,1290240,364.11,-1.30385160446167e-08,-0.001495715995406499,0.2614013671875,400.0,1.6923521220684052,126,0.012003153057594317,97.5,15.968717908859253,253.5,0.002983809917736835,0.057506561591655944
308,1300480,349.13,-1.0058283805847169e-08,-0.0010767999236122705,0.187451171875,350.0,1.6450843021273613,127,0.011690546522447675,75.0,15.968716990947723,225.5,0.001883298698294311,0.05201043133112345
306,1310720,358.07,2.644956111907959e-08,-0.001463392221921822,0.2099365234375,400.0,1.6296784035861491,128,0.013527925568632781,72.50000000000001,15.968717795610427,240.75,0.002731027768425065,0.0540541280820961
304,1320960,352.79,-2.2351741790771484e-09,-0.001233616008539684,0.1962158203125,352.5000000000002,1.4962983958423137,129,0.014036971270979848,97.5,15.968717867136002,231.75,0.00238368861868139,0.05256271734691679
303,1331200,357.33,0.0,-0.00044148609522380865,0.1357666015625,375.0,1.4293140284717083,130,0.015469953170395456,125.0,15.968717765808105,247.75,0.0016071439985921644,0.04757804755433069
301,1341440,354.74,8.568167686462402e-09,-0.0013226930317614461,0.1908203125,327.5000000000002,1.4785722471773624,131,0.015253990335622802,150.0,15.968717700242996,251.75,0.0022326964820649662,0.05505615790733727
300,1351680,346.66,-8.195638656616212e-09,-0.0010121697436261457,0.16904296875,350.0,1.5657915972173213,132,0.01610702797479462,150.0,15.968717885017394,261.5,0.0021838148916799582,0.05638930118045482
298,1361920,350.51,-1.4901161193847657e-09,-0.0015639708897651871,0.1757568359375,402.5000000000002,1.5847508758306503,133,0.01537321122305002,150.0,15.968717885017394,275.0,0.0018826939141717957,0.05253584686794157
297,1372160,350.46,-7.450580596923828e-09,-0.0008940175121097127,0.145947265625,427.5000000000002,1.5363324575126172,134,0.015652636652521323,150.0,15.968717926740647,278.0,0.0017404314867462745,0.05304549884951624
295,1382400,354.34,-1.080334186553955e-08,-0.001166796415054705,0.1986083984375,452.50000000000017,1.5153184041380883,135,0.014071016645175405,125.0,15.968717902898788,279.75,0.002082416157179523,0.05829423685367171
294,1392640,344.52,3.203749656677246e-08,-0.0007107756402547239,0.166064453125,377.5000000000002,1.554644451290369,136,0.01354633753071539,125.0,15.96871777176857,253.0,0.002026334442791722,0.053728258043093204
292,1402880,346.19,-1.1175870895385742e-09,-0.001448541317222407,0.157470703125,400.0,1.4964673660695553,137,0.01650306628725957,125.0,15.968718022108078,249.25,0.0020328222707689746,0.055347057339464434
291,1413120,349.22,-1.2665987014770507e-08,-0.001223674734501401,0.1560546875,375.0,1.4285431511700153,138,0.016396992723457515,150.0,15.968718075752259,253.5,0.0017860970436458957,0.05281093542784378
