frames,PMM:episode_rewards,value_loss,epoch_idx,fps,explained_variance,episode_length,grad_norm,P01:episode_rewards,clip_fraction,policy_entropy,advantage_norm,P09:episode_rewards,approx_kl_divergence,policy_loss
204800,176.5,0.02004411372472532,20,200,1.862645149230957e-08,341.77,0.058350169210810224,25.0,0.0,1.7810177728533745,15.968718272447585,500.0,0.00025604583349831956,-0.001269795126427198
215040,179.5,0.019935259319026954,21,200,-1.9371509552001954e-08,339.0,0.054992473854105814,25.0,0.0,1.7660402812063694,15.968718087673187,500.0,0.00011934400547204404,-0.0004840296616748674
225280,155.0,0.018082152667921035,22,200,2.2351741790771484e-09,327.89,0.054671547338716577,25.0,0.0,1.7760491535067557,15.968717962503433,252.50000000000023,0.00014142918539548078,-0.0005516736796380428
235520,169.0,0.021468887029914185,23,200,7.82310962677002e-09,331.16,0.05609854978693657,25.0,0.0,1.7851825557649135,15.96871822476387,325.0,0.00013497517308991291,-0.0005497311743965838
245760,163.75,0.021044948342023417,24,200,1.4156103134155273e-08,324.44,0.05789621020810657,25.0,0.0,1.7804014064371585,15.968718022108078,325.0,0.00014039434477988166,-0.0006357509590088739
256000,184.75,0.020614189759362488,25,200,-2.3096799850463868e-08,334.71,0.05844207808589037,47.50000000000001,0.0,1.784929669648409,15.968717980384827,500.0,0.00010642464911896355,-0.0004636997435227386
266240,188.0,0.024317527661332862,26,201,-7.82310962677002e-09,337.1,0.05354610399003893,50.0,0.0,1.7858405143022538,15.96871838569641,365.0000000000013,0.00011658236912417407,-0.00048508037616556976
276480,193.0,0.018560238428472077,27,201,-1.1175870895385742e-09,340.57,0.05127384913465692,50.0,0.0,1.780296240746975,15.968718141317368,477.5000000000002,6.877502879270026e-05,-0.0002711513345275307
286720,181.5,0.0186618701874977,28,201,-1.9371509552001954e-08,338.55,0.05287167705637251,25.0,0.0,1.7816580317914485,15.968718123435973,360.0000000000009,6.880461687632788e-05,-0.000254820670306799
296960,184.25,0.025021362106781454,29,201,1.3411045074462891e-08,333.17,0.05786829649804056,47.50000000000001,0.0,1.7778424389660359,15.968718373775483,452.50000000000017,0.00018113155486645382,-0.0007912098710221472
307200,199.0,0.023790679569356144,30,201,3.3527612686157227e-09,337.57,0.05604009890293219,25.0,0.0,1.77859253808856,15.968718302249908,457.5000000000006,9.446836278783621e-05,-0.0003728257699549431
317440,202.0,0.01951817230146844,31,200,-1.825392246246338e-08,340.72,0.05314418781614274,50.0,0.0,1.7828202418982984,15.968718093633651,432.5000000000006,9.985377102594839e-05,-0.00041069809230975807
327680,200.5,0.02024452167679556,32,200,-2.9802322387695314e-09,343.0,0.0532057104726256,50.0,0.0,1.7846625611186027,15.968718081712723,425.0,0.00011940318549186202,-0.0004631037063518306
337920,188.75,0.021198005764745176,33,200,2.0489096641540527e-08,343.57,0.05787663132757118,25.0,0.0,1.7868621602654458,15.96871821284294,400.0,0.00016212921290730263,-0.0006844914401881397
348160,182.5,0.01763593003270216,34,200,1.0058283805847169e-08,333.09,0.053833762929927566,25.0,0.0,1.786763310432434,15.968718045949936,410.00000000000085,0.0001223728368383803,-0.0005403561692219228
358400,184.5,0.019610239088069647,35,200,1.1548399925231934e-08,332.74,0.0538740333353417,25.0,0.0,1.7782963380217551,15.968718016147614,400.0,0.00015115579476940866,-0.0007100261369487271
368640,176.0,0.022735842294059692,36,199,-8.940696716308593e-09,333.05,0.05797530818752779,25.0,0.0,1.7809189088642596,15.968718135356903,355.00000000000045,0.000165492679465018,-0.0006343499066133518
378880,182.75,0.019887430150993167,37,200,-5.215406417846679e-09,334.89,0.05564117870193082,25.0,0.0,1.7858823634684087,15.968718087673187,402.5000000000002,0.00012768381024272913,-0.0005883152371097822
389120,195.75,0.02128616819973104,38,199,9.313225746154785e-09,337.7,0.05712811557139778,25.0,0.0,1.783936405926943,15.968718165159226,427.5000000000002,8.704169142106366e-05,-0.0002859756172256311
399360,216.0,0.027924418105976657,39,199,1.0430812835693359e-08,343.53,0.057709316212270524,25.0,0.0,1.774728739261627,15.968718564510345,550.0,0.0001236203534681124,-0.0006930514082341688
409600,236.25,0.026358717813855036,40,199,7.078051567077636e-09,347.72,0.0560789044653313,25.0,0.0,1.7660153575241566,15.968718409538269,552.5000000000002,0.0001114601713290142,-0.0003902243566699326
419840,259.0,0.023469102574745195,41,199,-2.60770320892334e-08,352.36,0.053947053757789284,47.50000000000001,0.0,1.7721210919320582,15.968718308210374,575.0,7.881778516143356e-05,-0.0003521875481965253
430080,272.75,0.028872675134334714,42,199,-1.1548399925231934e-08,355.14,0.05548450977291932,50.0,0.0,1.7661767542362212,15.968718594312667,575.0,0.00010735597148681109,-0.00042973534000338985
440320,252.5,0.027618092962075024,43,199,2.3096799850463868e-08,347.68,0.05662027493253134,72.50000000000001,0.0,1.7691465698182582,15.96871846318245,527.5000000000002,0.0001427145244033312,-0.0005920608486121637
450560,231.5,0.01982312267064117,44,200,-3.3527612686157227e-09,343.36,0.05706342345342554,50.0,0.0,1.776131810247898,15.968718123435973,480.00000000000045,0.00011632872389917281,-0.0005507510250026826
460800,190.0,0.02138711016450543,45,199,-2.5331974029541015e-08,335.38,0.05659510697102701,50.0,0.0,1.7717465408146382,15.968718218803406,327.5000000000002,0.0001592874595440996,-0.0006410336281987838
471040,161.25,0.020686892040248494,46,199,-1.862645149230957e-09,331.18,0.05576003828676953,25.0,0.0,1.7861162453889847,15.968718081712723,277.5000000000002,0.00013347983282940845,-0.0005747707689806702
481280,175.25,0.020757359350682236,47,199,-1.080334186553955e-08,335.82,0.05671061890794812,25.0,0.0,1.7810942448675633,15.968717992305756,350.0,0.000178533833807748,-0.0008546678694983711
491520,185.5,0.02026185329305008,48,199,-2.3096799850463868e-08,339.65,0.05583618764160906,47.50000000000001,0.0,1.7789932258427144,15.968718039989472,427.5000000000002,7.084707674280822e-05,-0.00025036767892743227
501760,201.0,0.023250210873084143,49,199,-3.688037395477295e-08,341.87,0.056419954698765484,50.0,0.0,1.7839016973972321,15.968718254566193,502.5000000000002,0.00014844076634759062,-0.0006579330263775773
512000,188.0,0.022736092732520773,50,199,-1.9371509552001954e-08,340.75,0.056533396586728235,50.0,0.0,1.7808673664927483,15.968718320131302,380.00000000000045,9.957454574962554e-05,-0.0004438919289896148
522240,178.0,0.020329060225049034,51,199,-3.725290298461914e-09,337.47,0.05449326809080598,50.0,0.0,1.777878600358963,15.968718141317368,327.5000000000002,9.31607926553113e-05,-0.00044219077258276227
532480,185.75,0.021498460840666665,52,199,0.0,336.91,0.05590882647778198,50.0,0.0,1.7735971502959729,15.968718260526657,450.0,0.000153626386949135,-0.0007011255493125645
542720,199.75,0.023845211719162762,53,199,-1.7136335372924803e-08,341.76,0.05480924226806437,50.0,0.0,1.7790776737034322,15.968718153238296,477.5000000000002,0.00016836032612275176,-0.0006872799851407763
552960,220.0,0.023099245229968802,54,199,-1.3411045074462891e-08,347.38,0.052173107538068975,50.0,0.0,1.7853932715952396,15.968718183040618,527.5000000000002,9.886486163779296e-05,-0.0004124101436900673
563200,227.75,0.023307160870172084,55,199,-2.1979212760925294e-08,350.52,0.05864096364075363,50.0,0.0,1.7743769235908986,15.968718349933624,502.5000000000002,0.00023825065371028132,-0.0011715439257386606
573440,211.0,0.020725974228116683,56,199,-2.905726432800293e-08,345.22,0.05770596240202314,50.0,0.0,1.769618134200573,15.96871799826622,452.50000000000017,0.00011387502719415466,-0.00047918145937728693
583680,192.5,0.02319790396722965,57,198,4.8428773880004884e-09,342.03,0.05782416359629271,50.0,0.0,1.7801401726901531,15.968718189001084,355.00000000000045,0.0001327763072179522,-0.0005145517417986412
593920,194.0,0.02039669633668382,58,198,-1.7508864402770997e-08,339.17,0.05629761344569627,50.0,0.0,1.7783867374062539,15.968718147277832,357.5000000000007,0.00011994684026888081,-0.0005769630981376395
604160,204.25,0.020869384810794145,59,198,-7.450580596923829e-10,345.65,0.05414706844535962,50.0,0.0,1.7835079208016396,15.96871812939644,450.0,9.920316441434097e-05,-0.0003787964406001265
614400,196.25,0.02136589004076086,60,198,-1.080334186553955e-08,339.56,0.05131857240737754,50.0,0.0,1.7836917541921138,15.968718206882476,427.5000000000002,8.575546591949035e-05,-0.0003272236335760681
624640,171.75,0.01823022279131692,61,198,-5.587935447692871e-09,336.57,0.05739290386387288,25.0,0.0,1.7828878566622735,15.968717962503433,325.0,0.00010676545595043053,-0.0005066204488684889
634880,167.75,0.02158996709913481,62,198,7.450580596923828e-09,333.53,0.0595049259269577,25.0,0.0,1.7798087187111378,15.968718153238296,302.5000000000002,0.0001512745994599385,-0.00063147046676022
645120,165.75,0.018069084160379133,63,199,1.3411045074462891e-08,331.45,0.05736979106256942,25.0,0.0,1.7792451910674572,15.968717956542969,352.5000000000002,0.00011422966499008425,-0.0005051771891885437
655360,161.5,0.019255276522017084,64,198,5.215406417846679e-09,331.72,0.056904808201967985,50.0,0.0,1.7770434983074666,15.968718081712723,352.5000000000002,0.00012760239386615523,-0.0006042491215339397
665600,179.25,0.023058403219329192,65,199,3.7252902984619143e-10,332.65,0.056951614246384195,47.50000000000001,0.0,1.7676888331770897,15.968718254566193,430.0000000000004,0.00011918961508889936,-0.0005306815059157088
675840,184.75,0.02175709724542685,66,199,1.1175870895385742e-09,335.94,0.05526769515959305,50.0,0.0,1.7723199114203454,15.968718004226684,477.5000000000002,0.00011563224036557074,-0.0005117586722917622
686080,212.5,0.023622205725405365,67,199,0.0,343.62,0.05526320998710964,50.0,0.0,1.7789088308811187,15.968718057870865,575.0,0.00011229883472694269,-0.0005452748755487846
696320,223.5,0.023698757449164987,68,199,-1.2665987014770507e-08,347.43,0.05958310286786998,50.0,0.0,1.7840042293071747,15.968718189001084,575.0,0.00018240658932242582,-0.0008303585542307701
706560,203.75,0.02070171514933463,69,198,-2.60770320892334e-08,339.47,0.05775312954634082,50.0,0.0,1.7876944102346897,15.968717956542969,502.5000000000002,9.479247420216553e-05,-0.0004733178275273531
716800,181.25,0.01715076292748563,70,198,-1.899898052215576e-08,329.38,0.05656109584157763,50.0,0.0,1.7886278234422206,15.968718034029006,452.50000000000017,0.00013286788150494998,-0.0005345472252884064
727040,165.25,0.017609387962147595,71,198,1.1920928955078126e-08,323.58,0.05084079263269475,25.0,0.0,1.7897256083786488,15.968718004226684,452.50000000000017,6.741686435827177e-05,-0.0002533423943532398
737280,163.75,0.01858273487450788,72,198,5.587935447692871e-09,327.12,0.05299220056460555,25.0,0.0,1.7907155327498914,15.968717950582505,452.50000000000017,8.87681468537238e-05,-0.00039837705699028445
747520,172.25,0.02323848368250765,73,198,-1.1175870895385742e-09,329.67,0.057304239484931505,25.0,0.0,1.7874318428337574,15.968718236684799,452.50000000000017,0.0001074297663674173,-0.00046628386226075234
757760,178.0,0.02120073001133278,74,198,-1.4901161193847657e-09,332.47,0.05332237367456248,25.0,0.0,1.7840330705046654,15.968718189001084,382.5000000000007,7.300618083085907e-05,-0.00030371062384801915
768000,177.0,0.018786950514186173,75,198,-1.2293457984924316e-08,333.69,0.056395300522507706,25.0,0.0,1.7825661711394787,15.968718022108078,352.5000000000002,0.00011576537927595609,-0.0005335981159078074
778240,174.75,0.02109425101079978,76,198,-1.0430812835693359e-08,337.38,0.05740792683620875,47.50000000000001,0.0023681640625,1.7791160121560097,15.968718075752259,352.5000000000002,0.00015260879821710205,-0.0007771661461447365
788480,183.75,0.02199969212524593,77,198,-3.725290298461914e-09,342.38,0.05272907571680842,25.0,0.0,1.7823254965245723,15.968718141317368,352.5000000000002,7.553425363084897e-05,-0.00024742327514104545
798720,181.5,0.019260723862680608,78,198,-2.2351741790771484e-09,339.1,0.057810839477260664,47.50000000000001,0.0,1.780331401526928,15.968718034029006,330.0000000000004,0.00011736579661869584,-0.0005574891536525683
808960,161.0,0.015428403328405694,79,198,-1.0058283805847169e-08,330.14,0.057955663974876906,25.0,0.0,1.7813774026930331,15.968718034029006,300.0,0.0001521892178701023,-0.0006458402334828861
819200,151.75,0.019163518628920427,80,198,-4.097819328308106e-09,330.37,0.052315089631511345,25.0,0.0,1.7796050794422626,15.968718123435973,300.0,0.00010770883901738415,-0.0005601655433565611
829440,142.0,0.01915044465858955,81,198,-1.1920928955078126e-08,329.25,0.055840612674556166,25.0,0.0,1.7814494974911212,15.968718165159226,277.5000000000002,8.994888331415041e-05,-0.00034314015465497505
839680,152.75,0.01863828245550394,82,199,-6.7055225372314455e-09,335.21,0.055900006829843384,25.0,0.0,1.7858514122664928,15.96871811747551,300.0,0.00012159369901567629,-0.0005839849753101589
849920,164.25,0.018436196705442852,83,199,2.6077032089233397e-09,330.44,0.055624069403830766,25.0,0.0,1.7859577387571335,15.968718099594117,352.5000000000002,0.00010625693752119858,-0.0004196053308987757
860160,170.25,0.022119318961631506,84,198,-3.3155083656311036e-08,331.2,0.054230587655948424,25.0,0.0,1.7867176584899425,15.968718254566193,352.5000000000002,9.319936597496081e-05,-0.00043080927098344547
870400,161.5,0.017269088847388047,85,198,-1.4901161193847657e-09,328.42,0.054539851385965975,25.0,0.0,1.7806536205112935,15.968717974424361,327.5000000000002,9.358862699535564e-05,-0.00042565873081912287
880640,172.75,0.020812726733856833,86,199,-6.7055225372314455e-09,332.44,0.056078374255867244,25.0,0.0,1.7837593287229538,15.968718093633651,330.0000000000004,0.00015410302298199952,-0.0006889857288115309
890880,171.75,0.019031863776035607,87,199,-1.862645149230957e-09,333.31,0.057956737553016,47.50000000000001,0.0,1.773072823882103,15.968718039989472,325.0,0.0001170603268132453,-0.0006306475896053598
901120,178.0,0.02202988654607907,88,199,-2.9802322387695314e-09,331.2,0.0564677189397958,47.50000000000001,0.0,1.7795387491583825,15.968718159198762,380.00000000000045,0.00011442586673524602,-0.000554345870114048
911360,175.0,0.019294894191261847,89,199,-1.3411045074462891e-08,329.68,0.0557798606070547,50.0,0.0,1.7797820903360844,15.968718004226684,380.00000000000045,0.0001076236030765898,-0.0004719439393738867
921600,195.25,0.022620216303039342,90,199,-1.862645149230957e-09,334.62,0.057167557200158495,50.0,0.0,1.779696173965931,15.96871839761734,482.5000000000007,0.00011420765688079371,-0.0005444393613288412
931840,218.0,0.025913745223078877,91,199,-3.7252902984619143e-10,346.96,0.05456629230095689,50.0,0.0044677734375,1.7685830228030681,15.96871833205223,502.5000000000002,0.0001433871715789792,-0.0008304642178700306
942080,236.25,0.022977868997259066,92,199,8.195638656616212e-09,354.11,0.05568420841638912,50.0,0.00068359375,1.7695938520133496,15.968718308210374,550.0,0.00010907588836488458,-0.00045012894624960607
952320,222.0,0.020502516071428546,93,199,0.0,353.75,0.054174819826866574,50.0,0.0,1.771559911966324,15.968718022108078,475.0,6.0432495128992514e-05,-0.00026549411086307373
962560,204.25,0.017815601185429842,94,199,2.4959444999694825e-08,343.87,0.05301125576190446,25.0,0.0,1.782662221044302,15.96871801018715,525.0,7.314226216292852e-05,-0.00027055092668888393
972800,179.5,0.01956232468946837,95,199,-1.564621925354004e-08,340.12,0.055131176480592424,25.0,0.0,1.787081028521061,15.968718063831329,450.0,0.0001501495612338033,-0.00070007206631999
983040,164.25,0.018473702916526235,96,199,3.725290298461914e-09,334.24,0.052724973024893804,25.0,0.0,1.7874085061252116,15.968718045949936,327.5000000000002,0.00010614075417239021,-0.000534497812986956
993280,157.75,0.02094649911741726,97,199,4.8428773880004884e-09,333.97,0.05782466671199186,25.0,0.00439453125,1.7886847212910653,15.968718099594117,277.5000000000002,0.00016359337264120198,-0.0007569562156277243
1003520,177.75,0.025948679249268025,98,199,2.2351741790771484e-09,338.76,0.05303002766930687,50.0,0.0,1.779072170704603,15.968718349933624,325.0,9.332975741536132e-05,-0.00044501822121674196
1013760,174.5,0.01874315240129363,99,199,-1.1175870895385742e-09,338.76,0.05785154536476413,47.50000000000001,0.0,1.780631472915411,15.968718016147614,325.0,0.00011573456754234712,-0.0005159613383511896
1024000,176.75,0.020310858084121718,100,199,-1.2293457984924316e-08,336.77,0.053592874594305104,25.0,0.0,1.782507921010256,15.968718057870865,327.5000000000002,9.323718331373243e-05,-0.00042985588297597135
1034240,178.25,0.020569802980753595,101,199,-5.215406417846679e-09,338.1,0.05507749536915123,25.0,0.0,1.785406119376421,15.968718141317368,327.5000000000002,0.00012669819188850794,-0.0005342681677575456
1044480,178.5,0.019346680806484072,102,199,-2.0489096641540527e-08,338.65,0.053077451325119096,25.0,0.0,1.785661543160677,15.968718022108078,427.5000000000002,9.413671503963884e-05,-0.00042147736203332895
1054720,174.75,0.021418071442167275,103,199,-6.332993507385254e-09,337.47,0.05623324760748137,25.0,0.0,1.780875665694475,15.968718183040618,325.0,7.579346041026724e-05,-0.0003426969498832477
1064960,191.25,0.024891983473207802,104,199,5.215406417846679e-09,338.64,0.057813121190050096,50.0,0.0,1.7747745297849178,15.968718260526657,380.00000000000045,0.0001429536557665756,-0.0006298684886132833
1075200,209.0,0.025731298606842756,105,199,-2.4959444999694825e-08,346.35,0.05578491341577935,50.0,0.0,1.7826603442430495,15.968718338012696,400.0,6.942555722062593e-05,-0.0003038488623133162
1085440,211.75,0.020947895298013462,106,199,2.2351741790771484e-09,346.28,0.055446773191243214,50.0,0.0,1.7809593290090562,15.968718135356903,405.00000000000045,8.40860810207289e-05,-0.00034650002999114804
1095680,201.0,0.019594650456565433,107,199,-4.097819328308106e-09,346.29,0.05493323869283414,47.50000000000001,0.0,1.7853777892887592,15.968718099594117,405.00000000000045,8.631996583972069e-05,-0.0003493088108371012
1105920,200.25,0.02059809823113028,108,199,-1.1175870895385742e-08,343.71,0.05643188469667572,25.0,0.0,1.7798562325537204,15.968718045949936,500.0,0.00011455210546227335,-0.0005364498546441609
1116160,190.5,0.022870901654823684,109,199,-7.450580596923829e-10,337.29,0.055869006622603856,25.0,0.0,1.7793503552675247,15.968718218803406,500.0,0.00010368359418251316,-0.0004902722206679755
1126400,203.25,0.02431044535478577,110,199,3.725290298461914e-09,345.06,0.054848156706606276,25.0,0.0,1.780090893059969,15.968718314170838,500.0,9.621536317201418e-05,-0.0004491769690503133
1136640,192.75,0.02331202229252085,111,199,1.3411045074462891e-08,349.86,0.0584657833025066,50.0,0.0,1.7799955651164054,15.96871822476387,375.0,0.00010206595454214096,-0.00041348214363097214
1146880,204.5,0.023289514402858914,112,199,-1.3411045074462891e-08,354.09,0.056803991249699204,50.0,0.0,1.7822486653923988,15.968718194961548,377.5000000000002,9.78726108034067e-05,-0.00045553791969723536
1157120,200.75,0.023862469784216956,113,199,-1.080334186553955e-08,348.0,0.05957261192248675,50.0,0.0,1.776604314893484,15.968718153238296,352.5000000000002,0.00016133105107272173,-0.0009083676155569265
1167360,217.75,0.02584433049778454,114,199,-1.862645149230957e-09,345.81,0.05350659137009399,50.0,0.0,1.7774337604641914,15.968718415498733,482.5000000000007,0.00010477455235893273,-0.0004048330069053918
1177600,219.0,0.024048691071220672,115,199,3.725290298461914e-09,343.46,0.05901124444412009,50.0,0.0,1.7771585278213025,15.968718248605729,407.5000000000006,0.00010369268958214662,-0.0004840077217522776
1187840,203.0,0.02013129886763636,116,199,-2.6822090148925782e-08,339.03,0.05397189019826128,50.0,0.0,1.7872997313737868,15.96871801018715,405.00000000000045,0.00010829619735268637,-0.0005229728150879965
1198080,187.0,0.01806922492396552,117,199,-2.6077032089233397e-09,332.2,0.05581494063069954,25.0,0.0,1.7759314946830274,15.968718069791795,405.00000000000045,0.00011140255027903833,-0.0005841953232447849
1208320,180.25,0.02176536213082727,118,199,-1.7881393432617187e-08,330.21,0.0544649033629168,25.0,0.0,1.7762460678815841,15.968718183040618,450.0,0.00010174644465656967,-0.00041983522751252165
1218560,183.0,0.023540512088220566,119,199,1.2665987014770507e-08,332.99,0.057058751202232874,25.0,0.0,1.7853464469313622,15.968718236684799,325.0,0.0001257017959391149,-0.0005673593492247164
1228800,178.0,0.020025603036629036,120,199,-2.9802322387695312e-08,338.63,0.05549691561036139,47.50000000000001,0.0,1.785011352598667,15.968718135356903,325.0,9.829873237841014e-05,-0.00044299332257651257
1239040,180.75,0.01959883508970961,121,199,-7.450580596923829e-10,344.16,0.05615693850099701,25.0,0.0,1.7882643431425094,15.968718057870865,325.0,0.00014174739643380008,-0.0006640695151872933
1249280,178.25,0.019291960052214563,122,199,-1.0430812835693359e-08,344.43,0.05614378964958089,25.0,0.0,1.7816071115434169,15.968718016147614,302.5000000000002,9.156272780046493e-05,-0.0004653480425986345
1259520,173.0,0.020816963125253097,123,199,2.384185791015625e-08,339.94,0.057340426634172034,25.0,0.0,1.7789035521447658,15.968718308210374,332.5000000000006,0.00013017490576885393,-0.0005783447526482632
1269760,192.0,0.020554405427537857,124,199,7.078051567077636e-09,342.82,0.05771614074149305,47.50000000000001,0.0,1.7820617973804473,15.968718254566193,525.0,0.00010662504397984662,-0.0004779100985615514
1280000,184.0,0.018311492845532483,125,199,-1.1920928955078126e-08,341.4,0.055240204225964415,25.0,0.0,1.7839280791580676,15.968718135356903,452.50000000000017,7.48674354715817e-05,-0.0003463862572971266
1290240,173.75,0.0183222056919476,126,199,3.3527612686157227e-09,333.77,0.05433234667708152,25.0,0.0,1.784140033274889,15.968717968463897,427.5000000000002,7.756523374542467e-05,-0.00031828590945224276
1300480,131.25,0.013818036155134905,127,199,1.1548399925231934e-08,323.46,0.05369401981944248,22.500000000000007,0.0,1.7816299714148045,15.968717724084854,250.0,9.90353074218575e-05,-0.00043806891881104093
1310720,135.5,0.02010996190365404,128,199,-1.862645149230957e-09,325.19,0.06074153202212951,22.500000000000007,0.0,1.7861825764179229,15.968718075752259,300.0,0.00014501461517149039,-0.0006748057876393432
1320960,132.25,0.017777870656573214,129,199,1.0430812835693359e-08,327.23,0.056825398914746084,0.0,0.0,1.7836156167089938,15.968717986345291,277.5000000000002,0.0001582688400151966,-0.0008082409371127141
1331200,149.75,0.018743292114231737,130,199,-2.2351741790771484e-09,334.92,0.05692073586683098,25.0,0.0,1.7863099701702594,15.968717968463897,325.0,0.0001233959730438272,-0.0005377368124754867
1341440,169.75,0.02295958066242747,131,199,-2.2351741790771484e-09,340.24,0.055670480540006693,25.0,0.0,1.7858254849910735,15.96871833205223,375.0,0.00010292655111037164,-0.0005277247324556811
1351680,197.5,0.02242934193345718,132,199,-2.0116567611694337e-08,344.73,0.05621529582363057,50.0,0.0,1.7759439177811145,15.968718189001084,425.0,7.178016442903612e-05,-0.00034043566301988903
1361920,216.25,0.025839070475194605,133,198,-1.6763806343078613e-08,349.72,0.057401871512671176,50.0,0.0,1.776523520052433,15.968718326091766,430.0000000000004,0.00010545878792669327,-0.00045522274922404904
1372160,234.25,0.024961474421434104,134,198,-2.6822090148925782e-08,352.38,0.053402025687771595,50.0,0.0,1.762987745553255,15.968718194961548,475.0,0.000129263902626775,-0.0006283839993557194
1382400,233.25,0.02050580550858285,135,198,-2.2724270820617674e-08,352.95,0.05645473590111746,50.0,0.0,1.7756844632327557,15.968717926740647,532.5000000000007,0.00010704638472489592,-0.00045513438944908555
1392640,206.25,0.019536950628389605,136,198,-1.1175870895385742e-09,344.69,0.05405170660601223,25.0,0.0,1.7783159106969832,15.968717831373215,502.5000000000002,7.696026736502271e-05,-0.00031293038264266213
1402880,188.5,0.02015244313661242,137,198,-2.6822090148925782e-08,338.58,0.055594539643337326,25.0,0.0,1.781800101697445,15.968717914819717,500.0,6.791129147787345e-05,-0.0003009188796568196
1413120,171.5,0.019346186581242365,138,198,0.0,337.52,0.05579289812608977,50.0,0.0,1.7809783883392811,15.968718183040618,405.00000000000045,7.63574508432896e-05,-0.00040414040299765477
1423360,183.0,0.027410825935658068,139,198,-1.1548399925231934e-08,340.19,0.05498300334870434,50.0,0.0,1.7799476489424706,15.968718445301056,302.5000000000002,7.949600165240156e-05,-0.00036016672820551323
